Orthogroup	A_hypochondriacus.proteins	A_vesiculosa.proteins
OG0012433	AH015823-RA	Av_00023179-RA, Av_00018705-RA
OG0012438	AH023069-RA, AH016367-RA	Av_00005017-RA
OG0012439	AH022852-RA, AH016513-RA	Av_00003924-RA, Av_00004969-RA
OG0012441	AH021090-RA	Av_00008741-RA, Av_00009804-RA
OG0012442	AH015574-RA, AH011282-RA	Av_00012949-RA, Av_00002100-RA
OG0012443	AH016584-RA	Av_00003940-RA
OG0012444	AH015497-RA	Av_00019571-RA
OG0012446	AH017000-RA	Av_00008237-RA
OG0012449	AH010049-RA	Av_00005039-RA
OG0012450	AH011022-RA	Av_00020030-RA, Av_00016544-RA
OG0012451	AH010187-RA	Av_00010746-RA
OG0012452	AH008388-RA	Av_00024537-RA
OG0012454	AH012228-RA, AH009505-RA	Av_00013963-RA, Av_00003269-RA
OG0012460	AH011841-RA	Av_00018444-RA
OG0012461	AH012132-RA	Av_00020603-RA
OG0012462	AH011541-RA	Av_00022615-RA
OG0012569	AH016826-RA	Av_00001018-RA
OG0012573	AH015439-RA	Av_00023938-RA
OG0012581	AH002315-RA	Av_00004297-RA
OG0012583	AH017877-RA	Av_00001392-RA
OG0012585	AH019827-RA	Av_00021798-RA
OG0012586	AH011152-RA	Av_00014877-RA
OG0012587	AH010771-RA	Av_00006702-RA
OG0012589	AH010778-RA	Av_00017340-RA
OG0012591	AH015551-RA	Av_00019563-RA
OG0012595	AH008184-RA	Av_00024742-RA
OG0012596	AH019895-RA	Av_00000571-RA
OG0012597	AH010465-RA	Av_00022856-RA
OG0012599	AH001738-RA	Av_00000972-RA
OG0012602	AH004001-RA	Av_00007928-RA
OG0012603	AH011812-RA	Av_00018911-RA
OG0012605	AH010222-RA	Av_00011899-RA
OG0012607	AH012756-RA	Av_00002888-RA
OG0012610	AH021946-RA	Av_00013439-RA
OG0012612	AH019951-RA	Av_00000552-RA
OG0012613	AH020141-RA	Av_00000632-RA
OG0012615	AH007247-RA	Av_00014359-RA
OG0012616	AH019984-RA	Av_00001563-RA
OG0012618	AH011622-RA	Av_00022599-RA
OG0012626	AH013813-RA	Av_00008662-RA
OG0012629	AH019534-RA	Av_00023178-RA, Av_00024321-RA, Av_00024324-RA, Av_00024717-RA
OG0012631	AH006631-RA	Av_00007697-RA
OG0012632	AH019685-RA	Av_00005974-RA
OG0012634	AH009414-RA	Av_00022271-RA
OG0012635	AH011296-RA	Av_00023777-RA
OG0012636	AH006333-RA	Av_00000394-RA, Av_00001866-RA
OG0012638	AH017420-RA	Av_00018810-RA, Av_00018811-RA
OG0012639	AH009547-RA	Av_00003260-RA
OG0012641	AH003552-RA	Av_00016302-RA, Av_00011618-RA
OG0012644	AH002428-RA	Av_00019031-RA
OG0012645	AH018595-RA	Av_00005529-RA
OG0012646	AH015510-RA	Av_00021501-RA
OG0012647	AH019242-RA	Av_00004579-RA
OG0012652	AH023553-RA	Av_00016680-RA, Av_00022553-RA
OG0012653	AH000143-RA	Av_00009360-RA
OG0012655	AH016107-RA	Av_00009974-RA
OG0012656	AH008296-RA	Av_00001726-RA
OG0012660	AH021169-RA	Av_00002538-RA
OG0012662	AH005727-RA	Av_00016342-RA
OG0012666	AH002349-RA	Av_00007151-RA
OG0012667	AH008560-RA	Av_00016721-RA
OG0012672	AH021688-RA	Av_00023275-RA, Av_00008065-RA
OG0012673	AH000604-RA	Av_00010059-RA
OG0012674	AH021312-RA	Av_00020072-RA
OG0012675	AH015226-RA	Av_00005915-RA
OG0012676	AH008146-RA	Av_00007877-RA
OG0012683	AH000444-RA	Av_00008541-RA
OG0012688	AH015211-RA	Av_00005917-RA
OG0012691	AH015033-RA	Av_00005625-RA
OG0012693	AH021559-RA	Av_00010567-RA
OG0012699	AH011473-RA, AH018212-RA	Av_00007122-RA
OG0012701	AH000645-RA	Av_00010050-RA
OG0012705	AH021064-RA, AH021062-RA	Av_00012331-RA
OG0012706	AH014469-RA	Av_00008886-RA
OG0012707	AH002430-RA	Av_00009824-RA
OG0012708	AH009643-RA	Av_00017409-RA
OG0012711	AH021875-RA	Av_00018915-RA
OG0012713	AH015999-RA	Av_00001095-RA
OG0012714	AH018515-RA	Av_00023075-RA
OG0012719	AH016184-RA	Av_00009070-RA
OG0012720	AH014277-RA	Av_00012326-RA
OG0012721	AH016556-RA	Av_00009113-RA
OG0012725	AH014510-RA	Av_00017183-RA
OG0012726	AH012106-RA	Av_00012944-RA
OG0012730	AH015996-RA	Av_00003452-RA, Av_00004833-RA
OG0012731	AH019543-RA	Av_00012924-RA
OG0012734	AH008831-RA	Av_00003472-RA
OG0012736	AH022217-RA	Av_00018935-RA
OG0012737	AH001983-RA	Av_00022445-RA
OG0012738	AH022286-RA	Av_00013632-RA
OG0012739	AH019206-RA	Av_00010079-RA
OG0012741	AH001565-RA	Av_00008382-RA
OG0012742	AH010372-RA	Av_00023426-RA
OG0012743	AH016075-RA	Av_00008322-RA
OG0012745	AH021645-RA	Av_00018356-RA
OG0012746	AH009156-RA	Av_00003197-RA
OG0012750	AH014666-RA	Av_00001190-RA
OG0012751	AH014500-RA	Av_00008875-RA
OG0012752	AH018560-RA	Av_00010373-RA
OG0012753	AH005871-RA	Av_00004917-RA
OG0012756	AH009098-RA	Av_00000023-RA
OG0012757	AH014203-RA	Av_00020770-RA, Av_00007183-RA, Av_00007184-RA
OG0012758	AH002110-RA	Av_00020790-RA
OG0012759	AH014492-RA	Av_00012922-RA
OG0012761	AH022138-RA	Av_00009744-RA
OG0012762	AH022019-RA	Av_00002892-RA
OG0012763	AH010232-RA	Av_00015148-RA
OG0012764	AH016717-RA	Av_00021823-RA
OG0012766	AH012447-RA	Av_00003820-RA
OG0012768	AH021956-RA	Av_00020180-RA
OG0012770	AH001258-RA	Av_00019897-RA
OG0012772	AH010296-RA	Av_00019476-RA
OG0012773	AH017217-RA	Av_00017513-RA
OG0012774	AH004494-RA	Av_00005359-RA
OG0012775	AH023522-RA	Av_00014338-RA
OG0012776	AH022415-RA	Av_00008492-RA
OG0012777	AH006642-RA	Av_00023565-RA
OG0012778	AH003109-RA	Av_00022690-RA
OG0012779	AH012376-RA	Av_00023166-RA
OG0012780	AH013788-RA	Av_00021090-RA
OG0012781	AH001211-RA	Av_00010160-RA
OG0012782	AH012709-RA	Av_00020029-RA
OG0012787	AH020606-RA	Av_00017346-RA
OG0012788	AH011102-RA	Av_00006562-RA, Av_00016528-RA
OG0012789	AH000995-RA	Av_00015569-RA, Av_00009076-RA
OG0012790	AH011049-RA	Av_00008123-RA
OG0012792	AH015934-RA	Av_00008248-RA
OG0012793	AH000715-RA	Av_00011402-RA
OG0012795	AH018828-RA	Av_00007816-RA
OG0012797	AH017494-RA	Av_00004773-RA
OG0012798	AH015251-RA	Av_00023121-RA
OG0012799	AH010855-RA	Av_00007669-RA
OG0012802	AH016480-RA	Av_00023806-RA
OG0012804	AH018812-RA	Av_00015884-RA
OG0012806	AH021866-RA	Av_00020026-RA
OG0012808	AH006497-RA	Av_00011541-RA, Av_00000129-RA
OG0012809	AH004153-RA	Av_00018453-RA
OG0012810	AH001031-RA	Av_00001864-RA
OG0012811	AH014890-RA	Av_00003712-RA
OG0012812	AH011901-RA	Av_00009488-RA
OG0012814	AH011075-RA	Av_00006559-RA
OG0012816	AH017513-RA	Av_00012692-RA
OG0012817	AH001175-RA	Av_00010174-RA
OG0012820	AH019305-RA	Av_00003537-RA
OG0012821	AH018619-RA	Av_00010262-RA, Av_00012844-RA
OG0012822	AH018961-RA	Av_00002829-RA
OG0012823	AH021104-RA	Av_00000276-RA
OG0012824	AH020346-RA	Av_00012655-RA
OG0012827	AH012793-RA	Av_00013454-RA, Av_00016425-RA
OG0012828	AH010084-RA	Av_00017178-RA
OG0012833	AH013782-RA	Av_00023861-RA
OG0012834	AH005835-RA	Av_00014233-RA
OG0012835	AH001910-RA	Av_00023586-RA
OG0012836	AH011671-RA	Av_00020468-RA
OG0012837	AH023701-RA	Av_00019440-RA
OG0012838	AH017299-RA	Av_00002255-RA
OG0012839	AH002406-RA	Av_00004608-RA
OG0012844	AH008732-RA	Av_00010953-RA
OG0012845	AH023773-RA	Av_00008501-RA
OG0012846	AH016335-RA	Av_00010399-RA
OG0012847	AH021966-RA	Av_00002872-RA
OG0012849	AH022606-RA	Av_00003263-RA
OG0012851	AH003512-RA	Av_00011650-RA
OG0012852	AH002619-RA	Av_00000813-RA
OG0012853	AH018150-RA	Av_00018131-RA
OG0012855	AH022380-RA	Av_00013838-RA
OG0012856	AH002987-RA	Av_00009257-RA
OG0012857	AH003929-RA	Av_00001899-RA
OG0012858	AH002298-RA, AH002297-RA	Av_00015977-RA, Av_00011375-RA
OG0012859	AH014091-RA	Av_00007393-RA, Av_00003788-RA
OG0012860	AH010751-RA	Av_00015317-RA
OG0012861	AH008308-RA	Av_00006849-RA
OG0012868	AH013083-RA	Av_00022623-RA
OG0012869	AH019072-RA	Av_00021818-RA
OG0012870	AH017827-RA	Av_00009713-RA, Av_00023833-RA
OG0012871	AH015854-RA	Av_00007439-RA
OG0012873	AH014576-RA, AH021114-RA	Av_00018365-RA, Av_00005155-RA
OG0012874	AH017908-RA	Av_00021292-RA
OG0012876	AH012667-RA	Av_00022508-RA
OG0012877	AH010467-RA	Av_00006895-RA
OG0012878	AH001818-RA	Av_00012277-RA
OG0012879	AH006579-RA	Av_00023537-RA
OG0012880	AH013452-RA	Av_00008804-RA
OG0012881	AH005238-RA	Av_00011584-RA
OG0012882	AH011912-RA	Av_00017627-RA
OG0012884	AH011975-RA	Av_00001665-RA
OG0012885	AH002042-RA	Av_00019242-RA
OG0012886	AH004104-RA	Av_00006377-RA
OG0012890	AH017003-RA	Av_00015905-RA
OG0012894	AH006928-RA	Av_00007970-RA
OG0012896	AH017590-RA, AH017593-RA	Av_00013787-RA
OG0012898	AH004673-RA	Av_00006436-RA
OG0012899	AH017966-RA	Av_00001709-RA
OG0012902	AH002819-RA	Av_00012427-RA
OG0012904	AH011212-RA	Av_00014840-RA, Av_00016616-RA
OG0012905	AH004602-RA	Av_00005278-RA
OG0012906	AH013533-RA	Av_00005575-RA, Av_00006010-RA
OG0012910	AH005406-RA	Av_00006364-RA
OG0012911	AH001721-RA	Av_00004544-RA
OG0012915	AH016554-RA	Av_00010110-RA
OG0012916	AH017621-RA	Av_00010533-RA
OG0012920	AH001412-RA	Av_00015613-RA
OG0012921	AH005575-RA	Av_00006402-RA
OG0012922	AH001062-RA	Av_00004699-RA
OG0012925	AH018878-RA	Av_00003696-RA
OG0012926	AH004177-RA	Av_00018439-RA
OG0012927	AH002952-RA	Av_00002748-RA
OG0012930	AH018185-RA	Av_00010330-RA, Av_00014513-RA
OG0012936	AH023448-RA	Av_00013615-RA
OG0012938	AH023219-RA, AH016274-RA	Av_00009507-RA, Av_00018892-RA
OG0012939	AH023223-RA	Av_00004672-RA
OG0012941	AH014690-RA, AH021277-RA	Av_00022485-RA, Av_00000874-RA
OG0012942	AH015080-RA, AH021631-RA	Av_00013548-RA
OG0012943	AH007303-RA	Av_00015187-RA
OG0012944	AH015881-RA	Av_00018529-RA
OG0012945	AH016998-RA	Av_00017961-RA
OG0012946	AH017896-RA	Av_00018692-RA, Av_00001397-RA
OG0012948	AH009731-RA, AH009732-RA	Av_00008398-RA, Av_00008396-RA, Av_00008397-RA, Av_00018655-RA
OG0012951	AH010966-RA	Av_00006996-RA, Av_00011854-RA
OG0012952	AH008359-RA	Av_00004177-RA
OG0012956	AH011910-RA, AH019722-RA	Av_00018872-RA
OG0012958	AH020002-RA	Av_00020853-RA
OG0012961	AH019842-RA	Av_00001550-RA, Av_00001549-RA, Av_00013521-RA
OG0012963	AH012647-RA	Av_00012794-RA
OG0012966	AH013973-RA	Av_00009059-RA
OG0012970	AH005413-RA	Av_00005395-RA
OG0012971	AH003466-RA, AH006316-RA	Av_00014828-RA, Av_00022758-RA
OG0012974	AH008080-RA	Av_00002397-RA
OG0012976	AH002700-RA	Av_00009674-RA, Av_00002280-RA
OG0012977	AH003617-RA	Av_00001923-RA
OG0012979	AH001436-RA	Av_00017381-RA, Av_00008467-RA, Av_00017855-RA, Av_00017490-RA, Av_00008468-RA
OG0012980	AH000764-RA, AH000763-RA, AH002333-RA, AH002334-RA, AH002335-RA, AH002330-RA, AH002329-RA, AH000767-RA, AH000769-RA	Av_00011370-RA, Av_00004299-RA, Av_00004302-RA
OG0012982	AH001169-RA	Av_00004758-RA
OG0012984	AH000328-RA	Av_00008531-RA, Av_00021809-RA
OG0013118	AH014489-RA	Av_00022418-RA
OG0013119	AH007750-RA	Av_00016249-RA
OG0013120	AH014287-RA	Av_00008702-RA
OG0013121	AH013740-RA	Av_00006153-RA
OG0013124	AH011156-RA	Av_00011817-RA
OG0013130	AH000205-RA	Av_00024474-RA
OG0013131	AH011236-RA	Av_00006644-RA
OG0013135	AH019043-RA	Av_00008048-RA
OG0013139	AH020048-RA	Av_00014745-RA
OG0013142	AH018667-RA	Av_00023787-RA
OG0013144	AH020036-RA	Av_00012418-RA
OG0013150	AH010964-RA	Av_00011855-RA
OG0013154	AH022023-RA	Av_00002204-RA
OG0013157	AH010405-RA	Av_00006924-RA
OG0013160	AH008852-RA	Av_00011473-RA
OG0013161	AH005994-RA	Av_00001828-RA
OG0013164	AH019544-RA	Av_00004181-RA
OG0013166	AH009432-RA	Av_00019723-RA, Av_00003288-RA
OG0013167	AH018564-RA	Av_00005528-RA
OG0013169	AH022374-RA	Av_00001687-RA, Av_00001689-RA
OG0013170	AH000661-RA	Av_00004621-RA
OG0013178	AH019713-RA	Av_00018349-RA
OG0013180	AH005037-RA	Av_00011137-RA
OG0013183	AH003983-RA	Av_00010130-RA
OG0013184	AH000031-RA, AH001087-RA	Av_00003208-RA, Av_00013901-RA
OG0013185	AH006329-RA	Av_00015374-RA
OG0013186	AH011092-RA	Av_00002278-RA, Av_00001870-RA
OG0013199	AH010035-RA	Av_00020410-RA
OG0013205	AH007323-RA	Av_00023691-RA
OG0013213	AH009484-RA	Av_00019771-RA
OG0013223	AH018493-RA	Av_00021335-RA
OG0013224	AH007778-RA	Av_00022253-RA
OG0013225	AH003465-RA	Av_00022756-RA
OG0013226	AH016995-RA	Av_00003604-RA
OG0013231	AH009226-RA	Av_00003215-RA
OG0013232	AH014498-RA	Av_00008876-RA
OG0013236	AH019714-RA	Av_00015053-RA
OG0013239	AH020277-RA	Av_00016696-RA
OG0013245	AH003786-RA	Av_00000466-RA
OG0013251	AH023426-RA	Av_00013607-RA
OG0013261	AH006586-RA	Av_00000705-RA
OG0013265	AH009274-RA	Av_00021887-RA, Av_00021885-RA
OG0013267	AH000413-RA	Av_00020982-RA
OG0013268	AH005352-RA	Av_00009091-RA
OG0013269	AH006455-RA	Av_00000483-RA
OG0013272	AH010473-RA	Av_00016483-RA
OG0013276	AH008292-RA	Av_00015724-RA
OG0013278	AH010263-RA	Av_00006482-RA
OG0013279	AH022581-RA	Av_00021978-RA
OG0013281	AH015095-RA	Av_00005646-RA
OG0013283	AH014267-RA	Av_00008556-RA
OG0013288	AH009174-RA	Av_00003201-RA
OG0013289	AH012937-RA	Av_00016575-RA
OG0013290	AH002517-RA	Av_00011315-RA
OG0013295	AH009109-RA	Av_00007736-RA
OG0013296	AH009615-RA	Av_00011419-RA
OG0013297	AH004576-RA, AH005225-RA	Av_00010840-RA
OG0013306	AH002893-RA	Av_00014241-RA
OG0013308	AH006312-RA	Av_00022755-RA
OG0013314	AH022605-RA	Av_00010892-RA
OG0013315	AH005112-RA	Av_00024754-RA
OG0013317	AH011941-RA	Av_00009213-RA
OG0013318	AH016507-RA	Av_00009122-RA
OG0013323	AH004840-RA	Av_00015470-RA
OG0013327	AH005966-RA	Av_00006346-RA
OG0013328	AH017342-RA	Av_00013860-RA
OG0013329	AH005629-RA	Av_00006378-RA
OG0013331	AH002837-RA	Av_00009320-RA
OG0013332	AH005576-RA	Av_00015521-RA
OG0013334	AH002571-RA	Av_00011010-RA
OG0013337	AH005568-RA	Av_00002725-RA
OG0013340	AH002909-RA	Av_00005565-RA
OG0013345	AH014105-RA	Av_00004903-RA
OG0013348	AH022012-RA	Av_00002889-RA, Av_00012574-RA
OG0013351	AH017186-RA	Av_00008930-RA
OG0013359	AH015011-RA	Av_00005614-RA
OG0013361	AH017048-RA	Av_00007804-RA
OG0013364	AH003445-RA	Av_00022226-RA
OG0013365	AH005393-RA	Av_00017012-RA
OG0013370	AH018929-RA	Av_00022661-RA
OG0013372	AH001297-RA	Av_00014274-RA
OG0013377	AH023192-RA	Av_00012065-RA
OG0013381	AH021254-RA	Av_00006290-RA
OG0013385	AH015853-RA, AH015555-RA	Av_00010655-RA, Av_00007440-RA, Av_00003734-RA
OG0013387	AH016714-RA	Av_00010795-RA
OG0013388	AH017670-RA, AH002726-RA, AH017668-RA	Av_00002270-RA
OG0013391	AH010388-RA	Av_00016501-RA, Av_00006607-RA, Av_00011777-RA
OG0013392	AH009064-RA	Av_00011505-RA, Av_00014014-RA, Av_00003128-RA
OG0013393	AH000841-RA, AH009091-RA	Av_00014955-RA
OG0013394	AH009469-RA	Av_00003278-RA, Av_00013970-RA
OG0013395	AH009546-RA	Av_00021905-RA
OG0013397	AH020075-RA	Av_00008774-RA
OG0013400	AH013451-RA	Av_00006467-RA
OG0013402	AH013135-RA	Av_00021278-RA
OG0013404	AH014865-RA	Av_00014175-RA
OG0013405	AH005924-RA, AH001497-RA	Av_00017525-RA
OG0013413	AH007755-RA	Av_00020344-RA
OG0013414	AH007283-RA	Av_00001547-RA
OG0013418	AH004201-RA	Av_00016293-RA
OG0013421	AH002371-RA	Av_00007152-RA
OG0013562	AH019165-RA	Av_00014411-RA
OG0013563	AH017270-RA	Av_00001452-RA
OG0013564	AH000406-RA	Av_00008466-RA
OG0013565	AH016299-RA	Av_00012062-RA
OG0013567	AH018436-RA	Av_00019960-RA
OG0013569	AH005977-RA, AH005976-RA	Av_00024962-RA
OG0013572	AH019991-RA	Av_00013552-RA
OG0013576	AH022038-RA, AH022037-RA	Av_00020520-RA, Av_00014063-RA
OG0013582	AH017671-RA	Av_00001449-RA
OG0013592	AH021907-RA	Av_00000762-RA
OG0013594	AH008833-RA	Av_00019948-RA
OG0013596	AH017817-RA	Av_00004951-RA
OG0013600	AH001604-RA	Av_00012355-RA
OG0013601	AH001333-RA	Av_00020109-RA
OG0013614	AH004863-RA	Av_00014225-RA
OG0013617	AH009046-RA	Av_00000336-RA
OG0013622	AH023698-RA	Av_00009023-RA
OG0013625	AH000731-RA	Av_00007156-RA
OG0013633	AH010391-RA	Av_00006609-RA
OG0013669	AH019217-RA	Av_00014315-RA
OG0013678	AH009579-RA	Av_00008603-RA
OG0013680	AH011304-RA	Av_00013194-RA
OG0013683	AH018036-RA	Av_00010445-RA
OG0013695	AH023477-RA	Av_00003568-RA
OG0013704	AH007588-RA	Av_00002480-RA
OG0013706	AH023160-RA	Av_00008914-RA
OG0013712	AH016744-RA	Av_00012270-RA
OG0013716	AH023392-RA	Av_00008304-RA
OG0013719	AH015486-RA	Av_00014415-RA
OG0013722	AH012913-RA	Av_00023870-RA
OG0013728	AH017999-RA	Av_00014585-RA, Av_00010434-RA
OG0013731	AH018463-RA	Av_00021565-RA
OG0013732	AH023703-RA	Av_00012112-RA
OG0013745	AH012364-RA	Av_00009170-RA
OG0013746	AH008615-RA	Av_00011062-RA
OG0013753	AH005246-RA	Av_00015857-RA
OG0013754	AH022197-RA	Av_00009746-RA
OG0013755	AH019947-RA	Av_00017609-RA
OG0013773	AH002917-RA	Av_00000844-RA
OG0013780	AH011468-RA	Av_00017518-RA
OG0013785	AH022996-RA, AH016448-RA, AH022997-RA	Av_00003880-RA
OG0013792	AH008534-RA	Av_00024758-RA
OG0013796	AH018053-RA, AH011302-RA	Av_00014594-RA, Av_00010441-RA
OG0013801	AH021698-RA	Av_00012527-RA, Av_00002835-RA
OG0013802	AH015017-RA, AH021511-RA, AH023526-RA, AH020169-RA, AH022205-RA	Av_00013255-RA
OG0013802	AH013201-RA, AH022448-RA	Av_00005208-RA
OG0013803	AH022540-RA, AH016467-RA, AH022414-RA	Av_00003895-RA
OG0013805	AH022050-RA	Av_00001485-RA
OG0013806	AH022240-RA	Av_00018332-RA
OG0013813	AH022918-RA	Av_00015608-RA, Av_00009127-RA
OG0013815	AH021361-RA	Av_00007448-RA
OG0013816	AH021265-RA	Av_00002781-RA, Av_00005183-RA
OG0013825	AH011098-RA, AH011097-RA	Av_00012731-RA, Av_00013098-RA
OG0013826	AH007731-RA, AH010779-RA	Av_00020348-RA
OG0013827	AH007515-RA, AH010555-RA	Av_00021236-RA, Av_00016174-RA
OG0013830	AH006836-RA	Av_00005479-RA
OG0013833	AH009282-RA	Av_00000836-RA
OG0013837	AH019998-RA	Av_00002035-RA, Av_00012874-RA
OG0013838	AH015044-RA	Av_00010582-RA
OG0013839	AH014654-RA	Av_00015188-RA
OG0013844	AH004648-RA, AH004698-RA	Av_00006445-RA, Av_00007517-RA, Av_00005300-RA
OG0013850	AH011386-RA	Av_00014524-RA
OG0013851	AH011913-RA	Av_00018871-RA, Av_00009485-RA
OG0013856	AH003558-RA	Av_00013719-RA
OG0013857	AH002682-RA	Av_00000842-RA
OG0013859	AH004219-RA	Av_00016747-RA
OG0013861	AH001714-RA	Av_00018180-RA
OG0013862	AH001130-RA	Av_00016890-RA
OG0014013	AH010443-RA, AH008525-RA	Av_00016067-RA
OG0014018	AH001544-RA	Av_00010530-RA
OG0014025	AH015187-RA	Av_00017078-RA
OG0014034	AH017093-RA	Av_00022047-RA
OG0014048	AH012708-RA	Av_00022502-RA
OG0014058	AH015508-RA	Av_00015190-RA
OG0014062	AH019654-RA	Av_00005133-RA, Av_00005131-RA
OG0014078	AH006159-RA	Av_00017939-RA
OG0014096	AH001241-RA	Av_00020786-RA
OG0014100	AH004865-RA	Av_00002493-RA, Av_00002517-RA, Av_00015763-RA
OG0014107	AH019225-RA	Av_00012793-RA
OG0014113	AH022384-RA	Av_00001693-RA
OG0014118	AH014456-RA	Av_00002880-RA
OG0014141	AH011070-RA	Av_00006556-RA
OG0014145	AH023393-RA	Av_00008296-RA
OG0014156	AH015238-RA	Av_00005909-RA
OG0014164	AH011403-RA	Av_00022360-RA
OG0014171	AH003639-RA	Av_00000913-RA
OG0014173	AH005910-RA	Av_00024905-RA
OG0014174	AH023546-RA	Av_00009343-RA, Av_00012452-RA, Av_00010492-RA
OG0014181	AH007300-RA, AH019752-RA	Av_00017620-RA
OG0014189	AH009498-RA	Av_00022262-RA
OG0014196	AH017613-RA, AH023039-RA, AH017614-RA	Av_00020628-RA
OG0014219	AH018182-RA	Av_00002991-RA
OG0014222	AH022086-RA, AH011051-RA, AH019453-RA	Av_00005425-RA
OG0014223	AH012925-RA, AH022114-RA	Av_00001318-RA
OG0014224	AH021930-RA, AH012824-RA	Av_00020969-RA, Av_00000851-RA, Av_00003391-RA
OG0014229	AH020955-RA	Av_00010180-RA, Av_00019131-RA
OG0014230	AH021317-RA	Av_00018052-RA
OG0014231	AH021075-RA	Av_00008750-RA, Av_00009800-RA
OG0014235	AH017311-RA	Av_00011283-RA
OG0014238	AH007764-RA, AH010826-RA	Av_00011638-RA
OG0014241	AH008979-RA	Av_00011464-RA
OG0014244	AH006742-RA, AH020470-RA	Av_00022133-RA
OG0014251	AH012876-RA	Av_00019151-RA
OG0014255	AH004876-RA	Av_00007746-RA
OG0014263	AH003331-RA	Av_00015159-RA
OG0014269	AH001313-RA	Av_00016930-RA
OG0014482	AH002730-RA	Av_00009665-RA
OG0014532	AH009126-RA	Av_00008261-RA
OG0014562	AH014893-RA	Av_00014162-RA
OG0014645	AH004854-RA	Av_00019393-RA
OG0014656	AH002398-RA	Av_00019984-RA
OG0014678	AH018688-RA	Av_00014565-RA, Av_00010407-RA
OG0014690	AH020907-RA, AH020900-RA	Av_00008888-RA
OG0014691	AH019620-RA	Av_00010576-RA
OG0014696	AH017667-RA, AH017669-RA	Av_00002271-RA, Av_00017200-RA
OG0014698	AH010644-RA	Av_00011771-RA
OG0014700	AH010476-RA	Av_00016792-RA
OG0014706	AH019461-RA	Av_00005483-RA
OG0014710	AH005895-RA	Av_00016379-RA, Av_00012486-RA, Av_00022754-RA
OG0014713	AH005542-RA	Av_00016711-RA, Av_00024198-RA
OG0014714	AH012222-RA	Av_00015640-RA
OG0014720	AH000956-RA, AH001634-RA	Av_00012364-RA, Av_00016688-RA
OG0015025	AH022405-RA	Av_00017321-RA
OG0015068	AH003727-RA	Av_00000297-RA
OG0015069	AH006086-RA, AH006090-RA	Av_00000295-RA
OG0015117	AH013498-RA	Av_00013075-RA
OG0015147	AH011630-RA, AH004535-RA	Av_00011415-RA
OG0015189	AH008781-RA	Av_00023221-RA, Av_00010973-RA
OG0015215	AH001094-RA	Av_00024694-RA
OG0015217	AH018063-RA	Av_00013192-RA
OG0015223	AH021890-RA	Av_00012588-RA
OG0015224	AH021945-RA	Av_00015786-RA, Av_00016409-RA
OG0015228	AH020668-RA	Av_00004918-RA, Av_00004002-RA
OG0015235	AH015830-RA	Av_00003743-RA, Av_00007431-RA
OG0015237	AH017815-RA	Av_00022762-RA
OG0015247	AH009427-RA	Av_00013978-RA
OG0015266	AH007861-RA	Av_00020331-RA
OG0015278	AH000288-RA	Av_00023244-RA, Av_00012045-RA
OG0015282	AH000983-RA	Av_00007179-RA
OG0015859	AH022468-RA, AH010249-RA, AH010245-RA, AH010246-RA, AH010247-RA	Av_00012507-RA, Av_00020446-RA
OG0015866	AH006088-RA	Av_00024601-RA
OG0015866	AH022675-RA, AH006087-RA, AH014155-RA	Av_00024045-RA
OG0015872	AH004062-RA, AH022912-RA	Av_00023575-RA, Av_00010783-RA
OG0015884	AH010560-RA	Av_00021234-RA
OG0015894	AH008911-RA	Av_00008913-RA
OG0015898	AH013579-RA	Av_00017395-RA
OG0015900	AH013093-RA	Av_00009658-RA
OG0015902	AH013342-RA	Av_00004105-RA
OG0015905	AH014773-RA	Av_00000478-RA
OG0015908	AH005826-RA	Av_00011102-RA
OG0015911	AH005341-RA	Av_00007688-RA, Av_00000333-RA
OG0015917	AH006716-RA	Av_00013155-RA, Av_00013154-RA
OG0015921	AH003659-RA	Av_00000383-RA
OG0015922	AH002565-RA	Av_00010012-RA
OG0015923	AH004305-RA	Av_00022362-RA, Av_00001919-RA
OG0016716	AH006263-RA	Av_00013722-RA
OG0016750	AH021736-RA, AH012491-RA	Av_00009551-RA, Av_00017579-RA
OG0016755	AH023556-RA	Av_00007224-RA
OG0016756	AH023545-RA	Av_00007069-RA, Av_00003547-RA
OG0016760	AH021510-RA	Av_00003368-RA
OG0016767	AH017242-RA	Av_00005489-RA
OG0016773	AH016792-RA	Av_00013877-RA, Av_00017732-RA, Av_00024244-RA, Av_00011739-RA, Av_00017040-RA
OG0016786	AH009044-RA	Av_00008669-RA, Av_00014708-RA
OG0016798	AH012492-RA	Av_00023289-RA
OG0016801	AH013333-RA	Av_00018104-RA
OG0016805	AH012641-RA	Av_00003248-RA, Av_00017430-RA
OG0016814	AH006157-RA	Av_00002000-RA
OG0016818	AH005190-RA	Av_00003363-RA
OG0016823	AH006596-RA, AH007819-RA	Av_00016115-RA
OG0016825	AH008206-RA	Av_00000163-RA
OG0016829	AH002667-RA	Av_00000806-RA
OG0016833	AH001593-RA	Av_00008782-RA
OG0016834	AH001840-RA, AH000553-RA	Av_00023154-RA
OG0016845	AH000921-RA	Av_00023485-RA
OG0016846	AH001762-RA	Av_00020771-RA
OG0017613	AH007273-RA	Av_00018895-RA
OG0017716	AH022260-RA	Av_00021897-RA
OG0017821	AH001486-RA	Av_00007926-RA
OG0017867	AH022230-RA	Av_00020002-RA
OG0017875	AH021156-RA	Av_00008898-RA
