Orthogroup	A_hypochondriacus.proteins	V_vinifera.proteins
OG0009351	AH011779-RA	VIT_205s0020g00820.2, VIT_205s0020g00820.1, VIT_205s0020g00820.3
OG0009352	AH020101-RA	VIT_205s0020g03030.2, VIT_205s0020g03030.4, VIT_205s0020g03030.1, VIT_205s0020g03030.3
OG0009353	AH007667-RA	VIT_213s0156g00150.1
OG0009354	AH017880-RA	VIT_207s0151g00780.1
OG0009355	AH007442-RA	VIT_204s0023g00410.1
OG0009356	AH003888-RA	VIT_207s0129g00400.1
OG0009357	AH020181-RA	VIT_205s0020g01310.1, VIT_205s0020g01310.4, VIT_205s0020g01310.3, VIT_205s0020g01310.2
OG0009358	AH007562-RA	VIT_214s0128g00850.2, VIT_214s0128g00850.3, VIT_214s0128g00850.4, VIT_214s0128g00850.1
OG0009359	AH011777-RA	VIT_208s0040g00420.1
OG0009360	AH019063-RA	VIT_208s0032g00090.1
OG0009361	AH008283-RA	VIT_219s0015g00150.1
OG0009362	AH021509-RA	VIT_210s0116g00860.1, VIT_210s0116g00860.2, VIT_210s0116g00860.3, VIT_210s0116g00860.4
OG0009363	AH019341-RA	VIT_219s0015g01340.3, VIT_219s0015g01340.1
OG0009364	AH022972-RA	VIT_213s0019g01900.1, VIT_213s0019g01900.2
OG0009365	AH006840-RA	VIT_208s0007g06200.1, VIT_208s0007g06200.2, VIT_208s0007g06200.4, VIT_208s0007g06200.3
OG0009366	AH002429-RA, AH002564-RA	VIT_207s0141g00370.1
OG0009367	AH013665-RA, AH010610-RA	VIT_214s0060g00340.1
OG0009369	AH017693-RA	VIT_207s0005g01370.1
OG0009370	AH002530-RA	VIT_217s0000g08500.1
OG0009371	AH000294-RA, AH002707-RA	VIT_214s0060g01100.3, VIT_214s0060g01100.5, VIT_214s0060g01100.2
OG0009373	AH006308-RA	VIT_203s0017g01930.1
OG0009374	AH000374-RA, AH000375-RA	VIT_208s0007g07510.1
OG0009375	AH007084-RA, AH020100-RA	VIT_205s0020g03040.1
OG0009376	AH014476-RA, AH020913-RA	VIT_209s0002g00780.2, VIT_209s0002g00780.1
OG0009377	AH002479-RA, AH016901-RA	VIT_218s0122g00710.1
OG0009378	AH009714-RA	VIT_218s0001g13070.1
OG0009382	AH019697-RA	VIT_216s0098g01540.1
OG0009383	AH023759-RA	VIT_218s0122g00880.1
OG0009384	AH005324-RA	VIT_212s0035g00700.1
OG0009385	AH001600-RA	VIT_203s0038g04010.1
OG0009386	AH009448-RA	VIT_218s0041g00290.1, VIT_218s0041g00290.2
OG0009387	AH011047-RA	VIT_216s0013g00380.1, VIT_216s0039g00940.1, VIT_216s0039g00940.3, VIT_216s0039g00940.2
OG0009388	AH006454-RA	VIT_204s0023g03690.1, VIT_203s0038g02300.1
OG0009389	AH010657-RA	VIT_207s0031g02410.2, VIT_207s0031g02410.1, VIT_207s0031g02410.4, VIT_207s0031g02410.3
OG0009390	AH011751-RA	VIT_218s0001g13890.1, VIT_218s0001g13890.2
OG0009391	AH000885-RA	VIT_212s0178g00010.2, VIT_212s0178g00010.1
OG0009392	AH006175-RA, AH003900-RA	VIT_207s0129g00610.1, VIT_207s0129g00610.2, VIT_207s0129g00610.3
OG0009393	AH008442-RA	VIT_218s0001g15370.2, VIT_218s0001g15370.1, VIT_218s0001g15370.3
OG0009394	AH001897-RA	VIT_203s0063g01020.4, VIT_203s0063g01020.1, VIT_203s0063g01020.3, VIT_203s0063g01020.2
OG0009395	AH008854-RA	VIT_218s0001g02370.1, VIT_218s0001g02370.2
OG0009396	AH016925-RA	VIT_218s0122g00430.1, VIT_218s0122g00430.2, VIT_218s0122g00430.3, VIT_218s0122g00430.4
OG0009397	AH001605-RA	VIT_203s0038g04080.1
OG0009398	AH008655-RA	VIT_218s0001g01210.2, VIT_218s0001g01210.1, VIT_218s0001g01210.4, VIT_218s0001g01210.3
OG0009399	AH002313-RA	VIT_203s0038g03050.1
OG0009400	AH006186-RA	VIT_207s0129g00530.1
OG0009401	AH003794-RA	VIT_204s0023g02720.1
OG0009402	AH008897-RA	VIT_218s0001g00580.1
OG0009403	AH003607-RA	VIT_204s0044g01710.1
OG0009404	AH021180-RA, AH014647-RA	VIT_203s0091g00480.1, VIT_203s0091g00480.2
OG0009405	AH002274-RA, AH000805-RA	VIT_203s0038g02510.3, VIT_203s0038g02510.2, VIT_203s0038g02510.1
OG0009406	AH000816-RA	VIT_207s0005g00830.1
OG0009407	AH003346-RA	VIT_218s0001g14450.1, VIT_204s0023g03510.1, VIT_204s0023g03510.2
OG0009408	AH005620-RA	VIT_200s0386g00020.1
OG0009409	AH004954-RA, AH004297-RA	VIT_200s0302g00050.1
OG0009411	AH017201-RA	VIT_218s0122g00830.1
OG0009412	AH010720-RA	VIT_212s0055g00710.1
OG0009413	AH008536-RA	VIT_218s0001g08170.1
OG0009414	AH023668-RA	VIT_204s0023g03880.1, VIT_204s0023g03880.2, VIT_203s0038g02410.1
OG0009415	AH020522-RA	VIT_208s0040g00490.1
OG0009416	AH015829-RA	VIT_218s0001g15290.1
OG0009417	AH000593-RA	VIT_203s0038g00740.1
OG0009418	AH000550-RA	VIT_203s0063g02020.2, VIT_203s0063g02020.1
OG0009420	AH005802-RA	VIT_212s0035g01080.3, VIT_212s0035g01080.2, VIT_212s0035g01080.1
OG0009421	AH008545-RA	VIT_218s0072g00120.1
OG0009424	AH016872-RA	VIT_211s0016g05610.1, VIT_211s0016g05610.2
OG0009426	AH001909-RA	VIT_203s0063g00510.1
OG0009427	AH002307-RA	VIT_218s0001g00750.2, VIT_218s0001g00750.1
OG0009428	AH008433-RA	VIT_218s0001g12470.1
OG0009429	AH005961-RA	VIT_207s0031g01280.2
OG0009430	AH000900-RA	VIT_204s0023g02140.1
OG0009431	AH008431-RA, AH016949-RA	VIT_218s0001g12300.2, VIT_218s0001g12300.1
OG0009432	AH005333-RA	VIT_212s0034g02170.1, VIT_212s0034g02170.2, VIT_212s0034g02170.3
OG0009433	AH005618-RA, AH002924-RA	VIT_200s0199g00170.1, VIT_217s0000g03490.1
OG0009434	AH007484-RA	VIT_200s0340g00080.1
OG0009435	AH004961-RA	VIT_218s0001g00610.2, VIT_218s0001g00610.1, VIT_218s0001g00610.3, VIT_200s0338g00030.1
OG0009438	AH001528-RA	VIT_213s0074g00030.3, VIT_213s0074g00030.1, VIT_213s0074g00030.2
OG0009439	AH000950-RA	VIT_203s0038g04180.1
OG0009440	AH001895-RA	VIT_209s0002g07980.1
OG0009441	AH008873-RA	VIT_212s0034g02075.1
OG0009442	AH003731-RA	VIT_209s0018g01320.1
OG0009443	AH001598-RA, AH000931-RA	VIT_203s0038g03980.1
OG0009446	AH008712-RA	VIT_218s0001g06350.1
OG0009447	AH005668-RA	VIT_200s0199g00020.2, VIT_200s0199g00020.1, VIT_200s0407g00040.1
OG0009448	AH008607-RA	VIT_218s0001g10690.1
OG0009449	AH005892-RA, AH003952-RA	VIT_207s0255g00160.1, VIT_200s1466g00020.1
OG0009450	AH004199-RA	VIT_212s0035g00800.2, VIT_212s0035g00800.1
OG0009452	AH001858-RA	VIT_203s0063g01930.1
OG0009453	AH005953-RA	VIT_207s0031g01150.2, VIT_207s0031g01150.1, VIT_207s0031g01150.4, VIT_207s0031g01150.3
OG0009454	AH003611-RA	VIT_204s0044g01770.3, VIT_204s0044g01770.2, VIT_204s0044g01770.1
OG0009455	AH021170-RA, AH014649-RA	VIT_212s0142g00070.1
OG0009456	AH005321-RA	VIT_212s0034g01370.2, VIT_212s0034g01370.1
OG0009457	AH006228-RA, AH006229-RA	VIT_201s0146g00240.1
OG0009458	AH008825-RA	VIT_218s0001g07260.1, VIT_218s0001g07260.2, VIT_218s0001g07260.3
OG0009459	AH010163-RA	VIT_205s0020g04440.1, VIT_205s0020g04440.2, VIT_205s0020g04440.3
OG0009460	AH004593-RA	VIT_201s0011g06070.1
OG0009461	AH020238-RA	VIT_218s0001g11320.1
OG0009462	AH009720-RA	VIT_218s0001g13160.4, VIT_218s0001g13160.5, VIT_218s0001g13160.6, VIT_218s0001g13160.3, VIT_218s0001g13160.1, VIT_218s0001g13160.2
OG0009463	AH007976-RA	VIT_200s0670g00010.1
OG0009465	AH017190-RA	VIT_209s0002g02380.1
OG0009466	AH003866-RA	VIT_207s0129g00030.1
OG0009467	AH000941-RA, AH001601-RA	VIT_207s0104g00080.1
OG0009468	AH021606-RA	VIT_200s0301g00100.1
OG0009469	AH022054-RA	VIT_216s0022g01250.2, VIT_216s0022g01250.4, VIT_216s0022g01250.1, VIT_216s0022g01250.3
OG0009470	AH019308-RA, AH015626-RA	VIT_213s0067g00140.1
OG0009471	AH015690-RA	VIT_213s0067g00150.2, VIT_213s0067g00150.1
OG0009473	AH021330-RA	VIT_210s0003g02710.1, VIT_210s0003g02710.2
OG0009475	AH018026-RA	VIT_207s0104g01410.1
OG0009477	AH015250-RA	VIT_210s0003g00150.2, VIT_210s0003g00150.1
OG0009478	AH021518-RA	VIT_210s0116g00520.2, VIT_210s0116g00520.1
OG0009479	AH021276-RA	VIT_210s0003g04340.2, VIT_210s0003g04340.1
OG0009480	AH010188-RA	VIT_219s0090g00300.4, VIT_219s0090g00300.1, VIT_219s0090g00300.3, VIT_219s0090g00300.2
OG0009481	AH005083-RA	VIT_218s0117g00250.1
OG0009482	AH001920-RA	VIT_212s0059g01210.3, VIT_212s0059g01210.2, VIT_212s0059g01210.1
OG0009483	AH010276-RA	VIT_219s0027g00080.1
OG0009484	AH014884-RA	VIT_212s0057g00660.1
OG0009485	AH007704-RA	VIT_215s0048g00310.1
OG0009486	AH009998-RA	VIT_219s0014g03500.1
OG0009487	AH021272-RA	VIT_210s0003g04480.1
OG0009488	AH021002-RA	VIT_202s0087g00770.2, VIT_202s0087g00770.1
OG0009489	AH006307-RA, AH003447-RA	VIT_203s0017g01940.1
OG0009490	AH010086-RA	VIT_219s0014g02210.2, VIT_219s0014g02210.1, VIT_219s0014g02210.3
OG0009491	AH014860-RA	VIT_200s0531g00030.1
OG0009492	AH014802-RA	VIT_210s0003g01560.2, VIT_210s0003g01560.3, VIT_210s0003g01560.1
OG0009493	AH007999-RA	VIT_219s0014g01170.1, VIT_219s0014g01170.2, VIT_219s0014g01170.3
OG0009494	AH021373-RA	VIT_210s0003g01650.1
OG0009495	AH008012-RA	VIT_207s0031g02150.1
OG0009496	AH001157-RA	VIT_212s0059g00290.3, VIT_212s0059g00290.1, VIT_212s0059g00290.5, VIT_212s0059g00290.4, VIT_212s0059g00290.2
OG0009497	AH002873-RA	VIT_213s0047g00320.1, VIT_210s0003g04370.1
OG0009499	AH019227-RA	VIT_204s0008g04750.1
OG0009500	AH014422-RA, AH020945-RA	VIT_211s0078g00260.2, VIT_211s0078g00260.1
OG0009501	AH018997-RA	VIT_204s0008g06800.1, VIT_204s0008g06800.2
OG0009502	AH013401-RA, AH022333-RA	VIT_209s0002g00720.1
OG0009503	AH003122-RA	VIT_202s0241g00010.1, VIT_200s1323g00010.1
OG0009504	AH002103-RA	VIT_209s0002g04360.2, VIT_209s0002g04360.3, VIT_209s0002g04360.1
OG0009505	AH001933-RA	VIT_209s0002g08260.1, VIT_209s0002g08260.2, VIT_209s0002g08260.3
OG0009506	AH011392-RA	VIT_215s0048g01660.3, VIT_215s0048g01660.1, VIT_215s0048g01660.2
OG0009507	AH010627-RA	VIT_211s0016g02670.4, VIT_211s0016g02670.3, VIT_211s0016g02670.2, VIT_211s0016g02670.1
OG0009509	AH008430-RA	VIT_215s0021g02450.2, VIT_215s0021g02450.1
OG0009510	AH016175-RA	VIT_204s0008g03330.6, VIT_204s0008g03330.4, VIT_204s0008g03330.5, VIT_204s0008g03330.3, VIT_204s0008g03330.2, VIT_204s0008g03330.1
OG0009511	AH012391-RA	VIT_216s0050g00140.1
OG0009513	AH016343-RA	VIT_213s0067g01530.1, VIT_213s0067g01530.2
OG0009514	AH011409-RA	VIT_200s0533g00040.3, VIT_200s0533g00040.2, VIT_200s0533g00040.4, VIT_200s0533g00040.1
OG0009515	AH013961-RA	VIT_211s0118g00470.1
OG0009516	AH014490-RA	VIT_211s0016g03320.2, VIT_211s0016g03320.1
OG0009517	AH005376-RA	VIT_213s0019g00850.1
OG0009518	AH009676-RA	VIT_215s0046g02400.1
OG0009519	AH020642-RA	VIT_211s0118g00760.1, VIT_211s0118g00760.2
OG0009520	AH021158-RA	VIT_211s0052g00330.1
OG0009521	AH020882-RA	VIT_211s0016g03640.3, VIT_211s0016g03640.1, VIT_211s0016g03640.2
OG0009522	AH007568-RA	VIT_206s0004g04730.2, VIT_206s0004g04730.1
OG0009523	AH015595-RA	VIT_215s0048g00390.1
OG0009525	AH014221-RA	VIT_211s0016g02100.1, VIT_211s0016g02100.2, VIT_211s0016g02100.3, VIT_211s0016g02100.4
OG0009526	AH023385-RA	VIT_204s0008g03710.2, VIT_204s0008g03710.1
OG0009528	AH009692-RA	VIT_215s0046g02550.1
OG0009529	AH018720-RA	VIT_202s0025g04770.4, VIT_202s0025g04770.2, VIT_202s0025g04770.1, VIT_202s0025g04770.3
OG0009530	AH006956-RA, AH020236-RA	VIT_211s0103g00630.1
OG0009531	AH018989-RA	VIT_204s0008g06970.2, VIT_204s0008g06970.1
OG0009532	AH011903-RA	VIT_216s0098g00940.1, VIT_216s0098g00940.2
OG0009533	AH000462-RA	VIT_209s0002g04570.2, VIT_209s0002g04570.1
OG0009534	AH014605-RA	VIT_209s0018g01420.2, VIT_209s0018g01420.1, VIT_209s0018g01420.3
OG0009535	AH016167-RA	VIT_202s0033g00395.1, VIT_204s0008g03240.3, VIT_204s0008g03240.2, VIT_204s0008g03240.1
OG0009536	AH002241-RA	VIT_211s0052g00960.1
OG0009537	AH001988-RA, AH000601-RA	VIT_209s0002g06490.1, VIT_209s0002g06490.2
OG0009538	AH007892-RA	VIT_214s0068g01955.1, VIT_204s0008g06690.1
OG0009539	AH004463-RA	VIT_207s0185g00140.1
OG0009540	AH001960-RA	VIT_209s0002g06990.1
OG0009541	AH009240-RA	VIT_216s0100g01290.1, VIT_215s0046g03680.1, VIT_215s0046g03680.4, VIT_215s0046g03680.2, VIT_215s0046g03680.3
OG0009542	AH013404-RA	VIT_209s0002g00700.3, VIT_209s0002g00700.1, VIT_209s0002g00700.2
OG0009543	AH000492-RA, AH002133-RA	VIT_209s0002g03890.1
OG0009544	AH021051-RA	VIT_211s0037g00620.1
OG0009546	AH018601-RA	VIT_202s0154g00600.3, VIT_202s0154g00600.2, VIT_202s0154g00600.1
OG0009547	AH020585-RA	VIT_210s0092g00660.1
OG0009548	AH009582-RA	VIT_215s0046g01090.1
OG0009549	AH023428-RA	VIT_216s0050g00960.2, VIT_216s0050g00960.4, VIT_216s0050g00960.1, VIT_216s0050g00960.3, VIT_216s0050g00960.6, VIT_216s0050g00960.5
OG0009550	AH009617-RA	VIT_215s0046g01550.1
OG0009551	AH014090-RA	VIT_211s0016g05260.3, VIT_211s0016g05260.4, VIT_211s0016g05260.2, VIT_211s0016g05260.1
OG0009552	AH000351-RA	VIT_209s0002g02590.1
OG0009553	AH015893-RA	VIT_211s0065g00460.1
OG0009554	AH009307-RA	VIT_201s0011g04970.1, VIT_201s0011g04970.2
OG0009555	AH014613-RA	VIT_209s0018g01630.2, VIT_209s0018g01630.3, VIT_209s0018g01630.1
OG0009556	AH017076-RA, AH014913-RA	VIT_204s0008g02850.1, VIT_211s0065g00320.1
OG0009559	AH020506-RA	VIT_211s0016g02270.1
OG0009560	AH013995-RA	VIT_211s0016g05890.1
OG0009561	AH012385-RA	VIT_216s0050g00090.1
OG0009562	AH015958-RA, AH023531-RA	VIT_204s0043g00320.1, VIT_213s0019g03560.1
OG0009563	AH015993-RA	VIT_204s0008g03150.1
OG0009565	AH014424-RA	VIT_211s0078g00310.1, VIT_211s0078g00310.2
OG0009566	AH012316-RA, AH012301-RA	VIT_216s0022g02110.1
OG0009567	AH014399-RA, AH020977-RA	VIT_211s0052g00860.4, VIT_211s0052g00860.2, VIT_211s0052g00860.3, VIT_211s0052g00860.1
OG0009568	AH017073-RA	VIT_204s0008g02870.2, VIT_204s0008g02870.1, VIT_204s0008g02870.3
OG0009569	AH021253-RA	VIT_211s0016g02530.1, VIT_211s0016g02530.3, VIT_211s0016g02530.2
OG0009570	AH009462-RA	VIT_202s0025g03955.1, VIT_218s0041g01260.1
OG0009571	AH013478-RA	VIT_216s0013g01530.1
OG0009573	AH008506-RA	VIT_218s0072g00790.1, VIT_218s0072g00790.2
OG0009574	AH021072-RA	VIT_211s0016g00300.1
OG0009575	AH023361-RA	VIT_204s0008g03260.2, VIT_204s0008g03260.1
OG0009576	AH014209-RA	VIT_211s0016g01910.4, VIT_211s0016g01910.1, VIT_211s0016g01910.2, VIT_211s0016g01910.3, VIT_211s0016g01910.5
OG0009577	AH020862-RA	VIT_219s0015g00970.1
OG0009578	AH014655-RA	VIT_211s0052g00470.4, VIT_211s0052g00470.1, VIT_211s0052g00470.3, VIT_211s0052g00470.5, VIT_211s0052g00470.2
OG0009579	AH016046-RA	VIT_204s0008g01690.1
OG0009580	AH019432-RA	VIT_211s0065g00180.1
OG0009581	AH003157-RA	VIT_202s0025g04190.1
OG0009582	AH018565-RA	VIT_200s0233g00050.1, VIT_202s0154g00130.1
OG0009583	AH004154-RA	VIT_215s0045g00630.1
OG0009584	AH014477-RA, AH014478-RA	VIT_217s0000g08400.1
OG0009585	AH019490-RA	VIT_216s0022g02040.1
OG0009586	AH003220-RA	VIT_200s0323g00080.1, VIT_200s0323g00080.2
OG0009587	AH003807-RA	VIT_218s0001g13560.1, VIT_218s0001g13560.2, VIT_218s0001g13560.3
OG0009588	AH020764-RA	VIT_211s0016g04950.1, VIT_211s0016g04950.2
OG0009589	AH006187-RA	VIT_218s0122g00820.1
OG0009590	AH018807-RA	VIT_208s0105g00440.1
OG0009591	AH019157-RA	VIT_213s0067g02890.1
OG0009592	AH002872-RA	VIT_208s0032g00660.2, VIT_208s0032g00660.1
OG0009593	AH016108-RA	VIT_204s0008g00770.2, VIT_204s0008g00770.4
OG0009594	AH021850-RA	VIT_208s0007g03930.1, VIT_208s0007g03930.2
OG0009595	AH018902-RA	VIT_208s0032g00360.1, VIT_208s0032g00360.3, VIT_208s0032g00360.2
OG0009596	AH021618-RA	VIT_210s0116g00740.1
OG0009597	AH015414-RA	VIT_211s0149g00130.3, VIT_211s0149g00130.2, VIT_211s0149g00130.1
OG0009598	AH017440-RA	VIT_213s0101g00100.1
OG0009599	AH000320-RA	VIT_206s0004g07800.1, VIT_206s0004g05640.1
OG0009600	AH004349-RA	VIT_210s0003g04680.1, VIT_210s0003g04680.2
OG0009601	AH013161-RA, AH022489-RA	VIT_206s0004g03870.2, VIT_206s0004g03870.3, VIT_206s0004g03870.1
OG0009602	AH000228-RA	VIT_212s0142g00440.1
OG0009603	AH000627-RA, AH001905-RA	VIT_213s0064g01440.1
OG0009604	AH018762-RA	VIT_219s0015g01680.1
OG0009605	AH000373-RA	VIT_206s0061g01260.1
OG0009606	AH000402-RA	VIT_206s0061g00800.1, VIT_206s0061g00800.2
OG0009608	AH021263-RA	VIT_210s0003g04600.1
OG0009609	AH021781-RA	VIT_208s0007g02820.1, VIT_208s0007g02820.4, VIT_208s0007g02820.3, VIT_208s0007g02820.2
OG0009611	AH007263-RA	VIT_219s0014g01550.1
OG0009612	AH017509-RA, AH002882-RA	VIT_217s0000g07290.2, VIT_217s0000g07290.3, VIT_217s0000g07290.4, VIT_217s0000g07290.1
OG0009613	AH000201-RA	VIT_206s0061g00510.1
OG0009614	AH021889-RA	VIT_208s0007g04690.4, VIT_208s0007g04690.3, VIT_208s0007g04690.1, VIT_208s0007g04690.2
OG0009615	AH007894-RA	VIT_219s0027g00350.2, VIT_219s0027g00350.1
OG0009616	AH020510-RA, AH006585-RA	VIT_208s0040g00300.3, VIT_208s0040g00300.2, VIT_208s0040g00300.1
OG0009617	AH018852-RA	VIT_208s0058g00610.1
OG0009618	AH000077-RA	VIT_212s0142g00580.1
OG0009619	AH008073-RA	VIT_219s0014g02940.1, VIT_219s0014g02960.1, VIT_210s0003g03350.1, VIT_210s0003g05270.1, VIT_219s0014g02930.1
OG0009621	AH023172-RA	VIT_213s0067g02340.1, VIT_213s0067g02340.2
OG0009622	AH015721-RA	VIT_209s0002g08670.1, VIT_219s0027g01790.1
OG0009624	AH022488-RA	VIT_206s0004g03880.1
OG0009625	AH019781-RA, AH013341-RA	VIT_205s0077g00700.2, VIT_205s0077g00700.1
OG0009627	AH006415-RA	VIT_200s2579g00010.1, VIT_200s2607g00010.1
OG0009628	AH021439-RA, AH014882-RA	VIT_210s0003g04580.2, VIT_210s0003g04580.1
OG0009629	AH009870-RA, AH008238-RA	VIT_219s0090g01250.2, VIT_219s0090g01250.3
OG0009630	AH001279-RA	VIT_201s0011g01710.3, VIT_201s0011g01710.4, VIT_201s0011g01710.2, VIT_201s0011g01710.5, VIT_201s0011g01710.1
OG0009631	AH023190-RA	VIT_213s0067g02530.1
OG0009632	AH006165-RA	VIT_206s0061g01510.1, VIT_215s0021g00610.1, VIT_215s0021g00610.3, VIT_215s0021g00610.2
OG0009633	AH010953-RA	VIT_206s0061g00060.2, VIT_206s0061g00060.1
OG0009634	AH011518-RA	VIT_202s0012g01580.1
OG0009635	AH014551-RA	VIT_217s0000g02160.1, VIT_217s0000g02160.2
OG0009636	AH000849-RA, AH002236-RA	VIT_203s0038g01960.1
OG0009637	AH007977-RA	VIT_219s0014g00330.1
OG0009638	AH021077-RA	VIT_212s0059g02000.1
OG0009639	AH001113-RA	VIT_212s0028g01150.3, VIT_212s0028g01150.2, VIT_212s0028g01150.1, VIT_212s0028g01160.1
OG0009640	AH014731-RA	VIT_210s0003g03080.1
OG0009642	AH014024-RA, AH020722-RA	VIT_212s0059g01730.1, VIT_219s0014g03220.1
OG0009643	AH022455-RA	VIT_206s0004g07050.2, VIT_206s0004g07050.1
OG0009645	AH005730-RA	VIT_200s0494g00020.2, VIT_200s0494g00020.1, VIT_200s1308g00010.1, VIT_200s1308g00010.2, VIT_200s0566g00020.1, VIT_200s0494g00020.3, VIT_200s0566g00010.1
OG0009646	AH021973-RA, AH021974-RA, AH012786-RA	VIT_208s0040g02260.1
OG0009647	AH011090-RA	VIT_206s0009g02340.1, VIT_212s0034g01530.1
OG0009648	AH015673-RA	VIT_213s0019g00220.1
OG0009649	AH014823-RA	VIT_215s0046g02440.1, VIT_210s0003g01200.1
OG0009650	AH001504-RA	VIT_206s0061g01310.2, VIT_206s0061g01310.1
OG0009651	AH012736-RA	VIT_208s0007g04840.2, VIT_208s0007g04840.3, VIT_208s0007g04840.1
OG0009652	AH019273-RA	VIT_213s0067g02950.1
OG0009653	AH000156-RA	VIT_206s0004g03150.2, VIT_206s0004g03150.4, VIT_206s0004g03150.5, VIT_206s0004g03150.3, VIT_206s0004g03150.1
OG0009654	AH021222-RA	VIT_216s0039g00320.1
OG0009655	AH001431-RA	VIT_217s0000g01430.1
OG0009656	AH007641-RA	VIT_206s0004g00460.1
OG0009657	AH023122-RA	VIT_213s0067g01470.1, VIT_213s0067g01470.2
OG0009658	AH000053-RA	VIT_213s0019g05090.1, VIT_213s0019g05090.2
OG0009659	AH001160-RA	VIT_212s0059g00550.3, VIT_212s0059g00550.2, VIT_212s0059g00550.1
OG0009660	AH008063-RA	VIT_208s0007g00760.1
OG0009661	AH000252-RA	VIT_210s0003g05840.1, VIT_210s0003g05840.2
OG0009662	AH008207-RA, AH021500-RA	VIT_219s0090g00500.1
OG0009663	AH021982-RA	VIT_208s0040g01970.1
OG0009664	AH019154-RA, AH019153-RA	VIT_213s0084g00810.1
OG0009665	AH021644-RA, AH010024-RA, AH010025-RA	VIT_210s0597g00020.1
OG0009666	AH021691-RA	VIT_208s0056g00580.2, VIT_208s0056g00580.1
OG0009668	AH021929-RA	VIT_200s0184g00040.2
OG0009668	AH012823-RA	VIT_200s0184g00040.1
OG0009669	AH014945-RA	VIT_210s0116g00330.1
OG0009670	AH020371-RA	VIT_208s0007g08150.1, VIT_208s0007g08145.1
OG0009672	AH009624-RA	VIT_219s0015g00600.1
OG0009673	AH011731-RA	VIT_219s0085g01040.1, VIT_201s0010g00390.1
OG0009674	AH006309-RA	VIT_211s0037g00300.2, VIT_211s0037g00300.1, VIT_211s0037g00300.3
OG0009675	AH010883-RA	VIT_206s0004g00940.4, VIT_206s0004g00940.2, VIT_206s0004g00940.3, VIT_206s0004g00940.1
OG0009676	AH021244-RA	VIT_201s0011g01830.5, VIT_201s0011g01830.1, VIT_201s0011g01830.2, VIT_201s0011g01830.3, VIT_201s0011g01830.4
OG0009677	AH001355-RA	VIT_212s0028g03360.1, VIT_212s0028g03360.2
OG0009678	AH003468-RA	VIT_203s0017g02180.1
OG0009680	AH007636-RA	VIT_206s0004g00190.2, VIT_206s0004g00190.1, VIT_206s0004g00190.3
OG0009681	AH021987-RA	VIT_206s0004g02950.1
OG0009682	AH015988-RA	VIT_207s0005g01400.1, VIT_207s0005g01400.3, VIT_207s0005g01400.2
OG0009683	AH001383-RA	VIT_212s0028g03040.1
OG0009685	AH023072-RA	VIT_213s0067g00280.3, VIT_213s0067g00280.2, VIT_213s0067g00280.8, VIT_213s0067g00280.7, VIT_213s0067g00280.5, VIT_213s0067g00280.1, VIT_213s0067g00280.6, VIT_213s0067g00280.4
OG0009686	AH012722-RA	VIT_208s0007g04630.1
OG0009687	AH003640-RA	VIT_212s0059g00710.1
OG0009689	AH006558-RA	VIT_208s0040g00100.2, VIT_208s0040g00100.5, VIT_208s0040g00100.4, VIT_208s0040g00100.1, VIT_208s0040g00100.3
OG0009690	AH007634-RA	VIT_206s0004g00040.1
OG0009691	AH011133-RA	VIT_204s0023g00860.3, VIT_204s0023g00860.1
OG0009692	AH009564-RA	VIT_215s0046g00790.1, VIT_215s0046g00820.1, VIT_215s0046g00900.1, VIT_215s0046g00920.1
OG0009694	AH008778-RA	VIT_218s0001g03830.1
OG0009695	AH007229-RA	VIT_205s0049g00470.1, VIT_205s0049g00470.2
OG0009696	AH009717-RA	VIT_206s0004g06180.1, VIT_206s0004g06200.1
OG0009697	AH000784-RA, AH002304-RA, AH000785-RA, AH002303-RA	VIT_203s0038g02880.1
OG0009699	AH007337-RA	VIT_205s0029g01310.2
OG0009700	AH007547-RA, AH010854-RA	VIT_214s0030g01370.1
OG0009701	AH023128-RA, AH023524-RA	VIT_213s0067g01660.1
OG0009702	AH011312-RA, AH018076-RA	VIT_201s0011g04810.1
OG0009703	AH009646-RA	VIT_215s0046g02040.2, VIT_215s0046g02040.3, VIT_215s0046g02040.1
OG0009704	AH005841-RA, AH003755-RA	VIT_204s0023g03190.1
OG0009705	AH004914-RA	VIT_201s0010g02470.1, VIT_201s0010g02470.2
OG0009706	AH000359-RA	VIT_203s0063g00390.1
OG0009707	AH012853-RA	VIT_218s0001g09960.1, VIT_218s0001g09960.2
OG0009708	AH003793-RA	VIT_204s0023g02740.1
OG0009709	AH019789-RA	VIT_205s0077g00190.1, VIT_205s0077g00300.1, VIT_205s0077g00810.1
OG0009710	AH006899-RA	VIT_202s0025g01620.1
OG0009711	AH011563-RA	VIT_205s0020g00810.2, VIT_205s0020g00810.3, VIT_205s0020g00810.1
OG0009712	AH019992-RA	VIT_205s0020g01130.1, VIT_205s0020g01130.2, VIT_205s0020g01130.5, VIT_205s0020g01130.4, VIT_205s0020g01130.3
OG0009713	AH009088-RA	VIT_215s0048g00210.1
OG0009714	AH008550-RA	VIT_218s0157g00200.1, VIT_218s0157g00200.2
OG0009715	AH013023-RA	VIT_207s0005g04860.2, VIT_207s0005g04860.3, VIT_207s0005g04860.1
OG0009716	AH009410-RA	VIT_218s0072g01050.1
OG0009717	AH004204-RA	VIT_218s0001g14240.2, VIT_204s0023g03340.2
