Orthogroup	A_hypochondriacus.proteins	A_thaliana.proteins
OG0010901	AH014108-RA	AT2G26830.1
OG0010902	AH014249-RA	AT2G19690.2, AT2G19690.1, AT2G19690.3
OG0010903	AH012653-RA	AT2G36430.1
OG0010904	AH002030-RA	AT1G15580.1, AT3G15540.1, AT1G52830.1
OG0010905	AH014051-RA	AT5G20050.1
OG0010906	AH009725-RA	AT4G26455.1, AT5G56210.1
OG0010907	AH014376-RA	AT5G57670.2
OG0010908	AH000494-RA	AT3G16310.1
OG0010909	AH011031-RA, AH018975-RA	AT4G31760.1, AT2G24800.2, AT2G24800.1
OG0010911	AH015361-RA	AT5G11340.1
OG0010912	AH023308-RA	AT5G25754.1, AT5G25757.1
OG0010914	AH021085-RA	AT1G19130.1
OG0010915	AH010938-RA	AT3G20870.3, AT3G20870.1
OG0010916	AH018610-RA	AT4G16570.1
OG0010917	AH012850-RA, AH012849-RA	AT5G57990.1
OG0010919	AH019592-RA	AT5G23940.1
OG0010920	AH011286-RA, AH018028-RA	AT1G64080.1
OG0010921	AH021010-RA	AT4G28030.1, AT4G28030.2
OG0010922	AH013643-RA, AH006016-RA	AT2G25680.1
OG0010923	AH012232-RA	AT5G62390.1
OG0010926	AH022221-RA	AT2G45690.1
OG0010927	AH021160-RA, AH014261-RA	AT2G19340.1, AT2G19340.2, AT4G29870.1
OG0010928	AH016013-RA	AT5G24850.1
OG0010929	AH014988-RA	AT1G62045.1
OG0010930	AH003072-RA	AT3G03750.1, AT3G03750.2
OG0010931	AH021883-RA	AT3G53180.1
OG0010932	AH000822-RA, AH002249-RA	AT1G31330.1
OG0010933	AH021867-RA	AT2G32640.2, AT2G32640.1
OG0010934	AH022225-RA, AH013314-RA	AT1G79040.1
OG0010935	AH022694-RA	AT1G08460.2, AT1G08460.1
OG0010936	AH006666-RA	AT1G06440.1
OG0010937	AH014703-RA	AT5G46180.1
OG0010939	AH020301-RA	AT3G12010.1
OG0010940	AH020303-RA	AT3G27340.4, AT3G27340.2, AT3G27340.3, AT3G27340.1
OG0010941	AH013178-RA	AT1G07020.1
OG0010942	AH006327-RA	AT1G31817.1
OG0010944	AH010209-RA	AT3G14850.1, AT3G14850.2
OG0010945	AH011071-RA	AT5G12260.1
OG0010946	AH023100-RA	AT5G05660.1
OG0010947	AH009995-RA	AT3G13682.1
OG0010948	AH001136-RA	AT1G29260.1
OG0010949	AH007659-RA	AT5G19860.1
OG0010950	AH009485-RA	AT2G34050.1
OG0010951	AH015195-RA	AT1G61720.1
OG0010952	AH008186-RA	AT4G27030.1, AT1G62190.1, AT2G22890.1
OG0010954	AH012481-RA, AH021729-RA	AT5G01830.1
OG0010955	AH021938-RA, AH012808-RA	AT5G44790.1
OG0010956	AH013748-RA	AT5G59210.1, AT5G59210.2
OG0010959	AH021709-RA	AT3G51580.2, AT3G51580.1
OG0010960	AH017863-RA	AT2G04039.2, AT2G04039.3, AT2G04039.1
OG0010961	AH021975-RA	AT2G37110.1
OG0010963	AH019740-RA, AH023418-RA	AT1G16590.1, AT1G16590.2
OG0010964	AH017222-RA	AT2G38000.1
OG0010965	AH021313-RA	AT1G30650.1, AT2G34830.1, AT2G34830.2
OG0010966	AH015401-RA	AT3G56330.1
OG0010967	AH000477-RA	AT1G15220.1, AT1G15220.2
OG0010968	AH008188-RA	AT1G50740.1, AT3G20510.1
OG0010969	AH014304-RA	AT5G58410.1, AT5G58410.2
OG0010972	AH001129-RA	AT2G42850.1, AT2G42850.2
OG0010973	AH008213-RA	AT4G26930.1
OG0010975	AH010410-RA	AT3G10405.1
OG0010976	AH023045-RA, AH009117-RA	AT3G55780.1
OG0010977	AH005373-RA	AT1G13630.4, AT1G13630.5, AT1G13630.2, AT1G13630.1, AT1G13630.3, AT1G13630.6
OG0010978	AH004850-RA	AT2G26930.1
OG0010979	AH010747-RA	AT3G09310.1
OG0010980	AH010670-RA	AT5G18440.1, AT5G18440.2
OG0010981	AH003010-RA	AT5G06580.1
OG0010984	AH014720-RA	AT5G46250.1, AT5G46250.3, AT5G46250.2
OG0010986	AH018813-RA	AT5G01360.1, AT5G01360.2
OG0010988	AH016630-RA	AT3G63490.2, AT3G63490.1
OG0010990	AH021803-RA	AT2G36145.1
OG0010991	AH008277-RA, AH009753-RA	AT4G16450.1, AT4G16450.2
OG0010992	AH018960-RA, AH003035-RA	AT3G09320.1
OG0010993	AH010711-RA	AT5G44650.1
OG0010994	AH003107-RA	AT5G17780.2, AT5G17780.1, AT5G17720.1
OG0010995	AH023390-RA	AT1G79530.1, AT1G16300.1
OG0010997	AH022120-RA, AH012606-RA	AT2G20810.1
OG0010999	AH010400-RA	AT1G56345.1, AT1G56345.2
OG0011000	AH007495-RA	AT1G21840.2, AT1G21840.1
OG0011001	AH010300-RA	AT3G14740.2, AT3G14740.1
OG0011002	AH011714-RA	AT3G18110.1
OG0011003	AH020580-RA	AT3G52150.1, AT3G52150.2
OG0011004	AH016351-RA, AH023118-RA	AT3G11090.1
OG0011005	AH022771-RA	AT5G42850.2, AT5G42850.1
OG0011006	AH010081-RA	AT5G53930.1
OG0011007	AH012358-RA	AT1G03475.1
OG0011008	AH019682-RA, AH013762-RA	AT2G29540.1, AT2G29540.2, AT2G29540.3
OG0011009	AH008840-RA	AT1G48170.1
OG0011010	AH023408-RA	AT1G56090.2, AT1G56090.1
OG0011011	AH001252-RA, AH000170-RA	AT5G60650.1
OG0011012	AH016358-RA	AT2G40220.1
OG0011013	AH021149-RA	AT5G48130.1
OG0011014	AH021813-RA, AH012604-RA	AT5G03890.1, AT3G10120.1
OG0011015	AH015246-RA	AT2G33835.1
OG0011016	AH023181-RA	AT3G10970.2, AT3G10970.3, AT3G10970.1
OG0011017	AH015964-RA	AT5G63690.2, AT5G63690.1
OG0011018	AH012712-RA	AT3G53140.1
OG0011019	AH023394-RA	AT1G79350.1
OG0011020	AH015253-RA	AT1G63990.2, AT1G63990.1
OG0011021	AH012434-RA	AT2G38600.2, AT2G38600.1
OG0011022	AH000292-RA	AT2G42390.1
OG0011023	AH015042-RA	AT4G05220.1, AT1G61760.1
OG0011024	AH007654-RA	AT1G55280.1, AT1G55280.2
OG0011025	AH001197-RA	AT2G04900.1, AT2G04900.2
OG0011026	AH008041-RA	AT5G05680.1
OG0011027	AH016391-RA	AT2G40200.1
OG0011028	AH010799-RA	AT2G39120.1
OG0011029	AH021401-RA, AH014835-RA	AT2G27430.1
OG0011030	AH002711-RA	AT4G01970.2, AT4G01970.1
OG0011031	AH003215-RA	AT1G12250.3, AT1G12250.1, AT1G12250.2
OG0011032	AH017227-RA	AT4G14110.1
OG0011035	AH000672-RA	AT1G17870.1
OG0011036	AH018638-RA	AT4G11640.1
OG0011037	AH009932-RA	AT1G50940.1
OG0011038	AH021241-RA	AT1G44900.1, AT1G44900.2
OG0011039	AH021116-RA	AT2G06210.1
OG0011040	AH019753-RA	AT1G18000.1, AT1G18010.1
OG0011042	AH018170-RA	AT4G24090.1
OG0011043	AH004560-RA	AT2G35450.1
OG0011044	AH010351-RA	AT4G33420.2, AT4G33420.1
OG0011045	AH005608-RA	AT5G66750.1
OG0011046	AH018152-RA	AT4G24040.1
OG0011047	AH003645-RA	AT5G65490.1
OG0011048	AH022021-RA	AT2G20330.1
OG0011049	AH021199-RA	AT3G19630.1
OG0011050	AH007003-RA	AT4G13450.2, AT4G13450.1
OG0011051	AH013749-RA	AT5G59180.1
OG0011052	AH008990-RA	AT1G09850.1
OG0011053	AH017920-RA	AT3G48250.1
OG0011054	AH002984-RA	AT4G24910.1
OG0011055	AH001597-RA	AT4G38225.1, AT4G38225.3, AT4G38225.2
OG0011056	AH003636-RA	AT4G38040.2, AT4G38040.1
OG0011057	AH017180-RA	AT1G14450.2, AT1G14450.1, AT2G02510.1
OG0011058	AH007159-RA, AH007160-RA	AT4G16060.1
OG0011059	AH018067-RA	AT5G41810.1, AT5G41810.2
OG0011060	AH008514-RA	AT1G21090.2, AT1G21090.1
OG0011061	AH006639-RA	AT4G04614.1, AT4G04614.2
OG0011062	AH018069-RA	AT1G64350.1
OG0011063	AH002660-RA	AT1G03900.1
OG0011064	AH013048-RA	AT3G24660.1
OG0011065	AH009306-RA	AT2G43030.1
OG0011066	AH019996-RA	AT5G48330.2, AT5G48330.1
OG0011067	AH013110-RA	AT3G07260.1, AT3G07220.1
OG0011069	AH005156-RA	AT1G67510.1
OG0011070	AH000714-RA	AT5G64380.1
OG0011071	AH018198-RA	AT1G32990.1
OG0011072	AH009415-RA	AT4G09530.1, AT5G66260.1
OG0011073	AH008387-RA	AT5G63905.1, AT5G63905.2
OG0011074	AH003482-RA	AT5G64040.2, AT5G64040.1
OG0011075	AH004193-RA	AT3G27520.1
OG0011077	AH017162-RA	AT3G48540.1
OG0011079	AH019925-RA	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4
OG0011080	AH009165-RA, AH022105-RA	AT3G62810.1, AT3G62810.2
OG0011081	AH017763-RA	AT3G27310.1
OG0011082	AH010758-RA	AT3G04550.1, AT5G28500.1, AT5G28500.2
OG0011083	AH005117-RA	AT5G13420.1
OG0011085	AH003946-RA	AT5G67220.1
OG0011086	AH012094-RA	AT5G52800.1, AT5G52800.2, AT5G52800.3
OG0011087	AH016169-RA	AT1G67680.1, AT1G67650.1
OG0011088	AH020199-RA	AT3G16760.1, AT3G16760.2
OG0011089	AH006108-RA	AT5G67070.1
OG0011090	AH001589-RA	AT2G17230.1
OG0011091	AH000908-RA	AT1G33170.1, AT4G10440.1
OG0011092	AH005257-RA, AH004248-RA	AT3G20050.1
OG0011093	AH023194-RA	AT5G13880.2, AT5G13880.1, AT5G47920.1
OG0011094	AH011143-RA	AT1G65230.1
OG0011095	AH005220-RA	AT5G43280.1, AT5G43280.2
OG0011096	AH009400-RA	AT1G71930.2, AT1G71930.1
OG0011097	AH001861-RA	AT3G18930.3, AT3G18930.1, AT3G18930.2
OG0011098	AH001867-RA	AT3G18940.1
OG0011099	AH022375-RA	AT2G31880.1
OG0011100	AH023550-RA	AT4G09730.1
OG0011101	AH010328-RA	AT5G38890.1
OG0011102	AH017517-RA, AH021182-RA	AT2G33840.1
OG0011103	AH018377-RA	AT1G32550.2, AT1G32550.1
OG0011104	AH019596-RA	AT3G49550.1, AT5G24610.1
OG0011105	AH011379-RA	AT1G75330.1
OG0011107	AH002521-RA	AT1G64310.1
OG0011108	AH007631-RA	AT1G09150.1
OG0011109	AH008670-RA, AH008671-RA, AH008672-RA	AT1G21440.2, AT1G21440.1, AT1G77060.1
OG0011111	AH008787-RA	AT1G22880.1, AT1G22880.2, AT1G71380.1, AT1G22880.3
OG0011112	AH015614-RA	AT1G27630.5, AT1G27630.6, AT1G27630.2, AT1G27630.3, AT1G27630.1, AT1G27630.4
OG0011113	AH018205-RA	AT2G18196.1, AT2G18196.2, AT4G10465.1
OG0011114	AH005001-RA	AT5G26820.1
OG0011115	AH008556-RA	AT1G71750.2, AT1G71750.1
OG0011116	AH009536-RA	AT2G46580.1
OG0011117	AH015561-RA	AT5G37590.1, AT5G37590.2
OG0011118	AH003425-RA	AT4G37000.1
OG0011119	AH003412-RA	AT2G01070.2, AT2G01070.1
OG0011120	AH011943-RA	AT4G27700.1
OG0011121	AH011924-RA	AT2G06000.2, AT2G06000.1
OG0011122	AH010851-RA	AT3G04950.1
OG0011123	AH012840-RA	AT3G62910.1
OG0011124	AH003765-RA, AH017030-RA, AH017031-RA	AT2G17980.1
OG0011125	AH015163-RA	AT5G42890.1
OG0011126	AH020216-RA	AT4G17740.1, AT4G17740.2
OG0011127	AH013118-RA	AT4G10260.1
OG0011128	AH007089-RA	AT2G32120.2, AT2G32120.1
OG0011129	AH010430-RA	AT5G09930.1, AT5G64840.1
OG0011130	AH008631-RA	AT1G71720.1, AT1G71720.2
OG0011131	AH002944-RA	AT5G61850.1, AT5G61850.2
OG0011132	AH005235-RA	AT3G17365.1, AT3G17365.2
OG0011134	AH006565-RA	AT1G05600.2, AT1G05600.1, AT1G05600.3
OG0011135	AH004595-RA	AT1G26960.1
OG0011138	AH017185-RA	AT1G73885.1
OG0011140	AH020339-RA, AH006841-RA	AT1G18250.2, AT1G18250.1, AT1G73620.1
OG0011142	AH005310-RA	AT5G14460.1
OG0011143	AH005592-RA	AT2G18520.1, AT4G36680.1
OG0011144	AH009219-RA, AH004351-RA, AH005024-RA	AT1G14030.1
OG0011145	AH013554-RA	AT5G63200.1, AT5G63200.2
OG0011146	AH018344-RA	AT2G35360.2, AT2G35360.3, AT2G35360.1
OG0011147	AH017599-RA	AT3G47610.1
OG0011149	AH021140-RA	AT3G06540.1
OG0011150	AH020180-RA	AT3G18190.1
OG0011151	AH009278-RA	AT3G47700.1
OG0011152	AH009337-RA	AT2G44640.1
OG0011153	AH004926-RA	AT1G60550.1
OG0011154	AH009339-RA	AT1G02180.1
OG0011155	AH005425-RA	AT1G68830.1
OG0011156	AH022836-RA	AT5G38060.1, AT5G38060.2
OG0011157	AH003289-RA	AT5G22260.1
OG0011158	AH004142-RA	AT2G01490.2, AT2G01490.1
OG0011159	AH017524-RA	AT5G07960.1
OG0011160	AH010709-RA	AT3G03220.1
OG0011161	AH004824-RA	AT3G26580.1
OG0011162	AH019149-RA	AT3G02110.1
OG0011163	AH003850-RA	AT5G23400.1
OG0011164	AH004545-RA	AT1G27950.1
OG0011166	AH018456-RA	AT2G35540.1
OG0011167	AH001080-RA	AT5G36120.1
OG0011168	AH016479-RA	AT5G14970.1
OG0011169	AH004799-RA	AT1G23390.1
OG0011170	AH016704-RA	AT4G25730.1
OG0011171	AH004749-RA	AT1G24040.1, AT1G24040.3, AT1G24040.2
OG0011172	AH018437-RA, AH011540-RA	AT2G35470.1
OG0011173	AH004864-RA, AH004462-RA	AT3G26370.1
OG0011175	AH005387-RA, AH004158-RA	AT3G25920.1
OG0011176	AH005526-RA, AH004026-RA	AT1G13670.1
OG0011177	AH017224-RA	AT5G16550.1
OG0011178	AH019380-RA	AT3G28720.1, AT3G28720.2
OG0011179	AH002950-RA	AT5G50930.1
OG0011180	AH004596-RA	AT1G14345.1
OG0011182	AH011479-RA	AT1G32370.3, AT1G32370.4, AT1G32370.1, AT1G32370.2
OG0011183	AH005481-RA	AT2G01220.1, AT2G01220.2
OG0011184	AH004935-RA	AT2G01918.1
OG0011185	AH018367-RA, AH011485-RA	AT5G46570.1
OG0011186	AH004081-RA	AT4G37445.1, AT4G37445.2
OG0011187	AH005360-RA	AT1G23180.1, AT1G23180.2
OG0011188	AH015800-RA	AT3G29090.1
OG0011189	AH011517-RA	AT2G35410.1
OG0011191	AH019646-RA	AT3G01150.2, AT3G01150.4, AT5G53180.5, AT5G53180.6, AT5G53180.3, AT5G53180.4, AT5G53180.2
OG0011192	AH018791-RA	AT5G51150.1
OG0011193	AH012370-RA	AT2G44190.1, AT3G60000.1, AT3G60000.2
OG0011194	AH004476-RA	AT3G26120.1
OG0011196	AH017465-RA, AH002903-RA	AT5G08100.1
OG0011198	AH015791-RA	AT5G15280.1
OG0011200	AH015741-RA	AT5G39980.1
OG0011201	AH002487-RA	AT5G62840.2, AT5G62840.1
OG0011202	AH005171-RA	AT1G67400.1
OG0011203	AH019136-RA	AT3G01060.1, AT3G01060.2
OG0011204	AH010135-RA	AT3G29240.2, AT3G29240.1
OG0011208	AH009043-RA	AT3G60400.1
OG0011209	AH014683-RA	AT2G44525.1, AT3G60150.4, AT3G60150.1
OG0011210	AH002979-RA	AT3G48610.1
OG0011211	AH004401-RA	AT1G23890.2, AT1G23890.1
OG0011212	AH001004-RA	AT5G08540.1
OG0011213	AH004722-RA, AH004735-RA	AT1G24095.1, AT1G24095.2
OG0011214	AH017439-RA	AT5G61370.1
OG0011215	AH018305-RA	AT5G47390.1
OG0011216	AH011579-RA	AT5G45580.2, AT5G45580.1, AT5G45580.3
OG0011217	AH014062-RA	AT1G08070.1, AT1G08070.2
OG0011218	AH005909-RA	AT1G14730.1
OG0011220	AH021567-RA	AT1G66345.1
OG0011221	AH019607-RA	AT4G21190.1
OG0011222	AH001617-RA	AT4G35420.1
OG0011223	AH014955-RA	AT2G01770.1
OG0011224	AH018393-RA	AT1G32630.2, AT1G32630.1
OG0011225	AH017434-RA, AH002929-RA	AT3G18570.1
OG0011226	AH000387-RA	AT1G18060.1
OG0011227	AH007246-RA	AT1G65020.1
OG0011228	AH004405-RA	AT1G60160.1
OG0011229	AH004658-RA	AT1G70160.1
OG0011231	AH023449-RA	AT5G14240.1
OG0011232	AH018215-RA	AT5G45420.2, AT5G45420.1, AT5G45420.3
OG0011235	AH018765-RA	AT5G45300.3, AT5G45300.1, AT5G45300.2
OG0011238	AH017594-RA, AH002813-RA, AH017600-RA, AH022445-RA, AH013202-RA	AT2G30240.1
OG0011239	AH023483-RA	AT4G34060.4, AT4G34060.2, AT4G34060.1, AT4G34060.3, AT4G34060.5
OG0011241	AH015345-RA	AT5G54940.1, AT5G54940.2, AT5G54940.3
OG0011242	AH016098-RA	AT2G26040.1
OG0011242	AH000365-RA	AT1G73000.1
OG0011244	AH010179-RA	AT3G02430.1, AT4G24310.1
OG0011246	AH009019-RA	AT1G36940.2, AT1G36940.1
OG0011248	AH009685-RA	AT3G61410.1, AT3G61410.3, AT3G61410.2
OG0011249	AH009623-RA	AT2G46220.1
OG0011250	AH019552-RA, AH006705-RA	AT5G14710.1
OG0011251	AH012013-RA, AH019658-RA, AH019659-RA	AT2G46493.1
OG0011252	AH020221-RA	AT3G23930.1, AT4G13540.1
OG0011253	AH013888-RA, AH013889-RA	AT5G21060.1, AT5G21060.3, AT5G21060.2
OG0011255	AH013827-RA	AT5G58660.2, AT5G58660.1, AT3G47190.1
OG0011256	AH012478-RA	AT2G38500.1
OG0011257	AH013298-RA	AT5G47320.1
OG0011258	AH014959-RA	AT3G42570.1, AT3G17070.2, AT3G17070.1
OG0011259	AH014718-RA	AT1G30010.1
OG0011261	AH012166-RA, AH012168-RA	AT4G25190.1, AT4G25190.2
OG0011262	AH007658-RA	AT1G55265.1
OG0011264	AH003488-RA	AT1G74350.1
OG0011345	AH010782-RA	AT5G18660.1
OG0011347	AH021110-RA	AT1G74970.1
OG0011348	AH015691-RA	AT3G56460.1
OG0011349	AH014021-RA	AT4G14890.1
OG0011350	AH021454-RA	AT5G20130.2, AT5G20130.1
OG0011351	AH008521-RA	AT2G47980.1
OG0011352	AH006494-RA	AT2G31970.1
OG0011353	AH019040-RA	AT1G04690.1
OG0011354	AH012499-RA	AT3G51710.1
OG0011355	AH006548-RA	AT5G04190.1
OG0011356	AH011066-RA	AT1G08500.1
OG0011357	AH013811-RA	AT5G58730.1
OG0011358	AH010551-RA	AT3G63480.2, AT3G63480.1
OG0011359	AH012582-RA	AT2G36130.1
OG0011360	AH019858-RA	AT4G16265.1, AT3G16980.1
OG0011361	AH002353-RA	AT2G37750.1, AT5G02090.1
OG0011362	AH011791-RA	AT3G06430.1
OG0011363	AH017680-RA	AT5G18970.1
OG0011364	AH011847-RA	AT1G04190.1
OG0011366	AH016042-RA	AT2G40490.1
OG0011368	AH016022-RA	AT1G54310.2
OG0011369	AH018908-RA	AT5G06590.2, AT5G06590.1
OG0011370	AH018928-RA	AT2G33260.2, AT2G33260.1
OG0011372	AH013035-RA	AT5G48840.1
OG0011374	AH007039-RA	AT4G15560.1
OG0011376	AH010790-RA	AT3G04780.1
OG0011377	AH014814-RA	AT3G23620.1
OG0011378	AH013825-RA	AT1G07175.2, AT1G07175.1, AT2G29995.1, AT5G58650.1, AT3G47295.1
OG0011380	AH023482-RA	AT3G55340.1
OG0011381	AH017899-RA	AT5G48480.1
OG0011382	AH000659-RA	AT1G80860.2, AT1G80860.1
OG0011383	AH022676-RA	AT3G47070.1
OG0011384	AH019099-RA	AT2G41120.1
OG0011385	AH006711-RA	AT3G10210.1
OG0011388	AH017811-RA	AT5G19290.1, AT5G14980.1
OG0011389	AH005189-RA	AT3G52115.1
OG0011391	AH006948-RA	AT3G24030.1
OG0011393	AH014406-RA	AT2G18940.1
OG0011394	AH020550-RA	AT2G31985.1, AT1G05510.1
OG0011396	AH006056-RA, AH007097-RA	ATCG00520.1
OG0011397	AH007306-RA, AH019939-RA	AT3G22430.1
OG0011400	AH020194-RA	AT1G60000.1, AT1G60000.2
OG0011401	AH015602-RA	AT3G17300.2, AT3G17300.3, AT3G17300.1
OG0011402	AH022583-RA, AH013726-RA	AT1G35880.1, AT3G46740.1
OG0011404	AH022207-RA, AH013603-RA	AT5G48545.2, AT5G48545.3, AT5G48545.1
OG0011405	AH020712-RA, AH015447-RA	ATMG00285.1
OG0011406	AH016077-RA	AT4G40045.1
OG0011407	AH002698-RA, AH017684-RA	AT2G16760.1
OG0011408	AH017752-RA	AT2G42450.1
OG0011409	AH021887-RA, AH012728-RA	AT2G32600.1
OG0011411	AH022735-RA	AT5G43210.1
OG0011412	AH017698-RA	AT4G02090.1
OG0011413	AH011039-RA	AT2G26870.1
OG0011414	AH008350-RA	AT5G40850.1, AT5G40850.3, AT5G40850.2
OG0011415	AH007140-RA	AT5G49320.1
OG0011416	AH006917-RA	AT5G18110.1
OG0011417	AH022689-RA	AT5G58740.1
OG0011418	AH019967-RA	AT2G31440.2, AT2G31440.1
OG0011419	AH006682-RA	AT2G41200.1
OG0011420	AH001253-RA	AT2G28430.1
OG0011421	AH022809-RA	AT5G02750.1
OG0011422	AH007509-RA	AT5G12240.1, AT5G12240.2
OG0011423	AH007069-RA, AH020114-RA	AT3G06070.1, AT5G19190.1
OG0011424	AH007616-RA	AT2G40650.1
OG0011425	AH006758-RA	AT2G41690.1
OG0011427	AH017887-RA	AT3G25430.1, AT3G25430.2
OG0011428	AH006898-RA	AT5G43710.2, AT5G43710.3, AT5G43710.1
OG0011429	AH006896-RA	AT5G18100.2, AT5G18100.1
OG0011430	AH000935-RA	AT2G43360.1
OG0011431	AH003054-RA, AH003059-RA	AT3G08943.1
OG0011433	AH002637-RA	AT4G03030.1
OG0011434	AH008795-RA	AT1G71260.1
OG0011435	AH001301-RA	AT2G27080.2, AT2G27080.1, AT5G21130.1
OG0011436	AH010745-RA	AT1G08640.1
OG0011437	AH007649-RA	AT5G19850.1
OG0011438	AH005248-RA	AT5G13890.2, AT5G13890.3, AT5G13890.1
OG0011439	AH001057-RA	AT5G08320.1
OG0011440	AH011700-RA	AT3G59680.2, AT3G59680.1
OG0011441	AH018958-RA	AT5G43290.1
OG0011442	AH018814-RA	AT3G08950.1
OG0011443	AH014819-RA	AT2G35500.1
OG0011445	AH021962-RA	AT2G32800.1
OG0011446	AH019152-RA	AT3G54390.1, AT3G54390.2
OG0011447	AH007094-RA	AT1G05430.1
OG0011448	AH013116-RA, AH013669-RA	AT3G07230.1
OG0011449	AH008321-RA	AT3G27230.1
OG0011450	AH009492-RA	AT4G37660.1
OG0011452	AH023600-RA, AH023601-RA	AT4G08240.1, AT4G08240.2
OG0011454	AH014830-RA	AT1G71490.1
OG0011455	AH001900-RA	AT5G39710.1
OG0011457	AH005815-RA	AT5G66360.2, AT5G66360.1
OG0011458	AH008796-RA	AT1G71310.3, AT1G71310.2, AT1G71310.1
OG0011460	AH001860-RA	AT1G49410.1
OG0011461	AH017389-RA	AT5G61990.1
OG0011462	AH000945-RA	AT2G03880.1
OG0011463	AH005830-RA	AT1G10500.1
OG0011464	AH003841-RA	AT5G66780.2, AT5G66780.1
OG0011465	AH022017-RA	AT5G65860.1, AT5G65860.2, AT5G65860.3
OG0011466	AH003300-RA	AT1G04290.2, AT1G04290.1
OG0011469	AH008565-RA	AT1G71790.1
OG0011470	AH000911-RA	AT1G62830.1
OG0011472	AH011950-RA	AT1G18480.1
OG0011473	AH009200-RA	AT4G31010.2, AT4G31010.1
OG0011475	AH000685-RA	AT2G14620.2, AT2G14620.3, AT2G14620.1
OG0011477	AH017219-RA	AT1G30630.1, AT2G34840.1
OG0011478	AH015722-RA	AT5G57930.2, AT5G57930.1
OG0011479	AH023596-RA	AT1G77670.1
OG0011481	AH002390-RA, AH000713-RA	AT4G33640.1
OG0011483	AH008567-RA	AT1G14810.1
OG0011484	AH023743-RA	AT2G01860.1
OG0011485	AH001043-RA	AT1G33810.1
OG0011486	AH013080-RA	AT3G24860.1
OG0011487	AH000677-RA	AT4G33780.1
OG0011488	AH016905-RA, AH008718-RA	AT1G78280.1
OG0011489	AH001327-RA	AT1G30290.2, AT1G30290.1
OG0011490	AH010712-RA	ATCG00440.1
OG0011491	AH008935-RA	AT1G19880.1
OG0011492	AH001883-RA	AT2G15890.1, AT2G15890.2
OG0011493	AH023114-RA	AT3G56010.1
OG0011494	AH005631-RA	AT2G01360.1, AT2G01390.1
OG0011496	AH005692-RA	AT3G49950.1
OG0011497	AH016667-RA, AH008418-RA	AT1G46480.1, AT1G46480.2
OG0011498	AH003924-RA	AT4G38100.2, AT4G38100.1
OG0011499	AH016003-RA	AT1G16445.1
OG0011500	AH002411-RA	AT4G33590.1, AT4G33600.1
OG0011502	AH003990-RA	AT3G50690.1
OG0011503	AH023405-RA	AT3G12870.1
OG0011504	AH006061-RA	AT5G66860.1
OG0011505	AH004277-RA	AT3G02010.1
OG0011506	AH008864-RA	AT1G77540.1, AT1G21770.1
OG0011507	AH009435-RA	AT1G22610.1
OG0011508	AH019496-RA	AT1G33500.2, AT1G33500.1, AT1G33500.3
OG0011509	AH003719-RA, AH006040-RA	AT5G66930.3, AT5G66930.2
OG0011513	AH019239-RA	AT5G56120.1
OG0011515	AH009770-RA	AT5G55640.1
OG0011516	AH008204-RA	AT4G26980.1
OG0011517	AH008057-RA	AT5G53850.5, AT5G53850.2
OG0011518	AH015038-RA	AT1G61770.1
OG0011521	AH021280-RA	AT4G21070.1
OG0011522	AH021279-RA	AT5G44550.1, AT4G20390.1
OG0011523	AH000338-RA	AT1G03650.1
OG0011524	AH008730-RA	AT3G15200.1
OG0011525	AH018374-RA	AT1G05060.1
OG0011526	AH008412-RA	AT3G07930.1, AT3G07930.2, AT3G07930.3, AT3G07930.4
OG0011527	AH009882-RA	AT4G26810.2, AT4G26810.1
OG0011529	AH013755-RA	AT1G03600.1
OG0011532	AH008022-RA	AT1G53270.1
OG0011535	AH000426-RA	AT1G05190.1
OG0011537	AH016951-RA	AT5G47680.1
OG0011538	AH019613-RA	AT4G25750.1, AT5G52860.1
OG0011539	AH021185-RA	AT5G37290.2, AT5G37290.1, AT5G37290.3
OG0011540	AH013482-RA	AT1G51550.1
OG0011542	AH015299-RA	AT5G10700.2, AT5G10700.1
OG0011543	AH003032-RA	AT4G25120.1
OG0011546	AH000300-RA	AT1G12244.1
OG0011547	AH011550-RA	AT4G11690.2, AT4G11690.1
OG0011548	AH017419-RA	AT5G21280.2, AT5G21280.1
OG0011549	AH020728-RA	AT4G32430.1, AT4G32430.2
OG0011550	AH017082-RA	AT4G31120.1, AT4G31120.2
OG0011551	AH003123-RA	AT1G12370.1, AT1G12370.3, AT1G12370.2
OG0011552	AH016698-RA	AT4G19890.1
OG0011553	AH016993-RA	AT5G58110.1
OG0011554	AH018900-RA	AT1G13410.1
OG0011555	AH019122-RA	AT3G29075.1
OG0011556	AH011979-RA	AT2G34520.1
OG0011558	AH020112-RA	AT5G20910.1
OG0011559	AH002135-RA	AT1G79780.1, AT3G16300.1
OG0011560	AH020839-RA	AT5G19610.1
OG0011561	AH016164-RA	AT5G11650.1, AT5G11650.2
OG0011562	AH021122-RA	AT5G20520.1
OG0011563	AH021096-RA	AT5G20790.2, AT5G20790.1, AT3G43110.1
OG0011564	AH013618-RA	AT3G25210.1
OG0011566	AH002803-RA	AT1G02050.1, AT4G00040.1
OG0011567	AH018608-RA	AT4G16563.1
OG0011569	AH015810-RA	AT1G15510.1
OG0011570	AH021760-RA	AT4G14490.1, AT3G02400.2, AT3G02400.1
