Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins
OG0012675	Aqcoe4G103800.1.p	AH015226-RA
OG0012676	Aqcoe4G250800.1.p	AH008146-RA
OG0012680	Aqcoe1G273100.1.p, Aqcoe4G156000.1.p	AH001346-RA
OG0012681	Aqcoe4G029300.1.p	AH021367-RA, AH014785-RA
OG0012683	Aqcoe4G163900.1.p	AH000444-RA
OG0012685	Aqcoe4G174800.1.p, Aqcoe4G187700.1.p	AH014099-RA, AH019583-RA, AH008192-RA
OG0012686	Aqcoe4G051300.1.p	AH003562-RA
OG0012688	Aqcoe4G134400.1.p	AH015211-RA
OG0012690	Aqcoe4G066000.1.p	AH007698-RA, AH007699-RA
OG0012691	Aqcoe4G228200.1.p	AH015033-RA
OG0012693	Aqcoe4G252200.1.p	AH021559-RA
OG0012694	Aqcoe4G255400.1.p	AH018486-RA
OG0012699	Aqcoe4G250600.1.p	AH011473-RA, AH018212-RA
OG0012701	Aqcoe7G361000.1.p	AH000645-RA
OG0012702	Aqcoe7G308600.1.p	AH015323-RA, AH015322-RA
OG0012704	Aqcoe7G341600.1.p	AH017952-RA
OG0012705	Aqcoe7G354800.1.p	AH021064-RA, AH021062-RA
OG0012706	Aqcoe7G151400.1.p	AH014469-RA
OG0012707	Aqcoe7G325500.1.p	AH002430-RA
OG0012708	Aqcoe7G024200.1.p	AH009643-RA
OG0012709	Aqcoe7G162000.1.p	AH002124-RA
OG0012710	Aqcoe7G130100.1.p	AH016095-RA
OG0012711	Aqcoe7G356300.1.p	AH021875-RA
OG0012712	Aqcoe7G069600.1.p	AH019466-RA
OG0012713	Aqcoe7G285500.1.p	AH015999-RA
OG0012714	Aqcoe7G437400.1.p	AH018515-RA
OG0012716	Aqcoe7G068200.1.p	AH018742-RA
OG0012717	Aqcoe7G387300.2.p, Aqcoe7G387300.3.p, Aqcoe7G387300.1.p	AH001973-RA
OG0012718	Aqcoe7G133600.1.p	AH014250-RA
OG0012719	Aqcoe7G407300.1.p	AH016184-RA
OG0012720	Aqcoe7G220200.1.p	AH014277-RA
OG0012722	Aqcoe7G067500.1.p, Aqcoe7G067400.1.p, Aqcoe7G067600.1.p	AH012277-RA
OG0012724	Aqcoe7G091700.1.p	AH013617-RA
OG0012725	Aqcoe3G015300.1.p, Aqcoe1G001600.1.p, Aqcoe7G292500.1.p	AH014510-RA
OG0012726	Aqcoe7G025000.1.p	AH012106-RA
OG0012727	Aqcoe7G345700.1.p	AH000033-RA
OG0012728	Aqcoe7G263400.1.p	AH014058-RA
OG0012729	Aqcoe7G106400.1.p	AH004232-RA, AH004222-RA
OG0012730	Aqcoe7G348400.1.p, Aqcoe7G348400.2.p	AH015996-RA
OG0012731	Aqcoe7G042400.1.p	AH019543-RA
OG0012732	Aqcoe7G151900.1.p	AH020905-RA
OG0012734	Aqcoe7G192100.1.p	AH008831-RA
OG0012735	Aqcoe7G024100.1.p	AH018003-RA
OG0012736	Aqcoe7G113000.1.p	AH022217-RA
OG0012737	Aqcoe7G268400.1.p, Aqcoe7G268400.2.p	AH001983-RA
OG0012738	Aqcoe7G335300.1.p	AH022286-RA
OG0012739	Aqcoe7G193900.1.p	AH019206-RA
OG0012740	Aqcoe7G327200.1.p	AH015123-RA
OG0012741	Aqcoe7G283200.1.p	AH001565-RA
OG0012742	Aqcoe7G346200.2.p, Aqcoe7G346200.1.p	AH010372-RA
OG0012743	Aqcoe7G425100.1.p	AH016075-RA
OG0012745	Aqcoe7G239500.1.p	AH021645-RA
OG0012746	Aqcoe7G063200.1.p	AH009156-RA
OG0012747	Aqcoe7G174000.1.p, Aqcoe7G162400.1.p	AH023429-RA
OG0012750	Aqcoe7G127200.1.p	AH014666-RA
OG0012751	Aqcoe7G163700.1.p	AH014500-RA
OG0012752	Aqcoe7G078800.1.p	AH018560-RA
OG0012753	Aqcoe7G375400.1.p	AH005871-RA
OG0012754	Aqcoe7G125600.1.p	AH013328-RA
OG0012756	Aqcoe7G014400.1.p, Aqcoe7G014400.2.p	AH009098-RA
OG0012757	Aqcoe7G111400.1.p	AH014203-RA
OG0012758	Aqcoe7G382900.1.p	AH002110-RA
OG0012759	Aqcoe7G160100.1.p	AH014492-RA
OG0012761	Aqcoe1G011700.1.p	AH022138-RA
OG0012762	Aqcoe1G132300.1.p	AH022019-RA
OG0012763	Aqcoe1G080400.1.p	AH010232-RA
OG0012764	Aqcoe1G089400.1.p	AH016717-RA
OG0012765	Aqcoe1G429700.1.p	AH013786-RA, AH022678-RA
OG0012766	Aqcoe1G407300.1.p	AH012447-RA
OG0012767	Aqcoe1G260700.1.p	AH000330-RA
OG0012768	Aqcoe1G487100.1.p	AH021956-RA
OG0012770	Aqcoe1G318900.1.p	AH001258-RA
OG0012772	Aqcoe1G202100.1.p	AH010296-RA
OG0012773	Aqcoe1G086800.1.p	AH017217-RA
OG0012774	Aqcoe1G309000.1.p	AH004494-RA
OG0012775	Aqcoe1G484200.1.p	AH023522-RA
OG0012776	Aqcoe1G444000.1.p	AH022415-RA
OG0012777	Aqcoe1G008400.1.p	AH006642-RA
OG0012778	Aqcoe1G071600.1.p	AH003109-RA
OG0012779	Aqcoe1G090400.1.p	AH012376-RA
OG0012780	Aqcoe1G429500.1.p	AH013788-RA
OG0012781	Aqcoe1G379700.1.p	AH001211-RA
OG0012782	Aqcoe1G121800.1.p	AH012709-RA
OG0012784	Aqcoe1G195200.1.p	AH014733-RA
OG0012787	Aqcoe1G433500.1.p	AH020606-RA
OG0012788	Aqcoe1G206600.1.p, Aqcoe1G206600.2.p	AH011102-RA
OG0012789	Aqcoe1G004200.1.p	AH000995-RA
OG0012790	Aqcoe1G073700.1.p	AH011049-RA
OG0012791	Aqcoe1G189700.2.p, Aqcoe1G189700.1.p	AH014710-RA, AH023573-RA
OG0012792	Aqcoe1G486300.1.p	AH015934-RA
OG0012793	Aqcoe1G060100.1.p	AH000715-RA
OG0012795	Aqcoe1G410000.1.p	AH018828-RA
OG0012796	Aqcoe1G362600.3.p, Aqcoe1G362600.1.p, Aqcoe1G362600.2.p	AH009941-RA
OG0012797	Aqcoe1G303800.1.p	AH017494-RA
OG0012798	Aqcoe1G481000.1.p	AH015251-RA
OG0012799	Aqcoe1G095600.1.p	AH010855-RA
OG0012800	Aqcoe1G138100.1.p	AH000398-RA
OG0012802	Aqcoe1G380400.1.p	AH016480-RA
OG0012803	Aqcoe1G330300.1.p	AH015109-RA
OG0012804	Aqcoe1G416600.1.p	AH018812-RA
OG0012805	Aqcoe1G169900.1.p	AH008215-RA
OG0012806	Aqcoe1G119100.1.p	AH021866-RA
OG0012808	Aqcoe1G382900.1.p	AH006497-RA
OG0012809	Aqcoe1G044600.1.p	AH004153-RA
OG0012810	Aqcoe1G129500.1.p, Aqcoe1G129500.2.p	AH001031-RA
OG0012811	Aqcoe1G391400.1.p	AH014890-RA
OG0012812	Aqcoe1G435400.1.p	AH011901-RA
OG0012814	Aqcoe1G315300.1.p, Aqcoe1G315300.2.p	AH011075-RA
OG0012815	Aqcoe1G147400.1.p	AH013199-RA, AH022451-RA
OG0012816	Aqcoe1G129900.1.p	AH017513-RA
OG0012817	Aqcoe1G223500.1.p	AH001175-RA
OG0012818	Aqcoe1G072800.1.p	AH003112-RA
OG0012819	Aqcoe1G321700.1.p	AH008091-RA, AH010007-RA
OG0012820	Aqcoe1G138300.1.p	AH019305-RA
OG0012821	Aqcoe1G201600.1.p	AH018619-RA
OG0012822	Aqcoe1G105600.1.p	AH018961-RA
OG0012823	Aqcoe1G215100.1.p	AH021104-RA
OG0012824	Aqcoe1G022700.1.p	AH020346-RA
OG0012825	Aqcoe1G426800.1.p	AH023076-RA
OG0012827	Aqcoe1G489200.1.p	AH012793-RA
OG0012828	Aqcoe1G254100.1.p	AH010084-RA
OG0012829	Aqcoe1G346100.1.p	AH009895-RA, AH008224-RA
OG0012830	Aqcoe1G120900.1.p	AH001243-RA
OG0012832	Aqcoe1G065300.1.p	AH018937-RA
OG0012833	Aqcoe1G430200.1.p	AH013782-RA
OG0012834	Aqcoe5G315700.1.p, Aqcoe5G337300.1.p	AH005835-RA
OG0012835	Aqcoe5G066800.1.p	AH001910-RA
OG0012836	Aqcoe5G178900.1.p	AH011671-RA
OG0012837	Aqcoe5G128700.1.p	AH023701-RA
OG0012838	Aqcoe5G290400.1.p	AH017299-RA
OG0012839	Aqcoe5G161600.1.p	AH002406-RA
OG0012840	Aqcoe5G088300.1.p, Aqcoe5G088300.3.p, Aqcoe5G088300.2.p	AH012921-RA
OG0012843	Aqcoe5G297800.1.p	AH017269-RA
OG0012844	Aqcoe5G312700.1.p	AH008732-RA
OG0012845	Aqcoe5G312800.4.p, Aqcoe5G312800.2.p, Aqcoe5G312800.3.p, Aqcoe5G312800.1.p	AH023773-RA
OG0012846	Aqcoe5G415900.1.p	AH016335-RA
OG0012847	Aqcoe5G166100.1.p	AH021966-RA
OG0012849	Aqcoe5G468200.1.p	AH022606-RA
OG0012851	Aqcoe5G244300.1.p	AH003512-RA
OG0012852	Aqcoe5G041500.1.p	AH002619-RA
OG0012853	Aqcoe5G002800.1.p	AH018150-RA
OG0012854	Aqcoe5G080000.1.p	AH012302-RA
OG0012855	Aqcoe5G389500.1.p	AH022380-RA
OG0012856	Aqcoe5G357700.1.p	AH002987-RA
OG0012857	Aqcoe5G224600.1.p	AH003929-RA
OG0012858	Aqcoe5G129200.1.p	AH002298-RA, AH002297-RA
OG0012859	Aqcoe5G170400.1.p	AH014091-RA
OG0012860	Aqcoe5G023800.1.p	AH010751-RA
OG0012861	Aqcoe5G315000.1.p	AH008308-RA
OG0012863	Aqcoe5G042700.1.p	AH005491-RA
OG0012864	Aqcoe5G459100.1.p	AH015433-RA, AH018092-RA
OG0012868	Aqcoe5G003100.1.p	AH013083-RA
OG0012869	Aqcoe5G107200.1.p	AH019072-RA
OG0012870	Aqcoe5G275000.1.p	AH017827-RA
OG0012871	Aqcoe5G139200.1.p	AH015854-RA
OG0012872	Aqcoe5G399300.1.p	AH017923-RA
OG0012873	Aqcoe5G111400.1.p	AH014576-RA, AH021114-RA
OG0012874	Aqcoe5G003800.1.p	AH017908-RA
OG0012875	Aqcoe5G238300.1.p	AH006216-RA, AH003507-RA
OG0012876	Aqcoe5G127700.1.p	AH012667-RA
OG0012877	Aqcoe5G057600.1.p	AH010467-RA
OG0012878	Aqcoe5G193200.1.p	AH001818-RA
OG0012879	Aqcoe5G053900.1.p	AH006579-RA
OG0012880	Aqcoe5G133000.1.p	AH013452-RA
OG0012881	Aqcoe5G309600.1.p	AH005238-RA
OG0012882	Aqcoe5G464100.1.p	AH011912-RA
OG0012883	Aqcoe5G019100.1.p	AH007174-RA
OG0012884	Aqcoe5G463400.1.p	AH011975-RA
OG0012885	Aqcoe5G208000.1.p	AH002042-RA
OG0012886	Aqcoe5G164000.1.p	AH004104-RA
OG0012887	Aqcoe5G027800.1.p	AH007203-RA
OG0012889	Aqcoe3G356100.1.p, Aqcoe3G356200.1.p, Aqcoe3G356400.1.p, Aqcoe3G356300.1.p	AH017547-RA
OG0012890	Aqcoe3G408400.1.p	AH017003-RA
OG0012891	Aqcoe3G209000.1.p, Aqcoe3G209000.2.p	AH007319-RA
OG0012892	Aqcoe3G055600.1.p	AH004007-RA
OG0012894	Aqcoe3G186100.1.p	AH006928-RA
OG0012895	Aqcoe3G428400.1.p	AH007954-RA
OG0012896	Aqcoe3G337500.1.p	AH017590-RA, AH017593-RA
OG0012898	Aqcoe3G073700.1.p	AH004673-RA
OG0012899	Aqcoe3G126300.1.p	AH017966-RA
OG0012902	Aqcoe3G425800.1.p	AH002819-RA
OG0012904	Aqcoe3G432500.1.p	AH011212-RA
OG0012905	Aqcoe3G088100.1.p	AH004602-RA
OG0012906	Aqcoe3G073300.1.p	AH013533-RA
OG0012907	Aqcoe3G004100.1.p	AH005912-RA, AH010286-RA
OG0012910	Aqcoe3G042600.1.p	AH005406-RA
OG0012911	Aqcoe3G086400.1.p	AH001721-RA
OG0012912	Aqcoe3G008900.1.p	AH005369-RA
OG0012913	Aqcoe3G230400.1.p	AH018382-RA
OG0012914	Aqcoe3G443100.1.p	AH021086-RA
OG0012915	Aqcoe3G442100.1.p	AH016554-RA
OG0012916	Aqcoe3G090300.1.p	AH017621-RA
OG0012920	Aqcoe3G309000.1.p	AH001412-RA
OG0012921	Aqcoe3G055500.1.p	AH005575-RA
OG0012922	Aqcoe3G438000.1.p	AH001062-RA
OG0012923	Aqcoe3G440400.1.p	AH001012-RA
OG0012924	Aqcoe3G300700.1.p	AH004756-RA
OG0012925	Aqcoe3G017300.1.p	AH018878-RA
OG0012926	Aqcoe3G402500.1.p	AH004177-RA
OG0012927	Aqcoe3G054600.1.p	AH002952-RA
OG0013104	Aqcoe2G182500.1.p	AH015976-RA
OG0013108	Aqcoe2G410700.1.p	AH013117-RA
OG0013109	Aqcoe2G247900.1.p	AH017295-RA
OG0013111	Aqcoe2G285400.1.p	AH007157-RA
OG0013112	Aqcoe2G034900.1.p	AH011024-RA
OG0013118	Aqcoe2G109000.1.p	AH014489-RA
OG0013119	Aqcoe2G355400.1.p	AH007750-RA
OG0013120	Aqcoe2G318800.1.p	AH014287-RA
OG0013121	Aqcoe2G230100.1.p	AH013740-RA
OG0013123	Aqcoe2G040400.1.p	AH017283-RA, AH013582-RA, AH022474-RA, AH017284-RA, AH013582-RB
OG0013124	Aqcoe2G427000.1.p	AH011156-RA
OG0013125	Aqcoe2G161100.1.p	AH021878-RA
OG0013126	Aqcoe2G079000.1.p, Aqcoe1G051400.1.p	AH023251-RA
OG0013127	Aqcoe2G041300.1.p	AH007706-RA
OG0013128	Aqcoe2G292400.1.p	AH012961-RA
OG0013130	Aqcoe2G205800.1.p	AH000205-RA
OG0013131	Aqcoe2G263800.1.p	AH011236-RA
OG0013133	Aqcoe2G256500.1.p	AH011794-RA
OG0013135	Aqcoe2G387400.1.p	AH019043-RA
OG0013138	Aqcoe2G397000.1.p	AH020602-RA
OG0013139	Aqcoe2G014400.2.p, Aqcoe2G014400.1.p	AH020048-RA
OG0013142	Aqcoe2G155600.1.p, Aqcoe5G358900.1.p	AH018667-RA
OG0013144	Aqcoe2G390100.1.p	AH020036-RA
OG0013145	Aqcoe2G380300.1.p	AH013541-RA
OG0013149	Aqcoe7G359500.1.p, Aqcoe2G153200.1.p	AH016224-RA
OG0013150	Aqcoe2G060300.1.p	AH010964-RA
OG0013151	Aqcoe2G367500.1.p	AH013087-RA
OG0013154	Aqcoe2G383300.1.p	AH022023-RA
OG0013156	Aqcoe2G061300.1.p	AH018803-RA
OG0013157	Aqcoe2G278600.1.p	AH010405-RA
OG0013158	Aqcoe2G347400.1.p, Aqcoe2G347400.2.p	AH019816-RA
OG0013160	Aqcoe6G019500.1.p	AH008852-RA
OG0013161	Aqcoe6G158000.1.p	AH005994-RA
OG0013162	Aqcoe6G215900.1.p	AH023715-RA, AH016783-RA
OG0013163	Aqcoe5G211400.1.p, Aqcoe6G176500.2.p, Aqcoe6G176500.3.p, Aqcoe6G176500.1.p	AH004374-RA
OG0013164	Aqcoe6G023300.1.p	AH019544-RA
OG0013166	Aqcoe6G010800.1.p	AH009432-RA
OG0013167	Aqcoe6G312300.1.p, Aqcoe7G079000.2.p, Aqcoe7G079000.1.p	AH018564-RA
OG0013168	Aqcoe6G239800.1.p, Aqcoe6G239800.2.p	AH000786-RA, AH002299-RA
OG0013169	Aqcoe6G124200.1.p, Aqcoe6G124300.1.p	AH022374-RA
OG0013170	Aqcoe6G280600.1.p	AH000661-RA
OG0013171	Aqcoe6G325700.1.p	AH016923-RA
OG0013172	Aqcoe6G267600.2.p, Aqcoe6G267600.1.p, Aqcoe6G078200.1.p	AH008371-RA
OG0013173	Aqcoe6G172600.1.p	AH005967-RA
OG0013178	Aqcoe6G120000.1.p	AH019713-RA
OG0013180	Aqcoe6G101600.1.p	AH005037-RA
OG0013182	Aqcoe3G239700.1.p, Aqcoe6G263300.1.p	AH021472-RA
OG0013183	Aqcoe6G108100.1.p	AH003983-RA
OG0013184	Aqcoe6G195000.1.p	AH000031-RA, AH001087-RA
OG0013185	Aqcoe6G039200.1.p	AH006329-RA
OG0013186	Aqcoe6G090100.1.p	AH011092-RA
OG0013195	Aqcoe6G162700.1.p	AH008353-RA
OG0013196	Aqcoe6G039300.1.p	AH006336-RA
OG0013198	Aqcoe4G271500.1.p	AH002004-RA
OG0013199	Aqcoe4G103700.1.p	AH010035-RA
OG0013201	Aqcoe4G218600.1.p	AH013506-RA
OG0013203	Aqcoe4G258500.1.p, Aqcoe4G258500.2.p	AH021593-RA
OG0013205	Aqcoe4G091600.1.p	AH015437-RA
OG0013205	Aqcoe7G228900.1.p	AH007323-RA
OG0013206	Aqcoe4G008400.1.p	AH021287-RA
OG0013208	Aqcoe7G323800.1.p	AH020973-RA, AH014400-RA
OG0013209	Aqcoe7G305500.1.p	AH019031-RA
OG0013210	Aqcoe7G230500.1.p	AH006138-RA
OG0013212	Aqcoe7G025100.1.p, Aqcoe7G025100.2.p	AH011273-RA
OG0013213	Aqcoe7G061200.1.p	AH009484-RA
OG0013216	Aqcoe7G418100.1.p, Aqcoe7G418200.1.p, Aqcoe7G417700.1.p, Aqcoe7G418000.1.p, Aqcoe7G417900.2.p, Aqcoe7G417900.1.p	AH001554-RA, AH001555-RA
OG0013220	Aqcoe7G158100.1.p	AH000496-RA
OG0013223	Aqcoe7G096200.1.p	AH018493-RA
OG0013224	Aqcoe7G276300.1.p	AH007778-RA
OG0013225	Aqcoe7G373000.1.p	AH003465-RA
OG0013226	Aqcoe7G242100.1.p	AH016995-RA
OG0013228	Aqcoe7G420400.1.p	AH014474-RA
OG0013230	Aqcoe7G075800.1.p	AH012244-RA
OG0013231	Aqcoe7G044400.1.p	AH009226-RA
OG0013232	Aqcoe7G163000.1.p	AH014498-RA
OG0013233	Aqcoe7G199900.1.p	AH000658-RA
OG0013235	Aqcoe7G203500.1.p	AH014617-RA
OG0013236	Aqcoe7G002100.1.p	AH019714-RA
OG0013237	Aqcoe7G391100.1.p	AH001992-RA
OG0013238	Aqcoe7G046100.1.p, Aqcoe7G046100.2.p	AH012357-RA
OG0013239	Aqcoe7G041500.1.p	AH020277-RA
OG0013240	Aqcoe3G372000.1.p, Aqcoe7G406700.1.p	AH017506-RA
OG0013242	Aqcoe7G067300.1.p	AH017463-RA
OG0013244	Aqcoe7G000200.1.p	AH009472-RA
OG0013245	Aqcoe1G102300.1.p	AH003786-RA
OG0013246	Aqcoe1G502100.1.p	AH019288-RA, AH015382-RA
OG0013247	Aqcoe1G437300.1.p	AH007287-RA
OG0013248	Aqcoe1G049200.2.p, Aqcoe1G049400.1.p, Aqcoe1G049200.1.p	AH011631-RA
OG0013249	Aqcoe1G082700.1.p	AH012545-RA, AH021766-RA
OG0013250	Aqcoe1G075000.2.p, Aqcoe1G075000.1.p	AH015177-RA, AH021565-RA
OG0013251	Aqcoe1G167000.1.p	AH023426-RA
OG0013252	Aqcoe1G479000.1.p, Aqcoe1G351000.1.p, Aqcoe1G351100.1.p, Aqcoe1G351100.3.p, Aqcoe1G351100.2.p	AH016213-RA, AH016214-RA
OG0013254	Aqcoe1G273700.1.p	AH015214-RA
OG0013255	Aqcoe1G220400.1.p	AH021380-RA
OG0013260	Aqcoe3G394700.1.p, Aqcoe1G106500.1.p	AH011755-RA, AH020001-RA
OG0013261	Aqcoe1G004900.1.p	AH006586-RA
OG0013262	Aqcoe1G244700.1.p	AH015283-RA
OG0013263	Aqcoe1G067200.1.p, Aqcoe1G017200.1.p	AH023673-RA
OG0013264	Aqcoe1G112900.2.p, Aqcoe1G112900.1.p	AH012672-RA, AH021857-RA
OG0013265	Aqcoe1G352800.1.p, Aqcoe5G268300.1.p	AH009274-RA
OG0013267	Aqcoe1G217700.1.p	AH000413-RA
OG0013268	Aqcoe1G032600.1.p	AH005352-RA
OG0013269	Aqcoe1G409100.1.p	AH006455-RA
OG0013271	Aqcoe1G309100.1.p	AH019162-RA
OG0013272	Aqcoe1G103900.1.p	AH010473-RA
OG0013274	Aqcoe1G015300.1.p	AH018013-RA
OG0013275	Aqcoe1G391700.1.p	AH011551-RA
OG0013276	Aqcoe1G379900.2.p, Aqcoe1G379900.1.p	AH008292-RA
OG0013277	Aqcoe1G013200.1.p	AH006862-RA
OG0013278	Aqcoe1G115600.1.p	AH010263-RA
OG0013279	Aqcoe1G104500.1.p	AH022581-RA
OG0013280	Aqcoe1G497500.1.p	AH001329-RA
OG0013281	Aqcoe1G322400.1.p	AH015095-RA
OG0013283	Aqcoe1G354100.1.p	AH014267-RA
OG0013285	Aqcoe1G220000.1.p	AH014821-RA
OG0013288	Aqcoe5G421000.1.p	AH009174-RA
OG0013289	Aqcoe5G085000.1.p	AH012937-RA
OG0013290	Aqcoe5G403900.1.p	AH002517-RA
OG0013291	Aqcoe5G377900.1.p	AH004492-RA
OG0013292	Aqcoe5G235600.1.p	AH010634-RA
OG0013294	Aqcoe5G223000.6.p, Aqcoe5G223000.3.p, Aqcoe5G223000.9.p, Aqcoe5G223000.10.p, Aqcoe5G223000.8.p, Aqcoe5G223000.2.p, Aqcoe5G223000.5.p, Aqcoe5G223000.1.p, Aqcoe5G223000.4.p, Aqcoe5G223000.7.p, Aqcoe5G223000.11.p	AH001542-RA
OG0013295	Aqcoe5G172400.1.p	AH009109-RA
OG0013296	Aqcoe5G442100.1.p	AH009615-RA
OG0013297	Aqcoe5G343100.1.p	AH004576-RA, AH005225-RA
OG0013300	Aqcoe5G023900.1.p	AH007869-RA
OG0013301	Aqcoe5G295100.1.p	AH002737-RA
OG0013302	Aqcoe5G357300.1.p	AH004548-RA, AH005179-RA
OG0013305	Aqcoe5G331000.3.p, Aqcoe5G331000.2.p, Aqcoe5G331000.1.p	AH004607-RA, AH005116-RA
OG0013306	Aqcoe5G116100.1.p	AH002893-RA
OG0013308	Aqcoe5G274900.1.p	AH006312-RA
OG0013309	Aqcoe5G276400.1.p	AH003357-RA
OG0013310	Aqcoe5G338000.1.p	AH005143-RA
OG0013311	Aqcoe5G341400.1.p	AH005149-RA
OG0013312	Aqcoe5G435500.1.p	AH018001-RA
OG0013313	Aqcoe5G463700.1.p	AH018111-RA
OG0013314	Aqcoe5G427200.1.p	AH022605-RA
OG0013315	Aqcoe5G462900.1.p	AH005112-RA
OG0013317	Aqcoe5G281200.1.p	AH011941-RA
OG0013318	Aqcoe3G399300.1.p	AH016507-RA
OG0013323	Aqcoe3G128800.1.p	AH004840-RA
OG0013324	Aqcoe3G055400.1.p	AH017543-RA
OG0013325	Aqcoe3G318800.1.p, Aqcoe3G318800.2.p, Aqcoe3G322800.1.p	AH002943-RA
OG0013326	Aqcoe3G230600.1.p	AH009308-RA
OG0013327	Aqcoe3G029300.1.p	AH005966-RA
OG0013328	Aqcoe3G313800.1.p	AH017342-RA
OG0013329	Aqcoe3G072800.1.p	AH005629-RA
OG0013330	Aqcoe3G154100.1.p	AH010896-RA
OG0013331	Aqcoe3G323600.1.p	AH002837-RA
OG0013332	Aqcoe3G356800.1.p	AH005576-RA
OG0013333	Aqcoe3G253300.1.p	AH018216-RA
OG0013334	Aqcoe3G096300.1.p	AH002571-RA
OG0013337	Aqcoe3G359400.1.p	AH005568-RA
OG0013338	Aqcoe3G167200.1.p	AH011530-RA
OG0013340	Aqcoe3G380000.1.p	AH002909-RA
OG0013341	Aqcoe3G422700.1.p	AH015882-RA
OG0013343	Aqcoe3G389100.1.p	AH005446-RA, AH004083-RA
OG0013344	Aqcoe3G349100.2.p, Aqcoe3G349100.4.p, Aqcoe3G349100.1.p, Aqcoe3G349100.3.p	AH002845-RA
OG0013345	Aqcoe3G054400.1.p	AH014105-RA
OG0013346	Aqcoe3G243400.1.p	AH011416-RA
OG0013347	Aqcoe3G430000.1.p	AH015591-RA
OG0013348	Aqcoe3G370000.1.p	AH022012-RA
OG0013349	Aqcoe3G068900.1.p	AH018431-RA
OG0013351	Aqcoe3G400800.1.p	AH017186-RA
OG0013352	Aqcoe3G118100.1.p	AH004110-RA
OG0013353	Aqcoe3G410600.1.p	AH006280-RA
OG0013355	Aqcoe3G198600.1.p	AH013853-RA
OG0013358	Aqcoe3G021800.1.p	AH017207-RA
OG0013359	Aqcoe3G257700.1.p	AH015011-RA
OG0013361	Aqcoe3G424200.1.p	AH017048-RA
OG0013363	Aqcoe3G304500.1.p	AH023443-RA
OG0013364	Aqcoe3G045100.1.p	AH003445-RA
OG0013365	Aqcoe3G401300.1.p	AH005393-RA
OG0013552	Aqcoe2G060400.1.p	AH006929-RA
OG0013554	Aqcoe6G265500.1.p	AH015496-RA
OG0013556	Aqcoe2G192900.1.p	AH023013-RA
OG0013557	Aqcoe2G128800.1.p	AH007932-RA
OG0013558	Aqcoe2G267000.1.p, Aqcoe6G025300.1.p	AH007728-RA, AH010989-RA, AH020874-RA, AH010659-RA
OG0013560	Aqcoe2G369500.1.p	AH016354-RA
OG0013561	Aqcoe2G334800.1.p	AH010444-RA
OG0013562	Aqcoe2G037400.1.p	AH019165-RA
OG0013563	Aqcoe2G257500.1.p	AH017270-RA
OG0013564	Aqcoe1G122100.1.p, Aqcoe2G216500.1.p	AH000406-RA
OG0013565	Aqcoe2G077000.1.p	AH016299-RA
OG0013566	Aqcoe2G188700.1.p	AH015579-RA
OG0013567	Aqcoe2G093400.1.p	AH018436-RA
OG0013569	Aqcoe2G113900.1.p	AH005977-RA, AH005976-RA
OG0013571	Aqcoe2G141500.1.p	AH010217-RA
OG0013572	Aqcoe2G239800.1.p	AH019991-RA
OG0013574	Aqcoe2G209800.2.p, Aqcoe2G209800.1.p	AH021730-RA
OG0013576	Aqcoe2G112000.1.p, Aqcoe6G033100.1.p	AH022038-RA, AH022037-RA
OG0013577	Aqcoe2G078000.1.p	AH013218-RA
OG0013579	Aqcoe2G281200.1.p	AH012971-RA, AH022062-RA
OG0013582	Aqcoe2G264700.1.p	AH017671-RA
OG0013583	Aqcoe2G330900.1.p, Aqcoe1379s0001.1.p	AH017392-RA
OG0013584	Aqcoe2G012200.1.p	AH019048-RA
OG0013586	Aqcoe2G108800.1.p, Aqcoe1G444100.1.p	AH007152-RA
OG0013588	Aqcoe2G275400.1.p	AH019856-RA
OG0013589	Aqcoe2G367300.1.p	AH007326-RA
OG0013591	Aqcoe2G386800.1.p	AH002093-RA
OG0013592	Aqcoe2G391400.1.p	AH021907-RA
OG0013594	Aqcoe2G306400.1.p	AH008833-RA
OG0013596	Aqcoe2G023300.1.p	AH017817-RA
OG0013600	Aqcoe0082s0002.1.p, Aqcoe6G320100.1.p	AH001604-RA
OG0013601	Aqcoe6G116200.1.p	AH001333-RA
OG0013602	Aqcoe6G034400.1.p	AH020013-RA
OG0013603	Aqcoe3G121400.1.p, Aqcoe1G282100.1.p, Aqcoe6G218800.1.p, Aqcoe1G097600.1.p, Aqcoe5G341700.1.p	AH011213-RA
OG0013604	Aqcoe4G022700.1.p, Aqcoe6G229100.1.p	AH022290-RA
OG0013606	Aqcoe6G227500.1.p	AH004964-RA
OG0013607	Aqcoe6G161600.1.p	AH005621-RA
OG0013609	Aqcoe6G174200.1.p	AH001588-RA
OG0013610	Aqcoe6G092500.1.p, Aqcoe6G092500.2.p	AH008890-RA
OG0013611	Aqcoe6G047200.1.p	AH008503-RA
OG0013614	Aqcoe6G042100.1.p, Aqcoe5G346100.1.p, Aqcoe7G335600.1.p	AH004863-RA
OG0013616	Aqcoe6G202200.1.p	AH002206-RA
OG0013617	Aqcoe6G013300.1.p	AH009046-RA
OG0013619	Aqcoe6G001300.1.p	AH004247-RA
OG0013620	Aqcoe6G297900.1.p	AH023407-RA
OG0013622	Aqcoe6G229700.2.p, Aqcoe6G229700.1.p	AH023698-RA
