Orthogroup	A_coerulea.proteins	D_spatulata.proteins
OG0008071	Aqcoe6G111800.1.p	Ds_00009793-RA, Ds_00015326-RA
OG0008072	Aqcoe6G068900.2.p, Aqcoe6G068900.1.p	Ds_00001239-RA
OG0008074	Aqcoe4G005000.1.p, Aqcoe4G005000.2.p, Aqcoe6G249800.1.p, Aqcoe1G183200.1.p	Ds_00005319-RA
OG0008075	Aqcoe6G076000.1.p, Aqcoe6G076000.2.p	Ds_00003494-RA
OG0008076	Aqcoe6G287700.1.p, Aqcoe6G142000.1.p	Ds_00016309-RA
OG0008077	Aqcoe7G323400.1.p, Aqcoe6G139400.1.p	Ds_00014880-RA
OG0008078	Aqcoe3G212500.1.p, Aqcoe3G212500.2.p, Aqcoe6G061400.1.p	Ds_00012140-RA
OG0008079	Aqcoe6G084700.1.p	Ds_00003498-RA
OG0008080	Aqcoe6G037900.1.p, Aqcoe6G277500.1.p	Ds_00007733-RA
OG0008082	Aqcoe6G015100.1.p, Aqcoe6G015100.2.p	Ds_00001954-RA
OG0008083	Aqcoe5G162100.2.p, Aqcoe5G162100.1.p, Aqcoe6G155100.1.p	Ds_00003513-RA
OG0008084	Aqcoe6G122700.1.p	Ds_00016602-RA
OG0008086	Aqcoe6G009600.1.p	Ds_00002882-RA
OG0008087	Aqcoe5G104500.1.p, Aqcoe5G104500.2.p, Aqcoe6G287800.1.p	Ds_00000539-RA
OG0008088	Aqcoe6G316100.2.p, Aqcoe6G316100.1.p	Ds_00002490-RA
OG0008089	Aqcoe6G313300.1.p	Ds_00009383-RA
OG0008091	Aqcoe6G077700.1.p	Ds_00010955-RA
OG0008092	Aqcoe6G077300.1.p	Ds_00003599-RA
OG0008094	Aqcoe6G007400.1.p	Ds_00010420-RA
OG0008095	Aqcoe6G020300.1.p	Ds_00001616-RA
OG0008096	Aqcoe6G017600.1.p, Aqcoe6G017700.1.p	Ds_00013215-RA
OG0008097	Aqcoe5G103300.2.p, Aqcoe5G103300.1.p	Ds_00011101-RA
OG0008098	Aqcoe6G096300.1.p	Ds_00007899-RA
OG0008099	Aqcoe5G321500.1.p, Aqcoe6G250400.1.p	Ds_00000750-RA
OG0008100	Aqcoe6G179100.3.p, Aqcoe6G179100.4.p, Aqcoe6G179100.2.p, Aqcoe6G179100.1.p	Ds_00000427-RA
OG0008101	Aqcoe6G111500.1.p	Ds_00011198-RA
OG0008102	Aqcoe6G193700.5.p, Aqcoe6G193700.1.p	Ds_00016025-RA, Ds_00000085-RA
OG0008103	Aqcoe6G057200.2.p, Aqcoe6G057200.1.p, Aqcoe6G057100.1.p	Ds_00014022-RA
OG0008104	Aqcoe6G244000.2.p, Aqcoe6G244000.1.p, Aqcoe6G244000.3.p	Ds_00010271-RA, Ds_00008052-RA, Ds_00007552-RA, Ds_00002789-RA, Ds_00011269-RA, Ds_00010270-RA
OG0008105	Aqcoe6G142700.1.p, Aqcoe6G142700.3.p, Aqcoe6G142700.2.p	Ds_00000278-RA
OG0008108	Aqcoe6G080400.1.p, Aqcoe0115s0003.1.p	Ds_00017335-RA, Ds_00007599-RA
OG0008109	Aqcoe6G167400.1.p	Ds_00007487-RA, Ds_00011640-RA
OG0008110	Aqcoe6G295600.2.p, Aqcoe6G295600.1.p, Aqcoe6G295600.3.p	Ds_00012146-RA
OG0008111	Aqcoe6G011900.2.p, Aqcoe6G011900.1.p	Ds_00002885-RA
OG0008114	Aqcoe6G328600.1.p	Ds_00010984-RA
OG0008115	Aqcoe6G027100.1.p	Ds_00003978-RA, Ds_00003979-RA
OG0008117	Aqcoe6G184200.3.p, Aqcoe6G184200.1.p, Aqcoe6G184200.2.p	Ds_00007222-RA
OG0008119	Aqcoe6G084600.1.p	Ds_00008838-RA, Ds_00008837-RA
OG0008120	Aqcoe6G196400.4.p, Aqcoe6G196400.3.p, Aqcoe6G196400.5.p, Aqcoe6G196400.2.p, Aqcoe6G196400.1.p	Ds_00005423-RA
OG0008121	Aqcoe6G115400.1.p	Ds_00011213-RA
OG0008122	Aqcoe6G208700.1.p	Ds_00000024-RA
OG0008123	Aqcoe6G049900.1.p	Ds_00007952-RA
OG0008124	Aqcoe6G076900.1.p	Ds_00000007-RA
OG0008125	Aqcoe6G291400.1.p	Ds_00009414-RA
OG0008126	Aqcoe6G214000.1.p	Ds_00002550-RA, Ds_00000518-RA, Ds_00000517-RA, Ds_00003785-RA
OG0008127	Aqcoe6G112800.3.p, Aqcoe6G112800.2.p, Aqcoe6G112800.1.p	Ds_00007872-RA
OG0008128	Aqcoe6G198000.1.p	Ds_00011985-RA
OG0008130	Aqcoe6G120100.1.p	Ds_00016610-RA
OG0008131	Aqcoe5G198900.2.p, Aqcoe5G198900.3.p, Aqcoe5G198900.1.p, Aqcoe6G110900.1.p	Ds_00004826-RA
OG0008132	Aqcoe6G171500.1.p	Ds_00015721-RA
OG0008133	Aqcoe6G184300.1.p	Ds_00008206-RA
OG0008134	Aqcoe6G021300.1.p	Ds_00001615-RA, Ds_00003521-RA
OG0008135	Aqcoe6G246200.1.p, Aqcoe6G085000.1.p	Ds_00013069-RA
OG0008136	Aqcoe6G065400.1.p	Ds_00002479-RA
OG0008137	Aqcoe6G007300.1.p	Ds_00005470-RA
OG0008139	Aqcoe6G081000.1.p	Ds_00012841-RA, Ds_00010960-RA
OG0008140	Aqcoe6G056900.1.p	Ds_00012781-RA
OG0008141	Aqcoe6G117900.1.p	Ds_00016599-RA
OG0008142	Aqcoe6G025000.1.p	Ds_00012127-RA
OG0008143	Aqcoe6G188800.1.p	Ds_00017974-RA
OG0008144	Aqcoe6G318700.1.p	Ds_00002486-RA
OG0008145	Aqcoe6G024200.1.p, Aqcoe6G024200.2.p	Ds_00001948-RA
OG0008146	Aqcoe6G140900.1.p, Aqcoe6G140900.2.p	Ds_00004508-RA
OG0008147	Aqcoe6G173200.1.p	Ds_00012238-RA
OG0008148	Aqcoe5G369200.5.p, Aqcoe5G369200.1.p, Aqcoe0300s0003.1.p	Ds_00003851-RA
OG0008149	Aqcoe4G103100.1.p, Aqcoe4G103100.2.p, Aqcoe7G244200.1.p	Ds_00001783-RA
OG0008150	Aqcoe4G293800.1.p, Aqcoe4G293800.2.p	Ds_00010257-RA
OG0008151	Aqcoe4G129900.2.p, Aqcoe4G129900.1.p	Ds_00016757-RA
OG0008152	Aqcoe4G068000.1.p, Aqcoe4G067500.1.p	Ds_00003802-RA
OG0008154	Aqcoe4G001500.2.p, Aqcoe4G001500.1.p, Aqcoe4G001500.4.p, Aqcoe4G001500.3.p	Ds_00007748-RA
OG0008155	Aqcoe1G212100.1.p, Aqcoe4G024600.1.p	Ds_00001233-RA
OG0008156	Aqcoe4G029200.1.p, Aqcoe4G029200.2.p	Ds_00007453-RA
OG0008157	Aqcoe1G317200.1.p	Ds_00015122-RA
OG0008159	Aqcoe4G053000.2.p, Aqcoe4G053000.1.p	Ds_00011505-RA
OG0008160	Aqcoe4G000300.2.p, Aqcoe4G000300.1.p	Ds_00003531-RA
OG0008161	Aqcoe4G050800.1.p, Aqcoe1G288000.1.p	Ds_00012315-RA, Ds_00014855-RA
OG0008162	Aqcoe4G277700.1.p, Aqcoe4G277400.2.p, Aqcoe4G277400.1.p, Aqcoe4G146500.1.p	Ds_00001707-RA
OG0008164	Aqcoe4G311700.1.p	Ds_00004079-RA
OG0008165	Aqcoe4G003900.1.p, Aqcoe4G003900.3.p, Aqcoe4G003900.2.p	Ds_00002830-RA
OG0008166	Aqcoe4G093300.2.p, Aqcoe4G093300.1.p	Ds_00012904-RA, Ds_00011547-RA
OG0008167	Aqcoe4G000500.1.p	Ds_00004565-RA
OG0008168	Aqcoe4G008900.2.p, Aqcoe4G008900.1.p	Ds_00015648-RA
OG0008170	Aqcoe4G206300.2.p, Aqcoe4G206300.3.p, Aqcoe4G206300.1.p, Aqcoe1G471800.3.p, Aqcoe1G471800.2.p, Aqcoe1G471800.1.p	Ds_00014137-RA
OG0008171	Aqcoe4G260200.1.p	Ds_00015883-RA
OG0008173	Aqcoe4G263000.1.p	Ds_00015885-RA
OG0008174	Aqcoe4G229700.5.p, Aqcoe4G229700.1.p, Aqcoe4G229700.6.p, Aqcoe4G229700.3.p, Aqcoe4G229700.2.p	Ds_00002946-RA
OG0008175	Aqcoe4G128000.2.p, Aqcoe4G128000.1.p	Ds_00016727-RA
OG0008177	Aqcoe3G117600.1.p, Aqcoe4G080300.1.p	Ds_00008138-RA, Ds_00013232-RA, Ds_00012278-RA, Ds_00013083-RA, Ds_00012277-RA, Ds_00015181-RA, Ds_00015263-RA, Ds_00013148-RA, Ds_00009675-RA, Ds_00014237-RA, Ds_00008139-RA, Ds_00016745-RA, Ds_00005946-RA
OG0008178	Aqcoe5G109300.2.p, Aqcoe5G109300.1.p, Aqcoe4G077700.1.p	Ds_00017035-RA, Ds_00008200-RA
OG0008179	Aqcoe4G303800.1.p	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA
OG0008180	Aqcoe4G285400.1.p	Ds_00014612-RA
OG0008181	Aqcoe7G178500.2.p, Aqcoe7G178500.1.p, Aqcoe4G128900.1.p	Ds_00002004-RA
OG0008182	Aqcoe7G043800.1.p	Ds_00009959-RA
OG0008183	Aqcoe7G270900.3.p, Aqcoe7G270900.2.p, Aqcoe7G270900.1.p	Ds_00006914-RA
OG0008184	Aqcoe7G008600.1.p	Ds_00012512-RA
OG0008185	Aqcoe7G277300.1.p, Aqcoe5G293000.1.p	Ds_00005022-RA
OG0008186	Aqcoe7G423200.1.p	Ds_00011847-RA
OG0008187	Aqcoe7G106200.3.p, Aqcoe7G106200.1.p, Aqcoe7G106200.2.p	Ds_00004630-RA
OG0008188	Aqcoe7G126600.1.p, Aqcoe7G126600.2.p	Ds_00007338-RA
OG0008189	Aqcoe7G172400.1.p	Ds_00000732-RA
OG0008190	Aqcoe7G308700.1.p	Ds_00007920-RA
OG0008191	Aqcoe7G371700.1.p, Aqcoe7G371700.2.p	Ds_00011469-RA
OG0008192	Aqcoe7G129600.1.p	Ds_00000800-RA
OG0008193	Aqcoe7G004700.1.p	Ds_00015027-RA
OG0008195	Aqcoe7G399200.1.p	Ds_00002422-RA, Ds_00000721-RA
OG0008196	Aqcoe7G347400.1.p	Ds_00017576-RA, Ds_00003919-RA
OG0008197	Aqcoe7G035800.1.p	Ds_00001303-RA
OG0008198	Aqcoe7G246500.1.p	Ds_00003360-RA
OG0008199	Aqcoe7G355600.1.p, Aqcoe7G355600.2.p, Aqcoe0021s0003.1.p	Ds_00010459-RA
OG0008200	Aqcoe7G232700.1.p, Aqcoe7G141900.1.p, Aqcoe7G141800.1.p, Aqcoe3G268400.1.p	Ds_00012408-RA
OG0008201	Aqcoe7G049300.3.p, Aqcoe7G049300.2.p, Aqcoe7G049300.1.p	Ds_00008785-RA
OG0008202	Aqcoe7G329400.1.p	Ds_00007976-RA, Ds_00017356-RA
OG0008203	Aqcoe7G034700.1.p	Ds_00003574-RA, Ds_00003565-RA
OG0008204	Aqcoe7G019700.1.p, Aqcoe7G019700.3.p, Aqcoe7G019700.2.p	Ds_00008380-RA
OG0008205	Aqcoe7G144400.1.p	Ds_00003452-RA
OG0008206	Aqcoe7G175100.2.p, Aqcoe7G175100.1.p	Ds_00000727-RA
OG0008207	Aqcoe7G283900.1.p, Aqcoe7G283900.2.p	Ds_00003410-RA
OG0008208	Aqcoe7G295200.1.p	Ds_00008304-RA
OG0008209	Aqcoe7G316400.1.p, Aqcoe7G316400.2.p	Ds_00007947-RA
OG0008210	Aqcoe1G055900.2.p, Aqcoe1G055900.4.p, Aqcoe7G246000.1.p, Aqcoe1G055900.1.p, Aqcoe1G055900.3.p	Ds_00008645-RA
OG0008211	Aqcoe7G333600.2.p, Aqcoe7G333600.1.p	Ds_00017350-RA
OG0008212	Aqcoe7G110600.1.p	Ds_00016425-RA
OG0008213	Aqcoe7G169100.1.p, Aqcoe7G169100.3.p, Aqcoe7G169100.2.p	Ds_00000253-RA
OG0008215	Aqcoe7G074000.1.p	Ds_00002952-RA
OG0008216	Aqcoe7G035200.1.p	Ds_00016409-RA
OG0008217	Aqcoe7G361200.1.p	Ds_00011450-RA
OG0008218	Aqcoe7G421500.1.p	Ds_00008869-RA
OG0008219	Aqcoe7G376800.1.p	Ds_00000224-RA
OG0008220	Aqcoe7G420100.1.p	Ds_00009978-RA
OG0008221	Aqcoe7G011700.1.p	Ds_00002842-RA
OG0008222	Aqcoe7G096000.2.p, Aqcoe7G096000.1.p	Ds_00004866-RA
OG0008223	Aqcoe7G310400.1.p	Ds_00009833-RA
OG0008224	Aqcoe7G050500.1.p	Ds_00009973-RA
OG0008226	Aqcoe7G031500.2.p, Aqcoe7G031500.1.p	Ds_00012491-RA
OG0008227	Aqcoe5G283700.2.p, Aqcoe5G283700.1.p, Aqcoe7G322500.1.p	Ds_00002577-RA, Ds_00015661-RA
OG0008228	Aqcoe5G463500.1.p, Aqcoe7G007700.1.p	Ds_00008957-RA
OG0008229	Aqcoe7G242200.1.p	Ds_00009822-RA, Ds_00015769-RA, Ds_00003415-RA
OG0008230	Aqcoe7G071200.1.p	Ds_00009906-RA
OG0008231	Aqcoe7G006400.1.p	Ds_00005631-RA
OG0008232	Aqcoe7G238700.1.p	Ds_00012776-RA
OG0008233	Aqcoe7G367000.1.p	Ds_00004212-RA
OG0008234	Aqcoe7G338200.1.p	Ds_00017346-RA, Ds_00016438-RA
OG0008235	Aqcoe7G005500.2.p, Aqcoe7G005500.1.p, Aqcoe7G005500.3.p	Ds_00002221-RA
OG0008236	Aqcoe7G202000.1.p	Ds_00007280-RA, Ds_00012875-RA
OG0008237	Aqcoe3G112300.1.p, Aqcoe7G183200.1.p, Aqcoe7G183200.2.p	Ds_00000063-RA
OG0008238	Aqcoe7G065800.1.p, Aqcoe7G119500.1.p	Ds_00008872-RA
OG0008239	Aqcoe7G431600.1.p	Ds_00002336-RA
OG0008240	Aqcoe7G018700.1.p	Ds_00001282-RA
OG0008241	Aqcoe7G280600.1.p, Aqcoe7G280600.2.p	Ds_00000683-RA
OG0008242	Aqcoe7G182700.1.p	Ds_00009917-RA
OG0008243	Aqcoe7G384700.1.p, Aqcoe7G384700.2.p	Ds_00000666-RA
OG0008244	Aqcoe7G035600.1.p	Ds_00016412-RA
OG0008245	Aqcoe7G393900.1.p, Aqcoe1G339300.3.p, Aqcoe1G339300.1.p, Aqcoe1G339300.2.p	Ds_00015770-RA
OG0008246	Aqcoe7G129700.1.p	Ds_00000193-RA
OG0008248	Aqcoe7G255200.1.p	Ds_00008541-RA
OG0008249	Aqcoe7G361100.1.p	Ds_00000642-RA
OG0008250	Aqcoe3G052900.1.p, Aqcoe7G432500.1.p	Ds_00017670-RA, Ds_00013311-RA
OG0008251	Aqcoe7G093000.1.p	Ds_00009216-RA
OG0008252	Aqcoe7G109400.2.p, Aqcoe7G109400.1.p, Aqcoe7G109400.4.p, Aqcoe7G109400.3.p	Ds_00008234-RA
OG0008253	Aqcoe7G110200.3.p, Aqcoe7G110200.1.p, Aqcoe7G110200.2.p	Ds_00000473-RA
OG0008254	Aqcoe7G420200.1.p, Aqcoe7G420200.2.p	Ds_00000223-RA
OG0008255	Aqcoe7G233500.1.p	Ds_00000667-RA
OG0008256	Aqcoe7G098000.1.p	Ds_00007373-RA
OG0008257	Aqcoe7G129100.1.p	Ds_00000195-RA
OG0008259	Aqcoe5G287200.7.p, Aqcoe5G287200.4.p, Aqcoe5G287200.1.p, Aqcoe5G287200.5.p, Aqcoe5G287200.3.p, Aqcoe7G274000.1.p, Aqcoe7G274000.2.p	Ds_00015128-RA
OG0008260	Aqcoe7G296200.1.p	Ds_00015775-RA
OG0008262	Aqcoe7G129900.1.p	Ds_00000191-RA
OG0008263	Aqcoe7G177300.1.p	Ds_00009945-RA
OG0008264	Aqcoe7G144200.1.p	Ds_00013659-RA, Ds_00013661-RA
OG0008267	Aqcoe1G261200.3.p, Aqcoe1G261200.2.p, Aqcoe1G261200.1.p	Ds_00001794-RA
OG0008269	Aqcoe1G267600.1.p, Aqcoe1G267500.1.p	Ds_00001157-RA
OG0008270	Aqcoe1G093700.1.p, Aqcoe1G093700.2.p	Ds_00003881-RA
OG0008271	Aqcoe1G164600.2.p, Aqcoe1G164600.1.p	Ds_00003340-RA
OG0008272	Aqcoe1G275700.1.p	Ds_00004516-RA
OG0008273	Aqcoe1G178700.1.p	Ds_00004280-RA
OG0008274	Aqcoe1G411700.1.p	Ds_00017109-RA
OG0008275	Aqcoe1G295300.1.p, Aqcoe1G479100.2.p, Aqcoe1G479100.1.p	Ds_00009576-RA
OG0008276	Aqcoe1G456600.1.p	Ds_00008347-RA
OG0008277	Aqcoe1G320600.1.p, Aqcoe1G320600.2.p, Aqcoe1G259600.1.p	Ds_00002177-RA
OG0008279	Aqcoe5G455300.2.p, Aqcoe5G455300.1.p, Aqcoe5G455300.3.p, Aqcoe1G133500.1.p	Ds_00007408-RA
OG0008281	Aqcoe1G171700.1.p	Ds_00003322-RA
OG0008282	Aqcoe1G427400.1.p, Aqcoe1G427400.2.p, Aqcoe1G427400.3.p	Ds_00010145-RA
OG0008283	Aqcoe1G013300.2.p, Aqcoe1G013300.1.p	Ds_00007615-RA
OG0008284	Aqcoe1G418700.3.p, Aqcoe1G418700.1.p, Aqcoe1G418700.4.p, Aqcoe1G418700.2.p	Ds_00013504-RA
OG0008285	Aqcoe1G273600.1.p, Aqcoe1G273600.3.p, Aqcoe1G273600.4.p, Aqcoe1G273600.2.p	Ds_00015202-RA
OG0008286	Aqcoe1G446800.1.p	Ds_00006054-RA
OG0008287	Aqcoe1G140200.1.p, Aqcoe1G140200.2.p, Aqcoe1G140300.1.p	Ds_00006161-RA, Ds_00006951-RA
OG0008288	Aqcoe1G256100.1.p	Ds_00012302-RA
OG0008291	Aqcoe1G240300.1.p	Ds_00001192-RA
OG0008292	Aqcoe1G070000.1.p, Aqcoe1G070000.2.p	Ds_00014914-RA
OG0008293	Aqcoe1G161000.1.p	Ds_00000867-RA, Ds_00004753-RA
OG0008294	Aqcoe1G022300.1.p, Aqcoe1G022300.3.p, Aqcoe1G022300.2.p, Aqcoe5G089600.1.p	Ds_00004695-RA
OG0008295	Aqcoe1G377600.1.p	Ds_00004937-RA
OG0008296	Aqcoe1G479200.1.p	Ds_00010324-RA
OG0008297	Aqcoe1G445700.1.p, Aqcoe1G445700.2.p	Ds_00004642-RA
OG0008298	Aqcoe1G310500.1.p	Ds_00005270-RA
OG0008299	Aqcoe1G200000.1.p	Ds_00004046-RA
OG0008301	Aqcoe1G069800.2.p, Aqcoe1G069800.1.p	Ds_00008298-RA
OG0008302	Aqcoe1G167700.1.p	Ds_00003321-RA
OG0008303	Aqcoe3G252800.1.p, Aqcoe3G252800.2.p, Aqcoe1G344300.1.p	Ds_00009519-RA
OG0008304	Aqcoe1G159700.3.p, Aqcoe1G159700.1.p, Aqcoe1G159700.2.p	Ds_00006942-RA
OG0008305	Aqcoe1G190400.6.p, Aqcoe1G190400.3.p, Aqcoe1G190400.5.p, Aqcoe1G190400.4.p, Aqcoe1G190400.2.p, Aqcoe1G190400.1.p	Ds_00009496-RA
OG0008306	Aqcoe1G246600.1.p	Ds_00001187-RA, Ds_00001184-RA
OG0008307	Aqcoe1G499400.1.p	Ds_00017172-RA
OG0008308	Aqcoe1G446500.1.p	Ds_00006055-RA
OG0008310	Aqcoe1G026500.1.p, Aqcoe1G026700.1.p	Ds_00017122-RA
OG0008311	Aqcoe1G215600.1.p	Ds_00006863-RA
OG0008312	Aqcoe5G148200.1.p, Aqcoe5G148200.3.p, Aqcoe5G148200.2.p, Aqcoe1G461500.1.p, Aqcoe1G461500.2.p	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA
OG0008313	Aqcoe1G432500.1.p, Aqcoe1G432500.2.p, Aqcoe1G432500.3.p, Aqcoe1G433000.1.p	Ds_00001459-RA
OG0008314	Aqcoe1G200400.1.p	Ds_00012740-RA
OG0008315	Aqcoe1G490100.1.p	Ds_00017907-RA
OG0008317	Aqcoe1G155400.2.p, Aqcoe1G155400.1.p	Ds_00011843-RA
OG0008319	Aqcoe1G110700.1.p	Ds_00008342-RA
OG0008320	Aqcoe1G248100.1.p	Ds_00014273-RA
OG0008321	Aqcoe1G444700.1.p	Ds_00002087-RA
OG0008322	Aqcoe1G353900.1.p	Ds_00017828-RA
OG0008323	Aqcoe1G423900.1.p	Ds_00011592-RA
OG0008324	Aqcoe1G491900.1.p	Ds_00004124-RA
OG0008325	Aqcoe1G021600.1.p	Ds_00006106-RA
OG0008326	Aqcoe1G254500.1.p	Ds_00011534-RA
OG0008327	Aqcoe1G140600.1.p	Ds_00012236-RA
OG0008328	Aqcoe1G180100.1.p	Ds_00004272-RA
OG0008329	Aqcoe1G014900.1.p	Ds_00007613-RA
OG0008330	Aqcoe1G324700.1.p	Ds_00007723-RA
OG0008331	Aqcoe1G390900.1.p, Aqcoe3G365000.2.p, Aqcoe3G365000.1.p	Ds_00013062-RA
OG0008332	Aqcoe1G092000.1.p	Ds_00005138-RA
OG0008333	Aqcoe1G031900.2.p, Aqcoe1G031900.3.p, Aqcoe1G031900.1.p	Ds_00011006-RA
OG0008334	Aqcoe1G475500.2.p, Aqcoe1G475500.1.p	Ds_00003268-RA
OG0008335	Aqcoe1G078000.1.p	Ds_00013996-RA
OG0008336	Aqcoe1G393900.1.p	Ds_00006643-RA
OG0008337	Aqcoe1G355900.1.p	Ds_00013989-RA
OG0008338	Aqcoe1G149900.1.p	Ds_00013927-RA
OG0008339	Aqcoe1G423200.1.p	Ds_00002324-RA
OG0008340	Aqcoe1G033600.1.p	Ds_00017524-RA
OG0008341	Aqcoe1G139600.1.p	Ds_00002015-RA
OG0008342	Aqcoe1G112100.2.p, Aqcoe1G112100.1.p	Ds_00002051-RA
OG0008343	Aqcoe1G303300.1.p	Ds_00002175-RA
OG0008345	Aqcoe1G020500.1.p	Ds_00007180-RA
OG0008346	Aqcoe1G161800.1.p	Ds_00003405-RA, Ds_00017978-RA
OG0008347	Aqcoe1G221100.1.p	Ds_00017534-RA
OG0008348	Aqcoe1G240400.1.p	Ds_00001191-RA
OG0008349	Aqcoe1G487600.1.p, Aqcoe1G487600.2.p	Ds_00005203-RA
OG0008350	Aqcoe1G163400.1.p	Ds_00013260-RA
OG0008351	Aqcoe1G162100.5.p, Aqcoe1G162100.2.p, Aqcoe1G162100.1.p, Aqcoe1G162100.3.p	Ds_00000974-RA
OG0008352	Aqcoe1G483700.2.p, Aqcoe1G483700.1.p	Ds_00014159-RA, Ds_00016962-RA
OG0008353	Aqcoe1G348700.1.p, Aqcoe3G126900.1.p, Aqcoe5G311800.1.p	Ds_00005907-RA
OG0008354	Aqcoe1G031700.2.p, Aqcoe1G031700.1.p	Ds_00014763-RA
OG0008355	Aqcoe1G354200.1.p	Ds_00014818-RA
OG0008356	Aqcoe1G374200.1.p	Ds_00010253-RA
OG0008357	Aqcoe1G083700.1.p	Ds_00001301-RA
OG0008358	Aqcoe1G026200.1.p	Ds_00016638-RA
OG0008359	Aqcoe1G042100.1.p, Aqcoe1G042100.2.p	Ds_00004817-RA
OG0008360	Aqcoe1G462700.1.p, Aqcoe1G462700.2.p	Ds_00016767-RA
OG0008361	Aqcoe5G254800.1.p	Ds_00013409-RA
OG0008362	Aqcoe5G325500.1.p	Ds_00009757-RA
OG0008363	Aqcoe5G038400.1.p	Ds_00003175-RA
OG0008364	Aqcoe5G473500.1.p, Aqcoe5G473600.1.p	Ds_00005586-RA, Ds_00005589-RA
OG0008365	Aqcoe5G474200.1.p	Ds_00007880-RA
OG0008366	Aqcoe5G453300.3.p, Aqcoe5G453300.1.p, Aqcoe5G453300.2.p	Ds_00014226-RA
OG0008367	Aqcoe5G341800.1.p	Ds_00010585-RA
OG0008369	Aqcoe5G003900.3.p, Aqcoe5G003900.2.p, Aqcoe5G003900.1.p	Ds_00015297-RA
OG0008371	Aqcoe5G344900.1.p, Aqcoe3G158700.1.p	Ds_00017650-RA, Ds_00009767-RA
OG0008372	Aqcoe5G354200.2.p, Aqcoe5G354200.1.p, Aqcoe3G312700.1.p	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008373	Aqcoe5G079600.1.p, Aqcoe5G077800.1.p, Aqcoe5G078300.1.p, Aqcoe5G079200.1.p, Aqcoe5G077700.1.p, Aqcoe5G078200.1.p, Aqcoe5G079400.1.p, Aqcoe5G079000.1.p, Aqcoe3G047500.1.p, Aqcoe3G046000.1.p, Aqcoe3G047600.1.p, Aqcoe3G099200.1.p	Ds_00000412-RA
OG0008374	Aqcoe5G316400.1.p	Ds_00010416-RA
OG0008375	Aqcoe5G086400.1.p	Ds_00003890-RA
OG0008376	Aqcoe5G395300.1.p	Ds_00009688-RA
OG0008377	Aqcoe5G370800.1.p, Aqcoe5G370800.2.p, Aqcoe3G190100.1.p	Ds_00001921-RA
OG0008378	Aqcoe5G407700.1.p	Ds_00013606-RA, Ds_00007397-RA
OG0008379	Aqcoe5G193000.1.p	Ds_00007538-RA
OG0008380	Aqcoe5G452000.1.p, Aqcoe5G452000.2.p	Ds_00004739-RA
OG0008381	Aqcoe5G216100.1.p	Ds_00015924-RA
OG0008382	Aqcoe5G309500.1.p	Ds_00004185-RA
OG0008383	Aqcoe5G039500.2.p, Aqcoe5G039500.1.p	Ds_00013905-RA
OG0008384	Aqcoe5G040000.1.p	Ds_00017056-RA
OG0008385	Aqcoe5G060700.1.p	Ds_00000692-RA
OG0008386	Aqcoe5G349800.2.p, Aqcoe5G349800.1.p	Ds_00005708-RA
OG0008387	Aqcoe5G440000.3.p, Aqcoe5G440000.2.p, Aqcoe5G440000.1.p	Ds_00004555-RA
OG0008388	Aqcoe5G369700.1.p	Ds_00014057-RA
OG0008390	Aqcoe5G052700.1.p	Ds_00004677-RA
OG0008391	Aqcoe5G031700.1.p, Aqcoe5G031700.3.p, Aqcoe5G031700.2.p, Aqcoe3G198900.1.p, Aqcoe3G198900.2.p	Ds_00009582-RA
OG0008392	Aqcoe5G235900.2.p, Aqcoe5G235900.1.p	Ds_00011192-RA
OG0008394	Aqcoe5G415500.1.p	Ds_00014625-RA
OG0008395	Aqcoe5G084700.1.p	Ds_00001396-RA
OG0008396	Aqcoe5G350000.1.p	Ds_00009171-RA
OG0008397	Aqcoe5G273800.1.p	Ds_00013612-RA
OG0008398	Aqcoe5G043900.1.p	Ds_00004617-RA
OG0008399	Aqcoe5G443000.2.p, Aqcoe5G443000.1.p, Aqcoe5G442900.1.p	Ds_00012500-RA
OG0008400	Aqcoe5G436700.1.p	Ds_00015822-RA
OG0008401	Aqcoe5G150100.1.p	Ds_00003010-RA
OG0008402	Aqcoe5G359700.1.p, Aqcoe5G359700.2.p	Ds_00008040-RA
OG0008403	Aqcoe5G123500.3.p, Aqcoe5G123500.2.p	Ds_00015038-RA
OG0008404	Aqcoe5G447900.2.p, Aqcoe5G447900.1.p	Ds_00013589-RA
OG0008405	Aqcoe5G224400.1.p, Aqcoe5G224400.2.p	Ds_00012509-RA
OG0008406	Aqcoe5G190200.1.p	Ds_00016607-RA
OG0008408	Aqcoe5G041900.1.p	Ds_00014412-RA
OG0008409	Aqcoe3G134400.1.p, Aqcoe5G382600.1.p	Ds_00010734-RA, Ds_00010726-RA
OG0008410	Aqcoe5G294400.1.p	Ds_00001035-RA
OG0008411	Aqcoe5G326000.1.p	Ds_00004301-RA
OG0008412	Aqcoe5G126200.1.p, Aqcoe5G126200.2.p	Ds_00000080-RA
OG0008413	Aqcoe5G421300.1.p	Ds_00009896-RA
OG0008414	Aqcoe5G123200.1.p	Ds_00007458-RA
OG0008415	Aqcoe5G009800.1.p	Ds_00007600-RA
OG0008416	Aqcoe5G324400.1.p	Ds_00005453-RA
