Orthogroup	A_coerulea.proteins	B_vulgaris.proteins
OG0012158	Aqcoe4G310700.1.p	Bevul.4G007600.1.p
OG0012159	Aqcoe4G072400.1.p	Bevul.4G070700.1.p
OG0012160	Aqcoe4G235700.1.p	Bevul.4G038300.1.p
OG0012161	Aqcoe1G263100.1.p, Aqcoe4G157400.1.p, Aqcoe7G209600.1.p, Aqcoe1G299000.1.p, Aqcoe1G263000.1.p, Aqcoe7G208200.1.p, Aqcoe7G152900.1.p, Aqcoe4G078200.1.p, Aqcoe7G301300.1.p, Aqcoe4G150500.1.p	Bevul.1G035500.1.p, Bevul.2G182800.1.p, Bevul.5G170800.1.p, Bevul.6G153100.1.p
OG0012162	Aqcoe4G014400.1.p	Bevul.9G018300.1.p
OG0012163	Aqcoe4G051100.1.p	Bevul.8G013300.1.p
OG0012164	Aqcoe4G225100.1.p	Bevul.8G048300.1.p
OG0012165	Aqcoe4G312100.1.p	Bevul.4G009500.1.p
OG0012166	Aqcoe4G271100.1.p	Bevul.4G151400.1.p
OG0012168	Aqcoe4G059000.1.p	Bevul.9G084300.1.p
OG0012169	Aqcoe4G207000.1.p	Bevul.7G146600.1.p
OG0012171	Aqcoe4G011200.1.p	Bevul.8G086000.1.p
OG0012172	Aqcoe4G260900.1.p, Aqcoe4G260900.2.p	Bevul.8G010400.1.p
OG0012173	Aqcoe7G178000.1.p, Aqcoe7G178000.2.p	Bevul.8G193000.1.p
OG0012174	Aqcoe5G387500.1.p, Aqcoe7G441100.1.p	Bevul.5G239200.1.p
OG0012175	Aqcoe7G071500.1.p, Aqcoe7G071500.2.p	Bevul.5G044300.1.p
OG0012176	Aqcoe7G062200.1.p, Aqcoe7G062400.1.p	Bevul.5G040900.1.p
OG0012177	Aqcoe7G295900.2.p, Aqcoe7G295900.1.p	Bevul.6G041600.1.p
OG0012178	Aqcoe7G080400.1.p	Bevul.5G005900.1.p
OG0012179	Aqcoe7G062700.2.p, Aqcoe7G062700.1.p	Bevul.3G085100.1.p
OG0012180	Aqcoe7G098700.1.p, Aqcoe7G098600.1.p, Aqcoe3G033800.2.p, Aqcoe3G033800.1.p, Aqcoe3G033900.1.p, Aqcoe3G033300.2.p, Aqcoe3G033300.1.p	Bevul.6G132600.1.p
OG0012181	Aqcoe7G444000.1.p, Aqcoe7G025700.1.p	Bevul.8G089700.1.p
OG0012182	Aqcoe7G005700.1.p	Bevul.5G058200.1.p
OG0012185	Aqcoe7G051500.1.p	Bevul.1G121400.1.p
OG0012186	Aqcoe7G149100.1.p	Bevul.9G117700.1.p
OG0012187	Aqcoe7G399400.1.p	Bevul.9G204600.1.p
OG0012188	Aqcoe7G144900.3.p, Aqcoe7G144900.2.p, Aqcoe7G144900.1.p	Bevul.9G115500.1.p
OG0012189	Aqcoe7G418600.1.p, Aqcoe7G144300.1.p	Bevul.8G205300.1.p
OG0012190	Aqcoe7G375500.1.p	Bevul.2G174200.2.p, Bevul.2G174200.1.p
OG0012191	Aqcoe7G193200.1.p	Bevul.8G188100.1.p
OG0012192	Aqcoe7G197600.1.p	Bevul.2G017600.1.p
OG0012193	Aqcoe3G391500.1.p, Aqcoe7G440000.1.p	Bevul.7G163000.1.p
OG0012194	Aqcoe7G241700.2.p, Aqcoe7G241700.1.p	Bevul.6G206400.1.p
OG0012195	Aqcoe7G307900.1.p	Bevul.2G005800.1.p
OG0012196	Aqcoe7G267500.1.p	Bevul.2G181200.1.p
OG0012197	Aqcoe7G075100.1.p, Aqcoe7G075100.2.p	Bevul.5G008900.1.p
OG0012199	Aqcoe7G367100.1.p	Bevul.7G191700.1.p
OG0012200	Aqcoe7G095300.1.p	Bevul.1G148600.1.p
OG0012201	Aqcoe7G142500.1.p	Bevul.2G151400.1.p
OG0012201	Aqcoe7G416900.1.p	Bevul.2G151300.1.p
OG0012202	Aqcoe7G325600.2.p, Aqcoe7G325600.1.p	Bevul.2G133800.1.p
OG0012203	Aqcoe7G073500.1.p	Bevul.3G088200.1.p
OG0012205	Aqcoe7G112500.1.p	Bevul.2G136100.1.p
OG0012206	Aqcoe7G091800.1.p	Bevul.1G141000.1.p
OG0012208	Aqcoe7G059100.1.p, Aqcoe7G216800.1.p, Aqcoe5G426400.1.p	Bevul.3G082900.1.p
OG0012209	Aqcoe7G192000.1.p	Bevul.6G152500.1.p
OG0012210	Aqcoe7G119100.1.p	Bevul.2G139300.2.p, Bevul.2G139300.3.p, Bevul.2G139300.1.p
OG0012211	Aqcoe7G301900.1.p	Bevul.2G002600.2.p, Bevul.2G002600.1.p
OG0012212	Aqcoe7G423800.1.p	Bevul.4G033000.1.p
OG0012213	Aqcoe7G343800.2.p, Aqcoe7G343800.1.p	Bevul.2G006800.1.p
OG0012214	Aqcoe7G112600.1.p	Bevul.2G136200.1.p
OG0012215	Aqcoe7G282600.1.p	Bevul.9G186700.1.p, Bevul.8G164900.1.p
OG0012216	Aqcoe7G151500.1.p	Bevul.8G202600.1.p
OG0012217	Aqcoe7G302400.1.p	Bevul.7G154000.1.p
OG0012218	Aqcoe7G165700.1.p	Bevul.5G222100.1.p
OG0012219	Aqcoe7G181900.1.p	Bevul.2G014400.1.p
OG0012220	Aqcoe7G057700.1.p, Aqcoe7G057900.1.p	Bevul.3G082800.1.p
OG0012221	Aqcoe7G268600.1.p	Bevul.2G181500.1.p
OG0012222	Aqcoe7G149300.1.p	Bevul.8G185800.1.p, Bevul.9G165200.1.p
OG0012223	Aqcoe7G145300.1.p	Bevul.8G204200.1.p
OG0012224	Aqcoe7G108700.1.p	Bevul.3G110000.1.p
OG0012225	Aqcoe7G302800.1.p, Aqcoe7G302700.1.p	Bevul.8G209000.1.p
OG0012226	Aqcoe7G096800.1.p	Bevul.5G101000.1.p
OG0012227	Aqcoe7G298300.1.p, Aqcoe7G309500.1.p	Bevul.3G079100.1.p
OG0012228	Aqcoe7G312500.1.p	Bevul.6G146200.1.p
OG0012229	Aqcoe7G064400.1.p	Bevul.1G128700.1.p
OG0012230	Aqcoe7G436400.1.p	Bevul.8G139700.1.p
OG0012231	Aqcoe7G248000.1.p	Bevul.7G148600.1.p
OG0012233	Aqcoe7G098100.1.p	Bevul.5G167800.1.p
OG0012234	Aqcoe7G254900.1.p, Aqcoe7G254900.3.p, Aqcoe7G254900.2.p, Aqcoe7G254900.4.p, Aqcoe7G254900.5.p	Bevul.8G158600.1.p
OG0012236	Aqcoe7G423000.1.p	Bevul.2G139900.1.p, Bevul.2G139900.2.p
OG0012237	Aqcoe7G089500.1.p	Bevul.5G069100.1.p
OG0012238	Aqcoe7G335400.2.p, Aqcoe7G335400.1.p	Bevul.8G158800.1.p
OG0012239	Aqcoe7G376000.1.p	Bevul.8G168100.1.p
OG0012240	Aqcoe7G299700.1.p	Bevul.7G068600.1.p
OG0012241	Aqcoe7G259900.1.p	Bevul.7G154700.1.p
OG0012242	Aqcoe7G172300.1.p	Bevul.9G207000.1.p
OG0012243	Aqcoe7G003500.1.p	Bevul.5G060600.1.p, Bevul.5G060500.1.p
OG0012244	Aqcoe7G258600.1.p	Bevul.8G211600.1.p
OG0012245	Aqcoe7G233400.1.p	Bevul.2G180800.1.p
OG0012246	Aqcoe7G098800.1.p	Bevul.1G093700.1.p
OG0012247	Aqcoe1G013900.1.p	Bevul.8G034800.1.p
OG0012248	Aqcoe1G450100.1.p	Bevul.7G229200.1.p
OG0012249	Aqcoe1G062000.1.p	Bevul.3G157600.1.p
OG0012251	Aqcoe1G411300.1.p	Bevul.2G245300.1.p
OG0012252	Aqcoe1G074600.1.p	Bevul.4G107800.1.p
OG0012253	Aqcoe1G500800.1.p	Bevul.8G188200.1.p
OG0012255	Aqcoe1G030600.1.p	Bevul.3G188600.1.p
OG0012257	Aqcoe1G258800.1.p	Bevul.4G065200.1.p
OG0012258	Aqcoe1G024800.1.p	Bevul.1G164100.1.p
OG0012259	Aqcoe1G160000.1.p	Bevul.5G055700.1.p
OG0012260	Aqcoe1G243500.1.p	Bevul.8G016900.1.p
OG0012261	Aqcoe1G084600.1.p	Bevul.2G237600.1.p
OG0012262	Aqcoe1G023200.1.p, Aqcoe1G023400.1.p, Aqcoe1G023600.1.p	Bevul.2G188500.1.p
OG0012264	Aqcoe1G039200.2.p, Aqcoe1G039200.1.p	Bevul.2G045500.1.p
OG0012265	Aqcoe1G306300.1.p	Bevul.8G011200.1.p
OG0012266	Aqcoe1G420100.4.p	Bevul.2G164600.1.p
OG0012267	Aqcoe1G250500.1.p	Bevul.4G068800.1.p
OG0012268	Aqcoe1G430300.1.p	Bevul.2G238400.1.p
OG0012270	Aqcoe1G501000.1.p	Bevul.7G003100.2.p, Bevul.7G003100.1.p
OG0012271	Aqcoe1G043700.1.p	Bevul.4G118300.1.p, Bevul.1G081700.1.p
OG0012272	Aqcoe1G100100.1.p, Aqcoe1G100100.2.p	Bevul.8G095000.1.p
OG0012273	Aqcoe1G443700.1.p	Bevul.7G226600.1.p
OG0012274	Aqcoe1G382800.1.p	Bevul.4G217200.1.p
OG0012275	Aqcoe1G069700.1.p	Bevul.5G117100.1.p
OG0012276	Aqcoe1G212200.1.p	Bevul.4G082700.1.p
OG0012277	Aqcoe1G113500.1.p	Bevul.6G226100.1.p
OG0012278	Aqcoe1G185300.1.p	Bevul.8G094200.1.p
OG0012279	Aqcoe1G002500.2.p, Aqcoe1G002500.1.p	Bevul.4G110900.1.p
OG0012280	Aqcoe1G257300.1.p	Bevul.6G063100.1.p, Bevul.6G063500.1.p
OG0012281	Aqcoe1G425100.1.p	Bevul.7G191800.1.p
OG0012282	Aqcoe1G370600.1.p	Bevul.4G174600.1.p
OG0012283	Aqcoe1G166900.1.p	Bevul.2G139600.1.p
OG0012284	Aqcoe1G015000.1.p	Bevul.2G193700.1.p
OG0012285	Aqcoe1G131100.1.p	Bevul.8G212600.1.p
OG0012286	Aqcoe1G061900.1.p	Bevul.4G051300.1.p
OG0012287	Aqcoe1G166600.1.p	Bevul.4G186300.1.p, Bevul.8G119200.1.p
OG0012288	Aqcoe1G149500.1.p	Bevul.7G216500.1.p
OG0012289	Aqcoe1G211900.1.p, Aqcoe1G198900.1.p	Bevul.2G059700.2.p, Bevul.2G059700.1.p
OG0012290	Aqcoe1G280000.1.p, Aqcoe1G280000.2.p	Bevul.8G056800.1.p
OG0012291	Aqcoe1G122000.1.p	Bevul.7G044800.1.p
OG0012292	Aqcoe1G338400.1.p	Bevul.8G047900.1.p
OG0012293	Aqcoe1G096100.1.p	Bevul.5G133800.1.p
OG0012294	Aqcoe1G493100.3.p, Aqcoe1G493100.1.p, Aqcoe1G493100.2.p	Bevul.7G060900.1.p
OG0012295	Aqcoe1G332500.1.p	Bevul.8G001600.1.p
OG0012296	Aqcoe1G077900.1.p	Bevul.9G139600.1.p
OG0012297	Aqcoe1G216400.1.p	Bevul.8G073200.1.p
OG0012298	Aqcoe1G335500.1.p	Bevul.4G019900.1.p
OG0012299	Aqcoe1G428200.1.p, Aqcoe1G428200.2.p	Bevul.2G239700.1.p
OG0012300	Aqcoe1G293000.1.p, Aqcoe3G157800.1.p	Bevul.6G218300.1.p
OG0012301	Aqcoe1G167800.1.p	Bevul.2G043000.1.p
OG0012302	Aqcoe1G171800.1.p	Bevul.9G037900.1.p
OG0012303	Aqcoe1G390200.3.p, Aqcoe1G390200.2.p, Aqcoe1G390200.1.p	Bevul.4G011700.1.p
OG0012304	Aqcoe1G045800.1.p	Bevul.8G020800.1.p
OG0012305	Aqcoe1G338800.1.p, Aqcoe1G007100.1.p	Bevul.9G169500.1.p
OG0012306	Aqcoe1G058400.1.p	Bevul.3G174000.1.p
OG0012307	Aqcoe1G374100.2.p, Aqcoe1G374100.1.p	Bevul.8G037300.1.p
OG0012308	Aqcoe1G367600.1.p	Bevul.3G055500.1.p
OG0012309	Aqcoe1G149700.1.p	Bevul.7G216900.1.p
OG0012310	Aqcoe1G416700.1.p	Bevul.5G051900.1.p
OG0012311	Aqcoe1G284100.2.p, Aqcoe1G284100.1.p	Bevul.4G073400.1.p
OG0012312	Aqcoe1G089200.1.p, Aqcoe1G089200.2.p	Bevul.4G196100.1.p
OG0012313	Aqcoe1G014100.2.p, Aqcoe1G014100.1.p	Bevul.7G185600.1.p
OG0012315	Aqcoe1G503000.1.p	Bevul.2G028400.1.p
OG0012317	Aqcoe1G032200.1.p	Bevul.2G190900.1.p
OG0012319	Aqcoe5G259700.1.p	Bevul.1G117400.1.p
OG0012320	Aqcoe5G049600.1.p	Bevul.8G125300.1.p
OG0012321	Aqcoe5G055800.1.p	Bevul.4G139800.1.p
OG0012323	Aqcoe5G424300.1.p	Bevul.3G078100.1.p
OG0012324	Aqcoe5G065800.1.p, Aqcoe5G065800.2.p	Bevul.3G212100.1.p
OG0012326	Aqcoe5G473800.1.p	Bevul.3G024200.1.p
OG0012327	Aqcoe5G436200.1.p	Bevul.1G181300.1.p
OG0012328	Aqcoe5G418400.1.p	Bevul.2G130100.1.p
OG0012329	Aqcoe5G057000.1.p	Bevul.7G045000.1.p
OG0012330	Aqcoe5G001800.1.p	Bevul.4G250400.1.p
OG0012331	Aqcoe5G105500.1.p	Bevul.1G062100.1.p
OG0012332	Aqcoe5G170300.1.p, Aqcoe5G203300.1.p	Bevul.9G177400.1.p
OG0012333	Aqcoe5G278600.1.p	Bevul.7G179200.1.p
OG0012334	Aqcoe5G087100.1.p	Bevul.7G093300.1.p
OG0012335	Aqcoe5G102100.1.p	Bevul.6G014000.1.p
OG0012336	Aqcoe5G418300.1.p	Bevul.5G003100.1.p
OG0012337	Aqcoe5G317400.1.p	Bevul.6G071700.1.p
OG0012338	Aqcoe5G257100.1.p	Bevul.1G057700.1.p
OG0012339	Aqcoe5G435900.1.p	Bevul.5G027100.1.p
OG0012340	Aqcoe5G370600.1.p	Bevul.8G119400.1.p
OG0012341	Aqcoe5G054300.1.p	Bevul.3G137400.1.p
OG0012342	Aqcoe5G112000.1.p	Bevul.5G119300.1.p
OG0012344	Aqcoe5G359900.2.p, Aqcoe5G359900.1.p	Bevul.5G153400.1.p
OG0012346	Aqcoe5G389100.2.p, Aqcoe5G389100.1.p	Bevul.6G172700.1.p
OG0012347	Aqcoe5G076800.2.p, Aqcoe5G076800.3.p, Aqcoe5G076800.1.p	Bevul.7G096700.2.p, Bevul.7G096700.1.p
OG0012348	Aqcoe5G125800.1.p	Bevul.2G031300.1.p
OG0012349	Aqcoe5G400900.1.p, Aqcoe5G400900.3.p, Aqcoe5G400900.2.p	Bevul.6G149500.1.p
OG0012351	Aqcoe5G260000.1.p	Bevul.8G209100.1.p
OG0012352	Aqcoe5G041800.1.p	Bevul.6G160200.1.p
OG0012353	Aqcoe5G378700.1.p	Bevul.7G145600.1.p
OG0012355	Aqcoe5G382800.1.p	Bevul.7G143100.1.p
OG0012356	Aqcoe5G301300.1.p	Bevul.1G203000.1.p
OG0012358	Aqcoe5G258000.1.p	Bevul.1G097700.1.p
OG0012359	Aqcoe5G171000.1.p	Bevul.6G225600.1.p
OG0012360	Aqcoe5G159500.1.p	Bevul.6G065000.1.p
OG0012361	Aqcoe5G025600.2.p, Aqcoe5G025600.1.p	Bevul.5G248600.1.p
OG0012362	Aqcoe5G141600.1.p	Bevul.9G236500.1.p
OG0012363	Aqcoe5G013600.1.p	Bevul.7G113600.1.p
OG0012365	Aqcoe5G227700.1.p	Bevul.1G112500.1.p
OG0012366	Aqcoe5G097100.1.p	Bevul.6G114100.1.p
OG0012367	Aqcoe5G384800.1.p	Bevul.6G172500.1.p
OG0012368	Aqcoe5G347600.3.p, Aqcoe5G347600.1.p, Aqcoe5G347600.2.p	Bevul.6G038300.1.p
OG0012369	Aqcoe5G016500.1.p	Bevul.7G112800.1.p
OG0012370	Aqcoe5G354700.1.p	Bevul.6G041000.1.p
OG0012371	Aqcoe5G152900.1.p	Bevul.5G143900.1.p
OG0012372	Aqcoe5G459000.1.p	Bevul.6G043500.1.p
OG0012373	Aqcoe5G396100.2.p, Aqcoe5G396100.1.p	Bevul.3G119000.1.p
OG0012374	Aqcoe5G091200.1.p	Bevul.5G236000.1.p
OG0012375	Aqcoe5G035600.1.p	Bevul.5G243200.1.p
OG0012377	Aqcoe0967s0001.1.p	Bevul.7G143600.1.p
OG0012378	Aqcoe3G035200.1.p	Bevul.6G129500.1.p
OG0012379	Aqcoe3G282700.1.p	Bevul.2G148800.1.p, Bevul.2G148800.2.p, Bevul.6G030000.1.p
OG0012380	Aqcoe3G305200.1.p, Aqcoe3G305100.1.p	Bevul.5G206200.1.p
OG0012381	Aqcoe3G104300.1.p, Aqcoe3G104300.2.p	Bevul.5G205800.1.p
OG0012382	Aqcoe3G009500.1.p	Bevul.6G147200.1.p
OG0012383	Aqcoe3G415000.1.p	Bevul.4G240500.1.p
OG0012384	Aqcoe3G236600.1.p	Bevul.5G084900.1.p
OG0012385	Aqcoe3G256900.1.p	Bevul.1G147900.1.p
OG0012386	Aqcoe3G229700.1.p, Aqcoe3G229800.1.p	Bevul.5G087500.1.p
OG0012387	Aqcoe3G098500.1.p	Bevul.1G079900.1.p
OG0012388	Aqcoe3G357000.1.p	Bevul.2G067100.2.p, Bevul.2G067100.1.p
OG0012389	Aqcoe3G140800.1.p	Bevul.6G175400.1.p
OG0012390	Aqcoe3G065500.1.p	Bevul.8G009400.1.p
OG0012392	Aqcoe3G438100.1.p	Bevul.4G162800.1.p
OG0012393	Aqcoe3G353500.1.p	Bevul.6G228600.1.p
OG0012394	Aqcoe3G346100.1.p	Bevul.6G232200.1.p
OG0012395	Aqcoe3G020900.1.p	Bevul.2G207500.1.p
OG0012396	Aqcoe3G137800.1.p, Aqcoe3G137800.2.p	Bevul.5G087400.1.p
OG0012397	Aqcoe3G077800.2.p, Aqcoe3G077800.1.p	Bevul.6G232400.1.p
OG0012398	Aqcoe3G442000.1.p	Bevul.7G024400.1.p
OG0012399	Aqcoe3G033000.1.p	Bevul.5G146900.1.p
OG0012401	Aqcoe3G093400.1.p	Bevul.6G242700.1.p
OG0012402	Aqcoe3G253000.1.p	Bevul.1G212600.1.p
OG0012403	Aqcoe3G034700.1.p	Bevul.2G212300.1.p
OG0012404	Aqcoe3G277100.1.p	Bevul.5G216800.1.p
OG0012405	Aqcoe3G380200.1.p	Bevul.6G109400.1.p
OG0012406	Aqcoe3G209900.1.p	Bevul.3G017400.1.p
OG0012407	Aqcoe3G415200.1.p, Aqcoe3G415200.2.p	Bevul.2G111600.1.p
OG0012408	Aqcoe3G353300.1.p	Bevul.5G183200.1.p
OG0012409	Aqcoe3G128400.1.p	Bevul.5G217000.1.p
OG0012410	Aqcoe3G398100.1.p	Bevul.2G216600.1.p
OG0012411	Aqcoe3G234100.1.p	Bevul.5G090000.1.p
OG0012412	Aqcoe3G252400.1.p	Bevul.5G048400.1.p
OG0012413	Aqcoe3G039000.1.p	Bevul.6G128200.1.p
OG0012414	Aqcoe3G335400.1.p	Bevul.6G238300.1.p
OG0012417	Aqcoe3G087900.1.p	Bevul.5G197200.1.p
OG0012418	Aqcoe3G238200.1.p	Bevul.5G086400.1.p
OG0012419	Aqcoe3G189200.2.p, Aqcoe3G189200.1.p	Bevul.5G151300.1.p
OG0012420	Aqcoe3G251500.1.p	Bevul.1G148200.1.p
OG0012421	Aqcoe3G222500.2.p, Aqcoe3G222500.1.p	Bevul.3G014200.1.p
OG0012423	Aqcoe3G371600.1.p	Bevul.5G177400.1.p
OG0012424	Aqcoe3G234500.1.p	Bevul.3G013700.1.p
OG0012425	Aqcoe3G391200.1.p	Bevul.8G208300.1.p
OG0012426	Aqcoe3G052800.1.p	Bevul.6G116000.1.p
OG0012427	Aqcoe3G118200.1.p	Bevul.6G191200.1.p
OG0012428	Aqcoe3G286300.1.p	Bevul.9G234100.1.p
OG0012429	Aqcoe3G266800.1.p	Bevul.4G173800.1.p
OG0012431	Aqcoe3G063600.1.p, Aqcoe3G063600.2.p	Bevul.2G201500.1.p
OG0012432	Aqcoe3G367600.1.p	Bevul.5G014300.1.p
OG0012433	Aqcoe3G359800.1.p	Bevul.2G071700.1.p
OG0012569	Aqcoe2G096700.1.p	Bevul.4G059600.1.p
OG0012573	Aqcoe7G229100.1.p, Aqcoe2G210300.1.p	Bevul.5G125200.1.p
OG0012575	Aqcoe2G029000.1.p	Bevul.2G049200.1.p
OG0012576	Aqcoe2G103500.1.p	Bevul.1G211000.1.p
OG0012577	Aqcoe1G329900.1.p, Aqcoe2G027000.1.p, Aqcoe6G178200.1.p	Bevul.4G046600.1.p, Bevul.1G203500.1.p
OG0012578	Aqcoe2G402600.1.p	Bevul.3G229700.1.p
OG0012581	Aqcoe2G421200.1.p	Bevul.9G129700.1.p
OG0012583	Aqcoe2G438200.1.p	Bevul.5G228600.1.p
OG0012584	Aqcoe2G067500.1.p	Bevul.7G183800.1.p
OG0012585	Aqcoe2G348300.2.p, Aqcoe2G348300.1.p	Bevul.3G147400.1.p
OG0012586	Aqcoe2G273600.1.p	Bevul.4G208700.1.p
OG0012587	Aqcoe5G038200.1.p, Aqcoe2G363600.3.p, Aqcoe2G363600.4.p, Aqcoe2G363600.2.p, Aqcoe2G363600.1.p	Bevul.4G132400.1.p
OG0012588	Aqcoe2G152200.2.p, Aqcoe2G152200.1.p	Bevul.7G205300.1.p
OG0012589	Aqcoe2G329700.1.p	Bevul.4G133200.1.p
OG0012590	Aqcoe2G386300.1.p	Bevul.7G120100.1.p
OG0012593	Aqcoe2G394200.1.p	Bevul.8G164000.1.p
OG0012595	Aqcoe2G160700.1.p	Bevul.4G035500.1.p
OG0012596	Aqcoe2G380600.1.p	Bevul.3G005200.1.p
OG0012597	Aqcoe2G340000.1.p	Bevul.4G155600.1.p
OG0012598	Aqcoe2G174700.1.p	Bevul.4G115500.1.p
OG0012599	Aqcoe2G342200.1.p	Bevul.9G160200.1.p
OG0012600	Aqcoe2G259400.1.p	Bevul.4G170800.1.p
OG0012601	Aqcoe1G168200.1.p, Aqcoe2G178100.1.p, Aqcoe2G171400.1.p	Bevul.3G137000.1.p
OG0012603	Aqcoe2G266700.1.p, Aqcoe2G266700.2.p	Bevul.7G150200.1.p
OG0012604	Aqcoe2G091000.3.p, Aqcoe2G091000.2.p, Aqcoe2G091000.1.p	Bevul.2G244100.1.p
OG0012606	Aqcoe2G298100.1.p	Bevul.7G095100.2.p, Bevul.7G095100.1.p
OG0012607	Aqcoe2G203400.1.p	Bevul.7G052100.1.p
OG0012608	Aqcoe2G271000.1.p, Aqcoe6G260400.1.p, Aqcoe7G287700.1.p, Aqcoe5G317800.1.p, Aqcoe1G189600.1.p, Aqcoe5G099300.1.p, Aqcoe1G375700.1.p	Bevul.6G209000.1.p
OG0012610	Aqcoe2G095500.1.p	Bevul.7G069700.1.p
OG0012612	Aqcoe2G435800.1.p	Bevul.3G103500.1.p
OG0012613	Aqcoe2G328400.1.p	Bevul.3G132700.1.p
OG0012614	Aqcoe2G279800.1.p	Bevul.5G251300.1.p
OG0012615	Aqcoe2G187300.1.p, Aqcoe2G187300.2.p	Bevul.5G224600.1.p
OG0012616	Aqcoe2G256600.1.p	Bevul.3G128100.1.p
OG0012618	Aqcoe2G429900.1.p	Bevul.3G099100.1.p
OG0012619	Aqcoe2G076400.1.p	Bevul.7G003700.1.p
OG0012621	Aqcoe1G051100.1.p, Aqcoe2G050900.1.p	Bevul.3G176800.1.p, Bevul.3G176700.1.p
OG0012623	Aqcoe6G137800.1.p, Aqcoe6G138200.2.p, Aqcoe6G138200.3.p, Aqcoe1188s0001.1.p, Aqcoe6G138300.1.p, Aqcoe6G138200.1.p, Aqcoe7G305400.1.p, Aqcoe6G138000.1.p, Aqcoe6G137700.1.p, Aqcoe6G137600.1.p, Aqcoe6G138100.2.p, Aqcoe6G138100.1.p	Bevul.5G152200.1.p
OG0012624	Aqcoe6G208400.1.p	Bevul.9G143500.1.p
OG0012626	Aqcoe6G155800.1.p	Bevul.7G190200.1.p
OG0012627	Aqcoe3G285500.1.p, Aqcoe6G077600.1.p	Bevul.6G096400.1.p
OG0012630	Aqcoe6G293100.1.p	Bevul.6G010100.1.p
OG0012631	Aqcoe6G304500.1.p, Aqcoe7G011400.1.p	Bevul.9G135900.1.p
OG0012634	Aqcoe6G017500.1.p	Bevul.1G208800.1.p
OG0012635	Aqcoe6G191100.1.p	Bevul.5G022700.1.p
OG0012636	Aqcoe6G039500.1.p	Bevul.6G050900.1.p
OG0012637	Aqcoe6G014600.2.p, Aqcoe6G014600.1.p	Bevul.1G209900.1.p
OG0012638	Aqcoe6G028900.1.p	Bevul.1G084700.1.p
OG0012639	Aqcoe6G235400.1.p	Bevul.1G192600.1.p
OG0012641	Aqcoe6G086200.1.p	Bevul.6G069300.1.p
OG0012642	Aqcoe6G143500.1.p	Bevul.6G000700.1.p
OG0012643	Aqcoe6G041200.1.p	Bevul.1G078600.1.p
OG0012644	Aqcoe6G066500.1.p	Bevul.9G217900.1.p
OG0012645	Aqcoe6G230300.1.p	Bevul.5G002600.1.p
OG0012646	Aqcoe6G265900.1.p	Bevul.2G072400.1.p
OG0012647	Aqcoe6G198100.1.p	Bevul.2G022000.1.p
OG0012648	Aqcoe6G113600.1.p	Bevul.1G050700.1.p
OG0012649	Aqcoe6G193500.1.p	Bevul.9G125100.1.p
OG0012651	Aqcoe6G190700.1.p	Bevul.1G038200.1.p
OG0012652	Aqcoe6G036700.1.p	Bevul.1G080800.1.p
OG0012653	Aqcoe6G028200.1.p	Bevul.9G031900.1.p
OG0012655	Aqcoe6G104000.1.p	Bevul.2G149000.1.p
OG0012656	Aqcoe6G064900.1.p	Bevul.7G103400.1.p
OG0012658	Aqcoe6G007700.1.p	Bevul.1G065300.1.p, Bevul.2G127400.1.p
OG0012660	Aqcoe3G194100.1.p, Aqcoe6G053100.1.p	Bevul.8G116400.1.p
OG0012661	Aqcoe6G164500.1.p	Bevul.1G047200.1.p
OG0012662	Aqcoe6G268300.1.p, Aqcoe6G268300.2.p	Bevul.6G016500.1.p
OG0012663	Aqcoe6G021500.1.p	Bevul.6G150900.1.p
OG0012665	Aqcoe6G046900.1.p	Bevul.7G064800.1.p
OG0012666	Aqcoe6G189900.1.p	Bevul.9G124400.1.p
OG0012667	Aqcoe6G048600.1.p	Bevul.1G066400.1.p
OG0012668	Aqcoe6G128000.1.p	Bevul.9G164900.1.p
OG0012669	Aqcoe6G231200.1.p, Aqcoe1G223300.1.p	Bevul.8G005900.1.p
OG0012670	Aqcoe6G327800.1.p, Aqcoe6G327800.2.p	Bevul.1G049700.1.p
OG0012671	Aqcoe6G182500.1.p	Bevul.6G035600.1.p
OG0012672	Aqcoe0017s0013.1.p	Bevul.7G000800.1.p
OG0012673	Aqcoe0768s0001.1.p	Bevul.9G189100.1.p
OG0012674	Aqcoe4G011500.1.p	Bevul.8G085600.1.p
OG0012675	Aqcoe4G103800.1.p	Bevul.8G026400.1.p
OG0012676	Aqcoe4G250800.1.p	Bevul.4G045900.1.p
OG0012678	Aqcoe4G230200.2.p, Aqcoe4G230200.1.p	Bevul.7G106400.1.p, Bevul.7G015300.1.p
OG0012680	Aqcoe1G273100.1.p, Aqcoe4G156000.1.p	Bevul.9G074600.2.p, Bevul.9G074600.1.p
OG0012681	Aqcoe4G029300.1.p	Bevul.8G060700.1.p
OG0012683	Aqcoe4G163900.1.p	Bevul.9G068600.1.p, Bevul.9G068600.2.p, Bevul.9G068600.3.p
OG0012685	Aqcoe4G174800.1.p, Aqcoe4G187700.1.p	Bevul.4G034400.1.p
OG0012686	Aqcoe4G051300.1.p	Bevul.4G072100.1.p
OG0012687	Aqcoe4G219500.1.p	Bevul.3G212500.1.p
OG0012688	Aqcoe4G134400.1.p	Bevul.8G028700.1.p
OG0012689	Aqcoe3G040100.1.p, Aqcoe4G255200.1.p	Bevul.9G052700.1.p, Bevul.9G052600.1.p
