Orthogroup	A_coerulea.proteins	D_muscipula.proteins
OG0009335	Aqcoe2G251100.1.p, Aqcoe2G251100.2.p	Dm_00009775-RA
OG0009336	Aqcoe2G245400.1.p	Dm_00002616-RA
OG0009337	Aqcoe2G405300.1.p	Dm_00004251-RA
OG0009338	Aqcoe2G151800.2.p, Aqcoe2G151800.1.p	Dm_00013021-RA
OG0009339	Aqcoe2G048700.1.p	Dm_00004390-RA
OG0009340	Aqcoe2G024900.2.p, Aqcoe2G024900.1.p	Dm_00001183-RA, Dm_00004147-RA
OG0009341	Aqcoe2G369200.1.p, Aqcoe5G030800.1.p	Dm_00008538-RA, Dm_00012317-RA
OG0009342	Aqcoe2G389200.4.p, Aqcoe2G389200.5.p, Aqcoe2G389200.2.p, Aqcoe2G389200.3.p, Aqcoe2G389200.1.p	Dm_00014585-RA
OG0009343	Aqcoe2G404000.1.p, Aqcoe2G404000.2.p	Dm_00002553-RA
OG0009344	Aqcoe2G062500.1.p	Dm_00020975-RA
OG0009345	Aqcoe2G425500.1.p	Dm_00009405-RA, Dm_00015084-RA
OG0009346	Aqcoe2G251900.3.p, Aqcoe2G251900.2.p, Aqcoe2G251900.1.p	Dm_00000293-RA, Dm_00002611-RA
OG0009347	Aqcoe2G110700.2.p, Aqcoe2G110700.1.p	Dm_00014865-RA, Dm_00014864-RA
OG0009348	Aqcoe1G208500.1.p, Aqcoe2G142500.1.p	Dm_00000220-RA
OG0009349	Aqcoe2G015100.1.p	Dm_00007381-RA
OG0009350	Aqcoe2G096400.1.p, Aqcoe2G096400.2.p, Aqcoe1G116100.1.p, Aqcoe1G116800.1.p	Dm_00007792-RA
OG0009351	Aqcoe2G250100.1.p	Dm_00020421-RA
OG0009352	Aqcoe2G339800.1.p	Dm_00010842-RA
OG0009353	Aqcoe2G010900.1.p	Dm_00012100-RA
OG0009354	Aqcoe2G234700.2.p, Aqcoe2G234700.1.p	Dm_00008203-RA
OG0009355	Aqcoe2G427500.1.p	Dm_00001217-RA
OG0009356	Aqcoe2G004400.1.p	Dm_00004351-RA
OG0009357	Aqcoe2G306300.2.p, Aqcoe2G306300.3.p, Aqcoe2G306300.1.p	Dm_00012187-RA
OG0009358	Aqcoe2G308300.1.p	Dm_00000586-RA
OG0009359	Aqcoe2G003800.1.p	Dm_00003422-RA
OG0009361	Aqcoe1G384400.1.p, Aqcoe2G337000.1.p	Dm_00002686-RA
OG0009362	Aqcoe2G160800.1.p	Dm_00006449-RA
OG0009363	Aqcoe2G029200.1.p, Aqcoe7G176400.2.p, Aqcoe7G176400.1.p	Dm_00001595-RA
OG0009364	Aqcoe2G224500.1.p	Dm_00017497-RA
OG0009365	Aqcoe2G006200.1.p	Dm_00012032-RA
OG0009366	Aqcoe2G022300.1.p	Dm_00012569-RA
OG0009368	Aqcoe2G423100.2.p, Aqcoe2G423100.1.p	Dm_00015205-RA
OG0009369	Aqcoe2G276600.4.p, Aqcoe2G276600.3.p, Aqcoe2G276600.2.p, Aqcoe2G276600.5.p, Aqcoe2G276600.1.p	Dm_00017164-RA
OG0009370	Aqcoe6G198300.1.p, Aqcoe2G151200.1.p	Dm_00003279-RA
OG0009371	Aqcoe2G271300.1.p	Dm_00013694-RA
OG0009372	Aqcoe2G357700.1.p	Dm_00002784-RA, Dm_00004046-RA
OG0009373	Aqcoe2G064800.1.p	Dm_00002227-RA
OG0009374	Aqcoe4G193900.1.p, Aqcoe2G061200.2.p, Aqcoe2G061200.1.p	Dm_00015303-RA
OG0009376	Aqcoe2G432500.1.p, Aqcoe3G105200.1.p	Dm_00002550-RA, Dm_00011576-RA
OG0009377	Aqcoe6G320000.1.p, Aqcoe0082s0003.1.p	Dm_00003056-RA
OG0009378	Aqcoe6G128900.1.p, Aqcoe6G128900.2.p, Aqcoe6G128900.3.p	Dm_00012698-RA
OG0009384	Aqcoe6G014700.1.p	Dm_00018128-RA
OG0009385	Aqcoe6G164300.1.p	Dm_00005393-RA
OG0009386	Aqcoe6G011700.1.p	Dm_00007776-RA
OG0009388	Aqcoe6G223100.1.p, Aqcoe3G091600.1.p	Dm_00013549-RA
OG0009389	Aqcoe6G032600.1.p	Dm_00018201-RA
OG0009390	Aqcoe6G315400.1.p, Aqcoe6G243000.1.p	Dm_00017514-RA, Dm_00008927-RA
OG0009391	Aqcoe6G062700.1.p, Aqcoe6G062700.2.p	Dm_00009583-RA
OG0009392	Aqcoe6G297200.1.p	Dm_00013383-RA
OG0009394	Aqcoe6G152800.1.p, Aqcoe6G152800.2.p	Dm_00001722-RA
OG0009395	Aqcoe6G026000.1.p, Aqcoe6G026000.2.p	Dm_00015046-RA
OG0009396	Aqcoe6G326200.1.p	Dm_00003047-RA
OG0009397	Aqcoe6G321200.1.p	Dm_00005391-RA
OG0009398	Aqcoe6G029400.3.p, Aqcoe6G029400.1.p, Aqcoe6G029400.2.p, Aqcoe6G029400.4.p	Dm_00012219-RA
OG0009399	Aqcoe6G226800.1.p	Dm_00004377-RA
OG0009401	Aqcoe6G131500.1.p	Dm_00011728-RA
OG0009402	Aqcoe6G230700.1.p	Dm_00004256-RA
OG0009403	Aqcoe6G320800.1.p, Aqcoe6G320800.2.p, Aqcoe6G320800.4.p, Aqcoe6G320800.3.p	Dm_00009553-RA
OG0009404	Aqcoe6G293000.1.p	Dm_00018496-RA
OG0009405	Aqcoe6G218000.1.p	Dm_00018559-RA
OG0009406	Aqcoe6G214600.1.p	Dm_00019605-RA
OG0009407	Aqcoe6G210900.1.p	Dm_00007433-RA
OG0009408	Aqcoe6G162800.1.p	Dm_00018284-RA
OG0009409	Aqcoe6G197500.1.p	Dm_00002242-RA, Dm_00007679-RA
OG0009411	Aqcoe6G165800.1.p	Dm_00003059-RA, Dm_00000164-RA
OG0009412	Aqcoe6G037400.1.p	Dm_00002522-RA
OG0009413	Aqcoe6G065200.1.p	Dm_00014392-RA
OG0009414	Aqcoe5G213300.2.p, Aqcoe5G213300.1.p, Aqcoe6G220700.1.p	Dm_00015698-RA
OG0009415	Aqcoe6G081600.1.p	Dm_00003428-RA, Dm_00003429-RA
OG0009416	Aqcoe6G037700.1.p	Dm_00016172-RA
OG0009417	Aqcoe6G246300.1.p	Dm_00003467-RA
OG0009419	Aqcoe6G274100.1.p	Dm_00008175-RA, Dm_00007289-RA, Dm_00010202-RA
OG0009420	Aqcoe6G008800.1.p, Aqcoe6G008800.2.p	Dm_00006623-RA
OG0009421	Aqcoe6G044100.1.p	Dm_00008299-RA, Dm_00008298-RA
OG0009422	Aqcoe6G008600.1.p	Dm_00009844-RA
OG0009423	Aqcoe6G293800.1.p	Dm_00013350-RA
OG0009424	Aqcoe6G068300.2.p, Aqcoe6G068300.1.p	Dm_00010008-RA, Dm_00021025-RA
OG0009425	Aqcoe1G256300.1.p, Aqcoe6G288500.1.p	Dm_00005973-RA
OG0009426	Aqcoe6G007100.1.p	Dm_00014725-RA
OG0009427	Aqcoe6G241800.2.p, Aqcoe6G241800.1.p	Dm_00013339-RA
OG0009428	Aqcoe6G119300.1.p, Aqcoe6G119300.2.p	Dm_00010851-RA
OG0009429	Aqcoe6G055400.2.p, Aqcoe6G055400.1.p	Dm_00004716-RA
OG0009430	Aqcoe6G124900.1.p	Dm_00009735-RA
OG0009432	Aqcoe6G023400.1.p	Dm_00013028-RA
OG0009433	Aqcoe6G255300.1.p, Aqcoe5G026400.1.p	Dm_00019468-RA
OG0009434	Aqcoe6G028000.1.p	Dm_00002393-RA, Dm_00002453-RA
OG0009435	Aqcoe6G229800.1.p	Dm_00007681-RA, Dm_00002240-RA
OG0009436	Aqcoe5G060400.2.p, Aqcoe5G060400.1.p, Aqcoe5G060400.3.p, Aqcoe6G320400.1.p, Aqcoe6G320400.2.p	Dm_00013019-RA
OG0009437	Aqcoe6G127900.1.p	Dm_00006277-RA
OG0009439	Aqcoe6G328100.1.p	Dm_00004680-RA
OG0009440	Aqcoe6G094800.1.p	Dm_00017291-RA
OG0009441	Aqcoe6G021900.2.p, Aqcoe6G021900.1.p	Dm_00006178-RA
OG0009442	Aqcoe6G140800.1.p, Aqcoe6G140800.2.p	Dm_00002646-RA
OG0009446	Aqcoe6G078100.1.p, Aqcoe4G191300.1.p	Dm_00005707-RA, Dm_00019348-RA
OG0009447	Aqcoe6G154400.1.p, Aqcoe6G154400.2.p	Dm_00015870-RA
OG0009448	Aqcoe6G144500.1.p, Aqcoe5G154300.1.p	Dm_00005296-RA
OG0009449	Aqcoe6G103400.1.p	Dm_00001078-RA
OG0009450	Aqcoe6G013700.1.p	Dm_00015144-RA
OG0009451	Aqcoe6G113200.1.p	Dm_00002728-RA
OG0009452	Aqcoe6G104800.1.p	Dm_00001740-RA
OG0009454	Aqcoe6G324400.1.p	Dm_00016823-RA
OG0009455	Aqcoe6G049800.1.p	Dm_00004860-RA
OG0009456	Aqcoe6G018500.1.p	Dm_00008535-RA
OG0009457	Aqcoe6G113500.4.p, Aqcoe6G113500.2.p, Aqcoe6G113500.1.p, Aqcoe6G113500.3.p	Dm_00012572-RA
OG0009458	Aqcoe6G155700.2.p, Aqcoe6G155700.1.p	Dm_00011138-RA
OG0009459	Aqcoe6G177500.1.p, Aqcoe5G046000.1.p	Dm_00015893-RA
OG0009460	Aqcoe6G112100.1.p	Dm_00001939-RA, Dm_00000381-RA
OG0009461	Aqcoe6G099400.1.p	Dm_00004652-RA
OG0009462	Aqcoe6G129800.1.p	Dm_00005948-RA
OG0009463	Aqcoe6G201700.1.p	Dm_00019780-RA
OG0009466	Aqcoe6G278700.1.p	Dm_00006593-RA
OG0009467	Aqcoe6G163700.1.p	Dm_00004674-RA, Dm_00017575-RA
OG0009468	Aqcoe6G136400.2.p, Aqcoe6G136400.1.p, Aqcoe1G331800.1.p	Dm_00001471-RA
OG0009469	Aqcoe7G033300.1.p, Aqcoe6G278100.1.p	Dm_00008957-RA
OG0009470	Aqcoe0017s0006.1.p	Dm_00013434-RA
OG0009471	Aqcoe0017s0007.1.p, Aqcoe0017s0007.2.p	Dm_00012582-RA
OG0009473	Aqcoe4G014100.2.p, Aqcoe4G014100.1.p	Dm_00016174-RA
OG0009475	Aqcoe4G215300.1.p	Dm_00018905-RA
OG0009476	Aqcoe4G254100.1.p, Aqcoe4G032400.1.p	Dm_00017412-RA
OG0009477	Aqcoe4G090900.1.p, Aqcoe4G090900.2.p	Dm_00000723-RA
OG0009478	Aqcoe4G228000.1.p	Dm_00005513-RA
OG0009479	Aqcoe4G014600.1.p	Dm_00020578-RA
OG0009481	Aqcoe4G080700.1.p	Dm_00006950-RA
OG0009482	Aqcoe4G225200.2.p, Aqcoe4G225200.3.p, Aqcoe4G225200.1.p	Dm_00005193-RA
OG0009485	Aqcoe4G291100.1.p, Aqcoe3G208300.1.p	Dm_00006144-RA
OG0009486	Aqcoe4G166100.1.p, Aqcoe4G166100.2.p	Dm_00004671-RA
OG0009487	Aqcoe4G002900.1.p, Aqcoe4G023700.1.p	Dm_00015722-RA
OG0009488	Aqcoe4G278700.1.p, Aqcoe4G278700.2.p	Dm_00011856-RA
OG0009489	Aqcoe4G051200.1.p	Dm_00002226-RA
OG0009492	Aqcoe4G032300.1.p	Dm_00000667-RA
OG0009493	Aqcoe3G153000.1.p, Aqcoe4G035600.1.p	Dm_00004444-RA
OG0009495	Aqcoe4G034100.1.p	Dm_00001929-RA, Dm_00012466-RA
OG0009496	Aqcoe4G285600.1.p, Aqcoe3G210400.1.p	Dm_00009052-RA
OG0009497	Aqcoe7G321000.1.p	Dm_00004814-RA
OG0009498	Aqcoe7G045000.1.p, Aqcoe7G177600.1.p	Dm_00002162-RA
OG0009499	Aqcoe7G206500.1.p, Aqcoe7G206700.1.p, Aqcoe7G206700.2.p	Dm_00011910-RA
OG0009500	Aqcoe7G284500.1.p	Dm_00004744-RA
OG0009501	Aqcoe7G351000.1.p	Dm_00019909-RA
OG0009502	Aqcoe7G436800.1.p	Dm_00017568-RA, Dm_00016343-RA
OG0009503	Aqcoe7G068900.1.p, Aqcoe7G068600.1.p	Dm_00004265-RA
OG0009505	Aqcoe7G375800.1.p	Dm_00002330-RA
OG0009506	Aqcoe7G059800.1.p, Aqcoe7G058500.1.p, Aqcoe7G058500.2.p	Dm_00017328-RA
OG0009507	Aqcoe7G141300.1.p, Aqcoe7G139700.1.p	Dm_00012283-RA
OG0009508	Aqcoe7G340800.1.p	Dm_00007319-RA, Dm_00000991-RA
OG0009509	Aqcoe5G411400.1.p	Dm_00013081-RA
OG0009511	Aqcoe7G037500.1.p	Dm_00018325-RA
OG0009513	Aqcoe7G157000.3.p, Aqcoe7G157000.2.p, Aqcoe7G157000.1.p	Dm_00017454-RA
OG0009514	Aqcoe7G094200.1.p, Aqcoe7G094200.3.p, Aqcoe7G094200.2.p	Dm_00004178-RA
OG0009515	Aqcoe7G281700.2.p, Aqcoe7G281700.1.p, Aqcoe7G281700.3.p	Dm_00005006-RA
OG0009516	Aqcoe7G159300.1.p	Dm_00008239-RA
OG0009517	Aqcoe7G060300.1.p	Dm_00011844-RA
OG0009518	Aqcoe7G030400.1.p	Dm_00014874-RA
OG0009519	Aqcoe7G370900.2.p, Aqcoe7G370900.1.p	Dm_00000266-RA
OG0009520	Aqcoe7G261800.3.p, Aqcoe7G261800.2.p, Aqcoe7G261800.1.p	Dm_00002245-RA
OG0009522	Aqcoe7G375900.1.p, Aqcoe7G375900.3.p, Aqcoe7G375900.2.p	Dm_00003735-RA
OG0009523	Aqcoe7G073100.3.p, Aqcoe7G073100.4.p, Aqcoe7G073100.1.p, Aqcoe7G073100.2.p	Dm_00003823-RA
OG0009524	Aqcoe7G240900.1.p	Dm_00015268-RA
OG0009525	Aqcoe7G424500.1.p	Dm_00003015-RA
OG0009527	Aqcoe7G361900.1.p	Dm_00008958-RA
OG0009529	Aqcoe7G056300.1.p	Dm_00010348-RA
OG0009530	Aqcoe1G138900.1.p, Aqcoe7G296700.1.p, Aqcoe7G296700.2.p	Dm_00017557-RA
OG0009531	Aqcoe7G346300.1.p	Dm_00013078-RA
OG0009532	Aqcoe7G276800.1.p, Aqcoe7G276700.1.p, Aqcoe7G276700.2.p	Dm_00000187-RA
OG0009533	Aqcoe7G180900.1.p	Dm_00003733-RA
OG0009534	Aqcoe7G253000.3.p, Aqcoe7G253000.2.p, Aqcoe7G253000.1.p	Dm_00015605-RA
OG0009536	Aqcoe7G258400.1.p	Dm_00000751-RA
OG0009537	Aqcoe7G264900.1.p	Dm_00004820-RA
OG0009538	Aqcoe7G252200.1.p	Dm_00013576-RA
OG0009539	Aqcoe7G422700.1.p, Aqcoe3G140100.1.p	Dm_00016536-RA
OG0009540	Aqcoe7G234500.1.p, Aqcoe1G382300.1.p	Dm_00002505-RA
OG0009541	Aqcoe7G038600.1.p	Dm_00018805-RA
OG0009544	Aqcoe7G351400.1.p, Aqcoe7G351400.2.p, Aqcoe7G351300.1.p	Dm_00001008-RA
OG0009546	Aqcoe7G082900.2.p, Aqcoe7G082900.1.p, Aqcoe7G082900.3.p	Dm_00000899-RA
OG0009547	Aqcoe7G403300.1.p	Dm_00001452-RA
OG0009549	Aqcoe7G026400.1.p	Dm_00006407-RA
OG0009550	Aqcoe7G023400.1.p, Aqcoe5G442000.1.p	Dm_00019296-RA
OG0009551	Aqcoe7G267800.1.p	Dm_00000081-RA
OG0009552	Aqcoe7G421100.1.p	Dm_00018990-RA, Dm_00008043-RA
OG0009553	Aqcoe7G239300.1.p, Aqcoe7G239300.2.p	Dm_00014434-RA
OG0009554	Aqcoe7G007000.1.p, Aqcoe7G007000.2.p	Dm_00003271-RA
OG0009555	Aqcoe7G259400.2.p, Aqcoe7G259400.1.p	Dm_00015029-RA
OG0009557	Aqcoe7G083700.1.p, Aqcoe5G414800.1.p	Dm_00020885-RA
OG0009559	Aqcoe7G130400.1.p	Dm_00018785-RA
OG0009561	Aqcoe7G037900.1.p	Dm_00018322-RA, Dm_00003084-RA
OG0009562	Aqcoe7G149200.1.p	Dm_00011645-RA
OG0009563	Aqcoe7G249900.1.p	Dm_00015223-RA
OG0009565	Aqcoe7G286000.1.p	Dm_00000730-RA
OG0009566	Aqcoe7G059600.1.p	Dm_00007177-RA
OG0009567	Aqcoe7G324600.1.p, Aqcoe7G324800.1.p	Dm_00000749-RA
OG0009568	Aqcoe7G252700.2.p, Aqcoe7G252700.3.p, Aqcoe7G252700.1.p	Dm_00006767-RA
OG0009569	Aqcoe7G133100.1.p	Dm_00014176-RA
OG0009570	Aqcoe7G371000.1.p	Dm_00002704-RA
OG0009573	Aqcoe7G123900.4.p, Aqcoe7G123900.3.p, Aqcoe7G123900.2.p, Aqcoe7G123900.1.p, Aqcoe7G123900.5.p	Dm_00010508-RA
OG0009574	Aqcoe7G442100.1.p	Dm_00008491-RA, Dm_00005222-RA
OG0009575	Aqcoe7G157800.2.p, Aqcoe7G157800.1.p	Dm_00016120-RA
OG0009576	Aqcoe7G123200.1.p	Dm_00003860-RA
OG0009577	Aqcoe7G136000.1.p, Aqcoe1G219300.2.p, Aqcoe1G219300.1.p	Dm_00001887-RA
OG0009578	Aqcoe7G307100.2.p, Aqcoe7G307100.3.p, Aqcoe7G307100.1.p	Dm_00010407-RA
OG0009579	Aqcoe7G116300.1.p	Dm_00012132-RA
OG0009581	Aqcoe7G105100.3.p, Aqcoe7G105100.1.p, Aqcoe7G105100.2.p	Dm_00010875-RA
OG0009582	Aqcoe7G079100.1.p, Aqcoe7G079100.2.p	Dm_00020434-RA, Dm_00007619-RA, Dm_00009014-RA, Dm_00000365-RA
OG0009583	Aqcoe7G368100.1.p	Dm_00002326-RA
OG0009585	Aqcoe7G061600.1.p, Aqcoe7G061600.5.p, Aqcoe7G061600.4.p, Aqcoe7G061600.3.p, Aqcoe7G061600.2.p	Dm_00007181-RA
OG0009586	Aqcoe7G076600.1.p	Dm_00012469-RA
OG0009587	Aqcoe7G151300.3.p, Aqcoe7G151300.2.p, Aqcoe7G151300.1.p	Dm_00016285-RA
OG0009588	Aqcoe7G278900.1.p	Dm_00000091-RA
OG0009589	Aqcoe7G143700.1.p, Aqcoe5G114600.1.p	Dm_00006615-RA
OG0009590	Aqcoe1G417800.1.p	Dm_00008370-RA
OG0009594	Aqcoe1G111200.2.p, Aqcoe1G111200.3.p, Aqcoe1G111200.1.p	Dm_00007115-RA
OG0009595	Aqcoe1G069900.1.p	Dm_00012467-RA
OG0009597	Aqcoe1G074700.1.p	Dm_00000273-RA
OG0009598	Aqcoe1G442900.1.p	Dm_00007126-RA
OG0009599	Aqcoe1G094400.1.p, Aqcoe5G012600.1.p	Dm_00008310-RA
OG0009601	Aqcoe1G481200.1.p	Dm_00005768-RA
OG0009602	Aqcoe1G210000.1.p	Dm_00000477-RA
OG0009604	Aqcoe1G377100.1.p	Dm_00001896-RA
OG0009605	Aqcoe1G111300.1.p	Dm_00008592-RA
OG0009606	Aqcoe1G123300.1.p, Aqcoe1G123300.3.p, Aqcoe1G123300.2.p	Dm_00003630-RA
OG0009608	Aqcoe1G183700.1.p	Dm_00018394-RA
OG0009609	Aqcoe1G437400.1.p	Dm_00001400-RA
OG0009611	Aqcoe1G286300.1.p	Dm_00015735-RA
OG0009612	Aqcoe3G366700.1.p, Aqcoe1G280300.1.p	Dm_00013033-RA
OG0009613	Aqcoe1G131500.2.p, Aqcoe1G131500.1.p	Dm_00003315-RA
OG0009614	Aqcoe1G111600.1.p	Dm_00006853-RA
OG0009615	Aqcoe1G181000.1.p	Dm_00007952-RA
OG0009616	Aqcoe1G005000.1.p	Dm_00003417-RA
OG0009617	Aqcoe1G148900.1.p	Dm_00008541-RA, Dm_00008542-RA
OG0009618	Aqcoe1G182200.2.p, Aqcoe1G182200.1.p	Dm_00000511-RA
OG0009619	Aqcoe1G270500.1.p	Dm_00005451-RA
OG0009621	Aqcoe1G397500.2.p, Aqcoe1G397500.1.p	Dm_00005910-RA, Dm_00016703-RA
OG0009622	Aqcoe1G216900.1.p, Aqcoe1G217300.1.p, Aqcoe1G261700.1.p	Dm_00002635-RA
OG0009623	Aqcoe1G457400.1.p, Aqcoe1G463100.1.p, Aqcoe1G268600.1.p, Aqcoe1G463500.1.p	Dm_00013289-RA
OG0009624	Aqcoe1G480900.1.p, Aqcoe1G480900.2.p, Aqcoe1G481100.1.p	Dm_00010092-RA
OG0009625	Aqcoe1G112400.1.p	Dm_00015617-RA
OG0009627	Aqcoe1G063800.1.p, Aqcoe1G063800.2.p	Dm_00004705-RA
OG0009628	Aqcoe1G184400.1.p, Aqcoe3G246000.1.p	Dm_00012820-RA
OG0009631	Aqcoe1G400000.1.p	Dm_00012601-RA
OG0009632	Aqcoe1G452700.1.p	Dm_00007103-RA
OG0009633	Aqcoe1G035500.2.p, Aqcoe1G035500.1.p	Dm_00006009-RA
OG0009634	Aqcoe1G429300.1.p	Dm_00014232-RA
OG0009636	Aqcoe5G117200.1.p, Aqcoe1G064900.1.p, Aqcoe1G135900.1.p	Dm_00016956-RA
OG0009637	Aqcoe1G210200.1.p, Aqcoe1G210200.2.p	Dm_00010510-RA, Dm_00018885-RA
OG0009638	Aqcoe1G333400.1.p	Dm_00017353-RA, Dm_00008575-RA
OG0009639	Aqcoe1G186900.1.p	Dm_00017498-RA
OG0009640	Aqcoe1G195000.1.p, Aqcoe1G195000.2.p	Dm_00004059-RA
OG0009641	Aqcoe1G206500.1.p	Dm_00015465-RA
OG0009642	Aqcoe1G319600.1.p	Dm_00003165-RA
OG0009643	Aqcoe1G153800.1.p, Aqcoe1G153800.4.p, Aqcoe1G153800.2.p, Aqcoe1G153800.3.p	Dm_00005258-RA
OG0009644	Aqcoe1G002900.1.p	Dm_00006047-RA
OG0009647	Aqcoe1G006000.2.p, Aqcoe1G006000.1.p, Aqcoe1G006000.3.p	Dm_00013737-RA
OG0009648	Aqcoe1G436400.1.p	Dm_00007012-RA
OG0009649	Aqcoe1G229300.1.p	Dm_00000679-RA
OG0009650	Aqcoe1G110500.1.p	Dm_00004976-RA
OG0009651	Aqcoe1G129700.1.p	Dm_00016303-RA
OG0009652	Aqcoe1G402300.1.p, Aqcoe3G215300.1.p, Aqcoe3G152800.1.p, Aqcoe1G402200.1.p	Dm_00008167-RA
OG0009653	Aqcoe1G494200.1.p	Dm_00000468-RA
OG0009654	Aqcoe1G123900.1.p	Dm_00020477-RA, Dm_00020190-RA
OG0009655	Aqcoe1G368000.1.p	Dm_00000300-RA
OG0009658	Aqcoe1G130500.1.p	Dm_00015695-RA
OG0009659	Aqcoe1G333900.1.p	Dm_00004891-RA
OG0009660	Aqcoe1G104300.1.p	Dm_00013253-RA
OG0009661	Aqcoe1G171900.1.p	Dm_00015815-RA
OG0009663	Aqcoe1G497200.1.p	Dm_00006963-RA
OG0009664	Aqcoe1G043200.2.p, Aqcoe1G043200.1.p	Dm_00015146-RA
OG0009665	Aqcoe1G271700.1.p	Dm_00004532-RA
OG0009666	Aqcoe1G499000.1.p	Dm_00000014-RA
OG0009667	Aqcoe1G280800.1.p	Dm_00006034-RA
OG0009668	Aqcoe1G157100.1.p	Dm_00018706-RA
OG0009669	Aqcoe1G341100.1.p, Aqcoe1G341100.2.p	Dm_00018899-RA
OG0009672	Aqcoe1G482200.2.p, Aqcoe1G482200.1.p	Dm_00002672-RA
OG0009673	Aqcoe1G160800.1.p	Dm_00020275-RA
OG0009674	Aqcoe3G222600.1.p, Aqcoe1G113600.1.p	Dm_00003640-RA
OG0009675	Aqcoe1G007300.1.p	Dm_00009377-RA
OG0009677	Aqcoe1G258400.3.p, Aqcoe1G258400.4.p, Aqcoe1G258400.1.p, Aqcoe1G258400.2.p	Dm_00021109-RA
OG0009678	Aqcoe1G338600.1.p	Dm_00013915-RA
OG0009680	Aqcoe1G060800.2.p, Aqcoe1G060800.1.p	Dm_00006112-RA
OG0009681	Aqcoe1G145300.1.p	Dm_00004507-RA
OG0009682	Aqcoe1G000100.1.p	Dm_00005147-RA
OG0009683	Aqcoe1G251200.1.p	Dm_00006898-RA
OG0009684	Aqcoe1G190100.1.p, Aqcoe1G190100.2.p	Dm_00016128-RA
OG0009686	Aqcoe1G123800.1.p	Dm_00012542-RA
OG0009687	Aqcoe1G231200.1.p	Dm_00001773-RA
OG0009688	Aqcoe1G447200.1.p, Aqcoe1G447200.2.p	Dm_00006656-RA, Dm_00010250-RA
OG0009689	Aqcoe1G011200.1.p, Aqcoe1G011200.2.p	Dm_00012554-RA
OG0009690	Aqcoe0392s0002.1.p	Dm_00005307-RA
OG0009691	Aqcoe5G003000.1.p	Dm_00001206-RA
OG0009692	Aqcoe5G459200.1.p	Dm_00003566-RA
OG0009693	Aqcoe5G055100.1.p	Dm_00003702-RA
OG0009694	Aqcoe5G097400.1.p	Dm_00017117-RA
OG0009695	Aqcoe5G028400.1.p	Dm_00015646-RA
OG0009696	Aqcoe5G184900.1.p	Dm_00005951-RA
OG0009699	Aqcoe5G000300.1.p	Dm_00008478-RA, Dm_00013808-RA
OG0009700	Aqcoe5G072400.1.p	Dm_00001828-RA
OG0009701	Aqcoe5G448500.1.p, Aqcoe5G448500.2.p, Aqcoe5G448500.3.p	Dm_00007599-RA
OG0009702	Aqcoe5G326200.1.p	Dm_00003397-RA
OG0009703	Aqcoe5G437200.1.p	Dm_00011518-RA
OG0009704	Aqcoe5G226600.1.p	Dm_00006338-RA
OG0009705	Aqcoe5G374200.1.p	Dm_00008804-RA
OG0009706	Aqcoe5G152500.1.p	Dm_00014348-RA
OG0009707	Aqcoe5G142800.1.p	Dm_00002376-RA
OG0009708	Aqcoe5G181600.1.p, Aqcoe5G181600.2.p	Dm_00011588-RA
OG0009709	Aqcoe5G134700.1.p	Dm_00015718-RA, Dm_00015716-RA
OG0009710	Aqcoe5G464900.1.p	Dm_00004441-RA
OG0009711	Aqcoe5G292200.1.p	Dm_00010991-RA
OG0009712	Aqcoe5G425000.1.p	Dm_00010927-RA
OG0009714	Aqcoe5G255500.1.p	Dm_00010043-RA
OG0009716	Aqcoe5G304700.1.p	Dm_00010117-RA
OG0009717	Aqcoe5G208900.1.p	Dm_00006182-RA
OG0009718	Aqcoe5G381300.1.p, Aqcoe5G381300.2.p	Dm_00014364-RA
OG0009719	Aqcoe5G462500.1.p	Dm_00004285-RA
OG0009720	Aqcoe5G117300.1.p, Aqcoe5G117300.2.p	Dm_00007209-RA
OG0009722	Aqcoe5G201200.1.p, Aqcoe5G201200.2.p, Aqcoe5G201400.1.p	Dm_00001088-RA
OG0009723	Aqcoe5G478500.1.p	Dm_00019784-RA
OG0009724	Aqcoe5G248300.1.p, Aqcoe5G248200.3.p, Aqcoe5G248200.1.p, Aqcoe5G248200.2.p	Dm_00016818-RA
OG0009725	Aqcoe3G217300.1.p, Aqcoe3G217300.2.p	Dm_00019876-RA
OG0009726	Aqcoe5G052300.1.p, Aqcoe5G052300.2.p, Aqcoe5G052300.3.p	Dm_00002587-RA
OG0009727	Aqcoe5G050200.1.p	Dm_00008898-RA
OG0009728	Aqcoe5G359400.1.p	Dm_00011731-RA
OG0009729	Aqcoe5G155300.1.p, Aqcoe5G155100.1.p	Dm_00011669-RA
OG0009730	Aqcoe5G361200.1.p	Dm_00020519-RA
OG0009731	Aqcoe5G274500.1.p	Dm_00005529-RA
OG0009732	Aqcoe5G290500.1.p, Aqcoe5G290500.2.p	Dm_00013608-RA
OG0009733	Aqcoe5G006900.4.p, Aqcoe5G006900.3.p, Aqcoe5G006900.2.p, Aqcoe5G006900.1.p	Dm_00011759-RA
OG0009734	Aqcoe5G389900.1.p	Dm_00001433-RA
OG0009735	Aqcoe5G183000.1.p, Aqcoe5G257000.1.p	Dm_00001039-RA
OG0009736	Aqcoe5G176800.1.p, Aqcoe5G144100.1.p	Dm_00011562-RA
OG0009737	Aqcoe5G298000.1.p, Aqcoe5G298000.2.p	Dm_00012062-RA
