Orthogroup	A_coerulea.proteins	A_vesiculosa.proteins
OG0008874	Aqcoe7G003000.1.p	Av_00024175-RA, Av_00024899-RA
OG0008876	Aqcoe7G266400.1.p, Aqcoe7G266400.2.p	Av_00022742-RA
OG0008877	Aqcoe7G209300.1.p	Av_00019756-RA
OG0008879	Aqcoe7G050300.1.p	Av_00012912-RA, Av_00001608-RA, Av_00001609-RA, Av_00009381-RA
OG0008882	Aqcoe7G188900.2.p, Aqcoe7G188900.1.p	Av_00015805-RA
OG0008883	Aqcoe7G064700.1.p	Av_00009370-RA
OG0008884	Aqcoe7G237600.1.p	Av_00021247-RA, Av_00023856-RA
OG0008885	Aqcoe7G070500.1.p	Av_00014549-RA, Av_00010385-RA
OG0008887	Aqcoe7G167500.1.p	Av_00004138-RA
OG0008888	Aqcoe7G333700.1.p, Aqcoe5G288900.1.p	Av_00005169-RA
OG0008889	Aqcoe7G418700.2.p, Aqcoe7G418700.1.p	Av_00008014-RA
OG0008890	Aqcoe7G069100.2.p, Aqcoe7G069100.1.p	Av_00023078-RA
OG0008891	Aqcoe7G194900.2.p, Aqcoe7G194900.1.p	Av_00010057-RA
OG0008893	Aqcoe7G164200.1.p	Av_00019520-RA
OG0008895	Aqcoe7G379400.1.p, Aqcoe7G379400.2.p	Av_00020212-RA
OG0008896	Aqcoe1G346400.1.p, Aqcoe1G346400.2.p, Aqcoe0115s0002.1.p, Aqcoe1G052700.1.p	Av_00004768-RA
OG0008897	Aqcoe0099s0002.1.p	Av_00013059-RA, Av_00018896-RA
OG0008898	Aqcoe1G250400.1.p, Aqcoe1G250400.2.p	Av_00017180-RA
OG0008899	Aqcoe1G227500.1.p	Av_00021410-RA, Av_00005880-RA
OG0008900	Aqcoe1G030400.3.p, Aqcoe1G030400.4.p, Aqcoe1G030400.1.p, Aqcoe1G030400.2.p	Av_00012668-RA
OG0008901	Aqcoe1G480600.1.p	Av_00013629-RA, Av_00008251-RA
OG0008902	Aqcoe1G412100.1.p	Av_00003013-RA
OG0008903	Aqcoe1G358700.1.p	Av_00000485-RA, Av_00022367-RA
OG0008905	Aqcoe1G376900.1.p	Av_00014259-RA, Av_00010156-RA
OG0008906	Aqcoe1G413700.1.p, Aqcoe1G413800.1.p	Av_00023896-RA
OG0008908	Aqcoe1G405000.1.p	Av_00005541-RA, Av_00006042-RA
OG0008909	Aqcoe1G403000.1.p	Av_00004049-RA
OG0008910	Aqcoe1G365300.2.p, Aqcoe1G365300.1.p	Av_00017742-RA
OG0008912	Aqcoe1G118100.1.p	Av_00008173-RA
OG0008913	Aqcoe1G342100.1.p, Aqcoe5G407800.1.p, Aqcoe1G414900.1.p, Aqcoe5G407900.1.p	Av_00015740-RA
OG0008914	Aqcoe1G011300.1.p	Av_00008517-RA, Av_00021074-RA
OG0008915	Aqcoe1G423800.3.p, Aqcoe1G423800.1.p, Aqcoe1G423800.2.p	Av_00023511-RA
OG0008916	Aqcoe1G023500.2.p, Aqcoe1G023500.1.p	Av_00022125-RA
OG0008917	Aqcoe1G056800.1.p	Av_00006499-RA, Av_00013686-RA, Av_00004341-RA
OG0008918	Aqcoe1G142100.1.p	Av_00001159-RA
OG0008919	Aqcoe1G494300.1.p, Aqcoe1G494300.2.p	Av_00020702-RA
OG0008920	Aqcoe1G482800.1.p	Av_00003559-RA
OG0008921	Aqcoe1G137200.1.p	Av_00013474-RA, Av_00020166-RA
OG0008922	Aqcoe1G047200.2.p, Aqcoe1G047200.1.p	Av_00023037-RA
OG0008923	Aqcoe1G455300.1.p	Av_00020078-RA, Av_00015447-RA
OG0008924	Aqcoe1G156700.1.p, Aqcoe1G158200.1.p	Av_00024007-RA, Av_00024208-RA
OG0008925	Aqcoe1G211000.1.p, Aqcoe1G210900.1.p	Av_00006006-RA
OG0008926	Aqcoe1G418600.1.p, Aqcoe1G418600.2.p	Av_00009169-RA
OG0008927	Aqcoe1G275900.1.p, Aqcoe1G275900.2.p, Aqcoe1G417600.1.p, Aqcoe1G417600.2.p	Av_00019730-RA
OG0008928	Aqcoe1G485900.1.p	Av_00009631-RA
OG0008929	Aqcoe1G382400.1.p	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA
OG0008930	Aqcoe1G392300.1.p	Av_00004761-RA, Av_00016951-RA
OG0008931	Aqcoe1G227600.2.p, Aqcoe1G227600.3.p, Aqcoe1G227600.1.p	Av_00010763-RA
OG0008932	Aqcoe1G221300.2.p, Aqcoe1G221300.1.p	Av_00011583-RA
OG0008933	Aqcoe1G303900.1.p	Av_00004774-RA
OG0008935	Aqcoe1G489700.1.p	Av_00010148-RA
OG0008937	Aqcoe1G493500.1.p	Av_00023628-RA
OG0008937	Aqcoe5G002200.2.p, Aqcoe5G002200.1.p	Av_00023627-RA
OG0008938	Aqcoe1G310600.3.p, Aqcoe1G310600.2.p, Aqcoe1G310600.1.p	Av_00000155-RA
OG0008939	Aqcoe1G393500.1.p	Av_00023721-RA
OG0008940	Aqcoe1G466900.1.p	Av_00015932-RA
OG0008941	Aqcoe1G036400.1.p	Av_00018612-RA, Av_00003954-RA, Av_00005796-RA, Av_00012186-RA
OG0008942	Aqcoe1G437700.1.p	Av_00012619-RA
OG0008943	Aqcoe1G142800.1.p	Av_00014350-RA, Av_00014273-RA
OG0008944	Aqcoe1G076500.2.p, Aqcoe1G076500.1.p	Av_00000390-RA
OG0008946	Aqcoe1G202300.1.p	Av_00013090-RA, Av_00019608-RA, Av_00001450-RA
OG0008947	Aqcoe1G453800.1.p, Aqcoe1G453800.2.p	Av_00023829-RA, Av_00020016-RA
OG0008948	Aqcoe1G077300.1.p	Av_00007331-RA, Av_00013278-RA
OG0008949	Aqcoe1G015800.1.p	Av_00017150-RA, Av_00014444-RA, Av_00018806-RA
OG0008950	Aqcoe1G132800.1.p	Av_00014358-RA
OG0008951	Aqcoe1G072300.1.p, Aqcoe1G072300.2.p	Av_00007590-RA
OG0008952	Aqcoe1G438200.1.p	Av_00002946-RA
OG0008955	Aqcoe1G098600.1.p, Aqcoe1G098600.2.p	Av_00012003-RA, Av_00003881-RA
OG0008956	Aqcoe1G035700.1.p	Av_00014408-RA
OG0008957	Aqcoe1G268400.1.p	Av_00001301-RA
OG0008958	Aqcoe1G258300.1.p	Av_00002366-RA, Av_00017218-RA
OG0008959	Aqcoe1G211300.1.p	Av_00018486-RA, Av_00019013-RA, Av_00023799-RA
OG0008960	Aqcoe1G034000.1.p	Av_00022343-RA, Av_00014469-RA
OG0008962	Aqcoe1G159400.1.p	Av_00018375-RA
OG0008963	Aqcoe1G408400.2.p, Aqcoe1G408400.1.p	Av_00014267-RA
OG0008964	Aqcoe1G037400.1.p	Av_00005800-RA
OG0008965	Aqcoe1G223600.1.p	Av_00002338-RA, Av_00007830-RA
OG0008966	Aqcoe1G180600.1.p	Av_00005689-RA
OG0008967	Aqcoe1G154700.2.p, Aqcoe1G154700.1.p	Av_00023639-RA
OG0008968	Aqcoe1G178000.1.p, Aqcoe1G178000.2.p	Av_00008234-RA
OG0008969	Aqcoe1G167200.1.p	Av_00017660-RA, Av_00008944-RA
OG0008970	Aqcoe1G401100.2.p, Aqcoe1G401100.1.p	Av_00002967-RA
OG0008971	Aqcoe1G497400.1.p	Av_00020493-RA, Av_00019185-RA
OG0008972	Aqcoe1G465500.1.p, Aqcoe1G465500.2.p	Av_00013348-RA
OG0008973	Aqcoe1G150200.1.p	Av_00020731-RA
OG0008974	Aqcoe1G331100.1.p	Av_00024819-RA
OG0008975	Aqcoe1G383200.1.p, Aqcoe1G383300.1.p, Aqcoe5G017000.1.p	Av_00000577-RA
OG0008976	Aqcoe1G229800.1.p	Av_00005964-RA
OG0008977	Aqcoe1G037300.1.p, Aqcoe1G037300.2.p, Aqcoe1G037300.3.p	Av_00003956-RA
OG0008978	Aqcoe1G073400.1.p	Av_00021061-RA, Av_00008508-RA
OG0008979	Aqcoe1G159100.1.p	Av_00023368-RA
OG0008981	Aqcoe1G224300.1.p	Av_00012644-RA, Av_00017184-RA
OG0008983	Aqcoe1G171600.2.p, Aqcoe1G171600.1.p, Aqcoe1G171600.3.p	Av_00019857-RA
OG0008984	Aqcoe1G499100.2.p, Aqcoe1G499100.1.p	Av_00019963-RA
OG0008985	Aqcoe1G143100.1.p	Av_00001153-RA, Av_00014349-RA
OG0008986	Aqcoe3G037400.1.p, Aqcoe1G087700.1.p	Av_00000795-RA
OG0008987	Aqcoe1G166700.1.p	Av_00010046-RA
OG0008988	Aqcoe1G250600.1.p	Av_00022518-RA
OG0008989	Aqcoe1G138600.1.p	Av_00013110-RA
OG0008990	Aqcoe1G432100.1.p	Av_00010295-RA
OG0008991	Aqcoe1G262900.1.p	Av_00023241-RA
OG0008992	Aqcoe1G285600.1.p, Aqcoe3G274900.1.p	Av_00021113-RA, Av_00021112-RA, Av_00003133-RA, Av_00014016-RA
OG0008993	Aqcoe1G058700.1.p	Av_00000664-RA, Av_00023728-RA
OG0008994	Aqcoe1G418800.1.p	Av_00022025-RA
OG0008995	Aqcoe1G042400.1.p	Av_00011847-RA
OG0008996	Aqcoe1G267200.1.p	Av_00024188-RA, Av_00005916-RA
OG0008997	Aqcoe1G392400.1.p	Av_00010624-RA
OG0008998	Aqcoe1G182400.1.p	Av_00014818-RA, Av_00022743-RA, Av_00022950-RA
OG0008999	Aqcoe1G039600.3.p, Aqcoe1G039600.4.p, Aqcoe1G039600.2.p, Aqcoe1G039600.1.p	Av_00016543-RA
OG0009000	Aqcoe1G302600.1.p	Av_00011795-RA
OG0009001	Aqcoe1G194200.1.p	Av_00007453-RA, Av_00003718-RA
OG0009002	Aqcoe1G208600.1.p	Av_00017508-RA
OG0009003	Aqcoe1G156400.1.p	Av_00010063-RA
OG0009004	Aqcoe1G020700.1.p	Av_00024788-RA
OG0009005	Aqcoe1G199400.2.p, Aqcoe1G199400.3.p, Aqcoe1G199400.1.p	Av_00006120-RA
OG0009006	Aqcoe1G354400.1.p	Av_00024287-RA, Av_00003085-RA
OG0009007	Aqcoe1G267000.1.p	Av_00002384-RA, Av_00018402-RA
OG0009008	Aqcoe3G016200.1.p, Aqcoe1228s0001.1.p, Aqcoe3G016200.2.p	Av_00022086-RA
OG0009009	Aqcoe5G305000.2.p, Aqcoe5G305000.1.p	Av_00022286-RA
OG0009010	Aqcoe5G010400.1.p	Av_00011802-RA
OG0009011	Aqcoe5G378600.3.p, Aqcoe5G378600.1.p, Aqcoe5G378600.2.p	Av_00009269-RA
OG0009013	Aqcoe5G006700.1.p	Av_00000741-RA
OG0009014	Aqcoe3G131100.1.p, Aqcoe5G381000.1.p	Av_00008947-RA, Av_00009270-RA, Av_00015010-RA
OG0009015	Aqcoe5G300000.4.p, Aqcoe5G300000.1.p, Aqcoe5G300000.2.p, Aqcoe5G300000.3.p	Av_00013974-RA, Av_00003284-RA
OG0009016	Aqcoe5G217800.1.p	Av_00000092-RA, Av_00011498-RA
OG0009017	Aqcoe5G372400.4.p, Aqcoe5G372400.1.p, Aqcoe5G372400.6.p, Aqcoe5G372400.2.p, Aqcoe5G372400.5.p, Aqcoe5G372400.3.p	Av_00002636-RA
OG0009018	Aqcoe5G220200.2.p, Aqcoe5G220200.1.p	Av_00011466-RA
OG0009019	Aqcoe5G054900.1.p	Av_00020650-RA, Av_00000620-RA
OG0009020	Aqcoe5G122400.1.p	Av_00014821-RA, Av_00014822-RA
OG0009021	Aqcoe5G243300.1.p	Av_00013699-RA
OG0009022	Aqcoe5G218400.1.p	Av_00006487-RA, Av_00013666-RA
OG0009023	Aqcoe5G269400.1.p	Av_00008581-RA, Av_00014618-RA
OG0009024	Aqcoe5G357000.2.p, Aqcoe5G357000.1.p	Av_00017204-RA
OG0009025	Aqcoe5G027100.1.p	Av_00017043-RA
OG0009026	Aqcoe5G469300.1.p	Av_00005428-RA
OG0009028	Aqcoe5G361600.1.p	Av_00021827-RA, Av_00012237-RA
OG0009029	Aqcoe3G165000.1.p, Aqcoe5G192500.1.p	Av_00009963-RA
OG0009030	Aqcoe5G461700.1.p	Av_00009471-RA
OG0009031	Aqcoe5G127100.3.p, Aqcoe5G127100.1.p, Aqcoe5G127100.2.p	Av_00009024-RA, Av_00021618-RA
OG0009032	Aqcoe5G380300.1.p	Av_00021846-RA
OG0009033	Aqcoe5G220500.1.p	Av_00001839-RA, Av_00013720-RA
OG0009034	Aqcoe5G009700.1.p	Av_00000760-RA
OG0009035	Aqcoe5G268400.1.p	Av_00002148-RA
OG0009036	Aqcoe5G318600.1.p	Av_00014617-RA, Av_00008580-RA
OG0009037	Aqcoe5G182100.1.p	Av_00009899-RA
OG0009038	Aqcoe5G296200.1.p	Av_00024082-RA
OG0009039	Aqcoe5G445100.1.p	Av_00009200-RA, Av_00014789-RA
OG0009040	Aqcoe5G218000.1.p, Aqcoe5G218000.2.p	Av_00019091-RA
OG0009041	Aqcoe5G093700.1.p	Av_00016202-RA
OG0009042	Aqcoe5G279400.1.p	Av_00011461-RA
OG0009043	Aqcoe5G188800.1.p, Aqcoe5G188800.2.p	Av_00022465-RA
OG0009044	Aqcoe5G070100.3.p, Aqcoe5G070100.2.p, Aqcoe5G070100.1.p	Av_00016267-RA
OG0009045	Aqcoe5G360400.1.p	Av_00024593-RA
OG0009046	Aqcoe5G435600.1.p	Av_00020607-RA
OG0009047	Aqcoe5G271200.1.p	Av_00006927-RA, Av_00021045-RA, Av_00006652-RA
OG0009049	Aqcoe3G084300.1.p, Aqcoe3G084300.2.p, Aqcoe5G465400.1.p	Av_00003976-RA
OG0009050	Aqcoe5G313600.1.p	Av_00010627-RA
OG0009051	Aqcoe5G067900.1.p	Av_00007602-RA
OG0009052	Aqcoe5G102600.1.p, Aqcoe5G102400.1.p	Av_00017589-RA
OG0009053	Aqcoe5G468000.1.p	Av_00022260-RA, Av_00013961-RA
OG0009055	Aqcoe5G101300.1.p	Av_00008855-RA, Av_00018728-RA
OG0009056	Aqcoe5G151500.1.p	Av_00002009-RA
OG0009057	Aqcoe5G112300.1.p	Av_00023392-RA, Av_00013648-RA
OG0009059	Aqcoe5G099900.1.p, Aqcoe5G099900.2.p	Av_00019349-RA
OG0009060	Aqcoe5G148500.1.p	Av_00012362-RA, Av_00004526-RA
OG0009061	Aqcoe5G114200.1.p, Aqcoe5G114200.2.p	Av_00000858-RA
OG0009062	Aqcoe5G008900.2.p, Aqcoe5G008900.3.p, Aqcoe5G008900.1.p	Av_00019637-RA
OG0009063	Aqcoe5G317000.1.p	Av_00004259-RA, Av_00004626-RA
OG0009064	Aqcoe5G211300.1.p	Av_00004282-RA, Av_00007270-RA, Av_00018304-RA
OG0009065	Aqcoe5G037200.1.p	Av_00000596-RA, Av_00019219-RA
OG0009066	Aqcoe5G399900.3.p, Aqcoe5G399900.1.p, Aqcoe5G399900.2.p	Av_00013845-RA
OG0009067	Aqcoe5G009500.1.p	Av_00016644-RA, Av_00014863-RA, Av_00006956-RA, Av_00011803-RA
OG0009068	Aqcoe5G084500.1.p	Av_00001141-RA
OG0009069	Aqcoe5G020200.1.p	Av_00024038-RA, Av_00017809-RA
OG0009070	Aqcoe5G129600.2.p, Aqcoe5G129600.1.p, Aqcoe5G129600.3.p	Av_00014283-RA, Av_00010132-RA
OG0009071	Aqcoe5G398300.1.p	Av_00017648-RA, Av_00010476-RA, Av_00001698-RA, Av_00013842-RA
OG0009072	Aqcoe5G428500.1.p	Av_00020804-RA
OG0009073	Aqcoe5G051400.1.p	Av_00020644-RA, Av_00000616-RA
OG0009074	Aqcoe5G351900.1.p	Av_00013826-RA
OG0009075	Aqcoe5G423000.1.p	Av_00005470-RA
OG0009077	Aqcoe5G255600.1.p	Av_00017032-RA
OG0009078	Aqcoe5G362700.1.p, Aqcoe5G362700.2.p	Av_00008975-RA
OG0009079	Aqcoe5G308100.1.p	Av_00022462-RA, Av_00023951-RA, Av_00011161-RA
OG0009080	Aqcoe5G090800.1.p	Av_00006718-RA, Av_00024351-RA, Av_00021749-RA
OG0009081	Aqcoe5G073500.1.p	Av_00018132-RA
OG0009082	Aqcoe5G172200.1.p, Aqcoe5G172200.2.p	Av_00013410-RA, Av_00023106-RA
OG0009083	Aqcoe5G286200.1.p	Av_00017067-RA
OG0009084	Aqcoe5G037300.2.p, Aqcoe5G037300.1.p	Av_00016243-RA
OG0009085	Aqcoe5G138200.1.p	Av_00020442-RA
OG0009088	Aqcoe3G164200.1.p, Aqcoe5G347800.1.p, Aqcoe5G347800.2.p	Av_00021835-RA, Av_00012244-RA
OG0009089	Aqcoe5G461800.1.p	Av_00011123-RA, Av_00011124-RA
OG0009090	Aqcoe5G464800.1.p	Av_00014287-RA, Av_00010127-RA
OG0009092	Aqcoe5G115600.1.p	Av_00012100-RA
OG0009093	Aqcoe5G080600.1.p	Av_00006463-RA, Av_00006462-RA
OG0009094	Aqcoe5G420300.1.p	Av_00014953-RA
OG0009095	Aqcoe5G058100.2.p, Aqcoe5G058100.1.p	Av_00018363-RA, Av_00005152-RA, Av_00024786-RA
OG0009096	Aqcoe5G229200.1.p	Av_00014866-RA
OG0009097	Aqcoe5G025300.1.p	Av_00020873-RA
OG0009099	Aqcoe5G300300.1.p	Av_00020333-RA
OG0009100	Aqcoe5G140800.1.p	Av_00008798-RA
OG0009101	Aqcoe3G280200.1.p	Av_00011760-RA
OG0009102	Aqcoe3G357600.1.p, Aqcoe3G135300.1.p	Av_00021950-RA, Av_00009001-RA
OG0009103	Aqcoe3G144200.1.p	Av_00015004-RA, Av_00009275-RA
OG0009105	Aqcoe3G405700.1.p, Aqcoe3G405800.1.p, Aqcoe3G405500.1.p, Aqcoe3G405600.1.p, Aqcoe3G023800.1.p	Av_00003926-RA
OG0009106	Aqcoe3G123500.1.p	Av_00011768-RA, Av_00011767-RA
OG0009107	Aqcoe3G361900.1.p	Av_00006397-RA, Av_00007577-RA
OG0009108	Aqcoe3G437700.2.p, Aqcoe3G437700.1.p, Aqcoe3G437700.3.p	Av_00010735-RA
OG0009109	Aqcoe3G191700.1.p, Aqcoe3G422200.1.p, Aqcoe3G422100.1.p	Av_00009556-RA
OG0009110	Aqcoe3G434800.3.p, Aqcoe3G434800.2.p, Aqcoe3G434800.1.p	Av_00012840-RA
OG0009111	Aqcoe3G270300.1.p, Aqcoe3G270300.2.p	Av_00001573-RA
OG0009112	Aqcoe3G359100.1.p	Av_00000530-RA, Av_00011243-RA
OG0009113	Aqcoe3G266900.1.p	Av_00003000-RA
OG0009114	Aqcoe3G107100.3.p, Aqcoe3G107100.2.p, Aqcoe3G107100.1.p, Aqcoe3G305000.1.p	Av_00012412-RA, Av_00009297-RA
OG0009115	Aqcoe3G416500.1.p	Av_00006248-RA
OG0009116	Aqcoe3G261900.1.p	Av_00017456-RA, Av_00023644-RA
OG0009117	Aqcoe3G423800.1.p	Av_00016535-RA, Av_00006552-RA
OG0009118	Aqcoe3G328800.1.p	Av_00001681-RA
OG0009119	Aqcoe3G121500.3.p, Aqcoe3G121500.2.p, Aqcoe3G121500.1.p	Av_00020235-RA
OG0009120	Aqcoe3G406200.1.p	Av_00008742-RA
OG0009121	Aqcoe3G258700.1.p, Aqcoe3G258700.2.p	Av_00021197-RA
OG0009122	Aqcoe3G384500.2.p, Aqcoe3G384500.1.p	Av_00015581-RA, Av_00009097-RA
OG0009123	Aqcoe3G216500.1.p	Av_00015866-RA, Av_00024006-RA
OG0009124	Aqcoe3G111800.1.p	Av_00015252-RA
OG0009125	Aqcoe3G347600.1.p	Av_00009322-RA, Av_00012435-RA
OG0009126	Aqcoe3G049200.1.p	Av_00001676-RA, Av_00009472-RA
OG0009127	Aqcoe3G307000.1.p	Av_00012556-RA
OG0009128	Aqcoe3G063400.1.p	Av_00015594-RA, Av_00009109-RA
OG0009129	Aqcoe3G237700.1.p	Av_00020795-RA, Av_00021415-RA
OG0009130	Aqcoe3G434200.1.p	Av_00018284-RA, Av_00004706-RA
OG0009131	Aqcoe3G050300.1.p	Av_00007604-RA
OG0009132	Aqcoe3G167800.1.p	Av_00020625-RA
OG0009133	Aqcoe3G074500.1.p	Av_00007378-RA
OG0009134	Aqcoe3G420400.1.p	Av_00016227-RA
OG0009135	Aqcoe3G158900.1.p	Av_00011594-RA, Av_00020416-RA
OG0009136	Aqcoe3G307600.1.p, Aqcoe3G307300.1.p, Aqcoe3G307300.2.p	Av_00003577-RA
OG0009137	Aqcoe3G235800.1.p	Av_00019456-RA
OG0009138	Aqcoe3G189300.1.p	Av_00012231-RA
OG0009139	Aqcoe3G399000.1.p	Av_00004983-RA
OG0009140	Aqcoe3G372900.1.p	Av_00008104-RA
OG0009141	Aqcoe3G420600.1.p, Aqcoe3G420600.2.p	Av_00011457-RA
OG0009142	Aqcoe3G035400.2.p, Aqcoe3G035400.1.p	Av_00012206-RA
OG0009143	Aqcoe3G193100.1.p, Aqcoe3G193100.2.p	Av_00011606-RA
OG0009144	Aqcoe3G059100.1.p	Av_00007567-RA, Av_00007568-RA
OG0009145	Aqcoe3G071200.1.p, Aqcoe3G071200.2.p	Av_00009338-RA, Av_00012448-RA
OG0009146	Aqcoe3G258800.1.p	Av_00019518-RA, Av_00020928-RA
OG0009147	Aqcoe3G124500.2.p, Aqcoe3G124500.1.p	Av_00010555-RA
OG0009147	Aqcoe3G124500.3.p	Av_00010554-RA
OG0009148	Aqcoe3G024800.1.p, Aqcoe3G024800.2.p	Av_00000245-RA, Av_00007785-RA
OG0009149	Aqcoe3G407700.1.p	Av_00018443-RA, Av_00002586-RA, Av_00003332-RA
OG0009150	Aqcoe3G303300.1.p	Av_00000904-RA, Av_00015485-RA, Av_00023094-RA
OG0009151	Aqcoe3G228500.1.p	Av_00021392-RA
OG0009152	Aqcoe3G262700.1.p	Av_00010685-RA, Av_00018590-RA
OG0009153	Aqcoe3G280100.1.p	Av_00021478-RA
OG0009154	Aqcoe3G081000.1.p	Av_00022625-RA
OG0009155	Aqcoe3G212100.1.p	Av_00022024-RA
OG0009157	Aqcoe3G411100.1.p	Av_00005929-RA, Av_00005643-RA
OG0009158	Aqcoe3G196000.1.p	Av_00016341-RA
OG0009159	Aqcoe3G262300.1.p	Av_00008344-RA
OG0009160	Aqcoe3G274000.3.p, Aqcoe3G274000.4.p, Aqcoe3G274000.1.p, Aqcoe3G274000.2.p	Av_00001577-RA
OG0009161	Aqcoe3G173200.1.p, Aqcoe3G173200.3.p, Aqcoe3G173200.2.p	Av_00003313-RA
OG0009162	Aqcoe3G404500.2.p, Aqcoe3G404500.1.p	Av_00019924-RA
OG0009163	Aqcoe3G036600.1.p	Av_00006361-RA
OG0009164	Aqcoe3G308900.1.p	Av_00003575-RA
OG0009167	Aqcoe3G314500.3.p, Aqcoe3G314500.2.p, Aqcoe3G314500.1.p	Av_00001735-RA, Av_00017684-RA
OG0009168	Aqcoe3G041800.1.p	Av_00017009-RA, Av_00003314-RA
OG0009170	Aqcoe3G100500.3.p, Aqcoe3G100500.1.p, Aqcoe3G100500.2.p	Av_00006568-RA
OG0009171	Aqcoe3G039400.1.p	Av_00019932-RA
OG0009172	Aqcoe3G135800.1.p	Av_00000269-RA
OG0009173	Aqcoe3G021000.2.p, Aqcoe3G021000.3.p, Aqcoe3G021000.1.p	Av_00007781-RA, Av_00000250-RA
OG0009174	Aqcoe3G161400.1.p	Av_00020421-RA
OG0009175	Aqcoe3G003700.1.p	Av_00001810-RA, Av_00013749-RA, Av_00022354-RA, Av_00025108-RA
OG0009176	Aqcoe3G402100.1.p	Av_00007626-RA, Av_00006358-RA
OG0009178	Aqcoe3G231700.1.p	Av_00021115-RA
OG0009179	Aqcoe3G117700.1.p	Av_00007808-RA
OG0009180	Aqcoe3G413800.3.p, Aqcoe3G413800.4.p, Aqcoe3G413800.2.p, Aqcoe3G413800.1.p	Av_00003737-RA
OG0009255	Aqcoe2G331800.1.p, Aqcoe0040s0001.1.p	Av_00017027-RA
OG0009256	Aqcoe2G030000.1.p	Av_00014903-RA, Av_00008126-RA
OG0009257	Aqcoe5G090300.1.p, Aqcoe2G290900.1.p	Av_00014858-RA
OG0009258	Aqcoe2G364000.1.p	Av_00019221-RA
OG0009258	Aqcoe2G364100.1.p	Av_00019222-RA
OG0009260	Aqcoe2G024200.2.p, Aqcoe2G024200.1.p	Av_00014490-RA, Av_00012685-RA
OG0009261	Aqcoe2G042600.2.p, Aqcoe2G042600.1.p	Av_00022041-RA
OG0009262	Aqcoe2G277100.1.p	Av_00017062-RA
OG0009264	Aqcoe2G358900.1.p, Aqcoe2G125800.1.p	Av_00008179-RA
OG0009265	Aqcoe2G134600.1.p	Av_00017319-RA, Av_00022349-RA
OG0009266	Aqcoe3G085200.1.p, Aqcoe2G138300.1.p, Aqcoe2G138300.3.p, Aqcoe2G138300.2.p	Av_00007033-RA
OG0009267	Aqcoe2G161700.1.p	Av_00011713-RA, Av_00019817-RA
OG0009268	Aqcoe2G180200.1.p	Av_00012536-RA, Av_00002846-RA
OG0009269	Aqcoe2G104600.1.p	Av_00014464-RA, Av_00012661-RA
OG0009270	Aqcoe2G310500.3.p, Aqcoe2G310500.2.p, Aqcoe2G310500.1.p	Av_00016774-RA
OG0009271	Aqcoe2G388100.1.p, Aqcoe2G388100.2.p	Av_00020306-RA, Av_00003478-RA
OG0009272	Aqcoe2G147800.1.p	Av_00003572-RA
OG0009273	Aqcoe2G083400.1.p, Aqcoe4G109200.1.p	Av_00021534-RA
OG0009275	Aqcoe2G173200.1.p, Aqcoe6G329100.1.p	Av_00008103-RA, Av_00014888-RA
OG0009277	Aqcoe2G100700.1.p, Aqcoe1G429200.1.p, Aqcoe1G429000.1.p	Av_00021204-RA, Av_00021822-RA
OG0009278	Aqcoe2G021900.2.p, Aqcoe2G021900.1.p	Av_00021727-RA
OG0009280	Aqcoe2G339200.1.p	Av_00016070-RA
OG0009281	Aqcoe5G268900.1.p, Aqcoe2G266800.1.p	Av_00000775-RA
OG0009282	Aqcoe2G194400.1.p, Aqcoe2G189000.1.p	Av_00010515-RA
OG0009282	Aqcoe2G163900.1.p, Aqcoe7G231300.1.p	Av_00013176-RA
OG0009284	Aqcoe2G398400.2.p, Aqcoe2G398400.1.p	Av_00009654-RA, Av_00002246-RA
OG0009285	Aqcoe2G101600.1.p	Av_00003384-RA
OG0009286	Aqcoe2G005700.1.p, Aqcoe4G072600.1.p	Av_00024737-RA
OG0009287	Aqcoe1G366300.1.p, Aqcoe2G134800.1.p, Aqcoe4G118100.1.p, Aqcoe2G114300.1.p, Aqcoe5G399500.1.p	Av_00018910-RA
OG0009288	Aqcoe2G430000.1.p, Aqcoe2G430000.2.p	Av_00008099-RA
OG0009289	Aqcoe2G133200.1.p, Aqcoe3G006700.1.p	Av_00003340-RA
OG0009290	Aqcoe3G155900.1.p, Aqcoe2G390000.1.p	Av_00001474-RA
OG0009291	Aqcoe2G318700.1.p	Av_00015807-RA
OG0009292	Aqcoe2G351400.1.p	Av_00016254-RA, Av_00021599-RA
OG0009293	Aqcoe2G037000.1.p, Aqcoe3G248200.1.p	Av_00021813-RA
OG0009296	Aqcoe2G115200.1.p	Av_00020151-RA
OG0009299	Aqcoe2G393500.1.p, Aqcoe2G393500.2.p	Av_00018790-RA
OG0009300	Aqcoe2G270300.2.p, Aqcoe2G270300.1.p, Aqcoe7G294500.1.p, Aqcoe2G272000.1.p	Av_00009512-RA
OG0009301	Aqcoe2G026200.1.p	Av_00007165-RA
OG0009302	Aqcoe2G408100.1.p	Av_00021921-RA
OG0009303	Aqcoe2G047800.2.p, Aqcoe2G047800.1.p, Aqcoe1G040800.1.p, Aqcoe1G040800.2.p	Av_00018263-RA
OG0009304	Aqcoe2G063400.2.p, Aqcoe2G063400.1.p	Av_00019635-RA, Av_00024158-RA
OG0009306	Aqcoe2G180500.1.p	Av_00002838-RA, Av_00022210-RA
