Orthogroup	B_vulgaris.proteins	G_max.proteins
OG0009829	Bevul.6G080400.1.p	GmISU01.07G191600.1.p, GmISU01.20G021400.1.p
OG0009830	Bevul.6G042600.1.p	GmISU01.10G238500.1.p
OG0009831	Bevul.6G242900.1.p	GmISU01.02G020300.1.p, GmISU01.01G038600.2.p, GmISU01.01G038600.1.p
OG0009832	Bevul.4G109500.1.p	GmISU01.02G076700.3.p, GmISU01.02G076700.2.p, GmISU01.02G076700.1.p
OG0009833	Bevul.6G247500.1.p	GmISU01.01G035100.1.p
OG0009834	Bevul.6G140700.1.p	GmISU01.20G011200.1.p, GmISU01.07G183800.1.p
OG0009835	Bevul.2G217700.2.p, Bevul.2G217700.1.p	GmISU01.19G037200.1.p
OG0009836	Bevul.5G074700.1.p	GmISU01.01G164800.1.p, GmISU01.11G034100.1.p, GmISU01.05G059500.2.p, GmISU01.17G134400.1.p
OG0009837	Bevul.6G191300.1.p	GmISU01.20G158400.1.p, GmISU01.10G157500.2.p
OG0009838	Bevul.1G161800.1.p, Bevul.4G145300.1.p, Bevul.9G065000.1.p, Bevul.8G089000.1.p	GmISU01.02G232100.1.p
OG0009839	Bevul.6G231600.1.p	GmISU01.02G099000.1.p, GmISU01.01G046300.1.p, GmISU01.01G046300.2.p
OG0009840	Bevul.5G072300.1.p	GmISU01.05G058400.1.p, GmISU01.17G133500.1.p, GmISU01.01G165900.1.p
OG0009841	Bevul.5G182900.1.p	GmISU01.05G021500.1.p, GmISU01.05G021500.2.p, GmISU01.17G094900.1.p
OG0009842	Bevul.6G243500.1.p	GmISU01.02G020600.1.p, GmISU01.01G038300.1.p
OG0009843	Bevul.6G229100.1.p	GmISU01.20G024700.1.p, GmISU01.07G193500.1.p
OG0009844	Bevul.3G163600.1.p	GmISU01.07G092700.7.p, GmISU01.07G092700.5.p, GmISU01.07G092700.2.p
OG0009845	Bevul.6G078200.1.p	GmISU01.02G106400.1.p
OG0009847	Bevul.5G105600.1.p	GmISU01.09G174000.1.p, GmISU01.04G103900.1.p
OG0009848	Bevul.5G100500.1.p	GmISU01.01G009800.2.p, GmISU01.01G009800.1.p, GmISU01.09G170400.1.p
OG0009849	Bevul.9G010000.1.p	GmISU01.12G024800.1.p, GmISU01.12G024800.2.p, GmISU01.12G024800.3.p, GmISU01.11G093200.1.p
OG0009850	Bevul.5G071000.1.p	GmISU01.05G057600.1.p, GmISU01.17G132800.1.p
OG0009851	Bevul.6G228100.1.p	GmISU01.02G101100.1.p, GmISU01.01G047900.1.p
OG0009852	Bevul.6G190200.1.p	GmISU01.02G032000.1.p, GmISU01.01G028000.1.p, GmISU01.08G256900.2.p
OG0009853	Bevul.7G136700.1.p	GmISU01.20G175300.1.p, GmISU01.10G141800.2.p
OG0009854	Bevul.2G111400.1.p	GmISU01.07G095100.1.p, GmISU01.09G135500.1.p
OG0009855	Bevul.9G006800.1.p	GmISU01.20G001900.1.p, GmISU01.07G167100.1.p, GmISU01.09G237500.1.p
OG0009856	Bevul.5G201300.1.p	GmISU01.06G171700.1.p, GmISU01.04G142800.1.p
OG0009857	Bevul.6G248700.1.p	GmISU01.01G036000.1.p, GmISU01.02G022800.1.p
OG0009858	Bevul.9G015000.1.p	GmISU01.15G112900.4.p, GmISU01.15G112900.3.p, GmISU01.15G112900.1.p, GmISU01.15G112900.2.p, GmISU01.09G015300.1.p
OG0009859	Bevul.8G105300.1.p	GmISU01.10G141300.1.p, GmISU01.16G178700.1.p, GmISU01.09G126000.1.p
OG0009860	Bevul.7G194500.1.p	GmISU01.20G035900.1.p, GmISU01.20G035900.2.p
OG0009861	Bevul.6G248100.1.p	GmISU01.02G023300.1.p
OG0009862	Bevul.5G209500.1.p	GmISU01.05G032600.1.p, GmISU01.17G083600.1.p
OG0009863	Bevul.6G129000.1.p	GmISU01.20G084000.4.p, GmISU01.20G084000.1.p, GmISU01.10G232700.1.p, GmISU01.01G065400.1.p
OG0009864	Bevul.6G203400.1.p	GmISU01.10G254300.1.p, GmISU01.20G206300.1.p, GmISU01.20G206300.3.p, GmISU01.20G206300.4.p
OG0009865	Bevul.4G096400.1.p	GmISU01.19G007100.1.p, GmISU01.05G006700.1.p
OG0009866	Bevul.4G120100.1.p	GmISU01.18G043000.1.p
OG0009867	Bevul.6G126300.1.p	GmISU01.01G066000.1.p, GmISU01.08G240500.1.p
OG0009868	Bevul.5G178200.1.p	GmISU01.17G071900.1.p, GmISU01.17G071900.2.p, GmISU01.05G019000.1.p
OG0009869	Bevul.6G042800.1.p	GmISU01.20G077600.2.p, GmISU01.20G077600.1.p, GmISU01.10G238900.1.p
OG0009870	Bevul.1G106500.1.p	GmISU01.02G176000.1.p, GmISU01.02G176000.2.p, GmISU01.14G145900.1.p, GmISU01.14G145900.3.p, GmISU01.14G145900.2.p
OG0009871	Bevul.4G121300.1.p	GmISU01.14G174400.1.p, GmISU01.14G174400.3.p, GmISU01.14G174400.2.p
OG0009873	Bevul.7G076900.1.p	GmISU01.04G111500.1.p
OG0009874	Bevul.9G004600.1.p	GmISU01.10G244100.1.p, GmISU01.10G243900.1.p, GmISU01.20G072200.1.p, GmISU01.20G072200.2.p
OG0009875	Bevul.5G061300.1.p	GmISU01.01G045000.1.p, GmISU01.02G097600.1.p
OG0009876	Bevul.1G081800.1.p, Bevul.4G118000.1.p	GmISU01.15G211100.2.p, GmISU01.08G160300.2.p, GmISU01.08G160300.1.p
OG0009877	Bevul.2G057400.1.p, Bevul.2G057400.2.p	GmISU01.09G213900.2.p, GmISU01.09G213900.4.p, GmISU01.09G213900.5.p, GmISU01.09G213900.3.p, GmISU01.09G213900.1.p
OG0009878	Bevul.6G053300.1.p	GmISU01.14G178300.2.p, GmISU01.14G178300.1.p
OG0009879	Bevul.6G240700.1.p	GmISU01.02G018500.2.p, GmISU01.01G039900.1.p
OG0009880	Bevul.5G201800.1.p	GmISU01.06G171500.2.p, GmISU01.04G143000.1.p
OG0009881	Bevul.2G205800.1.p	GmISU01.18G234000.1.p, GmISU01.02G081800.1.p
OG0009882	Bevul.2G059800.1.p	GmISU01.13G041700.2.p, GmISU01.13G041700.1.p
OG0009883	Bevul.7G180700.1.p	GmISU01.08G325200.1.p, GmISU01.18G238900.1.p
OG0009885	Bevul.9G100000.1.p	GmISU01.18G088600.2.p, GmISU01.08G278200.1.p
OG0009889	Bevul.2G180600.1.p	GmISU01.04G061700.2.p, GmISU01.04G061700.1.p, GmISU01.06G062100.1.p, GmISU01.14G106300.1.p, GmISU01.17G182400.1.p
OG0009897	Bevul.1G167300.1.p	GmISU01.18G175400.2.p, GmISU01.18G175400.1.p, GmISU01.09G218900.1.p, GmISU01.19G034500.1.p, GmISU01.19G033500.1.p
OG0009898	Bevul.3G023900.1.p	GmISU01.02G187200.2.p
OG0009900	Bevul.5G129700.1.p, Bevul.8G096400.1.p	GmISU01.08G113300.4.p, GmISU01.08G113300.3.p, GmISU01.08G113300.2.p, GmISU01.05G138600.1.p, GmISU01.05G138600.3.p, GmISU01.05G138600.2.p
OG0009902	Bevul.8G027000.1.p	GmISU01.13G150700.1.p, GmISU01.07G165600.3.p, GmISU01.07G165600.1.p, GmISU01.07G165600.2.p, GmISU01.13G150700.2.p
OG0009904	Bevul.8G061500.1.p	GmISU01.07G158600.1.p, GmISU01.08G055200.3.p, GmISU01.08G055200.1.p, GmISU01.13G213700.1.p, GmISU01.15G062500.1.p
OG0009905	Bevul.8G106200.1.p	GmISU01.07G002600.1.p, GmISU01.08G207700.1.p
OG0009906	Bevul.6G006300.1.p	GmISU01.16G083300.1.p, GmISU01.17G153300.1.p, GmISU01.05G079800.1.p
OG0009908	Bevul.5G028400.1.p	GmISU01.05G178500.1.p, GmISU01.08G015100.1.p, GmISU01.08G015100.2.p, GmISU01.11G020600.1.p, GmISU01.01G179200.2.p, GmISU01.01G179200.1.p
OG0009909	Bevul.4G126300.1.p	GmISU01.04G166300.1.p, GmISU01.06G147200.6.p, GmISU01.06G147200.4.p, GmISU01.06G147200.5.p
OG0009910	Bevul.3G233700.1.p	GmISU01.09G186400.1.p, GmISU01.12G007600.1.p, GmISU01.10G076800.1.p
OG0009911	Bevul.3G217000.1.p	GmISU01.19G095400.1.p, GmISU01.03G089600.1.p
OG0009912	Bevul.6G125400.1.p	GmISU01.20G082400.1.p, GmISU01.10G234000.1.p
OG0009913	Bevul.9G158700.1.p, Bevul.9G210700.1.p	GmISU01.08G163900.1.p, GmISU01.15G207200.1.p
OG0009914	Bevul.9G115800.1.p	GmISU01.08G186300.1.p, GmISU01.07G013100.1.p
OG0009920	Bevul.6G177500.1.p	GmISU01.18G122300.1.p
OG0009922	Bevul.8G056400.1.p	GmISU01.13G173100.4.p, GmISU01.13G173100.1.p, GmISU01.17G012500.4.p, GmISU01.17G012500.1.p, GmISU01.17G012500.3.p, GmISU01.17G012500.2.p, GmISU01.07G222100.3.p, GmISU01.07G222100.1.p, GmISU01.07G222100.4.p, GmISU01.07G222100.2.p
OG0009924	Bevul.6G110000.1.p, Bevul.5G142100.1.p, Bevul.6G162400.1.p, Bevul.2G084600.1.p, Bevul.4G201400.1.p, Bevul.1G048500.1.p, Bevul.6G181500.1.p, Bevul.1G037200.1.p, Bevul.3G135300.1.p, Bevul.2G033600.1.p, Bevul.8G088600.1.p, Bevul.9G091500.1.p, Bevul.4G105600.1.p, Bevul.4G101800.1.p, Bevul.5G055900.1.p	GmISU01.09G076500.1.p, GmISU01.01G062600.1.p
OG0009954	Bevul.3G133100.1.p	GmISU01.13G177100.1.p, GmISU01.15G095700.1.p
OG0009955	Bevul.5G048800.1.p	GmISU01.15G036300.1.p, GmISU01.13G295500.1.p, GmISU01.02G158300.1.p
OG0009956	Bevul.7G017300.1.p	GmISU01.15G215100.1.p, GmISU01.08G155300.1.p
OG0009958	Bevul.3G124200.1.p	GmISU01.13G090300.1.p, GmISU01.17G037300.1.p
OG0009959	Bevul.3G129200.1.p	GmISU01.17G034300.4.p, GmISU01.17G034300.3.p, GmISU01.17G034300.2.p
OG0009961	Bevul.7G123500.1.p	GmISU01.13G102800.1.p, GmISU01.10G039500.1.p
OG0009962	Bevul.6G231800.1.p	GmISU01.20G000100.1.p, GmISU01.09G240000.1.p
OG0009963	Bevul.8G203400.1.p	GmISU01.10G087500.1.p, GmISU01.02G159500.2.p, GmISU01.02G159500.3.p
OG0009964	Bevul.3G133200.1.p	GmISU01.13G177000.1.p
OG0009965	Bevul.3G143400.1.p	GmISU01.13G174400.1.p, GmISU01.15G098000.1.p, GmISU01.15G098000.2.p
OG0009966	Bevul.5G138600.1.p	GmISU01.08G150500.1.p, GmISU01.08G150500.2.p, GmISU01.15G219100.1.p, GmISU01.15G219100.2.p
OG0009968	Bevul.3G165300.1.p	GmISU01.10G156600.1.p, GmISU01.20G159400.1.p
OG0009969	Bevul.7G226800.1.p	GmISU01.12G153000.2.p, GmISU01.13G276100.1.p
OG0009970	Bevul.3G219600.1.p	GmISU01.19G094800.1.p, GmISU01.03G089100.1.p
OG0009971	Bevul.3G225200.1.p	GmISU01.18G004400.1.p, GmISU01.11G229800.1.p
OG0009972	Bevul.7G070000.1.p	GmISU01.19G055500.2.p, GmISU01.19G055500.1.p, GmISU01.05G068800.3.p, GmISU01.05G068800.2.p, GmISU01.05G068800.1.p
OG0009973	Bevul.7G023900.1.p	GmISU01.03G157800.2.p, GmISU01.19G159900.2.p, GmISU01.19G159900.1.p, GmISU01.03G157800.1.p
OG0009974	Bevul.6G097400.1.p	GmISU01.16G002800.2.p, GmISU01.12G137900.1.p
OG0009975	Bevul.4G122600.1.p	GmISU01.13G178400.1.p, GmISU01.13G178400.2.p, GmISU01.15G094500.3.p, GmISU01.15G094500.1.p
OG0009977	Bevul.4G135100.1.p	GmISU01.19G204600.1.p, GmISU01.03G203350.1.p
OG0009978	Bevul.3G143600.1.p	GmISU01.07G220400.1.p, GmISU01.17G013900.3.p, GmISU01.07G220400.2.p, GmISU01.17G013900.2.p
OG0009979	Bevul.2G189800.1.p, Bevul.2G189800.3.p, Bevul.2G189800.2.p	GmISU01.12G200100.1.p, GmISU01.13G170100.1.p, GmISU01.13G170100.2.p
OG0009980	Bevul.1G047000.1.p, Bevul.1G044700.1.p	GmISU01.17G087200.1.p, GmISU01.05G028700.1.p
OG0009981	Bevul.3G008700.1.p	GmISU01.02G004700.1.p
OG0009982	Bevul.5G137300.1.p	GmISU01.06G194400.2.p, GmISU01.06G194400.1.p, GmISU01.06G194300.1.p
OG0009983	Bevul.6G035300.1.p	GmISU01.11G069700.1.p, GmISU01.01G129900.1.p
OG0009984	Bevul.4G138200.1.p	GmISU01.10G130800.1.p, GmISU01.20G184300.1.p
OG0009985	Bevul.3G122900.1.p	GmISU01.13G089400.1.p
OG0009987	Bevul.7G183200.1.p	GmISU01.12G158200.1.p, GmISU01.13G271200.1.p
OG0009988	Bevul.3G142000.1.p	GmISU01.20G205300.2.p
OG0009990	Bevul.3G121300.1.p	GmISU01.06G278000.1.p, GmISU01.04G212000.1.p
OG0009992	Bevul.7G077000.2.p, Bevul.7G077000.1.p	GmISU01.02G134800.1.p, GmISU01.10G022600.1.p, GmISU01.10G022600.2.p
OG0009993	Bevul.7G190000.1.p	GmISU01.18G058000.1.p, GmISU01.11G180600.1.p
OG0009994	Bevul.2G227400.2.p, Bevul.2G227400.1.p	GmISU01.11G201900.1.p, GmISU01.18G032800.1.p, GmISU01.18G032800.2.p
OG0009995	Bevul.7G057500.1.p	GmISU01.13G111700.1.p, GmISU01.10G048300.1.p, GmISU01.02G011000.1.p
OG0009996	Bevul.2G050200.1.p	GmISU01.20G082800.1.p, GmISU01.06G204800.1.p, GmISU01.20G067400.1.p
OG0009998	Bevul.3G197200.1.p	GmISU01.19G105600.1.p, GmISU01.03G101200.2.p
OG0010000	Bevul.3G188500.1.p	GmISU01.03G105950.1.p, GmISU01.03G106000.1.p, GmISU01.19G110400.1.p
OG0010001	Bevul.9G025900.1.p, Bevul.3G072900.1.p	GmISU01.13G128000.2.p, GmISU01.13G128000.1.p, GmISU01.13G128000.3.p
OG0010002	Bevul.9G103600.1.p	GmISU01.07G157100.3.p, GmISU01.07G157100.2.p
OG0010003	Bevul.5G236900.1.p	GmISU01.02G130000.4.p, GmISU01.02G130000.2.p, GmISU01.02G130000.1.p, GmISU01.10G027400.1.p
OG0010004	Bevul.6G110600.1.p	GmISU01.07G112200.3.p, GmISU01.07G112200.1.p
OG0010005	Bevul.2G039100.1.p	GmISU01.09G077800.1.p, GmISU01.13G162100.1.p, GmISU01.15G194800.1.p
OG0010006	Bevul.4G162500.1.p	GmISU01.09G208600.1.p, GmISU01.18G185300.1.p
OG0010007	Bevul.7G192000.1.p	GmISU01.14G158800.1.p, GmISU01.14G158800.2.p, GmISU01.02G190200.1.p
OG0010008	Bevul.7G165400.1.p	GmISU01.14G168400.1.p, GmISU01.02G198700.1.p
OG0010009	Bevul.6G155000.1.p	GmISU01.03G195700.1.p
OG0010010	Bevul.4G021000.1.p	GmISU01.13G175300.1.p
OG0010011	Bevul.4G129700.1.p	GmISU01.03G208600.1.p
OG0010012	Bevul.7G086200.1.p, Bevul.7G086200.2.p	GmISU01.02G137200.1.p, GmISU01.10G020300.1.p
OG0010014	Bevul.7G222200.1.p	GmISU01.02G197100.1.p, GmISU01.14G166600.1.p, GmISU01.18G051500.1.p
OG0010015	Bevul.7G076600.1.p, Bevul.6G126600.1.p	GmISU01.19G120100.1.p, GmISU01.03G115700.1.p, GmISU01.10G023100.1.p, GmISU01.02G134150.1.p
OG0010016	Bevul.3G152300.1.p	GmISU01.15G090800.1.p, GmISU01.13G182200.1.p
OG0010017	Bevul.5G126400.1.p, Bevul.5G141300.1.p	GmISU01.01G117100.1.p
OG0010018	Bevul.9G066900.1.p	GmISU01.05G069100.1.p
OG0010019	Bevul.4G200600.1.p	GmISU01.02G187700.1.p
OG0010020	Bevul.3G177300.1.p	GmISU01.09G087100.1.p
OG0010021	Bevul.3G102600.1.p	GmISU01.12G047200.1.p
OG0010022	Bevul.4G148900.1.p	GmISU01.19G064100.1.p, GmISU01.10G126300.1.p, GmISU01.20G189300.1.p
OG0010023	Bevul.4G144000.1.p	GmISU01.19G202000.1.p, GmISU01.03G201100.3.p, GmISU01.03G201100.1.p, GmISU01.03G201100.2.p
OG0010024	Bevul.2G238700.1.p	GmISU01.18G027600.1.p, GmISU01.18G027600.2.p, GmISU01.11G206700.1.p, GmISU01.11G206700.2.p, GmISU01.02G216800.1.p
OG0010025	Bevul.5G238600.1.p	GmISU01.20G120000.1.p, GmISU01.20G120000.2.p, GmISU01.02G129200.2.p, GmISU01.02G129200.1.p
OG0010026	Bevul.7G128900.1.p	GmISU01.18G126900.1.p, GmISU01.08G311900.1.p
OG0010027	Bevul.9G037800.1.p	GmISU01.09G239500.1.p
OG0010028	Bevul.7G136400.1.p, Bevul.3G207700.1.p	GmISU01.03G068100.1.p, GmISU01.16G074400.1.p
OG0010029	Bevul.4G153800.1.p	GmISU01.20G191500.1.p, GmISU01.10G123900.1.p
OG0010030	Bevul.7G056100.1.p	GmISU01.19G147000.1.p
OG0010031	Bevul.7G202800.1.p	GmISU01.15G188600.1.p, GmISU01.15G188600.2.p, GmISU01.08G211500.1.p
OG0010032	Bevul.9G212100.1.p, Bevul.9G212100.2.p	GmISU01.18G167600.1.p, GmISU01.09G225000.1.p
OG0010033	Bevul.3G221400.1.p	GmISU01.08G185200.1.p
OG0010035	Bevul.1G080100.1.p	GmISU01.12G001000.1.p
OG0010036	Bevul.2G232900.2.p, Bevul.2G232900.1.p	GmISU01.02G082200.1.p, GmISU01.18G233700.1.p
OG0010038	Bevul.6G084400.1.p	GmISU01.17G144300.1.p
OG0010039	Bevul.7G207500.1.p	GmISU01.15G052700.1.p, GmISU01.08G164300.1.p
OG0010040	Bevul.1G179100.1.p	GmISU01.09G214600.1.p, GmISU01.18G179700.2.p, GmISU01.18G179700.3.p, GmISU01.18G179700.1.p
OG0010041	Bevul.9G142800.1.p	GmISU01.08G090700.1.p, GmISU01.08G214650.1.p
OG0010042	Bevul.7G044000.1.p	GmISU01.10G057000.1.p, GmISU01.13G119500.1.p
OG0010043	Bevul.7G216200.1.p	GmISU01.14G164100.1.p, GmISU01.02G195500.1.p
OG0010044	Bevul.5G065900.1.p	GmISU01.15G215700.1.p, GmISU01.08G154400.1.p, GmISU01.08G154300.1.p
OG0010045	Bevul.3G053700.1.p, Bevul.3G053600.1.p	GmISU01.07G205400.1.p
OG0010046	Bevul.3G223600.1.p	GmISU01.02G148100.1.p, GmISU01.09G086700.1.p
OG0010047	Bevul.3G182800.1.p	GmISU01.02G151100.1.p, GmISU01.09G090700.1.p
OG0010049	Bevul.8G168300.1.p, Bevul.2G175800.1.p	GmISU01.17G100500.1.p
OG0010050	Bevul.3G148700.1.p	GmISU01.20G115700.1.p, GmISU01.10G204700.1.p
OG0010051	Bevul.3G181200.1.p	GmISU01.02G150000.1.p, GmISU01.09G089500.1.p, GmISU01.19G114900.1.p, GmISU01.03G109900.1.p
OG0010052	Bevul.3G177200.1.p	GmISU01.13G178800.1.p, GmISU01.15G093900.1.p
OG0010053	Bevul.3G205100.1.p	GmISU01.03G096100.1.p, GmISU01.19G099700.1.p
OG0010054	Bevul.3G188700.1.p	GmISU01.10G079400.1.p, GmISU01.02G151600.1.p
OG0010055	Bevul.6G108600.1.p	GmISU01.10G210300.1.p, GmISU01.20G110200.1.p
OG0010056	Bevul.3G174300.1.p	GmISU01.16G036700.1.p, GmISU01.19G083800.1.p
OG0010057	Bevul.3G128400.1.p	GmISU01.17G034500.2.p, GmISU01.07G197800.1.p
OG0010058	Bevul.7G092400.1.p	GmISU01.19G173900.1.p, GmISU01.03G172500.3.p, GmISU01.03G172500.1.p, GmISU01.03G172500.2.p
OG0010060	Bevul.3G160700.1.p	GmISU01.10G106000.1.p
OG0010061	Bevul.1G023700.1.p	GmISU01.20G077800.1.p
OG0010063	Bevul.6G052000.1.p	GmISU01.08G000600.1.p, GmISU01.05G163200.1.p, GmISU01.06G141400.1.p, GmISU01.04G171900.1.p
OG0010064	Bevul.2G035200.1.p	GmISU01.06G264300.1.p
OG0010065	Bevul.8G018500.1.p	GmISU01.14G073600.3.p, GmISU01.14G073600.2.p, GmISU01.09G093100.1.p, GmISU01.06G202800.2.p
OG0010066	Bevul.9G118800.1.p	GmISU01.15G052900.2.p, GmISU01.15G052900.1.p, GmISU01.08G164100.1.p
OG0010067	Bevul.1G068800.1.p	GmISU01.06G018500.4.p, GmISU01.06G018500.1.p, GmISU01.06G018500.2.p, GmISU01.06G018500.3.p
OG0010068	Bevul.1G086600.1.p	GmISU01.14G127800.1.p, GmISU01.13G017000.1.p
OG0010069	Bevul.9G150000.1.p	GmISU01.14G179500.1.p, GmISU01.02G207700.1.p
OG0010070	Bevul.4G176900.1.p	GmISU01.05G161900.2.p, GmISU01.04G173000.1.p, GmISU01.06G139900.1.p
OG0010071	Bevul.9G122900.1.p	GmISU01.14G001900.1.p, GmISU01.14G001900.2.p
OG0010072	Bevul.1G155300.1.p	GmISU01.06G027300.3.p, GmISU01.06G027300.2.p, GmISU01.06G027300.1.p, GmISU01.06G027300.4.p, GmISU01.04G028700.1.p
OG0010073	Bevul.1G110500.1.p	GmISU01.04G085600.3.p, GmISU01.04G085600.2.p, GmISU01.04G085600.1.p
OG0010074	Bevul.5G146400.1.p	GmISU01.11G075100.1.p, GmISU01.01G124400.2.p
OG0010075	Bevul.1G055000.1.p	GmISU01.14G075900.3.p, GmISU01.14G075900.1.p
OG0010076	Bevul.1G118000.1.p	GmISU01.04G205700.1.p, GmISU01.06G103800.1.p
OG0010077	Bevul.1G067800.1.p	GmISU01.10G183500.1.p, GmISU01.20G133500.1.p
OG0010078	Bevul.2G119600.1.p, Bevul.2G119600.3.p, Bevul.2G119600.2.p, Bevul.2G119600.4.p	GmISU01.04G057300.1.p, GmISU01.04G057300.2.p, GmISU01.04G057300.3.p
OG0010079	Bevul.4G041600.1.p	GmISU01.02G050300.1.p, GmISU01.16G112100.1.p
OG0010080	Bevul.6G098300.1.p	GmISU01.05G147500.1.p, GmISU01.08G123400.1.p, GmISU01.18G013300.1.p, GmISU01.11G220800.1.p
OG0010081	Bevul.6G006400.1.p	GmISU01.01G150400.1.p
OG0010082	Bevul.1G031100.1.p	GmISU01.06G018400.1.p, GmISU01.04G020000.1.p, GmISU01.14G186300.1.p, GmISU01.17G227600.1.p
OG0010083	Bevul.8G123100.1.p	GmISU01.16G099400.1.p, GmISU01.02G040000.1.p
OG0010084	Bevul.9G217400.1.p	GmISU01.09G162700.1.p, GmISU01.09G162700.2.p
OG0010085	Bevul.6G008900.1.p	GmISU01.06G039700.1.p, GmISU01.06G039700.3.p, GmISU01.06G039700.2.p, GmISU01.04G040600.1.p
OG0010086	Bevul.6G013300.1.p	GmISU01.11G043400.1.p, GmISU01.08G224650.1.p, GmISU01.01G154400.2.p, GmISU01.01G154400.1.p
OG0010087	Bevul.4G178300.1.p	GmISU01.08G001000.2.p, GmISU01.05G164000.1.p, GmISU01.08G001000.1.p
OG0010088	Bevul.6G220000.1.p	GmISU01.07G098200.1.p, GmISU01.07G098200.2.p
OG0010089	Bevul.6G002200.1.p	GmISU01.11G050500.1.p, GmISU01.01G147400.1.p
OG0010090	Bevul.1G069000.1.p	GmISU01.20G132800.2.p, GmISU01.20G132800.1.p, GmISU01.10G184200.2.p, GmISU01.10G184200.1.p, GmISU01.10G184200.3.p
OG0010091	Bevul.9G034400.1.p	GmISU01.14G003900.1.p
OG0010092	Bevul.2G220600.1.p	GmISU01.13G150300.1.p, GmISU01.07G166300.1.p
OG0010093	Bevul.1G118200.1.p	GmISU01.13G053800.1.p, GmISU01.14G122900.1.p, GmISU01.06G103700.1.p
OG0010094	Bevul.8G017100.1.p	GmISU01.13G200300.1.p, GmISU01.15G074300.4.p, GmISU01.15G074300.1.p, GmISU01.15G074300.2.p
OG0010095	Bevul.1G192500.1.p	GmISU01.20G072400.1.p
OG0010096	Bevul.6G062700.1.p	GmISU01.16G101000.1.p
OG0010097	Bevul.7G161800.1.p	GmISU01.06G109550.1.p, GmISU01.04G200400.1.p
OG0010098	Bevul.6G009800.1.p	GmISU01.01G152000.1.p, GmISU01.11G046100.1.p
OG0010098	Bevul.1G005500.1.p	GmISU01.04G040800.1.p
OG0010099	Bevul.9G154200.1.p	GmISU01.20G069900.1.p, GmISU01.10G246000.2.p
OG0010100	Bevul.2G168400.1.p	GmISU01.05G160700.1.p, GmISU01.08G136800.1.p
OG0010101	Bevul.6G103200.1.p	GmISU01.08G131500.1.p, GmISU01.05G155000.1.p
OG0010102	Bevul.3G026400.1.p	GmISU01.04G186400.1.p, GmISU01.06G125300.1.p
OG0010104	Bevul.6G103400.1.p	GmISU01.06G133800.1.p, GmISU01.04G178400.1.p
OG0010105	Bevul.6G054000.1.p	GmISU01.06G137850.1.p, GmISU01.04G175000.1.p, GmISU01.04G175000.2.p
OG0010106	Bevul.1G038000.1.p	GmISU01.06G017200.1.p, GmISU01.04G018500.1.p
OG0010108	Bevul.9G212300.1.p	GmISU01.16G188600.1.p, GmISU01.13G002000.1.p, GmISU01.20G047000.1.p
OG0010109	Bevul.1G217800.1.p	GmISU01.06G101200.1.p
OG0010110	Bevul.1G099100.1.p	GmISU01.04G092900.1.p, GmISU01.04G092900.2.p
OG0010112	Bevul.6G010600.1.p	GmISU01.01G152600.1.p, GmISU01.11G045200.1.p
OG0010113	Bevul.6G166100.1.p	GmISU01.20G012100.1.p, GmISU01.07G184900.1.p
OG0010114	Bevul.6G062400.1.p	GmISU01.02G041700.1.p, GmISU01.02G041700.2.p, GmISU01.16G100900.3.p, GmISU01.16G100900.4.p, GmISU01.16G100900.1.p
OG0010115	Bevul.1G008200.1.p	GmISU01.17G204300.1.p, GmISU01.14G084000.1.p
OG0010116	Bevul.6G015000.1.p	GmISU01.05G086700.1.p, GmISU01.17G146400.1.p
OG0010117	Bevul.1G217700.1.p	GmISU01.14G137400.1.p, GmISU01.13G056300.1.p
OG0010118	Bevul.6G014400.1.p	GmISU01.11G042500.2.p, GmISU01.11G042500.1.p
OG0010119	Bevul.6G065100.1.p	GmISU01.01G145600.2.p, GmISU01.11G052300.2.p, GmISU01.11G052300.1.p
OG0010120	Bevul.9G082100.1.p, Bevul.9G082100.2.p	GmISU01.13G255800.1.p, GmISU01.12G174000.1.p
OG0010123	Bevul.9G094800.1.p	GmISU01.06G231700.1.p, GmISU01.06G231700.2.p
OG0010124	Bevul.4G019300.1.p, Bevul.4G019600.1.p	GmISU01.14G017500.1.p, GmISU01.02G254100.1.p
OG0010125	Bevul.1G024600.1.p	GmISU01.14G183600.1.p, GmISU01.17G225300.1.p, GmISU01.06G020800.1.p
OG0010126	Bevul.8G087000.1.p	GmISU01.13G184500.1.p, GmISU01.15G088400.1.p
OG0010127	Bevul.2G124500.1.p	GmISU01.13G244600.1.p, GmISU01.12G184500.1.p
OG0010128	Bevul.8G005300.1.p	GmISU01.15G077900.1.p, GmISU01.13G196300.1.p
OG0010129	Bevul.2G195500.1.p	GmISU01.18G220500.5.p, GmISU01.18G220500.2.p, GmISU01.08G234000.2.p, GmISU01.08G234000.1.p
OG0010130	Bevul.8G045700.1.p, Bevul.8G045600.1.p	GmISU01.09G008100.1.p, GmISU01.15G104800.1.p, GmISU01.17G007900.1.p
OG0010131	Bevul.8G044500.1.p	GmISU01.15G105900.1.p, GmISU01.09G009200.1.p
OG0010132	Bevul.3G106500.1.p	GmISU01.15G026700.1.p, GmISU01.13G305200.1.p
OG0010133	Bevul.9G034800.1.p	GmISU01.02G267100.1.p, GmISU01.14G004000.1.p
OG0010134	Bevul.7G110800.1.p	GmISU01.09G047100.5.p, GmISU01.09G047100.1.p, GmISU01.09G047100.4.p
