Orthogroup	B_vulgaris.proteins	A_coerulea.proteins
OG0010408	Bevul.3G006400.1.p	Aqcoe5G020800.1.p
OG0010409	Bevul.9G175200.2.p, Bevul.9G175200.1.p	Aqcoe5G200500.2.p, Aqcoe5G200500.1.p
OG0010410	Bevul.5G102300.1.p	Aqcoe5G426100.2.p, Aqcoe5G426100.1.p
OG0010411	Bevul.5G034700.1.p	Aqcoe5G005700.2.p, Aqcoe5G005700.1.p, Aqcoe5G338200.1.p
OG0010412	Bevul.3G060100.1.p	Aqcoe5G306700.1.p, Aqcoe5G306700.2.p
OG0010413	Bevul.3G145300.1.p, Bevul.1G078000.1.p, Bevul.4G103100.1.p, Bevul.8G052300.1.p, Bevul.8G051000.1.p, Bevul.1G213400.1.p	Aqcoe5G273400.1.p
OG0010414	Bevul.4G083900.1.p	Aqcoe5G054700.1.p, Aqcoe5G054700.2.p
OG0010415	Bevul.3G160000.1.p	Aqcoe5G091800.3.p, Aqcoe5G091800.2.p, Aqcoe5G091800.1.p
OG0010416	Bevul.1G192300.1.p	Aqcoe5G463300.1.p
OG0010417	Bevul.5G241100.1.p	Aqcoe5G043400.1.p
OG0010418	Bevul.3G195600.1.p	Aqcoe5G376700.1.p, Aqcoe5G376700.2.p
OG0010419	Bevul.6G024600.1.p	Aqcoe5G185600.5.p, Aqcoe5G185600.1.p, Aqcoe5G185600.2.p, Aqcoe5G185600.3.p, Aqcoe5G185600.4.p
OG0010420	Bevul.9G008000.1.p, Bevul.9G008000.2.p	Aqcoe5G394900.1.p
OG0010421	Bevul.1G057200.1.p	Aqcoe5G107900.1.p
OG0010422	Bevul.1G027900.1.p	Aqcoe5G214600.1.p
OG0010423	Bevul.3G059300.1.p	Aqcoe5G270900.1.p
OG0010424	Bevul.6G226200.1.p	Aqcoe5G261300.1.p
OG0010425	Bevul.1G209100.1.p	Aqcoe5G276900.1.p
OG0010426	Bevul.1G214800.1.p	Aqcoe5G182900.1.p
OG0010427	Bevul.1G042600.1.p	Aqcoe5G085600.2.p
OG0010428	Bevul.1G199900.1.p	Aqcoe5G471900.1.p
OG0010429	Bevul.1G212900.1.p	Aqcoe5G302900.1.p, Aqcoe5G304600.1.p
OG0010431	Bevul.6G213400.1.p	Aqcoe5G372500.1.p
OG0010433	Bevul.5G168300.1.p	Aqcoe5G167100.1.p
OG0010434	Bevul.1G179300.1.p	Aqcoe5G434200.2.p, Aqcoe5G434200.1.p
OG0010435	Bevul.6G218700.1.p	Aqcoe5G340700.1.p, Aqcoe5G340700.2.p
OG0010436	Bevul.3G161600.1.p	Aqcoe5G016900.1.p
OG0010437	Bevul.4G156300.1.p	Aqcoe5G057500.1.p
OG0010438	Bevul.3G035100.1.p	Aqcoe5G467100.1.p
OG0010439	Bevul.6G212600.1.p	Aqcoe5G376600.1.p, Aqcoe5G376600.2.p
OG0010440	Bevul.8G106100.1.p	Aqcoe5G012000.1.p
OG0010441	Bevul.4G146100.1.p	Aqcoe5G064000.1.p
OG0010442	Bevul.5G082400.1.p	Aqcoe5G458700.3.p, Aqcoe5G458700.2.p, Aqcoe5G458700.1.p
OG0010443	Bevul.7G160300.1.p	Aqcoe5G199200.1.p, Aqcoe5G199200.2.p
OG0010444	Bevul.6G030800.1.p	Aqcoe5G214200.1.p, Aqcoe5G214200.2.p
OG0010445	Bevul.1G158900.1.p	Aqcoe5G183600.1.p, Aqcoe5G183600.4.p, Aqcoe5G183600.3.p, Aqcoe5G183600.2.p
OG0010446	Bevul.6G209200.1.p	Aqcoe5G361800.1.p
OG0010447	Bevul.5G029600.1.p	Aqcoe5G352400.1.p, Aqcoe3G011700.1.p
OG0010448	Bevul.6G006500.1.p	Aqcoe5G143000.1.p
OG0010449	Bevul.5G015500.1.p	Aqcoe5G463100.2.p, Aqcoe5G463100.1.p
OG0010451	Bevul.1G139400.1.p	Aqcoe5G407300.1.p
OG0010452	Bevul.4G251000.1.p	Aqcoe1861s0001.1.p
OG0010453	Bevul.4G122400.1.p	Aqcoe3G424300.3.p, Aqcoe3G424300.1.p, Aqcoe3G424300.2.p
OG0010454	Bevul.5G197600.1.p	Aqcoe3G322200.1.p
OG0010455	Bevul.2G087900.1.p	Aqcoe3G368700.1.p
OG0010456	Bevul.4G113700.1.p	Aqcoe3G136800.1.p, Aqcoe3G136800.2.p, Aqcoe3G136500.1.p, Aqcoe3G136500.2.p
OG0010457	Bevul.5G048100.1.p	Aqcoe3G223500.1.p, Aqcoe3G270700.1.p
OG0010458	Bevul.5G160100.1.p	Aqcoe3G175200.1.p
OG0010459	Bevul.4G241000.1.p	Aqcoe3G054900.2.p, Aqcoe3G054900.1.p
OG0010460	Bevul.6G118700.1.p	Aqcoe3G391400.1.p
OG0010461	Bevul.3G018900.1.p	Aqcoe3G153300.1.p
OG0010463	Bevul.4G002500.1.p	Aqcoe3G444700.4.p, Aqcoe3G444700.3.p, Aqcoe3G444700.1.p, Aqcoe3G444700.2.p
OG0010464	Bevul.5G204000.1.p	Aqcoe3G103600.1.p
OG0010465	Bevul.5G185900.1.p	Aqcoe3G060000.1.p
OG0010466	Bevul.1G029400.1.p	Aqcoe3G133400.1.p, Aqcoe3G133400.2.p
OG0010467	Bevul.5G045600.1.p	Aqcoe3G410700.1.p
OG0010468	Bevul.2G081300.1.p	Aqcoe3G415500.1.p
OG0010469	Bevul.1G117800.1.p, Bevul.4G169900.1.p	Aqcoe3G398800.1.p, Aqcoe3G212700.1.p, Aqcoe3G212700.2.p
OG0010470	Bevul.2G003400.1.p	Aqcoe3G406900.1.p
OG0010471	Bevul.6G189100.1.p	Aqcoe3G124200.1.p, Aqcoe3G286200.1.p
OG0010472	Bevul.2G220500.2.p, Bevul.2G220500.1.p	Aqcoe3G310100.1.p, Aqcoe3G310100.2.p, Aqcoe3G310100.3.p
OG0010473	Bevul.5G092100.1.p	Aqcoe3G220600.1.p
OG0010474	Bevul.6G123000.1.p	Aqcoe3G398500.2.p, Aqcoe3G398500.1.p
OG0010476	Bevul.5G140800.1.p	Aqcoe3G240700.1.p
OG0010477	Bevul.8G107600.1.p	Aqcoe3G008600.1.p, Aqcoe3G008600.2.p
OG0010478	Bevul.9G095300.1.p	Aqcoe3G385100.1.p
OG0010479	Bevul.5G090800.1.p, Bevul.5G090700.1.p	Aqcoe3G234700.1.p
OG0010480	Bevul.7G184900.1.p	Aqcoe3G234200.1.p
OG0010481	Bevul.5G166400.1.p	Aqcoe3G396400.2.p, Aqcoe3G396400.1.p, Aqcoe3G396400.4.p, Aqcoe3G396400.3.p
OG0010482	Bevul.6G124500.1.p	Aqcoe3G042500.1.p
OG0010483	Bevul.2G110900.1.p	Aqcoe3G133700.1.p
OG0010485	Bevul.6G242000.1.p	Aqcoe3G326700.1.p
OG0010486	Bevul.5G249900.1.p	Aqcoe3G267600.1.p
OG0010487	Bevul.1G082100.1.p, Bevul.4G117700.1.p	Aqcoe3G443700.1.p
OG0010488	Bevul.6G123300.1.p	Aqcoe3G044900.1.p
OG0010489	Bevul.3G184800.1.p	Aqcoe3G204700.1.p
OG0010490	Bevul.5G023200.1.p, Bevul.2G219900.1.p	Aqcoe3G052700.1.p
OG0010491	Bevul.2G144500.1.p	Aqcoe3G407300.1.p
OG0010492	Bevul.5G165100.1.p	Aqcoe3G206800.1.p
OG0010493	Bevul.2G214900.2.p, Bevul.2G214900.1.p	Aqcoe3G400500.1.p, Aqcoe3G400500.2.p
OG0010494	Bevul.3G016700.1.p	Aqcoe3G172600.1.p
OG0010495	Bevul.5G171200.1.p	Aqcoe3G383000.1.p
OG0010496	Bevul.1G148100.1.p	Aqcoe3G255600.1.p
OG0010497	Bevul.7G099500.2.p, Bevul.7G099500.1.p	Aqcoe3G163200.1.p
OG0010498	Bevul.1G207100.1.p	Aqcoe3G406400.1.p
OG0010499	Bevul.9G001900.1.p	Aqcoe3G441100.1.p
OG0010500	Bevul.6G192300.1.p	Aqcoe3G298100.1.p
OG0010501	Bevul.2G056000.1.p	Aqcoe3G326200.1.p
OG0010502	Bevul.2G162600.1.p	Aqcoe3G428800.1.p
OG0010503	Bevul.7G192300.1.p	Aqcoe3G254500.3.p, Aqcoe3G254500.2.p, Aqcoe3G254500.1.p
OG0010504	Bevul.5G085300.1.p	Aqcoe3G236900.1.p
OG0010505	Bevul.5G196200.1.p	Aqcoe3G093300.3.p, Aqcoe3G093300.2.p, Aqcoe3G093300.1.p
OG0010506	Bevul.4G116000.1.p	Aqcoe3G270400.1.p
OG0010507	Bevul.6G196000.1.p	Aqcoe3G303400.1.p
OG0010508	Bevul.5G074800.1.p	Aqcoe3G262600.1.p
OG0010509	Bevul.6G169900.1.p	Aqcoe3G133000.1.p, Aqcoe3G133000.2.p
OG0010510	Bevul.2G006200.1.p	Aqcoe3G384100.2.p, Aqcoe3G384100.1.p
OG0010511	Bevul.5G154600.1.p	Aqcoe3G197000.1.p
OG0010512	Bevul.1G148800.1.p	Aqcoe3G253900.1.p
OG0010513	Bevul.6G141700.1.p	Aqcoe3G016300.1.p
OG0010514	Bevul.3G060700.1.p	Aqcoe3G164100.1.p
OG0010515	Bevul.6G229600.1.p	Aqcoe3G351300.1.p
OG0010516	Bevul.8G087500.1.p	Aqcoe3G073100.1.p
OG0010517	Bevul.6G239500.1.p	Aqcoe3G333300.2.p, Aqcoe3G333300.1.p
OG0010518	Bevul.5G168000.1.p	Aqcoe3G047300.2.p, Aqcoe3G047300.1.p
OG0010519	Bevul.6G121900.1.p	Aqcoe3G397000.1.p
OG0010520	Bevul.3G155700.1.p, Bevul.5G077700.1.p	Aqcoe3G317300.1.p
OG0010521	Bevul.3G233600.1.p	Aqcoe3G046200.1.p
OG0010522	Bevul.4G197900.1.p	Aqcoe3G403600.1.p
OG0010523	Bevul.5G253900.1.p	Aqcoe3G271600.1.p
OG0010524	Bevul.5G091400.1.p	Aqcoe3G135400.1.p
OG0010525	Bevul.5G148900.1.p	Aqcoe3G040400.1.p
OG0010526	Bevul.5G185500.1.p	Aqcoe3G347000.1.p
OG0010527	Bevul.3G014100.1.p	Aqcoe3G222900.1.p
OG0010528	Bevul.6G211200.1.p	Aqcoe3G191300.1.p
OG0010529	Bevul.5G205900.1.p	Aqcoe3G306000.1.p
OG0010530	Bevul.6G108900.1.p	Aqcoe3G069000.1.p
OG0010531	Bevul.5G167900.1.p	Aqcoe3G393500.1.p
OG0010532	Bevul.1G016000.1.p	Aqcoe3G059500.1.p
OG0010533	Bevul.6G231700.1.p	Aqcoe3G346400.1.p
OG0010534	Bevul.1G058800.1.p	Aqcoe3G275300.1.p
OG0010535	Bevul.5G172700.1.p	Aqcoe3G375800.1.p
OG0010536	Bevul.4G004200.1.p	Aqcoe3G403800.2.p, Aqcoe3G403800.1.p
OG0010537	Bevul.4G184700.1.p, Bevul.7G031600.1.p	Aqcoe3G022000.1.p
OG0010538	Bevul.1G155900.1.p, Bevul.1G155600.1.p, Bevul.1G155400.1.p	Aqcoe3G382200.1.p
OG0010539	Bevul.6G200200.1.p	Aqcoe3G176200.1.p
OG0010540	Bevul.6G041300.1.p	Aqcoe3G036100.4.p, Aqcoe3G036100.2.p, Aqcoe3G036100.1.p, Aqcoe3G036100.3.p
OG0010541	Bevul.5G078400.1.p	Aqcoe3G247700.1.p
OG0010542	Bevul.6G080600.1.p	Aqcoe3G062600.2.p, Aqcoe3G062600.1.p
OG0010543	Bevul.5G147600.1.p	Aqcoe3G418800.1.p
OG0010624	Bevul.3G048900.1.p	Aqcoe5G078400.1.p, Aqcoe5G078700.1.p, Aqcoe0189s0003.1.p
OG0010626	Bevul.3G204600.1.p, Bevul.3G204700.1.p	Aqcoe2G033600.1.p
OG0010629	Bevul.7G052400.1.p	Aqcoe2G203200.1.p
OG0010630	Bevul.3G154600.1.p	Aqcoe2G304400.2.p, Aqcoe2G304400.1.p
OG0010632	Bevul.7G183100.1.p	Aqcoe2G289000.1.p
OG0010633	Bevul.5G056200.1.p	Aqcoe2G083000.1.p
OG0010634	Bevul.9G233700.1.p	Aqcoe2G358300.1.p
OG0010635	Bevul.5G134600.1.p	Aqcoe2G227600.1.p
OG0010636	Bevul.4G173600.1.p	Aqcoe2G250700.1.p, Aqcoe6G229600.1.p
OG0010637	Bevul.1G100500.1.p	Aqcoe2G403500.1.p
OG0010638	Bevul.3G116000.1.p	Aqcoe2G238400.1.p
OG0010639	Bevul.3G063000.1.p	Aqcoe2G290400.1.p
OG0010641	Bevul.5G242300.1.p	Aqcoe2G362700.4.p, Aqcoe2G362700.3.p, Aqcoe2G362700.1.p, Aqcoe2G362700.2.p, Aqcoe2G382200.1.p, Aqcoe7G219400.1.p, Aqcoe4G180300.1.p, Aqcoe1G168800.1.p, Aqcoe2G382100.1.p, Aqcoe2G382400.1.p, Aqcoe2G382400.5.p, Aqcoe2G382400.3.p, Aqcoe2G382400.2.p, Aqcoe2G382400.4.p
OG0010642	Bevul.7G035800.1.p	Aqcoe1G112000.1.p, Aqcoe2G218800.1.p
OG0010644	Bevul.7G196800.1.p	Aqcoe2G234200.1.p
OG0010646	Bevul.2G092700.1.p, Bevul.2G092700.2.p	Aqcoe2G317500.1.p
OG0010647	Bevul.9G040400.1.p	Aqcoe2G212000.1.p
OG0010648	Bevul.3G232900.1.p	Aqcoe2G407000.1.p
OG0010651	Bevul.7G022600.1.p, Bevul.7G022600.2.p	Aqcoe2G113800.1.p
OG0010652	Bevul.6G156900.1.p	Aqcoe2G087300.2.p, Aqcoe2G087300.1.p
OG0010653	Bevul.9G039700.1.p	Aqcoe2G215400.1.p
OG0010654	Bevul.2G042300.1.p, Bevul.2G042300.2.p	Aqcoe2G039500.1.p
OG0010656	Bevul.7G210100.1.p	Aqcoe2G182300.1.p
OG0010657	Bevul.3G144400.1.p	Aqcoe2G352400.1.p
OG0010659	Bevul.5G229300.1.p	Aqcoe2G377200.1.p
OG0010660	Bevul.8G035300.1.p	Aqcoe2G296200.1.p
OG0010663	Bevul.7G090700.1.p	Aqcoe2G307500.1.p
OG0010664	Bevul.7G159100.1.p	Aqcoe2G421800.1.p
OG0010665	Bevul.2G036900.1.p	Aqcoe2G054300.1.p
OG0010666	Bevul.3G177100.1.p	Aqcoe2G054200.1.p
OG0010668	Bevul.3G100100.1.p	Aqcoe2G432700.2.p, Aqcoe2G432700.1.p
OG0010669	Bevul.7G135200.1.p	Aqcoe2G416100.1.p, Aqcoe2G416100.2.p
OG0010670	Bevul.7G038700.1.p	Aqcoe2G185100.1.p, Aqcoe1G113700.1.p
OG0010672	Bevul.3G235400.1.p	Aqcoe2G399000.1.p
OG0010673	Bevul.7G226000.1.p	Aqcoe1G440900.1.p, Aqcoe2G121100.1.p
OG0010674	Bevul.1G122800.1.p	Aqcoe5G082800.2.p, Aqcoe5G082800.1.p, Aqcoe2G278800.1.p
OG0010675	Bevul.7G221600.1.p, Bevul.7G013000.1.p	Aqcoe2G080800.1.p
OG0010676	Bevul.3G071500.1.p	Aqcoe2G025900.2.p, Aqcoe2G025900.1.p
OG0010677	Bevul.1G176000.1.p	Aqcoe2G117600.2.p, Aqcoe2G117600.1.p
OG0010678	Bevul.1G150600.1.p	Aqcoe7G277100.1.p, Aqcoe7G277100.2.p, Aqcoe2G205300.1.p
OG0010679	Bevul.3G106800.1.p	Aqcoe2G436500.1.p
OG0010680	Bevul.3G160500.1.p	Aqcoe2G286100.2.p, Aqcoe2G286100.1.p
OG0010681	Bevul.5G008100.1.p	Aqcoe2G159800.1.p
OG0010682	Bevul.7G034000.1.p	Aqcoe2G127100.1.p
OG0010683	Bevul.5G253700.1.p	Aqcoe2G330700.1.p, Aqcoe2G330300.1.p
OG0010684	Bevul.5G259100.1.p	Aqcoe2G262900.1.p
OG0010685	Bevul.7G102100.1.p	Aqcoe2G299700.1.p, Aqcoe2G299600.1.p
OG0010686	Bevul.9G203300.1.p	Aqcoe2G111300.1.p
OG0010687	Bevul.6G155700.1.p	Aqcoe2G309800.3.p, Aqcoe2G309800.2.p, Aqcoe2G309800.1.p, Aqcoe2G309800.4.p
OG0010689	Bevul.5G262300.1.p	Aqcoe2G247000.1.p, Aqcoe2G247000.2.p
OG0010690	Bevul.5G261200.1.p	Aqcoe2G264200.1.p
OG0010691	Bevul.6G011100.1.p	Aqcoe2G357300.1.p, Aqcoe2G357300.2.p
OG0010692	Bevul.3G162700.1.p	Aqcoe2G385400.1.p
OG0010693	Bevul.8G018400.1.p	Aqcoe1G246200.1.p, Aqcoe2G366000.1.p
OG0010694	Bevul.3G004000.1.p	Aqcoe2G381400.1.p
OG0010695	Bevul.3G234000.1.p	Aqcoe2G401400.1.p, Aqcoe2G401400.2.p
OG0010696	Bevul.3G135100.1.p	Aqcoe2G332800.1.p
OG0010697	Bevul.3G220900.1.p	Aqcoe2G003300.1.p
OG0010698	Bevul.7G125400.1.p	Aqcoe2G398900.1.p
OG0010699	Bevul.7G082200.1.p	Aqcoe7G226700.1.p
OG0010700	Bevul.2G250600.1.p	Aqcoe1G149100.1.p, Aqcoe2G081800.1.p
OG0010701	Bevul.2G050100.1.p	Aqcoe1G038000.1.p, Aqcoe6G210000.1.p, Aqcoe2G416000.1.p, Aqcoe2G411300.1.p
OG0010703	Bevul.4G178900.1.p	Aqcoe2G108900.1.p
OG0010704	Bevul.5G231500.1.p	Aqcoe2G343200.2.p, Aqcoe2G343200.1.p
OG0010705	Bevul.3G053800.1.p	Aqcoe2G277300.2.p, Aqcoe2G277300.1.p
OG0010706	Bevul.2G130300.1.p, Bevul.2G130300.3.p, Bevul.2G130300.2.p, Bevul.3G228700.1.p	Aqcoe2G179700.1.p
OG0010707	Bevul.3G231500.1.p	Aqcoe2G404900.1.p
OG0010708	Bevul.5G251200.1.p	Aqcoe2G279900.1.p
OG0010709	Bevul.5G257100.1.p	Aqcoe2G270800.1.p
OG0010710	Bevul.4G192600.1.p	Aqcoe2G391600.1.p
OG0010711	Bevul.3G155300.1.p	Aqcoe2G300100.2.p, Aqcoe2G300100.1.p
OG0010712	Bevul.2G014800.1.p, Bevul.2G014800.2.p	Aqcoe2G110900.1.p
OG0010713	Bevul.7G155200.1.p, Bevul.3G158900.1.p	Aqcoe2G289900.1.p, Aqcoe2G289900.2.p
OG0010714	Bevul.2G230600.1.p	Aqcoe2G223100.1.p
OG0010715	Bevul.7G090600.1.p, Bevul.4G159600.1.p	Aqcoe2G197600.1.p
OG0010716	Bevul.3G232400.1.p	Aqcoe2G405700.1.p
OG0010718	Bevul.6G096700.1.p	Aqcoe2G074100.1.p
OG0010719	Bevul.7G023700.1.p, Bevul.7G023700.2.p	Aqcoe2G119300.1.p
OG0010720	Bevul.3G153400.1.p	Aqcoe2G308900.1.p
OG0010721	Bevul.3G062200.1.p	Aqcoe2G267500.1.p
OG0010723	Bevul.9G078800.1.p, Bevul.3G212400.1.p	Aqcoe2G055500.3.p, Aqcoe2G055500.2.p, Aqcoe2G055500.1.p
OG0010724	Bevul.3G140500.1.p	Aqcoe5G058500.2.p, Aqcoe5G058500.1.p, Aqcoe2G340400.1.p
OG0010725	Bevul.5G215400.1.p	Aqcoe5G100100.1.p, Aqcoe6G283600.1.p
OG0010727	Bevul.6G033300.1.p	Aqcoe6G223500.1.p
OG0010729	Bevul.6G066600.1.p	Aqcoe6G080100.1.p
OG0010730	Bevul.6G025800.1.p	Aqcoe6G130200.2.p, Aqcoe6G130200.1.p
OG0010731	Bevul.4G183200.1.p	Aqcoe6G024500.1.p, Aqcoe6G024500.2.p
OG0010732	Bevul.1G066100.1.p	Aqcoe6G048900.1.p, Aqcoe6G048900.2.p
OG0010733	Bevul.6G223300.1.p	Aqcoe6G239700.1.p
OG0010734	Bevul.6G095600.1.p	Aqcoe6G079100.1.p
OG0010736	Bevul.1G014300.1.p	Aqcoe6G158500.1.p
OG0010737	Bevul.8G114000.1.p	Aqcoe6G292100.1.p
OG0010738	Bevul.6G072800.1.p	Aqcoe6G058200.1.p, Aqcoe6G058300.1.p, Aqcoe5G316200.2.p, Aqcoe5G316200.1.p
OG0010739	Bevul.6G021400.1.p	Aqcoe6G122900.1.p, Aqcoe6G122900.2.p
OG0010740	Bevul.8G128100.1.p	Aqcoe6G176100.1.p, Aqcoe7G128000.1.p
OG0010741	Bevul.5G186500.1.p	Aqcoe6G242500.1.p
OG0010742	Bevul.3G073700.1.p	Aqcoe6G122400.1.p
OG0010743	Bevul.9G120700.1.p	Aqcoe6G175800.1.p
OG0010744	Bevul.9G165700.1.p	Aqcoe6G143200.1.p, Aqcoe6G143200.2.p
OG0010745	Bevul.6G027000.1.p	Aqcoe6G257400.1.p
OG0010746	Bevul.9G167100.1.p, Bevul.1G028300.1.p, Bevul.7G171000.1.p, Bevul.5G217700.1.p	Aqcoe6G254200.1.p
OG0010747	Bevul.2G115700.2.p, Bevul.2G115700.3.p, Bevul.2G115700.1.p, Bevul.2G115700.4.p	Aqcoe6G235600.2.p, Aqcoe6G235600.1.p
OG0010748	Bevul.1G156500.1.p	Aqcoe3G219800.1.p, Aqcoe6G127500.1.p
OG0010749	Bevul.6G103100.1.p	Aqcoe6G051300.1.p
OG0010750	Bevul.1G161300.1.p	Aqcoe6G132300.2.p, Aqcoe6G132300.1.p
OG0010751	Bevul.9G162700.1.p	Aqcoe6G255200.1.p
OG0010752	Bevul.1G037100.1.p, Bevul.1G037000.1.p	Aqcoe6G193900.1.p
OG0010753	Bevul.9G010500.1.p	Aqcoe6G003200.1.p
OG0010754	Bevul.1G164300.1.p	Aqcoe6G246600.1.p
OG0010756	Bevul.1G049800.1.p	Aqcoe6G326100.1.p
OG0010757	Bevul.6G007500.1.p	Aqcoe6G304000.2.p, Aqcoe6G304000.1.p, Aqcoe6G304000.3.p
OG0010758	Bevul.7G065400.1.p	Aqcoe6G033600.1.p
OG0010759	Bevul.9G132600.1.p	Aqcoe6G200100.1.p
OG0010760	Bevul.7G103500.1.p	Aqcoe6G195700.1.p
OG0010762	Bevul.1G034700.1.p	Aqcoe6G232500.1.p
OG0010764	Bevul.1G047800.1.p	Aqcoe6G321000.1.p
OG0010765	Bevul.6G104900.1.p	Aqcoe6G053600.1.p
OG0010766	Bevul.1G061900.1.p	Aqcoe6G059700.1.p
OG0010767	Bevul.4G181000.1.p	Aqcoe6G027600.2.p, Aqcoe6G027600.1.p
OG0010768	Bevul.1G001900.1.p	Aqcoe6G137000.2.p, Aqcoe6G137000.1.p
OG0010769	Bevul.1G095500.1.p, Bevul.2G134100.1.p	Aqcoe6G150700.1.p, Aqcoe5G070600.1.p, Aqcoe6G032800.1.p
OG0010770	Bevul.6G068500.1.p	Aqcoe6G084300.1.p
OG0010771	Bevul.6G166300.1.p	Aqcoe6G263700.1.p
OG0010772	Bevul.1G118900.1.p	Aqcoe6G021400.1.p
OG0010773	Bevul.1G045600.1.p	Aqcoe6G167800.1.p
OG0010774	Bevul.4G003300.1.p	Aqcoe6G325500.1.p
OG0010774	Bevul.5G089100.1.p	Aqcoe3G232600.2.p, Aqcoe3G232600.1.p
OG0010775	Bevul.6G153700.1.p	Aqcoe6G007900.1.p
OG0010776	Bevul.4G122700.1.p	Aqcoe6G035400.1.p
OG0010777	Bevul.9G023000.1.p	Aqcoe6G257000.1.p, Aqcoe6G257000.3.p, Aqcoe6G257000.4.p, Aqcoe6G257000.2.p
OG0010778	Bevul.1G002700.1.p, Bevul.1G002800.1.p	Aqcoe6G132700.1.p
OG0010780	Bevul.9G145400.1.p	Aqcoe6G086300.1.p
OG0010781	Bevul.1G078300.1.p, Bevul.3G035300.1.p	Aqcoe6G041300.1.p
OG0010782	Bevul.1G007900.1.p	Aqcoe6G277600.1.p, Aqcoe6G277600.2.p
OG0010784	Bevul.4G021600.1.p	Aqcoe6G285300.2.p, Aqcoe6G285300.4.p, Aqcoe3G365300.1.p, Aqcoe6G285300.1.p, Aqcoe6G285300.3.p
OG0010785	Bevul.3G031600.1.p	Aqcoe6G167100.1.p, Aqcoe4G008500.1.p
OG0010786	Bevul.5G119600.1.p	Aqcoe6G014000.1.p
OG0010787	Bevul.9G155100.1.p	Aqcoe6G137200.1.p
OG0010789	Bevul.7G207900.1.p	Aqcoe6G202800.3.p, Aqcoe6G202800.4.p, Aqcoe6G202800.2.p, Aqcoe6G202800.1.p
OG0010790	Bevul.3G115100.1.p	Aqcoe4G301900.1.p
OG0010791	Bevul.7G051600.1.p	Aqcoe4G006900.1.p
OG0010792	Bevul.5G076000.1.p	Aqcoe4G170800.1.p
OG0010793	Bevul.8G034300.1.p	Aqcoe1G323100.1.p, Aqcoe1G141100.1.p, Aqcoe4G156300.1.p, Aqcoe3G440600.1.p
OG0010794	Bevul.8G065000.1.p	Aqcoe4G271200.1.p
OG0010795	Bevul.8G045300.1.p	Aqcoe4G292700.1.p
OG0010796	Bevul.8G015100.1.p	Aqcoe4G059600.1.p
OG0010797	Bevul.3G037300.1.p	Aqcoe3G002800.3.p, Aqcoe3G002800.2.p, Aqcoe3G002800.1.p, Aqcoe4G188800.1.p
OG0010798	Bevul.8G046900.1.p	Aqcoe4G295700.1.p
OG0010799	Bevul.6G161600.1.p	Aqcoe4G184700.1.p
OG0010800	Bevul.9G016600.1.p	Aqcoe4G004700.1.p, Aqcoe4G004700.2.p
OG0010801	Bevul.4G068300.1.p	Aqcoe4G199100.1.p, Aqcoe0095s0001.1.p, Aqcoe1G161900.1.p
OG0010802	Bevul.9G091100.1.p	Aqcoe4G083500.1.p, Aqcoe4G260300.1.p
OG0010803	Bevul.5G193000.1.p	Aqcoe0159s0001.1.p, Aqcoe4G164900.1.p, Aqcoe7G218400.1.p, Aqcoe7G301200.1.p, Aqcoe3G151600.1.p
OG0010804	Bevul.7G233300.1.p	Aqcoe4G002800.1.p
OG0010805	Bevul.4G026600.1.p	Aqcoe4G212500.1.p
OG0010806	Bevul.6G112600.1.p	Aqcoe7G098900.1.p, Aqcoe7G098900.2.p, Aqcoe4G123500.1.p
OG0010807	Bevul.6G048800.1.p	Aqcoe4G005200.1.p
OG0010809	Bevul.9G038800.1.p	Aqcoe4G014000.1.p
OG0010810	Bevul.8G035700.1.p	Aqcoe4G304300.2.p, Aqcoe4G304300.3.p, Aqcoe4G304300.1.p
OG0010811	Bevul.8G160100.1.p	Aqcoe4G263300.1.p
OG0010812	Bevul.9G065800.1.p, Bevul.9G065800.3.p, Bevul.9G065800.2.p	Aqcoe4G245200.1.p
OG0010813	Bevul.2G019500.1.p	Aqcoe4G068800.1.p
OG0010814	Bevul.7G128100.1.p	Aqcoe4G224700.1.p
OG0010815	Bevul.8G038500.1.p	Aqcoe4G313200.1.p
OG0010816	Bevul.5G003300.1.p	Aqcoe7G080600.1.p
OG0010817	Bevul.5G018500.1.p	Aqcoe7G013900.1.p
OG0010818	Bevul.4G174100.1.p	Aqcoe7G179600.1.p
OG0010819	Bevul.2G128200.2.p, Bevul.2G128200.1.p	Aqcoe7G288200.1.p, Aqcoe7G288200.2.p
OG0010821	Bevul.8G186700.1.p	Aqcoe7G200600.1.p, Aqcoe7G200600.2.p
OG0010822	Bevul.1G182500.1.p	Aqcoe7G019900.1.p
OG0010823	Bevul.8G184400.1.p	Aqcoe7G212000.1.p, Aqcoe7G212000.4.p, Aqcoe7G212000.3.p, Aqcoe7G212000.2.p
OG0010824	Bevul.3G070100.1.p, Bevul.3G070200.1.p	Aqcoe7G214000.1.p
OG0010825	Bevul.8G210100.1.p	Aqcoe7G311200.1.p
OG0010826	Bevul.7G049200.1.p	Aqcoe5G421500.1.p, Aqcoe7G313500.1.p
OG0010827	Bevul.8G151400.1.p	Aqcoe7G352900.2.p, Aqcoe7G352900.1.p, Aqcoe7G352900.3.p
OG0010828	Bevul.3G070800.1.p	Aqcoe7G037300.1.p
OG0010829	Bevul.3G067700.1.p	Aqcoe7G034000.1.p
OG0010831	Bevul.2G148500.1.p	Aqcoe7G429800.1.p
