Orthogroup	B_vulgaris.proteins	A_thaliana.proteins
OG0008528	Bevul.5G208900.1.p	AT4G11130.1
OG0008529	Bevul.5G194900.1.p	AT5G62530.1
OG0008530	Bevul.6G038500.1.p	AT3G01990.1, AT3G01990.10, AT3G01990.5, AT3G01990.7, AT3G01990.11, AT3G01990.6
OG0008531	Bevul.5G074500.1.p	AT5G47190.1, AT4G17560.1
OG0008532	Bevul.2G211500.1.p	AT1G67035.2, AT1G67035.1, AT5G38300.1
OG0008533	Bevul.5G186900.1.p	AT3G47490.3, AT3G47490.1, AT3G47490.7, AT3G47490.5, AT3G47490.6, AT3G47490.2, AT3G47490.4
OG0008534	Bevul.9G167500.1.p	AT5G11880.1, AT3G14390.1
OG0008535	Bevul.2G211400.1.p	AT5G16140.2, AT5G16140.1
OG0008536	Bevul.6G246100.1.p	AT1G70150.1
OG0008537	Bevul.6G131600.1.p	AT1G68370.1
OG0008538	Bevul.8G105800.1.p	AT3G21215.3, AT3G21215.1, AT3G21215.4, AT3G21215.2
OG0008541	Bevul.8G190000.1.p	AT5G19590.2, AT5G19590.1
OG0008544	Bevul.3G070500.1.p	AT3G48970.2, AT3G48970.3, AT3G48970.1
OG0008545	Bevul.3G204100.1.p	AT5G04050.1, AT5G04050.2
OG0008546	Bevul.2G232800.1.p, Bevul.6G174900.1.p	AT3G26350.1, AT3G26350.2, AT1G13050.2, AT1G13050.3, AT1G13050.1
OG0008548	Bevul.4G094400.1.p, Bevul.4G039800.1.p, Bevul.4G039500.1.p, Bevul.5G127900.1.p	ATCG00750.1
OG0008594	Bevul.9G005100.1.p	AT3G18310.1
OG0008595	Bevul.5G103700.1.p	AT3G06100.2, AT3G06100.3, AT3G06100.1
OG0008596	Bevul.2G218500.1.p	AT3G02420.1, AT3G02420.2
OG0008598	Bevul.1G066500.1.p	AT1G52310.2, AT1G52310.1
OG0008600	Bevul.7G043500.1.p	AT3G10060.1
OG0008601	Bevul.7G137000.1.p	AT3G07400.1
OG0008602	Bevul.9G058900.1.p	AT1G03360.1
OG0008603	Bevul.4G154000.1.p	AT5G27450.1, AT5G27450.2, AT5G27450.3
OG0008604	Bevul.3G098100.1.p	AT3G59380.1
OG0008605	Bevul.7G193900.1.p, Bevul.7G193500.1.p	AT2G39990.1
OG0008606	Bevul.4G214900.1.p	AT5G36890.2, AT5G36890.1
OG0008607	Bevul.1G143000.1.p, Bevul.5G025100.1.p	AT5G12190.1
OG0008610	Bevul.2G222600.1.p	AT2G07741.1, ATMG00410.1, ATMG01170.1
OG0008611	Bevul.4G219100.1.p, Bevul.1G140400.1.p	AT1G08490.1
OG0008612	Bevul.3G105000.1.p	AT2G43400.1, AT2G43400.2
OG0008613	Bevul.5G251900.1.p	AT3G62600.1
OG0008614	Bevul.2G027800.1.p, Bevul.2G027800.2.p	AT2G40660.1
OG0008615	Bevul.3G234500.1.p	AT4G13750.1
OG0008616	Bevul.4G193900.1.p	AT2G38430.1
OG0008617	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p	AT1G30800.1, AT4G12950.1, AT4G29980.1
OG0008618	Bevul.2G190200.1.p	AT3G63520.1
OG0008619	Bevul.3G160100.1.p	AT3G16720.1, AT2G47560.1
OG0008621	Bevul.5G110900.1.p	AT3G52380.1
OG0008622	Bevul.3G206700.1.p	AT3G57050.4, AT3G57050.3, AT3G57050.1, AT3G57050.2, AT3G57050.5
OG0008624	Bevul.1G149600.1.p	AT4G33760.2, AT4G33760.1
OG0008625	Bevul.4G202300.1.p	AT5G27840.4, AT5G27840.3, AT5G27840.2, AT5G27840.1, AT3G05580.1
OG0008627	Bevul.5G241700.1.p	AT3G54660.1
OG0008628	Bevul.5G241600.1.p	AT2G30550.1, AT2G30550.2, AT1G06800.1, AT1G06800.2
OG0008629	Bevul.1G196300.1.p	AT2G46630.1
OG0008630	Bevul.7G218200.1.p	AT1G07060.2, AT1G07060.3, AT1G07060.4, AT1G07060.1
OG0008631	Bevul.8G099500.1.p	AT3G22990.1
OG0008632	Bevul.4G139100.1.p	AT3G04870.2, AT3G04870.1, AT3G04870.3, AT3G04870.4
OG0008633	Bevul.4G124500.1.p	AT3G63170.1
OG0008634	Bevul.3G055000.1.p	AT1G56420.1
OG0008635	Bevul.7G228900.1.p	AT2G27590.1
OG0008636	Bevul.3G232200.1.p	AT4G13930.1
OG0008637	Bevul.3G179400.1.p	AT2G41950.1
OG0008639	Bevul.2G226100.1.p	AT1G03330.1
OG0008640	Bevul.6G210100.1.p	AT5G58370.2, AT5G58370.3, AT5G58370.1
OG0008641	Bevul.3G148800.1.p	AT3G22845.1
OG0008642	Bevul.6G046800.1.p	AT5G39800.1, AT5G40080.1
OG0008643	Bevul.8G095400.1.p, Bevul.9G039000.1.p	AT5G08550.1
OG0008644	Bevul.3G183400.1.p	AT3G57990.1
OG0008645	Bevul.4G235100.1.p	AT3G20898.1, AT1G51355.1
OG0008646	Bevul.7G135000.1.p	AT3G25220.1
OG0008648	Bevul.4G105700.1.p	AT3G10600.1, AT5G04770.1
OG0008650	Bevul.3G232500.1.p	AT3G23820.1
OG0008652	Bevul.7G129700.1.p	AT3G07210.1
OG0008653	Bevul.9G057400.1.p	AT5G60220.1, AT3G45600.1
OG0008654	Bevul.7G129600.1.p	AT4G13050.1, AT3G25110.1
OG0008655	Bevul.3G005900.1.p	AT3G23430.1
OG0008656	Bevul.3G017500.1.p	AT5G22110.2, AT5G22110.1
OG0008658	Bevul.1G051300.1.p	AT4G01660.1
OG0008659	Bevul.4G201100.1.p	AT5G27920.1
OG0008660	Bevul.7G206100.1.p	AT1G07590.1
OG0008661	Bevul.7G181500.1.p	AT5G02640.1
OG0008662	Bevul.4G119200.1.p	AT1G65720.1
OG0008663	Bevul.3G202900.1.p	AT3G57190.1
OG0008664	Bevul.7G066900.1.p	AT2G37420.1, AT2G37420.2
OG0008666	Bevul.4G112500.1.p	AT3G10730.1, AT5G04990.1
OG0008667	Bevul.7G050800.1.p	AT2G36910.1
OG0008668	Bevul.9G102700.2.p, Bevul.9G102700.3.p, Bevul.9G102700.1.p	AT3G44820.1
OG0008669	Bevul.7G221700.1.p	AT1G16870.1
OG0008670	Bevul.5G052500.1.p	AT3G51820.1
OG0008671	Bevul.4G197000.1.p	AT3G62630.1
OG0008672	Bevul.2G109100.1.p, Bevul.2G109100.2.p, Bevul.2G109100.4.p, Bevul.2G109100.3.p	AT5G37570.1, AT5G37570.2
OG0008673	Bevul.3G114800.1.p	AT3G59800.2, AT3G59800.1, AT2G43795.2, AT2G43795.1
OG0008674	Bevul.5G083200.1.p	AT1G32410.2, AT1G32410.1, AT1G32410.3, AT1G32410.4, AT1G32410.5
OG0008675	Bevul.4G153900.1.p	AT1G08980.1
OG0008677	Bevul.4G233700.1.p	AT3G63500.3, AT3G63500.2, AT3G63500.1
OG0008678	Bevul.3G225600.1.p	AT3G28040.1
OG0008680	Bevul.3G130800.1.p	AT2G43235.1
OG0008681	Bevul.7G137400.1.p	AT3G07420.1, AT3G07420.2
OG0008682	Bevul.2G198300.2.p, Bevul.2G198300.1.p	AT1G05590.3, AT1G05590.1, AT1G05590.2
OG0008683	Bevul.4G244400.1.p	AT2G34860.1, AT2G34860.2
OG0008684	Bevul.3G180100.1.p	AT3G12040.2, AT3G12040.1
OG0008685	Bevul.3G190200.1.p	AT3G18140.1, AT3G18140.2
OG0008686	Bevul.3G121800.1.p	AT3G02700.1
OG0008687	Bevul.7G120700.1.p	AT3G24750.2, AT3G24750.3, AT3G24750.1
OG0008688	Bevul.7G226400.1.p	AT2G27450.3, AT2G27450.1, AT2G27450.2
OG0008689	Bevul.5G130300.1.p, Bevul.7G133300.1.p	AT4G13030.3, AT4G13030.1, AT4G13030.2
OG0008690	Bevul.1G040400.1.p	AT5G42330.1
OG0008691	Bevul.4G214300.1.p	AT1G65470.1, AT1G65470.2
OG0008692	Bevul.4G230900.1.p	AT1G51510.1
OG0008693	Bevul.3G097800.1.p	AT2G47690.2, AT2G47690.3, AT2G47690.1, AT3G62790.1
OG0008694	Bevul.6G217300.1.p	AT1G08660.2, AT1G08660.3, AT1G08660.1
OG0008695	Bevul.3G156100.1.p	AT4G15830.1
OG0008696	Bevul.6G071800.1.p	AT4G39790.1
OG0008697	Bevul.1G209500.1.p	AT1G35660.1
OG0008698	Bevul.1G046800.1.p	AT1G20830.1, AT1G20830.2
OG0008699	Bevul.2G014600.1.p, Bevul.2G014600.4.p, Bevul.2G014600.2.p, Bevul.2G014600.3.p	AT3G15130.1
OG0008700	Bevul.1G030800.1.p	AT1G76060.1
OG0008701	Bevul.9G003800.1.p	AT2G17695.1, AT2G17695.2, AT2G17695.3
OG0008702	Bevul.1G118500.1.p	AT1G77590.1, AT1G77590.2
OG0008703	Bevul.6G060400.1.p	AT5G65500.1, AT5G65500.2
OG0008704	Bevul.6G018400.1.p	AT3G50650.1, AT5G66770.1
OG0008705	Bevul.7G184800.1.p	AT5G09280.1
OG0008706	Bevul.1G000900.1.p	AT1G45230.2, AT1G45230.1
OG0008707	Bevul.8G210600.1.p	AT2G18910.1
OG0008708	Bevul.3G092300.1.p	AT1G56450.1
OG0008709	Bevul.1G116600.1.p	AT1G44350.1
OG0008711	Bevul.4G077600.1.p	AT3G49180.1
OG0008712	Bevul.1G215600.1.p	AT1G77760.1, AT1G37130.1
OG0008713	Bevul.4G182300.1.p	AT5G08720.1
OG0008714	Bevul.6G087600.1.p	AT4G36710.1
OG0008715	Bevul.9G219100.1.p	AT5G64510.1
OG0008716	Bevul.8G060200.1.p	AT1G61780.1
OG0008717	Bevul.1G032200.1.p	AT1G76100.2, AT1G76100.1, AT1G20340.1
OG0008718	Bevul.1G163200.1.p, Bevul.6G027400.1.p	AT5G66330.1
OG0008719	Bevul.6G014100.1.p	AT5G67530.1
OG0008720	Bevul.9G180400.1.p	AT3G42150.2, AT3G42150.3, AT3G42150.1, AT1G21930.1
OG0008722	Bevul.9G232800.1.p	AT1G49820.1
OG0008724	Bevul.9G217800.1.p	AT5G64470.4, AT5G64470.1, AT5G64470.3, AT5G64470.2
OG0008725	Bevul.3G033000.1.p	AT5G65960.1
OG0008726	Bevul.1G107100.1.p	AT4G09020.1
OG0008727	Bevul.9G230600.1.p	AT3G25580.1, AT3G25580.2, AT2G18990.1
OG0008729	Bevul.9G195200.1.p	AT2G30390.2, AT2G30390.1
OG0008730	Bevul.6G062200.1.p	AT2G17760.1
OG0008731	Bevul.5G179200.1.p	AT1G74310.2, AT1G74310.1
OG0008732	Bevul.4G110300.1.p	AT3G10690.1
OG0008733	Bevul.1G164000.1.p	AT1G05150.1, AT2G32450.1
OG0008734	Bevul.8G075000.1.p	AT1G10130.1
OG0008735	Bevul.6G013600.1.p	AT5G67500.3, AT5G67500.1, AT5G67500.2
OG0008736	Bevul.6G058200.1.p, Bevul.2G238500.1.p	AT4G39400.1
OG0008737	Bevul.8G116500.1.p	AT3G19720.2, AT3G19720.3, AT3G19720.1
OG0008738	Bevul.9G066000.1.p	AT1G21370.1, AT1G21370.2
OG0008739	Bevul.6G032100.1.p	AT3G51290.2, AT3G51290.1, AT3G51290.3
OG0008740	Bevul.1G217300.1.p	AT1G77710.1
OG0008742	Bevul.6G010800.1.p	AT2G23093.2, AT2G23093.1
OG0008743	Bevul.1G002200.1.p	AT4G06536.1
OG0008744	Bevul.6G152000.1.p	AT1G11040.1, AT1G44160.1
OG0008745	Bevul.6G146100.1.p	AT1G72550.1, AT1G72550.2
OG0008746	Bevul.6G202500.1.p	AT4G09650.1
OG0008747	Bevul.5G125000.1.p	AT1G08710.2, AT1G08710.1
OG0008748	Bevul.9G168700.1.p	AT4G34540.1
OG0008749	Bevul.9G176900.1.p	AT2G16070.1, AT2G16070.3, AT2G16070.2
OG0008751	Bevul.5G186300.1.p	AT1G31860.1, AT1G31860.3, AT1G31860.2
OG0008752	Bevul.1G033900.1.p	AT1G76130.1, AT1G76130.2
OG0008753	Bevul.5G097400.1.p	AT3G51980.1
OG0008754	Bevul.5G190900.1.p	AT1G77140.1
OG0008756	Bevul.6G166200.1.p	AT5G13910.1, AT1G28160.1
OG0008757	Bevul.6G210900.1.p	AT1G26660.1, AT1G26660.2
OG0008758	Bevul.1G087100.1.p	AT1G21550.1
OG0008759	Bevul.1G120000.1.p	AT2G04630.1, AT5G51940.1
OG0008760	Bevul.9G205900.1.p	AT1G15230.1
OG0008761	Bevul.9G233800.2.p, Bevul.9G233800.1.p	AT2G15240.1
OG0008763	Bevul.3G230900.1.p	AT2G31980.1
OG0008764	Bevul.1G114900.1.p	AT1G44770.2, AT1G44770.1
OG0008766	Bevul.5G202300.1.p	AT2G15910.3, AT2G15910.2
OG0008767	Bevul.9G139500.1.p	AT4G34920.1, AT4G38690.1
OG0008768	Bevul.1G158000.1.p	AT1G75420.3, AT1G75420.1, AT1G75420.2, AT1G19710.1
OG0008769	Bevul.7G040300.3.p, Bevul.7G040300.2.p, Bevul.7G040300.1.p	AT5G56130.1
OG0008770	Bevul.1G118400.1.p	AT1G44608.1
OG0008771	Bevul.9G036000.1.p	AT1G19290.2, AT1G19290.1
OG0008773	Bevul.3G144700.1.p	AT1G44180.1, AT1G44180.2, AT1G44180.3, AT1G44820.1
OG0008774	Bevul.1G131900.1.p	AT5G10070.1, AT5G10070.2
OG0008775	Bevul.5G051400.1.p	AT5G47360.1
OG0008776	Bevul.7G189800.1.p	AT5G50960.1
OG0008777	Bevul.6G052300.1.p	AT5G64600.1
OG0008778	Bevul.9G100800.1.p, Bevul.9G100800.2.p, Bevul.9G100800.3.p	AT1G06460.1
OG0008779	Bevul.4G063700.1.p	AT1G53140.1
OG0008780	Bevul.5G093900.1.p	AT4G17760.1, AT4G17760.2
OG0008781	Bevul.4G059100.1.p, Bevul.4G059200.1.p	AT1G52980.1
OG0008782	Bevul.9G024400.1.p, Bevul.9G024400.3.p, Bevul.9G024400.2.p	AT2G04540.1
OG0008783	Bevul.8G067000.1.p	AT1G11480.1, AT1G11480.2
OG0008784	Bevul.4G163100.1.p	AT3G47860.1
OG0008785	Bevul.7G182400.1.p	AT1G52370.4, AT1G52370.2, AT1G52370.3, AT1G52370.1, AT4G28360.1
OG0008787	Bevul.4G075900.1.p	AT3G14910.1
OG0008788	Bevul.7G134100.1.p	AT5G61970.1
OG0008789	Bevul.8G087700.1.p	AT1G29980.2, AT1G29980.1, AT2G34510.1, AT2G34510.2
OG0008790	Bevul.5G002400.1.p	AT5G54750.1, AT5G54750.2
OG0008791	Bevul.7G011600.1.p	AT5G18250.1, AT3G04040.1
OG0008792	Bevul.2G181700.1.p	AT1G06560.1
OG0008793	Bevul.4G051600.1.p	AT5G54260.1, AT5G54260.2
OG0008795	Bevul.9G079600.1.p	AT4G28450.1
OG0008796	Bevul.2G093100.1.p, Bevul.3G233800.1.p, Bevul.1G026800.1.p	AT5G08420.1
OG0008798	Bevul.7G135800.1.p	AT3G25240.1, AT3G07350.1
OG0008799	Bevul.4G049700.1.p	AT3G20630.1
OG0008800	Bevul.9G052900.2.p, Bevul.9G052900.1.p	AT4G20410.1, AT4G20410.2
OG0008801	Bevul.8G141800.1.p	AT4G35740.1, AT4G35740.2
OG0008802	Bevul.5G176400.1.p	AT1G03760.1
OG0008803	Bevul.5G174500.1.p	AT1G74120.1
OG0008804	Bevul.5G063700.1.p	AT1G32760.1, AT4G10630.1
OG0008805	Bevul.3G019500.1.p	AT5G17170.2, AT5G17170.1
OG0008806	Bevul.9G023400.1.p	AT2G04550.3, AT2G04550.1
OG0008808	Bevul.4G034500.1.p	AT3G20500.1
OG0008809	Bevul.9G070200.1.p	AT2G20880.1, AT4G28140.1
OG0008810	Bevul.9G200200.1.p	AT1G80350.1
OG0008811	Bevul.5G124500.1.p	AT5G17790.1
OG0008812	Bevul.8G153700.1.p	AT4G30840.1
OG0008813	Bevul.2G163700.1.p	AT5G11500.2, AT5G11500.1
OG0008814	Bevul.8G148600.1.p	AT5G20850.2, AT5G20850.1
OG0008815	Bevul.8G003100.1.p	AT4G21530.1
OG0008816	Bevul.1G132900.1.p	AT4G08900.1, AT4G08870.1
OG0008817	Bevul.3G044200.1.p	AT2G20860.2, AT2G20860.1, AT2G20860.3
OG0008818	Bevul.5G024700.1.p	AT1G64050.2, AT1G64050.1
OG0008819	Bevul.5G070700.1.p	AT2G39810.2, AT2G39810.1
OG0008820	Bevul.8G154500.1.p	AT1G17890.3, AT1G17890.2, AT1G17890.1, AT1G73250.1
OG0008821	Bevul.1G189500.1.p	AT3G61680.2, AT3G61680.1, AT3G61680.3
OG0008822	Bevul.2G119900.2.p, Bevul.2G119900.1.p	AT2G07340.2, AT2G07340.1
OG0008823	Bevul.8G213100.1.p	AT5G57590.1
OG0008824	Bevul.3G129400.1.p	AT1G14850.1
OG0008825	Bevul.3G083400.1.p	AT5G62220.1
OG0008826	Bevul.2G001800.1.p	AT2G24240.1, AT4G30940.1
OG0008828	Bevul.2G164700.1.p	AT3G24570.2, AT3G24570.1
OG0008829	Bevul.3G080800.1.p	AT5G51820.1
OG0008830	Bevul.3G075400.1.p, Bevul.5G077600.1.p	AT5G52030.2, AT5G52030.1
OG0008831	Bevul.2G196000.1.p, Bevul.2G196000.3.p, Bevul.2G196000.2.p, Bevul.2G196000.4.p	AT3G21740.1
OG0008832	Bevul.5G128100.1.p, Bevul.4G099300.1.p, Bevul.5G116600.1.p	AT4G11175.1
OG0008835	Bevul.8G210200.1.p	AT4G25910.1
OG0008836	Bevul.3G179100.1.p	AT3G12030.1, AT5G06660.1
OG0008837	Bevul.1G184000.1.p	AT3G61550.1, AT2G46160.1, AT2G46160.2
OG0008839	Bevul.5G067600.1.p, Bevul.5G066900.1.p	AT4G17370.1, AT4G17370.2
OG0008840	Bevul.2G170700.1.p	AT5G54830.1
OG0008841	Bevul.5G153600.1.p	ATCG01010.1
OG0008842	Bevul.8G175400.1.p	AT3G01370.1
OG0008843	Bevul.8G156100.1.p	AT2G23890.1, AT2G23890.2, AT2G23890.3
OG0008844	Bevul.8G164300.1.p	AT2G06520.1
OG0008845	Bevul.2G244900.1.p	AT2G40190.1
OG0008846	Bevul.4G165900.1.p	AT1G56500.1, AT1G56500.3, AT1G56500.2
OG0008849	Bevul.8G144400.1.p	AT3G42950.1
OG0008851	Bevul.9G112300.1.p	AT3G21300.1
OG0008852	Bevul.2G141800.1.p	AT4G33040.1, AT5G11930.1
OG0008853	Bevul.8G110300.1.p	AT1G80940.2, AT1G80940.4, AT1G80940.1, AT1G80940.3
OG0008854	Bevul.8G153600.1.p	AT2G24090.1
OG0008855	Bevul.9G111500.1.p, Bevul.9G111500.2.p	AT1G73040.1
OG0008856	Bevul.4G192700.1.p	AT4G26500.1
OG0008857	Bevul.9G140900.1.p	AT2G19580.1
OG0008858	Bevul.7G152500.1.p	AT1G50430.2, AT1G50430.1
OG0008859	Bevul.7G219200.1.p	AT5G05470.1, AT2G40290.1
OG0008860	Bevul.9G204500.1.p	AT1G15270.1, AT3G16040.1
OG0008861	Bevul.7G230700.1.p	AT3G44600.1
OG0008862	Bevul.5G014100.1.p	AT4G24015.1
OG0008863	Bevul.5G105800.1.p	AT5G45380.1
OG0008864	Bevul.9G209100.1.p	AT3G16200.1
OG0008865	Bevul.8G208500.1.p	AT2G19080.2, AT2G19080.1
OG0008866	Bevul.2G160100.1.p	AT2G25810.1
OG0008868	Bevul.7G175900.1.p	AT1G72990.1, AT1G72990.4, AT1G72990.3, AT1G72990.2
OG0008869	Bevul.9G205300.3.p, Bevul.9G205300.1.p, Bevul.9G205300.2.p	AT1G79890.3, AT1G79890.1, AT1G79890.2, AT1G79890.4
OG0008872	Bevul.5G255800.1.p	AT2G47330.1
OG0008873	Bevul.5G053200.1.p	AT3G08960.2, AT3G08960.3, AT3G08960.1
OG0008874	Bevul.1G196200.1.p	AT3G61870.1, AT3G61870.2
OG0008875	Bevul.7G208300.1.p	AT1G47278.3, AT1G47278.2, AT1G47278.1
OG0008876	Bevul.7G109200.1.p	AT1G52530.2, AT1G52530.1
OG0008877	Bevul.9G010800.1.p	AT3G19800.1, AT3G19800.2
OG0008878	Bevul.8G209800.1.p	AT5G57340.1, AT5G57340.2
OG0008879	Bevul.3G074900.1.p	AT5G62140.1
OG0008880	Bevul.7G161900.1.p	AT3G14280.1
OG0008883	Bevul.3G084400.1.p	AT5G51670.1, AT5G51670.2
OG0008884	Bevul.2G126800.1.p	AT5G26220.2, AT5G26220.1, AT4G31290.1
OG0008885	Bevul.5G044000.1.p	AT1G12330.1
OG0008886	Bevul.3G046600.1.p	AT5G24080.3, AT5G24080.1, AT5G24080.2
OG0008887	Bevul.9G209700.1.p	AT1G65980.1, AT1G60740.1, AT1G65970.1
OG0008888	Bevul.5G080700.1.p	AT1G51650.1
OG0008889	Bevul.9G115100.1.p, Bevul.9G115100.3.p, Bevul.9G115100.2.p	AT5G50340.3, AT5G50340.1, AT5G50340.2
OG0008890	Bevul.1G130800.1.p	AT4G00090.1
OG0008891	Bevul.9G189500.1.p	AT1G80030.4, AT1G80030.2, AT1G80030.1, AT1G80030.3
OG0008892	Bevul.8G212900.1.p	AT5G14010.1
OG0008893	Bevul.8G197600.1.p	AT4G28830.1, AT4G28830.4, AT4G28830.3
OG0008894	Bevul.2G137000.1.p	AT5G21430.2, AT5G21430.1
OG0008895	Bevul.2G176700.1.p	AT5G25320.3, AT5G25320.1, AT5G25320.2
OG0008896	Bevul.5G098900.1.p	AT4G15420.2, AT4G15420.1
OG0008897	Bevul.3G016500.1.p	AT1G65060.2, AT1G65060.1
OG0008898	Bevul.4G069100.1.p	AT3G15120.1, AT3G15120.2
OG0008899	Bevul.8G004700.1.p	AT1G29160.1, AT2G34140.1
OG0008900	Bevul.3G191100.1.p	AT2G03270.1
OG0008901	Bevul.2G109900.1.p	AT3G55070.2, AT3G55070.1
OG0008902	Bevul.9G015200.3.p, Bevul.9G015200.1.p, Bevul.9G015200.2.p	AT5G09600.2, AT5G09600.3, AT4G32210.1, AT5G09600.1
OG0008903	Bevul.6G031800.1.p	AT5G66120.2, AT5G66120.1
OG0008904	Bevul.2G190400.2.p, Bevul.2G190400.3.p, Bevul.2G190400.1.p	AT5G47940.1
OG0008906	Bevul.5G053000.1.p	AT5G01340.1
OG0008907	Bevul.5G139500.1.p	AT5G02200.1, AT5G02200.2, AT2G37678.2, AT2G37678.1
OG0008908	Bevul.2G026900.1.p	AT5G05270.1, AT5G05270.2
OG0008909	Bevul.8G188500.1.p	AT3G56120.1
OG0008910	Bevul.7G065900.5.p, Bevul.7G065900.6.p, Bevul.7G065900.1.p, Bevul.7G065900.3.p, Bevul.7G065900.2.p, Bevul.7G065900.4.p	AT3G21820.1
OG0008911	Bevul.1G098400.1.p	AT5G55000.2, AT5G55000.1
OG0008912	Bevul.8G092100.1.p	AT5G04490.2, AT5G04490.1
OG0008913	Bevul.4G029600.1.p	AT4G05230.1
OG0008914	Bevul.7G185700.1.p	AT5G21040.1, AT5G21040.3, AT5G21040.2
OG0008915	Bevul.7G191000.1.p	AT2G29940.1
OG0008916	Bevul.3G189900.1.p	AT3G57680.1, AT3G57680.2, AT3G57680.3
OG0008918	Bevul.2G086200.1.p, Bevul.2G086200.2.p	AT2G01720.1
OG0008919	Bevul.9G053100.2.p, Bevul.9G053100.1.p	AT3G45300.1
OG0008920	Bevul.2G110100.4.p, Bevul.2G110100.3.p, Bevul.2G110100.2.p, Bevul.2G110100.1.p	AT4G08790.1
OG0008921	Bevul.7G056400.1.p	AT5G41030.1, AT3G45150.1, AT2G37000.1
OG0008922	Bevul.3G211600.1.p	AT2G41150.1, AT2G41150.2, AT3G56750.1
OG0008923	Bevul.4G165500.1.p	AT4G18372.2, AT4G18372.1
OG0008925	Bevul.8G075300.1.p	AT4G18930.1
OG0008926	Bevul.5G051200.1.p	AT2G38250.1
OG0008927	Bevul.4G038000.1.p	AT1G50890.1, AT4G27060.1
OG0008928	Bevul.7G220200.1.p	AT3G45770.1, AT3G45770.2
OG0008929	Bevul.1G041500.1.p	AT1G61520.2, AT1G61520.1, AT1G61520.3
OG0008930	Bevul.4G142200.1.p	AT2G04842.1, AT2G04842.2
OG0008931	Bevul.2G094500.2.p, Bevul.2G094500.1.p	AT2G31040.1
OG0008932	Bevul.6G159800.1.p	AT2G02500.2, AT2G02500.1
OG0008933	Bevul.9G067600.2.p, Bevul.9G067600.1.p	AT2G32380.1, AT1G05210.1
OG0008934	Bevul.1G185400.1.p	AT2G46240.1
OG0008935	Bevul.9G061500.1.p	AT5G60190.1
OG0008936	Bevul.8G021000.1.p	AT1G28410.2, AT1G28410.1
OG0008938	Bevul.4G014200.1.p	AT5G55470.1
OG0008939	Bevul.7G221500.1.p	AT1G06960.6, AT1G06960.2, AT1G06960.5, AT2G30260.2
OG0008940	Bevul.7G126300.1.p	AT5G37830.1
OG0008941	Bevul.2G194300.1.p	AT5G13790.2, AT5G13790.1
OG0008942	Bevul.7G020000.1.p	AT3G11570.1, AT5G06230.2, AT5G06230.1, AT5G06230.3
OG0008943	Bevul.9G049000.1.p	AT5G42300.1, AT3G45180.1, AT3G45180.2
OG0008944	Bevul.7G023500.1.p, Bevul.7G023500.2.p, Bevul.4G212500.1.p, Bevul.7G023500.3.p	AT3G27740.1
OG0008945	Bevul.8G140900.1.p	AT5G20640.1, AT2G05910.1
OG0008947	Bevul.7G032500.1.p	AT5G03650.1, AT2G36390.1
OG0008948	Bevul.7G180500.1.p	AT5G22080.1, AT5G22080.2
OG0008949	Bevul.3G179600.1.p	AT2G41970.1
OG0008950	Bevul.6G138600.1.p, Bevul.4G176400.1.p	AT2G39140.1, AT2G39140.2
OG0008951	Bevul.6G108300.1.p	AT5G22010.1, AT5G22010.2
OG0008952	Bevul.7G020200.1.p	AT5G06210.1
OG0008953	Bevul.4G243800.1.p, Bevul.4G244000.1.p, Bevul.4G243900.1.p	AT5G19890.1
OG0008954	Bevul.8G081500.1.p	AT4G18170.1, AT5G46350.1, AT1G29860.1
OG0008955	Bevul.2G226200.1.p, Bevul.2G226200.2.p	AT2G39805.2, AT2G39805.1
OG0008956	Bevul.4G227500.1.p	AT4G31530.1, AT4G31530.2
OG0008957	Bevul.4G151000.1.p	AT5G27400.1
OG0008958	Bevul.4G065300.1.p	AT5G53890.1
OG0008960	Bevul.3G188100.1.p	AT2G42290.1, AT3G57830.3, AT3G57830.1, AT3G57830.2
OG0008961	Bevul.6G154400.1.p	AT5G59900.1
OG0008962	Bevul.7G072300.1.p, Bevul.7G072300.2.p	AT1G30900.1, AT4G20110.2, AT4G20110.1
OG0008963	Bevul.9G059800.1.p	AT5G58560.1
OG0008964	Bevul.2G192900.3.p, Bevul.2G192900.2.p, Bevul.2G192900.1.p	AT5G15920.1
OG0008965	Bevul.4G076400.1.p	AT1G53320.1
OG0008966	Bevul.8G128000.1.p	AT5G46850.3, AT5G46850.2, AT5G46850.1
OG0008967	Bevul.4G110600.1.p	AT5G04920.1
OG0008968	Bevul.3G134900.1.p	AT4G10180.1
OG0008969	Bevul.7G146000.1.p	AT4G24820.2, AT4G24820.1
OG0008970	Bevul.7G008100.1.p	AT3G51610.1
OG0008971	Bevul.4G040300.1.p	AT2G43770.1
OG0008972	Bevul.7G208900.1.p	AT2G28800.3, AT2G28800.2, AT2G28800.1, AT2G28800.4
OG0008973	Bevul.7G217100.1.p	AT1G07010.1, AT1G07010.2, AT1G07010.3
OG0008974	Bevul.5G060200.1.p	AT1G64640.1
OG0008976	Bevul.8G052700.1.p	AT1G11800.1
OG0008977	Bevul.2G193500.1.p	AT5G13760.1
OG0008978	Bevul.7G183000.1.p	AT5G21990.1
OG0008980	Bevul.7G060600.2.p, Bevul.7G060600.1.p	AT5G03120.1, AT5G03120.2
OG0008981	Bevul.4G075700.1.p	AT3G14920.1
