Orthogroup	B_vulgaris.proteins	D_spatulata.proteins
OG0009659	Bevul.3G072600.1.p	Ds_00009547-RA
OG0009660	Bevul.5G137600.1.p	Ds_00010782-RA
OG0009661	Bevul.9G065400.1.p	Ds_00004253-RA
OG0009663	Bevul.7G058800.1.p	Ds_00008778-RA
OG0009664	Bevul.2G041100.1.p	Ds_00013452-RA
OG0009665	Bevul.8G027800.1.p	Ds_00015201-RA
OG0009666	Bevul.7G001400.1.p	Ds_00015993-RA
OG0009667	Bevul.4G033100.1.p	Ds_00011734-RA, Ds_00014136-RA
OG0009668	Bevul.7G067200.1.p	Ds_00009200-RA
OG0009669	Bevul.8G048400.1.p	Ds_00017198-RA
OG0009670	Bevul.3G191200.1.p	Ds_00000818-RA
OG0009672	Bevul.1G184800.1.p	Ds_00014067-RA
OG0009673	Bevul.7G071700.1.p	Ds_00015598-RA
OG0009674	Bevul.6G047800.1.p	Ds_00001236-RA
OG0009675	Bevul.4G245900.1.p	Ds_00006086-RA
OG0009676	Bevul.8G101000.1.p	Ds_00000937-RA
OG0009678	Bevul.6G048000.1.p	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA
OG0009680	Bevul.4G250800.1.p	Ds_00014340-RA
OG0009681	Bevul.7G058000.1.p	Ds_00002010-RA
OG0009682	Bevul.2G113600.1.p	Ds_00012333-RA
OG0009683	Bevul.9G080700.3.p, Bevul.9G080700.1.p, Bevul.9G080700.2.p	Ds_00015705-RA
OG0009684	Bevul.9G150500.1.p	Ds_00017021-RA
OG0009686	Bevul.7G044100.1.p, Bevul.7G044100.2.p	Ds_00013685-RA
OG0009687	Bevul.4G248300.1.p	Ds_00009512-RA
OG0009688	Bevul.6G097500.1.p	Ds_00010949-RA
OG0009689	Bevul.3G224200.1.p	Ds_00009354-RA
OG0009690	Bevul.4G250900.1.p	Ds_00014337-RA, Ds_00005509-RA
OG0009691	Bevul.4G212700.1.p	Ds_00004070-RA
OG0009692	Bevul.1G191000.1.p	Ds_00011648-RA
OG0009693	Bevul.4G067100.1.p, Bevul.2G152500.1.p	Ds_00003072-RA
OG0009694	Bevul.1G095900.1.p	Ds_00008824-RA
OG0009695	Bevul.3G011800.1.p	Ds_00003185-RA
OG0009696	Bevul.1G158800.1.p	Ds_00000365-RA
OG0009700	Bevul.4G142500.1.p	Ds_00006287-RA
OG0009702	Bevul.5G018900.1.p	Ds_00015048-RA
OG0009703	Bevul.1G181900.1.p	Ds_00003591-RA
OG0009704	Bevul.6G029500.1.p	Ds_00014485-RA
OG0009705	Bevul.6G214000.1.p	Ds_00017391-RA
OG0009706	Bevul.9G107600.1.p	Ds_00001808-RA
OG0009707	Bevul.1G003800.1.p	Ds_00002523-RA
OG0009708	Bevul.6G026500.1.p	Ds_00014504-RA
OG0009709	Bevul.3G060300.1.p	Ds_00005056-RA
OG0009710	Bevul.5G015900.1.p	Ds_00017438-RA
OG0009711	Bevul.5G100300.1.p	Ds_00013093-RA
OG0009712	Bevul.3G122500.1.p	Ds_00009325-RA
OG0009714	Bevul.1G068500.1.p, Bevul.9G024100.2.p, Bevul.9G024100.3.p, Bevul.9G024100.1.p	Ds_00014138-RA
OG0009715	Bevul.7G117600.1.p	Ds_00006551-RA
OG0009716	Bevul.1G210000.1.p	Ds_00002907-RA
OG0009717	Bevul.6G035000.1.p	Ds_00016555-RA
OG0009718	Bevul.6G061100.1.p	Ds_00010732-RA
OG0009719	Bevul.3G036900.1.p	Ds_00012592-RA, Ds_00005637-RA
OG0009720	Bevul.7G135300.1.p	Ds_00007426-RA
OG0009721	Bevul.5G255300.1.p	Ds_00012342-RA
OG0009722	Bevul.6G090300.1.p	Ds_00005403-RA
OG0009723	Bevul.5G105200.1.p	Ds_00010824-RA
OG0009725	Bevul.6G218600.1.p	Ds_00008078-RA
OG0009726	Bevul.5G232900.1.p	Ds_00001101-RA
OG0009727	Bevul.3G146300.1.p	Ds_00003154-RA
OG0009729	Bevul.1G057500.1.p	Ds_00007913-RA
OG0009730	Bevul.5G160800.1.p	Ds_00001899-RA
OG0009731	Bevul.1G214600.1.p	Ds_00013668-RA
OG0009732	Bevul.6G017900.1.p	Ds_00014528-RA
OG0009733	Bevul.5G228500.1.p	Ds_00007780-RA
OG0009734	Bevul.7G140700.1.p, Bevul.2G099700.1.p	Ds_00003817-RA
OG0009735	Bevul.8G188400.1.p	Ds_00014794-RA
OG0009736	Bevul.6G029200.1.p	Ds_00001458-RA
OG0009737	Bevul.3G128700.1.p, Bevul.3G128600.1.p	Ds_00005013-RA
OG0009738	Bevul.4G185200.1.p	Ds_00003107-RA
OG0009739	Bevul.3G006600.1.p	Ds_00005104-RA
OG0009740	Bevul.1G139600.1.p	Ds_00001567-RA
OG0009741	Bevul.9G032500.1.p	Ds_00010017-RA
OG0009742	Bevul.6G045000.1.p	Ds_00001932-RA
OG0009743	Bevul.9G158000.1.p	Ds_00008901-RA
OG0009745	Bevul.1G058500.1.p	Ds_00016344-RA
OG0009746	Bevul.8G186600.1.p	Ds_00017298-RA, Ds_00017299-RA
OG0009747	Bevul.9G236400.4.p, Bevul.9G236400.1.p, Bevul.9G236400.3.p, Bevul.9G236400.2.p	Ds_00017043-RA
OG0009748	Bevul.1G018100.1.p	Ds_00002560-RA
OG0009749	Bevul.9G141600.1.p	Ds_00000025-RA
OG0009750	Bevul.9G166100.1.p	Ds_00011282-RA
OG0009751	Bevul.6G168200.1.p	Ds_00010728-RA
OG0009752	Bevul.6G214500.1.p	Ds_00017389-RA
OG0009753	Bevul.5G000800.1.p	Ds_00001355-RA, Ds_00010240-RA
OG0009754	Bevul.1G014100.1.p, Bevul.1G014000.1.p	Ds_00000583-RA
OG0009756	Bevul.1G066200.1.p	Ds_00001315-RA, Ds_00007337-RA
OG0009757	Bevul.6G216200.1.p	Ds_00001849-RA
OG0009758	Bevul.6G212100.1.p	Ds_00017395-RA
OG0009759	Bevul.6G171800.1.p	Ds_00017084-RA, Ds_00010723-RA
OG0009760	Bevul.1G208500.1.p	Ds_00007268-RA, Ds_00005466-RA
OG0009761	Bevul.1G050200.1.p	Ds_00011957-RA
OG0009762	Bevul.1G167200.1.p	Ds_00004603-RA
OG0009763	Bevul.7G111700.1.p	Ds_00014455-RA
OG0009764	Bevul.6G196900.1.p	Ds_00004303-RA
OG0009765	Bevul.4G123700.1.p	Ds_00006132-RA
OG0009766	Bevul.4G159300.1.p	Ds_00003878-RA, Ds_00006324-RA
OG0009767	Bevul.1G060100.1.p	Ds_00011943-RA
OG0009768	Bevul.5G238400.1.p	Ds_00001087-RA
OG0009769	Bevul.2G176600.3.p, Bevul.2G176600.2.p, Bevul.2G176600.1.p	Ds_00004230-RA
OG0009773	Bevul.1G052600.1.p	Ds_00003794-RA
OG0009774	Bevul.1G063400.1.p	Ds_00013457-RA, Ds_00015397-RA
OG0009775	Bevul.6G198100.1.p	Ds_00004297-RA
OG0009776	Bevul.3G138200.1.p	Ds_00004661-RA
OG0009777	Bevul.6G025700.1.p	Ds_00013203-RA
OG0009778	Bevul.4G134700.1.p	Ds_00006176-RA
OG0009780	Bevul.2G045900.1.p, Bevul.1G039100.1.p	Ds_00011980-RA
OG0009781	Bevul.7G087200.1.p	Ds_00008048-RA, Ds_00006107-RA
OG0009783	Bevul.5G001100.1.p	Ds_00018002-RA
OG0009784	Bevul.3G095500.1.p	Ds_00006413-RA
OG0009785	Bevul.1G218000.1.p	Ds_00016145-RA
OG0009786	Bevul.4G081600.1.p	Ds_00011978-RA
OG0009787	Bevul.9G225600.1.p	Ds_00000634-RA
OG0009788	Bevul.6G213700.1.p	Ds_00010745-RA
OG0009789	Bevul.2G108900.2.p, Bevul.2G108900.3.p, Bevul.2G108900.1.p	Ds_00010454-RA
OG0009790	Bevul.8G037900.1.p	Ds_00013647-RA
OG0009791	Bevul.7G115200.1.p	Ds_00014690-RA
OG0009792	Bevul.4G111300.1.p	Ds_00010427-RA
OG0009793	Bevul.2G075000.1.p, Bevul.5G107100.1.p	Ds_00005937-RA
OG0009794	Bevul.2G218100.1.p	Ds_00013598-RA
OG0009795	Bevul.2G207100.1.p	Ds_00008456-RA
OG0009796	Bevul.3G017100.1.p	Ds_00008656-RA
OG0009797	Bevul.8G103500.1.p	Ds_00002301-RA
OG0009798	Bevul.5G172500.1.p	Ds_00010633-RA
OG0009799	Bevul.5G158300.1.p	Ds_00007083-RA
OG0009800	Bevul.6G107900.1.p	Ds_00006576-RA
OG0009801	Bevul.9G144700.1.p	Ds_00013027-RA
OG0009802	Bevul.4G193200.1.p	Ds_00004056-RA
OG0009803	Bevul.6G239600.1.p	Ds_00015833-RA
OG0009804	Bevul.7G086700.1.p, Bevul.7G086700.2.p	Ds_00008455-RA
OG0009806	Bevul.9G011900.1.p	Ds_00009991-RA
OG0009807	Bevul.5G258100.1.p	Ds_00012437-RA
OG0009808	Bevul.6G230400.1.p	Ds_00010546-RA
OG0009810	Bevul.6G152600.1.p	Ds_00005909-RA
OG0009811	Bevul.5G213700.1.p	Ds_00013808-RA
OG0009812	Bevul.5G098000.1.p	Ds_00011131-RA
OG0009813	Bevul.2G203200.1.p	Ds_00011431-RA
OG0009814	Bevul.2G093900.1.p	Ds_00016129-RA
OG0009816	Bevul.8G104900.1.p	Ds_00000397-RA
OG0009817	Bevul.5G079300.1.p	Ds_00004899-RA
OG0009818	Bevul.6G228000.1.p	Ds_00008452-RA
OG0009819	Bevul.5G216100.1.p	Ds_00008050-RA
OG0009821	Bevul.9G192300.1.p, Bevul.9G192300.2.p	Ds_00009724-RA
OG0009822	Bevul.5G111000.1.p	Ds_00011042-RA
OG0009823	Bevul.5G120900.1.p	Ds_00012767-RA, Ds_00008488-RA
OG0009825	Bevul.8G180500.1.p	Ds_00012717-RA, Ds_00012714-RA
OG0009826	Bevul.2G038800.1.p	Ds_00005971-RA
OG0009827	Bevul.1G144200.1.p	Ds_00006690-RA
OG0009828	Bevul.6G109700.1.p	Ds_00008422-RA, Ds_00005330-RA
OG0009829	Bevul.6G080400.1.p	Ds_00010511-RA
OG0009831	Bevul.6G242900.1.p	Ds_00015825-RA
OG0009832	Bevul.4G109500.1.p	Ds_00012700-RA
OG0009833	Bevul.6G247500.1.p	Ds_00008983-RA
OG0009834	Bevul.6G140700.1.p	Ds_00005901-RA
OG0009835	Bevul.2G217700.2.p, Bevul.2G217700.1.p	Ds_00012089-RA, Ds_00008489-RA
OG0009836	Bevul.5G074700.1.p	Ds_00005136-RA
OG0009837	Bevul.6G191300.1.p	Ds_00015457-RA
OG0009838	Bevul.1G161800.1.p, Bevul.4G145300.1.p, Bevul.9G065000.1.p, Bevul.8G089000.1.p	Ds_00015298-RA
OG0009840	Bevul.5G072300.1.p	Ds_00008356-RA
OG0009841	Bevul.5G182900.1.p	Ds_00005335-RA
OG0009842	Bevul.6G243500.1.p	Ds_00004331-RA
OG0009843	Bevul.6G229100.1.p	Ds_00010541-RA
OG0009844	Bevul.3G163600.1.p	Ds_00017173-RA
OG0009845	Bevul.6G078200.1.p	Ds_00009129-RA
OG0009847	Bevul.5G105600.1.p	Ds_00004852-RA
OG0009848	Bevul.5G100500.1.p	Ds_00011138-RA
OG0009849	Bevul.9G010000.1.p	Ds_00004178-RA
OG0009850	Bevul.5G071000.1.p	Ds_00001376-RA
OG0009851	Bevul.6G228100.1.p	Ds_00010532-RA
OG0009852	Bevul.6G190200.1.p	Ds_00015456-RA
OG0009853	Bevul.7G136700.1.p	Ds_00004837-RA
OG0009854	Bevul.2G111400.1.p	Ds_00017165-RA
OG0009855	Bevul.9G006800.1.p	Ds_00002643-RA
OG0009856	Bevul.5G201300.1.p	Ds_00011429-RA
OG0009858	Bevul.9G015000.1.p	Ds_00004418-RA
OG0009859	Bevul.8G105300.1.p	Ds_00000394-RA, Ds_00000163-RA
OG0009861	Bevul.6G248100.1.p	Ds_00015815-RA
OG0009862	Bevul.5G209500.1.p	Ds_00016274-RA
OG0009863	Bevul.6G129000.1.p	Ds_00008575-RA
OG0009864	Bevul.6G203400.1.p	Ds_00004785-RA
OG0009865	Bevul.4G096400.1.p	Ds_00001880-RA
OG0009866	Bevul.4G120100.1.p	Ds_00006123-RA
OG0009867	Bevul.6G126300.1.p	Ds_00008583-RA
OG0009868	Bevul.5G178200.1.p	Ds_00005323-RA
OG0009869	Bevul.6G042800.1.p	Ds_00001668-RA
OG0009870	Bevul.1G106500.1.p	Ds_00008169-RA
OG0009871	Bevul.4G121300.1.p	Ds_00006242-RA
OG0009873	Bevul.7G076900.1.p	Ds_00000453-RA
OG0009874	Bevul.9G004600.1.p	Ds_00002650-RA
OG0009875	Bevul.5G061300.1.p	Ds_00010560-RA
OG0009876	Bevul.1G081800.1.p, Bevul.4G118000.1.p	Ds_00007008-RA
OG0009877	Bevul.2G057400.1.p, Bevul.2G057400.2.p	Ds_00006899-RA
OG0009878	Bevul.6G053300.1.p	Ds_00017266-RA
OG0009880	Bevul.5G201800.1.p	Ds_00000890-RA
OG0009881	Bevul.2G205800.1.p	Ds_00011057-RA
OG0009882	Bevul.2G059800.1.p	Ds_00013169-RA
OG0009883	Bevul.7G180700.1.p	Ds_00008482-RA
OG0009884	Bevul.3G015800.1.p	Ds_00007658-RA
OG0009885	Bevul.9G100000.1.p	Ds_00001234-RA
OG0009889	Bevul.2G180600.1.p	Ds_00004235-RA
OG0009891	Bevul.5G162100.1.p	Ds_00010980-RA, Ds_00001744-RA, Ds_00001743-RA, Ds_00001872-RA, Ds_00001736-RA, Ds_00001735-RA, Ds_00000708-RA, Ds_00000709-RA, Ds_00012610-RA, Ds_00012612-RA, Ds_00009069-RA
OG0009894	Bevul.5G218400.1.p, Bevul.9G114200.1.p	Ds_00003124-RA
OG0009895	Bevul.4G147200.1.p, Bevul.4G147000.1.p, Bevul.4G147100.1.p, Bevul.4G146900.1.p, Bevul.4G146500.1.p, Bevul.4G146400.1.p, Bevul.4G146300.1.p, Bevul.4G146200.1.p, Bevul.3G099900.1.p	Ds_00006197-RA, Ds_00006151-RA
OG0009897	Bevul.1G167300.1.p	Ds_00016487-RA
OG0009898	Bevul.3G023900.1.p	Ds_00007685-RA, Ds_00004539-RA, Ds_00008634-RA
OG0009900	Bevul.5G129700.1.p, Bevul.8G096400.1.p	Ds_00011810-RA
OG0009902	Bevul.8G027000.1.p	Ds_00015112-RA
OG0009904	Bevul.8G061500.1.p	Ds_00015891-RA
OG0009905	Bevul.8G106200.1.p	Ds_00000420-RA
OG0009906	Bevul.6G006300.1.p	Ds_00009439-RA, Ds_00008193-RA
OG0009909	Bevul.4G126300.1.p	Ds_00006974-RA
OG0009910	Bevul.3G233700.1.p	Ds_00014218-RA
OG0009911	Bevul.3G217000.1.p	Ds_00005748-RA, Ds_00009365-RA
OG0009912	Bevul.6G125400.1.p	Ds_00006494-RA
OG0009954	Bevul.3G133100.1.p	Ds_00004636-RA
OG0009956	Bevul.7G017300.1.p	Ds_00015567-RA
OG0009958	Bevul.3G124200.1.p	Ds_00005030-RA
OG0009962	Bevul.6G231800.1.p	Ds_00004988-RA
OG0009963	Bevul.8G203400.1.p	Ds_00004216-RA
OG0009964	Bevul.3G133200.1.p	Ds_00008698-RA
OG0009965	Bevul.3G143400.1.p	Ds_00006373-RA
OG0009966	Bevul.5G138600.1.p	Ds_00003634-RA
OG0009968	Bevul.3G165300.1.p	Ds_00007128-RA
OG0009969	Bevul.7G226800.1.p	Ds_00015687-RA
OG0009970	Bevul.3G219600.1.p	Ds_00009363-RA
OG0009971	Bevul.3G225200.1.p	Ds_00005736-RA
OG0009972	Bevul.7G070000.1.p	Ds_00010317-RA
OG0009973	Bevul.7G023900.1.p	Ds_00015790-RA
OG0009974	Bevul.6G097400.1.p	Ds_00014887-RA
OG0009975	Bevul.4G122600.1.p	Ds_00003113-RA
OG0009977	Bevul.4G135100.1.p	Ds_00006941-RA
OG0009978	Bevul.3G143600.1.p	Ds_00003131-RA
OG0009980	Bevul.1G047000.1.p, Bevul.1G044700.1.p	Ds_00008954-RA
OG0009981	Bevul.3G008700.1.p	Ds_00006456-RA
OG0009982	Bevul.5G137300.1.p	Ds_00014988-RA
OG0009983	Bevul.6G035300.1.p	Ds_00014478-RA
OG0009984	Bevul.4G138200.1.p	Ds_00006155-RA
OG0009985	Bevul.3G122900.1.p	Ds_00005034-RA
OG0009987	Bevul.7G183200.1.p	Ds_00008300-RA
OG0009988	Bevul.3G142000.1.p	Ds_00007332-RA
OG0009990	Bevul.3G121300.1.p	Ds_00009321-RA
OG0009992	Bevul.7G077000.2.p, Bevul.7G077000.1.p	Ds_00014908-RA
OG0009994	Bevul.2G227400.2.p, Bevul.2G227400.1.p	Ds_00012472-RA
OG0009995	Bevul.7G057500.1.p	Ds_00010283-RA
OG0009996	Bevul.2G050200.1.p	Ds_00002928-RA
OG0009998	Bevul.3G197200.1.p	Ds_00010989-RA
OG0010000	Bevul.3G188500.1.p	Ds_00009571-RA
OG0010001	Bevul.9G025900.1.p, Bevul.3G072900.1.p	Ds_00007186-RA, Ds_00007192-RA
OG0010002	Bevul.9G103600.1.p	Ds_00014832-RA
OG0010004	Bevul.6G110600.1.p	Ds_00017212-RA, Ds_00005280-RA
OG0010005	Bevul.2G039100.1.p	Ds_00013875-RA
OG0010006	Bevul.4G162500.1.p	Ds_00004015-RA
OG0010007	Bevul.7G192000.1.p	Ds_00011594-RA
OG0010008	Bevul.7G165400.1.p	Ds_00011011-RA
OG0010009	Bevul.6G155000.1.p	Ds_00003872-RA
OG0010010	Bevul.4G021000.1.p	Ds_00009051-RA
OG0010011	Bevul.4G129700.1.p	Ds_00006163-RA
OG0010012	Bevul.7G086200.1.p, Bevul.7G086200.2.p	Ds_00000908-RA
OG0010013	Bevul.4G150200.1.p	Ds_00006298-RA
OG0010014	Bevul.7G222200.1.p	Ds_00010029-RA
OG0010016	Bevul.3G152300.1.p	Ds_00007103-RA
OG0010018	Bevul.9G066900.1.p	Ds_00004097-RA
OG0010019	Bevul.4G200600.1.p	Ds_00012743-RA
OG0010020	Bevul.3G177300.1.p	Ds_00002700-RA
OG0010021	Bevul.3G102600.1.p	Ds_00014119-RA
OG0010022	Bevul.4G148900.1.p	Ds_00006294-RA
OG0010024	Bevul.2G238700.1.p	Ds_00006590-RA
OG0010025	Bevul.5G238600.1.p	Ds_00008618-RA, Ds_00008617-RA
OG0010026	Bevul.7G128900.1.p	Ds_00006854-RA
OG0010027	Bevul.9G037800.1.p	Ds_00004192-RA
OG0010028	Bevul.7G136400.1.p, Bevul.3G207700.1.p	Ds_00007763-RA, Ds_00006464-RA
OG0010029	Bevul.4G153800.1.p	Ds_00006205-RA
OG0010030	Bevul.7G056100.1.p	Ds_00013721-RA
OG0010031	Bevul.7G202800.1.p	Ds_00010084-RA
OG0010032	Bevul.9G212100.1.p, Bevul.9G212100.2.p	Ds_00015193-RA
OG0010033	Bevul.3G221400.1.p	Ds_00016917-RA
OG0010035	Bevul.1G080100.1.p	Ds_00002231-RA
OG0010038	Bevul.6G084400.1.p	Ds_00011223-RA
OG0010039	Bevul.7G207500.1.p	Ds_00013064-RA
OG0010040	Bevul.1G179100.1.p	Ds_00012482-RA
OG0010041	Bevul.9G142800.1.p	Ds_00013572-RA
OG0010042	Bevul.7G044000.1.p	Ds_00002039-RA
OG0010043	Bevul.7G216200.1.p	Ds_00007517-RA
OG0010046	Bevul.3G223600.1.p	Ds_00007169-RA, Ds_00007170-RA, Ds_00013243-RA
OG0010049	Bevul.8G168300.1.p	Ds_00015373-RA
OG0010049	Bevul.2G175800.1.p	Ds_00017785-RA
OG0010050	Bevul.3G148700.1.p	Ds_00003165-RA
OG0010052	Bevul.3G177200.1.p	Ds_00003106-RA, Ds_00003110-RA
OG0010054	Bevul.3G188700.1.p	Ds_00011020-RA
OG0010055	Bevul.6G108600.1.p	Ds_00001040-RA
OG0010056	Bevul.3G174300.1.p	Ds_00013245-RA
OG0010058	Bevul.7G092400.1.p	Ds_00004765-RA
OG0010059	Bevul.4G193600.1.p	Ds_00015533-RA
OG0010060	Bevul.3G160700.1.p	Ds_00003068-RA
OG0010061	Bevul.1G023700.1.p	Ds_00000514-RA, Ds_00000513-RA
OG0010063	Bevul.6G052000.1.p	Ds_00003635-RA
OG0010064	Bevul.2G035200.1.p	Ds_00005594-RA
OG0010065	Bevul.8G018500.1.p	Ds_00007004-RA
OG0010066	Bevul.9G118800.1.p	Ds_00012221-RA, Ds_00000004-RA, Ds_00000001-RA
OG0010067	Bevul.1G068800.1.p	Ds_00007735-RA, Ds_00012852-RA
OG0010068	Bevul.1G086600.1.p	Ds_00001501-RA
OG0010069	Bevul.9G150000.1.p	Ds_00013343-RA
OG0010070	Bevul.4G176900.1.p	Ds_00003955-RA, Ds_00014433-RA
OG0010071	Bevul.9G122900.1.p	Ds_00017423-RA
OG0010072	Bevul.1G155300.1.p	Ds_00007346-RA
OG0010073	Bevul.1G110500.1.p	Ds_00012872-RA, Ds_00001603-RA
OG0010074	Bevul.5G146400.1.p	Ds_00005419-RA
OG0010075	Bevul.1G055000.1.p	Ds_00009818-RA
OG0010076	Bevul.1G118000.1.p	Ds_00001524-RA
OG0010078	Bevul.2G119600.1.p, Bevul.2G119600.3.p, Bevul.2G119600.2.p, Bevul.2G119600.4.p	Ds_00012838-RA
OG0010079	Bevul.4G041600.1.p	Ds_00014001-RA
OG0010081	Bevul.6G006400.1.p	Ds_00009438-RA, Ds_00005374-RA
OG0010082	Bevul.1G031100.1.p	Ds_00017559-RA
OG0010083	Bevul.8G123100.1.p	Ds_00000436-RA
OG0010084	Bevul.9G217400.1.p	Ds_00011239-RA
OG0010086	Bevul.6G013300.1.p	Ds_00005364-RA
OG0010087	Bevul.4G178300.1.p	Ds_00014430-RA
OG0010088	Bevul.6G220000.1.p	Ds_00006813-RA
OG0010089	Bevul.6G002200.1.p	Ds_00009461-RA
OG0010090	Bevul.1G069000.1.p	Ds_00002254-RA
OG0010091	Bevul.9G034400.1.p	Ds_00005241-RA
OG0010092	Bevul.2G220600.1.p	Ds_00009390-RA
OG0010094	Bevul.8G017100.1.p	Ds_00011515-RA
OG0010095	Bevul.1G192500.1.p	Ds_00011642-RA
OG0010096	Bevul.6G062700.1.p	Ds_00016571-RA
OG0010097	Bevul.7G161800.1.p	Ds_00000465-RA
OG0010099	Bevul.9G154200.1.p	Ds_00013360-RA
OG0010100	Bevul.2G168400.1.p	Ds_00001246-RA
OG0010101	Bevul.6G103200.1.p	Ds_00016210-RA
OG0010102	Bevul.3G026400.1.p	Ds_00005598-RA
OG0010104	Bevul.6G103400.1.p	Ds_00016209-RA
OG0010106	Bevul.1G038000.1.p	Ds_00017976-RA
OG0010108	Bevul.9G212300.1.p	Ds_00012217-RA
OG0010109	Bevul.1G217800.1.p	Ds_00001622-RA, Ds_00001564-RA
OG0010110	Bevul.1G099100.1.p	Ds_00003504-RA
OG0010112	Bevul.6G010600.1.p	Ds_00006755-RA
OG0010113	Bevul.6G166100.1.p	Ds_00000872-RA
OG0010114	Bevul.6G062400.1.p	Ds_00017824-RA
OG0010115	Bevul.1G008200.1.p	Ds_00002545-RA
OG0010116	Bevul.6G015000.1.p	Ds_00009393-RA
OG0010117	Bevul.1G217700.1.p	Ds_00001012-RA
OG0010123	Bevul.9G094800.1.p	Ds_00010179-RA
OG0010124	Bevul.4G019300.1.p, Bevul.4G019600.1.p	Ds_00011790-RA
OG0010125	Bevul.1G024600.1.p	Ds_00002551-RA
OG0010126	Bevul.8G087000.1.p	Ds_00006500-RA
OG0010127	Bevul.2G124500.1.p	Ds_00001367-RA
OG0010129	Bevul.2G195500.1.p	Ds_00015239-RA
OG0010130	Bevul.8G045700.1.p, Bevul.8G045600.1.p	Ds_00004465-RA
OG0010131	Bevul.8G044500.1.p	Ds_00010261-RA
OG0010133	Bevul.9G034800.1.p	Ds_00005174-RA
OG0010134	Bevul.7G110800.1.p	Ds_00000878-RA
OG0010135	Bevul.8G081000.1.p	Ds_00015158-RA
OG0010137	Bevul.8G021900.1.p	Ds_00011531-RA
OG0010138	Bevul.9G021800.1.p	Ds_00005261-RA
OG0010139	Bevul.9G093800.1.p, Bevul.9G093800.2.p	Ds_00001206-RA
OG0010140	Bevul.8G027700.1.p	Ds_00015115-RA
OG0010142	Bevul.8G161600.1.p	Ds_00009664-RA, Ds_00007194-RA
OG0010146	Bevul.4G046300.1.p	Ds_00014927-RA
OG0010147	Bevul.9G095800.1.p	Ds_00001212-RA
OG0010148	Bevul.7G145700.1.p	Ds_00013773-RA
OG0010149	Bevul.8G120400.1.p	Ds_00008084-RA
OG0010150	Bevul.9G193600.1.p	Ds_00000673-RA
OG0010151	Bevul.8G122000.1.p	Ds_00007919-RA
OG0010153	Bevul.8G141000.1.p	Ds_00003344-RA
OG0010155	Bevul.7G166600.1.p	Ds_00002340-RA
OG0010157	Bevul.8G206700.1.p	Ds_00002453-RA
OG0010159	Bevul.1G186800.1.p	Ds_00002815-RA
OG0010160	Bevul.8G154200.1.p	Ds_00017635-RA
OG0010161	Bevul.3G062500.1.p	Ds_00015200-RA
OG0010162	Bevul.2G141500.1.p	Ds_00000204-RA
OG0010163	Bevul.3G037500.1.p	Ds_00017640-RA
OG0010164	Bevul.2G165600.2.p, Bevul.2G165600.1.p	Ds_00014253-RA
OG0010166	Bevul.7G173900.1.p	Ds_00012815-RA
OG0010167	Bevul.8G160700.1.p	Ds_00009673-RA
OG0010168	Bevul.7G149600.1.p	Ds_00002281-RA
OG0010169	Bevul.1G133500.1.p	Ds_00007263-RA
OG0010170	Bevul.8G201800.1.p	Ds_00000230-RA
OG0010171	Bevul.3G042900.1.p	Ds_00005670-RA
OG0010172	Bevul.8G122300.1.p	Ds_00004722-RA
OG0010173	Bevul.8G191700.1.p	Ds_00000269-RA
OG0010174	Bevul.8G036800.1.p	Ds_00014993-RA
OG0010175	Bevul.5G014000.1.p	Ds_00015840-RA
OG0010176	Bevul.4G121600.1.p	Ds_00006988-RA
OG0010177	Bevul.5G029700.1.p	Ds_00003023-RA
OG0010178	Bevul.8G198800.1.p	Ds_00014386-RA
OG0010179	Bevul.7G170900.1.p, Bevul.3G081800.1.p	Ds_00005797-RA
OG0010180	Bevul.9G199400.1.p	Ds_00002436-RA
OG0010181	Bevul.7G194600.1.p	Ds_00000185-RA
OG0010182	Bevul.8G208100.1.p	Ds_00007941-RA
OG0010183	Bevul.3G069500.1.p	Ds_00007302-RA, Ds_00009947-RA
OG0010184	Bevul.8G117500.1.p	Ds_00015758-RA
OG0010185	Bevul.8G057400.1.p	Ds_00004515-RA
OG0010186	Bevul.2G132700.1.p	Ds_00013621-RA
OG0010187	Bevul.5G037000.1.p	Ds_00002114-RA
OG0010188	Bevul.9G191300.1.p	Ds_00000660-RA
OG0010189	Bevul.2G158300.1.p, Bevul.2G158300.2.p	Ds_00007327-RA
OG0010190	Bevul.5G034200.1.p	Ds_00016148-RA
OG0010191	Bevul.7G167200.1.p	Ds_00002342-RA
OG0010192	Bevul.9G193000.1.p	Ds_00000668-RA
OG0010194	Bevul.8G144100.1.p	Ds_00008225-RA
OG0010195	Bevul.1G009800.1.p	Ds_00003250-RA
OG0010196	Bevul.6G248500.1.p	Ds_00013155-RA
OG0010197	Bevul.8G133100.1.p	Ds_00000107-RA
OG0010198	Bevul.1G132500.1.p	Ds_00016288-RA
OG0010200	Bevul.2G024000.1.p	Ds_00002585-RA
OG0010201	Bevul.7G075400.2.p, Bevul.7G075400.1.p, Bevul.7G075400.3.p	Ds_00002282-RA
OG0010202	Bevul.5G068600.1.p	Ds_00014621-RA
OG0010205	Bevul.2G010900.1.p	Ds_00001494-RA
OG0010206	Bevul.7G150300.1.p	Ds_00002283-RA
OG0010207	Bevul.8G193200.1.p	Ds_00000264-RA
