Orthogroup	B_vulgaris.proteins	L_sativa.proteins
OG0008103	Bevul.6G073400.1.p	Lsat_1_v5_gn_2_67700.1, Lsat_1_v5_gn_2_67700.3, Lsat_1_v5_gn_2_67720.1
OG0008105	Bevul.1G058600.1.p	Lsat_1_v5_gn_6_112121.1
OG0008106	Bevul.6G105600.1.p	Lsat_1_v5_gn_3_68600.3, Lsat_1_v5_gn_3_68600.1
OG0008108	Bevul.9G005300.1.p	Lsat_1_v5_gn_4_64561.3, Lsat_1_v5_gn_4_64561.1, Lsat_1_v5_gn_4_64561.2
OG0008109	Bevul.1G045800.1.p	Lsat_1_v5_gn_9_41821.2, Lsat_1_v5_gn_9_41821.1
OG0008110	Bevul.8G114800.1.p	Lsat_1_v5_gn_5_80001.1
OG0008111	Bevul.1G203900.1.p	Lsat_1_v5_gn_1_31200.1, Lsat_1_v5_gn_1_31200.3
OG0008112	Bevul.1G000800.1.p	Lsat_1_v5_gn_4_125741.2, Lsat_1_v5_gn_4_125741.1
OG0008114	Bevul.9G019200.1.p, Bevul.3G199100.1.p	Lsat_1_v5_gn_1_2721.3
OG0008115	Bevul.4G184400.1.p	Lsat_1_v5_gn_3_126140.2, Lsat_1_v5_gn_3_126140.3, Lsat_1_v5_gn_3_126140.1
OG0008116	Bevul.6G225400.1.p	Lsat_1_v5_gn_6_13161.1, Lsat_1_v5_gn_6_13181.1, Lsat_1_v5_gn_3_24201.1
OG0008117	Bevul.4G044500.1.p	Lsat_1_v5_gn_7_108381.1
OG0008118	Bevul.9G210500.1.p	Lsat_1_v5_gn_5_110160.1
OG0008119	Bevul.1G100700.1.p, Bevul.5G110400.1.p	Lsat_1_v5_gn_2_108521.1, Lsat_1_v5_gn_2_108521.3, Lsat_1_v5_gn_4_16040.1
OG0008120	Bevul.6G221600.1.p	Lsat_1_v5_gn_2_74980.1, Lsat_1_v5_gn_2_74980.2
OG0008121	Bevul.6G085500.1.p	Lsat_1_v5_gn_2_76660.1
OG0008122	Bevul.9G142100.1.p	Lsat_1_v5_gn_8_125881.1
OG0008123	Bevul.7G115900.1.p	Lsat_1_v5_gn_2_67161.1, Lsat_1_v5_gn_2_67161.3
OG0008124	Bevul.9G148900.2.p, Bevul.9G148900.1.p, Bevul.9G148900.4.p, Bevul.9G148900.3.p	Lsat_1_v5_gn_9_116821.3, Lsat_1_v5_gn_9_116821.4, Lsat_1_v5_gn_9_116821.1
OG0008125	Bevul.6G010500.1.p	Lsat_1_v5_gn_3_88261.1, Lsat_1_v5_gn_3_88261.3
OG0008126	Bevul.1G024700.1.p	Lsat_1_v5_gn_0_1340.1, Lsat_1_v5_gn_0_1340.3
OG0008127	Bevul.1G050900.1.p	Lsat_1_v5_gn_1_17900.1, Lsat_1_v5_gn_1_17900.3
OG0008128	Bevul.2G187300.1.p	Lsat_1_v5_gn_3_7661.1, Lsat_1_v5_gn_3_7661.3
OG0008129	Bevul.1G056500.1.p	Lsat_1_v5_gn_7_88020.1
OG0008130	Bevul.6G019200.1.p	Lsat_1_v5_gn_3_76381.1, Lsat_1_v5_gn_3_76381.2
OG0008131	Bevul.6G089200.1.p	Lsat_1_v5_gn_4_144441.1, Lsat_1_v5_gn_4_144441.2
OG0008132	Bevul.8G178900.1.p	Lsat_1_v5_gn_2_95580.1
OG0008133	Bevul.9G121900.1.p, Bevul.9G121900.3.p, Bevul.9G121900.2.p	Lsat_1_v5_gn_3_39640.1, Lsat_1_v5_gn_4_69600.1
OG0008134	Bevul.1G114200.1.p	Lsat_1_v5_gn_6_109681.1
OG0008135	Bevul.5G178000.1.p	Lsat_1_v5_gn_8_121700.1
OG0008136	Bevul.1G015200.1.p	Lsat_1_v5_gn_6_106600.1
OG0008137	Bevul.1G205600.1.p	Lsat_1_v5_gn_7_21041.3, Lsat_1_v5_gn_7_21041.1
OG0008138	Bevul.1G017700.1.p	Lsat_1_v5_gn_8_30300.1
OG0008139	Bevul.6G066900.1.p	Lsat_1_v5_gn_5_34461.3, Lsat_1_v5_gn_5_34461.1
OG0008140	Bevul.7G151000.1.p	Lsat_1_v5_gn_9_71340.2
OG0008141	Bevul.6G018300.1.p	Lsat_1_v5_gn_4_150721.1
OG0008142	Bevul.1G115900.1.p	Lsat_1_v5_gn_5_101441.3, Lsat_1_v5_gn_5_101441.1
OG0008144	Bevul.1G012400.1.p	Lsat_1_v5_gn_6_108340.1
OG0008145	Bevul.9G062800.1.p, Bevul.6G247700.1.p	Lsat_1_v5_gn_9_118641.1, Lsat_1_v5_gn_9_118641.3, Lsat_1_v5_gn_7_78561.2
OG0008146	Bevul.9G184000.1.p	Lsat_1_v5_gn_7_86701.1
OG0008147	Bevul.4G117600.1.p	Lsat_1_v5_gn_8_19961.3, Lsat_1_v5_gn_8_19961.1, Lsat_1_v5_gn_2_113641.1, Lsat_1_v5_gn_2_113641.2
OG0008148	Bevul.4G160300.1.p	Lsat_1_v5_gn_1_29301.1, Lsat_1_v5_gn_1_29301.2
OG0008149	Bevul.4G061800.1.p	Lsat_1_v5_gn_7_105121.4, Lsat_1_v5_gn_7_105121.2
OG0008150	Bevul.5G021100.1.p	Lsat_1_v5_gn_7_13361.1, Lsat_1_v5_gn_7_13361.3
OG0008151	Bevul.4G213800.1.p	Lsat_1_v5_gn_0_14580.1
OG0008152	Bevul.1G168600.1.p	Lsat_1_v5_gn_6_111860.1
OG0008153	Bevul.8G077700.1.p	Lsat_1_v5_gn_1_113541.3, Lsat_1_v5_gn_1_113541.1
OG0008154	Bevul.8G088800.1.p	Lsat_1_v5_gn_7_27241.1
OG0008155	Bevul.9G099900.1.p	Lsat_1_v5_gn_8_31881.1
OG0008156	Bevul.8G060800.1.p	Lsat_1_v5_gn_4_48381.3, Lsat_1_v5_gn_4_48381.1
OG0008157	Bevul.8G031400.1.p	Lsat_1_v5_gn_7_19320.1, Lsat_1_v5_gn_7_19320.3
OG0008158	Bevul.4G019100.1.p	Lsat_1_v5_gn_5_2601.2, Lsat_1_v5_gn_5_2601.1
OG0008159	Bevul.8G013500.1.p	Lsat_1_v5_gn_7_23040.1, Lsat_1_v5_gn_7_23040.2
OG0008160	Bevul.1G051200.1.p	Lsat_1_v5_gn_9_33800.1, Lsat_1_v5_gn_9_33800.3
OG0008161	Bevul.9G088500.1.p	Lsat_1_v5_gn_3_35820.1
OG0008162	Bevul.4G013300.1.p, Bevul.4G013200.1.p	Lsat_1_v5_gn_7_114040.1
OG0008163	Bevul.4G074300.1.p	Lsat_1_v5_gn_7_103120.1
OG0008164	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p	Lsat_1_v5_gn_7_96920.2, Lsat_1_v5_gn_7_96920.1
OG0008165	Bevul.7G128000.1.p	Lsat_1_v5_gn_8_89520.2, Lsat_1_v5_gn_8_89520.1
OG0008166	Bevul.8G023700.1.p	Lsat_1_v5_gn_1_125881.1
OG0008167	Bevul.5G230500.1.p	Lsat_1_v5_gn_9_15740.2, Lsat_1_v5_gn_9_15740.1
OG0008168	Bevul.3G119900.1.p	Lsat_1_v5_gn_6_92560.3, Lsat_1_v5_gn_6_92560.1, Lsat_1_v5_gn_6_92560.2
OG0008170	Bevul.1G141400.1.p	Lsat_1_v5_gn_2_7800.5
OG0008171	Bevul.8G010800.1.p	Lsat_1_v5_gn_4_56781.1, Lsat_1_v5_gn_1_122121.1
OG0008172	Bevul.4G079000.1.p	Lsat_1_v5_gn_5_126541.3, Lsat_1_v5_gn_5_126541.2, Lsat_1_v5_gn_5_126541.1
OG0008173	Bevul.8G010100.1.p	Lsat_1_v5_gn_4_56421.1
OG0008174	Bevul.4G041100.1.p	Lsat_1_v5_gn_5_81640.1, Lsat_1_v5_gn_5_81640.3
OG0008175	Bevul.8G037000.1.p	Lsat_1_v5_gn_7_13080.1, Lsat_1_v5_gn_7_13080.3, Lsat_1_v5_gn_1_130120.1
OG0008176	Bevul.1G077900.1.p	Lsat_1_v5_gn_9_40381.3, Lsat_1_v5_gn_9_40381.1, Lsat_1_v5_gn_6_98760.2, Lsat_1_v5_gn_6_98760.1
OG0008178	Bevul.9G154300.1.p	Lsat_1_v5_gn_5_61200.1, Lsat_1_v5_gn_5_61200.2, Lsat_1_v5_gn_3_25480.2
OG0008179	Bevul.8G035100.1.p	Lsat_1_v5_gn_7_12841.1, Lsat_1_v5_gn_7_12841.3
OG0008180	Bevul.4G018200.1.p	Lsat_1_v5_gn_5_2721.2, Lsat_1_v5_gn_5_2721.1
OG0008181	Bevul.7G059900.1.p, Bevul.6G148900.1.p	Lsat_1_v5_gn_6_30341.3, Lsat_1_v5_gn_6_30341.1
OG0008182	Bevul.3G078000.1.p	Lsat_1_v5_gn_8_7120.1
OG0008183	Bevul.4G148700.1.p	Lsat_1_v5_gn_5_38921.1, Lsat_1_v5_gn_5_38921.3
OG0008184	Bevul.1G192400.1.p	Lsat_1_v5_gn_3_140680.2, Lsat_1_v5_gn_3_140680.1
OG0008185	Bevul.3G126600.1.p	Lsat_1_v5_gn_6_70560.3, Lsat_1_v5_gn_6_70560.1
OG0008186	Bevul.4G167400.1.p	Lsat_1_v5_gn_7_60541.1, Lsat_1_v5_gn_7_60541.3
OG0008187	Bevul.1G121700.1.p	Lsat_1_v5_gn_9_7920.1, Lsat_1_v5_gn_9_7920.3
OG0008188	Bevul.8G129700.1.p	Lsat_1_v5_gn_7_36961.1, Lsat_1_v5_gn_5_142620.1, Lsat_1_v5_gn_5_142620.2
OG0008189	Bevul.9G206900.1.p	Lsat_1_v5_gn_1_35241.1, Lsat_1_v5_gn_5_130901.1
OG0008190	Bevul.8G121700.1.p	Lsat_1_v5_gn_8_68841.1, Lsat_1_v5_gn_8_68841.2
OG0008191	Bevul.8G163500.1.p	Lsat_1_v5_gn_5_94301.1
OG0008192	Bevul.7G232300.1.p	Lsat_1_v5_gn_5_133581.3, Lsat_1_v5_gn_5_133581.1
OG0008193	Bevul.1G194800.1.p	Lsat_1_v5_gn_7_3140.1, Lsat_1_v5_gn_1_95380.1
OG0008194	Bevul.8G195700.1.p	Lsat_1_v5_gn_5_103060.2, Lsat_1_v5_gn_5_103060.1
OG0008195	Bevul.8G192000.1.p	Lsat_1_v5_gn_5_103401.1, Lsat_1_v5_gn_5_103401.2, Lsat_1_v5_gn_5_103401.3, Lsat_1_v5_gn_4_102260.1, Lsat_1_v5_gn_4_102260.2
OG0008196	Bevul.4G163600.1.p	Lsat_1_v5_gn_5_103920.1
OG0008197	Bevul.2G132300.1.p	Lsat_1_v5_gn_6_6461.1, Lsat_1_v5_gn_3_7240.1
OG0008198	Bevul.2G140000.1.p	Lsat_1_v5_gn_5_81880.1, Lsat_1_v5_gn_5_82020.1
OG0008199	Bevul.2G011300.2.p, Bevul.2G011300.1.p	Lsat_1_v5_gn_5_49760.1, Lsat_1_v5_gn_5_49760.3
OG0008200	Bevul.7G078200.1.p	Lsat_1_v5_gn_3_107201.1
OG0008201	Bevul.1G122300.1.p	Lsat_1_v5_gn_3_135660.1, Lsat_1_v5_gn_3_135660.3
OG0008203	Bevul.1G176300.1.p	Lsat_1_v5_gn_7_4500.1
OG0008204	Bevul.1G182900.1.p	Lsat_1_v5_gn_7_3881.3, Lsat_1_v5_gn_7_3881.1
OG0008205	Bevul.2G152900.1.p	Lsat_1_v5_gn_6_7700.1, Lsat_1_v5_gn_6_7700.2, Lsat_1_v5_gn_3_27180.1, Lsat_1_v5_gn_3_27180.3
OG0008206	Bevul.9G206200.1.p, Bevul.9G206200.2.p	Lsat_1_v5_gn_4_101980.1
OG0008207	Bevul.6G168500.1.p, Bevul.2G127300.2.p, Bevul.2G127300.1.p	Lsat_1_v5_gn_5_56481.1, Lsat_1_v5_gn_3_26500.1
OG0008208	Bevul.7G182500.1.p	Lsat_1_v5_gn_6_104840.1
OG0008209	Bevul.4G071600.1.p	Lsat_1_v5_gn_5_9120.3, Lsat_1_v5_gn_5_9120.1, Lsat_1_v5_gn_5_9120.2, Lsat_1_v5_gn_6_103140.2, Lsat_1_v5_gn_6_103140.3, Lsat_1_v5_gn_6_103140.1
OG0008210	Bevul.4G249500.1.p	Lsat_1_v5_gn_6_53681.2, Lsat_1_v5_gn_6_53681.3, Lsat_1_v5_gn_6_53681.1
OG0008211	Bevul.8G214600.1.p	Lsat_1_v5_gn_8_65441.1, Lsat_1_v5_gn_8_65441.2
OG0008212	Bevul.2G001600.1.p, Bevul.2G001600.5.p, Bevul.2G001600.4.p, Bevul.2G001600.3.p, Bevul.2G001600.2.p	Lsat_1_v5_gn_8_70541.1
OG0008213	Bevul.8G196500.1.p	Lsat_1_v5_gn_5_102941.1
OG0008215	Bevul.4G038400.1.p	Lsat_1_v5_gn_6_4381.1, Lsat_1_v5_gn_6_4381.3, Lsat_1_v5_gn_6_4381.2
OG0008216	Bevul.3G068100.1.p	Lsat_1_v5_gn_9_55320.1
OG0008217	Bevul.4G207600.1.p	Lsat_1_v5_gn_6_106621.2, Lsat_1_v5_gn_6_106621.1, Lsat_1_v5_gn_9_77921.1, Lsat_1_v5_gn_9_77921.2
OG0008218	Bevul.8G134000.1.p	Lsat_1_v5_gn_4_57721.1
OG0008219	Bevul.8G203100.1.p	Lsat_1_v5_gn_7_39580.1, Lsat_1_v5_gn_7_39580.3
OG0008221	Bevul.1G190800.1.p	Lsat_1_v5_gn_7_1281.1, Lsat_1_v5_gn_7_1281.2, Lsat_1_v5_gn_8_60321.1
OG0008222	Bevul.5G100000.1.p	Lsat_1_v5_gn_6_17781.1
OG0008223	Bevul.8G209900.1.p	Lsat_1_v5_gn_5_85220.3, Lsat_1_v5_gn_5_85220.1
OG0008224	Bevul.3G074800.1.p	Lsat_1_v5_gn_2_130620.1
OG0008225	Bevul.5G230400.1.p	Lsat_1_v5_gn_8_98681.3, Lsat_1_v5_gn_8_98681.1, Lsat_1_v5_gn_8_98681.2, Lsat_1_v5_gn_9_15801.2, Lsat_1_v5_gn_9_15801.1
OG0008226	Bevul.1G182000.1.p	Lsat_1_v5_gn_3_138380.3, Lsat_1_v5_gn_3_138380.1
OG0008227	Bevul.1G165400.1.p	Lsat_1_v5_gn_5_164581.1, Lsat_1_v5_gn_5_164581.3, Lsat_1_v5_gn_5_164581.2
OG0008228	Bevul.5G014600.1.p	Lsat_1_v5_gn_3_11361.1, Lsat_1_v5_gn_6_84200.1
OG0008229	Bevul.2G129500.1.p	Lsat_1_v5_gn_8_69080.1
OG0008230	Bevul.5G044200.1.p	Lsat_1_v5_gn_6_9800.1
OG0008231	Bevul.3G034900.1.p	Lsat_1_v5_gn_2_136321.1, Lsat_1_v5_gn_9_49881.2
OG0008232	Bevul.7G149500.1.p	Lsat_1_v5_gn_4_106160.1
OG0008233	Bevul.2G172100.1.p	Lsat_1_v5_gn_6_18741.1, Lsat_1_v5_gn_6_18741.3
OG0008234	Bevul.8G158200.1.p	Lsat_1_v5_gn_8_65840.1, Lsat_1_v5_gn_5_52300.1
OG0008235	Bevul.5G058600.1.p	Lsat_1_v5_gn_3_12541.2, Lsat_1_v5_gn_3_12541.1, Lsat_1_v5_gn_6_8940.1, Lsat_1_v5_gn_6_8940.2
OG0008236	Bevul.8G186500.1.p	Lsat_1_v5_gn_5_98560.1
OG0008237	Bevul.9G134300.1.p	Lsat_1_v5_gn_8_123180.2, Lsat_1_v5_gn_8_123180.1, Lsat_1_v5_gn_4_71821.1
OG0008238	Bevul.7G109300.1.p	Lsat_1_v5_gn_5_141661.1
OG0008239	Bevul.7G165700.1.p	Lsat_1_v5_gn_1_37760.1, Lsat_1_v5_gn_1_37760.3
OG0008240	Bevul.4G227900.1.p	Lsat_1_v5_gn_3_8800.2, Lsat_1_v5_gn_3_8800.1
OG0008241	Bevul.9G197200.1.p	Lsat_1_v5_gn_1_33541.1, Lsat_1_v5_gn_1_33541.2
OG0008242	Bevul.2G014700.1.p	Lsat_1_v5_gn_6_63900.1, Lsat_1_v5_gn_6_63900.3, Lsat_1_v5_gn_1_49081.1, Lsat_1_v5_gn_1_49081.2
OG0008243	Bevul.9G192200.1.p, Bevul.9G192100.1.p	Lsat_1_v5_gn_5_131560.1, Lsat_1_v5_gn_5_131560.3
OG0008244	Bevul.3G068500.1.p	Lsat_1_v5_gn_9_55481.1
OG0008245	Bevul.6G141000.1.p	Lsat_1_v5_gn_8_69561.4
OG0008246	Bevul.8G126800.1.p	Lsat_1_v5_gn_7_37360.1, Lsat_1_v5_gn_7_37400.1, Lsat_1_v5_gn_7_37400.2
OG0008247	Bevul.5G036200.1.p	Lsat_1_v5_gn_3_5860.5, Lsat_1_v5_gn_3_5860.3, Lsat_1_v5_gn_6_13021.1, Lsat_1_v5_gn_6_13021.3
OG0008248	Bevul.6G140400.1.p	Lsat_1_v5_gn_3_54600.1, Lsat_1_v5_gn_3_54600.2
OG0008249	Bevul.9G227300.1.p	Lsat_1_v5_gn_5_8141.1
OG0008250	Bevul.8G141700.1.p	Lsat_1_v5_gn_1_37980.1
OG0008251	Bevul.1G141500.1.p	Lsat_1_v5_gn_4_15080.1, Lsat_1_v5_gn_4_15080.3, Lsat_1_v5_gn_4_70960.1
OG0008252	Bevul.8G142200.1.p	Lsat_1_v5_gn_8_85681.2, Lsat_1_v5_gn_8_85681.1
OG0008253	Bevul.7G168400.1.p	Lsat_1_v5_gn_5_136600.3, Lsat_1_v5_gn_5_136600.1
OG0008254	Bevul.8G203500.1.p	Lsat_1_v5_gn_7_39521.1, Lsat_1_v5_gn_7_39521.3
OG0008255	Bevul.9G192500.1.p, Bevul.9G192600.1.p	Lsat_1_v5_gn_5_131840.3, Lsat_1_v5_gn_5_131840.1
OG0008256	Bevul.5G048900.1.p	Lsat_1_v5_gn_1_26780.1, Lsat_1_v5_gn_6_16520.1, Lsat_1_v5_gn_3_20200.1, Lsat_1_v5_gn_3_20200.2
OG0008257	Bevul.8G126400.1.p	Lsat_1_v5_gn_5_145481.2, Lsat_1_v5_gn_5_145481.1, Lsat_1_v5_gn_7_37501.1, Lsat_1_v5_gn_7_37501.2
OG0008258	Bevul.9G192000.2.p, Bevul.9G192000.1.p	Lsat_1_v5_gn_1_34401.2, Lsat_1_v5_gn_1_34401.1
OG0008259	Bevul.8G011600.1.p	Lsat_1_v5_gn_7_19661.1, Lsat_1_v5_gn_7_19661.2
OG0008260	Bevul.8G207000.1.p	Lsat_1_v5_gn_3_137280.1, Lsat_1_v5_gn_3_137280.3
OG0008261	Bevul.8G175000.1.p	Lsat_1_v5_gn_8_58441.3, Lsat_1_v5_gn_8_58441.2, Lsat_1_v5_gn_8_58441.1
OG0008262	Bevul.8G127300.1.p	Lsat_1_v5_gn_7_37341.1, Lsat_1_v5_gn_7_37341.3
OG0008263	Bevul.2G165400.1.p	Lsat_1_v5_gn_5_45441.2, Lsat_1_v5_gn_5_45441.3, Lsat_1_v5_gn_5_45441.1
OG0008266	Bevul.5G122700.1.p	Lsat_1_v5_gn_1_55401.1, Lsat_1_v5_gn_1_55401.2
OG0008267	Bevul.4G063200.1.p	Lsat_1_v5_gn_9_97941.1
OG0008268	Bevul.2G050400.2.p, Bevul.2G050400.1.p	Lsat_1_v5_gn_4_30301.1
OG0008269	Bevul.9G075300.1.p, Bevul.4G073900.1.p	Lsat_1_v5_gn_4_42240.1, Lsat_1_v5_gn_8_150060.1, Lsat_1_v5_gn_3_37280.2, Lsat_1_v5_gn_3_37280.1, Lsat_1_v5_gn_4_70021.1
OG0008270	Bevul.4G159100.1.p	Lsat_1_v5_gn_5_132400.1
OG0008271	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p	Lsat_1_v5_gn_7_69480.1
OG0008272	Bevul.8G057700.1.p	Lsat_1_v5_gn_7_17380.1
OG0008274	Bevul.5G053400.1.p	Lsat_1_v5_gn_8_100801.3, Lsat_1_v5_gn_8_100801.1
OG0008275	Bevul.3G191000.1.p	Lsat_1_v5_gn_9_27481.1, Lsat_1_v5_gn_8_80221.1, Lsat_1_v5_gn_8_80221.3, Lsat_1_v5_gn_8_80221.2
OG0008276	Bevul.9G106600.1.p	Lsat_1_v5_gn_1_62140.1
OG0008277	Bevul.4G055700.1.p	Lsat_1_v5_gn_5_6401.3, Lsat_1_v5_gn_5_6401.2, Lsat_1_v5_gn_5_6401.1, Lsat_1_v5_gn_5_6320.1
OG0008278	Bevul.9G066600.1.p, Bevul.9G066600.2.p	Lsat_1_v5_gn_9_59080.1, Lsat_1_v5_gn_3_43700.1, Lsat_1_v5_gn_3_43700.2
OG0008279	Bevul.5G018300.1.p	Lsat_1_v5_gn_6_12240.3, Lsat_1_v5_gn_6_12240.1
OG0008280	Bevul.4G241900.1.p	Lsat_1_v5_gn_6_50101.3, Lsat_1_v5_gn_6_50101.1, Lsat_1_v5_gn_6_50101.2
OG0008281	Bevul.8G192800.1.p	Lsat_1_v5_gn_7_110360.2, Lsat_1_v5_gn_7_110360.1
OG0008282	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p	Lsat_1_v5_gn_5_176321.1, Lsat_1_v5_gn_5_176321.2
OG0008283	Bevul.3G182000.1.p	Lsat_1_v5_gn_8_75420.1
OG0008284	Bevul.5G095700.1.p	Lsat_1_v5_gn_3_19620.1
OG0008285	Bevul.8G028100.1.p	Lsat_1_v5_gn_7_18941.1
OG0008286	Bevul.5G011400.1.p	Lsat_1_v5_gn_0_7601.1, Lsat_1_v5_gn_2_104600.3, Lsat_1_v5_gn_2_104600.1
OG0008287	Bevul.7G054200.1.p, Bevul.4G129100.1.p	Lsat_1_v5_gn_2_106500.1
OG0008288	Bevul.9G078600.1.p	Lsat_1_v5_gn_8_134720.1, Lsat_1_v5_gn_3_38741.1
OG0008289	Bevul.7G031000.1.p	Lsat_1_v5_gn_2_22561.1
OG0008290	Bevul.3G038200.1.p	Lsat_1_v5_gn_6_110160.3, Lsat_1_v5_gn_6_110140.2, Lsat_1_v5_gn_6_110160.1, Lsat_1_v5_gn_6_110140.1
OG0008291	Bevul.9G083400.1.p	Lsat_1_v5_gn_8_137820.1, Lsat_1_v5_gn_8_137820.3
OG0008292	Bevul.5G116700.1.p	Lsat_1_v5_gn_1_56360.2, Lsat_1_v5_gn_1_56360.3, Lsat_1_v5_gn_1_56360.1
OG0008293	Bevul.7G071500.2.p, Bevul.7G071500.1.p	Lsat_1_v5_gn_2_59701.3, Lsat_1_v5_gn_2_59701.1, Lsat_1_v5_gn_2_59701.2
OG0008294	Bevul.7G100300.1.p	Lsat_1_v5_gn_8_164201.1, Lsat_1_v5_gn_7_53001.1
OG0008295	Bevul.4G002700.1.p	Lsat_1_v5_gn_5_2281.3, Lsat_1_v5_gn_5_2281.1
OG0008296	Bevul.7G069100.1.p	Lsat_1_v5_gn_1_54801.1, Lsat_1_v5_gn_6_33040.1
OG0008297	Bevul.4G109300.1.p	Lsat_1_v5_gn_7_13401.1, Lsat_1_v5_gn_7_13401.2
OG0008298	Bevul.3G072400.1.p	Lsat_1_v5_gn_5_124680.1, Lsat_1_v5_gn_5_124680.3
OG0008301	Bevul.7G183700.1.p	Lsat_1_v5_gn_3_114561.1
OG0008302	Bevul.2G088000.1.p	Lsat_1_v5_gn_7_110241.2, Lsat_1_v5_gn_7_110241.1, Lsat_1_v5_gn_7_70721.3, Lsat_1_v5_gn_7_70721.1
OG0008304	Bevul.4G135500.1.p	Lsat_1_v5_gn_4_140660.3, Lsat_1_v5_gn_4_140660.1
OG0008306	Bevul.9G082400.2.p, Bevul.9G082400.1.p	Lsat_1_v5_gn_4_28520.4, Lsat_1_v5_gn_4_28520.2
OG0008307	Bevul.7G093800.1.p	Lsat_1_v5_gn_5_177280.1, Lsat_1_v5_gn_5_177280.3, Lsat_1_v5_gn_8_99721.1
OG0008308	Bevul.2G128800.1.p, Bevul.4G104500.1.p	Lsat_1_v5_gn_0_7781.2, Lsat_1_v5_gn_0_7781.1
OG0008309	Bevul.8G093300.1.p	Lsat_1_v5_gn_7_27500.3, Lsat_1_v5_gn_7_27500.2, Lsat_1_v5_gn_7_27500.1
OG0008310	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p	Lsat_1_v5_gn_2_86220.2, Lsat_1_v5_gn_2_86220.3
OG0008311	Bevul.4G081400.1.p	Lsat_1_v5_gn_9_100501.1
OG0008312	Bevul.6G025900.1.p	Lsat_1_v5_gn_8_73061.2, Lsat_1_v5_gn_8_73061.1
OG0008313	Bevul.3G217300.1.p	Lsat_1_v5_gn_3_73980.1, Lsat_1_v5_gn_3_73980.3
OG0008314	Bevul.8G082000.1.p	Lsat_1_v5_gn_7_34440.1, Lsat_1_v5_gn_7_34440.3
OG0008316	Bevul.8G171300.1.p	Lsat_1_v5_gn_7_26060.2, Lsat_1_v5_gn_7_26060.1, Lsat_1_v5_gn_4_27540.1
OG0008317	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p	Lsat_1_v5_gn_3_36241.2, Lsat_1_v5_gn_3_36241.1
OG0008318	Bevul.6G117400.1.p, Bevul.6G117500.1.p, Bevul.6G117300.1.p	Lsat_1_v5_gn_0_7541.1, Lsat_1_v5_gn_0_7541.2
OG0008319	Bevul.9G105800.1.p	Lsat_1_v5_gn_6_41301.1
OG0008320	Bevul.2G016600.1.p, Bevul.2G016600.2.p	Lsat_1_v5_gn_6_10880.4, Lsat_1_v5_gn_1_50981.1, Lsat_1_v5_gn_6_10880.1, Lsat_1_v5_gn_6_10880.2
OG0008321	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p	Lsat_1_v5_gn_5_164920.1, Lsat_1_v5_gn_5_164920.2, Lsat_1_v5_gn_5_164920.3
OG0008322	Bevul.8G059600.1.p	Lsat_1_v5_gn_4_58721.1, Lsat_1_v5_gn_7_47981.1
OG0008323	Bevul.7G191100.1.p	Lsat_1_v5_gn_5_171361.1, Lsat_1_v5_gn_5_171361.3
OG0008324	Bevul.9G054500.1.p	Lsat_1_v5_gn_6_47021.1
OG0008325	Bevul.4G241100.1.p	Lsat_1_v5_gn_6_48640.1, Lsat_1_v5_gn_6_48640.2
OG0008326	Bevul.8G022400.1.p	Lsat_1_v5_gn_7_20840.1, Lsat_1_v5_gn_4_52080.1
OG0008327	Bevul.9G100300.1.p, Bevul.9G100300.2.p	Lsat_1_v5_gn_8_20341.1
OG0008328	Bevul.8G098700.1.p	Lsat_1_v5_gn_2_8701.3, Lsat_1_v5_gn_2_8701.1, Lsat_1_v5_gn_2_8701.2
OG0008329	Bevul.3G180400.1.p	Lsat_1_v5_gn_5_164500.1, Lsat_1_v5_gn_5_164500.3
OG0008330	Bevul.8G000700.1.p	Lsat_1_v5_gn_7_19840.1
OG0008331	Bevul.5G179000.1.p	Lsat_1_v5_gn_5_22540.2, Lsat_1_v5_gn_5_22540.1
OG0008332	Bevul.2G234300.1.p	Lsat_1_v5_gn_2_120101.1, Lsat_1_v5_gn_2_120101.3, Lsat_1_v5_gn_9_63061.1, Lsat_1_v5_gn_9_63061.3
OG0008333	Bevul.3G193200.1.p	Lsat_1_v5_gn_5_162301.1, Lsat_1_v5_gn_9_27161.3, Lsat_1_v5_gn_9_27161.1
OG0008334	Bevul.2G105500.1.p, Bevul.2G105500.3.p	Lsat_1_v5_gn_8_17280.1, Lsat_1_v5_gn_9_66501.1
OG0008335	Bevul.5G110200.1.p	Lsat_1_v5_gn_1_58301.1, Lsat_1_v5_gn_1_58301.3, Lsat_1_v5_gn_1_58301.2
OG0008336	Bevul.2G187400.1.p	Lsat_1_v5_gn_2_125861.3, Lsat_1_v5_gn_2_125861.1, Lsat_1_v5_gn_8_13361.1
