Orthogroup	B_vulgaris.proteins	A_hypochondriacus.proteins
OG0012644	Bevul.9G217900.1.p	AH002428-RA
OG0012645	Bevul.5G002600.1.p	AH018595-RA
OG0012646	Bevul.2G072400.1.p	AH015509-RA, AH015510-RA
OG0012647	Bevul.2G022000.1.p	AH019242-RA
OG0012648	Bevul.1G050700.1.p	AH016954-RA
OG0012649	Bevul.9G125100.1.p	AH002344-RA
OG0012651	Bevul.1G038200.1.p	AH023676-RA, AH016841-RA, AH023675-RA
OG0012652	Bevul.1G080800.1.p	AH023553-RA
OG0012653	Bevul.9G031900.1.p	AH000143-RA
OG0012655	Bevul.2G149000.1.p	AH016107-RA
OG0012656	Bevul.7G103400.1.p	AH008296-RA
OG0012658	Bevul.1G065300.1.p	AH011256-RA
OG0012658	Bevul.2G127400.1.p	AH017061-RA
OG0012660	Bevul.8G116400.1.p	AH021169-RA
OG0012661	Bevul.1G047200.1.p	AH017958-RA
OG0012662	Bevul.6G016500.1.p	AH005727-RA
OG0012663	Bevul.6G150900.1.p	AH005323-RA
OG0012665	Bevul.7G064800.1.p	AH021953-RA
OG0012666	Bevul.9G124400.1.p	AH002349-RA
OG0012667	Bevul.1G066400.1.p	AH008560-RA
OG0012669	Bevul.8G005900.1.p	AH021383-RA
OG0012670	Bevul.1G049700.1.p	AH016927-RA
OG0012671	Bevul.6G035600.1.p	AH006417-RA
OG0012672	Bevul.7G000800.1.p	AH021688-RA
OG0012673	Bevul.9G189100.1.p	AH000604-RA
OG0012674	Bevul.8G085600.1.p	AH021312-RA
OG0012675	Bevul.8G026400.1.p	AH015226-RA
OG0012676	Bevul.4G045900.1.p	AH008146-RA
OG0012680	Bevul.9G074600.2.p, Bevul.9G074600.1.p	AH001346-RA
OG0012681	Bevul.8G060700.1.p	AH021367-RA, AH014785-RA
OG0012683	Bevul.9G068600.1.p, Bevul.9G068600.2.p, Bevul.9G068600.3.p	AH000444-RA
OG0012685	Bevul.4G034400.1.p	AH008192-RA
OG0012686	Bevul.4G072100.1.p	AH003562-RA
OG0012688	Bevul.8G028700.1.p	AH015211-RA
OG0012690	Bevul.4G001500.1.p, Bevul.4G060900.1.p, Bevul.4G174800.1.p	AH007698-RA, AH007699-RA
OG0012691	Bevul.8G060000.1.p	AH015033-RA
OG0012693	Bevul.8G067500.1.p	AH021559-RA
OG0012694	Bevul.5G102100.1.p, Bevul.5G101900.1.p, Bevul.5G101700.1.p	AH018486-RA
OG0012701	Bevul.9G227400.1.p	AH000645-RA
OG0012702	Bevul.2G005900.1.p	AH015323-RA, AH015322-RA
OG0012704	Bevul.5G216600.1.p	AH017952-RA
OG0012705	Bevul.8G150100.1.p	AH021064-RA, AH021062-RA
OG0012706	Bevul.8G202400.1.p	AH014469-RA
OG0012707	Bevul.9G218100.1.p	AH002430-RA
OG0012708	Bevul.1G182200.1.p	AH009643-RA
OG0012709	Bevul.9G208700.1.p	AH002124-RA
OG0012710	Bevul.2G146100.1.p	AH016095-RA
OG0012711	Bevul.8G108800.1.p	AH021875-RA
OG0012712	Bevul.3G086400.1.p	AH019466-RA
OG0012713	Bevul.2G122200.1.p	AH015999-RA
OG0012714	Bevul.5G107500.1.p	AH018515-RA
OG0012716	Bevul.5G043100.1.p	AH018742-RA
OG0012717	Bevul.9G192800.1.p	AH001973-RA
OG0012718	Bevul.8G124000.1.p	AH014250-RA
OG0012719	Bevul.2G161700.1.p	AH016184-RA
OG0012720	Bevul.8G152800.1.p	AH014277-RA
OG0012721	Bevul.2G204100.1.p	AH016556-RA
OG0012722	Bevul.3G086100.1.p, Bevul.3G086000.1.p	AH012277-RA
OG0012724	Bevul.1G146100.1.p	AH013617-RA
OG0012725	Bevul.8G196200.1.p	AH014510-RA
OG0012726	Bevul.3G051400.1.p	AH012106-RA
OG0012727	Bevul.9G013800.2.p, Bevul.9G013800.1.p, Bevul.9G013800.6.p, Bevul.9G013800.3.p, Bevul.9G013800.4.p, Bevul.9G013800.5.p	AH000033-RA
OG0012728	Bevul.2G233900.1.p, Bevul.2G233900.2.p	AH014058-RA
OG0012729	Bevul.7G166300.1.p	AH004232-RA, AH004222-RA
OG0012730	Bevul.8G123800.1.p	AH015996-RA
OG0012731	Bevul.3G077500.1.p	AH019543-RA
OG0012732	Bevul.8G202800.1.p	AH020905-RA
OG0012734	Bevul.1G112600.1.p	AH008831-RA
OG0012735	Bevul.5G026300.1.p	AH018003-RA
OG0012736	Bevul.7G170100.1.p	AH022217-RA
OG0012737	Bevul.9G193500.1.p	AH001983-RA
OG0012738	Bevul.7G158100.1.p	AH022286-RA
OG0012739	Bevul.2G016500.1.p	AH019206-RA
OG0012740	Bevul.8G002900.1.p	AH015123-RA
OG0012741	Bevul.9G115400.1.p	AH001565-RA
OG0012742	Bevul.4G182200.1.p	AH010372-RA
OG0012743	Bevul.2G141900.1.p	AH016075-RA
OG0012745	Bevul.3G144300.1.p	AH021645-RA
OG0012746	Bevul.1G124600.1.p	AH009156-RA
OG0012747	Bevul.2G094400.1.p	AH023429-RA
OG0012750	Bevul.1G072900.1.p	AH014666-RA
OG0012751	Bevul.8G198200.1.p	AH014500-RA
OG0012752	Bevul.5G007300.1.p	AH018560-RA
OG0012753	Bevul.8G165800.1.p	AH005871-RA
OG0012754	Bevul.7G174800.1.p	AH013328-RA
OG0012756	Bevul.1G130000.1.p	AH009098-RA
OG0012757	Bevul.5G175200.1.p	AH014203-RA
OG0012758	Bevul.9G208300.1.p	AH002110-RA
OG0012759	Bevul.8G199400.1.p	AH014492-RA
OG0012761	Bevul.7G129400.1.p	AH022138-RA
OG0012762	Bevul.7G050100.1.p	AH022019-RA
OG0012763	Bevul.4G106800.1.p	AH010232-RA
OG0012764	Bevul.8G016300.1.p	AH016717-RA
OG0012765	Bevul.7G193400.1.p, Bevul.7G193800.1.p	AH013786-RA, AH022678-RA
OG0012766	Bevul.7G004600.1.p	AH012447-RA
OG0012767	Bevul.9G077300.1.p	AH000330-RA
OG0012768	Bevul.7G064100.1.p	AH021956-RA
OG0012770	Bevul.9G070400.1.p	AH001258-RA
OG0012772	Bevul.4G086700.1.p	AH010296-RA
OG0012773	Bevul.5G136600.1.p	AH017217-RA
OG0012774	Bevul.6G215300.1.p	AH004494-RA
OG0012775	Bevul.2G111700.1.p	AH023522-RA
OG0012776	Bevul.7G226700.1.p	AH022415-RA
OG0012777	Bevul.3G213800.1.p	AH006642-RA
OG0012778	Bevul.5G114400.1.p	AH003109-RA
OG0012779	Bevul.3G074400.1.p	AH012376-RA
OG0012780	Bevul.7G193200.1.p, Bevul.7G193600.1.p	AH013788-RA
OG0012781	Bevul.9G035500.1.p	AH001211-RA
OG0012782	Bevul.7G045200.1.p	AH012709-RA
OG0012784	Bevul.8G084400.1.p	AH014733-RA
OG0012787	Bevul.7G178200.1.p	AH020606-RA
OG0012788	Bevul.4G215900.1.p	AH011102-RA
OG0012789	Bevul.9G195800.1.p	AH000995-RA
OG0012790	Bevul.4G222400.1.p	AH011049-RA
OG0012791	Bevul.8G090200.1.p, Bevul.8G089900.1.p	AH014710-RA, AH023573-RA
OG0012792	Bevul.2G112600.1.p	AH015934-RA
OG0012793	Bevul.9G210800.1.p	AH000715-RA
OG0012795	Bevul.5G054100.1.p	AH018828-RA
OG0012796	Bevul.1G031800.1.p, Bevul.4G044400.1.p	AH009941-RA
OG0012797	Bevul.5G176700.1.p	AH017494-RA
OG0012798	Bevul.8G022000.1.p	AH015251-RA
OG0012799	Bevul.4G142700.1.p	AH010855-RA
OG0012800	Bevul.6G129300.1.p	AH000398-RA
OG0012802	Bevul.4G000900.1.p	AH016480-RA
OG0012804	Bevul.5G052000.1.p	AH018812-RA
OG0012805	Bevul.4G029400.1.p	AH008215-RA
OG0012806	Bevul.7G040600.1.p, Bevul.7G041200.1.p	AH021866-RA
OG0012808	Bevul.3G232000.1.p	AH006497-RA
OG0012809	Bevul.6G144800.1.p	AH004153-RA
OG0012811	Bevul.8G039900.1.p	AH014890-RA
OG0012812	Bevul.3G027400.1.p	AH011901-RA
OG0012814	Bevul.4G219300.1.p	AH011075-RA
OG0012815	Bevul.7G220000.1.p	AH013199-RA, AH022451-RA
OG0012816	Bevul.5G177800.1.p	AH017513-RA
OG0012817	Bevul.9G029400.1.p	AH001175-RA
OG0012820	Bevul.2G030900.1.p	AH019305-RA
OG0012821	Bevul.2G132200.1.p	AH018619-RA
OG0012822	Bevul.5G139200.1.p	AH018961-RA
OG0012823	Bevul.6G143200.1.p	AH021104-RA
OG0012824	Bevul.3G187600.1.p	AH020346-RA
OG0012825	Bevul.2G240300.1.p	AH023076-RA
OG0012827	Bevul.7G062700.1.p	AH012793-RA
OG0012828	Bevul.4G067800.1.p	AH010084-RA
OG0012830	Bevul.9G048000.1.p	AH001243-RA
OG0012832	Bevul.5G120800.1.p	AH018937-RA
OG0012833	Bevul.7G194100.1.p	AH013782-RA
OG0012834	Bevul.6G103500.1.p	AH005835-RA
OG0012835	Bevul.9G185200.1.p	AH001910-RA
OG0012836	Bevul.3G107200.1.p, Bevul.9G022800.1.p	AH011671-RA
OG0012837	Bevul.1G031200.1.p	AH023701-RA
OG0012838	Bevul.5G262400.1.p	AH017299-RA
OG0012839	Bevul.9G212700.1.p	AH002406-RA
OG0012840	Bevul.7G098900.1.p, Bevul.7G098900.2.p	AH012921-RA
OG0012843	Bevul.5G260400.1.p	AH017269-RA
OG0012844	Bevul.1G101600.1.p	AH008732-RA
OG0012845	Bevul.7G179100.1.p	AH023773-RA
OG0012846	Bevul.2G248400.1.p	AH016335-RA
OG0012847	Bevul.7G062000.1.p	AH021966-RA
OG0012851	Bevul.6G053900.1.p	AH003512-RA
OG0012852	Bevul.5G240500.1.p	AH002619-RA
OG0012853	Bevul.5G058100.1.p	AH018150-RA
OG0012854	Bevul.3G147200.1.p, Bevul.3G154100.1.p	AH012302-RA
OG0012855	Bevul.7G140800.1.p	AH022380-RA
OG0012856	Bevul.5G155300.1.p	AH002987-RA
OG0012857	Bevul.6G101000.1.p	AH003929-RA
OG0012858	Bevul.9G131700.1.p	AH002298-RA
OG0012858	Bevul.9G131800.1.p	AH002297-RA
OG0012859	Bevul.8G177500.1.p	AH014091-RA
OG0012860	Bevul.4G127900.1.p	AH010751-RA
OG0012863	Bevul.6G136600.1.p	AH005491-RA
OG0012864	Bevul.5G017200.1.p	AH015433-RA, AH018092-RA
OG0012868	Bevul.7G126200.1.p	AH013083-RA
OG0012869	Bevul.5G124400.1.p	AH019072-RA
OG0012870	Bevul.5G235100.1.p	AH017827-RA
OG0012871	Bevul.2G079300.1.p	AH015854-RA
OG0012872	Bevul.5G221200.1.p	AH017923-RA
OG0012873	Bevul.8G137500.1.p	AH014576-RA, AH021114-RA
OG0012874	Bevul.5G222400.1.p	AH017908-RA
OG0012875	Bevul.6G053600.1.p	AH006216-RA, AH003507-RA
OG0012876	Bevul.7G035700.1.p	AH012667-RA
OG0012877	Bevul.4G156200.1.p	AH010467-RA
OG0012878	Bevul.9G171400.1.p	AH001818-RA
OG0012879	Bevul.3G221500.1.p	AH006579-RA
OG0012880	Bevul.9G232000.1.p	AH013452-RA
OG0012881	Bevul.6G163000.1.p	AH005238-RA
OG0012882	Bevul.3G028900.1.p	AH011912-RA
OG0012883	Bevul.3G003800.1.p	AH007174-RA
OG0012884	Bevul.3G036800.1.p	AH011975-RA
OG0012885	Bevul.9G199600.1.p	AH002042-RA
OG0012887	Bevul.3G009100.1.p	AH007203-RA
OG0012889	Bevul.3G217600.1.p, Bevul.5G182800.1.p	AH017547-RA
OG0012891	Bevul.3G018300.1.p	AH007319-RA
OG0012892	Bevul.6G083300.1.p	AH004007-RA
OG0012894	Bevul.3G172400.1.p	AH006928-RA
OG0012895	Bevul.4G088300.1.p	AH007954-RA
OG0012896	Bevul.5G190000.1.p	AH017590-RA, AH017593-RA
OG0012898	Bevul.6G245000.1.p	AH004673-RA
OG0012899	Bevul.5G214700.1.p	AH017966-RA
OG0012902	Bevul.5G188900.1.p	AH002819-RA
OG0012904	Bevul.4G163700.1.p	AH011212-RA
OG0012905	Bevul.6G240600.1.p	AH004602-RA
OG0012906	Bevul.7G109100.1.p	AH013533-RA
OG0012907	Bevul.4G088900.1.p	AH005912-RA, AH010286-RA
OG0012911	Bevul.9G158200.1.p	AH001721-RA
OG0012913	Bevul.5G088000.1.p	AH018382-RA
OG0012914	Bevul.8G145000.1.p	AH021086-RA
OG0012915	Bevul.2G204800.1.p	AH016554-RA
OG0012916	Bevul.5G195500.1.p	AH017621-RA
OG0012920	Bevul.3G020800.1.p	AH001412-RA
OG0012921	Bevul.6G083400.1.p	AH005575-RA
OG0012922	Bevul.9G005400.1.p	AH001062-RA
OG0012923	Bevul.9G002200.1.p	AH001012-RA
OG0012924	Bevul.6G194800.1.p	AH004756-RA
OG0012925	Bevul.8G050300.1.p	AH018878-RA
OG0012926	Bevul.6G139000.1.p	AH004177-RA
OG0012927	Bevul.6G117800.1.p	AH002952-RA
OG0012928	Bevul.5G074000.1.p	AH023821-RA
OG0012928	Bevul.5G073900.1.p	AH018273-RA
OG0012929	Bevul.5G090400.1.p	AH018400-RA
OG0012929	Bevul.5G090200.1.p, Bevul.5G090100.1.p, Bevul.5G090300.1.p	AH018399-RA
OG0012930	Bevul.5G063500.1.p	AH018185-RA
OG0012932	Bevul.7G217000.1.p	AH022477-RA, AH022478-RA
OG0012935	Bevul.7G062400.1.p	AH021963-RA
OG0012936	Bevul.2G098500.1.p	AH023448-RA
OG0012938	Bevul.2G178600.1.p, Bevul.2G178300.1.p	AH023219-RA, AH016274-RA
OG0012939	Bevul.2G177500.1.p	AH023223-RA
OG0012940	Bevul.8G014600.1.p	AH021411-RA, AH021416-RA, AH021408-RA
OG0012940	Bevul.6G195100.1.p, Bevul.8G014500.1.p	AH021406-RA, AH021415-RA, AH021407-RA, AH021410-RA
OG0012941	Bevul.8G094400.1.p	AH014690-RA, AH021277-RA
OG0012942	Bevul.3G124800.1.p, Bevul.8G030800.1.p	AH015080-RA, AH021631-RA
OG0012945	Bevul.2G119400.2.p, Bevul.2G119400.3.p, Bevul.2G119400.1.p, Bevul.2G119400.4.p	AH016998-RA
OG0012946	Bevul.5G224000.1.p	AH017896-RA
OG0012947	Bevul.5G257500.1.p	AH017266-RA
OG0012948	Bevul.4G003900.1.p	AH009731-RA, AH009732-RA
OG0012949	Bevul.5G068000.1.p, Bevul.5G067800.1.p, Bevul.5G067900.1.p, Bevul.5G067700.1.p, Bevul.5G067400.1.p, Bevul.5G067200.1.p, Bevul.5G067300.1.p, Bevul.5G067100.1.p, Bevul.5G067500.1.p, Bevul.5G067000.1.p, Bevul.5G069400.1.p	AH010352-RA, AH005719-RA
OG0012951	Bevul.4G231000.1.p	AH010966-RA
OG0012952	Bevul.1G011900.1.p	AH008359-RA
OG0012953	Bevul.1G155800.1.p, Bevul.1G156000.1.p	AH009259-RA
OG0012954	Bevul.3G111500.1.p	AH020056-RA
OG0012956	Bevul.3G028700.1.p, Bevul.4G110000.1.p	AH011910-RA
OG0012956	Bevul.3G028500.1.p	AH019722-RA
OG0012957	Bevul.3G217500.1.p	AH020501-RA
OG0012958	Bevul.4G096000.1.p, Bevul.3G119800.1.p	AH020002-RA
OG0012959	Bevul.3G080300.1.p, Bevul.3G080200.1.p	AH019503-RA
OG0012960	Bevul.6G231900.1.p, Bevul.3G119200.1.p	AH011750-RA, AH020004-RA
OG0012961	Bevul.3G059400.1.p	AH019842-RA
OG0012962	Bevul.7G035000.1.p	AH012462-RA
OG0012964	Bevul.7G154300.1.p	AH013476-RA
OG0012966	Bevul.8G166600.1.p	AH013973-RA
OG0012967	Bevul.6G141600.1.p	AH005349-RA
OG0012969	Bevul.7G114700.1.p, Bevul.4G136400.1.p, Bevul.4G121400.1.p, Bevul.7G123700.1.p, Bevul.7G123800.1.p, Bevul.1G004800.1.p	AH005879-RA
OG0012970	Bevul.6G123100.1.p	AH005413-RA
OG0012971	Bevul.6G048600.1.p	AH003466-RA, AH006316-RA
OG0012972	Bevul.3G049700.1.p	AH012095-RA
OG0012974	Bevul.4G053600.1.p	AH008080-RA
OG0012975	Bevul.7G055400.1.p, Bevul.7G055300.1.p, Bevul.5G069200.1.p	AH003195-RA
OG0012976	Bevul.5G255400.1.p	AH002700-RA
OG0012977	Bevul.6G063200.1.p, Bevul.6G063600.1.p	AH003617-RA
OG0012978	Bevul.6G218900.1.p	AH004285-RA
OG0012979	Bevul.9G097600.2.p, Bevul.9G097600.4.p	AH001436-RA
OG0012981	Bevul.9G223100.1.p	AH000673-RA
OG0012982	Bevul.9G028500.1.p	AH001169-RA
OG0012984	Bevul.9G077100.1.p, Bevul.9G077100.4.p, Bevul.9G077100.3.p, Bevul.9G077100.2.p	AH000328-RA
OG0012985	Bevul.9G119100.1.p, Bevul.9G119100.2.p	AH002415-RA
OG0012986	Bevul.9G132500.2.p, Bevul.9G132500.5.p, Bevul.9G132500.1.p, Bevul.9G132500.4.p, Bevul.9G132500.3.p	AH002292-RA
OG0013104	Bevul.2G100100.1.p	AH015976-RA
OG0013108	Bevul.7G130900.1.p	AH013117-RA
OG0013109	Bevul.6G146400.1.p	AH017295-RA
OG0013111	Bevul.3G002300.1.p	AH007157-RA
OG0013112	Bevul.4G224700.1.p, Bevul.4G226900.1.p	AH011024-RA
OG0013118	Bevul.8G200100.1.p	AH014489-RA
OG0013119	Bevul.4G136300.1.p	AH007750-RA
OG0013120	Bevul.2G072900.1.p	AH014287-RA
OG0013121	Bevul.7G200300.1.p	AH013740-RA
OG0013124	Bevul.4G209300.1.p	AH011156-RA
OG0013125	Bevul.7G043100.1.p	AH021878-RA
OG0013126	Bevul.2G174400.1.p	AH023251-RA
OG0013127	Bevul.4G225200.1.p	AH007706-RA
OG0013128	Bevul.7G094600.1.p	AH012961-RA
OG0013130	Bevul.9G043500.1.p	AH000205-RA
OG0013131	Bevul.4G168900.1.p	AH011236-RA
OG0013133	Bevul.3G128000.1.p	AH011794-RA
OG0013135	Bevul.7G036100.1.p	AH019043-RA
OG0013138	Bevul.3G235200.1.p	AH020602-RA
OG0013139	Bevul.3G111800.1.p	AH020048-RA
OG0013142	Bevul.6G045900.1.p	AH018667-RA
OG0013144	Bevul.3G114300.1.p	AH020036-RA
OG0013145	Bevul.7G109800.1.p	AH013541-RA
OG0013149	Bevul.2G168700.2.p, Bevul.2G168700.1.p	AH016224-RA
OG0013150	Bevul.4G230800.1.p	AH010964-RA
OG0013151	Bevul.7G126800.1.p	AH013087-RA
OG0013154	Bevul.7G112200.1.p	AH022023-RA
OG0013156	Bevul.5G051000.1.p	AH018803-RA
OG0013157	Bevul.4G196700.1.p	AH010405-RA
OG0013158	Bevul.3G147700.1.p	AH019816-RA
OG0013160	Bevul.1G115100.1.p	AH008852-RA
OG0013161	Bevul.6G070600.1.p	AH005994-RA
OG0013162	Bevul.1G027700.1.p	AH023715-RA, AH016783-RA
OG0013163	Bevul.6G234600.1.p	AH004374-RA
OG0013164	Bevul.1G117200.1.p	AH019544-RA
OG0013166	Bevul.1G206500.1.p	AH009432-RA
OG0013167	Bevul.5G007100.1.p	AH018564-RA
OG0013168	Bevul.9G131600.1.p	AH000786-RA, AH002299-RA
OG0013169	Bevul.7G142700.1.p	AH022374-RA
OG0013170	Bevul.9G225300.1.p	AH000661-RA
OG0013171	Bevul.1G049900.1.p	AH016923-RA
OG0013172	Bevul.1G010000.1.p	AH008371-RA
OG0013173	Bevul.6G074200.1.p	AH005967-RA
OG0013178	Bevul.3G029800.1.p	AH019713-RA
OG0013180	Bevul.1G056600.1.p	AH005037-RA
OG0013182	Bevul.8G046200.1.p	AH021472-RA
OG0013183	Bevul.6G091000.1.p	AH003983-RA
OG0013184	Bevul.9G012000.1.p	AH000031-RA, AH001087-RA
OG0013185	Bevul.6G050400.1.p	AH006329-RA
OG0013195	Bevul.1G012800.1.p	AH008353-RA
OG0013196	Bevul.6G051500.1.p	AH006336-RA
OG0013199	Bevul.4G061200.1.p	AH010035-RA
OG0013206	Bevul.8G092700.1.p	AH021287-RA
OG0013208	Bevul.8G211700.1.p	AH020973-RA, AH014400-RA
OG0013209	Bevul.2G002300.1.p, Bevul.2G002300.2.p	AH019031-RA
OG0013210	Bevul.7G082700.1.p, Bevul.9G083700.1.p	AH006138-RA
OG0013212	Bevul.5G027000.1.p	AH011273-RA
OG0013213	Bevul.1G199700.1.p	AH009484-RA
OG0013220	Bevul.9G214400.2.p, Bevul.9G214400.3.p, Bevul.9G214400.1.p	AH000496-RA
OG0013223	Bevul.5G103500.1.p	AH018493-RA
OG0013224	Bevul.4G105500.1.p	AH007778-RA
OG0013225	Bevul.6G048900.1.p	AH003465-RA
OG0013226	Bevul.2G118700.1.p	AH016995-RA
OG0013228	Bevul.8G201700.1.p	AH014474-RA
OG0013230	Bevul.3G088800.1.p	AH012244-RA
OG0013231	Bevul.1G120100.1.p	AH009226-RA
OG0013233	Bevul.3G130400.1.p	AH000658-RA
OG0013235	Bevul.8G110600.1.p	AH014617-RA
OG0013236	Bevul.3G029900.1.p	AH019714-RA
OG0013237	Bevul.9G194300.1.p	AH001992-RA
OG0013238	Bevul.3G076900.1.p	AH012357-RA
OG0013239	Bevul.3G073400.1.p	AH020277-RA
OG0013240	Bevul.5G177700.1.p	AH017506-RA
OG0013242	Bevul.5G172400.1.p	AH017463-RA
OG0013244	Bevul.1G201500.1.p	AH009472-RA
OG0013245	Bevul.6G027100.1.p	AH003786-RA
OG0013246	Bevul.2G029100.1.p	AH019288-RA, AH015382-RA
OG0013247	Bevul.3G017200.1.p	AH007287-RA
OG0013248	Bevul.3G100700.1.p	AH011631-RA
OG0013249	Bevul.7G016600.1.p	AH012545-RA, AH021766-RA
OG0013250	Bevul.8G065100.1.p	AH015177-RA, AH021565-RA
OG0013251	Bevul.1G197300.1.p	AH023426-RA
OG0013252	Bevul.9G091900.1.p, Bevul.3G194700.1.p	AH016213-RA, AH016214-RA
OG0013254	Bevul.8G028200.1.p	AH015214-RA
OG0013255	Bevul.8G007000.1.p	AH021380-RA
OG0013260	Bevul.3G120200.1.p	AH011755-RA, AH020001-RA
OG0013261	Bevul.3G220500.1.p	AH006586-RA
OG0013262	Bevul.8G017500.1.p	AH015283-RA
OG0013263	Bevul.1G038400.1.p	AH023673-RA
OG0013264	Bevul.7G036500.1.p	AH012672-RA, AH021857-RA
OG0013265	Bevul.1G153600.1.p	AH009274-RA
OG0013267	Bevul.1G052200.1.p	AH000413-RA
OG0013268	Bevul.2G191200.1.p	AH005352-RA
OG0013271	Bevul.2G042600.1.p	AH019162-RA
OG0013272	Bevul.2G065300.1.p	AH010473-RA
OG0013274	Bevul.5G025400.1.p	AH018013-RA
OG0013275	Bevul.9G028700.1.p	AH011551-RA
OG0013276	Bevul.4G007700.1.p	AH008292-RA
OG0013277	Bevul.3G182600.1.p	AH006862-RA
OG0013278	Bevul.4G100300.1.p	AH010263-RA
OG0013279	Bevul.7G201700.1.p	AH022581-RA
OG0013280	Bevul.9G052100.1.p	AH001329-RA
OG0013281	Bevul.8G034000.1.p	AH015095-RA
OG0013283	Bevul.8G155100.1.p	AH014267-RA
OG0013285	Bevul.8G008300.1.p	AH014821-RA
OG0013288	Bevul.1G126600.1.p	AH009174-RA
OG0013289	Bevul.7G091100.1.p	AH012937-RA
OG0013290	Bevul.5G218800.1.p	AH002517-RA
OG0013292	Bevul.4G176700.1.p	AH010634-RA
OG0013295	Bevul.1G131800.1.p	AH009109-RA
OG0013296	Bevul.1G185700.1.p	AH009615-RA
OG0013297	Bevul.6G200600.1.p	AH004576-RA, AH005225-RA
OG0013300	Bevul.4G127800.1.p	AH007869-RA
OG0013301	Bevul.5G258900.1.p	AH002737-RA
OG0013302	Bevul.6G207400.1.p	AH004548-RA, AH005179-RA
OG0013305	Bevul.6G196700.1.p	AH004607-RA, AH005116-RA
OG0013306	Bevul.3G095000.1.p	AH002893-RA
OG0013308	Bevul.6G048200.1.p	AH006312-RA
OG0013309	Bevul.1G214100.1.p, Bevul.5G100800.1.p	AH003357-RA
OG0013310	Bevul.6G217200.1.p	AH005143-RA
OG0013311	Bevul.6G218800.1.p	AH005149-RA
OG0013312	Bevul.5G026900.1.p	AH018001-RA
OG0013313	Bevul.5G015200.1.p	AH018111-RA
OG0013314	Bevul.8G121400.1.p	AH022605-RA
OG0013315	Bevul.5G014900.1.p	AH005112-RA
OG0013317	Bevul.3G033100.1.p	AH011941-RA
OG0013318	Bevul.2G215300.1.p	AH016507-RA
OG0013323	Bevul.6G182900.1.p	AH004840-RA
OG0013324	Bevul.5G182000.1.p	AH017543-RA
OG0013325	Bevul.5G164600.1.p	AH002943-RA
OG0013326	Bevul.1G150700.1.p	AH009308-RA
OG0013327	Bevul.6G074100.1.p	AH005966-RA
OG0013328	Bevul.5G160200.1.p, Bevul.5G202800.1.p	AH017342-RA
OG0013329	Bevul.6G113000.1.p, Bevul.6G112700.1.p	AH005629-RA
OG0013330	Bevul.3G109000.1.p	AH010896-RA
OG0013331	Bevul.5G186700.1.p	AH002837-RA
OG0013332	Bevul.3G157300.1.p	AH005576-RA
OG0013333	Bevul.5G081900.1.p	AH018216-RA
OG0013334	Bevul.5G155000.1.p	AH002571-RA
OG0013338	Bevul.5G094200.1.p	AH011530-RA
OG0013340	Bevul.5G171800.1.p	AH002909-RA
OG0013343	Bevul.6G116800.1.p	AH005446-RA, AH004083-RA
OG0013344	Bevul.5G185200.1.p	AH002845-RA
OG0013345	Bevul.8G175200.1.p	AH014105-RA
OG0013346	Bevul.5G076100.1.p	AH011416-RA
OG0013347	Bevul.1G165500.1.p	AH015591-RA
OG0013348	Bevul.7G052500.1.p	AH022012-RA
OG0013349	Bevul.2G078300.1.p	AH018431-RA
OG0013351	Bevul.5G149100.1.p	AH017186-RA
OG0013352	Bevul.6G111300.1.p	AH004110-RA
OG0013353	Bevul.6G044900.1.p	AH006280-RA
OG0013355	Bevul.7G182200.1.p	AH013853-RA
OG0013358	Bevul.5G144200.1.p	AH017207-RA
OG0013359	Bevul.8G056600.1.p	AH015011-RA
OG0013361	Bevul.2G129700.1.p	AH017048-RA
OG0013363	Bevul.2G097600.1.p	AH023443-RA
OG0013365	Bevul.6G127000.1.p	AH005393-RA
OG0013368	Bevul.2G099000.1.p	AH018974-RA, AH006953-RA, AH003563-RA, AH003340-RA, AH000791-RA, AH000792-RA, AH014006-RA, AH020440-RA
OG0013369	Bevul.4G014400.1.p	AH018352-RA, AH019191-RA, AH018359-RA, AH018351-RA, AH018353-RA, AH018349-RA, AH018347-RA, AH019189-RA, AH018356-RA, AH018352-RB
OG0013374	Bevul.7G155500.1.p	AH022284-RA, AH022265-RA
OG0013374	Bevul.7G157700.1.p, Bevul.7G156400.1.p	AH020268-RA
OG0013374	Bevul.7G156800.1.p	AH022266-RA
OG0013375	Bevul.3G190700.1.p	AH021937-RA
OG0013376	Bevul.3G223900.1.p	AH005261-RA, AH017889-RA
OG0013376	Bevul.4G022100.1.p, Bevul.4G022300.1.p, Bevul.4G022400.1.p	AH009867-RA
OG0013378	Bevul.2G245600.1.p	AH016352-RA, AH023117-RA
OG0013381	Bevul.8G123000.1.p	AH021254-RA
OG0013382	Bevul.8G046000.1.p, Bevul.8G045800.1.p	AH021470-RA, AH014928-RA
OG0013383	Bevul.8G026600.1.p	AH021650-RA
OG0013385	Bevul.2G079200.2.p, Bevul.2G079200.1.p, Bevul.2G079200.3.p	AH015853-RA, AH015555-RA
OG0013387	Bevul.1G011400.1.p	AH016714-RA
OG0013388	Bevul.5G261400.1.p	AH017670-RA, AH002726-RA
OG0013389	Bevul.5G163200.1.p, Bevul.7G134200.1.p	AH002954-RA, AH017390-RA
