Orthogroup	S_lycopersicum.proteins	A_vesiculosa.proteins
OG0010281	Solyc06g076260.3.1	Av_00019673-RA
OG0010282	Solyc11g006860.2.1	Av_00011901-RA
OG0010286	Solyc07g064850.3.1	Av_00000159-RA
OG0010287	Solyc01g009470.2.1, Solyc11g067250.2.1	Av_00017357-RA, Av_00008486-RA
OG0010288	Solyc11g007590.2.1	Av_00001172-RA
OG0010289	Solyc05g055430.3.1	Av_00011921-RA
OG0010290	Solyc12g019190.1.1, Solyc12g019200.2.1, Solyc12g019144.1.1	Av_00016365-RA, Av_00007716-RA
OG0010291	Solyc01g005520.3.1	Av_00014385-RA
OG0010292	Solyc07g061900.3.1	Av_00014591-RA
OG0010293	Solyc05g007230.3.1	Av_00018372-RA, Av_00005160-RA
OG0010294	Solyc11g066560.3.1, Solyc06g074740.3.1	Av_00017491-RA
OG0010295	Solyc12g005060.1.1, Solyc02g080540.1.1	Av_00010594-RA
OG0010296	Solyc07g009160.3.1, Solyc10g005780.3.1	Av_00000138-RA
OG0010297	Solyc11g069390.1.1, Solyc06g016790.2.1	Av_00014277-RA
OG0010298	Solyc09g015180.3.1	Av_00023470-RA
OG0010299	Solyc03g083430.3.1	Av_00001656-RA, Av_00009446-RA
OG0010301	Solyc01g014495.1.1	Av_00006517-RA
OG0010302	Solyc12g017420.2.1	Av_00008299-RA
OG0010303	Solyc11g071890.2.1	Av_00007333-RA, Av_00013280-RA
OG0010304	Solyc10g007400.3.1	Av_00007822-RA
OG0010305	Solyc09g098150.3.1	Av_00023254-RA
OG0010306	Solyc06g050250.1.1	Av_00005032-RA
OG0010307	Solyc01g103440.3.1	Av_00014083-RA, Av_00015875-RA
OG0010308	Solyc06g076000.1.1	Av_00019959-RA
OG0010309	Solyc12g015710.2.1	Av_00000141-RA
OG0010312	Solyc04g080000.1.1	Av_00001049-RA
OG0010313	Solyc10g079620.2.1	Av_00020512-RA, Av_00003525-RA
OG0010314	Solyc06g051010.1.1, Solyc06g051020.2.1, Solyc03g095850.1.1	Av_00015643-RA
OG0010315	Solyc10g086510.2.1	Av_00002832-RA, Av_00021702-RA
OG0010317	Solyc11g065730.2.1	Av_00014399-RA, Av_00001200-RA
OG0010318	Solyc01g104470.3.1	Av_00006069-RA
OG0010319	Solyc03g020020.3.1	Av_00002874-RA
OG0010320	Solyc07g049450.3.1	Av_00006198-RA
OG0010321	Solyc11g006720.2.1, Solyc05g055240.3.1	Av_00013673-RA, Av_00006492-RA, Av_00007026-RA
OG0010322	Solyc02g090010.2.1	Av_00017126-RA, Av_00009540-RA
OG0010324	Solyc02g020980.3.1	Av_00006730-RA
OG0010325	Solyc11g069290.2.1	Av_00004731-RA
OG0010326	Solyc06g082160.3.1	Av_00010151-RA
OG0010328	Solyc11g072090.2.1	Av_00022040-RA, Av_00023086-RA
OG0010329	Solyc02g032920.3.1	Av_00008964-RA
OG0010330	Solyc02g021640.3.1	Av_00012219-RA, Av_00024878-RA
OG0010331	Solyc07g054680.3.1	Av_00008548-RA
OG0010332	Solyc11g067060.3.1	Av_00017553-RA
OG0010333	Solyc07g049310.3.1	Av_00019125-RA
OG0010334	Solyc03g063290.3.1, Solyc01g006480.3.1	Av_00016566-RA, Av_00006515-RA
OG0010335	Solyc02g087600.3.1	Av_00012681-RA, Av_00014487-RA
OG0010336	Solyc01g067530.3.1	Av_00020825-RA
OG0010337	Solyc09g007230.3.1	Av_00024434-RA
OG0010338	Solyc04g009540.1.1	Av_00004374-RA, Av_00008207-RA
OG0010339	Solyc10g081750.1.1	Av_00021986-RA, Av_00015803-RA
OG0010340	Solyc07g049690.3.1	Av_00010190-RA
OG0010341	Solyc01g096550.3.1	Av_00009571-RA
OG0010342	Solyc09g014320.3.1	Av_00011939-RA
OG0010343	Solyc06g082380.3.1	Av_00006111-RA
OG0010344	Solyc03g117570.3.1	Av_00007938-RA
OG0010345	Solyc06g008730.3.1	Av_00006021-RA
OG0010346	Solyc11g061720.1.1	Av_00006523-RA
OG0010347	Solyc06g005990.3.1	Av_00023451-RA
OG0010348	Solyc02g094250.3.1, Solyc04g009570.3.1	Av_00001251-RA, Av_00006589-RA
OG0010349	Solyc11g062250.1.1	Av_00008137-RA, Av_00014911-RA, Av_00008139-RA
OG0010350	Solyc03g031700.3.1, Solyc02g080440.3.1	Av_00003687-RA, Av_00007477-RA
OG0010351	Solyc01g110385.1.1	Av_00018759-RA
OG0010353	Solyc06g084440.3.1	Av_00001512-RA, Av_00019157-RA
OG0010354	Solyc09g066470.3.1	Av_00019858-RA
OG0010355	Solyc11g010690.2.1	Av_00011644-RA, Av_00014197-RA
OG0010356	Solyc01g103680.3.1	Av_00000327-RA, Av_00007695-RA
OG0010357	Solyc04g008520.3.1	Av_00023405-RA, Av_00013637-RA
OG0010358	Solyc01g099270.2.1	Av_00016179-RA, Av_00016069-RA
OG0010359	Solyc11g005390.2.1	Av_00020774-RA
OG0010360	Solyc10g005530.3.1	Av_00022301-RA
OG0010361	Solyc05g056350.3.1	Av_00014860-RA
OG0010362	Solyc04g080100.3.1, Solyc07g025370.3.1	Av_00024659-RA
OG0010363	Solyc06g005860.2.1	Av_00012776-RA
OG0010364	Solyc01g103100.3.1	Av_00015775-RA
OG0010366	Solyc09g090280.2.1	Av_00012965-RA
OG0010367	Solyc03g097300.3.1	Av_00004945-RA, Av_00003965-RA
OG0010368	Solyc05g051640.3.1, Solyc03g093330.3.1	Av_00012884-RA
OG0010370	Solyc03g118800.3.1	Av_00014208-RA, Av_00011654-RA
OG0010373	Solyc09g075200.3.1	Av_00001494-RA, Av_00012962-RA, Av_00021744-RA
OG0010374	Solyc11g005370.2.1	Av_00012470-RA, Av_00016387-RA, Av_00015906-RA
OG0010376	Solyc04g056410.3.1	Av_00000615-RA
OG0010377	Solyc09g098040.3.1	Av_00006741-RA
OG0010379	Solyc04g009140.3.1, Solyc09g075370.3.1	Av_00003372-RA
OG0010380	Solyc04g082470.2.1	Av_00011752-RA
OG0010381	Solyc04g058090.3.1	Av_00017539-RA
OG0010382	Solyc01g081200.3.1	Av_00000848-RA
OG0010383	Solyc10g080970.2.1	Av_00024616-RA
OG0010384	Solyc03g007520.3.1, Solyc06g036500.1.1	Av_00013007-RA, Av_00012862-RA
OG0010385	Solyc02g092310.3.1	Av_00020445-RA
OG0010386	Solyc06g007480.3.1	Av_00000339-RA
OG0010387	Solyc00g006830.3.1	Av_00005191-RA, Av_00002772-RA
OG0010388	Solyc04g040180.3.1, Solyc06g054360.1.1	Av_00023027-RA
OG0010389	Solyc11g039860.2.1	Av_00024588-RA
OG0010389	Solyc01g065590.1.1	Av_00010028-RA
OG0010389	Solyc12g014485.1.1, Solyc10g049760.1.1	Av_00024719-RA
OG0010390	Solyc01g095540.3.1	Av_00024044-RA
OG0010391	Solyc09g055940.3.1	Av_00021293-RA, Av_00009729-RA
OG0010392	Solyc06g009120.3.1	Av_00007833-RA
OG0010394	Solyc04g057870.3.1	Av_00022048-RA
OG0010395	Solyc01g099690.3.1	Av_00020435-RA
OG0010396	Solyc09g091980.3.1	Av_00018771-RA
OG0010397	Solyc04g080630.3.1	Av_00007209-RA, Av_00018850-RA
OG0010398	Solyc07g066460.3.1	Av_00004389-RA
OG0010399	Solyc03g083260.1.1, Solyc02g094490.3.1	Av_00016463-RA, Av_00016462-RA
OG0010400	Solyc11g066300.2.1	Av_00020989-RA
OG0010401	Solyc02g085640.3.1, Solyc02g085655.1.1, Solyc02g062970.3.1	Av_00014204-RA
OG0010403	Solyc10g011980.3.1	Av_00011424-RA
OG0010405	Solyc03g111390.3.1, Solyc03g111385.1.1	Av_00015011-RA
OG0010407	Solyc05g055780.3.1	Av_00004318-RA, Av_00011108-RA
OG0010408	Solyc09g090340.2.1	Av_00001530-RA, Av_00013506-RA
OG0010409	Solyc10g051200.2.1, Solyc01g109330.3.1	Av_00021541-RA
OG0010410	Solyc08g075930.3.1	Av_00022018-RA
OG0010411	Solyc11g072410.2.1, Solyc06g075310.3.1	Av_00004182-RA
OG0010412	Solyc01g059830.3.1	Av_00014735-RA
OG0010413	Solyc11g013850.2.1	Av_00017801-RA
OG0010414	Solyc06g053460.2.1	Av_00021563-RA
OG0010415	Solyc12g099420.2.1	Av_00024915-RA, Av_00023144-RA
OG0010416	Solyc01g096030.3.1	Av_00000019-RA
OG0010417	Solyc02g068450.3.1	Av_00004802-RA
OG0010418	Solyc10g080115.1.1, Solyc10g080110.2.1	Av_00014486-RA
OG0010419	Solyc02g084810.3.1	Av_00016322-RA, Av_00012521-RA
OG0010421	Solyc12g095780.2.1	Av_00024059-RA, Av_00004858-RA
OG0010422	Solyc04g081850.3.1	Av_00004054-RA
OG0010423	Solyc12g099240.2.1	Av_00013520-RA, Av_00001548-RA
OG0010424	Solyc01g068540.3.1	Av_00014216-RA, Av_00011659-RA
OG0010425	Solyc11g019920.2.1, Solyc06g065320.3.1	Av_00014612-RA, Av_00019717-RA
OG0010426	Solyc11g013520.2.1	Av_00000004-RA, Av_00022278-RA, Av_00024970-RA
OG0010427	Solyc01g080720.3.1, Solyc01g080610.3.1	Av_00024468-RA, Av_00004464-RA
OG0010428	Solyc10g005040.3.1	Av_00022515-RA
OG0010431	Solyc05g014652.1.1	Av_00002638-RA
OG0010434	Solyc10g012410.3.1	Av_00000040-RA, Av_00011433-RA
OG0010435	Solyc02g094445.1.1, Solyc02g094450.2.1	Av_00020659-RA
OG0010437	Solyc01g099130.3.1	Av_00006685-RA
OG0010438	Solyc03g082975.1.1	Av_00009467-RA
OG0010439	Solyc02g093760.3.1, Solyc02g067970.3.1	Av_00021841-RA
OG0010440	Solyc03g123820.2.1	Av_00020084-RA
OG0010441	Solyc04g072410.3.1	Av_00016776-RA
OG0010442	Solyc08g081080.3.1	Av_00004692-RA
OG0010443	Solyc04g079950.3.1	Av_00011145-RA
OG0010444	Solyc03g033390.3.1	Av_00000488-RA
OG0010446	Solyc05g015310.3.1	Av_00005368-RA
OG0010447	Solyc03g083110.1.1	Av_00010425-RA
OG0010448	Solyc04g078510.3.1, Solyc02g093010.3.1	Av_00000312-RA, Av_00007707-RA
OG0010449	Solyc08g082530.3.1	Av_00020634-RA
OG0010451	Solyc01g090670.3.1	Av_00010982-RA
OG0010454	Solyc03g113390.3.1	Av_00001744-RA
OG0010455	Solyc04g074090.3.1	Av_00001116-RA, Av_00023251-RA
OG0010457	Solyc03g083300.3.1	Av_00007891-RA
OG0010458	Solyc03g097740.1.1	Av_00024406-RA
OG0010459	Solyc11g056640.2.1	Av_00008143-RA, Av_00008144-RA
OG0010460	Solyc00g128870.3.1	Av_00003300-RA
OG0010461	Solyc03g006460.3.1	Av_00009230-RA
OG0010463	Solyc08g013720.3.1	Av_00022593-RA
OG0010464	Solyc12g027750.2.1, Solyc12g027740.2.1	Av_00012414-RA
OG0010466	Solyc11g005960.1.1	Av_00019443-RA, Av_00012117-RA
OG0010467	Solyc12g096230.2.1	Av_00023170-RA
OG0010468	Solyc11g011470.2.1	Av_00005563-RA
OG0010469	Solyc01g100840.3.1	Av_00010416-RA
OG0010470	Solyc04g009210.1.1	Av_00004703-RA, Av_00004704-RA
OG0010471	Solyc05g005170.3.1	Av_00002670-RA
OG0010472	Solyc02g087290.3.1	Av_00017298-RA
OG0010473	Solyc08g076670.3.1	Av_00017562-RA
OG0010474	Solyc03g111700.3.1	Av_00017144-RA
OG0010475	Solyc07g044890.1.1, Solyc05g010000.1.1	Av_00020880-RA
OG0010476	Solyc04g039820.2.1	Av_00021500-RA
OG0010476	Solyc00g017930.1.1	Av_00024947-RA, Av_00012664-RA, Av_00013473-RA
OG0010477	Solyc12g027770.2.1	Av_00016811-RA
OG0010478	Solyc12g038980.2.1	Av_00002819-RA
OG0010480	Solyc01g009050.3.1	Av_00013292-RA, Av_00007345-RA
OG0010482	Solyc05g009560.3.1	Av_00021136-RA
OG0010483	Solyc02g093620.1.1	Av_00017330-RA, Av_00017329-RA
OG0010484	Solyc05g008420.3.1	Av_00006344-RA
OG0010485	Solyc05g007060.3.1	Av_00015502-RA
OG0010486	Solyc09g066495.1.1	Av_00000809-RA, Av_00023863-RA
OG0010487	Solyc02g036470.3.1	Av_00016091-RA
OG0010488	Solyc05g009700.3.1	Av_00003309-RA
OG0010490	Solyc12g096190.2.1	Av_00015609-RA
OG0010491	Solyc05g056560.3.1	Av_00006028-RA
OG0010492	Solyc03g118130.3.1	Av_00017729-RA, Av_00010991-RA
OG0010493	Solyc02g085820.3.1	Av_00003910-RA
OG0010494	Solyc03g097010.3.1	Av_00009509-RA, Av_00018894-RA
OG0010496	Solyc01g088570.3.1	Av_00020388-RA, Av_00023456-RA, Av_00014804-RA
OG0010497	Solyc00g005050.3.1, Solyc04g009190.3.1	Av_00001511-RA
OG0010498	Solyc05g012440.3.1	Av_00005557-RA
OG0010499	Solyc11g006360.1.1	Av_00023656-RA
OG0010500	Solyc05g005680.3.1	Av_00000908-RA
OG0010501	Solyc01g009290.3.1	Av_00017051-RA
OG0010502	Solyc04g008570.3.1	Av_00013013-RA
OG0010503	Solyc04g077110.3.1	Av_00004192-RA
OG0010503	Solyc09g007070.1.1	Av_00016001-RA
OG0010504	Solyc06g061070.3.1, Solyc08g007040.3.1	Av_00024646-RA, Av_00017531-RA
OG0010505	Solyc03g113280.3.1	Av_00001751-RA
OG0010506	Solyc04g009030.3.1, Solyc02g020940.3.1	Av_00005194-RA
OG0010507	Solyc04g025670.3.1, Solyc04g025715.1.1	Av_00000903-RA
OG0010508	Solyc08g077990.3.1	Av_00023563-RA
OG0010510	Solyc01g090510.2.1	Av_00017022-RA
OG0010511	Solyc08g083260.3.1	Av_00013818-RA
OG0010512	Solyc01g088530.2.1	Av_00017072-RA
OG0010513	Solyc05g008040.3.1	Av_00006341-RA
OG0010514	Solyc05g053390.3.1	Av_00002144-RA
OG0010515	Solyc01g010970.3.1	Av_00002719-RA
OG0010517	Solyc01g010590.2.1	Av_00024299-RA
OG0010518	Solyc12g038370.2.1	Av_00019107-RA, Av_00024542-RA
OG0010519	Solyc05g009780.3.1	Av_00006368-RA
OG0010520	Solyc08g029150.2.1	Av_00014808-RA
OG0010521	Solyc11g069910.2.1	Av_00021865-RA
OG0010522	Solyc05g008370.1.1	Av_00003331-RA, Av_00002587-RA
OG0010523	Solyc01g100430.3.1	Av_00000828-RA
OG0010527	Solyc03g097210.3.1	Av_00015038-RA
OG0010528	Solyc02g087240.3.1	Av_00005365-RA
OG0010529	Solyc03g113900.3.1	Av_00001727-RA
OG0010532	Solyc08g007010.3.1	Av_00019158-RA
OG0010533	Solyc05g007730.3.1	Av_00002712-RA
OG0010534	Solyc08g078380.3.1	Av_00010339-RA
OG0010535	Solyc03g114810.3.1	Av_00001803-RA
OG0010536	Solyc07g065780.2.1	Av_00021310-RA
OG0010538	Solyc11g008760.2.1	Av_00023642-RA
OG0010539	Solyc01g009780.3.1	Av_00003370-RA
OG0010541	Solyc06g060990.3.1	Av_00022705-RA
OG0010542	Solyc05g012460.3.1	Av_00016978-RA
OG0010543	Solyc03g118680.3.1	Av_00017586-RA
OG0010545	Solyc10g081280.2.1	Av_00007306-RA
OG0010547	Solyc12g056060.2.1, Solyc08g008260.2.1	Av_00023331-RA
OG0010549	Solyc10g086480.2.1	Av_00002836-RA
OG0010552	Solyc01g065790.1.1, Solyc01g065800.1.1	Av_00023850-RA, Av_00024938-RA, Av_00019558-RA
OG0010553	Solyc02g067120.3.1, Solyc02g088270.3.1	Av_00023300-RA
OG0010555	Solyc11g006830.2.1	Av_00011900-RA
OG0010557	Solyc03g094020.3.1	Av_00014505-RA
OG0010558	Solyc02g080615.1.1	Av_00005610-RA, Av_00005962-RA
OG0010559	Solyc04g007470.3.1	Av_00007630-RA
OG0010560	Solyc03g032240.3.1	Av_00012482-RA, Av_00022946-RA, Av_00022388-RA
OG0010561	Solyc03g078330.1.1	Av_00014764-RA, Av_00009163-RA, Av_00014763-RA, Av_00012904-RA
OG0010566	Solyc11g042880.2.1	Av_00004298-RA, Av_00004578-RA
OG0010575	Solyc05g055630.3.1	Av_00014357-RA
OG0010624	Solyc06g036330.1.1	Av_00012947-RA
OG0010629	Solyc10g084040.2.1	Av_00019329-RA
OG0010630	Solyc01g067080.3.1	Av_00023276-RA, Av_00023277-RA
OG0010632	Solyc11g071770.1.1	Av_00013286-RA, Av_00007341-RA
OG0010634	Solyc08g075070.3.1	Av_00012371-RA
OG0010635	Solyc10g084880.3.1	Av_00002828-RA
OG0010637	Solyc10g007670.3.1	Av_00004015-RA
OG0010639	Solyc12g099175.1.1	Av_00013538-RA
OG0010642	Solyc10g083650.1.1	Av_00003812-RA
OG0010644	Solyc06g076650.3.1	Av_00020480-RA
OG0010646	Solyc01g067830.3.1, Solyc06g008860.3.1	Av_00022308-RA
OG0010647	Solyc06g051550.3.1	Av_00012720-RA, Av_00016891-RA
OG0010648	Solyc09g092260.3.1, Solyc05g053760.3.1	Av_00024364-RA
OG0010649	Solyc03g098140.3.1	Av_00016755-RA, Av_00015136-RA
OG0010651	Solyc09g010170.3.1	Av_00015678-RA
OG0010652	Solyc01g103080.3.1	Av_00020692-RA
OG0010653	Solyc11g066440.2.1	Av_00014080-RA
OG0010654	Solyc08g014480.3.1	Av_00015671-RA
OG0010655	Solyc11g062400.2.1, Solyc01g008860.1.1, Solyc01g008870.1.1	Av_00001837-RA, Av_00021675-RA
OG0010657	Solyc09g082600.2.1, Solyc06g053980.3.1	Av_00012823-RA
OG0010659	Solyc11g008710.2.1	Av_00001394-RA
OG0010660	Solyc04g015190.3.1	Av_00008981-RA, Av_00021975-RA
OG0010664	Solyc12g055740.2.1	Av_00013598-RA, Av_00008283-RA
OG0010665	Solyc01g096660.3.1	Av_00017983-RA, Av_00008365-RA
OG0010666	Solyc01g105040.3.1	Av_00000670-RA
OG0010668	Solyc11g044940.1.1	Av_00013526-RA, Av_00009592-RA
OG0010669	Solyc09g057640.3.1	Av_00021282-RA, Av_00009738-RA
OG0010672	Solyc12g098360.2.1	Av_00008052-RA
OG0010673	Solyc11g068550.1.1	Av_00023064-RA
OG0010674	Solyc02g080650.3.1	Av_00015232-RA
OG0010675	Solyc10g085380.2.1	Av_00006113-RA
OG0010678	Solyc05g012257.1.1	Av_00008405-RA, Av_00018659-RA
OG0010679	Solyc06g007700.3.1	Av_00000553-RA, Av_00020379-RA
OG0010680	Solyc01g065710.3.1	Av_00004770-RA, Av_00017745-RA
OG0010681	Solyc08g007440.2.1	Av_00010701-RA
OG0010682	Solyc09g009150.1.1	Av_00023826-RA, Av_00020019-RA
OG0010683	Solyc01g097130.3.1	Av_00002285-RA
OG0010686	Solyc12g043100.2.1	Av_00018147-RA
OG0010687	Solyc09g014415.1.1	Av_00020194-RA, Av_00022191-RA
OG0010691	Solyc08g080250.3.1	Av_00016354-RA
OG0010692	Solyc09g090820.3.1	Av_00019640-RA
OG0010693	Solyc02g077410.3.1	Av_00023116-RA, Av_00007497-RA
OG0010695	Solyc09g092170.2.1	Av_00000733-RA
OG0010696	Solyc01g080050.3.1	Av_00013229-RA
OG0010697	Solyc10g077040.2.1	Av_00020580-RA
OG0010701	Solyc01g068190.3.1	Av_00010988-RA
OG0010703	Solyc06g054590.3.1	Av_00024295-RA, Av_00012096-RA
OG0010704	Solyc09g065300.3.1	Av_00001412-RA
OG0010707	Solyc12g098520.2.1	Av_00024448-RA, Av_00022184-RA, Av_00000725-RA, Av_00024112-RA
OG0010708	Solyc09g075660.3.1, Solyc06g084610.3.1	Av_00009679-RA, Av_00023723-RA
OG0010709	Solyc06g009520.3.1	Av_00009671-RA
OG0010710	Solyc04g050540.3.1	Av_00016508-RA
OG0010712	Solyc08g068050.3.1	Av_00018244-RA
OG0010713	Solyc01g066480.3.1	Av_00019644-RA
OG0010714	Solyc06g043150.3.1	Av_00003891-RA, Av_00004997-RA
OG0010715	Solyc08g065550.1.1	Av_00016729-RA
OG0010715	Solyc00g019950.1.1, Solyc01g020470.2.1, Solyc03g061560.2.1, Solyc08g065620.1.1	Av_00019566-RA
OG0010716	Solyc09g092340.3.1	Av_00003487-RA
OG0010718	Solyc06g007760.3.1	Av_00017776-RA
OG0010719	Solyc09g010110.3.1	Av_00010285-RA
OG0010720	Solyc01g067500.3.1	Av_00001620-RA
OG0010722	Solyc07g065125.1.1	Av_00020666-RA, Av_00008411-RA
OG0010723	Solyc12g020110.2.1	Av_00013132-RA
OG0010724	Solyc09g075750.1.1	Av_00018497-RA
OG0010727	Solyc02g083640.3.1	Av_00014250-RA, Av_00011693-RA
OG0010728	Solyc10g055700.2.1	Av_00000947-RA, Av_00000948-RA, Av_00011355-RA
OG0010729	Solyc11g009070.2.1	Av_00000360-RA, Av_00021695-RA
OG0010730	Solyc02g084750.3.1	Av_00021378-RA
OG0010731	Solyc03g043750.3.1	Av_00006947-RA
OG0010733	Solyc02g083360.1.1	Av_00019992-RA
OG0010734	Solyc11g010100.2.1	Av_00021699-RA
OG0010735	Solyc04g079410.3.1	Av_00011069-RA
OG0010736	Solyc04g077010.3.1	Av_00007925-RA, Av_00006853-RA, Av_00010030-RA
OG0010737	Solyc01g107280.3.1	Av_00019049-RA
OG0010739	Solyc02g085070.1.1, Solyc02g062610.3.1	Av_00012513-RA, Av_00016337-RA
OG0010741	Solyc03g115900.3.1, Solyc06g069730.3.1	Av_00000536-RA, Av_00011253-RA
OG0010742	Solyc02g084340.2.1	Av_00007104-RA
OG0010743	Solyc01g112210.3.1	Av_00008775-RA
OG0010744	Solyc10g050240.2.1, Solyc01g108200.3.1	Av_00009964-RA
OG0010745	Solyc02g084660.3.1	Av_00019247-RA
OG0010747	Solyc05g056090.3.1	Av_00008200-RA
OG0010748	Solyc04g080720.3.1	Av_00009893-RA
OG0010749	Solyc04g051870.2.1	Av_00014236-RA
OG0010750	Solyc04g080900.3.1	Av_00007219-RA
OG0010751	Solyc01g110270.3.1	Av_00018841-RA, Av_00007196-RA
OG0010754	Solyc04g081070.3.1	Av_00011352-RA, Av_00000950-RA
OG0010756	Solyc04g082900.3.1	Av_00021952-RA
OG0010757	Solyc03g044190.3.1	Av_00001998-RA
OG0010758	Solyc11g005030.2.1	Av_00015850-RA
OG0010759	Solyc01g111750.3.1	Av_00007257-RA, Av_00018324-RA
OG0010760	Solyc09g075420.3.1	Av_00024979-RA, Av_00019641-RA
OG0010761	Solyc04g080380.3.1	Av_00009932-RA, Av_00011154-RA
OG0010762	Solyc12g094450.2.1	Av_00004874-RA
OG0010763	Solyc04g080870.1.1	Av_00000955-RA, Av_00011347-RA
OG0010764	Solyc12g094720.2.1	Av_00010718-RA
OG0010765	Solyc04g054200.3.1	Av_00018998-RA, Av_00001906-RA
OG0010766	Solyc12g056910.2.1	Av_00004214-RA
OG0010767	Solyc04g015480.3.1	Av_00016497-RA, Av_00006612-RA, Av_00016496-RA
OG0010768	Solyc04g078670.3.1	Av_00016004-RA
OG0010769	Solyc04g010100.2.1, Solyc04g016390.2.1	Av_00024047-RA
OG0010770	Solyc06g072465.1.1, Solyc03g097950.3.1	Av_00010115-RA
OG0010771	Solyc01g015140.1.1, Solyc00g047200.1.1, Solyc08g065625.1.1	Av_00015168-RA
OG0010773	Solyc04g082650.3.1	Av_00019421-RA, Av_00012102-RA
OG0010775	Solyc01g103380.3.1, Solyc10g045550.2.1	Av_00023812-RA, Av_00016458-RA
OG0010776	Solyc10g047120.2.1	Av_00020327-RA, Av_00016739-RA
OG0010777	Solyc07g049740.3.1	Av_00006200-RA
OG0010778	Solyc04g078600.3.1	Av_00009995-RA
OG0010781	Solyc04g071010.3.1, Solyc04g071290.3.1	Av_00013384-RA
OG0010782	Solyc04g077820.3.1	Av_00019110-RA
OG0010785	Solyc01g104130.3.1	Av_00021671-RA
OG0010786	Solyc01g103710.3.1	Av_00007693-RA
OG0010787	Solyc01g107980.3.1	Av_00008788-RA
OG0010790	Solyc12g016190.2.1	Av_00008386-RA
OG0010794	Solyc02g079770.3.1	Av_00022084-RA, Av_00008736-RA
OG0010795	Solyc11g012070.2.1	Av_00010616-RA
OG0010796	Solyc01g005900.2.1, Solyc01g005895.1.1, Solyc04g079720.3.1	Av_00003727-RA
OG0010798	Solyc11g011990.2.1	Av_00008969-RA
OG0010800	Solyc07g043570.3.1	Av_00010121-RA
OG0010801	Solyc02g081670.1.1	Av_00009550-RA
OG0010802	Solyc07g054690.1.1	Av_00013111-RA, Av_00008549-RA
OG0010804	Solyc08g006930.3.1	Av_00022487-RA, Av_00000873-RA
OG0010806	Solyc08g005570.3.1	Av_00017085-RA
OG0010809	Solyc07g056320.3.1	Av_00016910-RA
OG0010810	Solyc04g015150.3.1	Av_00005999-RA
OG0010811	Solyc07g005120.3.1	Av_00012163-RA
OG0010813	Solyc01g088490.3.1	Av_00002664-RA, Av_00015065-RA, Av_00002666-RA
OG0010814	Solyc12g088730.2.1	Av_00023324-RA, Av_00017789-RA
OG0010815	Solyc11g012640.1.1	Av_00008976-RA
OG0010816	Solyc08g078860.3.1	Av_00014533-RA
OG0010817	Solyc08g082160.3.1	Av_00003395-RA
OG0010819	Solyc08g006110.3.1	Av_00004403-RA
OG0010821	Solyc05g017950.3.1	Av_00005869-RA
OG0010822	Solyc01g095040.3.1	Av_00013934-RA, Av_00003238-RA
OG0010823	Solyc07g005430.3.1	Av_00021630-RA
OG0010825	Solyc07g017800.3.1	Av_00023590-RA, Av_00004482-RA
OG0010826	Solyc02g078830.3.1	Av_00002998-RA
OG0010829	Solyc03g025540.3.1	Av_00014780-RA
OG0010831	Solyc11g070030.2.1	Av_00020135-RA, Av_00020006-RA
OG0010832	Solyc00g024150.3.1	Av_00025026-RA
OG0010833	Solyc07g045310.3.1	Av_00016943-RA
OG0010836	Solyc03g007620.3.1	Av_00009424-RA
OG0010837	Solyc03g083560.1.1, Solyc06g034390.1.1	Av_00012891-RA
OG0010838	Solyc08g006650.3.1	Av_00019071-RA, Av_00019530-RA
OG0010839	Solyc10g018590.2.1	Av_00010981-RA
OG0010840	Solyc06g064830.3.1	Av_00011780-RA, Av_00006942-RA
OG0010841	Solyc07g007110.3.1	Av_00012158-RA
OG0010844	Solyc06g066120.3.1	Av_00008311-RA
OG0010845	Solyc12g042910.2.1	Av_00021144-RA
OG0010846	Solyc05g018520.3.1	Av_00004036-RA
OG0010847	Solyc08g068120.2.1	Av_00006236-RA
OG0010848	Solyc01g094010.3.1	Av_00010907-RA
OG0010849	Solyc01g009590.3.1, Solyc06g035820.1.1	Av_00002077-RA
OG0010850	Solyc01g091450.3.1	Av_00008647-RA
OG0010851	Solyc12g006660.2.1	Av_00005863-RA, Av_00012136-RA
OG0010852	Solyc01g091410.3.1	Av_00011453-RA, Av_00003202-RA
OG0010853	Solyc12g008530.2.1	Av_00016031-RA
OG0010854	Solyc08g079830.3.1	Av_00006084-RA
OG0010855	Solyc08g075420.3.1	Av_00015876-RA
OG0010856	Solyc01g097670.3.1	Av_00009444-RA, Av_00001655-RA
OG0010858	Solyc03g093230.3.1	Av_00020129-RA
OG0010859	Solyc12g006620.2.1	Av_00003787-RA
OG0010860	Solyc06g082760.3.1, Solyc06g082750.3.1	Av_00021391-RA, Av_00023773-RA
OG0010861	Solyc12g007120.2.1	Av_00024752-RA
OG0010864	Solyc10g080160.2.1	Av_00013642-RA
OG0010865	Solyc08g067260.3.1	Av_00007103-RA, Av_00003596-RA
OG0010866	Solyc08g082080.3.1	Av_00015683-RA
OG0010867	Solyc07g006520.3.1	Av_00012317-RA
OG0010868	Solyc02g072460.1.1	Av_00009442-RA
OG0010869	Solyc01g090770.3.1	Av_00023217-RA
OG0010870	Solyc10g079970.2.1	Av_00012126-RA, Av_00005873-RA
OG0010872	Solyc07g042440.3.1	Av_00021107-RA, Av_00017136-RA
