Orthogroup	S_lycopersicum.proteins	A_hypochondriacus.proteins
OG0010438	Solyc03g082975.1.1	AH011960-RA
OG0010439	Solyc02g093760.3.1, Solyc02g067970.3.1	AH004508-RA
OG0010440	Solyc03g123820.2.1	AH015511-RA, AH021212-RA
OG0010441	Solyc04g072410.3.1	AH010873-RA, AH007535-RA
OG0010442	Solyc08g081080.3.1	AH015373-RA
OG0010443	Solyc04g079950.3.1	AH013446-RA
OG0010444	Solyc03g033390.3.1	AH006469-RA
OG0010445	Solyc04g080780.2.1	AH009718-RA
OG0010446	Solyc05g015310.3.1	AH005161-RA
OG0010447	Solyc03g083110.1.1	AH010581-RA
OG0010449	Solyc08g082530.3.1	AH018108-RA
OG0010451	Solyc01g090670.3.1	AH009067-RA
OG0010452	Solyc01g049960.3.1	AH007633-RA
OG0010454	Solyc03g113390.3.1	AH002790-RA, AH017632-RA
OG0010455	Solyc04g074090.3.1	AH017060-RA
OG0010456	Solyc02g067930.3.1	AH007818-RA
OG0010457	Solyc03g083300.3.1	AH007882-RA
OG0010458	Solyc03g097740.1.1	AH017367-RA, AH002960-RA
OG0010459	Solyc11g056640.2.1	AH010927-RA
OG0010460	Solyc00g128870.3.1	AH004092-RA
OG0010461	Solyc03g006460.3.1	AH019938-RA
OG0010463	Solyc08g013720.3.1	AH013054-RA
OG0010464	Solyc12g027750.2.1, Solyc12g027740.2.1	AH017337-RA
OG0010465	Solyc12g036170.2.1	AH017566-RA
OG0010466	Solyc11g005960.1.1	AH023709-RA
OG0010467	Solyc12g096230.2.1	AH003138-RA
OG0010468	Solyc11g011470.2.1	AH015862-RA, AH015861-RA, AH015863-RA
OG0010469	Solyc01g100840.3.1	AH003834-RA, AH022432-RA
OG0010470	Solyc04g009210.1.1	AH019021-RA, AH019024-RA, AH019020-RA
OG0010471	Solyc05g005170.3.1	AH004427-RA, AH004789-RA
OG0010472	Solyc02g087290.3.1	AH022946-RA
OG0010473	Solyc08g076670.3.1	AH018411-RA
OG0010474	Solyc03g111700.3.1	AH004066-RA
OG0010475	Solyc07g044890.1.1, Solyc05g010000.1.1	AH005433-RA, AH004080-RA
OG0010476	Solyc04g039820.2.1	AH006058-RA
OG0010477	Solyc12g027770.2.1	AH021204-RA
OG0010478	Solyc12g038980.2.1	AH017450-RA
OG0010479	Solyc08g005090.1.1, Solyc08g076870.1.1	AH018402-RA, AH011510-RA
OG0010480	Solyc01g009050.3.1	AH013878-RA
OG0010482	Solyc05g009560.3.1	AH004061-RA
OG0010483	Solyc02g093620.1.1	AH015936-RA
OG0010484	Solyc05g008420.3.1	AH004179-RA
OG0010485	Solyc05g007060.3.1	AH000469-RA
OG0010486	Solyc09g066495.1.1	AH002662-RA, AH017720-RA
OG0010487	Solyc02g036470.3.1	AH010689-RA
OG0010489	Solyc03g059020.2.1	AH020342-RA
OG0010490	Solyc12g096190.2.1	AH016486-RA
OG0010491	Solyc05g056560.3.1	AH016082-RA
OG0010492	Solyc03g118130.3.1	AH017406-RA
OG0010493	Solyc02g085820.3.1	AH016509-RA
OG0010494	Solyc03g097010.3.1	AH019948-RA, AH007279-RA
OG0010495	Solyc03g114670.3.1, Solyc06g069350.2.1	AH002911-RA
OG0010496	Solyc01g088570.3.1	AH009336-RA
OG0010497	Solyc00g005050.3.1, Solyc04g009190.3.1	AH004289-RA, AH004942-RA
OG0010498	Solyc05g012440.3.1	AH009430-RA
OG0010499	Solyc11g006360.1.1	AH000635-RA
OG0010500	Solyc05g005680.3.1	AH004768-RA
OG0010501	Solyc01g009290.3.1	AH019378-RA
OG0010502	Solyc04g008570.3.1	AH011994-RA, AH019664-RA
OG0010503	Solyc04g077110.3.1, Solyc09g007070.1.1	AH008587-RA
OG0010505	Solyc03g113280.3.1	AH017625-RA
OG0010506	Solyc04g009030.3.1, Solyc02g020940.3.1	AH007827-RA
OG0010507	Solyc04g025670.3.1	AH014441-RA
OG0010508	Solyc08g077990.3.1	AH018267-RA
OG0010509	Solyc05g014160.3.1	AH004896-RA
OG0010510	Solyc01g090510.2.1	AH022077-RA
OG0010511	Solyc08g083260.3.1	AH002989-RA
OG0010512	Solyc01g088530.2.1	AH009329-RA
OG0010513	Solyc05g008040.3.1	AH005350-RA
OG0010514	Solyc05g053390.3.1	AH019795-RA
OG0010515	Solyc01g010970.3.1	AH004343-RA
OG0010518	Solyc12g038370.2.1	AH017437-RA
OG0010519	Solyc05g009780.3.1	AH005416-RA
OG0010520	Solyc08g029150.2.1	AH018444-RA
OG0010521	Solyc11g069910.2.1	AH005272-RA, AH004223-RA
OG0010522	Solyc05g008370.1.1	AH010427-RA
OG0010523	Solyc01g100430.3.1	AH015728-RA, AH002697-RA
OG0010526	Solyc12g036200.2.1	AH002841-RA, AH002842-RA
OG0010527	Solyc03g097210.3.1	AH019897-RA
OG0010528	Solyc02g087240.3.1	AH004515-RA, AH004933-RA
OG0010529	Solyc03g113900.3.1	AH017319-RA
OG0010530	Solyc05g010800.3.1, Solyc04g005260.2.1	AH005372-RA
OG0010531	Solyc03g119840.3.1	AH017436-RA
OG0010532	Solyc08g007010.3.1	AH018337-RA
OG0010533	Solyc05g007730.3.1	AH004355-RA
OG0010534	Solyc08g078380.3.1	AH008606-RA
OG0010535	Solyc03g114810.3.1	AH002904-RA, AH017466-RA
OG0010536	Solyc07g065780.2.1	AH006966-RA
OG0010537	Solyc05g008600.3.1	AH012639-RA
OG0010538	Solyc11g008760.2.1	AH009261-RA
OG0010539	Solyc01g009780.3.1	AH005227-RA, AH004579-RA
OG0010540	Solyc04g054460.3.1	AH006247-RA
OG0010541	Solyc06g060990.3.1	AH011463-RA
OG0010542	Solyc05g012460.3.1	AH005556-RA
OG0010543	Solyc03g118680.3.1	AH017194-RA
OG0010544	Solyc09g012050.1.1, Solyc09g005670.2.1, Solyc09g005650.1.1, Solyc09g005660.3.1	AH018241-RA, AH018242-RA
OG0010545	Solyc10g081280.2.1	AH019315-RA
OG0010547	Solyc12g056060.2.1, Solyc08g008260.2.1	AH018060-RA
OG0010549	Solyc10g086480.2.1	AH019113-RA
OG0010550	Solyc10g054540.1.1	AH002224-RA, AH008486-RA, AH023502-RA
OG0010552	Solyc01g065800.1.1	AH015459-RA, AH015457-RA
OG0010553	Solyc02g067120.3.1, Solyc02g088270.3.1	AH015801-RA
OG0010554	Solyc07g052077.1.1	AH017302-RA
OG0010555	Solyc11g006830.2.1	AH010220-RA, AH020174-RA
OG0010556	Solyc03g007720.3.1, Solyc03g007710.3.1, Solyc03g007700.1.1	AH019615-RA, AH012078-RA
OG0010557	Solyc03g094020.3.1	AH020442-RA
OG0010558	Solyc02g080615.1.1	AH014987-RA
OG0010559	Solyc04g007470.3.1	AH005496-RA
OG0010560	Solyc03g032240.3.1	AH004298-RA, AH004955-RA
OG0010561	Solyc03g078330.1.1	AH012245-RA, AH012221-RA, AH012306-RA, AH012305-RA
OG0010562	Solyc11g019910.1.1, Solyc03g083660.1.1, Solyc03g083700.1.1, Solyc03g083710.1.1	AH012208-RA
OG0010563	Solyc02g092880.3.1	AH003906-RA
OG0010566	Solyc11g042880.2.1	AH002325-RA
OG0010624	Solyc06g036330.1.1	AH012093-RA, AH016726-RA
OG0010625	Solyc08g075500.3.1	AH003491-RA
OG0010626	Solyc10g084060.2.1, Solyc04g040210.3.1	AH020465-RA, AH006713-RA
OG0010629	Solyc10g084040.2.1	AH022013-RA
OG0010630	Solyc01g067080.3.1	AH007016-RA
OG0010631	Solyc09g082190.1.1, Solyc06g054130.1.1	AH019815-RA
OG0010632	Solyc11g071770.1.1	AH013861-RA
OG0010633	Solyc02g082950.3.1, Solyc02g082940.3.1, Solyc09g015350.3.1	AH018840-RA
OG0010634	Solyc08g075070.3.1	AH000988-RA
OG0010635	Solyc10g084880.3.1	AH018971-RA
OG0010636	Solyc01g101150.2.1	AH007387-RA
OG0010637	Solyc10g007670.3.1	AH008742-RA
OG0010639	Solyc12g099175.1.1, Solyc12g099170.2.1	AH011601-RA
OG0010642	Solyc10g083650.1.1	AH012668-RA
OG0010644	Solyc06g076650.3.1	AH001184-RA
OG0010646	Solyc01g067830.3.1, Solyc06g008860.3.1	AH019055-RA
OG0010647	Solyc06g051550.3.1	AH000224-RA
OG0010648	Solyc09g092260.3.1, Solyc05g053760.3.1	AH020579-RA
OG0010649	Solyc03g098140.3.1	AH007871-RA
OG0010651	Solyc09g010170.3.1	AH021788-RA
OG0010652	Solyc01g103080.3.1	AH004221-RA
OG0010653	Solyc11g066440.2.1	AH001232-RA
OG0010654	Solyc08g014480.3.1	AH015683-RA
OG0010657	Solyc09g082600.2.1, Solyc06g053980.3.1	AH019833-RA
OG0010659	Solyc11g008710.2.1	AH002557-RA
OG0010660	Solyc04g015190.3.1	AH021423-RA, AH014852-RA
OG0010663	Solyc09g074660.3.1	AH012841-RA
OG0010664	Solyc12g055740.2.1	AH013454-RA
OG0010665	Solyc01g096660.3.1	AH019340-RA
OG0010666	Solyc01g105040.3.1	AH006911-RA
OG0010667	Solyc10g018270.1.1, Solyc01g098570.2.1	AH010559-RA
OG0010668	Solyc11g044940.1.1	AH022669-RA
OG0010669	Solyc09g057640.3.1	AH013613-RA
OG0010670	Solyc09g008860.3.1	AH021861-RA, AH022262-RA
OG0010671	Solyc09g010730.1.1, Solyc06g076060.1.1	AH013680-RA
OG0010672	Solyc12g098360.2.1	AH020599-RA
OG0010673	Solyc11g068550.1.1	AH013240-RA
OG0010674	Solyc02g080650.3.1	AH009204-RA
OG0010675	Solyc10g085380.2.1	AH013209-RA, AH022441-RA
OG0010676	Solyc03g025860.3.1	AH019554-RA
OG0010678	Solyc05g012257.1.1	AH009309-RA
OG0010679	Solyc06g007700.3.1	AH020069-RA, AH011667-RA
OG0010680	Solyc01g065710.3.1	AH006991-RA
OG0010681	Solyc08g007440.2.1	AH018553-RA
OG0010682	Solyc09g009150.1.1	AH012659-RA
OG0010684	Solyc06g009375.1.1	AH017280-RA
OG0010685	Solyc06g009190.3.1, Solyc09g075350.3.1	AH012951-RA
OG0010686	Solyc12g043100.2.1	AH000454-RA
OG0010687	Solyc09g014415.1.1	AH012715-RA
OG0010691	Solyc08g080250.3.1	AH003896-RA
OG0010692	Solyc09g090820.3.1	AH007005-RA
OG0010693	Solyc02g077410.3.1	AH015277-RA
OG0010694	Solyc09g090540.3.1	AH019889-RA, AH007176-RA
OG0010695	Solyc09g092170.2.1	AH020586-RA
OG0010696	Solyc01g080050.3.1	AH012483-RA
OG0010697	Solyc10g077040.2.1	AH006582-RA
OG0010698	Solyc09g060110.3.1	AH013075-RA
OG0010699	Solyc01g065630.1.1, Solyc02g011750.1.1, Solyc01g065593.1.1, Solyc11g044600.2.1, Solyc10g047420.2.1	AH020672-RA
OG0010699	Solyc01g065597.1.1, Solyc01g065610.1.1	AH015416-RA
OG0010700	Solyc10g018120.2.1	AH016318-RA, AH023153-RA
OG0010701	Solyc01g068190.3.1	AH015717-RA
OG0010703	Solyc06g054590.3.1	AH010647-RA
OG0010704	Solyc09g065300.3.1	AH017852-RA
OG0010707	Solyc12g098520.2.1	AH006501-RA
OG0010709	Solyc06g009520.3.1	AH002709-RA
OG0010712	Solyc08g068050.3.1	AH015335-RA
OG0010713	Solyc01g066480.3.1	AH020204-RA
OG0010714	Solyc06g043150.3.1	AH016419-RA
OG0010715	Solyc08g065550.1.1	AH012630-RA, AH003325-RA
OG0010715	Solyc00g019950.1.1, Solyc01g020470.2.1, Solyc03g061560.2.1, Solyc08g065620.1.1	AH015503-RA
OG0010716	Solyc09g092340.3.1	AH006493-RA
OG0010718	Solyc06g007760.3.1	AH003965-RA
OG0010719	Solyc09g010110.3.1	AH021802-RA
OG0010720	Solyc01g067500.3.1	AH007021-RA, AH020177-RA
OG0010722	Solyc07g065125.1.1	AH009739-RA
OG0010723	Solyc12g020110.2.1	AH006659-RA
OG0010724	Solyc09g075750.1.1	AH007085-RA
OG0010727	Solyc02g083640.3.1	AH006456-RA
OG0010728	Solyc10g055700.2.1	AH017356-RA
OG0010729	Solyc11g009070.2.1	AH006026-RA
OG0010730	Solyc02g084750.3.1	AH003796-RA
OG0010731	Solyc03g043750.3.1	AH010378-RA
OG0010732	Solyc04g072130.2.1	AH023561-RA
OG0010733	Solyc02g083360.1.1	AH004969-RA
OG0010734	Solyc11g010100.2.1	AH005870-RA
OG0010735	Solyc04g079410.3.1	AH008623-RA
OG0010736	Solyc04g077010.3.1	AH008345-RA
OG0010738	Solyc04g054500.3.1, Solyc05g051820.3.1	AH005954-RA
OG0010739	Solyc02g085070.1.1, Solyc02g062610.3.1	AH005761-RA
OG0010740	Solyc05g018880.1.1, Solyc07g039310.1.1, Solyc12g008850.2.1, Solyc03g007160.1.1	AH010773-RA
OG0010741	Solyc03g115900.3.1, Solyc06g069730.3.1	AH017572-RA
OG0010742	Solyc02g084340.2.1	AH012371-RA
OG0010743	Solyc01g112210.3.1	AH002378-RA
OG0010744	Solyc10g050240.2.1, Solyc01g108200.3.1	AH001771-RA
OG0010745	Solyc02g084660.3.1	AH005809-RA, AH003787-RA
OG0010747	Solyc05g056090.3.1	AH023544-RA
OG0010748	Solyc04g080720.3.1	AH015612-RA, AH015611-RA
OG0010749	Solyc04g051870.2.1	AH016943-RA
OG0010751	Solyc01g110270.3.1	AH001761-RA
OG0010752	Solyc12g094530.1.1, Solyc04g082240.1.1	AH016835-RA, AH023679-RA
OG0010753	Solyc06g063430.2.1	AH001077-RA
OG0010754	Solyc04g081070.3.1	AH008948-RA
OG0010756	Solyc04g082900.3.1	AH006451-RA
OG0010757	Solyc03g044190.3.1	AH003911-RA
OG0010758	Solyc11g005030.2.1	AH021951-RA
OG0010759	Solyc01g111750.3.1	AH000790-RA, AH002291-RA
OG0010760	Solyc09g075420.3.1	AH022081-RA, AH012978-RA
OG0010761	Solyc04g080380.3.1	AH016952-RA
OG0010762	Solyc12g094450.2.1	AH016819-RA
OG0010763	Solyc04g080870.1.1	AH016232-RA
OG0010764	Solyc12g094720.2.1	AH016898-RA
OG0010765	Solyc04g054200.3.1	AH003343-RA
OG0010766	Solyc12g056910.2.1	AH008580-RA
OG0010767	Solyc04g015480.3.1	AH010411-RA
OG0010768	Solyc04g078670.3.1	AH008419-RA, AH016668-RA
OG0010770	Solyc06g072465.1.1, Solyc03g097950.3.1	AH003557-RA, AH003556-RA
OG0010771	Solyc01g015140.1.1, Solyc00g047200.1.1, Solyc08g065625.1.1	AH015468-RA
OG0010772	Solyc11g012890.2.1	AH008877-RA
OG0010773	Solyc04g082650.3.1	AH016846-RA
OG0010775	Solyc01g103380.3.1, Solyc10g045550.2.1	AH005299-RA
OG0010776	Solyc10g047120.2.1	AH007857-RA
OG0010777	Solyc07g049740.3.1	AH000049-RA
OG0010778	Solyc04g078600.3.1	AH008415-RA
OG0010781	Solyc04g071010.3.1, Solyc04g071290.3.1	AH008457-RA, AH011962-RA
OG0010782	Solyc04g077820.3.1	AH005642-RA
OG0010783	Solyc02g082240.1.1	AH005986-RA, AH003610-RA
OG0010785	Solyc01g104130.3.1	AH011936-RA
OG0010786	Solyc01g103710.3.1	AH006927-RA
OG0010787	Solyc01g107980.3.1	AH001624-RA
OG0010788	Solyc01g105020.3.1	AH014641-RA
OG0010790	Solyc12g016190.2.1	AH020030-RA
OG0010791	Solyc11g020860.1.1, Solyc07g005895.1.1	AH014849-RA
OG0010792	Solyc08g077840.3.1	AH018255-RA
OG0010794	Solyc02g079770.3.1	AH015176-RA, AH021566-RA
OG0010795	Solyc11g012070.2.1	AH014923-RA
OG0010796	Solyc01g005895.1.1, Solyc04g079720.3.1	AH021421-RA
OG0010797	Solyc03g083130.2.1, Solyc03g071810.1.1, Solyc03g083143.1.1	AH011978-RA
OG0010798	Solyc11g011990.2.1	AH021474-RA, AH014935-RA
OG0010799	Solyc01g102670.3.1	AH004241-RA
OG0010800	Solyc07g043570.3.1	AH001117-RA
OG0010801	Solyc02g081670.1.1	AH008044-RA
OG0010802	Solyc07g054690.1.1	AH000244-RA
OG0010804	Solyc08g006930.3.1	AH013305-RA
OG0010806	Solyc08g005570.3.1	AH016089-RA
OG0010807	Solyc02g069570.3.1	AH006318-RA
OG0010809	Solyc07g056320.3.1	AH001225-RA
OG0010810	Solyc04g015150.3.1	AH021427-RA
OG0010811	Solyc07g005120.3.1	AH007732-RA
OG0010812	Solyc07g052640.3.1	AH000427-RA
OG0010813	Solyc01g088490.3.1	AH000363-RA
OG0010814	Solyc12g088730.2.1	AH013096-RA
OG0010815	Solyc11g012640.1.1	AH021435-RA
OG0010816	Solyc08g078860.3.1	AH018588-RA, AH018589-RA
OG0010817	Solyc08g082160.3.1	AH018080-RA, AH011314-RA
OG0010818	Solyc02g079730.3.1	AH010608-RA
OG0010819	Solyc08g006110.3.1	AH017057-RA
OG0010821	Solyc05g017950.3.1	AH014163-RA
OG0010822	Solyc01g095040.3.1	AH009640-RA
OG0010823	Solyc07g005430.3.1	AH020789-RA
OG0010824	Solyc08g067060.2.1	AH019560-RA
OG0010825	Solyc07g017800.3.1	AH020965-RA, AH014408-RA
OG0010826	Solyc02g078830.3.1	AH012740-RA
OG0010827	Solyc07g005830.3.1	AH014286-RA
OG0010828	Solyc03g025810.3.1	AH012390-RA
OG0010829	Solyc03g025540.3.1	AH019576-RA
OG0010830	Solyc07g025520.3.1	AH002231-RA
OG0010831	Solyc11g070030.2.1	AH016103-RA
OG0010832	Solyc00g024150.3.1	AH009891-RA, AH006677-RA
OG0010833	Solyc07g045315.1.1	AH000123-RA
OG0010834	Solyc12g096330.2.1	AH016012-RA
OG0010835	Solyc08g066540.3.1	AH014210-RA
OG0010836	Solyc03g007620.3.1	AH019609-RA, AH019608-RA, AH012090-RA
OG0010837	Solyc03g083560.1.1, Solyc06g034390.1.1	AH012265-RA
OG0010838	Solyc08g006650.3.1	AH018993-RA
OG0010839	Solyc10g018590.2.1	AH023587-RA
OG0010840	Solyc06g064830.3.1	AH010666-RA
OG0010841	Solyc07g007110.3.1	AH020653-RA
OG0010843	Solyc01g090850.3.1	AH009082-RA
OG0010844	Solyc06g066120.3.1	AH019032-RA, AH015300-RA
OG0010845	Solyc12g042910.2.1	AH002010-RA
OG0010846	Solyc05g018520.3.1	AH014067-RA
OG0010847	Solyc08g068120.2.1	AH016218-RA
OG0010848	Solyc01g094010.3.1	AH009179-RA
OG0010849	Solyc01g009590.3.1, Solyc06g035820.1.1	AH012361-RA
OG0010850	Solyc01g091450.3.1	AH020144-RA
OG0010851	Solyc12g006660.2.1	AH014075-RA
OG0010852	Solyc01g091410.3.1	AH009180-RA, AH023815-RA
OG0010853	Solyc12g008530.2.1	AH020903-RA
OG0010854	Solyc08g079830.3.1	AH018721-RA
OG0010855	Solyc08g075420.3.1	AH014688-RA
OG0010858	Solyc03g093230.3.1	AH012198-RA
OG0010859	Solyc12g006620.2.1	AH020763-RA
OG0010860	Solyc06g082760.3.1, Solyc06g082750.3.1	AH017536-RA
OG0010861	Solyc12g007120.2.1	AH020867-RA
OG0010863	Solyc01g091140.3.1, Solyc01g091130.3.1	AH009127-RA
OG0010864	Solyc10g080160.2.1	AH023538-RA
OG0010865	Solyc08g067260.3.1	AH015331-RA
OG0010866	Solyc08g082080.3.1	AH018066-RA
OG0010867	Solyc07g006520.3.1	AH014369-RA
OG0010868	Solyc02g072460.1.1	AH019509-RA
OG0010869	Solyc01g090770.3.1	AH009075-RA
OG0010870	Solyc10g079970.2.1	AH020815-RA
OG0010871	Solyc08g066530.3.1	AH020924-RA, AH014449-RA
OG0010872	Solyc07g042440.3.1	AH014307-RA
OG0010873	Solyc12g006690.2.1	AH014057-RA
OG0010874	Solyc04g054720.3.1	AH003568-RA
OG0010875	Solyc01g094200.3.1	AH009241-RA
OG0010876	Solyc12g006810.2.1	AH020800-RA
OG0010877	Solyc11g006750.1.1	AH010224-RA
OG0010878	Solyc12g096550.2.1	AH018984-RA
OG0010879	Solyc11g071340.2.1	AH015564-RA, AH020842-RA
OG0010880	Solyc08g005520.3.1	AH018505-RA
OG0010881	Solyc03g120970.3.1	AH002157-RA
OG0010882	Solyc03g124010.3.1	AH013495-RA
OG0010883	Solyc07g041780.3.1, Solyc12g009080.2.1	AH014591-RA
OG0010885	Solyc08g076450.3.1	AH018446-RA
OG0010888	Solyc08g006870.3.1	AH019008-RA
OG0010889	Solyc05g018233.1.1	AH014300-RA
OG0010890	Solyc08g077510.3.1	AH018232-RA
OG0010891	Solyc07g009460.3.1	AH021164-RA
OG0010892	Solyc03g081230.1.1	AH019728-RA
OG0010893	Solyc03g007550.3.1	AH012053-RA
OG0010895	Solyc08g068350.3.1	AH016188-RA
OG0010896	Solyc07g008200.3.1	AH014112-RA
OG0010897	Solyc03g082820.3.1	AH011937-RA
OG0010898	Solyc06g068160.3.1	AH001958-RA
OG0010899	Solyc12g007070.2.1	AH020851-RA, AH014540-RA
OG0010900	Solyc08g075280.3.1	AH018774-RA
OG0010901	Solyc08g066820.3.1	AH014108-RA
OG0010902	Solyc07g032220.3.1	AH014249-RA
OG0010903	Solyc09g009230.2.1	AH012653-RA
OG0010904	Solyc03g120380.3.1	AH002030-RA
OG0010905	Solyc06g008890.3.1	AH014051-RA
OG0010906	Solyc07g066170.3.1, Solyc01g056200.1.1	AH009725-RA
OG0010907	Solyc07g006620.3.1	AH014376-RA
OG0010908	Solyc03g120880.3.1	AH000494-RA
OG0010911	Solyc06g065570.3.1, Solyc08g067440.2.1	AH015361-RA
OG0010912	Solyc08g068340.3.1	AH023308-RA
OG0010914	Solyc12g009180.2.1	AH021085-RA
OG0010915	Solyc11g062020.2.1	AH010938-RA
OG0010916	Solyc06g060670.3.1	AH018610-RA
OG0010917	Solyc07g005530.3.1	AH012850-RA, AH012849-RA
OG0010919	Solyc03g025320.3.1	AH019592-RA
OG0010920	Solyc08g081710.3.1	AH011286-RA, AH018028-RA
OG0010921	Solyc07g006340.3.1	AH021010-RA
OG0010922	Solyc10g084680.1.1	AH013643-RA, AH006016-RA
OG0010923	Solyc03g083970.3.1	AH012232-RA
OG0010924	Solyc07g039195.1.1, Solyc07g039190.3.1	AH021143-RA
OG0010926	Solyc01g091900.3.1, Solyc06g074467.1.1	AH022221-RA
OG0010927	Solyc05g006080.1.1	AH021160-RA, AH014261-RA
OG0010928	Solyc08g074270.3.1	AH016013-RA
OG0010929	Solyc02g080610.3.1, Solyc02g032840.1.1	AH014988-RA
OG0010930	Solyc01g068370.3.1	AH003072-RA
OG0010931	Solyc10g083830.2.1	AH021883-RA
OG0010932	Solyc02g069460.3.1, Solyc08g074307.1.1, Solyc02g069450.3.1	AH000822-RA, AH002249-RA
OG0010933	Solyc01g102950.3.1	AH021867-RA
OG0010934	Solyc07g066310.3.1, Solyc12g017250.2.1	AH022225-RA, AH013314-RA
OG0010935	Solyc06g074080.3.1	AH022694-RA
OG0010936	Solyc02g081530.1.1	AH006666-RA
OG0010937	Solyc08g048450.3.1	AH014703-RA
OG0010938	Solyc06g050690.3.1	AH016315-RA
OG0010939	Solyc03g053010.3.1	AH020301-RA
OG0010940	Solyc02g093730.3.1	AH020303-RA
OG0010941	Solyc03g098130.3.1	AH013178-RA
OG0010942	Solyc08g075720.2.1	AH006327-RA
OG0010944	Solyc07g062220.3.1, Solyc12g014360.2.1	AH010209-RA
OG0010945	Solyc11g062360.2.1	AH011071-RA
OG0010946	Solyc06g051570.3.1	AH023100-RA
OG0010947	Solyc07g063450.2.1, Solyc07g063500.3.1	AH009995-RA
OG0010948	Solyc03g062940.3.1	AH001136-RA
OG0010949	Solyc01g005980.3.1	AH007659-RA
OG0010950	Solyc02g031770.3.1	AH009485-RA
OG0010951	Solyc03g031470.3.1	AH015195-RA
OG0010952	Solyc07g064410.1.1	AH008186-RA
OG0010953	Solyc01g096890.3.1	AH007807-RA, AH010671-RA
OG0010954	Solyc09g018230.1.1	AH012481-RA, AH021729-RA
OG0010955	Solyc02g068490.3.1	AH021938-RA, AH012808-RA
OG0010956	Solyc09g055760.3.1	AH013748-RA
OG0010957	Solyc07g053270.3.1	AH001405-RA
OG0010959	Solyc09g015530.3.1	AH021709-RA
OG0010960	Solyc09g018890.3.1	AH017863-RA
OG0010961	Solyc10g084260.2.1, Solyc09g007490.3.1	AH021975-RA
OG0010963	Solyc09g098220.3.1	AH019740-RA, AH023418-RA
OG0010964	Solyc09g011880.3.1	AH017222-RA
OG0010965	Solyc02g021680.3.1	AH021313-RA
OG0010966	Solyc06g049090.3.1	AH015401-RA
OG0010967	Solyc03g120610.3.1	AH000477-RA
OG0010968	Solyc07g064475.1.1, Solyc10g006310.3.1	AH008188-RA
OG0010969	Solyc09g055260.3.1	AH014304-RA
OG0010972	Solyc07g055970.1.1	AH001129-RA
OG0010975	Solyc05g055550.3.1, Solyc02g033060.3.1	AH010410-RA
OG0010976	Solyc11g072230.1.1	AH023045-RA, AH009117-RA
OG0010977	Solyc05g010790.2.1	AH005373-RA
OG0010978	Solyc01g009010.3.1	AH004850-RA
OG0010979	Solyc10g084810.2.1	AH010747-RA
OG0010980	Solyc01g096920.3.1	AH010670-RA
OG0010981	Solyc11g045390.2.1	AH003010-RA
OG0010984	Solyc02g070550.3.1	AH014720-RA
OG0010986	Solyc10g076570.2.1, Solyc09g005630.3.1	AH018813-RA
OG0010988	Solyc01g087730.3.1	AH016630-RA
OG0010989	Solyc07g066200.3.1	AH006483-RA
OG0010990	Solyc09g010120.2.1	AH021803-RA
OG0010991	Solyc07g065280.3.1	AH008277-RA, AH009753-RA
OG0010992	Solyc10g084820.2.1, Solyc10g086565.1.1	AH018960-RA, AH003035-RA
OG0010993	Solyc10g005180.3.1	AH010711-RA
OG0010994	Solyc10g081450.2.1	AH003107-RA
OG0010995	Solyc10g005510.3.1	AH023390-RA
OG0010996	Solyc00g233480.1.1, Solyc05g051540.2.1	AH006722-RA, AH006030-RA
OG0010997	Solyc04g064490.3.1	AH022120-RA, AH012606-RA
OG0010999	Solyc01g100400.3.1	AH010400-RA
OG0011000	Solyc03g031430.1.1	AH007495-RA
OG0011001	Solyc07g062100.3.1	AH010300-RA
OG0011002	Solyc03g096830.3.1	AH011714-RA
OG0011004	Solyc03g095940.1.1	AH016351-RA, AH023118-RA
OG0011005	Solyc10g037980.2.1	AH022771-RA
OG0011006	Solyc07g062920.3.1	AH010081-RA
OG0011007	Solyc10g005110.3.1	AH012358-RA
OG0011008	Solyc11g012195.1.1, Solyc06g005865.1.1	AH019682-RA, AH013762-RA
OG0011009	Solyc06g053470.3.1	AH008840-RA
OG0011010	Solyc07g066530.3.1	AH023408-RA
OG0011011	Solyc11g069420.1.1	AH001252-RA, AH000170-RA
OG0011013	Solyc07g048000.3.1	AH021149-RA
OG0011014	Solyc09g009810.1.1	AH021813-RA, AH012604-RA
OG0011016	Solyc06g050310.3.1	AH023181-RA
OG0011017	Solyc12g014020.2.1	AH015964-RA
OG0011018	Solyc10g085830.2.1, Solyc10g085840.1.1	AH012712-RA
OG0011019	Solyc10g005490.3.1	AH023394-RA
OG0011020	Solyc08g081590.2.1	AH015253-RA
OG0011022	Solyc10g008100.3.1	AH000292-RA
OG0011023	Solyc02g080100.1.1	AH015042-RA
OG0011024	Solyc01g005930.3.1	AH007654-RA
OG0011025	Solyc07g047700.3.1	AH001197-RA
OG0011026	Solyc11g008120.2.1	AH008041-RA
OG0011027	Solyc03g095980.3.1, Solyc06g051260.3.1	AH016391-RA
OG0011028	Solyc10g079160.1.1	AH010799-RA
OG0011029	Solyc02g076930.2.1	AH021401-RA, AH014835-RA
OG0011030	Solyc01g079300.3.1	AH002711-RA
OG0011031	Solyc08g079110.3.1	AH003215-RA
OG0011032	Solyc01g104600.3.1	AH017227-RA
OG0011034	Solyc10g049570.2.1	AH019803-RA
OG0011035	Solyc01g106820.3.1	AH000672-RA
