Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0011835	Solyc05g009530.3.1	Ds_00006493-RA
OG0011838	Solyc02g069340.3.1	Ds_00005108-RA
OG0011839	Solyc03g098345.1.1	Ds_00016842-RA
OG0011841	Solyc05g010330.3.1	Ds_00012376-RA
OG0011842	Solyc10g008600.3.1	Ds_00001133-RA
OG0011843	Solyc01g090450.3.1	Ds_00013596-RA
OG0011844	Solyc06g069770.3.1, Solyc03g116020.3.1	Ds_00005351-RA
OG0011847	Solyc12g096100.1.1	Ds_00011149-RA
OG0011849	Solyc06g069190.3.1	Ds_00002272-RA
OG0011850	Solyc01g007920.2.1	Ds_00017409-RA
OG0011851	Solyc02g087170.3.1	Ds_00010838-RA
OG0011852	Solyc04g006960.3.1	Ds_00009105-RA
OG0011853	Solyc05g012080.3.1	Ds_00008426-RA
OG0011854	Solyc01g010240.3.1, Solyc05g012050.3.1	Ds_00008425-RA
OG0011856	Solyc08g076150.3.1	Ds_00011133-RA
OG0011857	Solyc02g082020.3.1	Ds_00015596-RA
OG0011858	Solyc05g008850.3.1	Ds_00005881-RA
OG0011859	Solyc04g008490.2.1	Ds_00007065-RA
OG0011860	Solyc11g066850.2.1	Ds_00014829-RA
OG0011863	Solyc05g056050.3.1, Solyc05g056070.3.1	Ds_00005969-RA
OG0011865	Solyc02g081400.3.1	Ds_00006240-RA
OG0011867	Solyc03g119070.2.1	Ds_00016538-RA
OG0011868	Solyc05g015640.3.1	Ds_00004790-RA
OG0011869	Solyc08g067000.3.1	Ds_00012638-RA
OG0011871	Solyc05g008900.3.1	Ds_00006518-RA
OG0011872	Solyc01g090390.1.1	Ds_00017271-RA
OG0011874	Solyc02g087730.3.1	Ds_00013367-RA
OG0011875	Solyc03g112760.3.1	Ds_00011392-RA
OG0011876	Solyc03g114340.3.1	Ds_00003773-RA
OG0011882	Solyc08g081520.1.1	Ds_00001287-RA
OG0011884	Solyc02g067160.3.1, Solyc02g088210.3.1	Ds_00006884-RA
OG0011887	Solyc11g073090.1.1	Ds_00014719-RA, Ds_00010059-RA
OG0011890	Solyc02g089330.3.1, Solyc07g047620.2.1	Ds_00006801-RA
OG0011891	Solyc08g061930.3.1, Solyc08g061920.2.1	Ds_00003434-RA
OG0011892	Solyc06g008490.3.1	Ds_00007829-RA
OG0011893	Solyc12g088020.1.1	Ds_00014424-RA
OG0011896	Solyc11g017270.2.1, Solyc11g017280.2.1	Ds_00005455-RA
OG0011897	Solyc01g096220.3.1	Ds_00002859-RA
OG0011899	Solyc04g076200.3.1	Ds_00003516-RA
OG0011900	Solyc10g039430.2.1	Ds_00011932-RA
OG0011901	Solyc04g076730.1.1	Ds_00003241-RA, Ds_00014648-RA
OG0011904	Solyc11g073080.2.1	Ds_00014499-RA, Ds_00014718-RA
OG0011910	Solyc05g015390.3.1	Ds_00004802-RA
OG0011912	Solyc01g058260.3.1, Solyc12g099180.2.1	Ds_00005051-RA
OG0011913	Solyc09g090570.2.1	Ds_00005091-RA
OG0011919	Solyc01g087460.2.1	Ds_00000641-RA
OG0011920	Solyc04g009930.2.1	Ds_00005832-RA
OG0011922	Solyc01g103550.1.1	Ds_00017388-RA, Ds_00010739-RA
OG0011925	Solyc01g111200.3.1	Ds_00000029-RA
OG0011938	Solyc05g009710.3.1	Ds_00006484-RA
OG0011945	Solyc12g088610.1.1	Ds_00015178-RA
OG0011945	Solyc12g019840.1.1, Solyc12g019810.1.1, Solyc12g019900.2.1, Solyc04g050080.1.1, Solyc12g019773.1.1, Solyc04g050000.2.1, Solyc04g049740.1.1, Solyc04g050090.1.1, Solyc12g019910.1.1, Solyc12g019820.2.1, Solyc04g050100.1.1, Solyc12g019830.1.1	Ds_00000299-RA
OG0011947	Solyc10g044783.1.1, Solyc04g018177.1.1, Solyc07g042633.1.1, Solyc12g038455.1.1, Solyc01g017793.1.1, Solyc01g017823.1.1, Solyc07g018435.1.1, Solyc05g016195.1.1, Solyc08g044334.1.1, Solyc01g028987.1.1	Ds_00005142-RA
OG0012005	Solyc01g098800.3.1	Ds_00003864-RA
OG0012007	Solyc11g008940.1.1	Ds_00015507-RA
OG0012008	Solyc11g071510.2.1	Ds_00011583-RA
OG0012009	Solyc02g090100.1.1	Ds_00005395-RA
OG0012012	Solyc01g097140.3.1	Ds_00002025-RA
OG0012013	Solyc07g055660.2.1	Ds_00004664-RA
OG0012016	Solyc09g018790.3.1	Ds_00001106-RA
OG0012017	Solyc05g024020.1.1	Ds_00011356-RA
OG0012018	Solyc08g006180.3.1	Ds_00012716-RA
OG0012019	Solyc09g090410.3.1	Ds_00005099-RA, Ds_00005100-RA
OG0012026	Solyc11g008850.2.1	Ds_00006673-RA
OG0012027	Solyc01g096520.3.1	Ds_00011935-RA
OG0012028	Solyc10g045490.1.1	Ds_00012628-RA
OG0012031	Solyc11g071660.1.1	Ds_00016111-RA
OG0012032	Solyc06g005140.3.1	Ds_00012400-RA, Ds_00000929-RA
OG0012033	Solyc09g083210.3.1, Solyc09g083200.3.1, Solyc10g045610.1.1	Ds_00006399-RA
OG0012034	Solyc11g066960.2.1	Ds_00015703-RA
OG0012035	Solyc09g065180.3.1	Ds_00012404-RA
OG0012036	Solyc01g111740.3.1	Ds_00008851-RA
OG0012038	Solyc01g097910.2.1	Ds_00006181-RA
OG0012041	Solyc03g120190.3.1	Ds_00000716-RA
OG0012042	Solyc04g056640.1.1	Ds_00004050-RA
OG0012046	Solyc08g006170.1.1	Ds_00015548-RA
OG0012048	Solyc04g016295.1.1	Ds_00000837-RA
OG0012050	Solyc11g011560.2.1	Ds_00013980-RA
OG0012051	Solyc09g064800.2.1	Ds_00000422-RA
OG0012052	Solyc03g053130.3.1	Ds_00003244-RA
OG0012053	Solyc03g111190.2.1	Ds_00003850-RA
OG0012054	Solyc03g098170.3.1	Ds_00009845-RA, Ds_00000855-RA
OG0012055	Solyc09g074620.3.1	Ds_00014909-RA
OG0012057	Solyc01g079400.3.1	Ds_00001055-RA
OG0012059	Solyc09g075820.3.1	Ds_00003140-RA
OG0012061	Solyc09g075080.3.1	Ds_00000949-RA
OG0012062	Solyc02g083780.2.1	Ds_00009590-RA
OG0012063	Solyc03g093630.2.1	Ds_00000729-RA
OG0012065	Solyc04g016360.3.1	Ds_00000839-RA
OG0012066	Solyc04g077450.3.1	Ds_00012662-RA
OG0012069	Solyc09g065280.3.1	Ds_00011883-RA
OG0012073	Solyc02g021390.1.1, Solyc06g042990.1.1	Ds_00011700-RA
OG0012074	Solyc07g008365.1.1, Solyc07g008367.1.1, Solyc07g008363.1.1	Ds_00002932-RA
OG0012075	Solyc04g079770.3.1	Ds_00007888-RA
OG0012077	Solyc05g053490.3.1, Solyc09g091230.3.1	Ds_00013251-RA
OG0012078	Solyc11g005590.1.1	Ds_00012379-RA
OG0012080	Solyc02g079360.2.1	Ds_00015082-RA
OG0012081	Solyc01g079790.3.1	Ds_00013151-RA
OG0012082	Solyc05g053370.3.1	Ds_00004107-RA
OG0012083	Solyc08g068580.3.1	Ds_00010487-RA
OG0012084	Solyc03g005380.3.1	Ds_00003174-RA
OG0012085	Solyc03g059190.3.1	Ds_00003433-RA
OG0012086	Solyc01g098640.3.1	Ds_00006909-RA
OG0012087	Solyc01g079590.3.1	Ds_00001062-RA
OG0012089	Solyc09g074910.1.1	Ds_00013696-RA
OG0012091	Solyc11g008450.2.1	Ds_00006005-RA
OG0012099	Solyc02g069207.1.1	Ds_00017659-RA
OG0012101	Solyc03g063690.1.1	Ds_00011010-RA
OG0012102	Solyc04g078480.3.1	Ds_00000563-RA
OG0012103	Solyc12g057030.2.1	Ds_00008839-RA
OG0012105	Solyc00g013140.2.1, Solyc03g064040.1.1, Solyc10g080120.1.1, Solyc03g061580.1.1	Ds_00011695-RA, Ds_00016685-RA
OG0012106	Solyc04g080340.3.1	Ds_00015351-RA
OG0012107	Solyc10g049650.2.1	Ds_00012152-RA
OG0012110	Solyc01g109080.3.1	Ds_00015319-RA
OG0012113	Solyc04g071870.1.1	Ds_00016464-RA
OG0012114	Solyc02g085470.3.1	Ds_00010908-RA
OG0012115	Solyc04g077140.3.1	Ds_00000589-RA
OG0012116	Solyc06g064650.3.1	Ds_00001525-RA
OG0012117	Solyc08g008250.2.1	Ds_00004149-RA
OG0012118	Solyc11g017250.2.1	Ds_00013650-RA
OG0012120	Solyc04g077740.1.1	Ds_00002546-RA, Ds_00000521-RA
OG0012123	Solyc01g102690.3.1	Ds_00001479-RA
OG0012124	Solyc11g010900.2.1	Ds_00001397-RA
OG0012128	Solyc01g110130.3.1	Ds_00011278-RA
OG0012129	Solyc01g006920.3.1	Ds_00002442-RA
OG0012130	Solyc02g085080.3.1	Ds_00006738-RA, Ds_00016601-RA
OG0012132	Solyc12g094670.1.1, Solyc04g082520.2.1	Ds_00015034-RA
OG0012133	Solyc01g110450.3.1	Ds_00011264-RA
OG0012139	Solyc11g010120.2.1	Ds_00010957-RA
OG0012140	Solyc05g050710.3.1	Ds_00002500-RA
OG0012141	Solyc02g090690.2.1	Ds_00009472-RA
OG0012142	Solyc01g106450.3.1	Ds_00013541-RA
OG0012143	Solyc04g077130.1.1	Ds_00002483-RA
OG0012144	Solyc10g047630.2.1	Ds_00012211-RA
OG0012145	Solyc04g077860.3.1	Ds_00000531-RA
OG0012146	Solyc09g007050.1.1	Ds_00012032-RA
OG0012147	Solyc10g054160.1.1, Solyc10g054220.1.1	Ds_00017368-RA, Ds_00014936-RA, Ds_00006686-RA, Ds_00002938-RA, Ds_00012228-RA, Ds_00002246-RA, Ds_00017441-RA, Ds_00012466-RA, Ds_00003335-RA, Ds_00014523-RA
OG0012148	Solyc01g111690.3.1	Ds_00013001-RA
OG0012149	Solyc09g098225.1.1	Ds_00003315-RA
OG0012150	Solyc10g074790.2.1	Ds_00014296-RA
OG0012151	Solyc10g008570.3.1	Ds_00012288-RA
OG0012152	Solyc04g074370.2.1	Ds_00016332-RA
OG0012154	Solyc10g008740.3.1	Ds_00011511-RA
OG0012157	Solyc04g015200.3.1	Ds_00004416-RA
OG0012158	Solyc12g015680.1.1	Ds_00010480-RA
OG0012159	Solyc12g014050.2.1	Ds_00001799-RA
OG0012160	Solyc10g006370.3.1	Ds_00011728-RA
OG0012162	Solyc10g007730.3.1	Ds_00014579-RA
OG0012163	Solyc11g068930.2.1	Ds_00011503-RA
OG0012165	Solyc07g065470.3.1	Ds_00014061-RA
OG0012166	Solyc02g063460.1.1	Ds_00016302-RA, Ds_00011339-RA
OG0012171	Solyc02g070670.3.1	Ds_00012752-RA
OG0012173	Solyc07g024030.3.1	Ds_00000265-RA
OG0012174	Solyc12g100320.2.1	Ds_00007797-RA
OG0012175	Solyc08g079470.3.1	Ds_00001345-RA
OG0012176	Solyc08g079770.3.1	Ds_00009892-RA
OG0012177	Solyc07g008660.3.1	Ds_00017522-RA
OG0012178	Solyc08g078990.2.1	Ds_00011317-RA
OG0012179	Solyc03g007080.3.1	Ds_00005801-RA
OG0012182	Solyc08g082850.3.1	Ds_00006593-RA
OG0012183	Solyc04g080830.3.1	Ds_00000369-RA
OG0012185	Solyc01g091890.3.1	Ds_00003558-RA
OG0012186	Solyc12g044610.2.1	Ds_00000766-RA
OG0012188	Solyc03g121110.3.1	Ds_00000772-RA
OG0012189	Solyc05g026130.3.1	Ds_00014398-RA
OG0012190	Solyc08g029110.3.1	Ds_00017889-RA
OG0012191	Solyc08g013830.1.1	Ds_00017557-RA, Ds_00012866-RA
OG0012192	Solyc06g065510.3.1	Ds_00014277-RA
OG0012194	Solyc02g088710.3.1	Ds_00010767-RA
OG0012197	Solyc08g079240.3.1	Ds_00016731-RA
OG0012198	Solyc12g009425.1.1, Solyc12g009420.2.1	Ds_00015726-RA
OG0012200	Solyc08g013860.3.1	Ds_00001538-RA
OG0012203	Solyc03g083570.3.1	Ds_00011992-RA
OG0012205	Solyc07g063740.2.1, Solyc07g063733.1.1	Ds_00003432-RA
OG0012207	Solyc12g008860.2.1	Ds_00000187-RA
OG0012208	Solyc03g006990.1.1	Ds_00012954-RA
OG0012209	Solyc04g079150.1.1	Ds_00016901-RA
OG0012211	Solyc08g006430.3.1	Ds_00013344-RA
OG0012212	Solyc01g049810.3.1	Ds_00007785-RA
OG0012213	Solyc08g068820.3.1	Ds_00003327-RA
OG0012214	Solyc08g061778.1.1	Ds_00001949-RA
OG0012216	Solyc01g099240.3.1	Ds_00000226-RA
OG0012218	Solyc03g120510.1.1	Ds_00000742-RA
OG0012219	Solyc08g068085.1.1, Solyc08g068090.3.1, Solyc08g068070.3.1	Ds_00014259-RA
OG0012220	Solyc03g006980.3.1, Solyc08g062280.2.1	Ds_00012013-RA
OG0012222	Solyc10g086500.1.1	Ds_00011976-RA
OG0012224	Solyc08g067250.3.1	Ds_00003330-RA
OG0012226	Solyc08g075770.3.1	Ds_00004883-RA
OG0012227	Solyc04g051230.2.1, Solyc06g035600.3.1	Ds_00012025-RA
OG0012228	Solyc02g079400.3.1	Ds_00015081-RA
OG0012229	Solyc01g091465.1.1	Ds_00001635-RA
OG0012230	Solyc07g041870.3.1	Ds_00013318-RA
OG0012231	Solyc10g086470.2.1	Ds_00010934-RA
OG0012232	Solyc01g008250.3.1, Solyc01g008240.3.1	Ds_00004184-RA
OG0012233	Solyc08g075440.3.1	Ds_00004074-RA
OG0012236	Solyc08g062700.3.1	Ds_00011845-RA
OG0012237	Solyc08g078440.3.1	Ds_00014631-RA
OG0012238	Solyc07g006490.3.1	Ds_00016437-RA
OG0012240	Solyc07g008470.3.1	Ds_00015768-RA
OG0012241	Solyc06g063250.3.1	Ds_00012792-RA
OG0012242	Solyc03g120630.3.1	Ds_00000733-RA
OG0012243	Solyc08g008530.1.1	Ds_00005143-RA
OG0012244	Solyc10g078790.1.1	Ds_00007961-RA
OG0012248	Solyc11g067210.1.1	Ds_00015692-RA
OG0012249	Solyc10g081380.2.1	Ds_00010278-RA
OG0012252	Solyc11g006400.2.1	Ds_00000861-RA
OG0012253	Solyc12g007020.2.1	Ds_00012865-RA
OG0012255	Solyc03g051785.1.1	Ds_00000813-RA
OG0012256	Solyc10g085080.2.1, Solyc09g014215.1.1	Ds_00009534-RA
OG0012257	Solyc07g063010.3.1	Ds_00007578-RA
OG0012258	Solyc04g082870.1.1	Ds_00002855-RA
OG0012259	Solyc09g098140.3.1	Ds_00014728-RA
OG0012260	Solyc02g077300.2.1	Ds_00011514-RA
OG0012261	Solyc05g052600.3.1	Ds_00005819-RA
OG0012262	Solyc03g115460.2.1	Ds_00017742-RA
OG0012265	Solyc02g079140.2.1	Ds_00010185-RA
OG0012267	Solyc07g062780.3.1	Ds_00007560-RA
OG0012268	Solyc04g009610.2.1	Ds_00010303-RA
OG0012269	Solyc04g015280.3.1	Ds_00004732-RA
OG0012271	Solyc09g091500.3.1	Ds_00006570-RA
OG0012272	Solyc05g056150.3.1	Ds_00015784-RA
OG0012273	Solyc11g068500.2.1	Ds_00010156-RA
OG0012276	Solyc12g014395.1.1, Solyc07g062190.3.1	Ds_00006868-RA
OG0012277	Solyc02g091680.3.1	Ds_00011238-RA
OG0012279	Solyc10g039380.2.1	Ds_00007029-RA
OG0012281	Solyc09g020190.3.1	Ds_00010116-RA
OG0012282	Solyc02g079850.3.1	Ds_00015902-RA
OG0012283	Solyc07g043330.2.1	Ds_00011890-RA
OG0012284	Solyc01g087880.3.1	Ds_00011084-RA
OG0012285	Solyc09g018260.1.1, Solyc11g008260.2.1	Ds_00006018-RA
OG0012286	Solyc10g079490.2.1	Ds_00004821-RA
OG0012288	Solyc09g057910.3.1	Ds_00007518-RA
OG0012291	Solyc10g083795.1.1	Ds_00002036-RA
OG0012292	Solyc02g081170.3.1	Ds_00013368-RA
OG0012293	Solyc09g011350.2.1	Ds_00007596-RA
OG0012294	Solyc09g007460.3.1	Ds_00010288-RA
OG0012295	Solyc02g078940.3.1	Ds_00015231-RA
OG0012296	Solyc01g098480.2.1	Ds_00000033-RA
OG0012298	Solyc07g064950.3.1	Ds_00014614-RA
OG0012300	Solyc02g094480.3.1	Ds_00011808-RA
OG0012301	Solyc02g069070.3.1	Ds_00004740-RA
OG0012302	Solyc06g084580.1.1	Ds_00015488-RA
OG0012304	Solyc02g077650.2.1	Ds_00017267-RA, Ds_00008985-RA
OG0012305	Solyc07g049380.1.1, Solyc12g006000.1.1	Ds_00005259-RA
OG0012306	Solyc10g078560.3.1	Ds_00007157-RA
OG0012307	Solyc11g012700.2.1	Ds_00010255-RA
OG0012308	Solyc07g052680.1.1	Ds_00012276-RA
OG0012310	Solyc10g076590.2.1	Ds_00002240-RA
OG0012311	Solyc12g014200.2.1	Ds_00007544-RA
OG0012312	Solyc01g100420.3.1	Ds_00017577-RA
OG0012313	Solyc11g072040.2.1	Ds_00011579-RA
OG0012315	Solyc03g095760.3.1	Ds_00012920-RA
OG0012316	Solyc09g007780.1.1	Ds_00002030-RA, Ds_00008757-RA
OG0012317	Solyc02g005200.3.1	Ds_00014216-RA
OG0012320	Solyc01g097740.3.1	Ds_00006940-RA
OG0012321	Solyc01g097830.2.1	Ds_00006281-RA
OG0012323	Solyc07g032770.1.1, Solyc06g063270.3.1	Ds_00012046-RA
OG0012324	Solyc01g080415.1.1	Ds_00003090-RA
OG0012326	Solyc03g080110.3.1	Ds_00005591-RA
OG0012327	Solyc01g094920.3.1	Ds_00008391-RA
OG0012329	Solyc06g065230.3.1	Ds_00011882-RA
OG0012330	Solyc01g005540.3.1	Ds_00006069-RA
OG0012331	Solyc04g083010.3.1	Ds_00011955-RA
OG0012334	Solyc09g075030.3.1	Ds_00011791-RA
OG0012336	Solyc08g007410.3.1	Ds_00011328-RA
OG0012337	Solyc04g054890.3.1	Ds_00012829-RA
OG0012340	Solyc07g021550.3.1	Ds_00000201-RA
OG0012341	Solyc09g082120.3.1	Ds_00006382-RA
OG0012342	Solyc02g068290.2.1	Ds_00016723-RA, Ds_00016719-RA
OG0012344	Solyc03g111330.3.1	Ds_00013762-RA
OG0012345	Solyc03g110990.1.1, Solyc06g071930.1.1	Ds_00013770-RA
OG0012348	Solyc12g094480.2.1	Ds_00017866-RA
OG0012350	Solyc09g064450.3.1	Ds_00014971-RA, Ds_00014332-RA
OG0012351	Solyc07g007440.1.1	Ds_00007948-RA
OG0012352	Solyc01g102790.3.1	Ds_00014346-RA
OG0012356	Solyc11g020230.1.1	Ds_00002884-RA
OG0012358	Solyc12g056990.1.1	Ds_00008829-RA
OG0012359	Solyc03g043715.1.1, Solyc03g043720.3.1	Ds_00013394-RA
OG0012360	Solyc02g090540.3.1, Solyc02g065060.3.1	Ds_00005383-RA
OG0012361	Solyc06g083880.2.1	Ds_00014552-RA
OG0012362	Solyc01g107670.2.1	Ds_00008192-RA
OG0012363	Solyc06g083720.2.1, Solyc09g064490.2.1	Ds_00004687-RA
OG0012366	Solyc11g042500.2.1	Ds_00004376-RA
OG0012368	Solyc02g094310.2.1	Ds_00007830-RA
OG0012369	Solyc09g064630.3.1, Solyc03g005710.2.1	Ds_00000992-RA
OG0012370	Solyc02g094170.3.1	Ds_00008055-RA
OG0012371	Solyc01g108260.3.1	Ds_00007022-RA, Ds_00018024-RA
OG0012372	Solyc11g040130.2.1	Ds_00008038-RA
OG0012374	Solyc01g066560.3.1	Ds_00004671-RA
OG0012375	Solyc06g083990.3.1	Ds_00014416-RA
OG0012377	Solyc12g014300.2.1, Solyc07g062380.1.1	Ds_00017536-RA
OG0012380	Solyc03g113990.3.1	Ds_00011418-RA
OG0012381	Solyc03g113880.3.1	Ds_00011420-RA
OG0012382	Solyc01g005340.3.1	Ds_00016550-RA
OG0012383	Solyc12g011190.2.1	Ds_00013971-RA
OG0012384	Solyc08g077120.2.1	Ds_00004909-RA
OG0012386	Solyc06g061110.2.1	Ds_00013141-RA
OG0012388	Solyc02g088490.3.1, Solyc02g088513.1.1, Solyc02g088510.3.1	Ds_00017942-RA
OG0012389	Solyc05g013710.3.1	Ds_00010709-RA
OG0012393	Solyc04g005520.3.1	Ds_00010534-RA
OG0012394	Solyc05g007760.1.1	Ds_00008143-RA, Ds_00002590-RA
OG0012395	Solyc02g091100.3.1	Ds_00006727-RA
OG0012396	Solyc11g069370.2.1	Ds_00010152-RA
OG0012397	Solyc01g010900.3.1	Ds_00008445-RA
OG0012398	Solyc03g019880.3.1	Ds_00000395-RA
OG0012399	Solyc03g119340.3.1	Ds_00000171-RA
OG0012400	Solyc08g062580.1.1, Solyc06g009800.2.1, Solyc07g021440.1.1, Solyc12g062720.2.1, Solyc07g021450.2.1	Ds_00012696-RA
OG0012401	Solyc05g006970.3.1	Ds_00004328-RA
OG0012403	Solyc02g086080.3.1	Ds_00006717-RA
OG0012404	Solyc03g112600.4.1	Ds_00013797-RA
OG0012405	Solyc05g010620.2.1	Ds_00008419-RA
OG0012407	Solyc03g097910.3.1	Ds_00000142-RA
OG0012408	Solyc12g036250.2.1	Ds_00017136-RA
OG0012409	Solyc03g112580.3.1	Ds_00011389-RA
OG0012410	Solyc03g034170.3.1	Ds_00009277-RA
OG0012412	Solyc07g005550.3.1	Ds_00010823-RA
OG0012413	Solyc05g009330.3.1	Ds_00006505-RA
OG0012414	Solyc01g010810.3.1	Ds_00010582-RA
OG0012417	Solyc02g067960.2.1	Ds_00003309-RA
OG0012418	Solyc06g061055.1.1	Ds_00008117-RA
OG0012420	Solyc01g088470.3.1	Ds_00008853-RA
OG0012421	Solyc03g097200.3.1	Ds_00005558-RA, Ds_00005559-RA
OG0012422	Solyc05g008050.2.1	Ds_00008535-RA
OG0012423	Solyc03g115075.1.1, Solyc03g115080.2.1	Ds_00014125-RA
OG0012425	Solyc06g072250.3.1	Ds_00005313-RA
OG0012427	Solyc05g005580.3.1	Ds_00009031-RA
OG0012428	Solyc01g107610.3.1	Ds_00001453-RA
OG0012431	Solyc02g089100.3.1	Ds_00011046-RA
OG0012432	Solyc03g114920.1.1	Ds_00013810-RA
OG0012433	Solyc02g088660.3.1	Ds_00002013-RA
OG0012438	Solyc05g052700.3.1	Ds_00006603-RA
OG0012439	Solyc02g086360.3.1	Ds_00006721-RA
OG0012441	Solyc07g042280.3.1	Ds_00008232-RA
OG0012444	Solyc00g021640.3.1, Solyc11g030940.2.1, Solyc01g017630.1.1	Ds_00011697-RA, Ds_00010441-RA
OG0012449	Solyc10g074740.1.1	Ds_00006821-RA
OG0012451	Solyc07g052590.1.1	Ds_00012822-RA
OG0012452	Solyc04g077840.2.1, Solyc04g077835.1.1	Ds_00002542-RA
OG0012454	Solyc01g096380.1.1	Ds_00002868-RA
OG0012458	Solyc01g010160.3.1	Ds_00016469-RA
OG0012460	Solyc05g008270.3.1	Ds_00008540-RA
OG0012461	Solyc03g025330.3.1	Ds_00016393-RA, Ds_00016397-RA
OG0012462	Solyc08g005220.3.1, Solyc08g076480.3.1	Ds_00013507-RA
OG0012466	Solyc12g019920.1.1, Solyc12g019930.1.1	Ds_00011544-RA
OG0012481	Solyc05g013540.1.1	Ds_00010702-RA
OG0012569	Solyc07g055170.1.1	Ds_00009838-RA
OG0012575	Solyc01g068250.2.1	Ds_00004809-RA
OG0012581	Solyc09g008920.3.1	Ds_00000076-RA
OG0012583	Solyc09g042760.2.1	Ds_00004557-RA
OG0012585	Solyc06g054080.3.1	Ds_00006376-RA
OG0012586	Solyc04g056380.3.1	Ds_00017324-RA
OG0012589	Solyc09g064790.3.1	Ds_00002296-RA
OG0012590	Solyc09g061440.3.1	Ds_00017090-RA
OG0012591	Solyc01g056670.1.1	Ds_00018098-RA, Ds_00013296-RA
OG0012595	Solyc12g005150.2.1	Ds_00011741-RA
OG0012596	Solyc09g090430.3.1	Ds_00005096-RA
OG0012597	Solyc01g099000.1.1	Ds_00003650-RA
OG0012598	Solyc02g079380.2.1	Ds_00006120-RA, Ds_00015772-RA
OG0012599	Solyc01g110400.2.1	Ds_00000323-RA
OG0012602	Solyc03g005180.1.1	Ds_00002482-RA
OG0012603	Solyc03g113510.2.1	Ds_00012784-RA
OG0012605	Solyc11g006760.2.1	Ds_00008000-RA
OG0012607	Solyc09g008190.3.1	Ds_00013712-RA
OG0012610	Solyc10g085950.2.1	Ds_00010320-RA
OG0012612	Solyc06g053370.2.1	Ds_00014652-RA
OG0012613	Solyc01g080190.3.1	Ds_00000939-RA
OG0012615	Solyc11g008290.1.1	Ds_00013186-RA
OG0012616	Solyc03g096040.3.1	Ds_00005015-RA
OG0012618	Solyc06g073290.1.1	Ds_00016695-RA
OG0012619	Solyc10g074950.2.1	Ds_00006831-RA
OG0012620	Solyc09g009950.3.1	Ds_00002089-RA
OG0012624	Solyc01g111070.3.1	Ds_00013024-RA
OG0012626	Solyc04g076070.1.1	Ds_00001610-RA
OG0012629	Solyc03g117830.1.1	Ds_00016936-RA, Ds_00016945-RA
OG0012631	Solyc03g083450.1.1	Ds_00016595-RA
OG0012632	Solyc08g065830.3.1	Ds_00012510-RA
OG0012634	Solyc06g065240.3.1	Ds_00005463-RA
OG0012635	Solyc12g056150.2.1	Ds_00017834-RA
OG0012636	Solyc06g060170.3.1	Ds_00010922-RA
OG0012638	Solyc04g063300.2.1	Ds_00002255-RA
OG0012639	Solyc10g009390.3.1	Ds_00007398-RA
OG0012640	Solyc06g060200.2.1	Ds_00012537-RA
OG0012641	Solyc11g011140.2.1	Ds_00010967-RA
OG0012643	Solyc04g071000.1.1	Ds_00010607-RA, Ds_00002259-RA, Ds_00002260-RA
OG0012646	Solyc05g015570.1.1	Ds_00011686-RA
OG0012646	Solyc01g056725.1.1, Solyc11g030903.1.1, Solyc11g030910.1.1	Ds_00016116-RA, Ds_00011687-RA, Ds_00013900-RA
OG0012647	Solyc02g087400.1.1	Ds_00000082-RA
OG0012649	Solyc10g055760.2.1, Solyc02g061780.3.1	Ds_00008211-RA
OG0012653	Solyc04g063340.2.1	Ds_00005359-RA
OG0012654	Solyc04g079990.3.1	Ds_00009795-RA
OG0012655	Solyc07g064940.3.1	Ds_00000528-RA
OG0012656	Solyc06g084300.1.1	Ds_00011419-RA
OG0012659	Solyc01g095160.3.1	Ds_00011852-RA
OG0012662	Solyc02g092130.2.1	Ds_00001484-RA
OG0012665	Solyc04g051610.3.1	Ds_00013412-RA
OG0012666	Solyc01g112060.3.1	Ds_00008210-RA
OG0012667	Solyc04g072110.3.1, Solyc12g056760.2.1	Ds_00010602-RA
OG0012669	Solyc02g076640.1.1, Solyc02g076650.1.1	Ds_00011827-RA
OG0012671	Solyc03g032170.2.1	Ds_00011898-RA
OG0012673	Solyc12g042760.1.1	Ds_00013617-RA
OG0012674	Solyc02g070680.3.1	Ds_00012750-RA
OG0012676	Solyc07g064020.3.1	Ds_00014915-RA
OG0012683	Solyc07g054480.2.1	Ds_00008870-RA
OG0012688	Solyc10g009030.3.1	Ds_00012896-RA
OG0012690	Solyc07g065940.1.1	Ds_00004931-RA
OG0012691	Solyc02g080165.1.1, Solyc02g080170.1.1	Ds_00010216-RA
OG0012693	Solyc02g079930.3.1	Ds_00015906-RA
OG0012697	Solyc11g010260.2.1	Ds_00011510-RA
OG0012699	Solyc08g077280.1.1	Ds_00010247-RA
OG0012700	Solyc07g062060.3.1	Ds_00001835-RA
OG0012701	Solyc03g117055.1.1	Ds_00000643-RA
OG0012705	Solyc07g005750.3.1	Ds_00009857-RA
OG0012706	Solyc05g017990.3.1	Ds_00000227-RA
OG0012707	Solyc07g006855.1.1	Ds_00007967-RA
OG0012708	Solyc09g007560.3.1	Ds_00008384-RA
OG0012711	Solyc03g117580.3.1	Ds_00002292-RA
OG0012712	Solyc03g007190.3.1	Ds_00012000-RA
OG0012713	Solyc09g059220.1.1, Solyc05g046390.3.1	Ds_00003385-RA
OG0012714	Solyc08g074750.2.1	Ds_00007399-RA
OG0012719	Solyc11g071240.2.1	Ds_00007315-RA
