Orthogroup	S_lycopersicum.proteins	B_vulgaris.proteins
OG0008673	Solyc12g019470.2.1	Bevul.3G114800.1.p
OG0008674	Solyc08g077260.3.1	Bevul.5G083200.1.p
OG0008675	Solyc10g086170.1.1	Bevul.4G153900.1.p
OG0008677	Solyc01g087490.3.1	Bevul.4G233700.1.p
OG0008678	Solyc09g098290.3.1	Bevul.3G225600.1.p
OG0008680	Solyc09g098530.3.1	Bevul.3G130800.1.p
OG0008681	Solyc09g057950.3.1	Bevul.7G137400.1.p
OG0008682	Solyc01g081610.3.1	Bevul.2G198300.2.p, Bevul.2G198300.1.p
OG0008683	Solyc01g006130.3.1	Bevul.4G244400.1.p
OG0008684	Solyc10g080560.2.1	Bevul.3G180100.1.p
OG0008686	Solyc02g081580.3.1	Bevul.3G121800.1.p
OG0008687	Solyc06g083540.3.1, Solyc06g083560.3.1, Solyc09g061730.2.1	Bevul.7G120700.1.p
OG0008688	Solyc11g068540.2.1	Bevul.7G226400.1.p
OG0008689	Solyc06g083220.3.1	Bevul.5G130300.1.p, Bevul.7G133300.1.p
OG0008690	Solyc04g082380.3.1	Bevul.1G040400.1.p
OG0008691	Solyc11g008670.2.1	Bevul.4G214300.1.p
OG0008692	Solyc06g065475.1.1	Bevul.4G230900.1.p
OG0008693	Solyc11g005880.2.1	Bevul.3G097800.1.p
OG0008694	Solyc02g094500.3.1	Bevul.6G217300.1.p
OG0008695	Solyc01g080750.3.1	Bevul.3G156100.1.p
OG0008696	Solyc04g054880.3.1	Bevul.6G071800.1.p
OG0008697	Solyc06g065360.3.1	Bevul.1G209500.1.p
OG0008698	Solyc08g042080.3.1	Bevul.1G046800.1.p
OG0008699	Solyc07g006990.2.1	Bevul.2G014600.1.p, Bevul.2G014600.4.p, Bevul.2G014600.2.p, Bevul.2G014600.3.p
OG0008700	Solyc02g085935.1.1, Solyc04g081940.3.1	Bevul.1G030800.1.p
OG0008701	Solyc02g083180.3.1	Bevul.9G003800.1.p
OG0008702	Solyc11g018580.2.1	Bevul.1G118500.1.p
OG0008704	Solyc02g085340.1.1	Bevul.6G018400.1.p
OG0008705	Solyc12g044750.2.1	Bevul.7G184800.1.p
OG0008706	Solyc04g078850.3.1	Bevul.1G000900.1.p
OG0008707	Solyc07g006960.3.1	Bevul.8G210600.1.p
OG0008708	Solyc11g069150.2.1	Bevul.3G092300.1.p
OG0008709	Solyc10g079640.2.1	Bevul.1G116600.1.p
OG0008711	Solyc04g078780.3.1	Bevul.4G077600.1.p
OG0008712	Solyc11g013810.2.1	Bevul.1G215600.1.p
OG0008713	Solyc05g009080.3.1	Bevul.4G182300.1.p
OG0008714	Solyc02g085600.1.1	Bevul.6G087600.1.p
OG0008715	Solyc01g106470.3.1	Bevul.9G219100.1.p
OG0008716	Solyc02g080140.3.1	Bevul.8G060200.1.p
OG0008717	Solyc04g082010.1.1	Bevul.1G032200.1.p
OG0008718	Solyc02g084610.1.1	Bevul.6G027400.1.p
OG0008719	Solyc02g092380.3.1	Bevul.6G014100.1.p
OG0008720	Solyc03g093220.3.1	Bevul.9G180400.1.p
OG0008722	Solyc01g107550.3.1	Bevul.9G232800.1.p
OG0008723	Solyc02g090310.1.1	Bevul.6G065800.1.p
OG0008724	Solyc01g106370.3.1	Bevul.9G217800.1.p
OG0008725	Solyc03g032050.3.1	Bevul.3G033000.1.p
OG0008726	Solyc06g009220.3.1	Bevul.1G107100.1.p
OG0008727	Solyc11g012730.2.1	Bevul.9G230600.1.p
OG0008729	Solyc05g018650.3.1	Bevul.9G195200.1.p
OG0008730	Solyc02g083460.3.1	Bevul.6G062200.1.p
OG0008731	Solyc03g115230.3.1, Solyc06g082560.2.1	Bevul.5G179200.1.p
OG0008732	Solyc01g096900.3.1	Bevul.4G110300.1.p
OG0008733	Solyc04g081050.2.1	Bevul.1G164000.1.p
OG0008734	Solyc07g022790.3.1	Bevul.8G075000.1.p
OG0008735	Solyc03g044010.3.1, Solyc02g092440.3.1	Bevul.6G013600.1.p
OG0008736	Solyc04g051510.1.1	Bevul.6G058200.1.p, Bevul.2G238500.1.p
OG0008737	Solyc10g047050.2.1	Bevul.8G116500.1.p
OG0008738	Solyc06g060460.3.1	Bevul.9G066000.1.p
OG0008739	Solyc02g083610.3.1	Bevul.6G032100.1.p
OG0008740	Solyc12g096120.2.1, Solyc08g075780.3.1	Bevul.1G217300.1.p
OG0008742	Solyc02g092660.3.1	Bevul.6G010800.1.p
OG0008743	Solyc04g078630.3.1	Bevul.1G002200.1.p
OG0008744	Solyc11g040400.1.1, Solyc11g044450.2.1, Solyc06g060240.1.1	Bevul.6G152000.1.p
OG0008745	Solyc01g008310.3.1	Bevul.6G146100.1.p
OG0008746	Solyc12g056830.1.1	Bevul.6G202500.1.p
OG0008747	Solyc10g085660.2.1	Bevul.5G125000.1.p
OG0008748	Solyc03g044720.2.1	Bevul.9G168700.1.p
OG0008749	Solyc01g109260.3.1	Bevul.9G176900.1.p
OG0008750	Solyc04g071120.3.1	Bevul.1G076600.1.p
OG0008751	Solyc10g005930.2.1	Bevul.5G186300.1.p
OG0008752	Solyc04g082090.3.1	Bevul.1G033900.1.p
OG0008753	Solyc04g009320.3.1	Bevul.5G097400.1.p
OG0008754	Solyc04g064820.3.1	Bevul.5G190900.1.p
OG0008756	Solyc11g045690.2.1, Solyc11g045680.2.1	Bevul.6G166200.1.p
OG0008757	Solyc05g012930.3.1	Bevul.6G210900.1.p
OG0008758	Solyc04g058160.2.1	Bevul.1G087100.1.p
OG0008759	Solyc09g010500.3.1	Bevul.1G120000.1.p
OG0008760	Solyc03g120740.1.1	Bevul.9G205900.1.p
OG0008761	Solyc01g107600.3.1	Bevul.9G233800.2.p, Bevul.9G233800.1.p
OG0008763	Solyc09g097850.1.1, Solyc12g098615.1.1	Bevul.3G230900.1.p
OG0008764	Solyc11g030380.2.1, Solyc11g030390.2.1	Bevul.1G114900.1.p
OG0008765	Solyc04g057990.3.1	Bevul.1G087400.1.p
OG0008766	Solyc01g109070.2.1	Bevul.5G202300.1.p
OG0008767	Solyc10g055240.2.1, Solyc01g111260.2.1, Solyc01g111250.3.1	Bevul.9G139500.1.p
OG0008768	Solyc02g084820.3.1	Bevul.1G158000.1.p
OG0008769	Solyc07g066060.3.1	Bevul.7G040300.3.p, Bevul.7G040300.2.p, Bevul.7G040300.1.p
OG0008770	Solyc11g013450.2.1	Bevul.1G118400.1.p
OG0008771	Solyc04g079845.1.1	Bevul.9G036000.1.p
OG0008773	Solyc11g012970.2.1	Bevul.3G144700.1.p
OG0008774	Solyc05g055380.2.1	Bevul.1G131900.1.p
OG0008775	Solyc08g078280.1.1	Bevul.5G051400.1.p
OG0008776	Solyc12g096690.2.1	Bevul.7G189800.1.p
OG0008777	Solyc11g005870.2.1	Bevul.6G052300.1.p
OG0008778	Solyc07g055720.3.1	Bevul.9G100800.1.p, Bevul.9G100800.2.p, Bevul.9G100800.3.p
OG0008779	Solyc07g063080.3.1	Bevul.4G063700.1.p
OG0008780	Solyc08g076610.3.1	Bevul.5G093900.1.p
OG0008781	Solyc07g063270.3.1	Bevul.4G059100.1.p, Bevul.4G059200.1.p
OG0008782	Solyc07g049570.3.1	Bevul.9G024400.1.p, Bevul.9G024400.3.p, Bevul.9G024400.2.p
OG0008783	Solyc02g079880.3.1	Bevul.8G067000.1.p
OG0008784	Solyc12g005180.2.1	Bevul.4G163100.1.p
OG0008785	Solyc04g017680.3.1	Bevul.7G182400.1.p
OG0008787	Solyc07g062450.3.1	Bevul.4G075900.1.p
OG0008788	Solyc03g093970.3.1, Solyc04g048930.1.1, Solyc02g062810.3.1	Bevul.7G134100.1.p
OG0008789	Solyc02g070540.3.1	Bevul.8G087700.1.p
OG0008790	Solyc01g096530.3.1, Solyc10g006490.3.1	Bevul.5G002400.1.p
OG0008791	Solyc08g078630.3.1	Bevul.7G011600.1.p
OG0008792	Solyc07g045070.3.1	Bevul.2G181700.1.p
OG0008793	Solyc09g009340.2.1	Bevul.4G051600.1.p
OG0008794	Solyc02g077720.3.1	Bevul.8G021700.1.p
OG0008795	Solyc07g053660.3.1	Bevul.9G079600.1.p
OG0008796	Solyc02g069950.3.1	Bevul.2G093100.1.p, Bevul.3G233800.1.p, Bevul.1G026800.1.p
OG0008797	Solyc06g073140.2.1, Solyc06g073160.3.1, Solyc08g014010.3.1	Bevul.3G106300.1.p
OG0008798	Solyc06g007580.1.1, Solyc06g083160.1.1, Solyc09g057760.3.1	Bevul.7G135800.1.p
OG0008799	Solyc07g063650.3.1	Bevul.4G049700.1.p
OG0008800	Solyc02g069640.3.1	Bevul.9G052900.2.p, Bevul.9G052900.1.p
OG0008801	Solyc07g042010.3.1	Bevul.8G141800.1.p
OG0008802	Solyc07g053860.3.1	Bevul.5G176400.1.p
OG0008803	Solyc09g097920.2.1	Bevul.5G174500.1.p
OG0008804	Solyc08g083270.2.1	Bevul.5G063700.1.p
OG0008805	Solyc03g096850.3.1	Bevul.3G019500.1.p
OG0008806	Solyc12g005990.2.1, Solyc07g049410.3.1	Bevul.9G023400.1.p
OG0008808	Solyc07g064500.3.1	Bevul.4G034500.1.p
OG0008809	Solyc07g054220.1.1, Solyc12g013660.2.1	Bevul.9G070200.1.p
OG0008810	Solyc06g066810.3.1	Bevul.9G200200.1.p
OG0008811	Solyc01g057780.3.1	Bevul.5G124500.1.p
OG0008812	Solyc07g006010.3.1	Bevul.8G153700.1.p
OG0008813	Solyc08g068300.3.1	Bevul.2G163700.1.p
OG0008814	Solyc07g017540.3.1	Bevul.8G148600.1.p
OG0008815	Solyc02g079050.3.1	Bevul.8G003100.1.p
OG0008816	Solyc01g091160.4.1, Solyc01g091170.3.1	Bevul.1G132900.1.p
OG0008817	Solyc07g054540.3.1	Bevul.3G044200.1.p
OG0008818	Solyc12g056170.2.1	Bevul.5G024700.1.p
OG0008819	Solyc08g078320.3.1	Bevul.5G070700.1.p
OG0008820	Solyc07g006070.1.1	Bevul.8G154500.1.p
OG0008821	Solyc01g095720.3.1	Bevul.1G189500.1.p
OG0008822	Solyc07g042620.3.1	Bevul.2G119900.2.p, Bevul.2G119900.1.p
OG0008823	Solyc07g006810.3.1	Bevul.8G213100.1.p
OG0008824	Solyc07g008160.3.1	Bevul.3G129400.1.p
OG0008825	Solyc07g049610.1.1, Solyc07g044960.1.1	Bevul.3G083400.1.p
OG0008826	Solyc07g005520.1.1, Solyc12g010080.1.1, Solyc12g010100.1.1, Solyc12g010077.1.1, Solyc12g010075.1.1	Bevul.2G001800.1.p
OG0008827	Solyc07g007190.3.1	Bevul.8G162000.1.p
OG0008828	Solyc11g071330.2.1	Bevul.2G164700.1.p
OG0008829	Solyc03g006870.3.1	Bevul.3G080800.1.p
OG0008830	Solyc03g026260.3.1	Bevul.3G075400.1.p, Bevul.5G077600.1.p
OG0008831	Solyc04g080110.3.1, Solyc04g080060.3.1	Bevul.2G196000.1.p, Bevul.2G196000.3.p, Bevul.2G196000.2.p, Bevul.2G196000.4.p
OG0008832	Solyc12g098350.1.1	Bevul.5G128100.1.p, Bevul.4G099300.1.p, Bevul.5G116600.1.p
OG0008833	Solyc03g120390.3.1	Bevul.9G200600.1.p
OG0008834	Solyc03g117660.3.1	Bevul.8G110400.1.p
OG0008835	Solyc05g044630.3.1	Bevul.8G210200.1.p
OG0008836	Solyc10g079000.1.1	Bevul.3G179100.1.p
OG0008837	Solyc01g095180.2.1, Solyc10g011880.1.1	Bevul.1G184000.1.p
OG0008839	Solyc08g078460.3.1	Bevul.5G067600.1.p, Bevul.5G066900.1.p
OG0008840	Solyc06g065720.1.1	Bevul.2G170700.1.p
OG0008841	Solyc11g044638.1.1, Solyc02g011710.1.1, Solyc05g013100.1.1, Solyc01g017100.1.1, Solyc11g021190.1.1, Solyc05g013115.1.1, Solyc02g032320.1.1, Solyc02g011720.1.1, Solyc01g017090.2.1, Solyc04g024570.1.1, Solyc03g013620.1.1	Bevul.5G153600.1.p
OG0008842	Solyc02g087250.3.1	Bevul.8G175400.1.p
OG0008843	Solyc07g006190.3.1	Bevul.8G156100.1.p
OG0008844	Solyc05g025600.1.1	Bevul.8G164300.1.p
OG0008845	Solyc10g076800.2.1	Bevul.2G244900.1.p
OG0008846	Solyc01g100650.3.1	Bevul.4G165900.1.p
OG0008849	Solyc12g009210.2.1, Solyc07g042160.3.1	Bevul.8G144400.1.p
OG0008851	Solyc03g121260.3.1	Bevul.9G112300.1.p
OG0008852	Solyc08g062970.1.1, Solyc11g069940.1.1	Bevul.2G141800.1.p
OG0008853	Solyc03g117670.3.1	Bevul.8G110300.1.p
OG0008854	Solyc07g006000.3.1	Bevul.8G153600.1.p
OG0008855	Solyc09g090445.1.1, Solyc03g121295.1.1	Bevul.9G111500.1.p, Bevul.9G111500.2.p
OG0008856	Solyc12g015910.1.1, Solyc12g015820.1.1	Bevul.4G192700.1.p
OG0008857	Solyc03g059390.3.1, Solyc07g025510.3.1	Bevul.9G140900.1.p
OG0008858	Solyc06g074090.3.1, Solyc01g009310.3.1	Bevul.7G152500.1.p
OG0008859	Solyc03g095840.3.1	Bevul.7G219200.1.p
OG0008860	Solyc12g043165.1.1	Bevul.9G204500.1.p
OG0008861	Solyc11g067090.2.1	Bevul.7G230700.1.p
OG0008862	Solyc08g082680.3.1	Bevul.5G014100.1.p
OG0008863	Solyc08g075570.3.1	Bevul.5G105800.1.p
OG0008864	Solyc03g120490.3.1	Bevul.9G209100.1.p
OG0008865	Solyc07g009320.3.1	Bevul.8G208500.1.p
OG0008866	Solyc08g066840.3.1	Bevul.2G160100.1.p
OG0008867	Solyc12g006880.2.1	Bevul.8G183200.1.p
OG0008869	Solyc06g066670.3.1	Bevul.9G205300.3.p, Bevul.9G205300.1.p, Bevul.9G205300.2.p
OG0008870	Solyc07g041500.3.1	Bevul.8G136600.1.p
OG0008871	Solyc08g078753.1.1	Bevul.5G002700.1.p
OG0008872	Solyc01g079330.3.1	Bevul.5G255800.1.p
OG0008873	Solyc09g005130.3.1	Bevul.5G053200.1.p
OG0008874	Solyc01g096240.3.1	Bevul.1G196200.1.p
OG0008875	Solyc11g066070.2.1, Solyc06g076010.3.1	Bevul.7G208300.1.p
OG0008876	Solyc04g026070.1.1, Solyc08g044480.1.1, Solyc03g117530.1.1	Bevul.7G109200.1.p
OG0008877	Solyc02g055440.3.1	Bevul.9G010800.1.p
OG0008878	Solyc07g017870.2.1	Bevul.8G209800.1.p
OG0008879	Solyc03g026330.3.1	Bevul.3G074900.1.p
OG0008880	Solyc12g055680.1.1, Solyc12g055700.2.1, Solyc03g123580.3.1, Solyc12g049680.1.1	Bevul.7G161900.1.p
OG0008883	Solyc03g007090.1.1	Bevul.3G084400.1.p
OG0008884	Solyc08g006150.3.1, Solyc12g096320.2.1	Bevul.2G126800.1.p
OG0008885	Solyc08g079510.3.1	Bevul.5G044000.1.p
OG0008886	Solyc06g036485.1.1	Bevul.3G046600.1.p
OG0008887	Solyc07g020860.3.1	Bevul.9G209700.1.p
OG0008888	Solyc06g063220.3.1, Solyc12g055760.2.1	Bevul.5G080700.1.p
OG0008889	Solyc03g121120.3.1	Bevul.9G115100.1.p, Bevul.9G115100.3.p, Bevul.9G115100.2.p
OG0008890	Solyc01g091310.3.1	Bevul.1G130800.1.p
OG0008891	Solyc03g116790.3.1	Bevul.9G189500.1.p
OG0008892	Solyc00g014800.1.1	Bevul.8G212900.1.p
OG0008893	Solyc12g006030.2.1	Bevul.8G197600.1.p
OG0008894	Solyc06g082970.3.1	Bevul.2G137000.1.p
OG0008895	Solyc06g011520.3.1	Bevul.2G176700.1.p
OG0008896	Solyc07g048120.3.1	Bevul.5G098900.1.p
OG0008897	Solyc03g097030.3.1	Bevul.3G016500.1.p
OG0008898	Solyc07g062760.2.1	Bevul.4G069100.1.p
OG0008899	Solyc02g076850.2.1	Bevul.8G004700.1.p
OG0008900	Solyc03g063760.3.1	Bevul.3G191100.1.p
OG0008901	Solyc04g010120.3.1	Bevul.2G109900.1.p
OG0008903	Solyc02g083590.3.1	Bevul.6G031800.1.p
OG0008904	Solyc11g007060.2.1	Bevul.2G190400.2.p, Bevul.2G190400.3.p, Bevul.2G190400.1.p
OG0008906	Solyc10g085220.2.1	Bevul.5G053000.1.p
OG0008907	Solyc10g086560.2.1, Solyc00g027650.1.1	Bevul.5G139500.1.p
OG0008908	Solyc05g052240.3.1	Bevul.2G026900.1.p
OG0008909	Solyc05g006200.3.1	Bevul.8G188500.1.p
OG0008910	Solyc07g052570.3.1	Bevul.7G065900.5.p, Bevul.7G065900.6.p, Bevul.7G065900.1.p, Bevul.7G065900.3.p, Bevul.7G065900.2.p, Bevul.7G065900.4.p
OG0008911	Solyc10g076860.2.1	Bevul.1G098400.1.p
OG0008912	Solyc03g071720.3.1	Bevul.8G092100.1.p
OG0008913	Solyc11g011900.1.1	Bevul.4G029600.1.p
OG0008914	Solyc11g072050.1.1, Solyc06g073650.1.1	Bevul.7G185700.1.p
OG0008915	Solyc06g076930.2.1, Solyc02g081870.3.1	Bevul.7G191000.1.p
OG0008916	Solyc03g059260.3.1	Bevul.3G189900.1.p
OG0008918	Solyc05g056130.3.1	Bevul.2G086200.1.p, Bevul.2G086200.2.p
OG0008919	Solyc06g073560.3.1, Solyc11g069180.2.1	Bevul.9G053100.2.p, Bevul.9G053100.1.p
OG0008920	Solyc05g054940.3.1	Bevul.2G110100.4.p, Bevul.2G110100.3.p, Bevul.2G110100.2.p, Bevul.2G110100.1.p
OG0008921	Solyc09g008030.1.1, Solyc00g084870.3.1, Solyc10g039363.1.1	Bevul.7G056400.1.p
OG0008922	Solyc10g078400.2.1	Bevul.3G211600.1.p
OG0008923	Solyc08g048520.1.1, Solyc08g048540.2.1	Bevul.4G165500.1.p
OG0008925	Solyc02g071750.3.1, Solyc03g005930.3.1	Bevul.8G075300.1.p
OG0008926	Solyc09g005560.3.1	Bevul.5G051200.1.p
OG0008927	Solyc10g006350.3.1	Bevul.4G038000.1.p
OG0008928	Solyc12g096780.2.1, Solyc11g072645.1.1	Bevul.7G220200.1.p
OG0008929	Solyc12g011280.2.1, Solyc10g007690.3.1	Bevul.1G041500.1.p
OG0008930	Solyc07g048080.3.1	Bevul.4G142200.1.p
OG0008931	Solyc12g010870.2.1, Solyc07g055050.3.1	Bevul.2G094500.2.p, Bevul.2G094500.1.p
OG0008932	Solyc01g102820.3.1	Bevul.6G159800.1.p
OG0008933	Solyc07g052440.3.1, Solyc07g052430.3.1	Bevul.9G067600.2.p, Bevul.9G067600.1.p
OG0008934	Solyc01g095320.3.1	Bevul.1G185400.1.p
OG0008935	Solyc05g005310.2.1	Bevul.9G061500.1.p
OG0008936	Solyc02g077690.3.1	Bevul.8G021000.1.p
OG0008938	Solyc10g006080.2.1	Bevul.4G014200.1.p
OG0008939	Solyc06g082360.3.1	Bevul.7G221500.1.p
OG0008940	Solyc09g010560.2.1	Bevul.7G126300.1.p
OG0008941	Solyc01g087990.3.1, Solyc10g080030.2.1	Bevul.2G194300.1.p
OG0008942	Solyc09g010270.1.1, Solyc09g010260.3.1	Bevul.7G020000.1.p
OG0008943	Solyc01g087620.3.1	Bevul.9G049000.1.p
OG0008944	Solyc03g115630.3.1	Bevul.7G023500.1.p, Bevul.7G023500.2.p, Bevul.4G212500.1.p, Bevul.7G023500.3.p
OG0008945	Solyc12g009130.2.1	Bevul.8G140900.1.p
OG0008947	Solyc09g009190.3.1	Bevul.7G032500.1.p
OG0008948	Solyc11g071930.2.1, Solyc03g013180.1.1, Solyc06g073950.3.1	Bevul.7G180500.1.p
OG0008949	Solyc10g080580.1.1, Solyc03g059080.2.1, Solyc10g078940.2.1	Bevul.3G179600.1.p
OG0008950	Solyc11g008360.2.1	Bevul.6G138600.1.p, Bevul.4G176400.1.p
OG0008951	Solyc07g005880.3.1	Bevul.6G108300.1.p
OG0008952	Solyc10g083240.2.1	Bevul.7G020200.1.p
OG0008953	Solyc01g006310.3.1, Solyc01g015080.3.1	Bevul.4G243800.1.p, Bevul.4G244000.1.p, Bevul.4G243900.1.p
OG0008954	Solyc02g071130.3.1, Solyc07g056280.3.1, Solyc12g011200.2.1	Bevul.8G081500.1.p
OG0008955	Solyc05g052930.3.1	Bevul.2G226200.1.p, Bevul.2G226200.2.p
OG0008956	Solyc01g008925.1.1	Bevul.4G227500.1.p
OG0008957	Solyc10g009400.3.1	Bevul.4G151000.1.p
OG0008958	Solyc07g063000.3.1	Bevul.4G065300.1.p
OG0008960	Solyc03g064010.3.1	Bevul.3G188100.1.p
OG0008961	Solyc11g073270.1.1	Bevul.6G154400.1.p
OG0008962	Solyc02g081970.3.1	Bevul.7G072300.1.p, Bevul.7G072300.2.p
OG0008963	Solyc09g018510.3.1	Bevul.9G059800.1.p
OG0008964	Solyc01g087720.3.1	Bevul.2G192900.3.p, Bevul.2G192900.2.p, Bevul.2G192900.1.p
OG0008965	Solyc07g062390.3.1	Bevul.4G076400.1.p
OG0008966	Solyc08g076570.3.1	Bevul.8G128000.1.p
OG0008967	Solyc01g096910.3.1	Bevul.4G110600.1.p
OG0008968	Solyc01g056340.3.1	Bevul.3G134900.1.p
OG0008969	Solyc07g009140.3.1	Bevul.7G146000.1.p
OG0008970	Solyc03g118523.1.1, Solyc03g118520.3.1	Bevul.7G008100.1.p
OG0008971	Solyc03g059100.2.1	Bevul.4G040300.1.p
OG0008972	Solyc11g066110.2.1	Bevul.7G208900.1.p
OG0008973	Solyc06g082280.3.1	Bevul.7G217100.1.p
OG0008974	Solyc08g066740.3.1	Bevul.5G060200.1.p
OG0008975	Solyc03g120460.3.1	Bevul.3G002800.1.p
OG0008976	Solyc02g032870.3.1	Bevul.8G052700.1.p
OG0008977	Solyc01g087890.3.1	Bevul.2G193500.1.p
OG0008978	Solyc06g073840.3.1	Bevul.7G183000.1.p
OG0008980	Solyc10g084265.1.1, Solyc09g007480.3.1	Bevul.7G060600.2.p, Bevul.7G060600.1.p
OG0008981	Solyc12g014270.2.1, Solyc10g007330.1.1, Solyc07g062460.3.1	Bevul.4G075700.1.p
OG0008982	Solyc06g053500.3.1	Bevul.3G113600.1.p
OG0008983	Solyc10g076930.2.1	Bevul.3G223300.1.p
OG0008984	Solyc03g095470.3.1	Bevul.2G031000.1.p
OG0008985	Solyc04g025240.2.1	Bevul.3G091900.1.p
OG0008986	Solyc09g013120.3.1	Bevul.5G249500.1.p
OG0008987	Solyc02g068740.3.1	Bevul.2G248600.1.p
OG0008988	Solyc07g053540.1.1, Solyc07g053530.1.1	Bevul.9G081600.1.p
OG0008989	Solyc06g005080.3.1	Bevul.5G137900.1.p
OG0008990	Solyc11g068880.2.1, Solyc06g074000.1.1	Bevul.7G017000.1.p
OG0008991	Solyc06g068080.3.1, Solyc03g116600.3.1	Bevul.9G013700.1.p
OG0008992	Solyc01g090530.2.1, Solyc10g019260.2.1	Bevul.1G140500.1.p
OG0008993	Solyc10g078540.2.1	Bevul.3G173600.1.p
OG0008994	Solyc03g097100.1.1	Bevul.3G015600.1.p
OG0008995	Solyc00g095450.1.1, Solyc04g008580.3.1	Bevul.4G225600.1.p
OG0008996	Solyc02g078270.3.1	Bevul.8G026900.1.p
OG0008997	Solyc11g012360.2.1	Bevul.8G041300.1.p
OG0008999	Solyc06g071630.2.1	Bevul.4G226500.1.p, Bevul.4G224300.1.p
OG0009000	Solyc10g005090.3.1	Bevul.4G189700.1.p
OG0009002	Solyc12g005410.2.1	Bevul.4G084700.1.p
OG0009003	Solyc06g068010.3.1	Bevul.9G195900.1.p
OG0009004	Solyc03g059030.3.1	Bevul.3G184900.1.p
OG0009005	Solyc11g068980.2.1	Bevul.7G218800.1.p
OG0009006	Solyc07g064160.3.1	Bevul.2G011500.1.p, Bevul.2G011800.1.p
OG0009007	Solyc10g006980.3.1	Bevul.4G060500.1.p
OG0009008	Solyc02g079290.3.1	Bevul.8G009800.1.p
OG0009009	Solyc11g016970.2.1	Bevul.1G212700.1.p
OG0009010	Solyc04g050270.1.1	Bevul.4G190900.1.p
OG0009010	Solyc09g091010.3.1	Bevul.3G165500.1.p
OG0009011	Solyc10g006780.3.1	Bevul.7G145800.1.p
OG0009012	Solyc03g111400.1.1	Bevul.7G145100.1.p, Bevul.7G145200.1.p
OG0009013	Solyc09g091820.3.1	Bevul.3G235700.1.p
OG0009015	Solyc11g027840.2.1	Bevul.1G204300.1.p
OG0009016	Solyc10g081990.1.1, Solyc11g039953.1.1	Bevul.1G095000.1.p
OG0009017	Solyc05g014690.2.1	Bevul.6G213200.1.p
OG0009018	Solyc11g013030.2.1	Bevul.1G217900.1.p
OG0009019	Solyc09g076050.3.1	Bevul.3G143900.1.p
OG0009020	Solyc02g082840.3.1	Bevul.6G036000.1.p
OG0009022	Solyc06g008180.2.1	Bevul.1G171900.1.p
OG0009023	Solyc11g022390.2.1	Bevul.1G206000.1.p
OG0009024	Solyc04g045590.3.1	Bevul.6G207200.1.p
OG0009025	Solyc09g090100.3.1	Bevul.3G009600.1.p
OG0009026	Solyc08g083080.3.1, Solyc08g083140.3.1, Solyc08g083100.2.1	Bevul.5G061900.1.p
OG0009027	Solyc10g005050.3.1	Bevul.1G200200.1.p
OG0009029	Solyc11g072180.2.1, Solyc01g008990.3.1	Bevul.6G080700.1.p
OG0009030	Solyc03g082680.3.1	Bevul.9G162100.1.p
OG0009031	Solyc12g094440.2.1	Bevul.1G033200.1.p
OG0009032	Solyc02g067940.2.1, Solyc02g093710.1.1	Bevul.4G018500.1.p
OG0009033	Solyc05g051590.3.1	Bevul.6G069400.1.p
OG0009034	Solyc09g064330.2.1, Solyc09g064350.1.1, Solyc09g064340.1.1	Bevul.4G191300.1.p
OG0009035	Solyc01g058140.3.1	Bevul.3G064100.1.p
OG0009036	Solyc03g033380.3.1	Bevul.1G207200.1.p
OG0009038	Solyc01g068050.3.1	Bevul.5G259200.1.p
OG0009039	Solyc03g007500.3.1, Solyc03g007440.3.1	Bevul.3G044100.1.p
OG0009040	Solyc01g103110.3.1	Bevul.6G156100.1.p
OG0009041	Solyc10g044710.2.1	Bevul.4G200700.1.p
OG0009042	Solyc06g060390.3.1	Bevul.1G216900.1.p
OG0009043	Solyc01g109710.3.1	Bevul.9G169000.1.p
OG0009044	Solyc08g029200.3.1	Bevul.4G148600.1.p
OG0009045	Solyc02g094100.3.1	Bevul.6G045700.1.p
OG0009046	Solyc03g008010.3.1	Bevul.3G051600.1.p
OG0009047	Solyc01g100520.3.1	Bevul.4G164500.1.p
OG0009048	Solyc03g080140.3.1	Bevul.3G024400.1.p
OG0009049	Solyc08g082880.3.1	Bevul.5G058700.1.p
OG0009050	Solyc08g076680.2.1	Bevul.8G039800.1.p
OG0009051	Solyc05g009910.3.1	Bevul.6G120400.1.p
OG0009052	Solyc09g042335.1.1, Solyc03g118610.3.1	Bevul.4G136000.1.p
OG0009053	Solyc12g055850.2.1, Solyc05g050520.3.1, Solyc01g096150.3.1	Bevul.1G194900.1.p
OG0009054	Solyc09g064310.3.1	Bevul.7G116200.1.p
OG0009055	Solyc01g107090.2.1, Solyc01g107100.3.1	Bevul.8G111300.1.p
OG0009056	Solyc02g090890.3.1	Bevul.6G002300.1.p
OG0009057	Solyc02g082130.2.1	Bevul.2G222000.1.p
OG0009059	Solyc04g071565.1.1	Bevul.1G072100.1.p
OG0009060	Solyc01g108000.3.1	Bevul.9G154800.1.p, Bevul.9G154800.2.p
OG0009061	Solyc12g095770.2.1	Bevul.7G072100.1.p, Bevul.7G072100.2.p
OG0009062	Solyc09g091100.3.1	Bevul.4G077100.1.p
OG0009063	Solyc01g105050.3.1, Solyc01g105030.3.1	Bevul.8G115000.1.p
OG0009064	Solyc01g111370.3.1	Bevul.9G138000.1.p
OG0009065	Solyc06g053790.3.1	Bevul.3G149700.1.p
