Orthogroup	S_lycopersicum.proteins	A_thaliana.proteins
OG0011877	Solyc02g086710.3.1	AT3G27820.1
OG0011882	Solyc08g081520.1.1	AT1G63930.1
OG0011884	Solyc02g067160.3.1, Solyc02g088210.3.1	AT5G15330.1, AT5G15330.2
OG0011886	Solyc09g063070.3.1	AT4G28770.1, AT4G28770.2, AT2G20230.1
OG0011887	Solyc05g054670.3.1	AT3G55350.1
OG0011890	Solyc02g089330.3.1, Solyc07g047620.2.1	AT4G26680.1, AT4G26680.2
OG0011891	Solyc08g061930.3.1, Solyc08g061920.2.1	AT5G21482.1
OG0011892	Solyc06g008490.3.1	AT2G38950.1
OG0011893	Solyc12g088020.1.1	AT5G63910.1
OG0011896	Solyc11g017270.2.1, Solyc11g017280.2.1	AT1G34420.1
OG0011897	Solyc01g096220.3.1	AT1G01200.1
OG0011898	Solyc11g020330.1.1	AT4G10250.1
OG0011899	Solyc04g076200.3.1	AT1G09740.2, AT1G09740.1
OG0011900	Solyc10g039430.2.1	AT3G03560.1
OG0011901	Solyc04g076730.1.1	AT4G28460.1
OG0011904	Solyc11g073080.2.1	AT5G59800.1
OG0011908	Solyc09g008625.1.1	AT3G19350.1
OG0011910	Solyc05g015390.3.1	AT1G67360.1, AT1G67360.2
OG0011911	Solyc01g103500.3.1	AT1G58007.2, AT1G58007.4, AT1G58007.3, AT1G58007.1, AT1G09812.1
OG0011912	Solyc01g058260.3.1, Solyc12g099180.2.1	AT3G06560.1, AT5G02670.1
OG0011913	Solyc09g090570.2.1	AT2G05620.1, AT2G05620.2
OG0011916	Solyc02g071600.3.1	AT5G45660.1
OG0011917	Solyc11g010170.2.1	AT5G65280.2, AT5G65280.1
OG0011918	Solyc05g010650.3.1	AT1G68940.3, AT1G68940.2, AT1G68940.1
OG0011919	Solyc01g087460.2.1	AT2G34740.1, AT2G34740.3, AT2G34740.2
OG0011924	Solyc07g066330.3.1	AT1G56010.1, AT1G56010.2, AT3G12977.1, AT3G12977.2
OG0011925	Solyc01g111200.3.1	AT4G38710.1, AT4G38710.2
OG0011932	Solyc08g078770.1.1, Solyc08g078780.2.1	AT5G47580.1, AT4G17250.3, AT4G17250.1, AT4G17250.2
OG0012005	Solyc01g098800.3.1	AT1G08960.1
OG0012007	Solyc11g008940.1.1	AT3G46790.1
OG0012008	Solyc11g071510.2.1	AT5G21070.1
OG0012009	Solyc02g090100.1.1	AT2G23670.1
OG0012012	Solyc01g097140.3.1	AT5G03455.2, AT5G03455.1
OG0012013	Solyc07g055660.2.1	AT3G06780.1
OG0012015	Solyc11g007680.2.1	AT3G52230.1
OG0012016	Solyc09g018790.3.1	AT3G25530.1, AT3G25530.2
OG0012017	Solyc05g024020.1.1	AT4G26415.1
OG0012019	Solyc09g090410.3.1	AT2G33450.1
OG0012021	Solyc11g006980.1.1	AT3G10080.1, AT3G10080.2
OG0012022	Solyc06g007990.3.1	AT4G13220.1
OG0012025	Solyc12g008780.2.1	AT5G56760.1
OG0012026	Solyc11g008850.2.1	AT5G36950.1
OG0012027	Solyc01g096520.3.1	AT2G38730.1
OG0012028	Solyc10g045490.1.1	AT5G62990.1
OG0012031	Solyc11g071660.1.1	AT4G02720.1
OG0012032	Solyc06g005140.3.1	AT4G02820.1
OG0012034	Solyc11g066960.2.1	AT2G27760.1
OG0012035	Solyc09g065180.3.1	AT3G63140.1
OG0012037	Solyc01g079810.3.1	AT4G14220.1
OG0012038	Solyc01g097910.2.1	AT1G54500.1
OG0012039	Solyc09g090220.3.1	AT3G23330.1, AT3G23330.2
OG0012040	Solyc11g021210.1.1, Solyc02g011725.1.1, Solyc01g017337.1.1, Solyc04g049003.1.1, Solyc08g022180.1.1, Solyc08g022215.1.1	ATCG01040.1
OG0012041	Solyc03g120190.3.1	AT1G79960.1
OG0012042	Solyc04g056640.1.1	AT1G65380.1
OG0012044	Solyc07g065870.3.1	AT3G13226.1
OG0012045	Solyc01g066440.3.1, Solyc05g054355.1.1	AT3G06840.1, AT5G49170.1
OG0012046	Solyc08g006170.1.1	AT2G36240.1
OG0012047	Solyc06g073380.3.1	AT2G43320.2, AT2G43320.1
OG0012048	Solyc04g016295.1.1	AT3G57320.1, AT3G57320.2
OG0012049	Solyc01g081540.3.1	AT2G31900.3, AT2G31900.5, AT2G31900.2, AT2G31900.1, AT2G31900.4
OG0012050	Solyc11g011560.2.1	AT1G66170.1
OG0012051	Solyc09g064800.2.1	AT1G03310.1, AT1G03310.2
OG0012052	Solyc03g053130.3.1	AT3G59530.3, AT3G59530.1, AT3G59530.2
OG0012053	Solyc03g111190.2.1	AT5G63390.1
OG0012054	Solyc03g098170.3.1	AT3G10220.1
OG0012055	Solyc09g074620.3.1	AT3G62920.1
OG0012057	Solyc01g079400.3.1	AT3G62390.2, AT3G62390.1
OG0012059	Solyc09g075820.3.1	AT5G26340.1
OG0012061	Solyc09g075080.3.1	AT4G02440.1
OG0012062	Solyc02g083780.2.1	AT1G79540.1
OG0012064	Solyc04g051120.3.1	AT1G08530.3, AT1G08530.2, AT1G08530.1
OG0012065	Solyc04g016360.3.1	AT2G41530.1
OG0012066	Solyc04g077450.3.1	AT3G12210.1, AT3G12210.2
OG0012068	Solyc03g062720.3.1, Solyc02g062515.1.1	AT1G64770.1, AT1G64770.2, AT1G64770.3
OG0012069	Solyc09g065280.3.1	AT1G54590.1, AT1G03140.1
OG0012070	Solyc06g054460.1.1, Solyc01g080380.3.1	AT5G18930.1
OG0012071	Solyc01g056360.3.1, Solyc03g044850.1.1, Solyc05g053070.3.1	AT1G54410.1
OG0012072	Solyc01g058190.3.1	AT3G17170.1
OG0012073	Solyc02g021390.1.1, Solyc06g042990.1.1	ATMG00640.1
OG0012074	Solyc07g008365.1.1, Solyc07g008367.1.1, Solyc07g008363.1.1	AT5G52605.1, AT4G14276.1, AT5G39645.1, AT4G14272.1
OG0012075	Solyc04g079770.3.1	AT5G42660.1
OG0012077	Solyc05g053490.3.1, Solyc09g091230.3.1	AT3G24040.1
OG0012078	Solyc11g005590.1.1	AT3G54480.5, AT3G54480.1
OG0012079	Solyc09g098500.3.1	AT1G05785.5, AT1G05785.2, AT1G05785.3, AT1G05785.1, AT1G05785.4, AT1G05785.6, AT1G05785.7
OG0012080	Solyc02g079360.2.1	AT4G05150.1
OG0012081	Solyc01g079790.3.1	AT5G19220.1
OG0012082	Solyc05g053370.3.1	AT2G30080.1
OG0012084	Solyc03g005380.3.1	AT5G43670.1
OG0012085	Solyc03g059190.3.1	AT3G59710.3, AT3G59710.2, AT3G59710.1
OG0012086	Solyc01g098640.3.1	AT1G54780.1
OG0012087	Solyc01g079590.3.1	AT3G62580.1
OG0012088	Solyc02g011770.1.1, Solyc03g013600.1.1	ATCG01080.1
OG0012089	Solyc09g074910.1.1	AT2G47770.1
OG0012091	Solyc11g008450.2.1	AT5G04260.1
OG0012093	Solyc09g005020.1.1	AT3G51760.1, AT3G51760.4, AT3G51760.2, AT3G51760.3
OG0012094	Solyc09g009930.2.1	AT3G52620.1
OG0012095	Solyc07g054310.2.1	AT4G28160.1, AT2G20870.1
OG0012096	Solyc04g079170.3.1, Solyc12g088895.1.1	AT1G47410.1, AT1G47410.2
OG0012097	Solyc01g104190.2.1	AT1G60870.1
OG0012099	Solyc02g069207.1.1	AT5G43820.1
OG0012100	Solyc06g060070.3.1	AT1G77330.1
OG0012101	Solyc03g063690.1.1	AT5G52630.1
OG0012102	Solyc04g078480.3.1	AT3G46630.1
OG0012103	Solyc12g057030.2.1	AT1G34640.1
OG0012104	Solyc04g071700.3.1	AT1G76730.1
OG0012105	Solyc00g013140.2.1, Solyc03g064040.1.1, Solyc10g080120.1.1, Solyc03g061580.1.1, Solyc10g062020.1.1	ATMG00513.1
OG0012106	Solyc04g080340.3.1	AT1G75200.1
OG0012107	Solyc10g049650.2.1	AT2G14825.1
OG0012108	Solyc04g005830.3.1	AT1G33290.2, AT1G33290.1, AT1G33290.3
OG0012109	Solyc01g102720.3.1	AT5G49800.2, AT5G49800.1
OG0012111	Solyc07g066390.1.1	AT1G79080.1
OG0012112	Solyc00g009050.2.1	AT1G71760.2, AT1G71760.1
OG0012113	Solyc04g071870.1.1	AT5G42440.1
OG0012114	Solyc02g085470.3.1	AT4G36650.1, AT4G36650.2
OG0012115	Solyc04g077140.3.1	AT1G10020.1
OG0012116	Solyc06g064650.3.1	AT4G10020.1
OG0012117	Solyc08g008250.2.1	AT1G13870.1
OG0012118	Solyc11g017250.2.1	AT1G34430.1
OG0012120	Solyc04g077740.1.1	AT1G27461.1
OG0012122	Solyc07g056400.1.1	AT3G14370.1, AT1G53700.1
OG0012123	Solyc01g102690.3.1	AT3G49710.1
OG0012124	Solyc11g010900.2.1	AT4G38020.1
OG0012126	Solyc04g063390.2.1	AT1G77020.1
OG0012127	Solyc10g011830.1.1, Solyc04g072490.3.1	AT1G34245.1
OG0012128	Solyc01g110130.3.1	AT2G16440.1
OG0012129	Solyc01g006920.3.1	AT4G39530.1
OG0012130	Solyc02g085080.3.1	AT2G18245.1
OG0012132	Solyc12g094670.1.1, Solyc04g082520.2.1	AT4G37420.1
OG0012133	Solyc01g110450.3.1	AT2G21250.1, AT2G21260.1
OG0012134	Solyc02g083280.3.1	AT5G66040.1, AT5G66040.2
OG0012137	Solyc02g070820.1.1	AT1G06475.1
OG0012137	Solyc08g016150.1.1	AT5G46295.1
OG0012138	Solyc04g072170.1.1	AT1G34160.2, AT1G34160.1
OG0012139	Solyc11g010120.2.1	AT2G22420.1
OG0012140	Solyc05g050710.3.1	AT1G27480.1
OG0012141	Solyc02g090690.2.1	AT4G37030.1
OG0012142	Solyc01g106450.3.1	AT4G33670.1
OG0012143	Solyc04g077130.1.1	AT5G17870.2, AT5G17870.1
OG0012144	Solyc10g047630.2.1	AT5G64370.1
OG0012145	Solyc04g077860.3.1	AT3G03990.1
OG0012146	Solyc09g007050.1.1	AT2G37310.1
OG0012148	Solyc01g111690.3.1	AT2G20930.1
OG0012149	Solyc09g098225.1.1	AT1G79120.2, AT1G79120.1
OG0012150	Solyc10g074790.2.1	AT5G01990.1
OG0012151	Solyc10g008570.3.1	AT1G03540.1
OG0012154	Solyc10g008740.3.1	AT4G18480.1, AT5G45930.1
OG0012156	Solyc07g055910.3.1	AT3G58770.1
OG0012157	Solyc04g015200.3.1	AT5G47810.1
OG0012158	Solyc12g015680.1.1	AT5G55710.1
OG0012159	Solyc12g014050.2.1	AT3G15090.1
OG0012160	Solyc10g006370.3.1	AT1G50900.1
OG0012162	Solyc10g007730.3.1	AT1G06510.1
OG0012163	Solyc11g068930.2.1	AT5G45900.1
OG0012164	Solyc02g081150.1.1	AT4G22190.1
OG0012165	Solyc07g065470.3.1	AT1G55880.1, AT1G55880.2
OG0012166	Solyc02g063460.1.1	AT4G26730.1, AT2G16030.1
OG0012168	Solyc07g062670.1.1, Solyc07g053370.1.1	AT2G31082.1, AT2G31085.1, AT2G31083.1, AT2G31083.2
OG0012169	Solyc03g110960.3.1, Solyc06g071960.3.1	AT5G63310.1
OG0012171	Solyc02g070670.3.1	AT2G34470.1, AT2G34470.2
OG0012172	Solyc10g005470.3.1, Solyc02g079240.1.1	AT4G21445.1
OG0012174	Solyc12g100320.2.1	AT3G63390.1
OG0012175	Solyc08g079470.3.1	AT4G12130.1
OG0012176	Solyc08g079770.3.1	AT1G12480.1
OG0012177	Solyc07g008660.3.1	AT5G56940.1
OG0012178	Solyc08g078990.2.1	AT4G22550.1
OG0012179	Solyc03g007080.3.1	AT5G51680.1
OG0012182	Solyc08g082850.3.1	AT1G64550.1
OG0012183	Solyc04g080830.3.1	AT1G19720.1
OG0012185	Solyc01g091890.3.1	AT3G61113.1, AT2G45695.1
OG0012186	Solyc12g044610.2.1	AT3G16350.1
OG0012187	Solyc04g008710.3.1	AT3G24506.1, AT2G17240.1
OG0012188	Solyc03g121110.3.1	AT1G51965.1
OG0012189	Solyc05g026130.3.1	AT2G19790.1
OG0012190	Solyc08g029110.3.1	AT2G25280.1
OG0012191	Solyc08g013830.1.1	AT1G03390.1
OG0012192	Solyc06g065510.3.1	AT5G11310.1
OG0012193	Solyc02g021220.1.1, Solyc03g123490.1.1	AT3G14240.1
OG0012194	Solyc02g088710.3.1	AT1G62940.1
OG0012195	Solyc08g006580.3.1, Solyc08g068930.3.1	AT5G24980.1, AT5G10745.2, AT5G10745.1, AT5G10745.3
OG0012197	Solyc08g079240.3.1	AT1G62780.1
OG0012198	Solyc12g009425.1.1, Solyc12g009420.2.1	AT1G80140.1
OG0012199	Solyc07g005010.3.1	AT5G51350.1
OG0012200	Solyc08g013860.3.1	AT2G13560.1
OG0012202	Solyc08g069010.3.1	AT5G10690.1, AT5G10690.2
OG0012203	Solyc03g083570.3.1	AT5G51545.1
OG0012207	Solyc12g008860.2.1	AT4G29735.1, AT4G29735.2
OG0012209	Solyc04g079150.1.1	AT1G73400.1
OG0012210	Solyc08g062620.3.1	AT4G33100.1
OG0012211	Solyc08g006430.3.1	AT2G24580.1
OG0012212	Solyc01g049810.3.1	AT5G56310.1
OG0012213	Solyc08g068820.3.1	AT2G24830.1
OG0012214	Solyc08g061778.1.1	AT2G26340.2, AT2G26340.1
OG0012216	Solyc01g099240.3.1	AT4G29120.1
OG0012217	Solyc06g063280.1.1	AT3G21150.1
OG0012218	Solyc03g120510.1.1	AT3G27750.1
OG0012219	Solyc08g068085.1.1, Solyc08g068090.3.1, Solyc08g068070.3.1	AT4G32690.1
OG0012222	Solyc10g086500.1.1	AT2G38050.1
OG0012223	Solyc12g008600.2.1	AT4G29310.2, AT4G29310.1
OG0012224	Solyc08g067250.3.1	AT2G45700.2, AT2G45700.1
OG0012225	Solyc08g006570.3.1	AT1G73177.1
OG0012226	Solyc08g075770.3.1	AT4G19140.1
OG0012228	Solyc02g079400.3.1	AT1G61620.1
OG0012230	Solyc07g041870.3.1	AT1G77550.1
OG0012231	Solyc10g086470.2.1	AT1G78995.1
OG0012232	Solyc01g008250.3.1, Solyc01g008240.3.1	AT1G50320.1
OG0012233	Solyc08g075440.3.1	AT1G31780.1
OG0012236	Solyc08g062700.3.1	AT4G33060.1
OG0012237	Solyc08g078440.3.1	AT5G47400.1
OG0012238	Solyc07g006490.3.1	AT4G28025.2, AT4G28025.1
OG0012240	Solyc07g008470.3.1	AT5G57170.2, AT5G57170.1
OG0012241	Solyc06g063250.3.1	AT1G51610.1
OG0012242	Solyc03g120630.3.1	AT1G79850.1
OG0012243	Solyc08g008530.1.1	AT4G10750.1
OG0012244	Solyc10g078790.1.1	AT5G57460.1
OG0012246	Solyc03g097370.3.1	AT5G35970.1
OG0012248	Solyc11g067210.1.1	AT2G27610.1
OG0012249	Solyc10g081380.2.1	AT5G17840.1
OG0012250	Solyc11g069280.2.1	AT5G60520.1
OG0012252	Solyc11g006400.2.1	AT4G32605.1
OG0012253	Solyc12g007020.2.1	AT4G13370.1
OG0012255	Solyc03g051785.1.1	AT3G13770.2, AT3G13770.1
OG0012256	Solyc10g085080.2.1, Solyc09g014215.1.1	AT3G09050.1
OG0012257	Solyc07g063010.3.1	AT3G15290.2, AT3G15290.1
OG0012258	Solyc04g082870.1.1	AT1G25360.1
OG0012259	Solyc09g098140.3.1	AT1G79390.1
OG0012260	Solyc02g077300.2.1	AT2G34060.1
OG0012261	Solyc05g052600.3.1	AT3G55800.1
OG0012262	Solyc03g115460.2.1	AT3G12650.1
OG0012264	Solyc01g081530.2.1, Solyc01g097510.3.1, Solyc01g097540.3.1	AT2G38760.1
OG0012267	Solyc07g062780.3.1	AT3G15150.1
OG0012268	Solyc04g009610.2.1	AT3G55820.1
OG0012270	Solyc10g085690.2.1	AT2G38570.1, AT2G38570.2
OG0012271	Solyc09g091500.3.1	AT5G48870.1
OG0012272	Solyc05g056150.3.1	AT2G36230.1
OG0012273	Solyc11g068500.2.1	AT2G27460.1
OG0012274	Solyc11g072210.1.1	AT3G49930.1, AT5G56200.1
OG0012274	Solyc07g066160.1.1	AT2G26940.1
OG0012276	Solyc12g014395.1.1, Solyc07g062190.3.1	AT1G78630.1
OG0012277	Solyc02g091680.3.1	AT5G10560.1
OG0012278	Solyc08g023270.3.1, Solyc02g021450.2.1	AT4G03620.2, AT4G03620.1
OG0012279	Solyc10g039380.2.1	AT5G04910.1
OG0012280	Solyc02g083527.1.1	AT3G51325.1
OG0012281	Solyc09g020190.3.1	AT1G07230.1
OG0012282	Solyc02g079850.3.1	AT1G61690.1
OG0012283	Solyc07g043330.2.1	AT5G41920.1
OG0012284	Solyc01g087880.3.1	AT3G52040.1
OG0012285	Solyc09g018260.1.1, Solyc11g008260.2.1	AT3G54940.3, AT3G54940.2
OG0012286	Solyc10g079490.2.1	AT3G03690.1
OG0012287	Solyc02g068760.3.1	AT2G35130.3, AT2G35130.2, AT2G35130.1
OG0012288	Solyc09g057910.3.1	AT5G58450.1, AT5G58450.2
OG0012291	Solyc10g083795.1.1	AT3G53130.1
OG0012292	Solyc02g081170.3.1	AT4G22240.1, AT4G04020.1
OG0012293	Solyc09g011350.2.1	AT2G37880.1
OG0012294	Solyc09g007460.3.1	AT3G09730.1, AT3G09730.3, AT3G09730.2
OG0012295	Solyc02g078940.3.1	AT4G21580.2, AT4G21580.3, AT4G21580.1
OG0012296	Solyc01g098480.2.1	AT2G21090.1
OG0012297	Solyc02g072030.1.1	AT4G18830.1
OG0012298	Solyc07g064950.3.1	AT5G55220.1
OG0012300	Solyc02g094480.3.1	AT3G26782.1
OG0012301	Solyc02g069070.3.1	AT2G39440.2, AT2G39440.1
OG0012302	Solyc06g084580.1.1	AT4G20770.1
OG0012303	Solyc12g015630.2.1	AT5G55570.2, AT5G55570.1
OG0012304	Solyc02g077650.2.1	AT5G46100.1
OG0012305	Solyc07g049380.1.1, Solyc12g006000.1.1	AT1G05020.1
OG0012306	Solyc10g078560.3.1	AT5G18140.1
OG0012307	Solyc11g012700.2.1	AT4G16370.1
OG0012308	Solyc07g052680.1.1	AT3G22070.1
OG0012310	Solyc10g076590.2.1	AT3G51830.1
OG0012311	Solyc12g014200.2.1	AT1G73140.1
OG0012312	Solyc01g100420.3.1	AT1G56350.1
OG0012315	Solyc03g095760.3.1	AT2G40760.1
OG0012317	Solyc02g005200.3.1	AT3G08010.1
OG0012318	Solyc02g068500.3.1	AT2G35010.2, AT2G35010.1, AT1G31020.1
OG0012320	Solyc01g097740.3.1	AT3G04830.1, AT3G04830.2
OG0012323	Solyc07g032770.1.1, Solyc06g063270.3.1	AT4G33495.1
OG0012324	Solyc01g080415.1.1	AT5G18920.1, AT5G18920.2
OG0012326	Solyc03g080110.3.1	AT4G27590.2, AT4G27590.1
OG0012327	Solyc01g094920.3.1	AT4G00300.1
OG0012328	Solyc08g006160.3.1	AT5G19940.2, AT5G19940.1
OG0012329	Solyc06g065230.3.1	AT1G03150.1
OG0012330	Solyc01g005540.3.1	AT3G13490.1
OG0012331	Solyc04g083010.3.1	AT1G79600.1
OG0012333	Solyc11g071370.1.1	AT1G05750.1, AT1G05750.2
OG0012334	Solyc09g075030.3.1	AT1G02870.1
OG0012335	Solyc02g092390.3.1	AT3G49890.2, AT3G49890.1
OG0012336	Solyc08g007410.3.1	AT4G16510.1
OG0012337	Solyc04g054890.3.1	AT5G65110.2, AT5G65110.1
OG0012338	Solyc04g072230.3.1, Solyc04g072235.1.1	AT1G71810.1
OG0012339	Solyc08g081450.3.1, Solyc08g081453.1.1, Solyc12g056190.2.1	AT5G41470.1
OG0012340	Solyc07g021550.3.1	AT5G56780.1, AT4G26170.1
OG0012341	Solyc09g082120.3.1	AT2G32090.2, AT2G32090.1
OG0012342	Solyc02g068290.2.1	AT3G51500.1
OG0012344	Solyc03g111330.3.1	AT5G63440.2
OG0012345	Solyc03g110990.1.1, Solyc06g071930.1.1	AT5G50335.1
OG0012346	Solyc05g013860.3.1	AT1G67790.1
OG0012347	Solyc09g074830.3.1	AT1G02970.1
OG0012348	Solyc12g094480.2.1	AT1G20430.1
OG0012349	Solyc02g093350.3.1	AT5G40500.2, AT5G40500.1
OG0012350	Solyc09g064450.3.1	AT2G20360.1
OG0012351	Solyc07g007440.1.1	AT5G05810.1
OG0012352	Solyc01g102790.3.1	AT1G14470.1
OG0012353	Solyc03g111360.3.1	AT5G63290.1
OG0012354	Solyc05g013970.3.1	AT1G13190.1
OG0012355	Solyc03g111650.3.1	AT5G50280.1
OG0012356	Solyc11g020230.1.1	AT5G47850.1
OG0012357	Solyc10g009320.3.1, Solyc01g096260.3.1	AT2G46640.2, AT2G46640.3, AT2G46640.1, AT2G46640.4
OG0012358	Solyc12g056990.1.1	AT1G78110.1, AT1G22230.1
OG0012359	Solyc03g043715.1.1, Solyc03g043720.3.1	AT2G22640.1
OG0012360	Solyc02g090540.3.1, Solyc02g065060.3.1	AT3G50560.1
OG0012361	Solyc06g083880.2.1	AT2G20515.1
OG0012362	Solyc01g107670.2.1	AT2G15320.1
OG0012363	Solyc06g083720.2.1, Solyc09g064490.2.1	AT1G04110.1
OG0012365	Solyc09g083150.3.1	AT5G58260.2, AT5G58260.1
OG0012366	Solyc11g042500.2.1	AT1G71440.1
OG0012367	Solyc02g067920.3.1	AT5G63150.1
OG0012368	Solyc02g094310.2.1	AT5G14080.1
OG0012370	Solyc02g094170.3.1	AT5G14140.1
OG0012371	Solyc01g108260.3.1	AT4G34412.1
OG0012372	Solyc11g040130.2.1	AT1G44960.1
OG0012373	Solyc12g017970.1.1	AT2G43990.1
OG0012374	Solyc01g066560.3.1	AT5G49130.1
OG0012375	Solyc06g083990.3.1	AT4G19540.1
OG0012377	Solyc12g014300.2.1, Solyc07g062380.1.1	AT3G14880.1, AT3G14880.2
OG0012379	Solyc12g095940.1.1	AT5G11760.1
OG0012380	Solyc03g113990.3.1	AT5G50100.1
OG0012381	Solyc03g113880.3.1	AT3G47830.1
OG0012382	Solyc01g005340.3.1	AT2G01680.1
OG0012383	Solyc12g011190.2.1	AT1G06500.3, AT1G06500.4, AT1G06500.1, AT1G06500.2
OG0012384	Solyc08g077120.2.1	AT5G46580.1
OG0012385	Solyc01g088610.3.1	AT2G44650.1, AT3G60210.1
OG0012386	Solyc06g061110.2.1	AT2G35300.1
OG0012388	Solyc02g088490.3.1, Solyc02g088513.1.1, Solyc02g088510.3.1	AT5G39410.1
OG0012389	Solyc05g013710.3.1	AT1G67810.1
OG0012391	Solyc04g008240.3.1	AT1G14710.2, AT1G14710.1
OG0012392	Solyc12g015830.1.1	AT1G55805.1
OG0012393	Solyc04g005520.3.1	AT1G26640.1
OG0012394	Solyc05g007760.1.1	AT1G26760.1
OG0012395	Solyc02g091100.3.1	AT5G17380.1
OG0012396	Solyc11g069370.2.1	AT5G22330.1
OG0012397	Solyc01g010900.3.1	AT1G69500.1
OG0012398	Solyc03g019880.3.1	AT1G28150.1, AT1G28150.2
OG0012400	Solyc08g062580.1.1, Solyc06g009800.2.1, Solyc07g021440.1.1, Solyc12g062720.2.1, Solyc07g021450.2.1	AT1G74630.2, AT1G74630.1
OG0012401	Solyc05g006970.3.1	AT2G02590.1
OG0012403	Solyc02g086080.3.1	AT5G38360.1
OG0012404	Solyc03g112600.4.1	AT5G63080.1
OG0012405	Solyc05g010620.2.1	AT1G68930.1, AT1G68930.2
OG0012407	Solyc03g097910.3.1	AT3G17810.1
OG0012408	Solyc12g036250.2.1	AT1G18680.1
OG0012410	Solyc03g034170.3.1	AT5G38660.1, AT5G38660.2
OG0012411	Solyc08g076910.3.1	AT4G17895.1
OG0012412	Solyc07g005550.3.1	AT2G44870.1
OG0012413	Solyc05g009330.3.1	AT1G13380.1
OG0012414	Solyc01g010810.3.1	AT1G69680.1
OG0012415	Solyc04g008090.3.1	AT2G01818.1, AT2G01818.2
OG0012416	Solyc06g072480.1.1, Solyc03g112740.2.1	AT1G14760.3, AT1G14760.2, AT1G14760.1
OG0012417	Solyc02g067960.2.1	AT1G79220.1
OG0012419	Solyc03g111130.1.1, Solyc03g111140.3.1, Solyc03g111120.3.1	AT5G03860.2, AT5G03860.1
OG0012420	Solyc01g088470.3.1	AT3G20230.1
OG0012421	Solyc03g097200.3.1	AT1G65000.1
OG0012422	Solyc05g008050.2.1	AT2G01430.2, AT2G01430.1, AT1G70920.2, AT1G70920.1
OG0012423	Solyc03g115075.1.1, Solyc03g115080.2.1	AT2G29900.1
OG0012424	Solyc03g097240.3.1	AT5G16650.1, AT5G16650.2
OG0012425	Solyc06g072250.3.1	AT5G57280.1
OG0012426	Solyc05g010160.3.1	AT1G26170.1
OG0012427	Solyc05g005580.3.1	AT1G23790.1
OG0012428	Solyc01g107610.3.1	AT2G15270.1, AT2G15270.2
OG0012429	Solyc06g060860.2.1	AT4G16807.1
OG0012430	Solyc04g008050.3.1	AT2G01760.1, AT2G01760.2, AT2G01760.3
OG0012431	Solyc02g089100.3.1	AT3G02220.1
OG0012432	Solyc03g114920.1.1	AT5G60960.1
OG0012433	Solyc02g088660.3.1	AT3G29310.1
OG0012434	Solyc08g079030.3.1	AT1G12120.1, AT1G62530.2, AT1G62530.1
OG0012438	Solyc05g052700.3.1	AT3G47080.1
OG0012439	Solyc02g086360.3.1	AT5G16220.1
OG0012444	Solyc10g045740.2.1, Solyc00g021640.3.1, Solyc11g030940.2.1, Solyc01g017630.1.1	ATMG00290.1, AT2G07734.1
OG0012445	Solyc08g007370.3.1	AT2G47310.1
OG0012449	Solyc10g074740.1.1	AT4G20780.1, AT5G44460.1
OG0012451	Solyc07g052590.1.1	AT1G71460.1
OG0012452	Solyc04g077840.2.1, Solyc04g077835.1.1	AT5G43190.1
OG0012454	Solyc01g096380.1.1	AT1G01180.1
OG0012456	Solyc03g123390.3.1	AT1G17430.1, AT1G72620.1
OG0012457	Solyc03g006550.3.1	AT1G61120.1
OG0012461	Solyc03g025330.3.1	AT3G49070.1, AT3G49070.2
OG0012462	Solyc08g005220.3.1, Solyc08g076480.3.1	AT2G35490.1
OG0012469	Solyc12g033090.2.1	ATCG00840.1, ATCG01300.1
OG0012479	Solyc02g079980.3.1, Solyc03g031530.3.1	AT4G21250.1, AT4G21260.1, AT1G61740.1
OG0012480	Solyc09g062970.1.1	AT4G29030.1
OG0012481	Solyc05g013540.1.1	AT1G12980.1
OG0012483	Solyc02g061920.2.1, Solyc00g072100.3.1, Solyc01g010200.3.1, Solyc01g010190.2.1, Solyc01g010220.3.1, Solyc01g010180.3.1, Solyc11g056460.1.1, Solyc11g039970.1.1	AT1G34070.1, AT5G48050.1
OG0012569	Solyc07g055170.1.1	AT5G57450.2, AT5G57450.1
OG0012573	Solyc10g044543.1.1, Solyc07g021380.1.1, Solyc02g012020.2.1	ATCG00130.1
OG0012575	Solyc01g068250.2.1	AT3G51930.1
OG0012576	Solyc11g017390.2.1	AT1G71910.2, AT1G71910.1
OG0012578	Solyc09g092510.3.1	AT3G23740.1, AT4G14120.1
OG0012579	Solyc01g068620.3.1	AT4G01650.2, AT4G01650.1, AT4G01650.3
OG0012581	Solyc09g008920.3.1	AT4G38460.1
OG0012583	Solyc09g042760.2.1	AT5G48390.1
OG0012584	Solyc01g009245.1.1	AT5G20935.1, AT5G20935.2
OG0012585	Solyc06g054080.3.1	AT3G22590.1
OG0012586	Solyc04g056380.3.1	AT5G16460.1
OG0012588	Solyc06g005520.3.1	AT2G28940.2, AT2G28940.1
OG0012589	Solyc09g064790.3.1	AT2G48120.2, AT2G48120.1
OG0012590	Solyc09g061440.3.1	AT4G13200.1
OG0012591	Solyc01g056670.1.1	ATMG00650.1
OG0012593	Solyc07g007280.3.1	AT2G47910.1, AT2G47910.2
OG0012595	Solyc12g005150.2.1	AT5G54855.1
OG0012596	Solyc09g090430.3.1	AT3G23490.1, AT3G23490.2
OG0012597	Solyc01g099000.1.1	AT3G05340.1
