Orthogroup	A_hypochondriacus.proteins	A_coerulea.proteins
OG0012419	AH017179-RA	Aqcoe3G189200.2.p, Aqcoe3G189200.1.p
OG0012420	AH009334-RA	Aqcoe3G251500.1.p
OG0012421	AH007250-RA	Aqcoe3G222500.2.p, Aqcoe3G222500.1.p
OG0012423	AH017500-RA	Aqcoe3G371600.1.p
OG0012424	AH019932-RA	Aqcoe3G234500.1.p
OG0012425	AH014425-RA, AH020947-RA	Aqcoe3G391200.1.p
OG0012426	AH005451-RA	Aqcoe3G052800.1.p
OG0012427	AH004416-RA	Aqcoe3G118200.1.p
OG0012428	AH001672-RA	Aqcoe3G286300.1.p
OG0012429	AH007384-RA	Aqcoe3G266800.1.p
OG0012431	AH016580-RA	Aqcoe3G063600.1.p, Aqcoe3G063600.2.p
OG0012432	AH017539-RA	Aqcoe3G367600.1.p
OG0012433	AH015823-RA	Aqcoe3G359800.1.p
OG0012569	AH016826-RA	Aqcoe2G096700.1.p
OG0012571	AH020209-RA	Aqcoe2G300800.3.p, Aqcoe2G300800.2.p, Aqcoe2G300800.1.p
OG0012573	AH015439-RA	Aqcoe7G229100.1.p, Aqcoe2G210300.1.p
OG0012576	AH009392-RA	Aqcoe2G103500.1.p
OG0012577	AH015188-RA, AH012688-RA	Aqcoe1G329900.1.p, Aqcoe2G027000.1.p, Aqcoe6G178200.1.p
OG0012578	AH006511-RA	Aqcoe2G402600.1.p
OG0012580	AH018914-RA	Aqcoe2G119200.1.p
OG0012581	AH002315-RA	Aqcoe2G421200.1.p
OG0012583	AH017877-RA	Aqcoe2G438200.1.p
OG0012584	AH022633-RA	Aqcoe2G067500.1.p
OG0012585	AH019827-RA	Aqcoe2G348300.2.p, Aqcoe2G348300.1.p
OG0012586	AH011152-RA	Aqcoe2G273600.1.p
OG0012587	AH010771-RA	Aqcoe5G038200.1.p, Aqcoe2G363600.3.p, Aqcoe2G363600.4.p, Aqcoe2G363600.2.p, Aqcoe2G363600.1.p
OG0012589	AH010778-RA	Aqcoe2G329700.1.p
OG0012590	AH013033-RA	Aqcoe2G386300.1.p
OG0012591	AH015551-RA	Aqcoe6G265800.1.p
OG0012591	AH007270-RA	Aqcoe2G214500.1.p
OG0012593	AH008324-RA	Aqcoe2G394200.1.p
OG0012595	AH008184-RA	Aqcoe2G160700.1.p
OG0012596	AH019895-RA	Aqcoe2G380600.1.p
OG0012597	AH010465-RA	Aqcoe2G340000.1.p
OG0012598	AH014196-RA	Aqcoe2G174700.1.p
OG0012599	AH001738-RA	Aqcoe2G342200.1.p
OG0012600	AH007396-RA	Aqcoe2G259400.1.p
OG0012602	AH004001-RA	Aqcoe2G345700.1.p
OG0012603	AH011812-RA	Aqcoe2G266700.1.p, Aqcoe2G266700.2.p
OG0012604	AH016387-RA	Aqcoe2G091000.3.p, Aqcoe2G091000.2.p, Aqcoe2G091000.1.p
OG0012605	AH010222-RA	Aqcoe2G123300.1.p
OG0012606	AH013534-RA	Aqcoe2G298100.1.p
OG0012607	AH012756-RA	Aqcoe2G203400.1.p
OG0012608	AH000847-RA	Aqcoe2G271000.1.p
OG0012610	AH021946-RA	Aqcoe2G095500.1.p
OG0012611	AH021915-RA	Aqcoe2G332300.2.p, Aqcoe2G332300.1.p
OG0012612	AH019951-RA	Aqcoe2G435800.1.p
OG0012613	AH020141-RA	Aqcoe2G328400.1.p
OG0012614	AH017712-RA	Aqcoe2G279800.1.p
OG0012615	AH007247-RA	Aqcoe2G187300.1.p, Aqcoe2G187300.2.p
OG0012616	AH019984-RA	Aqcoe2G256600.1.p
OG0012618	AH011622-RA	Aqcoe2G429900.1.p
OG0012619	AH021706-RA	Aqcoe2G076400.1.p
OG0012621	AH020289-RA	Aqcoe1G051100.1.p, Aqcoe2G050900.1.p
OG0012626	AH013813-RA	Aqcoe6G155800.1.p
OG0012627	AH003963-RA	Aqcoe3G285500.1.p, Aqcoe6G077600.1.p
OG0012629	AH019534-RA	Aqcoe6G265000.1.p
OG0012630	AH003890-RA	Aqcoe6G293100.1.p
OG0012631	AH006631-RA	Aqcoe6G304500.1.p, Aqcoe7G011400.1.p
OG0012632	AH019685-RA	Aqcoe6G233300.1.p, Aqcoe3G157300.1.p, Aqcoe4G296400.1.p
OG0012633	AH016732-RA	Aqcoe6G270800.2.p, Aqcoe6G270800.1.p
OG0012634	AH009414-RA	Aqcoe6G017500.1.p
OG0012635	AH011296-RA	Aqcoe6G191100.1.p
OG0012636	AH006333-RA	Aqcoe6G039500.1.p
OG0012637	AH009409-RA	Aqcoe6G014600.2.p, Aqcoe6G014600.1.p
OG0012638	AH017420-RA	Aqcoe6G028900.1.p
OG0012639	AH009547-RA	Aqcoe6G235400.1.p
OG0012641	AH003552-RA	Aqcoe6G086200.1.p
OG0012644	AH002428-RA	Aqcoe6G066500.1.p
OG0012645	AH018595-RA	Aqcoe6G230300.1.p
OG0012646	AH015509-RA, AH015510-RA	Aqcoe6G265900.1.p
OG0012647	AH019242-RA	Aqcoe6G198100.1.p
OG0012648	AH016954-RA	Aqcoe6G113600.1.p
OG0012649	AH002344-RA	Aqcoe6G193500.1.p
OG0012651	AH023676-RA, AH016841-RA, AH023675-RA	Aqcoe6G190700.1.p
OG0012652	AH023553-RA	Aqcoe6G036700.1.p
OG0012653	AH000143-RA	Aqcoe6G028200.1.p
OG0012655	AH016107-RA	Aqcoe6G104000.1.p
OG0012656	AH008296-RA	Aqcoe6G064900.1.p
OG0012658	AH011256-RA, AH017061-RA	Aqcoe6G007700.1.p
OG0012659	AH003714-RA	Aqcoe6G012400.1.p
OG0012660	AH021169-RA	Aqcoe3G194100.1.p, Aqcoe6G053100.1.p
OG0012661	AH017958-RA	Aqcoe6G164500.1.p
OG0012662	AH005727-RA	Aqcoe6G268300.1.p, Aqcoe6G268300.2.p
OG0012663	AH005323-RA	Aqcoe6G021500.1.p
OG0012665	AH021953-RA	Aqcoe6G046900.1.p
OG0012666	AH002349-RA	Aqcoe6G189900.1.p
OG0012667	AH008560-RA	Aqcoe6G048600.1.p
OG0012669	AH021383-RA	Aqcoe6G231200.1.p, Aqcoe1G223300.1.p
OG0012670	AH016927-RA	Aqcoe6G327800.1.p, Aqcoe6G327800.2.p
OG0012671	AH006417-RA	Aqcoe6G182500.1.p
OG0012672	AH021688-RA	Aqcoe0017s0013.1.p
OG0012673	AH000604-RA	Aqcoe0768s0001.1.p
OG0012674	AH021312-RA	Aqcoe4G011500.1.p
OG0012675	AH015226-RA	Aqcoe4G103800.1.p
OG0012676	AH008146-RA	Aqcoe4G250800.1.p
OG0012680	AH001346-RA	Aqcoe1G273100.1.p, Aqcoe4G156000.1.p
OG0012681	AH021367-RA, AH014785-RA	Aqcoe4G029300.1.p
OG0012683	AH000444-RA	Aqcoe4G163900.1.p
OG0012685	AH014099-RA, AH019583-RA, AH008192-RA	Aqcoe4G174800.1.p, Aqcoe4G187700.1.p
OG0012686	AH003562-RA	Aqcoe4G051300.1.p
OG0012688	AH015211-RA	Aqcoe4G134400.1.p
OG0012690	AH007698-RA, AH007699-RA	Aqcoe4G066000.1.p
OG0012691	AH015033-RA	Aqcoe4G228200.1.p
OG0012693	AH021559-RA	Aqcoe4G252200.1.p
OG0012694	AH018486-RA	Aqcoe4G255400.1.p
OG0012699	AH011473-RA, AH018212-RA	Aqcoe4G250600.1.p
OG0012701	AH000645-RA	Aqcoe7G361000.1.p
OG0012702	AH015323-RA, AH015322-RA	Aqcoe7G308600.1.p
OG0012704	AH017952-RA	Aqcoe7G341600.1.p
OG0012705	AH021064-RA, AH021062-RA	Aqcoe7G354800.1.p
OG0012706	AH014469-RA	Aqcoe7G151400.1.p
OG0012707	AH002430-RA	Aqcoe7G325500.1.p
OG0012708	AH009643-RA	Aqcoe7G024200.1.p
OG0012709	AH002124-RA	Aqcoe7G162000.1.p
OG0012710	AH016095-RA	Aqcoe7G130100.1.p
OG0012711	AH021875-RA	Aqcoe7G356300.1.p
OG0012712	AH019466-RA	Aqcoe7G069600.1.p
OG0012713	AH015999-RA	Aqcoe7G285500.1.p
OG0012714	AH018515-RA	Aqcoe7G437400.1.p
OG0012716	AH018742-RA	Aqcoe7G068200.1.p
OG0012717	AH001973-RA	Aqcoe7G387300.2.p, Aqcoe7G387300.3.p, Aqcoe7G387300.1.p
OG0012718	AH014250-RA	Aqcoe7G133600.1.p
OG0012719	AH016184-RA	Aqcoe7G407300.1.p
OG0012720	AH014277-RA	Aqcoe7G220200.1.p
OG0012722	AH012277-RA	Aqcoe7G067500.1.p, Aqcoe7G067400.1.p, Aqcoe7G067600.1.p
OG0012724	AH013617-RA	Aqcoe7G091700.1.p
OG0012725	AH014510-RA	Aqcoe3G015300.1.p, Aqcoe1G001600.1.p, Aqcoe7G292500.1.p
OG0012726	AH012106-RA	Aqcoe7G025000.1.p
OG0012727	AH000033-RA	Aqcoe7G345700.1.p
OG0012728	AH014058-RA	Aqcoe7G263400.1.p
OG0012729	AH004232-RA, AH004222-RA	Aqcoe7G106400.1.p
OG0012730	AH015996-RA	Aqcoe7G348400.1.p, Aqcoe7G348400.2.p
OG0012731	AH019543-RA	Aqcoe7G042400.1.p
OG0012732	AH020905-RA	Aqcoe7G151900.1.p
OG0012734	AH008831-RA	Aqcoe7G192100.1.p
OG0012735	AH018003-RA	Aqcoe7G024100.1.p
OG0012736	AH022217-RA	Aqcoe7G113000.1.p
OG0012737	AH001983-RA	Aqcoe7G268400.1.p, Aqcoe7G268400.2.p
OG0012738	AH022286-RA	Aqcoe7G335300.1.p
OG0012739	AH019206-RA	Aqcoe7G193900.1.p
OG0012740	AH015123-RA	Aqcoe7G327200.1.p
OG0012741	AH001565-RA	Aqcoe7G283200.1.p
OG0012742	AH010372-RA	Aqcoe7G346200.2.p, Aqcoe7G346200.1.p
OG0012743	AH016075-RA	Aqcoe7G425100.1.p
OG0012745	AH021645-RA	Aqcoe7G239500.1.p
OG0012746	AH009156-RA	Aqcoe7G063200.1.p
OG0012747	AH023429-RA	Aqcoe7G174000.1.p, Aqcoe7G162400.1.p
OG0012750	AH014666-RA	Aqcoe7G127200.1.p
OG0012751	AH014500-RA	Aqcoe7G163700.1.p
OG0012752	AH018560-RA	Aqcoe7G078800.1.p
OG0012753	AH005871-RA	Aqcoe7G375400.1.p
OG0012754	AH013328-RA	Aqcoe7G125600.1.p
OG0012756	AH009098-RA	Aqcoe7G014400.1.p, Aqcoe7G014400.2.p
OG0012757	AH014203-RA	Aqcoe7G111400.1.p
OG0012758	AH002110-RA	Aqcoe7G382900.1.p
OG0012759	AH014492-RA	Aqcoe7G160100.1.p
OG0012761	AH022138-RA	Aqcoe1G011700.1.p
OG0012762	AH022019-RA	Aqcoe1G132300.1.p
OG0012763	AH010232-RA	Aqcoe1G080400.1.p
OG0012764	AH016717-RA	Aqcoe1G089400.1.p
OG0012765	AH013786-RA, AH022678-RA	Aqcoe1G429700.1.p
OG0012766	AH012447-RA	Aqcoe1G407300.1.p
OG0012767	AH000330-RA	Aqcoe1G260700.1.p
OG0012768	AH021956-RA	Aqcoe1G487100.1.p
OG0012770	AH001258-RA	Aqcoe1G318900.1.p
OG0012772	AH010296-RA	Aqcoe1G202100.1.p
OG0012773	AH017217-RA	Aqcoe1G086800.1.p
OG0012774	AH004494-RA	Aqcoe1G309000.1.p
OG0012775	AH023522-RA	Aqcoe1G484200.1.p
OG0012776	AH022415-RA	Aqcoe1G444000.1.p
OG0012777	AH006642-RA	Aqcoe1G008400.1.p
OG0012778	AH003109-RA	Aqcoe1G071600.1.p
OG0012779	AH012376-RA	Aqcoe1G090400.1.p
OG0012780	AH013788-RA	Aqcoe1G429500.1.p
OG0012781	AH001211-RA	Aqcoe1G379700.1.p
OG0012782	AH012709-RA	Aqcoe1G121800.1.p
OG0012784	AH014733-RA	Aqcoe1G195200.1.p
OG0012787	AH020606-RA	Aqcoe1G433500.1.p
OG0012788	AH011102-RA	Aqcoe1G206600.1.p, Aqcoe1G206600.2.p
OG0012789	AH000995-RA	Aqcoe1G004200.1.p
OG0012790	AH011049-RA	Aqcoe1G073700.1.p
OG0012791	AH014710-RA, AH023573-RA	Aqcoe1G189700.2.p, Aqcoe1G189700.1.p
OG0012792	AH015934-RA	Aqcoe1G486300.1.p
OG0012793	AH000715-RA	Aqcoe1G060100.1.p
OG0012795	AH018828-RA	Aqcoe1G410000.1.p
OG0012796	AH009941-RA	Aqcoe1G362600.3.p, Aqcoe1G362600.1.p, Aqcoe1G362600.2.p
OG0012797	AH017494-RA	Aqcoe1G303800.1.p
OG0012798	AH015251-RA	Aqcoe1G481000.1.p
OG0012799	AH010855-RA	Aqcoe1G095600.1.p
OG0012800	AH000398-RA	Aqcoe1G138100.1.p
OG0012802	AH016480-RA	Aqcoe1G380400.1.p
OG0012803	AH015109-RA	Aqcoe1G330300.1.p
OG0012804	AH018812-RA	Aqcoe1G416600.1.p
OG0012805	AH008215-RA	Aqcoe1G169900.1.p
OG0012806	AH021866-RA	Aqcoe1G119100.1.p
OG0012808	AH006497-RA	Aqcoe1G382900.1.p
OG0012809	AH004153-RA	Aqcoe1G044600.1.p
OG0012810	AH001031-RA	Aqcoe1G129500.1.p, Aqcoe1G129500.2.p
OG0012811	AH014890-RA	Aqcoe1G391400.1.p
OG0012812	AH011901-RA	Aqcoe1G435400.1.p
OG0012814	AH011075-RA	Aqcoe1G315300.1.p, Aqcoe1G315300.2.p
OG0012815	AH013199-RA, AH022451-RA	Aqcoe1G147400.1.p
OG0012816	AH017513-RA	Aqcoe1G129900.1.p
OG0012817	AH001175-RA	Aqcoe1G223500.1.p
OG0012818	AH003112-RA	Aqcoe1G072800.1.p
OG0012819	AH008091-RA, AH010007-RA	Aqcoe1G321700.1.p
OG0012820	AH019305-RA	Aqcoe1G138300.1.p
OG0012821	AH018619-RA	Aqcoe1G201600.1.p
OG0012822	AH018961-RA	Aqcoe1G105600.1.p
OG0012823	AH021104-RA	Aqcoe1G215100.1.p
OG0012824	AH020346-RA	Aqcoe1G022700.1.p
OG0012825	AH023076-RA	Aqcoe1G426800.1.p
OG0012827	AH012793-RA	Aqcoe1G489200.1.p
OG0012828	AH010084-RA	Aqcoe1G254100.1.p
OG0012829	AH009895-RA, AH008224-RA	Aqcoe1G346100.1.p
OG0012830	AH001243-RA	Aqcoe1G120900.1.p
OG0012832	AH018937-RA	Aqcoe1G065300.1.p
OG0012833	AH013782-RA	Aqcoe1G430200.1.p
OG0012834	AH005835-RA	Aqcoe5G315700.1.p, Aqcoe5G337300.1.p
OG0012835	AH001910-RA	Aqcoe5G066800.1.p
OG0012836	AH011671-RA	Aqcoe5G178900.1.p
OG0012837	AH023701-RA	Aqcoe5G128700.1.p
OG0012838	AH017299-RA	Aqcoe5G290400.1.p
OG0012839	AH002406-RA	Aqcoe5G161600.1.p
OG0012840	AH012921-RA	Aqcoe5G088300.1.p, Aqcoe5G088300.3.p, Aqcoe5G088300.2.p
OG0012843	AH017269-RA	Aqcoe5G297800.1.p
OG0012844	AH008732-RA	Aqcoe5G312700.1.p
OG0012845	AH023773-RA	Aqcoe5G312800.4.p, Aqcoe5G312800.2.p, Aqcoe5G312800.3.p, Aqcoe5G312800.1.p
OG0012846	AH016335-RA	Aqcoe5G415900.1.p
OG0012847	AH021966-RA	Aqcoe5G166100.1.p
OG0012849	AH022606-RA	Aqcoe5G468200.1.p
OG0012851	AH003512-RA	Aqcoe5G244300.1.p
OG0012852	AH002619-RA	Aqcoe5G041500.1.p
OG0012853	AH018150-RA	Aqcoe5G002800.1.p
OG0012854	AH012302-RA	Aqcoe5G080000.1.p
OG0012855	AH022380-RA	Aqcoe5G389500.1.p
OG0012856	AH002987-RA	Aqcoe5G357700.1.p
OG0012857	AH003929-RA	Aqcoe5G224600.1.p
OG0012858	AH002298-RA, AH002297-RA	Aqcoe5G129200.1.p
OG0012859	AH014091-RA	Aqcoe5G170400.1.p
OG0012860	AH010751-RA	Aqcoe5G023800.1.p
OG0012861	AH008308-RA	Aqcoe5G315000.1.p
OG0012863	AH005491-RA	Aqcoe5G042700.1.p
OG0012864	AH015433-RA, AH018092-RA	Aqcoe5G459100.1.p
OG0012868	AH013083-RA	Aqcoe5G003100.1.p
OG0012869	AH019072-RA	Aqcoe5G107200.1.p
OG0012870	AH017827-RA	Aqcoe5G275000.1.p
OG0012871	AH015854-RA	Aqcoe5G139200.1.p
OG0012872	AH017923-RA	Aqcoe5G399300.1.p
OG0012873	AH014576-RA, AH021114-RA	Aqcoe5G111400.1.p
OG0012874	AH017908-RA	Aqcoe5G003800.1.p
OG0012875	AH006216-RA, AH003507-RA	Aqcoe5G238300.1.p
OG0012876	AH012667-RA	Aqcoe5G127700.1.p
OG0012877	AH010467-RA	Aqcoe5G057600.1.p
OG0012878	AH001818-RA	Aqcoe5G193200.1.p
OG0012879	AH006579-RA	Aqcoe5G053900.1.p
OG0012880	AH013452-RA	Aqcoe5G133000.1.p
OG0012881	AH005238-RA	Aqcoe5G309600.1.p
OG0012882	AH011912-RA	Aqcoe5G464100.1.p
OG0012883	AH007174-RA	Aqcoe5G019100.1.p
OG0012884	AH011975-RA	Aqcoe5G463400.1.p
OG0012885	AH002042-RA	Aqcoe5G208000.1.p
OG0012886	AH004104-RA	Aqcoe5G164000.1.p
OG0012887	AH007203-RA	Aqcoe5G027800.1.p
OG0012889	AH017547-RA	Aqcoe3G356100.1.p, Aqcoe3G356200.1.p, Aqcoe3G356400.1.p, Aqcoe3G356300.1.p
OG0012890	AH017003-RA	Aqcoe3G408400.1.p
OG0012891	AH007319-RA	Aqcoe3G209000.1.p, Aqcoe3G209000.2.p
OG0012892	AH004007-RA	Aqcoe3G055600.1.p
OG0012894	AH006928-RA	Aqcoe3G186100.1.p
OG0012895	AH007954-RA	Aqcoe3G428400.1.p
OG0012896	AH017590-RA, AH017593-RA	Aqcoe3G337500.1.p
OG0012898	AH004673-RA	Aqcoe3G073700.1.p
OG0012899	AH017966-RA	Aqcoe3G126300.1.p
OG0012902	AH002819-RA	Aqcoe3G425800.1.p
OG0012904	AH011212-RA	Aqcoe3G432500.1.p
OG0012905	AH004602-RA	Aqcoe3G088100.1.p
OG0012906	AH013533-RA	Aqcoe3G073300.1.p
OG0012907	AH005912-RA, AH010286-RA	Aqcoe3G004100.1.p
OG0012910	AH005406-RA	Aqcoe3G042600.1.p
OG0012911	AH001721-RA	Aqcoe3G086400.1.p
OG0012912	AH005369-RA	Aqcoe3G008900.1.p
OG0012913	AH018382-RA	Aqcoe3G230400.1.p
OG0012914	AH021086-RA	Aqcoe3G443100.1.p
OG0012915	AH016554-RA	Aqcoe3G442100.1.p
OG0012916	AH017621-RA	Aqcoe3G090300.1.p
OG0012920	AH001412-RA	Aqcoe3G309000.1.p
OG0012921	AH005575-RA	Aqcoe3G055500.1.p
OG0012922	AH001062-RA	Aqcoe3G438000.1.p
OG0012923	AH001012-RA	Aqcoe3G440400.1.p
OG0012924	AH004756-RA	Aqcoe3G300700.1.p
OG0012925	AH018878-RA	Aqcoe3G017300.1.p
OG0012926	AH004177-RA	Aqcoe3G402500.1.p
OG0012927	AH002952-RA	Aqcoe3G054600.1.p
OG0013104	AH015976-RA	Aqcoe2G182500.1.p
OG0013108	AH013117-RA	Aqcoe2G410700.1.p
OG0013109	AH017295-RA	Aqcoe2G247900.1.p
OG0013111	AH007157-RA	Aqcoe2G285400.1.p
OG0013112	AH011024-RA	Aqcoe2G034900.1.p
OG0013118	AH014489-RA	Aqcoe2G109000.1.p
OG0013119	AH007750-RA	Aqcoe2G355400.1.p
OG0013120	AH014287-RA	Aqcoe2G318800.1.p
OG0013121	AH013740-RA	Aqcoe2G230100.1.p
OG0013123	AH017283-RA, AH013582-RA, AH022474-RA, AH017284-RA, AH013582-RB	Aqcoe2G040400.1.p
OG0013124	AH011156-RA	Aqcoe2G427000.1.p
OG0013125	AH021878-RA	Aqcoe2G161100.1.p
OG0013126	AH023251-RA	Aqcoe2G079000.1.p, Aqcoe1G051400.1.p
OG0013127	AH007706-RA	Aqcoe2G041300.1.p
OG0013128	AH012961-RA	Aqcoe2G292400.1.p
OG0013130	AH000205-RA	Aqcoe2G205800.1.p
OG0013131	AH011236-RA	Aqcoe2G263800.1.p
OG0013133	AH011794-RA	Aqcoe2G256500.1.p
OG0013135	AH019043-RA	Aqcoe2G387400.1.p
OG0013138	AH020602-RA	Aqcoe2G397000.1.p
OG0013139	AH020048-RA	Aqcoe2G014400.2.p, Aqcoe2G014400.1.p
OG0013142	AH018667-RA	Aqcoe2G155600.1.p, Aqcoe5G358900.1.p
OG0013144	AH020036-RA	Aqcoe2G390100.1.p
OG0013145	AH013541-RA	Aqcoe2G380300.1.p
OG0013149	AH016224-RA	Aqcoe7G359500.1.p, Aqcoe2G153200.1.p
OG0013150	AH010964-RA	Aqcoe2G060300.1.p
OG0013151	AH013087-RA	Aqcoe2G367500.1.p
OG0013154	AH022023-RA	Aqcoe2G383300.1.p
OG0013156	AH018803-RA	Aqcoe2G061300.1.p
OG0013157	AH010405-RA	Aqcoe2G278600.1.p
OG0013158	AH019816-RA	Aqcoe2G347400.1.p, Aqcoe2G347400.2.p
OG0013160	AH008852-RA	Aqcoe6G019500.1.p
OG0013161	AH005994-RA	Aqcoe6G158000.1.p
OG0013162	AH023715-RA, AH016783-RA	Aqcoe6G215900.1.p
OG0013163	AH004374-RA	Aqcoe5G211400.1.p, Aqcoe6G176500.2.p, Aqcoe6G176500.3.p, Aqcoe6G176500.1.p
OG0013164	AH019544-RA	Aqcoe6G023300.1.p
OG0013166	AH009432-RA	Aqcoe6G010800.1.p
OG0013167	AH018564-RA	Aqcoe6G312300.1.p, Aqcoe7G079000.2.p, Aqcoe7G079000.1.p
OG0013168	AH000786-RA, AH002299-RA	Aqcoe6G239800.1.p, Aqcoe6G239800.2.p
OG0013169	AH022374-RA	Aqcoe6G124200.1.p, Aqcoe6G124300.1.p
OG0013170	AH000661-RA	Aqcoe6G280600.1.p
OG0013171	AH016923-RA	Aqcoe6G325700.1.p
OG0013172	AH008371-RA	Aqcoe6G267600.2.p, Aqcoe6G267600.1.p, Aqcoe6G078200.1.p
OG0013173	AH005967-RA	Aqcoe6G172600.1.p
OG0013178	AH019713-RA	Aqcoe6G120000.1.p
OG0013180	AH005037-RA	Aqcoe6G101600.1.p
OG0013182	AH021472-RA	Aqcoe3G239700.1.p, Aqcoe6G263300.1.p
OG0013183	AH003983-RA	Aqcoe6G108100.1.p
OG0013184	AH000031-RA, AH001087-RA	Aqcoe6G195000.1.p
OG0013185	AH006329-RA	Aqcoe6G039200.1.p
OG0013186	AH011092-RA	Aqcoe6G090100.1.p
OG0013195	AH008353-RA	Aqcoe6G162700.1.p
OG0013196	AH006336-RA	Aqcoe6G039300.1.p
OG0013198	AH002004-RA	Aqcoe4G271500.1.p
OG0013199	AH010035-RA	Aqcoe4G103700.1.p
OG0013201	AH013506-RA	Aqcoe4G218600.1.p
OG0013203	AH021593-RA	Aqcoe4G258500.1.p, Aqcoe4G258500.2.p
OG0013205	AH015437-RA	Aqcoe4G091600.1.p
OG0013205	AH007323-RA	Aqcoe7G228900.1.p
OG0013206	AH021287-RA	Aqcoe4G008400.1.p
OG0013208	AH020973-RA, AH014400-RA	Aqcoe7G323800.1.p
OG0013209	AH019031-RA	Aqcoe7G305500.1.p
OG0013210	AH006138-RA	Aqcoe7G230500.1.p
OG0013212	AH011273-RA	Aqcoe7G025100.1.p, Aqcoe7G025100.2.p
OG0013213	AH009484-RA	Aqcoe7G061200.1.p
OG0013216	AH001554-RA, AH001555-RA	Aqcoe7G418100.1.p, Aqcoe7G418200.1.p, Aqcoe7G417700.1.p, Aqcoe7G418000.1.p, Aqcoe7G417900.2.p, Aqcoe7G417900.1.p
OG0013220	AH000496-RA	Aqcoe7G158100.1.p
OG0013223	AH018493-RA	Aqcoe7G096200.1.p
OG0013224	AH007778-RA	Aqcoe7G276300.1.p
OG0013225	AH003465-RA	Aqcoe7G373000.1.p
OG0013226	AH016995-RA	Aqcoe7G242100.1.p
OG0013228	AH014474-RA	Aqcoe7G420400.1.p
OG0013230	AH012244-RA	Aqcoe7G075800.1.p
OG0013231	AH009226-RA	Aqcoe7G044400.1.p
OG0013232	AH014498-RA	Aqcoe7G163000.1.p
OG0013233	AH000658-RA	Aqcoe7G199900.1.p
OG0013235	AH014617-RA	Aqcoe7G203500.1.p
OG0013236	AH019714-RA	Aqcoe7G002100.1.p
OG0013237	AH001992-RA	Aqcoe7G391100.1.p
OG0013238	AH012357-RA	Aqcoe7G046100.1.p, Aqcoe7G046100.2.p
OG0013239	AH020277-RA	Aqcoe7G041500.1.p
OG0013240	AH017506-RA	Aqcoe3G372000.1.p, Aqcoe7G406700.1.p
OG0013242	AH017463-RA	Aqcoe7G067300.1.p
OG0013244	AH009472-RA	Aqcoe7G000200.1.p
OG0013245	AH003786-RA	Aqcoe1G102300.1.p
OG0013246	AH019288-RA, AH015382-RA	Aqcoe1G502100.1.p
OG0013247	AH007287-RA	Aqcoe1G437300.1.p
OG0013248	AH011631-RA	Aqcoe1G049200.2.p, Aqcoe1G049400.1.p, Aqcoe1G049200.1.p
OG0013249	AH012545-RA, AH021766-RA	Aqcoe1G082700.1.p
OG0013250	AH015177-RA, AH021565-RA	Aqcoe1G075000.2.p, Aqcoe1G075000.1.p
OG0013251	AH023426-RA	Aqcoe1G167000.1.p
OG0013252	AH016213-RA, AH016214-RA	Aqcoe1G479000.1.p, Aqcoe1G351000.1.p, Aqcoe1G351100.1.p, Aqcoe1G351100.3.p, Aqcoe1G351100.2.p
OG0013254	AH015214-RA	Aqcoe1G273700.1.p
OG0013255	AH021380-RA	Aqcoe1G220400.1.p
OG0013260	AH011755-RA, AH020001-RA	Aqcoe3G394700.1.p, Aqcoe1G106500.1.p
OG0013261	AH006586-RA	Aqcoe1G004900.1.p
OG0013262	AH015283-RA	Aqcoe1G244700.1.p
OG0013263	AH023673-RA	Aqcoe1G067200.1.p, Aqcoe1G017200.1.p
OG0013264	AH012672-RA, AH021857-RA	Aqcoe1G112900.2.p, Aqcoe1G112900.1.p
OG0013265	AH009274-RA	Aqcoe1G352800.1.p, Aqcoe5G268300.1.p
OG0013267	AH000413-RA	Aqcoe1G217700.1.p
OG0013268	AH005352-RA	Aqcoe1G032600.1.p
OG0013269	AH006455-RA	Aqcoe1G409100.1.p
OG0013271	AH019162-RA	Aqcoe1G309100.1.p
OG0013272	AH010473-RA	Aqcoe1G103900.1.p
OG0013274	AH018013-RA	Aqcoe1G015300.1.p
OG0013275	AH011551-RA	Aqcoe1G391700.1.p
OG0013276	AH008292-RA	Aqcoe1G379900.2.p, Aqcoe1G379900.1.p
OG0013277	AH006862-RA	Aqcoe1G013200.1.p
OG0013278	AH010263-RA	Aqcoe1G115600.1.p
OG0013279	AH022581-RA	Aqcoe1G104500.1.p
OG0013280	AH001329-RA	Aqcoe1G497500.1.p
OG0013281	AH015095-RA	Aqcoe1G322400.1.p
OG0013283	AH014267-RA	Aqcoe1G354100.1.p
OG0013285	AH014821-RA	Aqcoe1G220000.1.p
OG0013288	AH009174-RA	Aqcoe5G421000.1.p
OG0013289	AH012937-RA	Aqcoe5G085000.1.p
OG0013290	AH002517-RA	Aqcoe5G403900.1.p
OG0013291	AH004492-RA	Aqcoe5G377900.1.p
OG0013292	AH010634-RA	Aqcoe5G235600.1.p
OG0013294	AH001542-RA	Aqcoe5G223000.6.p, Aqcoe5G223000.3.p, Aqcoe5G223000.9.p, Aqcoe5G223000.10.p, Aqcoe5G223000.8.p, Aqcoe5G223000.2.p, Aqcoe5G223000.5.p, Aqcoe5G223000.1.p, Aqcoe5G223000.4.p, Aqcoe5G223000.7.p, Aqcoe5G223000.11.p
OG0013295	AH009109-RA	Aqcoe5G172400.1.p
