Orthogroup	A_hypochondriacus.proteins	L_sativa.proteins
OG0010400	AH004436-RA	Lsat_1_v5_gn_3_28500.1
OG0010401	AH005585-RA	Lsat_1_v5_gn_3_79360.1
OG0010403	AH009639-RA	Lsat_1_v5_gn_4_35620.1
OG0010404	AH009429-RA	Lsat_1_v5_gn_1_19281.1, Lsat_1_v5_gn_1_19281.3
OG0010405	AH013532-RA	Lsat_1_v5_gn_4_78900.1
OG0010406	AH010502-RA	Lsat_1_v5_gn_9_88181.2, Lsat_1_v5_gn_9_88181.1, Lsat_1_v5_gn_5_186620.1
OG0010407	AH021135-RA	Lsat_1_v5_gn_8_86900.2, Lsat_1_v5_gn_8_86900.1
OG0010408	AH019928-RA	Lsat_1_v5_gn_1_74661.1, Lsat_1_v5_gn_1_74661.2
OG0010409	AH001846-RA	Lsat_1_v5_gn_5_173381.1
OG0010410	AH011570-RA	Lsat_1_v5_gn_3_28060.1, Lsat_1_v5_gn_3_28060.3, Lsat_1_v5_gn_5_56181.4, Lsat_1_v5_gn_5_56181.1, Lsat_1_v5_gn_5_56181.2
OG0010411	AH019662-RA	Lsat_1_v5_gn_6_26220.1, Lsat_1_v5_gn_6_26220.3
OG0010412	AH019840-RA	Lsat_1_v5_gn_1_41500.3, Lsat_1_v5_gn_1_41500.1
OG0010414	AH007969-RA	Lsat_1_v5_gn_9_18461.1
OG0010415	AH006989-RA	Lsat_1_v5_gn_3_21680.3, Lsat_1_v5_gn_3_21680.1
OG0010416	AH009549-RA	Lsat_1_v5_gn_7_1020.3, Lsat_1_v5_gn_7_1020.1
OG0010417	AH017780-RA, AH002607-RA	Lsat_1_v5_gn_6_91060.1
OG0010418	AH020227-RA	Lsat_1_v5_gn_8_81281.1, Lsat_1_v5_gn_8_81281.2
OG0010419	AH005789-RA	Lsat_1_v5_gn_2_78040.1
OG0010420	AH001038-RA	Lsat_1_v5_gn_3_41080.1
OG0010421	AH011824-RA	Lsat_1_v5_gn_8_25641.1, Lsat_1_v5_gn_8_25641.3
OG0010422	AH010260-RA	Lsat_1_v5_gn_8_29640.1
OG0010423	AH019843-RA	Lsat_1_v5_gn_1_41381.2, Lsat_1_v5_gn_1_41381.1
OG0010424	AH004323-RA	Lsat_1_v5_gn_2_82180.1, Lsat_1_v5_gn_2_82180.3
OG0010425	AH009411-RA	Lsat_1_v5_gn_1_12401.1
OG0010426	AH009017-RA	Lsat_1_v5_gn_1_12240.1, Lsat_1_v5_gn_1_12240.2
OG0010427	AH023740-RA	Lsat_1_v5_gn_8_31281.1
OG0010428	AH009482-RA	Lsat_1_v5_gn_7_67421.1
OG0010429	AH009029-RA, AH023626-RA	Lsat_1_v5_gn_1_6641.1
OG0010431	AH004917-RA	Lsat_1_v5_gn_4_2821.1
OG0010433	AH001270-RA	Lsat_1_v5_gn_4_111981.3, Lsat_1_v5_gn_4_111981.1
OG0010434	AH009671-RA	Lsat_1_v5_gn_7_4380.1, Lsat_1_v5_gn_7_4380.3
OG0010435	AH004284-RA	Lsat_1_v5_gn_2_94600.1
OG0010436	AH006999-RA	Lsat_1_v5_gn_6_66080.1
OG0010437	AH007559-RA	Lsat_1_v5_gn_9_123421.1, Lsat_1_v5_gn_9_123421.2
OG0010438	AH011960-RA	Lsat_1_v5_gn_2_136240.3, Lsat_1_v5_gn_2_136240.1
OG0010439	AH004508-RA	Lsat_1_v5_gn_4_183800.1
OG0010440	AH015511-RA, AH021212-RA	Lsat_1_v5_gn_5_137541.1, Lsat_1_v5_gn_4_89261.1
OG0010441	AH010873-RA, AH007535-RA	Lsat_1_v5_gn_5_112921.1, Lsat_1_v5_gn_9_110141.3, Lsat_1_v5_gn_9_110141.1
OG0010442	AH015373-RA	Lsat_1_v5_gn_1_77541.1, Lsat_1_v5_gn_1_77541.2
OG0010443	AH013446-RA	Lsat_1_v5_gn_5_30021.1, Lsat_1_v5_gn_5_30021.2, Lsat_1_v5_gn_5_30021.3
OG0010444	AH006469-RA	Lsat_1_v5_gn_2_75700.1
OG0010445	AH009718-RA	Lsat_1_v5_gn_5_26761.2, Lsat_1_v5_gn_5_26761.1
OG0010446	AH005161-RA	Lsat_1_v5_gn_8_149340.1
OG0010447	AH010581-RA	Lsat_1_v5_gn_3_30661.1, Lsat_1_v5_gn_3_30661.3
OG0010449	AH018108-RA	Lsat_1_v5_gn_6_83680.2, Lsat_1_v5_gn_6_83680.1
OG0010451	AH009067-RA	Lsat_1_v5_gn_4_126501.1, Lsat_1_v5_gn_7_11161.1
OG0010452	AH007633-RA	Lsat_1_v5_gn_6_56180.1, Lsat_1_v5_gn_6_56180.3, Lsat_1_v5_gn_3_74580.2, Lsat_1_v5_gn_5_8340.2, Lsat_1_v5_gn_5_8340.1
OG0010453	AH010716-RA	Lsat_1_v5_gn_2_71780.1, Lsat_1_v5_gn_2_71780.3, Lsat_1_v5_gn_2_71780.2
OG0010454	AH002790-RA, AH017632-RA	Lsat_1_v5_gn_4_107261.1
OG0010455	AH017060-RA	Lsat_1_v5_gn_2_21921.1, Lsat_1_v5_gn_7_110180.1
OG0010456	AH007818-RA	Lsat_1_v5_gn_4_184601.1
OG0010457	AH007882-RA	Lsat_1_v5_gn_2_59100.3
OG0010458	AH017367-RA, AH002960-RA	Lsat_1_v5_gn_1_32360.1, Lsat_1_v5_gn_4_84081.2, Lsat_1_v5_gn_4_84081.1
OG0010459	AH010927-RA	Lsat_1_v5_gn_1_67161.1, Lsat_1_v5_gn_1_67181.1, Lsat_1_v5_gn_1_67181.2
OG0010460	AH004092-RA	Lsat_1_v5_gn_4_17281.1, Lsat_1_v5_gn_8_37520.1
OG0010461	AH019938-RA	Lsat_1_v5_gn_8_3761.1, Lsat_1_v5_gn_8_3761.2
OG0010463	AH013054-RA	Lsat_1_v5_gn_7_35520.1, Lsat_1_v5_gn_7_35520.2
OG0010464	AH017337-RA	Lsat_1_v5_gn_5_18061.1
OG0010465	AH017566-RA	Lsat_1_v5_gn_5_20880.1, Lsat_1_v5_gn_5_20880.3, Lsat_1_v5_gn_5_20880.2
OG0010466	AH023709-RA	Lsat_1_v5_gn_2_7520.1
OG0010467	AH003138-RA	Lsat_1_v5_gn_6_17400.3, Lsat_1_v5_gn_6_17400.1
OG0010468	AH015862-RA, AH015861-RA, AH015863-RA	Lsat_1_v5_gn_3_63961.1
OG0010469	AH003834-RA, AH022432-RA	Lsat_1_v5_gn_4_12481.1
OG0010470	AH019021-RA, AH019024-RA, AH019020-RA	Lsat_1_v5_gn_3_36220.1, Lsat_1_v5_gn_3_36220.2
OG0010471	AH004427-RA, AH004789-RA	Lsat_1_v5_gn_6_8401.1, Lsat_1_v5_gn_5_70600.1
OG0010472	AH022946-RA	Lsat_1_v5_gn_2_90780.1
OG0010473	AH018411-RA	Lsat_1_v5_gn_6_80261.1, Lsat_1_v5_gn_6_80261.3, Lsat_1_v5_gn_6_3960.1
OG0010474	AH004066-RA	Lsat_1_v5_gn_4_20101.1
OG0010475	AH005433-RA, AH004080-RA	Lsat_1_v5_gn_4_17220.1, Lsat_1_v5_gn_3_57261.1
OG0010476	AH006058-RA	Lsat_1_v5_gn_8_144641.1, Lsat_1_v5_gn_9_98941.1
OG0010477	AH021204-RA	Lsat_1_v5_gn_0_10520.2, Lsat_1_v5_gn_0_10520.1
OG0010478	AH017450-RA	Lsat_1_v5_gn_1_15581.1, Lsat_1_v5_gn_2_112741.1
OG0010479	AH018402-RA, AH011510-RA	Lsat_1_v5_gn_3_18001.1, Lsat_1_v5_gn_6_421.1
OG0010480	AH013878-RA	Lsat_1_v5_gn_2_37520.1
OG0010481	AH017421-RA	Lsat_1_v5_gn_4_115821.1
OG0010482	AH004061-RA	Lsat_1_v5_gn_8_38900.2, Lsat_1_v5_gn_8_38900.1
OG0010483	AH015936-RA	Lsat_1_v5_gn_2_93460.3, Lsat_1_v5_gn_2_93460.1
OG0010484	AH004179-RA	Lsat_1_v5_gn_3_54101.3, Lsat_1_v5_gn_3_54101.1
OG0010485	AH000469-RA	Lsat_1_v5_gn_8_54121.1
OG0010486	AH002662-RA, AH017720-RA	Lsat_1_v5_gn_9_10421.1, Lsat_1_v5_gn_5_182900.1
OG0010487	AH010689-RA	Lsat_1_v5_gn_8_114940.1, Lsat_1_v5_gn_8_114940.3
OG0010489	AH020342-RA	Lsat_1_v5_gn_8_75600.1, Lsat_1_v5_gn_8_75600.2
OG0010490	AH016486-RA	Lsat_1_v5_gn_2_86340.3, Lsat_1_v5_gn_2_86340.1
OG0010491	AH016082-RA	Lsat_1_v5_gn_8_111480.1
OG0010492	AH017406-RA	Lsat_1_v5_gn_4_84301.1
OG0010493	AH016509-RA	Lsat_1_v5_gn_9_32960.1
OG0010494	AH019948-RA, AH007279-RA	Lsat_1_v5_gn_9_47480.3, Lsat_1_v5_gn_9_47480.1
OG0010495	AH002911-RA	Lsat_1_v5_gn_4_112541.3, Lsat_1_v5_gn_4_112541.1
OG0010496	AH009336-RA	Lsat_1_v5_gn_4_38561.1
OG0010497	AH004289-RA, AH004942-RA	Lsat_1_v5_gn_1_78160.1, Lsat_1_v5_gn_4_78441.1
OG0010498	AH009430-RA	Lsat_1_v5_gn_3_67200.3, Lsat_1_v5_gn_3_67200.1
OG0010499	AH000635-RA	Lsat_1_v5_gn_8_139521.1, Lsat_1_v5_gn_4_27720.1, Lsat_1_v5_gn_3_35621.1
OG0010500	AH004768-RA	Lsat_1_v5_gn_3_47880.1, Lsat_1_v5_gn_4_6921.1
OG0010501	AH019378-RA	Lsat_1_v5_gn_4_176840.1
OG0010502	AH011994-RA, AH019664-RA	Lsat_1_v5_gn_4_26101.1, Lsat_1_v5_gn_3_27640.1
OG0010503	AH008587-RA	Lsat_1_v5_gn_1_45401.1
OG0010505	AH017625-RA	Lsat_1_v5_gn_1_10700.3, Lsat_1_v5_gn_1_10700.1
OG0010506	AH007827-RA	Lsat_1_v5_gn_4_64540.1
OG0010507	AH014441-RA	Lsat_1_v5_gn_4_6340.1
OG0010508	AH018267-RA	Lsat_1_v5_gn_6_93760.1
OG0010509	AH004896-RA	Lsat_1_v5_gn_8_150440.1, Lsat_1_v5_gn_8_150440.2
OG0010510	AH022077-RA	Lsat_1_v5_gn_2_101380.1
OG0010511	AH002989-RA	Lsat_1_v5_gn_4_80081.1
OG0010512	AH009329-RA	Lsat_1_v5_gn_0_5020.1, Lsat_1_v5_gn_4_38621.1, Lsat_1_v5_gn_7_11660.1
OG0010513	AH005350-RA	Lsat_1_v5_gn_3_54941.1, Lsat_1_v5_gn_3_54941.2, Lsat_1_v5_gn_3_54941.3
OG0010514	AH019795-RA	Lsat_1_v5_gn_1_117981.2, Lsat_1_v5_gn_1_117981.1
OG0010515	AH004343-RA	Lsat_1_v5_gn_4_10521.2, Lsat_1_v5_gn_4_10521.1
OG0010516	AH014715-RA	Lsat_1_v5_gn_5_30841.1
OG0010518	AH017437-RA	Lsat_1_v5_gn_4_112141.1, Lsat_1_v5_gn_4_112141.3
OG0010519	AH005416-RA	Lsat_1_v5_gn_4_19920.3, Lsat_1_v5_gn_4_19920.1
OG0010520	AH018444-RA	Lsat_1_v5_gn_4_117540.1
OG0010521	AH005272-RA, AH004223-RA	Lsat_1_v5_gn_1_106300.3, Lsat_1_v5_gn_1_106300.1
OG0010522	AH010427-RA	Lsat_1_v5_gn_8_43001.1, Lsat_1_v5_gn_3_54301.1
OG0010523	AH015728-RA, AH002697-RA	Lsat_1_v5_gn_6_84020.3, Lsat_1_v5_gn_6_84020.1
OG0010524	AH018408-RA	Lsat_1_v5_gn_6_4100.1, Lsat_1_v5_gn_6_4100.3
OG0010526	AH002841-RA, AH002842-RA	Lsat_1_v5_gn_1_14240.2, Lsat_1_v5_gn_1_14240.3, Lsat_1_v5_gn_1_14240.1
OG0010527	AH019897-RA	Lsat_1_v5_gn_8_142440.3, Lsat_1_v5_gn_8_142440.1
OG0010528	AH004515-RA, AH004933-RA	Lsat_1_v5_gn_0_47760.1, Lsat_1_v5_gn_0_47760.2
OG0010529	AH017319-RA	Lsat_1_v5_gn_1_12180.3, Lsat_1_v5_gn_1_12180.1
OG0010530	AH005372-RA	Lsat_1_v5_gn_4_21020.1
OG0010531	AH017436-RA	Lsat_1_v5_gn_1_15860.1
OG0010532	AH018337-RA	Lsat_1_v5_gn_3_16601.1, Lsat_1_v5_gn_3_16601.2
OG0010533	AH004355-RA	Lsat_1_v5_gn_8_50180.1
OG0010534	AH008606-RA	Lsat_1_v5_gn_6_59361.1, Lsat_1_v5_gn_6_59361.2
OG0010535	AH002904-RA, AH017466-RA	Lsat_1_v5_gn_4_114580.1, Lsat_1_v5_gn_4_114580.2
OG0010536	AH006966-RA	Lsat_1_v5_gn_7_114141.1
OG0010537	AH012639-RA	Lsat_1_v5_gn_4_15680.2, Lsat_1_v5_gn_4_15680.1, Lsat_1_v5_gn_8_41941.1
OG0010538	AH009261-RA	Lsat_1_v5_gn_4_109581.1
OG0010539	AH005227-RA, AH004579-RA	Lsat_1_v5_gn_6_34980.1
OG0010540	AH006247-RA	Lsat_1_v5_gn_5_149741.1, Lsat_1_v5_gn_5_149741.2
OG0010541	AH011463-RA	Lsat_1_v5_gn_6_94780.1
OG0010542	AH005556-RA	Lsat_1_v5_gn_3_56300.1, Lsat_1_v5_gn_3_56300.2, Lsat_1_v5_gn_3_56300.3
OG0010543	AH017194-RA	Lsat_1_v5_gn_8_28800.2, Lsat_1_v5_gn_8_28800.1, Lsat_1_v5_gn_8_28640.2, Lsat_1_v5_gn_8_28640.1
OG0010545	AH019315-RA	Lsat_1_v5_gn_7_114920.4, Lsat_1_v5_gn_7_114920.1, Lsat_1_v5_gn_7_114920.5, Lsat_1_v5_gn_5_155661.3, Lsat_1_v5_gn_5_155661.2, Lsat_1_v5_gn_5_155661.1
OG0010549	AH019113-RA	Lsat_1_v5_gn_7_61661.4
OG0010550	AH002224-RA	Lsat_1_v5_gn_5_63601.1, Lsat_1_v5_gn_4_91020.1
OG0010551	AH020651-RA, AH010198-RA	Lsat_1_v5_gn_8_63180.1, Lsat_1_v5_gn_7_47921.1, Lsat_1_v5_gn_7_47921.3
OG0010552	AH015459-RA, AH015457-RA	Lsat_1_v5_gn_5_185920.1
OG0010553	AH015801-RA	Lsat_1_v5_gn_4_169740.1
OG0010554	AH017302-RA	Lsat_1_v5_gn_8_31181.1, Lsat_1_v5_gn_8_31181.2
OG0010555	AH010220-RA, AH020174-RA	Lsat_1_v5_gn_2_104380.1
OG0010556	AH019615-RA, AH012078-RA	Lsat_1_v5_gn_6_5861.1
OG0010557	AH020442-RA	Lsat_1_v5_gn_5_157261.2, Lsat_1_v5_gn_5_157261.3, Lsat_1_v5_gn_5_157261.1
OG0010558	AH014987-RA	Lsat_1_v5_gn_4_60901.1
OG0010559	AH005496-RA	Lsat_1_v5_gn_8_42261.1, Lsat_1_v5_gn_8_42261.2
OG0010560	AH004298-RA, AH004955-RA	Lsat_1_v5_gn_2_75020.1
OG0010561	AH012245-RA, AH012221-RA, AH012306-RA, AH012305-RA	Lsat_1_v5_gn_2_129900.2, Lsat_1_v5_gn_2_129900.1
OG0010562	AH012208-RA	Lsat_1_v5_gn_2_128861.1, Lsat_1_v5_gn_2_128861.3, Lsat_1_v5_gn_8_9000.1
OG0010563	AH003906-RA	Lsat_1_v5_gn_4_162940.1
OG0010564	AH001166-RA	Lsat_1_v5_gn_9_103981.1, Lsat_1_v5_gn_9_104300.1, Lsat_1_v5_gn_9_104300.2, Lsat_1_v5_gn_9_104001.5, Lsat_1_v5_gn_9_104260.1, Lsat_1_v5_gn_9_104001.1, Lsat_1_v5_gn_9_104001.3, Lsat_1_v5_gn_9_104200.1, Lsat_1_v5_gn_9_104220.1, Lsat_1_v5_gn_1_128641.1
OG0010566	AH002325-RA	Lsat_1_v5_gn_3_47181.2, Lsat_1_v5_gn_3_47181.1
OG0010624	AH012093-RA, AH016726-RA	Lsat_1_v5_gn_2_131440.1
OG0010625	AH003491-RA	Lsat_1_v5_gn_5_56921.1, Lsat_1_v5_gn_5_56921.3
OG0010629	AH022013-RA	Lsat_1_v5_gn_6_25121.1, Lsat_1_v5_gn_6_25121.3, Lsat_1_v5_gn_6_25121.2
OG0010630	AH007016-RA	Lsat_1_v5_gn_5_49301.2, Lsat_1_v5_gn_5_49301.1
OG0010632	AH013861-RA	Lsat_1_v5_gn_8_25560.1
OG0010633	AH018840-RA	Lsat_1_v5_gn_9_37580.1, Lsat_1_v5_gn_9_37580.2
OG0010634	AH000988-RA	Lsat_1_v5_gn_9_12020.1
OG0010635	AH018971-RA	Lsat_1_v5_gn_9_29841.1
OG0010636	AH007387-RA	Lsat_1_v5_gn_7_63920.1
OG0010637	AH008742-RA	Lsat_1_v5_gn_7_99401.2, Lsat_1_v5_gn_7_99401.1
OG0010639	AH011601-RA	Lsat_1_v5_gn_1_40801.3, Lsat_1_v5_gn_1_40801.1
OG0010642	AH012668-RA	Lsat_1_v5_gn_2_21441.1, Lsat_1_v5_gn_2_21441.3, Lsat_1_v5_gn_6_27001.1
OG0010644	AH001184-RA	Lsat_1_v5_gn_8_72221.3, Lsat_1_v5_gn_8_72221.1, Lsat_1_v5_gn_4_65521.1
OG0010646	AH019055-RA	Lsat_1_v5_gn_5_188760.1, Lsat_1_v5_gn_5_188760.2, Lsat_1_v5_gn_5_188760.3
OG0010647	AH000224-RA	Lsat_1_v5_gn_1_64640.1
OG0010648	AH020579-RA	Lsat_1_v5_gn_2_45860.1
OG0010649	AH007871-RA	Lsat_1_v5_gn_3_39581.1, Lsat_1_v5_gn_3_39581.3
OG0010651	AH021788-RA	Lsat_1_v5_gn_5_165520.1
OG0010652	AH004221-RA	Lsat_1_v5_gn_5_104301.1, Lsat_1_v5_gn_5_104301.3
OG0010653	AH001232-RA	Lsat_1_v5_gn_1_64901.2, Lsat_1_v5_gn_1_64901.1
OG0010654	AH015683-RA	Lsat_1_v5_gn_2_64381.1, Lsat_1_v5_gn_2_64381.3
OG0010657	AH019833-RA	Lsat_1_v5_gn_8_66180.1, Lsat_1_v5_gn_8_66120.1
OG0010659	AH002557-RA	Lsat_1_v5_gn_3_23200.2, Lsat_1_v5_gn_3_23200.1
OG0010660	AH021423-RA, AH014852-RA	Lsat_1_v5_gn_4_64221.1
OG0010663	AH012841-RA	Lsat_1_v5_gn_8_54360.3, Lsat_1_v5_gn_8_54360.1
OG0010664	AH013454-RA	Lsat_1_v5_gn_5_137600.2, Lsat_1_v5_gn_5_137600.1
OG0010665	AH019340-RA	Lsat_1_v5_gn_9_74980.1, Lsat_1_v5_gn_9_74980.2
OG0010666	AH006911-RA	Lsat_1_v5_gn_6_36700.2, Lsat_1_v5_gn_6_36700.1
OG0010668	AH022669-RA	Lsat_1_v5_gn_3_115521.2
OG0010670	AH021861-RA, AH022262-RA	Lsat_1_v5_gn_1_50660.1
OG0010671	AH013680-RA	Lsat_1_v5_gn_9_23241.1, Lsat_1_v5_gn_8_75760.1
OG0010672	AH020599-RA	Lsat_1_v5_gn_6_60501.1, Lsat_1_v5_gn_6_60501.2
OG0010673	AH013240-RA	Lsat_1_v5_gn_1_59200.1
OG0010674	AH009204-RA	Lsat_1_v5_gn_7_6921.1
OG0010675	AH013209-RA, AH022441-RA	Lsat_1_v5_gn_9_38381.2, Lsat_1_v5_gn_9_38381.1
OG0010676	AH019554-RA	Lsat_1_v5_gn_2_131881.1, Lsat_1_v5_gn_2_131881.3
OG0010677	AH009699-RA	Lsat_1_v5_gn_4_36241.1, Lsat_1_v5_gn_4_36241.2
OG0010678	AH009309-RA	Lsat_1_v5_gn_9_87560.1
OG0010679	AH020069-RA, AH011667-RA	Lsat_1_v5_gn_8_98601.1
OG0010680	AH006991-RA	Lsat_1_v5_gn_6_76001.1
OG0010681	AH018553-RA	Lsat_1_v5_gn_4_110420.2, Lsat_1_v5_gn_4_110420.1
OG0010682	AH012659-RA	Lsat_1_v5_gn_1_50160.1, Lsat_1_v5_gn_6_70961.1
OG0010684	AH017280-RA	Lsat_1_v5_gn_1_59561.1, Lsat_1_v5_gn_9_7261.1
OG0010685	AH012951-RA	Lsat_1_v5_gn_8_164460.1, Lsat_1_v5_gn_8_164460.2, Lsat_1_v5_gn_9_2560.1
OG0010686	AH000454-RA	Lsat_1_v5_gn_4_103720.1, Lsat_1_v5_gn_4_103720.3
OG0010687	AH012715-RA	Lsat_1_v5_gn_9_35920.1
OG0010691	AH003896-RA	Lsat_1_v5_gn_3_43740.1
OG0010692	AH007005-RA	Lsat_1_v5_gn_1_75441.2, Lsat_1_v5_gn_1_75441.1
OG0010693	AH015277-RA	Lsat_1_v5_gn_4_51640.1
OG0010694	AH019889-RA, AH007176-RA	Lsat_1_v5_gn_1_75221.1, Lsat_1_v5_gn_1_75221.3
OG0010695	AH020586-RA	Lsat_1_v5_gn_6_60680.3, Lsat_1_v5_gn_6_60680.1
OG0010696	AH012483-RA	Lsat_1_v5_gn_7_68580.2, Lsat_1_v5_gn_7_68580.3, Lsat_1_v5_gn_7_68580.4, Lsat_1_v5_gn_7_68580.1
OG0010697	AH006582-RA	Lsat_1_v5_gn_9_30221.1
OG0010698	AH013075-RA	Lsat_1_v5_gn_8_89901.1
OG0010699	AH015416-RA	Lsat_1_v5_gn_1_14200.1
OG0010700	AH016318-RA, AH023153-RA	Lsat_1_v5_gn_2_125641.1, Lsat_1_v5_gn_2_125740.2, Lsat_1_v5_gn_2_125740.1
OG0010701	AH015717-RA	Lsat_1_v5_gn_1_100400.3, Lsat_1_v5_gn_1_100400.1
OG0010703	AH010647-RA	Lsat_1_v5_gn_5_86080.3, Lsat_1_v5_gn_5_86080.1
OG0010704	AH017852-RA	Lsat_1_v5_gn_9_3480.1
OG0010706	AH017042-RA	Lsat_1_v5_gn_8_77780.1, Lsat_1_v5_gn_8_77780.2
OG0010707	AH006501-RA	Lsat_1_v5_gn_1_70440.1
OG0010709	AH002709-RA	Lsat_1_v5_gn_9_4701.2, Lsat_1_v5_gn_9_4701.1
OG0010712	AH015335-RA	Lsat_1_v5_gn_1_49141.3, Lsat_1_v5_gn_1_49141.4, Lsat_1_v5_gn_1_49141.1
OG0010713	AH020204-RA	Lsat_1_v5_gn_3_24101.3, Lsat_1_v5_gn_3_24101.1
OG0010714	AH016419-RA	Lsat_1_v5_gn_9_65820.1
OG0010715	AH015503-RA	Lsat_1_v5_gn_1_23980.1
OG0010716	AH006493-RA	Lsat_1_v5_gn_1_70741.1
OG0010718	AH003965-RA	Lsat_1_v5_gn_5_176900.3, Lsat_1_v5_gn_5_176900.1
OG0010719	AH021802-RA	Lsat_1_v5_gn_9_21061.1
OG0010720	AH007021-RA, AH020177-RA	Lsat_1_v5_gn_5_52860.2, Lsat_1_v5_gn_5_52860.1, Lsat_1_v5_gn_5_52860.3
OG0010721	AH019799-RA	Lsat_1_v5_gn_6_361.1
OG0010722	AH009739-RA	Lsat_1_v5_gn_0_15441.1
OG0010722	AH012568-RA	Lsat_1_v5_gn_1_58000.1
OG0010723	AH006659-RA	Lsat_1_v5_gn_7_61860.1
OG0010724	AH007085-RA	Lsat_1_v5_gn_5_148441.1, Lsat_1_v5_gn_7_65920.1
OG0010727	AH006456-RA	Lsat_1_v5_gn_3_72560.1, Lsat_1_v5_gn_3_72560.2
OG0010728	AH017356-RA	Lsat_1_v5_gn_6_58781.1, Lsat_1_v5_gn_4_70040.1
OG0010729	AH006026-RA	Lsat_1_v5_gn_2_66460.1, Lsat_1_v5_gn_2_66460.2
OG0010730	AH003796-RA	Lsat_1_v5_gn_3_75100.2, Lsat_1_v5_gn_3_75100.1
OG0010731	AH010378-RA	Lsat_1_v5_gn_1_81581.1, Lsat_1_v5_gn_1_81581.2
OG0010732	AH023561-RA	Lsat_1_v5_gn_1_5900.1, Lsat_1_v5_gn_1_5900.3
OG0010733	AH004969-RA	Lsat_1_v5_gn_2_75400.1, Lsat_1_v5_gn_2_75400.3
OG0010734	AH005870-RA	Lsat_1_v5_gn_2_66201.1
OG0010735	AH008623-RA	Lsat_1_v5_gn_1_19080.1
OG0010736	AH008345-RA	Lsat_1_v5_gn_6_108000.1, Lsat_1_v5_gn_9_76981.1
OG0010738	AH005954-RA	Lsat_1_v5_gn_5_41621.1
OG0010739	AH005761-RA	Lsat_1_v5_gn_4_152681.1
OG0010740	AH010773-RA	Lsat_1_v5_gn_7_37140.1
OG0010741	AH017572-RA	Lsat_1_v5_gn_4_109340.1, Lsat_1_v5_gn_4_109340.2, Lsat_1_v5_gn_9_27081.1
OG0010742	AH012371-RA	Lsat_1_v5_gn_4_65161.1
OG0010743	AH002378-RA	Lsat_1_v5_gn_3_48740.4, Lsat_1_v5_gn_3_48740.1
OG0010744	AH001771-RA	Lsat_1_v5_gn_9_110080.1
OG0010745	AH005809-RA, AH003787-RA	Lsat_1_v5_gn_2_78261.1, Lsat_1_v5_gn_2_78261.4
OG0010747	AH023544-RA	Lsat_1_v5_gn_9_67140.1
OG0010748	AH015612-RA	Lsat_1_v5_gn_5_26801.1
OG0010749	AH016943-RA	Lsat_1_v5_gn_1_15001.2, Lsat_1_v5_gn_1_15001.1, Lsat_1_v5_gn_6_104700.1
OG0010751	AH001761-RA	Lsat_1_v5_gn_4_68441.3, Lsat_1_v5_gn_4_68441.1
OG0010752	AH016835-RA, AH023679-RA	Lsat_1_v5_gn_2_6160.1, Lsat_1_v5_gn_8_28020.1
OG0010753	AH001077-RA	Lsat_1_v5_gn_4_131860.1, Lsat_1_v5_gn_1_24600.3, Lsat_1_v5_gn_1_24600.1
OG0010754	AH008948-RA	Lsat_1_v5_gn_1_16260.2, Lsat_1_v5_gn_1_16260.1
OG0010756	AH006451-RA	Lsat_1_v5_gn_2_3201.2, Lsat_1_v5_gn_2_3201.1
OG0010757	AH003911-RA	Lsat_1_v5_gn_3_88661.1, Lsat_1_v5_gn_3_88661.3
OG0010758	AH021951-RA	Lsat_1_v5_gn_1_9840.2, Lsat_1_v5_gn_1_9840.1
OG0010759	AH000790-RA, AH002291-RA	Lsat_1_v5_gn_3_47561.3, Lsat_1_v5_gn_3_47561.1
OG0010760	AH022081-RA, AH012978-RA	Lsat_1_v5_gn_8_164520.1
OG0010761	AH016952-RA	Lsat_1_v5_gn_4_119301.2, Lsat_1_v5_gn_4_119301.1
OG0010762	AH016819-RA	Lsat_1_v5_gn_2_5940.1, Lsat_1_v5_gn_2_5940.3
OG0010763	AH016232-RA	Lsat_1_v5_gn_5_25761.1
OG0010764	AH016898-RA	Lsat_1_v5_gn_9_48361.1
OG0010765	AH003343-RA	Lsat_1_v5_gn_2_67640.1
OG0010766	AH008580-RA	Lsat_1_v5_gn_9_44720.3, Lsat_1_v5_gn_9_44720.1
OG0010767	AH010411-RA	Lsat_1_v5_gn_5_69121.1
OG0010770	AH003557-RA, AH003556-RA	Lsat_1_v5_gn_4_141420.1
OG0010771	AH015468-RA	Lsat_1_v5_gn_0_44400.1
OG0010772	AH008877-RA	Lsat_1_v5_gn_5_179321.3, Lsat_1_v5_gn_5_179321.1, Lsat_1_v5_gn_5_179321.2, Lsat_1_v5_gn_4_16480.1
OG0010773	AH016846-RA	Lsat_1_v5_gn_9_41841.1, Lsat_1_v5_gn_9_41841.3, Lsat_1_v5_gn_2_421.1
OG0010775	AH005299-RA	Lsat_1_v5_gn_7_75481.1, Lsat_1_v5_gn_5_104720.1
OG0010776	AH007857-RA	Lsat_1_v5_gn_9_117961.1
OG0010777	AH000049-RA	Lsat_1_v5_gn_9_105061.1
OG0010778	AH008415-RA	Lsat_1_v5_gn_1_22101.1
OG0010780	AH002192-RA	Lsat_1_v5_gn_9_117160.1, Lsat_1_v5_gn_9_117160.2
OG0010781	AH008457-RA, AH011962-RA	Lsat_1_v5_gn_9_40341.1
