Orthogroup	A_coerulea.proteins	S_lycopersicum.proteins
OG0009094	Aqcoe5G420300.1.p	Solyc01g091020.3.1
OG0009095	Aqcoe5G058100.2.p, Aqcoe5G058100.1.p	Solyc09g065240.3.1
OG0009096	Aqcoe5G229200.1.p	Solyc11g013290.2.1
OG0009097	Aqcoe5G025300.1.p	Solyc06g083870.3.1
OG0009098	Aqcoe5G417300.4.p, Aqcoe5G417300.2.p, Aqcoe5G417300.3.p, Aqcoe5G417300.5.p, Aqcoe5G417300.7.p, Aqcoe5G417300.8.p, Aqcoe5G417300.1.p, Aqcoe5G417300.6.p	Solyc01g090920.3.1
OG0009099	Aqcoe5G300300.1.p	Solyc05g056545.1.1
OG0009100	Aqcoe5G140800.1.p	Solyc01g107660.3.1
OG0009101	Aqcoe3G280200.1.p	Solyc02g086600.3.1
OG0009102	Aqcoe3G357600.1.p, Aqcoe3G135300.1.p	Solyc02g088550.3.1, Solyc06g074770.3.1
OG0009103	Aqcoe3G144200.1.p	Solyc03g112230.3.1, Solyc06g071770.3.1
OG0009104	Aqcoe3G433300.2.p, Aqcoe3G433300.1.p	Solyc04g009340.3.1
OG0009106	Aqcoe3G123500.1.p	Solyc12g062860.2.1
OG0009107	Aqcoe3G361900.1.p	Solyc01g010390.3.1, Solyc01g010397.1.1
OG0009108	Aqcoe3G437700.2.p, Aqcoe3G437700.1.p, Aqcoe3G437700.3.p	Solyc03g098440.3.1
OG0009109	Aqcoe3G422100.1.p	Solyc03g098230.3.1
OG0009110	Aqcoe3G434800.3.p, Aqcoe3G434800.2.p, Aqcoe3G434800.1.p	Solyc02g014150.3.1
OG0009111	Aqcoe3G270300.1.p, Aqcoe3G270300.2.p	Solyc05g052020.3.1, Solyc03g093510.2.1
OG0009112	Aqcoe3G359100.1.p	Solyc03g115490.1.1
OG0009113	Aqcoe3G266900.1.p	Solyc08g078130.3.1
OG0009114	Aqcoe3G305000.1.p	Solyc06g073360.3.1
OG0009115	Aqcoe3G416500.1.p	Solyc03g118650.3.1
OG0009116	Aqcoe3G261900.1.p	Solyc09g091170.3.1
OG0009117	Aqcoe3G423800.1.p	Solyc10g007940.1.1
OG0009118	Aqcoe3G328800.1.p	Solyc10g081530.2.1
OG0009119	Aqcoe3G121500.3.p, Aqcoe3G121500.2.p, Aqcoe3G121500.1.p	Solyc02g067740.3.1
OG0009120	Aqcoe3G406200.1.p	Solyc04g008350.1.1, Solyc01g005070.3.1
OG0009121	Aqcoe3G258700.1.p, Aqcoe3G258700.2.p	Solyc08g077440.3.1
OG0009122	Aqcoe3G384500.2.p, Aqcoe3G384500.1.p	Solyc02g089540.3.1, Solyc02g089520.2.1
OG0009123	Aqcoe3G216500.1.p	Solyc12g096180.1.1, Solyc08g075230.1.1
OG0009124	Aqcoe3G111800.1.p	Solyc11g071865.1.1
OG0009125	Aqcoe3G347600.1.p	Solyc03g115820.3.1
OG0009126	Aqcoe3G049200.1.p	Solyc03g033950.3.1
OG0009127	Aqcoe3G307000.1.p	Solyc08g077270.3.1
OG0009128	Aqcoe3G063400.1.p	Solyc02g089110.3.1
OG0009129	Aqcoe3G237700.1.p	Solyc01g080890.2.1
OG0009130	Aqcoe3G434200.1.p	Solyc02g014730.3.1
OG0009131	Aqcoe3G050300.1.p	Solyc05g009800.3.1
OG0009132	Aqcoe3G167800.1.p	Solyc08g076510.3.1
OG0009133	Aqcoe3G074500.1.p	Solyc07g007560.3.1
OG0009134	Aqcoe3G420400.1.p	Solyc06g043140.3.1, Solyc02g036380.3.1
OG0009135	Aqcoe3G158900.1.p	Solyc06g072610.3.1, Solyc03g097630.3.1, Solyc02g094390.3.1
OG0009137	Aqcoe3G235800.1.p	Solyc12g096260.2.1, Solyc08g005910.3.1
OG0009138	Aqcoe3G189300.1.p	Solyc05g006810.3.1
OG0009139	Aqcoe3G399000.1.p	Solyc02g085780.3.1
OG0009140	Aqcoe3G372900.1.p	Solyc11g005140.1.1
OG0009141	Aqcoe3G420600.1.p, Aqcoe3G420600.2.p	Solyc03g098180.3.1
OG0009142	Aqcoe3G035400.2.p, Aqcoe3G035400.1.p	Solyc02g063170.3.1, Solyc02g086050.3.1
OG0009143	Aqcoe3G193100.1.p, Aqcoe3G193100.2.p	Solyc05g007260.3.1
OG0009144	Aqcoe3G059100.1.p	Solyc05g012720.3.1
OG0009145	Aqcoe3G071200.1.p, Aqcoe3G071200.2.p	Solyc03g114690.3.1
OG0009146	Aqcoe3G258800.1.p	Solyc08g077450.3.1
OG0009147	Aqcoe3G124500.2.p, Aqcoe3G124500.1.p, Aqcoe3G124500.3.p	Solyc06g071510.3.1
OG0009148	Aqcoe3G024800.1.p, Aqcoe3G024800.2.p	Solyc05g008860.3.1
OG0009149	Aqcoe3G407700.1.p	Solyc03g119090.3.1
OG0009150	Aqcoe3G303300.1.p	Solyc01g008050.3.1
OG0009151	Aqcoe3G228500.1.p	Solyc08g077090.3.1
OG0009152	Aqcoe3G262700.1.p	Solyc06g060910.2.1
OG0009153	Aqcoe3G280100.1.p	Solyc12g019010.2.1
OG0009154	Aqcoe3G081000.1.p	Solyc03g062650.3.1
OG0009155	Aqcoe3G212100.1.p	Solyc08g076310.3.1
OG0009156	Aqcoe3G062800.1.p	Solyc02g088830.3.1
OG0009157	Aqcoe3G411100.1.p	Solyc10g005660.3.1
OG0009158	Aqcoe3G196000.1.p	Solyc02g070100.3.1
OG0009159	Aqcoe3G262300.1.p	Solyc10g037890.2.1
OG0009160	Aqcoe3G274000.3.p, Aqcoe3G274000.4.p, Aqcoe3G274000.1.p, Aqcoe3G274000.2.p	Solyc03g093440.3.1
OG0009161	Aqcoe3G173200.1.p, Aqcoe3G173200.3.p, Aqcoe3G173200.2.p	Solyc04g009280.1.1, Solyc04g009300.3.1
OG0009162	Aqcoe3G404500.2.p, Aqcoe3G404500.1.p	Solyc02g091120.3.1
OG0009163	Aqcoe3G036600.1.p	Solyc07g032230.3.1, Solyc04g007230.3.1
OG0009164	Aqcoe3G308900.1.p	Solyc02g087280.3.1
OG0009165	Aqcoe3G393700.1.p	Solyc03g119850.2.1, Solyc06g069280.3.1, Solyc03g119830.3.1
OG0009166	Aqcoe3G043200.1.p	Solyc02g085800.1.1, Solyc05g009610.1.1
OG0009167	Aqcoe3G314500.3.p, Aqcoe3G314500.2.p, Aqcoe3G314500.1.p	Solyc06g071200.3.1
OG0009168	Aqcoe3G041800.1.p	Solyc03g119630.3.1, Solyc05g016190.3.1
OG0009169	Aqcoe3G057100.1.p	Solyc03g115530.3.1
OG0009170	Aqcoe3G100500.3.p, Aqcoe3G100500.1.p, Aqcoe3G100500.2.p	Solyc11g070040.2.1
OG0009171	Aqcoe3G039400.1.p	Solyc03g034200.3.1
OG0009172	Aqcoe3G135800.1.p	Solyc01g008900.3.1
OG0009173	Aqcoe3G021000.2.p, Aqcoe3G021000.3.p, Aqcoe3G021000.1.p	Solyc05g008450.3.1
OG0009174	Aqcoe3G161400.1.p	Solyc03g097500.3.1
OG0009175	Aqcoe3G003700.1.p	Solyc03g118690.3.1
OG0009176	Aqcoe3G402100.1.p	Solyc05g009100.3.1
OG0009177	Aqcoe3G345000.1.p	Solyc02g088167.1.1, Solyc02g067190.3.1, Solyc05g007790.3.1, Solyc04g005620.3.1
OG0009178	Aqcoe3G231700.1.p	Solyc08g076990.3.1, Solyc08g076970.3.1, Solyc08g076980.3.1
OG0009179	Aqcoe3G117700.1.p	Solyc02g086910.3.1, Solyc02g086915.1.1
OG0009180	Aqcoe3G413800.3.p, Aqcoe3G413800.4.p, Aqcoe3G413800.2.p, Aqcoe3G413800.1.p	Solyc05g051230.3.1
OG0009255	Aqcoe2G331800.1.p, Aqcoe0040s0001.1.p	Solyc01g080120.2.1, Solyc01g080130.2.1
OG0009256	Aqcoe2G030000.1.p	Solyc04g015490.3.1
OG0009257	Aqcoe5G090300.1.p, Aqcoe2G290900.1.p	Solyc09g075280.2.1
OG0009258	Aqcoe2G364000.1.p, Aqcoe2G364100.1.p	Solyc09g083410.3.1
OG0009259	Aqcoe2G248600.1.p, Aqcoe2G248500.1.p, Aqcoe2G248400.1.p, Aqcoe0874s0001.1.p, Aqcoe2G248700.1.p, Aqcoe2G249100.1.p, Aqcoe2G249200.1.p, Aqcoe4G279100.1.p, Aqcoe5G394200.1.p, Aqcoe4G208100.1.p, Aqcoe1G276800.1.p, Aqcoe0015s0005.1.p, Aqcoe1G276400.1.p	Solyc01g068140.3.1
OG0009260	Aqcoe2G024200.2.p, Aqcoe2G024200.1.p	Solyc10g080080.2.1
OG0009261	Aqcoe2G042600.2.p, Aqcoe2G042600.1.p	Solyc12g099810.2.1
OG0009262	Aqcoe2G277100.1.p	Solyc12g099360.2.1, Solyc01g060180.3.1
OG0009263	Aqcoe2G081500.1.p	Solyc09g015080.3.1
OG0009264	Aqcoe2G358900.1.p, Aqcoe2G125800.1.p	Solyc01g105090.3.1
OG0009265	Aqcoe2G134600.1.p	Solyc06g074400.3.1
OG0009266	Aqcoe3G085200.1.p, Aqcoe2G138300.1.p, Aqcoe2G138300.3.p, Aqcoe2G138300.2.p	Solyc11g007120.2.1
OG0009267	Aqcoe2G161700.1.p	Solyc07g054200.3.1
OG0009268	Aqcoe2G180200.1.p	Solyc10g084630.2.1
OG0009269	Aqcoe2G104600.1.p	Solyc12g100130.1.1
OG0009270	Aqcoe2G310500.3.p, Aqcoe2G310500.2.p, Aqcoe2G310500.1.p	Solyc01g098170.3.1
OG0009271	Aqcoe2G388100.1.p, Aqcoe2G388100.2.p	Solyc09g091565.1.1
OG0009272	Aqcoe2G147800.1.p	Solyc06g043070.3.1
OG0009273	Aqcoe2G083400.1.p, Aqcoe4G109200.1.p	Solyc01g006980.3.1
OG0009274	Aqcoe1G126900.1.p, Aqcoe2G212700.1.p	Solyc05g055490.2.1, Solyc11g008030.2.1
OG0009275	Aqcoe2G173200.1.p, Aqcoe6G329100.1.p	Solyc12g009890.2.1
OG0009276	Aqcoe2G078200.1.p, Aqcoe2G077800.1.p	Solyc09g031790.3.1
OG0009277	Aqcoe2G100700.1.p, Aqcoe1G429200.1.p, Aqcoe1G429000.1.p	Solyc09g014350.3.1
OG0009278	Aqcoe2G021900.2.p, Aqcoe2G021900.1.p	Solyc04g015940.3.1
OG0009279	Aqcoe2G401700.2.p, Aqcoe2G401700.1.p	Solyc11g005940.2.1
OG0009280	Aqcoe2G339200.1.p	Solyc01g098985.1.1
OG0009281	Aqcoe5G268900.1.p, Aqcoe2G266800.1.p	Solyc01g079250.3.1
OG0009283	Aqcoe2G012600.2.p, Aqcoe2G012600.1.p, Aqcoe2G001900.1.p	Solyc11g072030.2.1, Solyc06g073660.3.1
OG0009284	Aqcoe2G398400.2.p, Aqcoe2G398400.1.p	Solyc09g060100.3.1
OG0009285	Aqcoe2G101600.1.p	Solyc02g081610.2.1
OG0009286	Aqcoe2G005700.1.p, Aqcoe4G072600.1.p	Solyc03g033990.1.1, Solyc09g005870.1.1
OG0009287	Aqcoe1G366300.1.p, Aqcoe2G134800.1.p, Aqcoe4G118100.1.p, Aqcoe2G114300.1.p, Aqcoe5G399500.1.p	Solyc12g099960.1.1
OG0009288	Aqcoe2G430000.1.p, Aqcoe2G430000.2.p	Solyc11g008570.2.1
OG0009289	Aqcoe2G133200.1.p, Aqcoe3G006700.1.p	Solyc01g005430.3.1
OG0009290	Aqcoe3G155900.1.p, Aqcoe2G390000.1.p	Solyc09g061870.2.1
OG0009291	Aqcoe2G318700.1.p	Solyc05g054493.1.1
OG0009293	Aqcoe2G037000.1.p, Aqcoe3G248200.1.p	Solyc08g077550.3.1
OG0009294	Aqcoe2G360100.1.p	Solyc09g065860.3.1
OG0009295	Aqcoe1G057000.1.p	Solyc01g005590.2.1, Solyc10g078580.1.1
OG0009296	Aqcoe2G115200.1.p	Solyc06g074250.3.1
OG0009298	Aqcoe2G413000.3.p, Aqcoe2G413000.1.p, Aqcoe2G413000.6.p, Aqcoe2G413000.5.p, Aqcoe2G413000.2.p, Aqcoe2G413000.4.p	Solyc06g062650.1.1, Solyc04g064520.3.1
OG0009299	Aqcoe2G393500.1.p, Aqcoe2G393500.2.p	Solyc09g091240.3.1
OG0009300	Aqcoe2G270300.2.p, Aqcoe2G270300.1.p, Aqcoe7G294500.1.p, Aqcoe2G272000.1.p	Solyc08g082700.3.1
OG0009301	Aqcoe2G026200.1.p	Solyc10g079500.2.1
OG0009302	Aqcoe2G408100.1.p	Solyc06g062930.1.1
OG0009303	Aqcoe2G047800.2.p, Aqcoe2G047800.1.p, Aqcoe1G040800.1.p, Aqcoe1G040800.2.p	Solyc08g063080.3.1
OG0009304	Aqcoe2G063400.2.p, Aqcoe2G063400.1.p	Solyc01g088080.3.1
OG0009306	Aqcoe2G180500.1.p	Solyc09g010470.3.1
OG0009307	Aqcoe2G272800.1.p	Solyc05g005030.3.1
OG0009308	Aqcoe2G362900.1.p	Solyc12g099820.1.1
OG0009309	Aqcoe2G338000.1.p	Solyc01g079710.3.1
OG0009310	Aqcoe1G122700.1.p, Aqcoe2G216400.1.p	Solyc11g066490.1.1
OG0009311	Aqcoe7G215200.1.p	Solyc08g067080.2.1
OG0009311	Aqcoe2G355000.1.p	Solyc01g097370.1.1
OG0009311	Aqcoe5G045800.1.p, Aqcoe5G045700.1.p	Solyc09g065740.2.1
OG0009312	Aqcoe2G016500.1.p	Solyc12g049330.2.1
OG0009313	Aqcoe2G220500.1.p, Aqcoe2G220500.2.p	Solyc09g010870.3.1
OG0009314	Aqcoe7G178700.1.p, Aqcoe2G024400.1.p, Aqcoe5G477600.1.p	Solyc04g080400.2.1
OG0009315	Aqcoe2G061900.1.p	Solyc01g028870.3.1
OG0009316	Aqcoe2G076000.1.p, Aqcoe2G076000.2.p	Solyc06g082850.3.1
OG0009318	Aqcoe5G286600.1.p	Solyc12g098880.2.1, Solyc05g053180.3.1
OG0009319	Aqcoe2G000800.1.p	Solyc06g072890.2.1
OG0009320	Aqcoe2G066600.2.p, Aqcoe2G066600.3.p, Aqcoe2G066600.4.p, Aqcoe2G066600.1.p	Solyc08g080000.3.1
OG0009321	Aqcoe2G379800.1.p	Solyc06g083790.3.1
OG0009322	Aqcoe2G233800.1.p, Aqcoe2G233500.1.p	Solyc09g014930.1.1
OG0009323	Aqcoe2G428900.1.p, Aqcoe2G428900.2.p	Solyc05g056270.3.1
OG0009324	Aqcoe2G035000.2.p, Aqcoe2G388700.1.p, Aqcoe2G035000.1.p	Solyc02g068640.3.1
OG0009325	Aqcoe2G267700.1.p	Solyc01g100700.3.1
OG0009326	Aqcoe2G338400.1.p	Solyc06g008980.3.1
OG0009327	Aqcoe2G050800.1.p, Aqcoe2G050800.2.p	Solyc03g051920.3.1
OG0009328	Aqcoe2G247200.1.p	Solyc01g080840.3.1
OG0009329	Aqcoe2G374300.1.p	Solyc09g025240.3.1
OG0009330	Aqcoe2G336600.2.p, Aqcoe2G336600.1.p	Solyc01g098870.3.1
OG0009331	Aqcoe2G425300.1.p	Solyc06g007630.1.1, Solyc06g082995.1.1
OG0009332	Aqcoe2G099500.1.p	Solyc06g019200.3.1
OG0009333	Aqcoe2G045000.2.p, Aqcoe2G045000.1.p	Solyc04g005310.3.1
OG0009334	Aqcoe2G331700.1.p	Solyc01g080140.3.1
OG0009335	Aqcoe2G251100.1.p, Aqcoe2G251100.2.p	Solyc06g009340.3.1
OG0009336	Aqcoe2G245400.1.p	Solyc01g101250.3.1
OG0009337	Aqcoe2G405300.1.p	Solyc11g011370.2.1
OG0009338	Aqcoe2G151800.2.p, Aqcoe2G151800.1.p	Solyc06g030570.3.1
OG0009339	Aqcoe2G048700.1.p	Solyc07g008030.2.1
OG0009340	Aqcoe2G024900.2.p, Aqcoe2G024900.1.p	Solyc04g016420.3.1
OG0009341	Aqcoe2G369200.1.p, Aqcoe5G030800.1.p	Solyc09g066270.3.1
OG0009342	Aqcoe2G389200.4.p, Aqcoe2G389200.5.p, Aqcoe2G389200.2.p, Aqcoe2G389200.3.p, Aqcoe2G389200.1.p	Solyc06g083570.3.1
OG0009343	Aqcoe2G404000.1.p, Aqcoe2G404000.2.p	Solyc09g092440.1.1
OG0009344	Aqcoe2G062500.1.p	Solyc10g081470.2.1
OG0009345	Aqcoe2G425500.1.p	Solyc10g079740.2.1
OG0009346	Aqcoe2G251900.3.p, Aqcoe2G251900.2.p, Aqcoe2G251900.1.p	Solyc01g101110.3.1
OG0009347	Aqcoe2G110700.2.p, Aqcoe2G110700.1.p	Solyc07g014610.3.1
OG0009348	Aqcoe1G208500.1.p, Aqcoe2G142500.1.p	Solyc12g011020.2.1, Solyc07g055980.3.1
OG0009349	Aqcoe2G015100.1.p	Solyc11g065830.2.1
OG0009350	Aqcoe2G096400.1.p, Aqcoe2G096400.2.p, Aqcoe1G116100.1.p, Aqcoe1G116800.1.p	Solyc05g008320.1.1
OG0009351	Aqcoe2G250100.1.p	Solyc12g098920.2.1
OG0009352	Aqcoe2G339800.1.p	Solyc09g075730.3.1
OG0009353	Aqcoe2G010900.1.p	Solyc01g073720.2.1
OG0009354	Aqcoe2G234700.2.p, Aqcoe2G234700.1.p	Solyc09g047870.3.1
OG0009355	Aqcoe2G427500.1.p	Solyc06g082950.3.1, Solyc06g082940.3.1
OG0009356	Aqcoe2G004400.1.p	Solyc10g080045.1.1, Solyc10g080040.2.1
OG0009357	Aqcoe2G306300.2.p, Aqcoe2G306300.3.p, Aqcoe2G306300.1.p	Solyc01g067620.3.1
OG0009358	Aqcoe2G308300.1.p	Solyc01g099230.3.1
OG0009359	Aqcoe2G003800.1.p	Solyc10g077020.2.1, Solyc10g081140.2.1
OG0009360	Aqcoe2G063300.2.p, Aqcoe2G063300.1.p	Solyc01g020440.3.1, Solyc01g020230.3.1, Solyc01g020220.2.1
OG0009361	Aqcoe1G384400.1.p, Aqcoe2G337000.1.p	Solyc07g065350.2.1, Solyc07g065360.2.1
OG0009362	Aqcoe2G160800.1.p	Solyc10g005290.3.1
OG0009363	Aqcoe2G029200.1.p, Aqcoe7G176400.2.p, Aqcoe7G176400.1.p	Solyc11g007000.2.1
OG0009364	Aqcoe2G224500.1.p	Solyc04g011620.3.1
OG0009365	Aqcoe2G006200.1.p	Solyc03g053110.3.1
OG0009366	Aqcoe2G022300.1.p	Solyc09g055910.3.1
OG0009367	Aqcoe2G246900.1.p	Solyc03g098120.3.1
OG0009368	Aqcoe2G423100.2.p, Aqcoe2G423100.1.p	Solyc03g033450.3.1
OG0009369	Aqcoe2G276600.4.p, Aqcoe2G276600.3.p, Aqcoe2G276600.2.p, Aqcoe2G276600.5.p, Aqcoe2G276600.1.p	Solyc01g079520.3.1
OG0009370	Aqcoe6G198300.1.p, Aqcoe2G151200.1.p	Solyc09g010030.2.1
OG0009371	Aqcoe2G271300.1.p	Solyc01g100590.3.1, Solyc01g079310.3.1
OG0009372	Aqcoe5G042800.1.p	Solyc01g097310.3.1
OG0009373	Aqcoe2G064800.1.p	Solyc05g016330.3.1, Solyc11g040224.1.1
OG0009374	Aqcoe4G193900.1.p, Aqcoe2G061200.2.p, Aqcoe2G061200.1.p	Solyc02g079260.2.1
OG0009375	Aqcoe5G058700.1.p, Aqcoe2G339900.1.p	Solyc09g075740.1.1, Solyc06g054280.1.1
OG0009376	Aqcoe2G432500.1.p, Aqcoe3G105200.1.p	Solyc12g049420.2.1, Solyc03g122090.3.1, Solyc06g063030.3.1
OG0009377	Aqcoe6G320000.1.p, Aqcoe0082s0003.1.p	Solyc04g082750.3.1
OG0009379	Aqcoe6G016300.1.p	Solyc05g005873.1.1
OG0009382	Aqcoe6G214300.1.p	Solyc03g082890.3.1
OG0009383	Aqcoe6G167300.1.p	Solyc04g082680.3.1
OG0009384	Aqcoe6G014700.1.p	Solyc10g044910.2.1
OG0009385	Aqcoe6G164300.1.p	Solyc10g074590.2.1
OG0009386	Aqcoe6G011700.1.p	Solyc11g027810.2.1
OG0009388	Aqcoe6G223100.1.p, Aqcoe3G091600.1.p	Solyc01g111450.3.1
OG0009389	Aqcoe6G032600.1.p	Solyc04g009420.3.1
OG0009390	Aqcoe6G315400.1.p, Aqcoe6G243000.1.p	Solyc04g081220.3.1
OG0009391	Aqcoe6G062700.1.p, Aqcoe6G062700.2.p	Solyc11g044800.2.1
OG0009392	Aqcoe6G297200.1.p	Solyc04g008840.3.1
OG0009393	Aqcoe6G035100.2.p, Aqcoe6G035100.1.p	Solyc04g064680.3.1
OG0009394	Aqcoe6G152800.1.p, Aqcoe6G152800.2.p	Solyc11g044870.2.1
OG0009395	Aqcoe6G026000.1.p, Aqcoe6G026000.2.p	Solyc06g060150.3.1
OG0009396	Aqcoe6G326200.1.p	Solyc04g082930.2.1, Solyc04g082920.3.1
OG0009397	Aqcoe6G321200.1.p	Solyc01g112290.3.1
OG0009398	Aqcoe6G029400.3.p, Aqcoe6G029400.1.p, Aqcoe6G029400.2.p, Aqcoe6G029400.4.p	Solyc04g063240.3.1
OG0009399	Aqcoe6G226800.1.p	Solyc01g111890.3.1
OG0009400	Aqcoe6G293500.1.p, Aqcoe6G293600.1.p, Aqcoe6G293700.1.p	Solyc02g064770.3.1, Solyc02g092770.3.1, Solyc02g092760.3.1
OG0009401	Aqcoe6G131500.1.p	Solyc02g062420.3.1
OG0009402	Aqcoe6G230700.1.p	Solyc04g082070.3.1
OG0009403	Aqcoe6G320800.1.p, Aqcoe6G320800.2.p, Aqcoe6G320800.4.p, Aqcoe6G320800.3.p	Solyc02g082290.3.1
OG0009404	Aqcoe6G293000.1.p	Solyc01g107290.3.1
OG0009405	Aqcoe6G218000.1.p	Solyc01g111630.3.1
OG0009406	Aqcoe6G214600.1.p	Solyc01g111400.3.1
OG0009407	Aqcoe6G210900.1.p	Solyc02g062130.3.1, Solyc02g083810.3.1
OG0009408	Aqcoe6G162800.1.p	Solyc02g091880.3.1, Solyc03g043850.3.1
OG0009409	Aqcoe6G197500.1.p	Solyc02g083150.3.1, Solyc02g061810.3.1
OG0009410	Aqcoe6G261600.1.p	Solyc00g019730.2.1, Solyc03g013390.1.1
OG0009411	Aqcoe6G165800.1.p	Solyc10g006330.3.1
OG0009412	Aqcoe6G037400.1.p	Solyc01g104880.3.1
OG0009413	Aqcoe6G065200.1.p	Solyc10g047950.2.1, Solyc01g106430.3.1
OG0009414	Aqcoe5G213300.2.p, Aqcoe5G213300.1.p, Aqcoe6G220700.1.p	Solyc04g081730.3.1
OG0009415	Aqcoe6G081600.1.p	Solyc10g081300.1.1
OG0009416	Aqcoe6G037700.1.p	Solyc04g064570.3.1
OG0009417	Aqcoe6G246300.1.p	Solyc09g091970.3.1
OG0009418	Aqcoe6G107400.1.p	Solyc10g051095.1.1
OG0009419	Aqcoe6G274100.1.p	Solyc02g064580.3.1
OG0009420	Aqcoe6G008800.1.p, Aqcoe6G008800.2.p	Solyc05g010180.3.1, Solyc07g021640.2.1
OG0009421	Aqcoe6G044100.1.p	Solyc04g071930.3.1, Solyc12g056620.2.1
OG0009422	Aqcoe6G008600.1.p	Solyc11g030710.2.1
OG0009423	Aqcoe6G293800.1.p	Solyc11g044330.2.1
OG0009424	Aqcoe6G068300.2.p, Aqcoe6G068300.1.p	Solyc12g011270.2.1
OG0009425	Aqcoe1G256300.1.p, Aqcoe6G288500.1.p	Solyc11g071960.2.1
OG0009426	Aqcoe6G007100.1.p	Solyc01g108270.3.1
OG0009427	Aqcoe6G241800.2.p, Aqcoe6G241800.1.p	Solyc04g082020.3.1
OG0009428	Aqcoe6G119300.1.p, Aqcoe6G119300.2.p	Solyc04g080360.3.1
OG0009429	Aqcoe6G055400.2.p, Aqcoe6G055400.1.p	Solyc04g054330.3.1, Solyc04g011570.3.1
OG0009430	Aqcoe6G124900.1.p	Solyc02g068630.1.1
OG0009431	Aqcoe6G114200.1.p	Solyc04g080200.3.1
OG0009432	Aqcoe6G023400.1.p	Solyc01g104080.3.1
OG0009433	Aqcoe6G255300.1.p, Aqcoe5G026400.1.p	Solyc02g091900.3.1
OG0009434	Aqcoe6G028000.1.p	Solyc03g120700.3.1
OG0009435	Aqcoe6G229800.1.p	Solyc02g083250.3.1
OG0009436	Aqcoe5G060400.2.p, Aqcoe5G060400.1.p, Aqcoe5G060400.3.p, Aqcoe6G320400.1.p, Aqcoe6G320400.2.p	Solyc03g097990.3.1
OG0009437	Aqcoe6G127900.1.p	Solyc12g011050.2.1
OG0009438	Aqcoe7G097600.1.p, Aqcoe6G078700.1.p	Solyc05g008190.3.1
OG0009439	Aqcoe6G328100.1.p	Solyc11g044360.2.1
OG0009440	Aqcoe6G094800.1.p	Solyc01g108310.3.1, Solyc10g050550.2.1
OG0009441	Aqcoe6G021900.2.p, Aqcoe6G021900.1.p	Solyc11g012900.2.1, Solyc11g012905.1.1
OG0009442	Aqcoe6G140800.1.p, Aqcoe6G140800.2.p	Solyc02g090820.3.1
OG0009443	Aqcoe6G165400.1.p, Aqcoe6G165400.2.p	Solyc01g112260.3.1
OG0009445	Aqcoe6G261400.1.p	Solyc07g040970.1.1
OG0009445	Aqcoe6G263800.1.p	Solyc01g049950.1.1, Solyc09g050040.1.1, Solyc11g043190.1.1
OG0009446	Aqcoe6G078100.1.p, Aqcoe4G191300.1.p	Solyc04g074520.1.1
OG0009447	Aqcoe6G154400.1.p, Aqcoe6G154400.2.p	Solyc11g010510.2.1
OG0009448	Aqcoe6G144500.1.p, Aqcoe5G154300.1.p	Solyc04g079110.1.1
OG0009449	Aqcoe6G103400.1.p	Solyc02g065370.3.1
OG0009450	Aqcoe6G013700.1.p	Solyc01g103695.1.1
OG0009451	Aqcoe6G113200.1.p	Solyc04g080160.3.1
OG0009452	Aqcoe6G104800.1.p	Solyc01g109230.3.1
OG0009453	Aqcoe6G058500.1.p, Aqcoe6G058500.2.p	Solyc04g054520.3.1, Solyc04g054510.3.1
OG0009454	Aqcoe6G324400.1.p	Solyc02g082230.3.1
OG0009455	Aqcoe6G049800.1.p	Solyc01g104910.3.1
OG0009456	Aqcoe6G018500.1.p	Solyc01g104270.3.1, Solyc10g045620.2.1, Solyc10g045630.2.1
OG0009457	Aqcoe6G113500.4.p, Aqcoe6G113500.2.p, Aqcoe6G113500.1.p, Aqcoe6G113500.3.p	Solyc04g009000.1.1
OG0009458	Aqcoe6G155700.2.p, Aqcoe6G155700.1.p	Solyc04g076080.3.1
OG0009459	Aqcoe6G177500.1.p, Aqcoe5G046000.1.p	Solyc06g053920.3.1
OG0009460	Aqcoe6G112100.1.p	Solyc06g051440.3.1
OG0009461	Aqcoe6G099400.1.p	Solyc04g083160.2.1
OG0009462	Aqcoe6G129800.1.p	Solyc04g080800.3.1
OG0009463	Aqcoe6G201700.1.p	Solyc06g065520.3.1
OG0009465	Aqcoe6G048400.1.p	Solyc03g121480.3.1, Solyc00g005840.3.1
OG0009466	Aqcoe6G278700.1.p	Solyc02g092370.1.1
OG0009467	Aqcoe6G163700.1.p	Solyc06g065200.4.1
OG0009468	Aqcoe6G136400.2.p, Aqcoe6G136400.1.p, Aqcoe1G331800.1.p	Solyc02g078910.3.1
OG0009469	Aqcoe7G033300.1.p, Aqcoe6G278100.1.p	Solyc07g045260.2.1, Solyc07g042710.3.1
OG0009470	Aqcoe0017s0006.1.p	Solyc03g095300.3.1
OG0009471	Aqcoe0017s0007.1.p, Aqcoe0017s0007.2.p	Solyc03g095290.3.1
