Orthogroup	A_coerulea.proteins	A_thaliana.proteins
OG0009699	Aqcoe5G000300.1.p	AT4G14147.3, AT4G14147.1, AT4G14147.2
OG0009700	Aqcoe5G072400.1.p	AT3G05100.1
OG0009701	Aqcoe5G448500.1.p, Aqcoe5G448500.2.p, Aqcoe5G448500.3.p	AT5G05490.2, AT5G05490.1
OG0009702	Aqcoe5G326200.1.p	AT2G01410.1
OG0009703	Aqcoe5G437200.1.p	AT4G01320.3, AT4G01320.2, AT4G01320.1
OG0009704	Aqcoe5G226600.1.p	AT2G18040.1
OG0009705	Aqcoe5G374200.1.p	AT3G04130.2, AT3G04130.1
OG0009706	Aqcoe5G152500.1.p	AT3G19260.1
OG0009707	Aqcoe5G142800.1.p	AT5G59470.2, AT5G59470.1, AT4G07390.1, AT4G07390.2
OG0009708	Aqcoe5G181600.1.p, Aqcoe5G181600.2.p	AT4G36290.1, AT4G36280.1
OG0009709	Aqcoe5G134700.1.p	AT5G49480.1
OG0009710	Aqcoe5G464900.1.p	AT4G10950.1, AT4G10950.2
OG0009711	Aqcoe5G292200.1.p	AT3G17465.1
OG0009712	Aqcoe5G425000.1.p	AT3G06980.1
OG0009713	Aqcoe5G416000.1.p	AT3G60590.1, AT3G60590.4, AT3G60590.3, AT3G60590.2
OG0009714	Aqcoe5G255500.1.p	AT4G09750.1
OG0009715	Aqcoe5G008400.1.p	AT4G28730.1, AT4G28730.2
OG0009716	Aqcoe5G304700.1.p	AT4G09580.1, AT1G71940.1
OG0009717	Aqcoe5G208900.1.p	AT1G47830.1
OG0009718	Aqcoe5G381300.1.p, Aqcoe5G381300.2.p	AT3G26085.2, AT3G26085.1, AT3G26085.3, AT3G26085.4
OG0009719	Aqcoe5G462500.1.p	AT5G24300.1, AT5G24300.2
OG0009720	Aqcoe5G117300.1.p, Aqcoe5G117300.2.p	AT4G30500.1, AT2G23940.3, AT2G23940.2, AT2G23940.1
OG0009721	Aqcoe5G271300.1.p	AT2G47360.1, AT1G02570.1, AT1G02575.1
OG0009722	Aqcoe5G201200.1.p, Aqcoe5G201200.2.p, Aqcoe5G201400.1.p	AT3G50770.1
OG0009723	Aqcoe5G478500.1.p	AT4G10390.1, AT1G33260.1, AT1G33260.2
OG0009724	Aqcoe5G248300.1.p, Aqcoe5G248200.3.p, Aqcoe5G248200.1.p, Aqcoe5G248200.2.p	AT2G18465.1
OG0009725	Aqcoe5G340400.1.p	AT1G28300.1
OG0009725	Aqcoe3G217300.1.p, Aqcoe3G217300.2.p	AT3G26790.1
OG0009726	Aqcoe5G052300.1.p, Aqcoe5G052300.2.p, Aqcoe5G052300.3.p	AT1G03110.1
OG0009727	Aqcoe5G050200.1.p	AT4G14790.2, AT4G14790.1
OG0009728	Aqcoe5G359400.1.p	AT2G22425.2, AT2G22425.1, AT4G40042.1
OG0009729	Aqcoe5G155300.1.p, Aqcoe5G155100.1.p	AT4G33360.3, AT4G33360.2, AT4G33360.1
OG0009730	Aqcoe5G361200.1.p	AT3G27180.1
OG0009731	Aqcoe5G274500.1.p	AT5G09320.1, AT3G19770.2, AT3G19770.1
OG0009732	Aqcoe5G290500.1.p, Aqcoe5G290500.2.p	AT4G01790.1
OG0009733	Aqcoe5G006900.4.p, Aqcoe5G006900.3.p, Aqcoe5G006900.2.p, Aqcoe5G006900.1.p	AT3G25480.1
OG0009735	Aqcoe5G183000.1.p, Aqcoe5G257000.1.p	AT3G24330.1
OG0009736	Aqcoe5G176800.1.p, Aqcoe5G144100.1.p	AT2G18050.1, AT2G18050.2
OG0009738	Aqcoe5G064700.1.p, Aqcoe5G064700.2.p	AT5G18940.1, AT5G18940.2
OG0009739	Aqcoe5G021200.1.p, Aqcoe5G021300.1.p	AT4G14330.1
OG0009740	Aqcoe5G448400.1.p, Aqcoe5G448400.2.p	AT2G44980.3, AT2G44980.2, AT2G44980.1
OG0009741	Aqcoe5G169400.3.p, Aqcoe5G169400.1.p, Aqcoe5G169400.2.p	AT4G12680.1
OG0009742	Aqcoe5G280900.1.p	AT1G33270.1, AT1G33270.2
OG0009743	Aqcoe5G227000.2.p, Aqcoe5G227000.1.p	AT4G34730.3, AT4G34730.2, AT4G34730.1
OG0009744	Aqcoe5G187000.1.p	AT2G16385.1, AT4G34600.2, AT4G34600.1
OG0009745	Aqcoe5G098500.3.p, Aqcoe5G098500.2.p, Aqcoe5G098500.1.p	AT1G71480.3, AT1G71480.2, AT1G71480.1
OG0009746	Aqcoe5G097300.1.p	AT1G33680.1, AT4G10070.1
OG0009747	Aqcoe5G356700.1.p	AT2G01640.2, AT2G01640.1
OG0009748	Aqcoe5G226400.1.p, Aqcoe5G226400.2.p	AT5G39590.1
OG0009749	Aqcoe5G210500.1.p	AT2G21150.1
OG0009750	Aqcoe5G185100.1.p	AT2G21470.2, AT2G21470.1, AT2G21470.3
OG0009751	Aqcoe5G377200.1.p	AT1G67700.2, AT1G67700.5, AT1G67700.4, AT1G67700.3, AT1G67700.1
OG0009752	Aqcoe5G375200.1.p	AT1G67660.2, AT1G67660.3, AT1G67660.1
OG0009753	Aqcoe5G417000.1.p	AT4G25200.1, AT5G51440.1
OG0009754	Aqcoe5G299100.1.p	AT5G49650.1
OG0009755	Aqcoe5G188600.1.p	AT1G47271.1
OG0009756	Aqcoe3G220100.1.p, Aqcoe5G199800.1.p	AT5G16750.1
OG0009757	Aqcoe5G330500.3.p, Aqcoe5G330500.1.p, Aqcoe5G330500.2.p	AT3G26710.1
OG0009758	Aqcoe5G370000.1.p	AT1G67560.1
OG0009759	Aqcoe5G384500.1.p	AT1G13170.2, AT1G13170.1
OG0009760	Aqcoe5G269100.1.p	AT1G72020.1
OG0009761	Aqcoe5G105800.1.p	AT1G21080.2, AT1G21080.1, AT1G21080.3, AT1G76700.1
OG0009762	Aqcoe5G422900.1.p	AT4G00560.1, AT4G00560.4, AT4G00560.2, AT4G00560.3
OG0009763	Aqcoe5G018700.1.p	AT5G44030.2, AT5G44030.1, AT5G44030.3
OG0009764	Aqcoe5G327200.1.p, Aqcoe5G327200.2.p	AT1G28140.1
OG0009765	Aqcoe5G281500.1.p	AT5G08650.1, AT5G08650.2
OG0009766	Aqcoe5G082100.1.p	AT3G05390.1
OG0009767	Aqcoe5G098700.1.p, Aqcoe5G098700.3.p, Aqcoe5G098700.4.p, Aqcoe5G098700.2.p	AT1G71500.1
OG0009768	Aqcoe5G047200.3.p, Aqcoe5G047200.1.p, Aqcoe5G047200.2.p	AT5G19840.2, AT5G19840.1
OG0009769	Aqcoe5G347100.1.p	AT5G25310.1
OG0009770	Aqcoe5G085300.1.p, Aqcoe5G085300.2.p	AT4G15820.1
OG0009771	Aqcoe5G355600.1.p, Aqcoe5G355600.2.p	AT4G00650.1
OG0009772	Aqcoe5G412500.1.p	AT3G60520.1, AT3G60520.2, AT1G02070.1
OG0009773	Aqcoe5G241300.1.p	AT5G64620.1
OG0009774	Aqcoe5G097800.1.p	AT4G10050.1, AT4G10050.2
OG0009775	Aqcoe5G338100.1.p	AT3G23255.2, AT3G23255.1
OG0009776	Aqcoe5G056100.1.p	AT1G05370.1, AT3G22410.1
OG0009777	Aqcoe5G183100.1.p, Aqcoe5G183100.2.p	AT4G36400.1, AT4G36400.2
OG0009778	Aqcoe5G049500.1.p	AT3G04820.1
OG0009779	Aqcoe5G433600.1.p, Aqcoe5G433600.2.p, Aqcoe5G433600.3.p, Aqcoe5G433600.4.p	AT1G12800.1
OG0009780	Aqcoe5G123300.1.p	AT1G42440.1
OG0009781	Aqcoe5G071900.1.p	AT4G03180.1, AT4G03180.2
OG0009783	Aqcoe5G120400.2.p, Aqcoe5G120400.1.p	AT4G16566.1, AT4G16566.3, AT4G16566.2
OG0009784	Aqcoe5G036600.1.p, Aqcoe5G036600.2.p	AT3G23100.1, AT1G61410.1, AT3G23100.2
OG0009786	Aqcoe5G126700.1.p, Aqcoe5G126700.2.p	AT1G20575.1
OG0009787	Aqcoe5G115900.1.p, Aqcoe5G115900.2.p	AT1G73060.1
OG0009788	Aqcoe5G373100.1.p	AT1G67630.1
OG0009789	Aqcoe5G160900.1.p	AT2G39340.1
OG0009790	Aqcoe5G304000.3.p, Aqcoe5G304000.1.p, Aqcoe5G304000.2.p	AT4G09620.1, AT4G09620.3, AT4G09620.2
OG0009791	Aqcoe5G010800.2.p, Aqcoe5G010800.1.p	AT1G04130.1, AT1G04130.2
OG0009792	Aqcoe5G300900.1.p	AT1G71220.3, AT1G71220.1, AT1G71220.2
OG0009793	Aqcoe3G370200.1.p	AT5G08060.1
OG0009794	Aqcoe3G355800.1.p, Aqcoe3G355700.2.p, Aqcoe3G355700.1.p	AT3G29230.1
OG0009795	Aqcoe3G019600.1.p	AT1G66680.1
OG0009796	Aqcoe3G210100.1.p, Aqcoe3G210100.2.p	AT1G08580.1
OG0009797	Aqcoe3G434500.1.p	AT1G34130.1
OG0009798	Aqcoe3G067300.1.p, Aqcoe3G067300.2.p	AT5G08110.1, AT5G08110.2, AT5G08110.3
OG0009799	Aqcoe3G160900.2.p, Aqcoe3G160900.1.p	AT5G63570.2, AT5G63570.1, AT3G48730.1
OG0009800	Aqcoe3G377400.1.p	AT2G03800.2, AT2G03800.1
OG0009801	Aqcoe3G369500.1.p, Aqcoe3G369500.2.p	AT5G64180.1, AT5G64180.2
OG0009802	Aqcoe3G303000.1.p, Aqcoe3G303000.2.p	AT5G18390.1
OG0009803	Aqcoe3G085600.1.p	AT2G02860.1
OG0009804	Aqcoe3G328400.1.p	AT5G20220.1, AT5G20220.2, AT5G20220.4, AT5G20220.3
OG0009805	Aqcoe3G108200.1.p	AT5G36300.2, AT5G36300.1, AT3G42560.1
OG0009806	Aqcoe3G437100.1.p, Aqcoe3G437100.2.p, Aqcoe3G437100.3.p	AT3G19870.1, AT3G19870.2
OG0009807	Aqcoe3G328600.2.p, Aqcoe3G328600.1.p	AT1G18850.1
OG0009808	Aqcoe3G059900.1.p	AT1G13990.2, AT1G13990.3, AT1G13990.1
OG0009809	Aqcoe3G415800.2.p, Aqcoe3G415800.1.p	AT1G67970.1
OG0009810	Aqcoe3G408300.1.p, Aqcoe3G408300.2.p	AT1G30110.2, AT1G30110.1
OG0009811	Aqcoe3G286900.2.p, Aqcoe3G286900.1.p	AT4G22220.1
OG0009812	Aqcoe3G172300.1.p	AT1G32160.1
OG0009813	Aqcoe3G016900.1.p	AT5G37800.1, AT1G66470.1
OG0009814	Aqcoe3G014900.1.p, Aqcoe3G014900.2.p, Aqcoe3G012800.1.p	AT4G02750.1
OG0009815	Aqcoe3G313200.1.p	AT5G51510.1
OG0009816	Aqcoe3G441400.1.p	AT1G73380.1
OG0009817	Aqcoe3G249000.1.p	AT4G17090.1
OG0009818	Aqcoe3G058700.1.p	AT1G69380.1
OG0009819	Aqcoe3G200000.1.p	AT5G40950.1
OG0009820	Aqcoe3G282500.1.p	AT5G66540.1, AT5G66540.2
OG0009821	Aqcoe3G096100.1.p	AT5G37350.2, AT5G37350.1, AT2G24990.1
OG0009822	Aqcoe3G402300.1.p	AT1G71080.1, AT5G38050.1
OG0009823	Aqcoe3G394500.1.p	AT1G67250.1, AT5G38650.1
OG0009824	Aqcoe3G278700.1.p	AT5G63040.1, AT5G63040.2
OG0009825	Aqcoe3G407200.1.p	AT1G68100.1, AT1G68100.2
OG0009826	Aqcoe3G095800.1.p, Aqcoe3G095800.2.p, Aqcoe3G094900.1.p	AT1G67350.2, AT1G67350.1
OG0009827	Aqcoe3G268900.1.p	AT2G44850.1, AT2G44850.3, AT2G44850.2
OG0009828	Aqcoe3G381400.1.p	AT2G04030.2, AT2G04030.1
OG0009829	Aqcoe3G366000.1.p	AT2G03510.1
OG0009830	Aqcoe3G427900.1.p, Aqcoe3G427900.3.p, Aqcoe3G427900.2.p	AT1G75010.1
OG0009831	Aqcoe3G324000.3.p, Aqcoe3G324000.1.p, Aqcoe3G324000.2.p	AT1G27060.1
OG0009832	Aqcoe3G277000.1.p, Aqcoe3G387200.1.p	AT2G01730.2, AT2G01730.1
OG0009833	Aqcoe3G311900.1.p	AT1G70070.1
OG0009834	Aqcoe3G410500.1.p	AT1G23030.1
OG0009835	Aqcoe3G394100.1.p	AT5G38630.1
OG0009836	Aqcoe3G262200.1.p	AT5G47120.1
OG0009837	Aqcoe3G293900.1.p, Aqcoe3G293900.2.p	AT1G10580.1
OG0009838	Aqcoe3G024200.1.p	AT1G16740.1
OG0009839	Aqcoe3G077700.1.p	AT1G26761.1
OG0009840	Aqcoe3G267400.1.p	AT4G17510.1
OG0009841	Aqcoe3G355900.1.p	AT1G74360.1
OG0009842	Aqcoe3G322500.1.p	AT1G27090.1
OG0009843	Aqcoe3G351900.1.p	AT1G26650.1, AT1G69430.1
OG0009844	Aqcoe3G005700.1.p	AT1G18270.3, AT1G18270.2, AT1G18270.1, AT1G18270.4
OG0009845	Aqcoe3G063700.1.p	AT1G69210.1, AT1G69210.2
OG0009846	Aqcoe3G200600.2.p, Aqcoe3G200600.4.p, Aqcoe3G200600.1.p, Aqcoe3G200600.3.p	AT3G01920.1, AT3G01920.2
OG0009847	Aqcoe3G014200.1.p	AT3G45900.1
OG0009848	Aqcoe3G213700.1.p, Aqcoe3G213600.1.p	AT1G31970.1
OG0009849	Aqcoe3G435100.1.p	AT1G48930.1
OG0009850	Aqcoe3G271300.1.p	AT4G16790.1, AT3G60380.1
OG0009851	Aqcoe3G353900.1.p	AT1G69390.1
OG0009853	Aqcoe3G274300.1.p, Aqcoe3G274300.3.p, Aqcoe3G274300.2.p	AT4G00026.1
OG0009854	Aqcoe3G409500.1.p	AT1G48440.1, AT3G17780.1
OG0009855	Aqcoe3G439000.1.p	AT5G23240.1
OG0009856	Aqcoe3G316000.2.p, Aqcoe3G316000.3.p, Aqcoe3G316000.1.p	AT3G47850.1
OG0009857	Aqcoe3G101100.1.p	AT3G28455.1, AT1G69970.1, AT1G69970.2
OG0009858	Aqcoe3G332200.1.p	AT4G15950.1
OG0009859	Aqcoe3G443000.1.p	AT1G17810.1, AT1G73190.1
OG0009860	Aqcoe3G009400.1.p, Aqcoe3G009400.2.p	AT5G23310.1
OG0009861	Aqcoe3G313900.2.p, Aqcoe3G313900.3.p, Aqcoe3G313900.1.p	AT1G59840.3, AT1G59840.1, AT1G59840.2
OG0009863	Aqcoe3G036400.1.p	AT1G77420.1
OG0009864	Aqcoe3G164000.1.p	AT5G13120.2, AT5G13120.1
OG0009865	Aqcoe3G121600.1.p	AT3G27925.2, AT3G27925.1
OG0009866	Aqcoe3G429100.1.p	AT3G02710.1
OG0009867	Aqcoe3G401200.1.p	AT1G68560.1
OG0009868	Aqcoe3G366900.1.p	AT1G74250.1
OG0009869	Aqcoe3G425600.1.p	AT1G09290.1
OG0009870	Aqcoe3G246600.1.p	AT4G09010.1, AT4G09010.3, AT4G09010.2
OG0009871	Aqcoe3G425300.1.p	AT5G17240.1, AT5G17240.2
OG0009872	Aqcoe3G016100.1.p	AT3G18050.1
OG0009873	Aqcoe3G433000.1.p	AT5G09860.1, AT5G09860.2
OG0009874	Aqcoe3G439800.1.p, Aqcoe3G439800.2.p	AT5G23340.1
OG0009875	Aqcoe3G343300.1.p, Aqcoe3G343300.4.p, Aqcoe3G343300.2.p, Aqcoe3G343300.3.p	AT2G03050.1, AT2G03050.2
OG0009876	Aqcoe3G007300.2.p, Aqcoe3G007300.1.p	AT1G65700.1, AT1G65700.2
OG0009877	Aqcoe3G330000.1.p	AT5G39900.1
OG0009878	Aqcoe3G000900.1.p	AT5G16630.3, AT5G16630.1, AT5G16630.2
OG0009879	Aqcoe3G329900.1.p	AT1G69800.3, AT1G69800.2, AT1G69800.1
OG0009880	Aqcoe3G101000.1.p	AT5G13050.2, AT5G13050.1
OG0009881	Aqcoe3G402600.2.p, Aqcoe3G402600.1.p	AT1G66670.1
OG0009882	Aqcoe3G079600.2.p, Aqcoe3G079600.1.p	AT5G39830.1, AT5G39830.2
OG0009883	Aqcoe3G399400.2.p, Aqcoe3G399400.1.p	AT5G16070.1, AT3G02530.1
OG0009884	Aqcoe3G171000.1.p	AT4G24340.1, AT4G24350.4, AT4G24350.3, AT4G24350.2, AT4G24350.1
OG0009885	Aqcoe3G080600.1.p, Aqcoe3G080600.2.p	AT3G25660.1
OG0009954	Aqcoe0175s0001.1.p, Aqcoe2G329200.1.p	AT3G06180.1, AT3G06180.2, AT5G19025.2, AT5G19025.1
OG0009955	Aqcoe1G460600.1.p	AT2G28900.1
OG0009956	Aqcoe2G219600.1.p	AT2G36000.2, AT2G36000.1
OG0009957	Aqcoe3G081200.1.p, Aqcoe2G302400.1.p	AT2G22440.1
OG0009958	Aqcoe2G271100.1.p, Aqcoe7G308100.1.p, Aqcoe2G247500.2.p, Aqcoe2G247500.1.p	AT1G48300.1
OG0009959	Aqcoe2G260700.1.p	AT3G06440.2, AT3G06440.1
OG0009960	Aqcoe6G261200.1.p, Aqcoe6G263400.1.p, Aqcoe2G198600.1.p	AT2G07671.1, ATMG01080.1
OG0009961	Aqcoe2G394100.1.p	AT4G28820.2, AT4G28820.6, AT4G28820.5, AT4G28820.1, AT4G28820.4, AT4G28820.3
OG0009962	Aqcoe2G438900.1.p	AT1G05620.2, AT1G05620.1
OG0009963	Aqcoe2G240500.1.p	AT5G56580.1
OG0009964	Aqcoe2G330000.2.p, Aqcoe2G330000.1.p	AT3G06170.1
OG0009965	Aqcoe2G335500.1.p	AT3G06050.1, AT3G06050.2
OG0009966	Aqcoe2G012900.1.p	AT5G64670.1
OG0009968	Aqcoe2G385700.1.p, Aqcoe2G385700.2.p	AT2G33255.1
OG0009969	Aqcoe2G107200.1.p	AT2G27480.2, AT2G27480.1
OG0009970	Aqcoe2G003100.1.p	AT2G41010.1, AT3G56880.1
OG0009971	Aqcoe2G426300.1.p	AT1G10830.2, AT1G10830.3, AT1G10830.1
OG0009972	Aqcoe2G170600.1.p	AT5G02740.1, AT5G02740.2
OG0009973	Aqcoe2G119600.1.p	AT3G52570.1
OG0009974	Aqcoe2G228400.1.p	AT2G40360.1, AT2G40360.2
OG0009975	Aqcoe2G327200.1.p	AT3G21580.1
OG0009977	Aqcoe2G351900.1.p	AT3G04790.1
OG0009978	Aqcoe2G334600.1.p	AT5G19180.2, AT5G19180.1
OG0009979	Aqcoe2G015600.1.p	AT1G07985.1
OG0009980	Aqcoe2G302600.1.p	AT4G15770.1
OG0009981	Aqcoe2G373900.1.p	AT1G04420.1
OG0009982	Aqcoe2G230200.1.p	AT5G57950.1, AT5G57950.2
OG0009983	Aqcoe2G057900.1.p	AT2G17950.1
OG0009984	Aqcoe2G101000.1.p	AT1G08780.1
OG0009985	Aqcoe2G241700.2.p, Aqcoe2G241700.1.p	AT3G17590.2, AT3G17590.3, AT3G17590.1
OG0009987	Aqcoe2G069400.1.p	AT3G44050.1
OG0009988	Aqcoe2G425400.1.p	AT2G43140.2, AT2G43140.1, AT1G05805.1
OG0009990	Aqcoe2G068700.1.p	AT2G44160.1, AT3G59970.3
OG0009991	Aqcoe2G283100.2.p, Aqcoe2G283100.1.p	AT4G02210.1, AT4G02210.2
OG0009992	Aqcoe2G325700.1.p	AT1G63900.1, AT1G63900.2
OG0009993	Aqcoe1G420400.1.p, Aqcoe2G095400.1.p, Aqcoe2G095400.3.p, Aqcoe2G095400.4.p, Aqcoe2G095400.2.p	AT1G07220.1
OG0009994	Aqcoe2G231300.1.p	AT2G39740.3, AT2G39740.2, AT2G39740.1
OG0009995	Aqcoe2G326600.1.p	AT2G39180.1, AT3G09780.1
OG0009996	Aqcoe2G028600.3.p, Aqcoe2G028600.2.p, Aqcoe2G028600.1.p	AT4G20740.1
OG0009998	Aqcoe2G023400.1.p, Aqcoe2G012500.1.p	AT3G10310.1, AT3G10310.2
OG0010000	Aqcoe2G013500.2.p, Aqcoe2G013500.1.p	AT3G57790.1, AT3G57790.2
OG0010001	Aqcoe2G140400.2.p, Aqcoe2G140400.1.p, Aqcoe5G389000.1.p	AT1G63270.1
OG0010002	Aqcoe2G186600.1.p	AT4G25315.1, AT4G25315.3, AT4G25315.2
OG0010003	Aqcoe2G351500.1.p	AT3G63290.2, AT3G63290.1
OG0010004	Aqcoe2G396700.1.p	AT5G05920.1
OG0010005	Aqcoe2G045500.1.p	AT3G12260.1
OG0010006	Aqcoe2G391000.1.p, Aqcoe2G391000.2.p	AT1G31800.1
OG0010007	Aqcoe2G097500.1.p, Aqcoe2G041600.1.p	AT3G47120.2, AT3G47120.1, AT5G58790.2
OG0010008	Aqcoe2G076700.1.p	AT1G06923.1, AT2G30395.1
OG0010009	Aqcoe2G339300.1.p	AT3G05345.1
OG0010010	Aqcoe2G388300.1.p	AT3G23940.1, AT3G23940.2
OG0010011	Aqcoe2G367200.1.p	AT2G14045.3, AT2G14045.1, AT2G14045.4, AT2G14045.2
OG0010012	Aqcoe2G315600.1.p	AT2G47940.2, AT2G47940.1
OG0010013	Aqcoe2G325400.1.p	AT5G27395.2, AT5G27395.1
OG0010014	Aqcoe2G079200.1.p	AT1G06950.1
OG0010015	Aqcoe2G331100.1.p	AT2G48150.1, AT2G48150.2, AT3G63080.1
OG0010016	Aqcoe2G310100.1.p	AT5G18670.1
OG0010017	Aqcoe2G188200.1.p	ATCG00380.1
OG0010018	Aqcoe2G003600.1.p	AT2G27020.1
OG0010019	Aqcoe2G323400.1.p	AT4G02990.1, AT4G02990.2
OG0010020	Aqcoe2G005200.5.p, Aqcoe2G005200.3.p, Aqcoe2G005200.1.p, Aqcoe2G005200.4.p, Aqcoe2G005200.2.p	AT3G58530.1
OG0010021	Aqcoe2G015000.1.p, Aqcoe2G015000.2.p, Aqcoe6G168000.1.p	AT2G28480.1
OG0010022	Aqcoe2G320000.1.p	AT3G05130.1, AT5G27330.1
OG0010023	Aqcoe2G313400.1.p	AT3G26932.3, AT3G26932.1, AT3G26932.2, AT5G41070.1
OG0010024	Aqcoe2G100800.1.p	AT5G05770.1, AT3G11260.1
OG0010025	Aqcoe2G353300.1.p	AT3G63370.2, AT3G63370.1
OG0010026	Aqcoe2G402300.1.p	AT5G48660.1, AT3G07190.1
OG0010027	Aqcoe2G125900.1.p, Aqcoe5G147800.1.p, Aqcoe7G096700.1.p	AT4G24370.1
OG0010028	Aqcoe2G334000.1.p	AT4G13000.1, AT3G25250.1
OG0010029	Aqcoe2G335000.1.p	AT3G05250.3, AT3G05250.2, AT3G05250.1
OG0010030	Aqcoe2G144400.1.p	AT2G37020.2, AT2G37020.3, AT2G37020.1
OG0010031	Aqcoe2G223500.1.p, Aqcoe2G223500.2.p	AT5G59500.2, AT5G59500.1
OG0010032	Aqcoe2G069200.1.p, Aqcoe4G082900.1.p	AT3G54220.1
OG0010033	Aqcoe2G421600.1.p	AT3G21350.1, AT3G21350.2
OG0010034	Aqcoe2G407800.2.p, Aqcoe2G407800.1.p	AT1G16970.1
OG0010035	Aqcoe5G291400.1.p, Aqcoe2G376200.1.p, Aqcoe2G376200.2.p	AT3G09040.1, AT3G09040.4, AT3G09040.3, AT3G09040.2
OG0010036	Aqcoe2G151400.1.p	AT2G39650.1, AT2G39650.2
OG0010037	Aqcoe2G170900.3.p, Aqcoe6G224200.1.p, Aqcoe2G170900.1.p, Aqcoe2G170900.2.p	AT1G20065.1, AT1G20065.2, AT1G20065.3, AT1G20065.5, AT1G20065.4, AT3G25940.1
OG0010038	Aqcoe6G318500.1.p, Aqcoe6G318500.2.p, Aqcoe2G040800.1.p, Aqcoe2G040800.2.p	AT5G65760.1
OG0010039	Aqcoe2G148000.1.p	AT3G57150.1
OG0010040	Aqcoe2G420800.1.p	AT4G29910.1, AT4G29910.2
OG0010041	Aqcoe2G157200.1.p, Aqcoe2G157200.2.p	AT4G30150.1, AT4G30150.2
OG0010042	Aqcoe2G159400.1.p	AT5G03560.1
OG0010043	Aqcoe2G054500.1.p	AT5G58430.1
OG0010044	Aqcoe7G398900.1.p, Aqcoe2G290700.1.p	AT2G34820.1, AT1G30670.1
OG0010046	Aqcoe2G052800.1.p	AT3G11980.1
OG0010047	Aqcoe2G008400.1.p	AT2G42140.1, AT3G58000.1, AT3G60090.1, AT2G44340.1
OG0010048	Aqcoe2G293300.1.p	AT5G61770.1, AT5G61770.3, AT5G61770.2
OG0010050	Aqcoe2G353500.1.p	AT5G43830.1, AT3G22850.1
OG0010051	Aqcoe2G011100.1.p	AT2G42040.1
OG0010052	Aqcoe2G325300.1.p	AT4G15470.1
OG0010053	Aqcoe2G035500.2.p, Aqcoe2G035500.1.p	AT3G10230.1, AT3G10230.2
OG0010054	Aqcoe2G013700.1.p	AT2G42310.1, AT3G57785.1
OG0010055	Aqcoe2G342700.1.p	AT4G02770.1, AT1G03130.1
OG0010056	Aqcoe2G049800.1.p	AT3G03890.1, AT3G03890.2
OG0010057	Aqcoe2G262800.2.p, Aqcoe2G262800.1.p	AT3G17340.1, AT3G17340.2
OG0010058	Aqcoe2G296400.1.p	AT2G47790.1
OG0010059	Aqcoe2G420900.2.p, Aqcoe2G420900.1.p	AT3G04160.3, AT3G04160.1, AT3G04160.2
OG0010060	Aqcoe2G383900.1.p	AT4G13330.6, AT4G13330.5, AT4G13330.3, AT4G13330.2, AT4G13330.4, AT4G13330.1
OG0010061	Aqcoe6G211500.1.p	AT4G24175.2, AT4G24175.1
OG0010063	Aqcoe6G028100.1.p	AT2G13610.1
OG0010065	Aqcoe6G006000.1.p	AT3G18790.1
OG0010066	Aqcoe6G072600.1.p	AT5G09450.1
OG0010067	Aqcoe6G239600.2.p, Aqcoe6G239600.1.p	AT1G20300.1
OG0010068	Aqcoe6G030100.1.p	AT1G77230.1
OG0010069	Aqcoe6G171100.2.p, Aqcoe6G171100.3.p, Aqcoe6G171100.1.p	AT2G17250.1
OG0010070	Aqcoe6G037200.1.p	AT2G13690.1
OG0010071	Aqcoe6G184700.1.p, Aqcoe6G184700.2.p, Aqcoe6G184700.3.p	AT4G38370.1
OG0010072	Aqcoe6G126300.1.p	AT5G42810.1, AT1G22100.1
OG0010073	Aqcoe6G157300.1.p	AT5G49970.2, AT5G49970.1
OG0010074	Aqcoe6G228500.1.p	AT4G35760.2, AT4G35760.1
OG0010075	Aqcoe6G147100.1.p	AT2G26550.1, AT2G26550.3, AT2G26550.4, AT2G26550.2
OG0010076	Aqcoe6G022700.1.p	AT1G44575.2, AT1G44575.1, AT1G44575.3
OG0010077	Aqcoe6G047100.1.p	AT1G34110.2, AT1G34110.1
OG0010078	Aqcoe6G083300.1.p	AT4G39952.1
OG0010079	Aqcoe6G122100.1.p	AT2G18290.1
OG0010080	Aqcoe6G074800.1.p	AT5G65340.1, AT2G22460.1
OG0010081	Aqcoe6G311700.1.p	AT3G50120.1, AT3G50170.1, AT3G50130.1
OG0010082	Aqcoe6G240600.1.p	AT1G76070.1, AT1G20310.1
OG0010083	Aqcoe6G033400.1.p	AT5G11980.2, AT5G11980.1
OG0010084	Aqcoe6G067600.1.p	AT4G33660.1
OG0010085	Aqcoe6G301300.2.p, Aqcoe6G301300.3.p, Aqcoe6G301300.1.p	AT4G24204.1, AT4G24204.3, AT4G24204.2
OG0010086	Aqcoe6G282300.2.p, Aqcoe6G282300.1.p	AT1G64960.1, AT1G64960.2
OG0010087	Aqcoe6G031000.1.p	AT2G13440.1
OG0010088	Aqcoe6G193800.1.p, Aqcoe6G193800.2.p, Aqcoe6G193800.3.p	AT2G17670.2, AT2G17670.1
OG0010089	Aqcoe5G151600.1.p, Aqcoe6G140300.1.p	AT3G50340.1, AT5G67020.1
OG0010090	Aqcoe6G046200.1.p	AT1G71696.1, AT1G71696.2
OG0010091	Aqcoe6G044000.1.p, Aqcoe6G205300.1.p	AT5G09950.2, AT5G09950.1, AT5G09950.3
