Orthogroup	A_coerulea.proteins	L_sativa.proteins
OG0010384	Aqcoe5G443200.3.p, Aqcoe5G443200.1.p, Aqcoe5G443200.2.p	Lsat_1_v5_gn_2_134381.1, Lsat_1_v5_gn_2_134381.3
OG0010385	Aqcoe5G102700.1.p	Lsat_1_v5_gn_4_161581.1, Lsat_1_v5_gn_4_161581.3, Lsat_1_v5_gn_4_161581.4, Lsat_1_v5_gn_4_161581.2
OG0010386	Aqcoe5G129700.1.p	Lsat_1_v5_gn_1_25060.1
OG0010387	Aqcoe5G331500.1.p	Lsat_1_v5_gn_3_32540.2, Lsat_1_v5_gn_3_32540.3, Lsat_1_v5_gn_3_32540.1
OG0010388	Aqcoe5G019000.1.p	Lsat_1_v5_gn_8_82500.1
OG0010389	Aqcoe5G380700.1.p	Lsat_1_v5_gn_0_47661.1, Lsat_1_v5_gn_5_4701.2, Lsat_1_v5_gn_8_139860.1, Lsat_1_v5_gn_2_97101.1, Lsat_1_v5_gn_5_181901.3, Lsat_1_v5_gn_6_94240.1
OG0010390	Aqcoe5G447000.1.p	Lsat_1_v5_gn_3_139161.1
OG0010391	Aqcoe5G004400.2.p, Aqcoe5G004400.4.p	Lsat_1_v5_gn_9_16381.1, Lsat_1_v5_gn_9_16381.2
OG0010392	Aqcoe5G088400.1.p	Lsat_1_v5_gn_7_11800.3, Lsat_1_v5_gn_7_11800.1, Lsat_1_v5_gn_9_5620.2, Lsat_1_v5_gn_9_5620.1
OG0010393	Aqcoe5G400200.1.p	Lsat_1_v5_gn_5_14180.1
OG0010394	Aqcoe5G282400.1.p	Lsat_1_v5_gn_1_7780.3, Lsat_1_v5_gn_1_7780.1
OG0010395	Aqcoe5G085200.1.p	Lsat_1_v5_gn_9_124360.1, Lsat_1_v5_gn_9_124360.2
OG0010396	Aqcoe5G327000.3.p, Aqcoe5G327000.2.p, Aqcoe5G327000.1.p	Lsat_1_v5_gn_0_22620.1, Lsat_1_v5_gn_0_22620.3
OG0010397	Aqcoe5G232600.1.p	Lsat_1_v5_gn_4_117720.1
OG0010398	Aqcoe5G108200.1.p	Lsat_1_v5_gn_5_125241.3, Lsat_1_v5_gn_5_125241.1
OG0010399	Aqcoe5G348600.1.p, Aqcoe5G338700.1.p	Lsat_1_v5_gn_2_94961.1
OG0010400	Aqcoe5G294200.1.p	Lsat_1_v5_gn_3_28500.1
OG0010401	Aqcoe5G198400.1.p	Lsat_1_v5_gn_3_79360.1
OG0010402	Aqcoe5G451000.1.p, Aqcoe5G451100.1.p, Aqcoe5G451300.1.p, Aqcoe5G451200.1.p	Lsat_1_v5_gn_7_79741.1, Lsat_1_v5_gn_7_79741.3
OG0010403	Aqcoe5G437900.1.p	Lsat_1_v5_gn_4_35620.1
OG0010404	Aqcoe5G206900.1.p	Lsat_1_v5_gn_1_19281.1, Lsat_1_v5_gn_1_19281.3
OG0010405	Aqcoe5G379500.1.p	Lsat_1_v5_gn_4_78900.1
OG0010406	Aqcoe5G085700.1.p	Lsat_1_v5_gn_9_88181.2, Lsat_1_v5_gn_9_88181.1, Lsat_1_v5_gn_5_186620.1
OG0010407	Aqcoe5G323100.1.p	Lsat_1_v5_gn_8_86900.2, Lsat_1_v5_gn_8_86900.1
OG0010408	Aqcoe5G020800.1.p	Lsat_1_v5_gn_1_74661.1, Lsat_1_v5_gn_1_74661.2
OG0010409	Aqcoe5G200500.2.p, Aqcoe5G200500.1.p	Lsat_1_v5_gn_5_173381.1
OG0010410	Aqcoe5G426100.2.p, Aqcoe5G426100.1.p	Lsat_1_v5_gn_3_28060.1, Lsat_1_v5_gn_3_28060.3, Lsat_1_v5_gn_5_56181.4, Lsat_1_v5_gn_5_56181.1, Lsat_1_v5_gn_5_56181.2
OG0010411	Aqcoe5G005700.2.p, Aqcoe5G005700.1.p, Aqcoe5G338200.1.p	Lsat_1_v5_gn_6_26220.1, Lsat_1_v5_gn_6_26220.3
OG0010412	Aqcoe5G306700.1.p, Aqcoe5G306700.2.p	Lsat_1_v5_gn_1_41500.3, Lsat_1_v5_gn_1_41500.1
OG0010414	Aqcoe5G054700.1.p, Aqcoe5G054700.2.p	Lsat_1_v5_gn_9_18461.1
OG0010415	Aqcoe5G091800.3.p, Aqcoe5G091800.2.p, Aqcoe5G091800.1.p	Lsat_1_v5_gn_3_21680.3, Lsat_1_v5_gn_3_21680.1
OG0010416	Aqcoe5G463300.1.p	Lsat_1_v5_gn_7_1020.3, Lsat_1_v5_gn_7_1020.1
OG0010417	Aqcoe5G043400.1.p	Lsat_1_v5_gn_6_91060.1
OG0010418	Aqcoe5G376700.1.p, Aqcoe5G376700.2.p	Lsat_1_v5_gn_8_81281.1, Lsat_1_v5_gn_8_81281.2
OG0010419	Aqcoe5G185600.5.p, Aqcoe5G185600.1.p, Aqcoe5G185600.2.p, Aqcoe5G185600.3.p, Aqcoe5G185600.4.p	Lsat_1_v5_gn_2_78040.1
OG0010420	Aqcoe5G394900.1.p	Lsat_1_v5_gn_3_35360.1, Lsat_1_v5_gn_3_41080.1
OG0010421	Aqcoe5G107900.1.p	Lsat_1_v5_gn_8_25641.1, Lsat_1_v5_gn_8_25641.3
OG0010422	Aqcoe5G214600.1.p	Lsat_1_v5_gn_8_29640.1
OG0010423	Aqcoe5G270900.1.p	Lsat_1_v5_gn_1_41381.2, Lsat_1_v5_gn_1_41381.1
OG0010424	Aqcoe5G261300.1.p	Lsat_1_v5_gn_2_82180.1, Lsat_1_v5_gn_2_82180.3
OG0010425	Aqcoe5G276900.1.p	Lsat_1_v5_gn_1_12401.1
OG0010426	Aqcoe5G182900.1.p	Lsat_1_v5_gn_1_12240.1, Lsat_1_v5_gn_1_12240.2
OG0010427	Aqcoe5G085600.2.p	Lsat_1_v5_gn_8_31281.1
OG0010428	Aqcoe5G471900.1.p	Lsat_1_v5_gn_7_67421.1
OG0010429	Aqcoe5G302900.1.p, Aqcoe5G304600.1.p	Lsat_1_v5_gn_1_6641.1
OG0010430	Aqcoe5G296100.2.p, Aqcoe5G296100.3.p, Aqcoe5G296100.1.p	Lsat_1_v5_gn_8_52041.1, Lsat_1_v5_gn_6_117881.2, Lsat_1_v5_gn_6_117881.1, Lsat_1_v5_gn_6_117881.3
OG0010431	Aqcoe5G372500.1.p	Lsat_1_v5_gn_4_2821.1
OG0010432	Aqcoe5G256500.1.p	Lsat_1_v5_gn_6_109560.1
OG0010433	Aqcoe5G167100.1.p	Lsat_1_v5_gn_4_111981.3, Lsat_1_v5_gn_4_111981.1
OG0010434	Aqcoe5G434200.2.p, Aqcoe5G434200.1.p	Lsat_1_v5_gn_7_4380.1, Lsat_1_v5_gn_7_4380.3
OG0010435	Aqcoe5G340700.1.p, Aqcoe5G340700.2.p	Lsat_1_v5_gn_2_94600.1
OG0010436	Aqcoe5G016900.1.p	Lsat_1_v5_gn_6_66080.1
OG0010437	Aqcoe5G057500.1.p	Lsat_1_v5_gn_9_123421.1, Lsat_1_v5_gn_9_123421.2
OG0010438	Aqcoe5G467100.1.p	Lsat_1_v5_gn_2_136240.3, Lsat_1_v5_gn_2_136240.1
OG0010439	Aqcoe5G376600.1.p, Aqcoe5G376600.2.p	Lsat_1_v5_gn_4_183800.1
OG0010440	Aqcoe5G012000.1.p	Lsat_1_v5_gn_5_137541.1, Lsat_1_v5_gn_4_89261.1
OG0010441	Aqcoe5G064000.1.p	Lsat_1_v5_gn_5_112921.1, Lsat_1_v5_gn_9_110141.3, Lsat_1_v5_gn_9_110141.1
OG0010442	Aqcoe5G458700.3.p, Aqcoe5G458700.2.p, Aqcoe5G458700.1.p	Lsat_1_v5_gn_1_77541.1, Lsat_1_v5_gn_1_77541.2
OG0010443	Aqcoe5G199200.1.p, Aqcoe5G199200.2.p	Lsat_1_v5_gn_5_30021.1, Lsat_1_v5_gn_5_30021.2, Lsat_1_v5_gn_5_30021.3
OG0010444	Aqcoe5G214200.1.p, Aqcoe5G214200.2.p	Lsat_1_v5_gn_2_75700.1
OG0010445	Aqcoe5G183600.1.p, Aqcoe5G183600.4.p, Aqcoe5G183600.3.p, Aqcoe5G183600.2.p	Lsat_1_v5_gn_5_26761.2, Lsat_1_v5_gn_5_26761.1
OG0010446	Aqcoe5G361800.1.p	Lsat_1_v5_gn_8_149340.1
OG0010447	Aqcoe5G352400.1.p, Aqcoe3G011700.1.p	Lsat_1_v5_gn_3_30661.1, Lsat_1_v5_gn_3_30661.3
OG0010448	Aqcoe5G143000.1.p	Lsat_1_v5_gn_1_22441.3, Lsat_1_v5_gn_1_22441.1, Lsat_1_v5_gn_2_85620.2, Lsat_1_v5_gn_2_85620.1
OG0010449	Aqcoe5G463100.2.p, Aqcoe5G463100.1.p	Lsat_1_v5_gn_6_83680.2, Lsat_1_v5_gn_6_83680.1
OG0010450	Aqcoe5G223400.2.p	Lsat_1_v5_gn_7_15520.1
OG0010451	Aqcoe5G407300.1.p	Lsat_1_v5_gn_4_126501.1, Lsat_1_v5_gn_7_11161.1
OG0010452	Aqcoe1861s0001.1.p	Lsat_1_v5_gn_6_56180.1, Lsat_1_v5_gn_6_56180.3, Lsat_1_v5_gn_3_74580.2, Lsat_1_v5_gn_5_8340.2, Lsat_1_v5_gn_5_8340.1
OG0010453	Aqcoe3G424300.3.p, Aqcoe3G424300.1.p, Aqcoe3G424300.2.p	Lsat_1_v5_gn_2_71780.1, Lsat_1_v5_gn_2_71780.3, Lsat_1_v5_gn_2_71780.2
OG0010454	Aqcoe3G322200.1.p	Lsat_1_v5_gn_4_107261.1
OG0010455	Aqcoe3G368700.1.p	Lsat_1_v5_gn_2_21921.1, Lsat_1_v5_gn_7_110180.1
OG0010456	Aqcoe3G136800.1.p, Aqcoe3G136800.2.p, Aqcoe3G136500.1.p, Aqcoe3G136500.2.p	Lsat_1_v5_gn_4_184601.1
OG0010457	Aqcoe3G223500.1.p, Aqcoe3G270700.1.p	Lsat_1_v5_gn_2_59100.3
OG0010458	Aqcoe3G175200.1.p	Lsat_1_v5_gn_1_32360.1, Lsat_1_v5_gn_4_84081.2, Lsat_1_v5_gn_4_84081.1
OG0010459	Aqcoe3G054900.2.p, Aqcoe3G054900.1.p	Lsat_1_v5_gn_1_67161.1, Lsat_1_v5_gn_1_67181.1, Lsat_1_v5_gn_1_67181.2
OG0010460	Aqcoe3G391400.1.p	Lsat_1_v5_gn_4_17281.1, Lsat_1_v5_gn_8_37520.1
OG0010461	Aqcoe3G153300.1.p	Lsat_1_v5_gn_8_3761.1, Lsat_1_v5_gn_8_3761.2
OG0010463	Aqcoe3G444700.4.p, Aqcoe3G444700.3.p, Aqcoe3G444700.1.p, Aqcoe3G444700.2.p	Lsat_1_v5_gn_7_35520.1, Lsat_1_v5_gn_7_35520.2
OG0010464	Aqcoe3G103600.1.p	Lsat_1_v5_gn_5_18061.1
OG0010465	Aqcoe3G060000.1.p	Lsat_1_v5_gn_5_20880.1, Lsat_1_v5_gn_5_20880.3, Lsat_1_v5_gn_5_20880.2
OG0010466	Aqcoe3G133400.1.p, Aqcoe3G133400.2.p	Lsat_1_v5_gn_2_7520.1
OG0010467	Aqcoe3G410700.1.p	Lsat_1_v5_gn_6_17400.3, Lsat_1_v5_gn_6_17400.1
OG0010468	Aqcoe3G415500.1.p	Lsat_1_v5_gn_3_63961.1
OG0010469	Aqcoe3G398800.1.p, Aqcoe3G212700.1.p, Aqcoe3G212700.2.p	Lsat_1_v5_gn_4_12481.1
OG0010470	Aqcoe3G406900.1.p	Lsat_1_v5_gn_3_36220.1, Lsat_1_v5_gn_3_36220.2
OG0010471	Aqcoe3G124200.1.p, Aqcoe3G286200.1.p	Lsat_1_v5_gn_6_8401.1, Lsat_1_v5_gn_5_70600.1
OG0010472	Aqcoe3G310100.1.p, Aqcoe3G310100.2.p, Aqcoe3G310100.3.p	Lsat_1_v5_gn_2_90780.1
OG0010473	Aqcoe3G220600.1.p	Lsat_1_v5_gn_6_80261.1, Lsat_1_v5_gn_6_80261.3, Lsat_1_v5_gn_6_3960.1
OG0010474	Aqcoe3G398500.2.p, Aqcoe3G398500.1.p	Lsat_1_v5_gn_4_20101.1
OG0010475	Aqcoe3G392800.1.p	Lsat_1_v5_gn_4_17220.1, Lsat_1_v5_gn_3_57261.1
OG0010476	Aqcoe3G240700.1.p	Lsat_1_v5_gn_8_144641.1, Lsat_1_v5_gn_9_98941.1, Lsat_1_v5_gn_7_98301.1, Lsat_1_v5_gn_4_69500.1
OG0010477	Aqcoe3G008600.1.p, Aqcoe3G008600.2.p	Lsat_1_v5_gn_0_10520.2, Lsat_1_v5_gn_0_10520.1
OG0010478	Aqcoe3G385100.1.p	Lsat_1_v5_gn_1_15581.1, Lsat_1_v5_gn_2_112741.1
OG0010479	Aqcoe3G234700.1.p	Lsat_1_v5_gn_3_18001.1, Lsat_1_v5_gn_6_421.1
OG0010480	Aqcoe3G234200.1.p	Lsat_1_v5_gn_2_37520.1
OG0010481	Aqcoe3G396400.2.p, Aqcoe3G396400.1.p, Aqcoe3G396400.4.p, Aqcoe3G396400.3.p	Lsat_1_v5_gn_4_115821.1
OG0010482	Aqcoe3G042500.1.p	Lsat_1_v5_gn_8_38900.2, Lsat_1_v5_gn_8_38900.1
OG0010483	Aqcoe3G133700.1.p	Lsat_1_v5_gn_2_93460.3, Lsat_1_v5_gn_2_93460.1
OG0010484	Aqcoe3G019400.1.p	Lsat_1_v5_gn_3_54101.3, Lsat_1_v5_gn_3_54101.1
OG0010485	Aqcoe3G326700.1.p	Lsat_1_v5_gn_8_54121.1
OG0010486	Aqcoe3G267600.1.p	Lsat_1_v5_gn_9_10421.1, Lsat_1_v5_gn_5_182900.1
OG0010487	Aqcoe3G443700.1.p	Lsat_1_v5_gn_8_114940.1, Lsat_1_v5_gn_8_114940.3
OG0010488	Aqcoe3G044900.1.p	Lsat_1_v5_gn_4_18981.1
OG0010489	Aqcoe3G204700.1.p	Lsat_1_v5_gn_8_75600.1, Lsat_1_v5_gn_8_75600.2
OG0010490	Aqcoe3G052700.1.p	Lsat_1_v5_gn_2_86340.3, Lsat_1_v5_gn_2_86340.1
OG0010491	Aqcoe3G407300.1.p	Lsat_1_v5_gn_8_111480.1
OG0010492	Aqcoe3G206800.1.p	Lsat_1_v5_gn_4_84301.1
OG0010493	Aqcoe3G400500.1.p, Aqcoe3G400500.2.p	Lsat_1_v5_gn_9_32960.1
OG0010494	Aqcoe3G172600.1.p	Lsat_1_v5_gn_9_47480.3, Lsat_1_v5_gn_9_47480.1
OG0010495	Aqcoe3G383000.1.p	Lsat_1_v5_gn_4_112541.3, Lsat_1_v5_gn_4_112541.1
OG0010496	Aqcoe3G255600.1.p	Lsat_1_v5_gn_4_38561.1
OG0010497	Aqcoe3G163200.1.p	Lsat_1_v5_gn_1_78160.1, Lsat_1_v5_gn_4_78441.1
OG0010498	Aqcoe3G406400.1.p	Lsat_1_v5_gn_3_67200.3, Lsat_1_v5_gn_3_67200.1
OG0010499	Aqcoe3G441100.1.p	Lsat_1_v5_gn_8_139521.1, Lsat_1_v5_gn_4_27720.1, Lsat_1_v5_gn_3_35621.1
OG0010500	Aqcoe3G298100.1.p	Lsat_1_v5_gn_3_47880.1, Lsat_1_v5_gn_4_6921.1
OG0010501	Aqcoe3G326200.1.p	Lsat_1_v5_gn_4_176840.1
OG0010502	Aqcoe3G428800.1.p	Lsat_1_v5_gn_4_26101.1, Lsat_1_v5_gn_3_27640.1
OG0010503	Aqcoe3G254500.3.p, Aqcoe3G254500.2.p, Aqcoe3G254500.1.p	Lsat_1_v5_gn_1_45401.1
OG0010504	Aqcoe3G236900.1.p	Lsat_1_v5_gn_3_16080.1
OG0010505	Aqcoe3G093300.3.p, Aqcoe3G093300.2.p, Aqcoe3G093300.1.p	Lsat_1_v5_gn_1_10700.3, Lsat_1_v5_gn_1_10700.1
OG0010506	Aqcoe3G270400.1.p	Lsat_1_v5_gn_4_64540.1
OG0010507	Aqcoe3G303400.1.p	Lsat_1_v5_gn_4_6340.1
OG0010508	Aqcoe3G262600.1.p	Lsat_1_v5_gn_6_93760.1
OG0010509	Aqcoe3G133000.1.p, Aqcoe3G133000.2.p	Lsat_1_v5_gn_8_150440.1, Lsat_1_v5_gn_8_150440.2
OG0010510	Aqcoe3G384100.2.p, Aqcoe3G384100.1.p	Lsat_1_v5_gn_2_101380.1
OG0010511	Aqcoe3G197000.1.p	Lsat_1_v5_gn_4_80081.1
OG0010512	Aqcoe3G253900.1.p	Lsat_1_v5_gn_0_5020.1, Lsat_1_v5_gn_4_38621.1, Lsat_1_v5_gn_7_11660.1
OG0010513	Aqcoe3G016300.1.p	Lsat_1_v5_gn_3_54941.1, Lsat_1_v5_gn_3_54941.2, Lsat_1_v5_gn_3_54941.3
OG0010514	Aqcoe3G164100.1.p	Lsat_1_v5_gn_1_117981.2, Lsat_1_v5_gn_1_117981.1
OG0010515	Aqcoe3G351300.1.p	Lsat_1_v5_gn_4_10521.2, Lsat_1_v5_gn_4_10521.1
OG0010516	Aqcoe3G073100.1.p	Lsat_1_v5_gn_1_91801.1, Lsat_1_v5_gn_1_91801.2, Lsat_1_v5_gn_5_30841.1
OG0010517	Aqcoe3G333300.2.p, Aqcoe3G333300.1.p	Lsat_1_v5_gn_3_52920.2
OG0010518	Aqcoe3G047300.2.p, Aqcoe3G047300.1.p	Lsat_1_v5_gn_4_112141.1, Lsat_1_v5_gn_4_112141.3
OG0010519	Aqcoe3G397000.1.p	Lsat_1_v5_gn_4_19920.3, Lsat_1_v5_gn_4_19920.1
OG0010520	Aqcoe3G317300.1.p	Lsat_1_v5_gn_4_117540.1
OG0010521	Aqcoe3G046200.1.p	Lsat_1_v5_gn_1_106300.3, Lsat_1_v5_gn_1_106300.1
OG0010522	Aqcoe3G403600.1.p	Lsat_1_v5_gn_8_43001.1, Lsat_1_v5_gn_3_54301.1
OG0010523	Aqcoe3G271600.1.p	Lsat_1_v5_gn_6_84020.3, Lsat_1_v5_gn_6_84020.1
OG0010524	Aqcoe3G135400.1.p	Lsat_1_v5_gn_6_4100.1, Lsat_1_v5_gn_6_4100.3
OG0010525	Aqcoe3G040400.1.p	Lsat_1_v5_gn_9_81600.2, Lsat_1_v5_gn_4_99121.2, Lsat_1_v5_gn_4_99121.1
OG0010526	Aqcoe3G347000.1.p	Lsat_1_v5_gn_1_14240.2, Lsat_1_v5_gn_1_14240.3, Lsat_1_v5_gn_1_14240.1
OG0010527	Aqcoe3G222900.1.p	Lsat_1_v5_gn_8_142440.3, Lsat_1_v5_gn_8_142440.1
OG0010528	Aqcoe3G191300.1.p	Lsat_1_v5_gn_4_184020.1, Lsat_1_v5_gn_0_47760.1, Lsat_1_v5_gn_0_47760.2
OG0010529	Aqcoe3G306000.1.p	Lsat_1_v5_gn_1_12180.3, Lsat_1_v5_gn_1_12180.1
OG0010530	Aqcoe3G069000.1.p	Lsat_1_v5_gn_4_21020.1
OG0010531	Aqcoe3G393500.1.p	Lsat_1_v5_gn_1_15860.1
OG0010532	Aqcoe3G059500.1.p	Lsat_1_v5_gn_3_16601.1, Lsat_1_v5_gn_3_16601.2
OG0010533	Aqcoe3G346400.1.p	Lsat_1_v5_gn_8_50180.1
OG0010534	Aqcoe3G275300.1.p	Lsat_1_v5_gn_6_59361.1, Lsat_1_v5_gn_6_59361.2
OG0010535	Aqcoe3G375800.1.p	Lsat_1_v5_gn_4_114580.1, Lsat_1_v5_gn_4_114580.2
OG0010536	Aqcoe3G403800.2.p, Aqcoe3G403800.1.p	Lsat_1_v5_gn_7_114141.1
OG0010537	Aqcoe3G022000.1.p	Lsat_1_v5_gn_4_15680.2, Lsat_1_v5_gn_4_15680.1, Lsat_1_v5_gn_8_41941.1
OG0010538	Aqcoe3G382200.1.p	Lsat_1_v5_gn_4_109581.1
OG0010539	Aqcoe3G176200.1.p	Lsat_1_v5_gn_6_34980.1
OG0010540	Aqcoe3G036100.4.p, Aqcoe3G036100.2.p, Aqcoe3G036100.1.p, Aqcoe3G036100.3.p	Lsat_1_v5_gn_5_149741.1, Lsat_1_v5_gn_5_149741.2
OG0010541	Aqcoe3G247700.1.p	Lsat_1_v5_gn_6_94780.1
OG0010542	Aqcoe3G062600.2.p, Aqcoe3G062600.1.p	Lsat_1_v5_gn_3_56300.1, Lsat_1_v5_gn_3_56300.2, Lsat_1_v5_gn_3_56300.3
OG0010543	Aqcoe3G418800.1.p	Lsat_1_v5_gn_8_28800.2, Lsat_1_v5_gn_8_28800.1, Lsat_1_v5_gn_8_28640.2, Lsat_1_v5_gn_8_28640.1
OG0010624	Aqcoe5G078400.1.p, Aqcoe5G078700.1.p, Aqcoe0189s0003.1.p	Lsat_1_v5_gn_2_131440.1
OG0010625	Aqcoe5G078600.1.p, Aqcoe4G118000.1.p, Aqcoe4G114200.1.p, Aqcoe5G078100.1.p, Aqcoe5G078900.1.p, Aqcoe5G077600.1.p, Aqcoe0189s0001.1.p	Lsat_1_v5_gn_5_56921.1, Lsat_1_v5_gn_5_56921.3
OG0010629	Aqcoe2G203200.1.p	Lsat_1_v5_gn_6_25121.1, Lsat_1_v5_gn_6_25121.3, Lsat_1_v5_gn_6_25121.2
OG0010630	Aqcoe2G304400.2.p, Aqcoe2G304400.1.p	Lsat_1_v5_gn_5_49301.2, Lsat_1_v5_gn_5_49301.1
OG0010632	Aqcoe2G289000.1.p	Lsat_1_v5_gn_8_25560.1
OG0010633	Aqcoe2G083000.1.p	Lsat_1_v5_gn_9_37580.1, Lsat_1_v5_gn_9_37580.2
OG0010634	Aqcoe2G358300.1.p	Lsat_1_v5_gn_9_12020.1
OG0010635	Aqcoe2G227600.1.p	Lsat_1_v5_gn_9_29841.1
OG0010636	Aqcoe2G250700.1.p, Aqcoe6G229600.1.p	Lsat_1_v5_gn_7_63920.1
OG0010637	Aqcoe2G403500.1.p	Lsat_1_v5_gn_7_99401.2, Lsat_1_v5_gn_7_99401.1
OG0010639	Aqcoe2G290400.1.p	Lsat_1_v5_gn_1_40801.3, Lsat_1_v5_gn_1_40801.1
OG0010640	Aqcoe2G003000.1.p	Lsat_1_v5_gn_7_31301.3, Lsat_1_v5_gn_7_31301.1
OG0010642	Aqcoe1G112000.1.p, Aqcoe2G218800.1.p	Lsat_1_v5_gn_2_21441.1, Lsat_1_v5_gn_2_21441.3, Lsat_1_v5_gn_6_27001.1
OG0010643	Aqcoe2G195600.1.p	Lsat_1_v5_gn_4_68181.1, Lsat_1_v5_gn_4_68181.3
OG0010643	Aqcoe7G227500.1.p, Aqcoe7G226200.1.p, Aqcoe2G174400.1.p, Aqcoe2G191400.1.p	Lsat_1_v5_gn_3_108780.1, Lsat_1_v5_gn_2_20541.1, Lsat_1_v5_gn_5_181860.1, Lsat_1_v5_gn_3_110420.1, Lsat_1_v5_gn_4_147820.1
OG0010644	Aqcoe2G234200.1.p	Lsat_1_v5_gn_8_72221.3, Lsat_1_v5_gn_8_72221.1, Lsat_1_v5_gn_4_65521.1
OG0010645	Aqcoe2G058800.1.p	Lsat_1_v5_gn_1_87440.1, Lsat_1_v5_gn_7_33901.3, Lsat_1_v5_gn_7_33901.1
OG0010646	Aqcoe2G317500.1.p	Lsat_1_v5_gn_5_188760.1, Lsat_1_v5_gn_5_188760.2, Lsat_1_v5_gn_5_188760.3
OG0010647	Aqcoe2G212000.1.p	Lsat_1_v5_gn_1_64640.1
OG0010648	Aqcoe2G407000.1.p	Lsat_1_v5_gn_2_45860.1
OG0010649	Aqcoe2G375300.1.p, Aqcoe5G024400.1.p	Lsat_1_v5_gn_3_39581.1, Lsat_1_v5_gn_3_39581.3
OG0010651	Aqcoe2G113800.1.p	Lsat_1_v5_gn_5_165520.1
OG0010652	Aqcoe2G087300.2.p, Aqcoe2G087300.1.p	Lsat_1_v5_gn_5_104301.1, Lsat_1_v5_gn_5_104301.3
OG0010653	Aqcoe2G215400.1.p	Lsat_1_v5_gn_1_64901.2, Lsat_1_v5_gn_1_64901.1
OG0010654	Aqcoe2G039500.1.p	Lsat_1_v5_gn_2_64381.1, Lsat_1_v5_gn_2_64381.3
OG0010655	Aqcoe2G023500.1.p	Lsat_1_v5_gn_1_67440.1, Lsat_1_v5_gn_6_52661.1
OG0010656	Aqcoe2G182300.1.p	Lsat_1_v5_gn_5_168880.2, Lsat_1_v5_gn_5_168880.1
OG0010657	Aqcoe2G352400.1.p	Lsat_1_v5_gn_8_66180.1, Lsat_1_v5_gn_8_66120.1
OG0010658	Aqcoe5G070000.1.p, Aqcoe5G070000.3.p, Aqcoe5G070000.4.p, Aqcoe5G070000.2.p, Aqcoe2G319300.2.p, Aqcoe2G319300.1.p	Lsat_1_v5_gn_4_137260.3, Lsat_1_v5_gn_4_137260.1
OG0010659	Aqcoe2G377200.1.p	Lsat_1_v5_gn_3_23200.2, Lsat_1_v5_gn_3_23200.1
OG0010660	Aqcoe2G296200.1.p	Lsat_1_v5_gn_4_64221.1
OG0010662	Aqcoe2G197700.1.p	Lsat_1_v5_gn_2_125060.1, Lsat_1_v5_gn_9_49261.1
OG0010663	Aqcoe2G307500.1.p	Lsat_1_v5_gn_8_54360.3, Lsat_1_v5_gn_8_54360.1
OG0010664	Aqcoe2G421800.1.p	Lsat_1_v5_gn_5_137600.2, Lsat_1_v5_gn_5_137600.1
OG0010665	Aqcoe2G054300.1.p	Lsat_1_v5_gn_9_74980.1, Lsat_1_v5_gn_9_74980.2
OG0010666	Aqcoe2G054200.1.p	Lsat_1_v5_gn_6_36700.2, Lsat_1_v5_gn_6_36700.1
OG0010667	Aqcoe2G322400.1.p	Lsat_1_v5_gn_9_1800.1
OG0010668	Aqcoe2G432700.2.p, Aqcoe2G432700.1.p	Lsat_1_v5_gn_3_115521.2
OG0010670	Aqcoe2G185100.1.p, Aqcoe1G113700.1.p	Lsat_1_v5_gn_1_50660.1
OG0010671	Aqcoe1G462300.1.p, Aqcoe2G148700.1.p	Lsat_1_v5_gn_9_23241.1, Lsat_1_v5_gn_8_75760.1
OG0010672	Aqcoe2G399000.1.p	Lsat_1_v5_gn_6_60501.1, Lsat_1_v5_gn_6_60501.2
OG0010673	Aqcoe1G440900.1.p, Aqcoe2G121100.1.p	Lsat_1_v5_gn_1_59200.1
OG0010674	Aqcoe5G082800.2.p, Aqcoe5G082800.1.p, Aqcoe2G278800.1.p	Lsat_1_v5_gn_7_6921.1
OG0010675	Aqcoe2G080800.1.p	Lsat_1_v5_gn_9_38381.2, Lsat_1_v5_gn_9_38381.1
OG0010676	Aqcoe2G025900.2.p, Aqcoe2G025900.1.p	Lsat_1_v5_gn_2_131881.1, Lsat_1_v5_gn_2_131881.3
OG0010677	Aqcoe2G117600.2.p, Aqcoe2G117600.1.p	Lsat_1_v5_gn_4_36241.1, Lsat_1_v5_gn_4_36241.2
OG0010678	Aqcoe7G277100.1.p, Aqcoe7G277100.2.p, Aqcoe2G205300.1.p	Lsat_1_v5_gn_9_87560.1
OG0010679	Aqcoe2G436500.1.p	Lsat_1_v5_gn_8_98601.1
OG0010680	Aqcoe2G286100.2.p, Aqcoe2G286100.1.p	Lsat_1_v5_gn_6_76001.1
OG0010681	Aqcoe2G159800.1.p	Lsat_1_v5_gn_4_110420.2, Lsat_1_v5_gn_4_110420.1
OG0010682	Aqcoe2G127100.1.p	Lsat_1_v5_gn_1_50160.1, Lsat_1_v5_gn_6_70961.1
OG0010683	Aqcoe2G330700.1.p, Aqcoe2G330300.1.p	Lsat_1_v5_gn_3_77561.1, Lsat_1_v5_gn_3_77561.3
OG0010684	Aqcoe2G262900.1.p	Lsat_1_v5_gn_1_59561.1, Lsat_1_v5_gn_9_7261.1
OG0010685	Aqcoe2G299700.1.p, Aqcoe2G299600.1.p	Lsat_1_v5_gn_8_164460.1, Lsat_1_v5_gn_8_164460.2, Lsat_1_v5_gn_9_2560.1
