Orthogroup	A_coerulea.proteins	V_vinifera.proteins
OG0014172	Aqcoe5G074600.1.p	VIT_205s0020g02040.1
OG0014173	Aqcoe5G202100.1.p	VIT_204s0023g00990.1
OG0014174	Aqcoe5G256000.1.p	VIT_218s0001g02720.1
OG0014175	Aqcoe5G400000.1.p	VIT_217s0000g09200.1
OG0014176	Aqcoe5G358100.1.p	VIT_201s0010g03560.1
OG0014177	Aqcoe5G163400.1.p	VIT_200s0199g00245.1, VIT_200s0199g00225.1
OG0014180	Aqcoe5G038300.1.p	VIT_205s0020g04780.2, VIT_205s0020g04780.3, VIT_205s0020g04780.1
OG0014181	Aqcoe5G475500.1.p	VIT_216s0098g00700.1
OG0014182	Aqcoe3G301000.2.p, Aqcoe3G301000.1.p	VIT_208s0007g05520.1
OG0014183	Aqcoe3G355600.2.p, Aqcoe3G355600.3.p, Aqcoe3G355600.1.p	VIT_217s0000g06690.1, VIT_217s0000g06690.3, VIT_217s0000g06690.2, VIT_217s0000g06696.1
OG0014184	Aqcoe3G091800.1.p, Aqcoe3G141300.1.p	VIT_217s0000g09420.1
OG0014185	Aqcoe3G200400.2.p, Aqcoe3G200400.1.p	VIT_214s0068g01990.1
OG0014187	Aqcoe3G005000.1.p, Aqcoe3G005000.2.p	VIT_201s0011g05290.1
OG0014188	Aqcoe3G293500.1.p	VIT_214s0066g01370.1
OG0014189	Aqcoe3G097100.1.p	VIT_215s0048g02710.1
OG0014190	Aqcoe3G038700.1.p	VIT_201s0011g03570.1
OG0014191	Aqcoe3G060200.1.p	VIT_201s0026g02680.1
OG0014192	Aqcoe3G409900.1.p	VIT_217s0119g00392.1
OG0014193	Aqcoe3G339900.2.p, Aqcoe3G339900.1.p	VIT_217s0000g06260.1
OG0014194	Aqcoe3G303500.1.p	VIT_214s0066g01730.1, VIT_214s0066g01730.2
OG0014196	Aqcoe3G331300.1.p	VIT_217s0000g05855.1
OG0014197	Aqcoe3G414200.1.p	VIT_214s0006g00170.1
OG0014198	Aqcoe3G315700.1.p, Aqcoe3G315700.2.p	VIT_201s0026g01130.1, VIT_201s0026g01130.2, VIT_201s0026g01130.3
OG0014199	Aqcoe3G122800.1.p	VIT_214s0066g01150.1
OG0014200	Aqcoe3G406700.1.p	VIT_217s0000g00810.1
OG0014201	Aqcoe3G278500.1.p, Aqcoe3G278500.2.p	VIT_217s0000g08820.2, VIT_217s0000g08820.1
OG0014203	Aqcoe3G013800.2.p, Aqcoe3G013800.1.p	VIT_201s0011g04980.2, VIT_201s0011g04980.1
OG0014204	Aqcoe3G276900.1.p	VIT_219s0177g00280.1, VIT_219s0177g00270.1
OG0014205	Aqcoe3G069600.1.p	VIT_214s0083g00825.2, VIT_214s0083g00825.1, VIT_214s0083g00825.3
OG0014206	Aqcoe3G179000.1.p	VIT_217s0000g01230.6, VIT_217s0000g01230.5, VIT_217s0000g01230.4, VIT_217s0000g01230.1, VIT_217s0000g01230.2, VIT_217s0000g01230.3
OG0014209	Aqcoe3G055300.1.p	VIT_201s0011g00890.1
OG0014210	Aqcoe3G378000.1.p	VIT_217s0000g04850.1
OG0014479	Aqcoe2G364200.1.p	VIT_210s0042g00560.2, VIT_210s0042g00560.1
OG0014480	Aqcoe2G147400.1.p, Aqcoe2G147300.1.p, Aqcoe2G073800.1.p	VIT_208s0056g00260.1
OG0014482	Aqcoe2G263400.1.p	VIT_207s0005g01940.2, VIT_207s0005g01940.1
OG0014486	Aqcoe2G080000.1.p	VIT_206s0004g07650.1
OG0014487	Aqcoe2G334700.1.p	VIT_207s0104g00110.1
OG0014489	Aqcoe5G082300.1.p, Aqcoe2G304500.1.p	VIT_207s0104g01620.2, VIT_207s0104g01620.1
OG0014490	Aqcoe2G022100.1.p	VIT_205s0062g01010.1
OG0014497	Aqcoe2G266600.1.p, Aqcoe2G266600.2.p	VIT_205s0077g00600.1
OG0014498	Aqcoe2G066200.1.p	VIT_208s0032g00496.1
OG0014501	Aqcoe2G092800.1.p	VIT_208s0105g00370.1, VIT_208s0105g00370.2
OG0014508	Aqcoe2G433100.1.p, Aqcoe2G433100.2.p	VIT_200s0226g00070.1
OG0014510	Aqcoe2G314400.1.p	VIT_214s0108g01185.1
OG0014511	Aqcoe0094s0001.1.p, Aqcoe2G280300.1.p	VIT_205s0077g01390.1
OG0014512	Aqcoe2G256400.1.p	VIT_205s0020g00630.1, VIT_205s0020g00630.2, VIT_205s0020g00630.3
OG0014514	Aqcoe2G425200.1.p	VIT_205s0124g00210.1
OG0014515	Aqcoe2G037700.1.p	VIT_208s0007g05490.3
OG0014516	Aqcoe2G219400.1.p	VIT_207s0005g05810.1, VIT_216s0100g00180.1
OG0014517	Aqcoe2G163300.1.p	VIT_202s0025g01470.1
OG0014518	Aqcoe2G171300.1.p	VIT_205s0029g00490.1
OG0014519	Aqcoe0082s0006.1.p, Aqcoe6G319200.1.p	VIT_203s0038g04050.2, VIT_203s0038g04050.1
OG0014520	Aqcoe6G033800.1.p, Aqcoe0038s0003.1.p	VIT_218s0001g01960.1
OG0014523	Aqcoe6G052400.1.p, Aqcoe6G052100.1.p, Aqcoe6G052000.1.p, Aqcoe6G051800.1.p	VIT_218s0164g00050.1
OG0014524	Aqcoe6G013200.1.p	VIT_212s0035g01230.1
OG0014525	Aqcoe6G250000.2.p, Aqcoe6G250000.6.p, Aqcoe6G250000.4.p, Aqcoe6G250000.5.p, Aqcoe6G250000.1.p, Aqcoe6G250000.3.p	VIT_218s0122g00550.6, VIT_218s0122g00550.5
OG0014526	Aqcoe6G031700.1.p	VIT_214s0006g03290.1
OG0014527	Aqcoe6G175100.1.p	VIT_204s0044g00060.1, VIT_204s0044g00060.2
OG0014528	Aqcoe6G123500.1.p	VIT_218s0001g12710.1
OG0014529	Aqcoe6G115900.1.p, Aqcoe6G115900.2.p	VIT_204s0023g01560.1
OG0014530	Aqcoe6G199700.1.p	VIT_200s0434g00005.1, VIT_200s0434g00005.2, VIT_200s0264g00015.1
OG0014532	Aqcoe6G233900.1.p	VIT_210s0003g05124.1
OG0014533	Aqcoe6G272900.1.p	VIT_203s0091g01100.1
OG0014536	Aqcoe6G123600.1.p	VIT_204s0023g02020.1
OG0014537	Aqcoe6G102600.1.p, Aqcoe6G102700.1.p	VIT_203s0063g01760.1
OG0014538	Aqcoe1G232600.1.p, Aqcoe6G294700.1.p, Aqcoe1G232500.1.p	VIT_219s0090g00530.1
OG0014539	Aqcoe7G298900.1.p, Aqcoe6G180200.1.p	VIT_211s0052g01410.1
OG0014540	Aqcoe6G001600.1.p	VIT_212s0035g02070.1
OG0014541	Aqcoe6G084000.1.p	VIT_211s0078g00490.1, VIT_207s0141g00160.1, VIT_207s0141g00080.1
OG0014542	Aqcoe0015s0004.1.p, Aqcoe6G249200.1.p	VIT_215s0048g01620.1, VIT_210s0092g00490.1
OG0014549	Aqcoe6G168800.1.p, Aqcoe6G168800.2.p	VIT_218s0122g00930.1
OG0014550	Aqcoe6G279100.1.p	VIT_200s0252g00020.1
OG0014551	Aqcoe6G089200.1.p	VIT_204s0079g00405.1, VIT_216s0115g00170.1
OG0014552	Aqcoe1G247800.1.p, Aqcoe1G247800.2.p, Aqcoe0055s0001.1.p, Aqcoe4G075400.1.p, Aqcoe4G073500.1.p	VIT_210s0003g00410.1
OG0014554	Aqcoe4G258600.1.p	VIT_219s0014g03670.1, VIT_219s0014g03670.2
OG0014555	Aqcoe4G091500.1.p, Aqcoe4G091500.2.p, Aqcoe4G091400.1.p	VIT_205s0020g00540.1, VIT_205s0020g00530.1
OG0014556	Aqcoe1G390800.1.p, Aqcoe4G273100.1.p	VIT_217s0000g00850.3, VIT_217s0000g00850.2, VIT_217s0000g00850.1, VIT_219s0090g01710.1, VIT_219s0090g01700.1
OG0014557	Aqcoe4G223600.1.p	VIT_219s0090g01040.1
OG0014559	Aqcoe1G228800.1.p	VIT_210s0003g01210.1, VIT_212s0028g02230.1
OG0014559	Aqcoe4G048100.1.p	VIT_212s0059g02330.1
OG0014560	Aqcoe4G207100.1.p	VIT_201s0010g02270.1, VIT_217s0000g10300.1
OG0014562	Aqcoe4G272900.1.p	VIT_200s2871g00010.1, VIT_200s2871g00010.2, VIT_200s2871g00010.3
OG0014563	Aqcoe4G103000.2.p, Aqcoe4G103000.1.p, Aqcoe4G102900.1.p, Aqcoe1G264200.1.p	VIT_219s0014g02740.1
OG0014565	Aqcoe4G298700.1.p	VIT_212s0059g01270.1
OG0014566	Aqcoe4G004900.1.p	VIT_202s0012g01760.2, VIT_202s0012g01760.1
OG0014569	Aqcoe4G309800.1.p	VIT_219s0015g00630.1
OG0014574	Aqcoe7G284200.1.p	VIT_204s0008g02810.1
OG0014575	Aqcoe7G180200.1.p	VIT_211s0016g03970.1
OG0014576	Aqcoe7G414200.1.p	VIT_211s0016g03180.1
OG0014577	Aqcoe7G270700.2.p, Aqcoe7G270700.1.p	VIT_214s0030g00460.1
OG0014581	Aqcoe7G355800.1.p	VIT_211s0037g00320.4, VIT_211s0037g00320.2, VIT_211s0037g00320.1
OG0014583	Aqcoe7G359900.1.p	VIT_201s0150g00260.5, VIT_201s0150g00260.1, VIT_201s0150g00260.2, VIT_201s0150g00260.3, VIT_201s0150g00260.4, VIT_201s0150g00260.6, VIT_201s0150g00260.7
OG0014585	Aqcoe7G115900.1.p	VIT_204s0008g01710.1, VIT_204s0008g01710.2
OG0014586	Aqcoe7G239600.1.p	VIT_204s0008g02880.1
OG0014588	Aqcoe7G080900.1.p	VIT_215s0048g00650.1
OG0014589	Aqcoe7G407200.1.p, Aqcoe7G407200.2.p	VIT_204s0008g03640.1
OG0014592	Aqcoe7G134300.1.p, Aqcoe1146s0001.1.p	VIT_219s0014g03940.1, VIT_204s0044g00590.1
OG0014593	Aqcoe7G027700.1.p, Aqcoe7G027700.2.p	VIT_215s0046g01830.1
OG0014594	Aqcoe7G079200.1.p, Aqcoe7G079200.2.p	VIT_208s0007g08320.1
OG0014595	Aqcoe7G286200.1.p	VIT_211s0078g00400.1
OG0014597	Aqcoe7G402200.1.p	VIT_209s0002g04180.2, VIT_209s0002g04180.1
OG0014598	Aqcoe7G097100.1.p	VIT_202s0087g00600.1
OG0014599	Aqcoe7G321600.1.p, Aqcoe1G177400.1.p	VIT_210s0003g01760.1
OG0014600	Aqcoe7G249700.1.p	VIT_211s0103g00340.1
OG0014601	Aqcoe7G324900.1.p	VIT_211s0052g00870.1
OG0014602	Aqcoe7G081200.1.p	VIT_202s0154g00380.1
OG0014603	Aqcoe7G330600.1.p	VIT_204s0069g00222.1, VIT_204s0069g00163.1, VIT_204s0069g00630.1, VIT_204s0069g00210.1, VIT_204s0069g00730.1, VIT_204s0069g00290.1, VIT_204s0069g00270.1
OG0014605	Aqcoe7G111800.1.p	VIT_209s0002g01190.1
OG0014606	Aqcoe7G106800.1.p	VIT_209s0002g00710.1
OG0014607	Aqcoe7G329000.1.p	VIT_211s0052g01650.1
OG0014609	Aqcoe0278s0002.1.p	VIT_211s0103g00520.1
OG0014611	Aqcoe1G219400.1.p	VIT_210s0003g01740.1
OG0014612	Aqcoe1G439100.1.p	VIT_206s0080g00760.1
OG0014614	Aqcoe1G333500.1.p	VIT_212s0059g02010.1, VIT_212s0059g02010.2
OG0014615	Aqcoe1G061600.1.p	VIT_208s0056g01530.1
OG0014616	Aqcoe1G016200.1.p	VIT_206s0004g01070.1
OG0014618	Aqcoe1G021900.1.p	VIT_209s0002g01165.1
OG0014619	Aqcoe1G266300.1.p	VIT_213s0084g00320.1, VIT_209s0002g09010.1, VIT_203s0038g00190.1, VIT_212s0059g01110.1
OG0014620	Aqcoe1G103700.1.p	VIT_208s0007g00790.1
OG0014623	Aqcoe1G216700.1.p, Aqcoe1G216700.2.p	VIT_210s0003g01670.4, VIT_210s0003g01670.6, VIT_210s0003g01670.7, VIT_210s0003g01670.5, VIT_210s0003g01670.3, VIT_210s0003g01670.2, VIT_210s0003g01670.1
OG0014624	Aqcoe1G048000.1.p, Aqcoe1G048000.2.p	VIT_215s0046g02060.1
OG0014625	Aqcoe1G301000.2.p, Aqcoe1G301000.1.p	VIT_212s0059g02040.1
OG0014626	Aqcoe1G437800.1.p	VIT_205s0077g01140.1
OG0014627	Aqcoe1G476600.1.p	VIT_200s0317g00090.1
OG0014628	Aqcoe1G152100.1.p	VIT_208s0058g00395.1
OG0014629	Aqcoe1G340200.1.p	VIT_210s0116g00380.1
OG0014630	Aqcoe1G248300.1.p	VIT_219s0014g01940.1
OG0014631	Aqcoe1G481800.1.p	VIT_206s0004g03770.1
OG0014632	Aqcoe1G060500.1.p, Aqcoe1G060500.2.p	VIT_206s0004g00210.1
OG0014633	Aqcoe1G155500.1.p	VIT_214s0060g00040.4, VIT_214s0060g00040.1, VIT_214s0060g00040.3, VIT_214s0060g00040.2
OG0014634	Aqcoe1G496100.1.p	VIT_213s0019g04090.2, VIT_213s0019g04090.3, VIT_213s0019g04090.1
OG0014635	Aqcoe1G166800.1.p	VIT_201s0011g01850.1
OG0014636	Aqcoe1G190200.1.p	VIT_205s0077g00720.1
OG0014637	Aqcoe5G412300.4.p, Aqcoe5G412300.3.p, Aqcoe5G412300.2.p, Aqcoe5G412300.1.p	VIT_215s0021g02290.1
OG0014638	Aqcoe5G240400.1.p	VIT_204s0044g01080.1
OG0014640	Aqcoe5G163300.1.p	VIT_218s0001g07165.1
OG0014641	Aqcoe5G208600.1.p	VIT_218s0001g14200.1
OG0014642	Aqcoe5G232200.1.p	VIT_203s0038g04580.1
OG0014643	Aqcoe5G073100.1.p	VIT_203s0091g00560.2, VIT_203s0091g00560.1, VIT_203s0091g00560.3
OG0014644	Aqcoe5G185300.1.p	VIT_203s0038g04330.1
OG0014645	Aqcoe5G396900.1.p	VIT_201s0137g00750.1, VIT_201s0137g00750.2
OG0014646	Aqcoe5G402800.1.p, Aqcoe5G402800.2.p	VIT_214s0066g00590.1
OG0014647	Aqcoe5G218600.1.p	VIT_200s0211g00030.1, VIT_200s0211g00030.2
OG0014648	Aqcoe5G398900.1.p, Aqcoe5G398900.2.p	VIT_215s0048g00690.1
OG0014649	Aqcoe5G322300.1.p	VIT_214s0068g00740.1
OG0014650	Aqcoe5G180000.1.p	VIT_218s0001g13540.1
OG0014651	Aqcoe5G109800.1.p, Aqcoe5G425400.1.p	VIT_215s0048g01070.1
OG0014652	Aqcoe5G069100.1.p	VIT_207s0104g00950.1
OG0014653	Aqcoe5G401100.1.p	VIT_214s0066g00480.1
OG0014655	Aqcoe5G159600.1.p	VIT_218s0001g11170.1
OG0014656	Aqcoe5G476200.1.p	VIT_202s0025g03090.1
OG0014657	Aqcoe5G092700.1.p	VIT_207s0005g00765.1, VIT_207s0005g00765.3, VIT_207s0005g00765.2, VIT_207s0005g00765.8, VIT_207s0005g00765.5, VIT_207s0005g00765.4, VIT_207s0005g00765.7, VIT_207s0005g00765.6
OG0014658	Aqcoe5G313000.1.p	VIT_218s0001g06460.2, VIT_218s0001g06460.3, VIT_218s0001g06460.1
OG0014659	Aqcoe5G018000.1.p, Aqcoe5G018000.2.p	VIT_207s0005g04140.1
OG0014661	Aqcoe3G317400.1.p	VIT_214s0066g02130.1
OG0014662	Aqcoe3G322000.1.p	VIT_201s0026g01440.1
OG0014663	Aqcoe3G011600.1.p, Aqcoe3G294300.1.p, Aqcoe3G294200.1.p, Aqcoe3G196500.1.p	VIT_214s0006g01390.2, VIT_214s0006g01390.1
OG0014664	Aqcoe3G351100.1.p	VIT_214s0108g01220.1
OG0014665	Aqcoe3G442300.1.p	VIT_216s0039g00290.1
OG0014666	Aqcoe3G381900.1.p	VIT_214s0083g00820.1
OG0014667	Aqcoe3G071500.1.p	VIT_217s0000g04710.1
OG0014668	Aqcoe3G223600.1.p	VIT_215s0045g00530.2, VIT_215s0045g00530.1
OG0014669	Aqcoe3G275500.3.p, Aqcoe3G275500.2.p, Aqcoe3G275500.1.p	VIT_219s0015g00900.1
OG0014670	Aqcoe3G317000.1.p	VIT_214s0066g02140.1
OG0014671	Aqcoe3G315400.1.p	VIT_217s0000g05360.1
OG0014672	Aqcoe3G325600.1.p	VIT_201s0026g01560.1
OG0014673	Aqcoe3G269200.1.p	VIT_215s0021g01650.4, VIT_215s0021g01650.3, VIT_215s0021g01650.1, VIT_215s0021g01650.2
OG0014674	Aqcoe3G144500.2.p, Aqcoe3G144500.1.p	VIT_217s0000g09170.1
OG0014675	Aqcoe3G005400.1.p	VIT_201s0011g05310.1
OG0015021	Aqcoe2G276000.3.p, Aqcoe2G276000.2.p	VIT_205s0077g01160.2, VIT_205s0077g01160.4, VIT_205s0077g01160.3, VIT_205s0077g01160.1
OG0015022	Aqcoe2G293800.1.p	VIT_205s0077g02350.1
OG0015024	Aqcoe2G236700.1.p, Aqcoe2G236500.1.p	VIT_207s0005g02310.1
OG0015025	Aqcoe2G140800.1.p	VIT_206s0080g00320.1
OG0015029	Aqcoe2G064200.1.p	VIT_212s0134g00195.1
OG0015030	Aqcoe3G366600.1.p	VIT_207s0151g00670.1
OG0015032	Aqcoe6G162500.1.p, Aqcoe6G162100.1.p, Aqcoe2G148900.1.p	VIT_208s0007g05820.1
OG0015034	Aqcoe2G410200.1.p	VIT_205s0029g00630.1
OG0015035	Aqcoe2G003900.1.p, Aqcoe2G003900.2.p	VIT_208s0056g00750.1, VIT_208s0056g00750.2, VIT_208s0056g00750.3
OG0015036	Aqcoe2G191700.1.p	VIT_200s0275g00030.1, VIT_208s0056g01030.1, VIT_218s0001g11020.1
OG0015037	Aqcoe2G098800.1.p	VIT_206s0004g06420.1
OG0015042	Aqcoe2G378200.1.p	VIT_205s0049g01260.1
OG0015043	Aqcoe2G066300.1.p	VIT_208s0032g00300.1
OG0015044	Aqcoe2G260100.1.p, Aqcoe3G259400.1.p	VIT_212s0034g00350.1
OG0015045	Aqcoe1G221000.1.p, Aqcoe2G132300.1.p	VIT_206s0004g05660.1
OG0015047	Aqcoe2G119400.1.p	VIT_206s0004g03110.1
OG0015048	Aqcoe2G334200.1.p, Aqcoe5G262500.1.p, Aqcoe1G457100.1.p, Aqcoe7G204900.1.p	VIT_214s0128g00290.1
OG0015049	Aqcoe1G409900.1.p, Aqcoe2G087700.1.p	VIT_206s0004g06950.1
OG0015051	Aqcoe2G070500.1.p, Aqcoe2G070500.2.p	VIT_212s0034g01850.4, VIT_212s0034g01850.2, VIT_212s0034g01850.1, VIT_212s0034g01850.3
OG0015052	Aqcoe2G350300.1.p	VIT_205s0020g03850.1
OG0015055	Aqcoe2G361700.1.p	VIT_215s0021g00360.1
OG0015058	Aqcoe0082s0001.1.p, Aqcoe6G320200.1.p	VIT_203s0038g04070.1
OG0015059	Aqcoe1700s0001.1.p	VIT_219s0090g00880.1
OG0015062	Aqcoe6G294000.1.p	VIT_218s0001g09400.1
OG0015063	Aqcoe6G326000.1.p, Aqcoe6G326000.2.p, Aqcoe6G326000.3.p, Aqcoe4G036800.2.p, Aqcoe4G036800.1.p	VIT_212s0035g00240.1
OG0015067	Aqcoe6G264900.1.p	VIT_205s0062g00680.1
OG0015069	Aqcoe6G145100.1.p	VIT_207s0031g00830.1
OG0015072	Aqcoe6G295000.1.p	VIT_218s0001g09410.1
OG0015077	Aqcoe6G049700.1.p	VIT_218s0001g01870.1
OG0015079	Aqcoe6G201800.1.p	VIT_200s0434g00070.1
OG0015081	Aqcoe6G142400.1.p	VIT_207s0031g00750.1
OG0015083	Aqcoe4G232100.1.p, Aqcoe6G220500.1.p	VIT_207s0151g00200.1
OG0015084	Aqcoe6G018100.1.p	VIT_218s0001g03310.1
OG0015086	Aqcoe6G313700.1.p	VIT_212s0121g00206.1, VIT_217s0000g08725.1, VIT_201s0155g00024.1, VIT_207s0197g00102.1, VIT_200s1985g00005.1, VIT_217s0000g09345.1, VIT_209s0002g03480.1
OG0015087	Aqcoe6G048100.1.p	VIT_213s0084g00035.1, VIT_207s0031g00355.1
OG0015089	Aqcoe6G104700.1.p	VIT_219s0085g00560.1, VIT_219s0085g00560.2
OG0015091	Aqcoe6G139600.1.p	VIT_218s0001g10370.1
OG0015095	Aqcoe3G414400.1.p, Aqcoe5G431400.1.p, Aqcoe4G176500.1.p	VIT_201s0011g05880.2, VIT_201s0011g05880.3, VIT_201s0011g05870.3, VIT_201s0011g05870.2
OG0015097	Aqcoe4G251000.2.p, Aqcoe4G251000.5.p, Aqcoe4G251000.3.p, Aqcoe4G251000.4.p, Aqcoe4G251000.1.p	VIT_212s0059g02700.1
OG0015100	Aqcoe4G251200.1.p, Aqcoe3G106000.1.p	VIT_200s0324g00080.1
OG0015103	Aqcoe4G136500.1.p, Aqcoe4G136500.3.p, Aqcoe4G136500.2.p, Aqcoe4G123300.1.p	VIT_200s0370g00060.3, VIT_200s0370g00060.2, VIT_200s0370g00070.2
OG0015104	Aqcoe4G021200.1.p	VIT_219s0014g00270.1
OG0015105	Aqcoe4G058200.1.p	VIT_203s0038g01430.1, VIT_203s0038g01420.1
OG0015107	Aqcoe4G045700.1.p	VIT_200s1206g00010.1, VIT_200s0429g00040.1
OG0015108	Aqcoe4G202900.1.p	VIT_219s0090g00700.1
OG0015110	Aqcoe4G297500.1.p	VIT_212s0059g01340.1
OG0015111	Aqcoe4G013900.3.p, Aqcoe4G013900.4.p, Aqcoe4G013900.2.p, Aqcoe4G013900.1.p, Aqcoe4G013900.5.p	VIT_207s0005g02830.2, VIT_207s0005g02830.1
OG0015112	Aqcoe4G144900.1.p	VIT_215s0024g00160.1
OG0015112	Aqcoe4G144300.1.p	VIT_215s0024g00090.1, VIT_215s0024g00090.3, VIT_215s0024g00090.2
OG0015113	Aqcoe4G098800.1.p	VIT_200s0181g00085.1
OG0015115	Aqcoe4G131000.1.p	VIT_209s0002g06020.1
OG0015116	Aqcoe7G199200.1.p, Aqcoe7G199400.1.p	VIT_204s0008g04920.1, VIT_204s0008g04920.3, VIT_204s0008g04920.2
OG0015117	Aqcoe7G286300.1.p	VIT_209s0054g00670.1, VIT_209s0054g00730.1
OG0015119	Aqcoe7G279300.1.p, Aqcoe7G257100.1.p	VIT_217s0053g00920.1, VIT_214s0171g00350.1
OG0015120	Aqcoe7G179000.1.p	VIT_218s0082g00270.1
OG0015124	Aqcoe7G269500.6.p, Aqcoe7G269500.4.p, Aqcoe7G269500.3.p, Aqcoe7G269500.5.p, Aqcoe7G269500.2.p, Aqcoe7G269500.1.p, Aqcoe7G269500.7.p	VIT_204s0008g05310.1
OG0015126	Aqcoe7G042600.1.p	VIT_216s0100g00710.1
OG0015128	Aqcoe7G097400.1.p, Aqcoe7G212700.1.p	VIT_202s0087g00760.1
OG0015131	Aqcoe7G241200.1.p	VIT_204s0008g02930.4, VIT_204s0008g02930.3, VIT_204s0008g02930.1, VIT_204s0008g02930.6, VIT_204s0008g02930.5, VIT_204s0008g02930.7
OG0015132	Aqcoe7G390200.1.p	VIT_204s0008g05280.1
OG0015134	Aqcoe7G141700.1.p	VIT_204s0008g00700.1
OG0015135	Aqcoe7G395600.1.p	VIT_204s0008g04470.2, VIT_204s0008g04470.1, VIT_204s0008g04470.4, VIT_204s0008g04470.3
OG0015136	Aqcoe7G216500.2.p, Aqcoe7G216500.1.p	VIT_209s0002g06300.1
OG0015137	Aqcoe7G202100.1.p	VIT_211s0016g04580.1
OG0015139	Aqcoe7G205500.1.p	VIT_209s0002g07350.1
OG0015140	Aqcoe7G308500.1.p	VIT_208s0007g05770.1
OG0015141	Aqcoe7G104000.1.p, Aqcoe7G104800.1.p	VIT_205s0020g03630.1
OG0015144	Aqcoe7G357600.1.p	VIT_209s0018g00300.1
OG0015145	Aqcoe7G440400.2.p, Aqcoe7G440400.1.p	VIT_211s0016g00380.4, VIT_211s0016g00380.6, VIT_211s0016g00380.1, VIT_211s0016g00380.3, VIT_211s0016g00380.5, VIT_211s0016g00380.2
OG0015146	Aqcoe7G132600.1.p	VIT_214s0066g00160.1
OG0015147	Aqcoe7G345600.1.p	VIT_211s0037g01205.1
OG0015148	Aqcoe7G116500.1.p	VIT_204s0008g01680.1
OG0015149	Aqcoe7G339700.1.p	VIT_211s0037g01220.2, VIT_211s0037g01220.1, VIT_211s0037g01220.3
OG0015150	Aqcoe1G238300.1.p	VIT_214s0006g00140.1
OG0015152	Aqcoe1G355500.1.p	VIT_212s0059g02400.1
OG0015153	Aqcoe1G486100.1.p, Aqcoe1G186700.1.p	VIT_200s0941g00010.1
OG0015155	Aqcoe1G174000.1.p	VIT_200s0521g00010.1, VIT_200s0687g00010.1, VIT_219s0027g01110.1
OG0015156	Aqcoe1G296800.1.p, Aqcoe1G217100.1.p	VIT_200s0827g00040.1
OG0015160	Aqcoe1G314000.1.p	VIT_203s0038g04530.1, VIT_203s0038g04520.1, VIT_212s0057g01070.1
OG0015162	Aqcoe1G406600.1.p	VIT_206s0004g08090.1
OG0015164	Aqcoe1G400300.1.p	VIT_206s0004g07890.1
OG0015166	Aqcoe1G310400.1.p	VIT_208s0040g02190.1
OG0015167	Aqcoe1G502700.1.p	VIT_213s0067g03160.1
OG0015169	Aqcoe1G432700.1.p	VIT_206s0080g01120.1
OG0015171	Aqcoe1G080500.1.p, Aqcoe1G080500.2.p	VIT_213s0073g00240.1
OG0015172	Aqcoe0701s0001.1.p	VIT_204s0069g00295.1, VIT_204s0069g00710.1, VIT_204s0069g00530.1, VIT_204s0069g00280.1, VIT_204s0069g00320.1
OG0015173	Aqcoe5G189700.1.p	VIT_214s0036g00860.1, VIT_214s0036g00870.1
OG0015175	Aqcoe5G198600.1.p	VIT_218s0001g12040.1
OG0015176	Aqcoe5G316300.1.p	VIT_211s0103g00560.2, VIT_211s0103g00560.1
OG0015177	Aqcoe5G263000.1.p	VIT_218s0001g01410.1
OG0015178	Aqcoe5G451600.1.p	VIT_216s0050g02550.1
OG0015179	Aqcoe5G437700.1.p	VIT_216s0050g01260.1
OG0015180	Aqcoe3G191200.3.p, Aqcoe3G191200.2.p, Aqcoe5G427000.1.p	VIT_214s0171g00180.3, VIT_214s0171g00180.2, VIT_214s0171g00180.5, VIT_214s0171g00180.4
OG0015181	Aqcoe5G204300.1.p	VIT_218s0075g00280.1, VIT_218s0001g08420.1
OG0015182	Aqcoe5G147000.1.p	VIT_212s0035g01045.1
OG0015183	Aqcoe5G445500.1.p	VIT_216s0050g02380.1, VIT_216s0050g02370.1
OG0015184	Aqcoe5G288100.1.p	VIT_207s0005g02450.1
OG0015186	Aqcoe5G246800.1.p	VIT_218s0001g07925.1
OG0015187	Aqcoe5G167300.1.p	VIT_200s1522g00010.1
OG0015189	Aqcoe5G096700.1.p	VIT_218s0001g03620.1
OG0015190	Aqcoe5G032000.1.p	VIT_214s0081g00690.1
OG0015192	Aqcoe5G113100.1.p	VIT_202s0087g00080.1, VIT_208s0007g04970.1
OG0015193	Aqcoe3G262100.2.p, Aqcoe3G262100.1.p, Aqcoe3G262100.3.p	VIT_217s0000g00165.1
OG0015194	Aqcoe3G084500.1.p	VIT_217s0000g05950.1
OG0015195	Aqcoe3G365900.2.p, Aqcoe3G365900.1.p	VIT_204s0023g00620.1, VIT_204s0023g00620.2
OG0015198	Aqcoe3G393400.1.p	VIT_201s0011g02830.1
OG0015199	Aqcoe3G438500.4.p, Aqcoe3G438500.5.p	VIT_214s0030g01630.1, VIT_200s0788g00010.1, VIT_211s0052g01770.1, VIT_200s0194g00230.1
OG0015200	Aqcoe3G035500.1.p, Aqcoe3G035500.5.p, Aqcoe3G035500.4.p, Aqcoe3G035500.3.p, Aqcoe3G035500.2.p	VIT_214s0006g02870.2, VIT_214s0006g02870.1
OG0015202	Aqcoe3G316300.1.p	VIT_201s0026g01200.1
OG0015203	Aqcoe3G025000.1.p	VIT_201s0011g04040.1
OG0015205	Aqcoe3G229600.2.p, Aqcoe3G229600.1.p	VIT_215s0045g01150.1
