Orthogroup	A_coerulea.proteins	P_amilis.proteins
OG0008824	Aqcoe3G330300.1.p, Aqcoe7G338800.2.p, Aqcoe7G338800.1.p	FUN_030768-T1
OG0008825	Aqcoe7G060400.1.p	FUN_052387-T1, FUN_006581-T1
OG0008826	Aqcoe7G359800.1.p	FUN_008252-T1
OG0008827	Aqcoe7G370800.1.p	FUN_001736-T1
OG0008828	Aqcoe7G404500.1.p	FUN_035938-T1
OG0008829	Aqcoe7G054500.1.p	FUN_022557-T1
OG0008830	Aqcoe7G048800.1.p	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1
OG0008831	Aqcoe7G177700.1.p	FUN_031118-T1
OG0008832	Aqcoe7G166900.1.p	FUN_017060-T1
OG0008833	Aqcoe7G195800.1.p	FUN_016014-T1, FUN_006224-T1
OG0008835	Aqcoe7G311400.1.p	FUN_026795-T1
OG0008836	Aqcoe7G045400.1.p	FUN_003700-T1
OG0008837	Aqcoe7G018300.1.p	FUN_048081-T1
OG0008839	Aqcoe7G089600.1.p, Aqcoe7G089600.2.p	FUN_040044-T1, FUN_040044-T2
OG0008840	Aqcoe7G360900.1.p, Aqcoe7G360900.2.p	FUN_004839-T1
OG0008842	Aqcoe3G105300.1.p, Aqcoe3G105300.2.p, Aqcoe7G210100.1.p	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2
OG0008843	Aqcoe7G253100.4.p, Aqcoe7G253100.3.p, Aqcoe7G253100.5.p, Aqcoe7G253100.1.p, Aqcoe7G253100.2.p	FUN_052861-T1
OG0008844	Aqcoe7G115100.1.p	FUN_050059-T1, FUN_023909-T1
OG0008845	Aqcoe7G063300.1.p, Aqcoe1G413400.1.p, Aqcoe1G413400.15.p, Aqcoe1G413400.14.p	FUN_019092-T1
OG0008846	Aqcoe7G244100.2.p, Aqcoe7G244100.1.p	FUN_036068-T1
OG0008847	Aqcoe7G363700.1.p, Aqcoe3G243800.1.p	FUN_037698-T1
OG0008848	Aqcoe7G393800.5.p, Aqcoe7G393800.3.p, Aqcoe7G393800.4.p, Aqcoe7G393800.2.p, Aqcoe7G393800.1.p, Aqcoe7G393800.6.p	FUN_013735-T1
OG0008849	Aqcoe7G432000.1.p, Aqcoe7G108900.1.p	FUN_012763-T1, FUN_028409-T1
OG0008851	Aqcoe7G416600.1.p	FUN_006493-T1, FUN_006493-T2
OG0008852	Aqcoe7G125700.1.p	FUN_019326-T1, FUN_005251-T1
OG0008853	Aqcoe7G220600.3.p, Aqcoe7G220600.4.p, Aqcoe7G220600.1.p, Aqcoe7G220600.2.p	FUN_040438-T1
OG0008854	Aqcoe7G347300.4.p, Aqcoe7G347300.1.p, Aqcoe7G347300.2.p, Aqcoe7G347300.3.p	FUN_052826-T1
OG0008856	Aqcoe7G083400.1.p, Aqcoe7G083400.3.p, Aqcoe7G083400.2.p	FUN_046470-T1, FUN_036301-T1
OG0008857	Aqcoe7G131300.1.p	FUN_045678-T1, FUN_051885-T1
OG0008858	Aqcoe7G296100.1.p	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1
OG0008859	Aqcoe7G114100.1.p	FUN_007650-T1
OG0008860	Aqcoe7G399300.1.p, Aqcoe7G180600.1.p	FUN_006291-T1
OG0008861	Aqcoe7G142100.1.p, Aqcoe1G452100.1.p	FUN_009623-T1, FUN_009623-T2
OG0008862	Aqcoe7G007300.1.p	FUN_018399-T1, FUN_041172-T1
OG0008863	Aqcoe7G096500.1.p	FUN_017924-T1
OG0008864	Aqcoe7G164300.2.p, Aqcoe7G164300.1.p, Aqcoe7G065500.1.p	FUN_001819-T1
OG0008865	Aqcoe7G290500.1.p	FUN_026781-T1
OG0008866	Aqcoe7G162300.1.p, Aqcoe7G173900.1.p	FUN_003238-T2, FUN_003238-T1
OG0008867	Aqcoe7G393300.1.p	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1
OG0008868	Aqcoe7G423700.1.p	FUN_050014-T1, FUN_050013-T1
OG0008869	Aqcoe7G405000.1.p, Aqcoe7G405000.2.p	FUN_006299-T1
OG0008870	Aqcoe7G114400.1.p, Aqcoe7G114400.3.p, Aqcoe7G114400.2.p, Aqcoe7G113300.1.p	FUN_027793-T2, FUN_027793-T1
OG0008871	Aqcoe7G081600.1.p	FUN_002627-T1
OG0008872	Aqcoe7G248800.1.p	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2
OG0008873	Aqcoe7G324700.1.p, Aqcoe7G324700.2.p	FUN_041979-T1
OG0008874	Aqcoe7G003000.1.p	FUN_048218-T1
OG0008875	Aqcoe1G086200.1.p, Aqcoe7G206000.1.p, Aqcoe7G206000.2.p	FUN_049262-T1
OG0008876	Aqcoe7G266400.1.p, Aqcoe7G266400.2.p	FUN_040641-T1, FUN_053256-T1
OG0008877	Aqcoe7G209300.1.p	FUN_031750-T1
OG0008878	Aqcoe7G311600.1.p, Aqcoe7G311600.3.p, Aqcoe7G311600.2.p, Aqcoe7G311600.4.p	FUN_026792-T1
OG0008879	Aqcoe7G050300.1.p	FUN_022600-T1
OG0008880	Aqcoe7G441300.1.p	FUN_024064-T1, FUN_050170-T1
OG0008881	Aqcoe7G334400.1.p	FUN_025216-T1
OG0008882	Aqcoe7G188900.2.p, Aqcoe7G188900.1.p	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1
OG0008883	Aqcoe7G064700.1.p	FUN_015463-T1
OG0008884	Aqcoe7G237600.1.p	FUN_006055-T1
OG0008885	Aqcoe7G070500.1.p	FUN_040598-T1
OG0008886	Aqcoe7G020300.1.p	FUN_013751-T1, FUN_009027-T2, FUN_009027-T1
OG0008887	Aqcoe7G167500.1.p	FUN_001807-T2, FUN_001807-T1
OG0008888	Aqcoe7G333700.1.p, Aqcoe5G288900.1.p	FUN_014673-T1
OG0008889	Aqcoe7G418700.2.p, Aqcoe7G418700.1.p	FUN_015895-T1, FUN_015895-T2
OG0008890	Aqcoe7G069100.2.p, Aqcoe7G069100.1.p	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1
OG0008891	Aqcoe7G194900.2.p, Aqcoe7G194900.1.p	FUN_021601-T1, FUN_021601-T2
OG0008892	Aqcoe7G325300.1.p	FUN_026838-T1
OG0008893	Aqcoe7G164200.1.p	FUN_010251-T1, FUN_010251-T2
OG0008894	Aqcoe7G114900.1.p	FUN_047645-T2, FUN_047645-T1
OG0008896	Aqcoe1G346400.1.p, Aqcoe1G346400.2.p, Aqcoe0115s0002.1.p, Aqcoe1G052700.1.p	FUN_041748-T1, FUN_041748-T2
OG0008897	Aqcoe0099s0002.1.p	FUN_044023-T1, FUN_045242-T1
OG0008898	Aqcoe1G250400.1.p, Aqcoe1G250400.2.p	FUN_046665-T1
OG0008899	Aqcoe1G227500.1.p	FUN_036789-T1
OG0008900	Aqcoe1G030400.3.p, Aqcoe1G030400.4.p, Aqcoe1G030400.1.p, Aqcoe1G030400.2.p	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1
OG0008901	Aqcoe1G480600.1.p	FUN_000924-T1
OG0008902	Aqcoe1G412100.1.p	FUN_010655-T1
OG0008903	Aqcoe1G358700.1.p	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1
OG0008904	Aqcoe1G031200.1.p, Aqcoe1G031200.2.p	FUN_034835-T1, FUN_034835-T2
OG0008905	Aqcoe5G389600.1.p	FUN_031340-T1
OG0008906	Aqcoe1G413700.1.p, Aqcoe1G413800.1.p	FUN_008044-T1, FUN_041973-T1
OG0008907	Aqcoe1G106100.2.p, Aqcoe1G106100.1.p	FUN_039783-T1, FUN_039783-T2
OG0008908	Aqcoe1G405000.1.p	FUN_018973-T1
OG0008910	Aqcoe1G365300.2.p, Aqcoe1G365300.1.p	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1
OG0008911	Aqcoe1G066200.1.p	FUN_008108-T2, FUN_008108-T1
OG0008912	Aqcoe1G118100.1.p	FUN_034693-T1
OG0008913	Aqcoe1G342100.1.p, Aqcoe5G407800.1.p, Aqcoe1G414900.1.p, Aqcoe5G407900.1.p	FUN_009950-T1
OG0008914	Aqcoe1G011300.1.p	FUN_037892-T1
OG0008915	Aqcoe1G423800.3.p, Aqcoe1G423800.1.p, Aqcoe1G423800.2.p	FUN_006637-T1
OG0008916	Aqcoe1G023500.2.p, Aqcoe1G023500.1.p	FUN_032889-T1, FUN_032889-T2
OG0008917	Aqcoe1G056800.1.p	FUN_034662-T1
OG0008918	Aqcoe1G142100.1.p	FUN_014598-T1, FUN_014598-T2
OG0008919	Aqcoe1G494300.1.p, Aqcoe1G494300.2.p	FUN_027321-T1
OG0008920	Aqcoe1G482800.1.p	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2
OG0008922	Aqcoe1G047200.2.p, Aqcoe1G047200.1.p	FUN_033933-T1
OG0008923	Aqcoe1G455300.1.p	FUN_001690-T1
OG0008924	Aqcoe1G156700.1.p, Aqcoe1G158200.1.p	FUN_038710-T1
OG0008925	Aqcoe1G211000.1.p, Aqcoe1G210900.1.p	FUN_034969-T1
OG0008926	Aqcoe1G418600.1.p, Aqcoe1G418600.2.p	FUN_018045-T1
OG0008927	Aqcoe1G275900.1.p, Aqcoe1G275900.2.p, Aqcoe1G417600.1.p, Aqcoe1G417600.2.p	FUN_049881-T1
OG0008928	Aqcoe1G485900.1.p	FUN_049358-T1
OG0008929	Aqcoe1G382400.1.p	FUN_052055-T1
OG0008930	Aqcoe1G392300.1.p	FUN_020033-T1
OG0008931	Aqcoe1G227600.2.p, Aqcoe1G227600.3.p, Aqcoe1G227600.1.p	FUN_015545-T1, FUN_015545-T2
OG0008932	Aqcoe1G221300.2.p, Aqcoe1G221300.1.p	FUN_008183-T1
OG0008933	Aqcoe1G303900.1.p	FUN_027259-T1
OG0008934	Aqcoe1G340400.1.p	FUN_037332-T1
OG0008935	Aqcoe1G489700.1.p	FUN_012174-T1
OG0008936	Aqcoe1G252600.6.p, Aqcoe1G252600.3.p, Aqcoe1G252600.7.p, Aqcoe1G252600.4.p, Aqcoe1G252600.8.p, Aqcoe1G252600.5.p, Aqcoe1G252600.1.p, Aqcoe1G252600.2.p	FUN_043262-T1
OG0008937	Aqcoe5G002200.2.p, Aqcoe5G002200.1.p	FUN_025203-T1
OG0008938	Aqcoe1G310600.3.p, Aqcoe1G310600.2.p, Aqcoe1G310600.1.p	FUN_046279-T1
OG0008939	Aqcoe1G393500.1.p	FUN_007708-T1
OG0008940	Aqcoe1G466900.1.p	FUN_001687-T2, FUN_001687-T1
OG0008941	Aqcoe1G036400.1.p	FUN_003860-T1
OG0008942	Aqcoe1G437700.1.p	FUN_020366-T1
OG0008943	Aqcoe1G142800.1.p	FUN_014622-T1
OG0008944	Aqcoe1G076500.2.p, Aqcoe1G076500.1.p	FUN_005481-T1
OG0008945	Aqcoe1G093400.4.p, Aqcoe1G093400.2.p, Aqcoe1G093400.1.p, Aqcoe1G093400.3.p	FUN_028206-T1
OG0008946	Aqcoe1G202300.1.p	FUN_041801-T1, FUN_041798-T1
OG0008947	Aqcoe1G453800.1.p, Aqcoe1G453800.2.p	FUN_039138-T1, FUN_039138-T2
OG0008948	Aqcoe1G077300.1.p	FUN_048910-T1
OG0008949	Aqcoe1G015800.1.p	FUN_003691-T1
OG0008950	Aqcoe1G132800.1.p	FUN_020091-T2, FUN_020091-T1
OG0008951	Aqcoe1G072300.1.p, Aqcoe1G072300.2.p	FUN_033790-T2, FUN_033790-T1
OG0008953	Aqcoe1G013500.1.p	FUN_003114-T1
OG0008954	Aqcoe1G199600.1.p	FUN_034798-T1
OG0008955	Aqcoe1G098600.1.p, Aqcoe1G098600.2.p	FUN_030128-T1
OG0008956	Aqcoe1G035700.1.p	FUN_036317-T1
OG0008957	Aqcoe1G268400.1.p	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2
OG0008958	Aqcoe1G258300.1.p	FUN_046635-T1
OG0008959	Aqcoe1G211300.1.p	FUN_044437-T1
OG0008960	Aqcoe1G034000.1.p	FUN_004689-T1
OG0008961	Aqcoe1G470300.1.p, Aqcoe1G470300.4.p, Aqcoe1G470300.3.p, Aqcoe1G470300.2.p	FUN_003875-T1
OG0008962	Aqcoe1G159400.1.p	FUN_047621-T1, FUN_019038-T1
OG0008963	Aqcoe1G408400.2.p, Aqcoe1G408400.1.p	FUN_027432-T1
OG0008964	Aqcoe1G037400.1.p	FUN_045447-T1
OG0008965	Aqcoe1G223600.1.p	FUN_046709-T1
OG0008966	Aqcoe1G180600.1.p	FUN_005058-T1, FUN_041630-T1
OG0008967	Aqcoe1G154700.2.p, Aqcoe1G154700.1.p	FUN_021927-T1, FUN_021927-T2
OG0008968	Aqcoe1G178000.1.p, Aqcoe1G178000.2.p	FUN_028030-T1
OG0008969	Aqcoe1G167200.1.p	FUN_025155-T1
OG0008970	Aqcoe1G401100.2.p, Aqcoe1G401100.1.p	FUN_020324-T1
OG0008971	Aqcoe1G497400.1.p	FUN_047187-T1
OG0008972	Aqcoe1G465500.1.p, Aqcoe1G465500.2.p	FUN_049270-T1
OG0008973	Aqcoe1G150200.1.p	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2
OG0008974	Aqcoe1G331100.1.p	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1
OG0008975	Aqcoe1G383200.1.p, Aqcoe1G383300.1.p, Aqcoe5G017000.1.p	FUN_015014-T1
OG0008976	Aqcoe1G229800.1.p	FUN_012339-T1
OG0008977	Aqcoe1G037300.1.p, Aqcoe1G037300.2.p, Aqcoe1G037300.3.p	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1
OG0008978	Aqcoe1G073400.1.p	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1
OG0008979	Aqcoe1G159100.1.p	FUN_043784-T1
OG0008981	Aqcoe1G224300.1.p	FUN_028261-T1, FUN_028260-T1
OG0008983	Aqcoe1G171600.2.p, Aqcoe1G171600.1.p, Aqcoe1G171600.3.p	FUN_034011-T1, FUN_034010-T1
OG0008984	Aqcoe1G499100.2.p, Aqcoe1G499100.1.p	FUN_029209-T1
OG0008985	Aqcoe1G143100.1.p	FUN_014623-T1
OG0008986	Aqcoe3G037400.1.p, Aqcoe1G087700.1.p	FUN_010314-T1, FUN_051254-T1
OG0008987	Aqcoe1G166700.1.p	FUN_030432-T1, FUN_019059-T1
OG0008988	Aqcoe1G250600.1.p	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1
OG0008989	Aqcoe1G138600.1.p	FUN_023834-T1
OG0008990	Aqcoe1G432100.1.p	FUN_038964-T1, FUN_020285-T1, FUN_048832-T1
OG0008991	Aqcoe1G262900.1.p	FUN_021001-T1
OG0008992	Aqcoe1G285600.1.p, Aqcoe3G274900.1.p	FUN_039563-T1
OG0008994	Aqcoe1G418800.1.p	FUN_044027-T1
OG0008995	Aqcoe1G042400.1.p	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1
OG0008996	Aqcoe1G267200.1.p	FUN_036643-T1, FUN_036643-T2
OG0008997	Aqcoe1G392400.1.p	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2
OG0008998	Aqcoe1G182400.1.p	FUN_012593-T1, FUN_020744-T1
OG0008999	Aqcoe1G039600.3.p, Aqcoe1G039600.4.p, Aqcoe1G039600.2.p, Aqcoe1G039600.1.p	FUN_020929-T1
OG0009000	Aqcoe1G302600.1.p	FUN_021771-T1
OG0009001	Aqcoe1G194200.1.p	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1
OG0009002	Aqcoe1G208600.1.p	FUN_047630-T1
OG0009003	Aqcoe1G156400.1.p	FUN_016250-T1
OG0009004	Aqcoe1G020700.1.p	FUN_004785-T1
OG0009005	Aqcoe1G199400.2.p, Aqcoe1G199400.3.p, Aqcoe1G199400.1.p	FUN_009211-T1
OG0009006	Aqcoe1G354400.1.p	FUN_045940-T1
OG0009007	Aqcoe1G267000.1.p	FUN_046579-T1, FUN_011958-T1
OG0009008	Aqcoe3G016200.1.p, Aqcoe1228s0001.1.p, Aqcoe3G016200.2.p	FUN_011661-T1, FUN_035503-T1, FUN_035504-T1, FUN_008578-T1
OG0009009	Aqcoe5G305000.2.p, Aqcoe5G305000.1.p	FUN_037849-T2, FUN_037849-T1
OG0009010	Aqcoe5G010400.1.p	FUN_051624-T1, FUN_033105-T1
OG0009011	Aqcoe5G378600.3.p, Aqcoe5G378600.1.p, Aqcoe5G378600.2.p	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1
OG0009012	Aqcoe5G379900.1.p	FUN_050286-T1, FUN_025148-T1, FUN_050285-T1, FUN_050284-T1
OG0009013	Aqcoe5G006700.1.p	FUN_003456-T1, FUN_003456-T2
OG0009014	Aqcoe3G131100.1.p, Aqcoe5G381000.1.p	FUN_025143-T1
OG0009015	Aqcoe5G300000.4.p, Aqcoe5G300000.1.p, Aqcoe5G300000.2.p, Aqcoe5G300000.3.p	FUN_048339-T1
OG0009016	Aqcoe5G217800.1.p	FUN_038226-T1
OG0009017	Aqcoe5G372400.4.p, Aqcoe5G372400.1.p, Aqcoe5G372400.6.p, Aqcoe5G372400.2.p, Aqcoe5G372400.5.p, Aqcoe5G372400.3.p	FUN_053192-T1, FUN_053192-T2
OG0009018	Aqcoe5G220200.2.p, Aqcoe5G220200.1.p	FUN_037937-T1, FUN_037937-T2
OG0009019	Aqcoe5G054900.1.p	FUN_014466-T1
OG0009020	Aqcoe5G122400.1.p	FUN_012791-T1, FUN_012791-T2
OG0009021	Aqcoe5G243300.1.p	FUN_020878-T1
OG0009022	Aqcoe5G218400.1.p	FUN_038576-T1
OG0009023	Aqcoe5G269400.1.p	FUN_048359-T1
OG0009024	Aqcoe5G357000.2.p, Aqcoe5G357000.1.p	FUN_025306-T2, FUN_025306-T1
OG0009025	Aqcoe5G027100.1.p	FUN_015117-T1
OG0009026	Aqcoe5G469300.1.p	FUN_041212-T1
OG0009027	Aqcoe5G471600.1.p	FUN_048294-T1
OG0009028	Aqcoe5G361600.1.p	FUN_025324-T1, FUN_031930-T1
OG0009029	Aqcoe3G165000.1.p, Aqcoe5G192500.1.p	FUN_023494-T2, FUN_023494-T1
OG0009030	Aqcoe5G461700.1.p	FUN_008796-T1, FUN_008797-T1
OG0009031	Aqcoe5G127100.3.p, Aqcoe5G127100.1.p, Aqcoe5G127100.2.p	FUN_025707-T1
OG0009032	Aqcoe5G380300.1.p	FUN_051639-T1, FUN_041144-T1
OG0009033	Aqcoe5G220500.1.p	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1
OG0009034	Aqcoe5G009700.1.p	FUN_051617-T1
OG0009035	Aqcoe5G268400.1.p	FUN_014825-T1, FUN_014825-T2
OG0009036	Aqcoe5G318600.1.p	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1
OG0009037	Aqcoe5G182100.1.p	FUN_038496-T1
OG0009038	Aqcoe5G296200.1.p	FUN_044966-T2, FUN_044966-T1
OG0009039	Aqcoe5G445100.1.p	FUN_013723-T1, FUN_008987-T1
OG0009040	Aqcoe5G218000.1.p, Aqcoe5G218000.2.p	FUN_045587-T1
OG0009041	Aqcoe5G093700.1.p	FUN_051518-T1, FUN_051518-T2
OG0009042	Aqcoe5G279400.1.p	FUN_037926-T2, FUN_037926-T1
OG0009043	Aqcoe5G188800.1.p, Aqcoe5G188800.2.p	FUN_002235-T1
OG0009044	Aqcoe5G070100.3.p, Aqcoe5G070100.2.p, Aqcoe5G070100.1.p	FUN_002467-T1, FUN_002467-T2
OG0009045	Aqcoe5G360400.1.p	FUN_020712-T1
OG0009046	Aqcoe5G435600.1.p	FUN_013817-T1, FUN_045217-T1
OG0009047	Aqcoe5G271200.1.p	FUN_052428-T1
OG0009048	Aqcoe5G473100.1.p	FUN_043406-T1
OG0009049	Aqcoe3G084300.1.p, Aqcoe3G084300.2.p, Aqcoe5G465400.1.p	FUN_018423-T1
OG0009050	Aqcoe5G313600.1.p	FUN_039244-T1
OG0009051	Aqcoe5G067900.1.p	FUN_023841-T1
OG0009052	Aqcoe5G102600.1.p, Aqcoe5G102400.1.p	FUN_013786-T1
OG0009053	Aqcoe5G468000.1.p	FUN_037497-T1, FUN_048206-T1
OG0009054	Aqcoe5G009100.2.p, Aqcoe5G009100.1.p	FUN_043656-T1, FUN_043657-T1
OG0009055	Aqcoe5G101300.1.p	FUN_037542-T1
OG0009056	Aqcoe5G151500.1.p	FUN_019211-T1
OG0009057	Aqcoe5G112300.1.p	FUN_029983-T1
OG0009059	Aqcoe5G099900.1.p, Aqcoe5G099900.2.p	FUN_001315-T1, FUN_026967-T1
OG0009060	Aqcoe5G148500.1.p	FUN_047171-T1, FUN_047171-T2
OG0009061	Aqcoe5G114200.1.p, Aqcoe5G114200.2.p	FUN_024554-T1, FUN_024554-T2
OG0009062	Aqcoe5G008900.2.p, Aqcoe5G008900.3.p, Aqcoe5G008900.1.p	FUN_005762-T1
OG0009063	Aqcoe5G317000.1.p	FUN_001967-T1
OG0009064	Aqcoe5G211300.1.p	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1
OG0009065	Aqcoe5G037200.1.p	FUN_033248-T1
OG0009066	Aqcoe5G399900.3.p, Aqcoe5G399900.1.p, Aqcoe5G399900.2.p	FUN_010739-T1
OG0009067	Aqcoe5G009500.1.p	FUN_036797-T1
OG0009068	Aqcoe5G084500.1.p	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2
OG0009069	Aqcoe5G020200.1.p	FUN_037830-T1, FUN_048428-T1
OG0009070	Aqcoe5G129600.2.p, Aqcoe5G129600.1.p, Aqcoe5G129600.3.p	FUN_021235-T1, FUN_021235-T2
OG0009071	Aqcoe5G398300.1.p	FUN_047330-T1, FUN_010724-T1
OG0009072	Aqcoe5G428500.1.p	FUN_007958-T1, FUN_043250-T1, FUN_027069-T1, FUN_040844-T1, FUN_040843-T1
OG0009073	Aqcoe5G051400.1.p	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1
OG0009074	Aqcoe5G351900.1.p	FUN_046937-T1
OG0009075	Aqcoe5G423000.1.p	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2
OG0009076	Aqcoe5G317200.2.p, Aqcoe5G317200.1.p	FUN_027121-T2, FUN_027121-T1, FUN_027121-T3
OG0009077	Aqcoe5G255600.1.p	FUN_030913-T1
OG0009078	Aqcoe5G362700.1.p, Aqcoe5G362700.2.p	FUN_031659-T1
OG0009079	Aqcoe5G308100.1.p	FUN_052509-T1, FUN_036198-T1
OG0009080	Aqcoe5G090800.1.p	FUN_012910-T1
OG0009082	Aqcoe5G172200.1.p, Aqcoe5G172200.2.p	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2
OG0009083	Aqcoe5G286200.1.p	FUN_007539-T2, FUN_007539-T1
OG0009084	Aqcoe5G037300.2.p, Aqcoe5G037300.1.p	FUN_002631-T1
OG0009085	Aqcoe5G138200.1.p	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1
OG0009086	Aqcoe5G309300.1.p	FUN_029242-T1, FUN_018972-T1
OG0009087	Aqcoe5G063200.1.p	FUN_046730-T1
OG0009088	Aqcoe3G164200.1.p, Aqcoe5G347800.1.p, Aqcoe5G347800.2.p	FUN_031814-T1, FUN_025268-T2, FUN_025268-T1
OG0009089	Aqcoe5G461800.1.p	FUN_018049-T1
OG0009090	Aqcoe5G464800.1.p	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1
OG0009091	Aqcoe5G208800.1.p, Aqcoe5G208800.2.p	FUN_024205-T2, FUN_024205-T1
OG0009092	Aqcoe5G115600.1.p	FUN_025622-T2, FUN_025622-T1
OG0009093	Aqcoe5G080600.1.p	FUN_033229-T1
OG0009094	Aqcoe5G420300.1.p	FUN_049635-T1
OG0009095	Aqcoe5G058100.2.p, Aqcoe5G058100.1.p	FUN_049959-T1
OG0009096	Aqcoe5G229200.1.p	FUN_051608-T1
OG0009097	Aqcoe5G025300.1.p	FUN_010305-T1, FUN_010304-T1
OG0009098	Aqcoe5G417300.4.p, Aqcoe5G417300.2.p, Aqcoe5G417300.3.p, Aqcoe5G417300.5.p, Aqcoe5G417300.7.p, Aqcoe5G417300.8.p, Aqcoe5G417300.1.p, Aqcoe5G417300.6.p	FUN_049608-T1
OG0009099	Aqcoe5G300300.1.p	FUN_000165-T1
OG0009100	Aqcoe5G140800.1.p	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1
OG0009101	Aqcoe3G280200.1.p	FUN_040361-T1, FUN_040361-T3
OG0009102	Aqcoe3G357600.1.p, Aqcoe3G135300.1.p	FUN_029134-T1, FUN_029135-T1
OG0009103	Aqcoe3G144200.1.p	FUN_010727-T1
OG0009104	Aqcoe3G433300.2.p, Aqcoe3G433300.1.p	FUN_031717-T1
OG0009105	Aqcoe3G405700.1.p, Aqcoe3G405800.1.p, Aqcoe3G405500.1.p, Aqcoe3G405600.1.p, Aqcoe3G023800.1.p	FUN_029815-T1
OG0009106	Aqcoe3G123500.1.p	FUN_040733-T1
OG0009107	Aqcoe3G361900.1.p	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2
OG0009108	Aqcoe3G437700.2.p, Aqcoe3G437700.1.p, Aqcoe3G437700.3.p	FUN_003003-T1
OG0009109	Aqcoe3G191700.1.p, Aqcoe3G422200.1.p, Aqcoe3G422100.1.p	FUN_000247-T1
OG0009110	Aqcoe3G434800.3.p, Aqcoe3G434800.2.p, Aqcoe3G434800.1.p	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2
OG0009111	Aqcoe3G270300.1.p, Aqcoe3G270300.2.p	FUN_015248-T1
OG0009112	Aqcoe3G359100.1.p	FUN_045434-T1
OG0009113	Aqcoe3G266900.1.p	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1
OG0009114	Aqcoe3G107100.3.p, Aqcoe3G107100.2.p, Aqcoe3G107100.1.p, Aqcoe3G305000.1.p	FUN_047457-T1
OG0009115	Aqcoe3G416500.1.p	FUN_050984-T1, FUN_010540-T1
OG0009116	Aqcoe3G261900.1.p	FUN_005756-T1
OG0009117	Aqcoe3G423800.1.p	FUN_026626-T1
OG0009118	Aqcoe3G328800.1.p	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2
OG0009119	Aqcoe3G121500.3.p, Aqcoe3G121500.2.p, Aqcoe3G121500.1.p	FUN_046794-T1
OG0009120	Aqcoe3G406200.1.p	FUN_020184-T1, FUN_033224-T1
OG0009121	Aqcoe3G258700.1.p, Aqcoe3G258700.2.p	FUN_041367-T1
OG0009122	Aqcoe3G384500.2.p, Aqcoe3G384500.1.p	FUN_016917-T1, FUN_029688-T1
OG0009123	Aqcoe3G216500.1.p	FUN_017971-T1
OG0009124	Aqcoe3G111800.1.p	FUN_047447-T1
OG0009125	Aqcoe3G347600.1.p	FUN_011118-T1, FUN_011118-T2
OG0009126	Aqcoe3G049200.1.p	FUN_041442-T2, FUN_041442-T1
OG0009127	Aqcoe3G307000.1.p	FUN_017412-T1, FUN_017412-T2
OG0009128	Aqcoe3G063400.1.p	FUN_016812-T1
OG0009129	Aqcoe3G237700.1.p	FUN_038246-T1, FUN_017474-T1, FUN_041495-T2, FUN_041495-T1
OG0009130	Aqcoe3G434200.1.p	FUN_034140-T1
OG0009131	Aqcoe3G050300.1.p	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1
OG0009132	Aqcoe3G167800.1.p	FUN_017664-T1, FUN_041652-T1
OG0009133	Aqcoe3G074500.1.p	FUN_026057-T2, FUN_026057-T3, FUN_026057-T1
OG0009134	Aqcoe3G420400.1.p	FUN_007590-T1
OG0009135	Aqcoe3G158900.1.p	FUN_027041-T1, FUN_020600-T1
