Orthogroup	G_max.proteins	P_amilis.proteins
OG0010750	GmISU01.17G221400.2.p, GmISU01.17G221400.3.p, GmISU01.17G221400.1.p, GmISU01.14G065900.2.p, GmISU01.14G065900.1.p	FUN_049761-T1
OG0010751	GmISU01.11G103600.1.p	FUN_002185-T1
OG0010752	GmISU01.07G167000.1.p, GmISU01.20G002000.1.p, GmISU01.09G237100.1.p	FUN_042687-T1
OG0010753	GmISU01.09G191000.1.p, GmISU01.12G003100.1.p	FUN_027653-T1
OG0010754	GmISU01.14G180800.1.p, GmISU01.17G222100.1.p	FUN_049790-T1
OG0010756	GmISU01.07G138700.1.p, GmISU01.20G005200.1.p	FUN_001520-T1
OG0010757	GmISU01.17G152600.1.p, GmISU01.05G080500.1.p	FUN_052797-T1
OG0010758	GmISU01.10G190500.1.p, GmISU01.06G107200.2.p	FUN_052410-T1
OG0010759	GmISU01.20G076000.3.p, GmISU01.10G240500.1.p	FUN_052011-T1
OG0010760	GmISU01.02G014600.1.p, GmISU01.10G015600.1.p	FUN_024788-T1
OG0010761	GmISU01.04G030400.1.p, GmISU01.06G029300.1.p	FUN_001613-T1
OG0010762	GmISU01.04G019000.3.p, GmISU01.04G019000.1.p, GmISU01.06G017700.1.p	FUN_025697-T1
OG0010763	GmISU01.06G025400.1.p, GmISU01.04G027200.1.p, GmISU01.14G066200.3.p	FUN_049757-T1, FUN_038493-T1
OG0010764	GmISU01.06G012700.1.p, GmISU01.04G014000.2.p, GmISU01.04G014000.1.p	FUN_042677-T1
OG0010765	GmISU01.06G133000.1.p, GmISU01.04G179100.1.p	FUN_004229-T1
OG0010766	GmISU01.14G141200.1.p, GmISU01.13G060000.1.p	FUN_001409-T1
OG0010767	GmISU01.05G164700.1.p, GmISU01.06G143600.3.p	FUN_052258-T1
OG0010769	GmISU01.17G179200.1.p, GmISU01.14G108800.3.p, GmISU01.13G237100.1.p	FUN_005354-T1
OG0010770	GmISU01.05G149800.1.p, GmISU01.08G125600.2.p	FUN_029581-T1
OG0010772	GmISU01.20G159800.2.p, GmISU01.20G159800.3.p	FUN_006582-T1
OG0010773	GmISU01.04G015100.1.p, GmISU01.06G013800.1.p	FUN_025625-T1
OG0010774	GmISU01.09G155900.1.p	FUN_014850-T1
OG0010774	GmISU01.09G164200.1.p	FUN_041567-T1
OG0010775	GmISU01.12G135900.1.p, GmISU01.16G001200.1.p	FUN_016391-T1
OG0010776	GmISU01.05G097500.1.p, GmISU01.08G069400.1.p	FUN_022425-T2, FUN_022425-T1
OG0010777	GmISU01.02G089900.1.p	FUN_038489-T1
OG0010778	GmISU01.14G079900.1.p, GmISU01.17G208200.1.p	FUN_024545-T1
OG0010780	GmISU01.08G066200.3.p, GmISU01.05G094500.2.p	FUN_045625-T1
OG0010781	GmISU01.02G075700.1.p	FUN_001168-T1
OG0010782	GmISU01.14G083700.1.p, GmISU01.07G226300.1.p	FUN_024475-T1
OG0010783	GmISU01.01G119500.1.p, GmISU01.11G080700.1.p, GmISU01.09G156400.1.p, GmISU01.16G095300.1.p	FUN_004200-T1, FUN_007796-T1
OG0010784	GmISU01.08G087700.1.p, GmISU01.05G115100.1.p	FUN_014877-T1
OG0010785	GmISU01.08G173400.5.p, GmISU01.08G173400.1.p, GmISU01.08G173400.3.p	FUN_008788-T1
OG0010786	GmISU01.12G137800.1.p	FUN_053095-T2, FUN_053095-T3, FUN_053095-T1
OG0010787	GmISU01.07G182100.1.p, GmISU01.02G092100.4.p, GmISU01.02G092100.3.p	FUN_051765-T1, FUN_047174-T1
OG0010790	GmISU01.04G098200.2.p, GmISU01.04G098200.1.p, GmISU01.06G274800.1.p	FUN_046508-T1
OG0010791	GmISU01.08G162600.1.p, GmISU01.15G208300.2.p, GmISU01.05G117800.1.p, GmISU01.08G090600.1.p	FUN_044540-T1, FUN_044405-T1
OG0010793	GmISU01.13G210100.1.p, GmISU01.15G066100.3.p, GmISU01.20G070600.1.p	FUN_008700-T1
OG0010794	GmISU01.15G060800.1.p	FUN_035445-T1
OG0010795	GmISU01.17G007600.1.p	FUN_035783-T1, FUN_035782-T1
OG0010796	GmISU01.15G075200.1.p, GmISU01.13G199100.1.p	FUN_018629-T1
OG0010798	GmISU01.15G104500.1.p, GmISU01.09G007700.1.p	FUN_035025-T1
OG0010799	GmISU01.09G017800.2.p, GmISU01.09G017800.1.p	FUN_008174-T1, FUN_008174-T2, FUN_008174-T3
OG0010800	GmISU01.18G096700.1.p, GmISU01.08G271600.1.p	FUN_031701-T1
OG0010801	GmISU01.05G109400.1.p, GmISU01.08G081000.1.p	FUN_042760-T1
OG0010802	GmISU01.04G110800.1.p, GmISU01.11G169000.1.p	FUN_032828-T1
OG0010804	GmISU01.15G170600.1.p, GmISU01.09G075500.1.p	FUN_049992-T1
OG0010805	GmISU01.18G079800.1.p, GmISU01.08G285000.1.p	FUN_044074-T1
OG0010806	GmISU01.11G081800.1.p, GmISU01.01G118500.1.p	FUN_041894-T1
OG0010807	GmISU01.11G101800.1.p	FUN_052623-T3, FUN_052623-T2, FUN_052623-T1, FUN_052623-T4
OG0010809	GmISU01.02G246200.1.p, GmISU01.14G026700.1.p, GmISU01.08G276500.1.p, GmISU01.18G090500.1.p	FUN_051546-T1
OG0010810	GmISU01.09G014600.1.p	FUN_049123-T1, FUN_049123-T2, FUN_049117-T1
OG0010811	GmISU01.13G128700.1.p	FUN_034682-T1
OG0010812	GmISU01.12G091600.1.p, GmISU01.12G091600.4.p, GmISU01.12G091600.3.p, GmISU01.12G091600.2.p	FUN_026069-T1
OG0010813	GmISU01.12G174300.2.p, GmISU01.12G174300.1.p, GmISU01.12G174300.3.p	FUN_023007-T1
OG0010814	GmISU01.09G006500.3.p, GmISU01.09G006500.1.p, GmISU01.15G103400.2.p, GmISU01.15G103400.1.p	FUN_047255-T1
OG0010815	GmISU01.17G005800.1.p, GmISU01.07G229300.1.p	FUN_034582-T1
OG0010816	GmISU01.17G129000.1.p, GmISU01.05G053300.1.p	FUN_042665-T1
OG0010817	GmISU01.08G020300.1.p, GmISU01.05G184200.3.p, GmISU01.05G184200.5.p, GmISU01.05G184200.4.p	FUN_041126-T1
OG0010818	GmISU01.05G131800.2.p, GmISU01.05G131800.1.p, GmISU01.08G106300.1.p	FUN_024827-T1
OG0010819	GmISU01.06G073000.1.p, GmISU01.04G072000.1.p, GmISU01.17G165600.1.p, GmISU01.14G116900.1.p, GmISU01.14G116900.2.p	FUN_006069-T1
OG0010821	GmISU01.17G110300.3.p, GmISU01.17G110300.2.p	FUN_026309-T1
OG0010822	GmISU01.09G211200.1.p, GmISU01.18G183300.1.p	FUN_048065-T2, FUN_048065-T1
OG0010823	GmISU01.05G009200.1.p	FUN_026282-T1
OG0010824	GmISU01.07G062100.1.p	FUN_013923-T1
OG0010825	GmISU01.17G056600.1.p, GmISU01.13G070900.1.p	FUN_026794-T1, FUN_013067-T1
OG0010826	GmISU01.09G074500.1.p, GmISU01.15G171300.1.p, GmISU01.15G171300.2.p	FUN_013934-T1
OG0010827	GmISU01.04G124433.1.p, GmISU01.02G172700.1.p, GmISU01.17G066600.1.p	FUN_028759-T1
OG0010829	GmISU01.09G108400.1.p, GmISU01.16G153800.1.p	FUN_022838-T1, FUN_022838-T2, FUN_022838-T3
OG0010830	GmISU01.01G002601.1.p	FUN_045677-T1
OG0010831	GmISU01.14G089200.1.p, GmISU01.04G047000.1.p, GmISU01.06G046100.1.p	FUN_021297-T1
OG0010832	GmISU01.02G079000.1.p, GmISU01.10G094300.1.p	FUN_044114-T1
OG0010833	GmISU01.13G008000.1.p	FUN_027430-T1
OG0010834	GmISU01.17G174600.1.p, GmISU01.14G112500.1.p	FUN_034378-T2, FUN_034378-T1
OG0010835	GmISU01.14G119000.1.p, GmISU01.04G077300.1.p, GmISU01.06G078800.1.p	FUN_005073-T1
OG0010836	GmISU01.09G102400.1.p, GmISU01.16G148900.1.p	FUN_009068-T1
OG0010837	GmISU01.09G190300.1.p, GmISU01.12G003600.1.p	FUN_015387-T1
OG0010838	GmISU01.14G097700.3.p, GmISU01.17G190900.1.p	FUN_008296-T1
OG0010839	GmISU01.11G138600.1.p, GmISU01.01G062100.1.p	FUN_049591-T1, FUN_049591-T2
OG0010840	GmISU01.05G143400.1.p, GmISU01.08G118600.1.p	FUN_052262-T1
OG0010841	GmISU01.15G176000.1.p, GmISU01.09G080900.1.p	FUN_026035-T1
OG0010842	GmISU01.19G213400.1.p, GmISU01.07G053600.1.p, GmISU01.16G024200.1.p	FUN_018275-T1, FUN_048123-T1
OG0010843	GmISU01.11G139400.1.p, GmISU01.01G102700.1.p, GmISU01.03G029400.1.p, GmISU01.03G029400.2.p	FUN_036919-T1, FUN_036917-T2, FUN_036917-T1, FUN_036918-T1
OG0010844	GmISU01.06G050800.1.p, GmISU01.06G050900.1.p	FUN_008260-T1
OG0010845	GmISU01.08G195100.1.p	FUN_006163-T1
OG0010846	GmISU01.17G107100.1.p, GmISU01.05G007200.1.p	FUN_026258-T2, FUN_026258-T1
OG0010847	GmISU01.14G117500.1.p	FUN_000060-T1, FUN_000060-T2
OG0010848	GmISU01.07G074500.1.p	FUN_037066-T1
OG0010849	GmISU01.09G113700.1.p, GmISU01.16G167100.1.p	FUN_013980-T1
OG0010850	GmISU01.09G223500.1.p, GmISU01.18G168500.2.p, GmISU01.18G168500.1.p	FUN_033467-T1
OG0010851	GmISU01.13G140200.1.p, GmISU01.17G106500.1.p	FUN_007863-T1
OG0010852	GmISU01.07G074400.1.p, GmISU01.03G017600.1.p	FUN_049258-T1, FUN_037067-T1
OG0010853	GmISU01.05G193400.1.p, GmISU01.08G030500.1.p, GmISU01.01G006300.1.p, GmISU01.01G006300.2.p	FUN_026682-T1
OG0010854	GmISU01.05G050300.1.p	FUN_018690-T1, FUN_018688-T1
OG0010855	GmISU01.11G082600.2.p, GmISU01.11G082600.1.p, GmISU01.01G117800.1.p	FUN_042453-T1
OG0010856	GmISU01.03G221200.1.p, GmISU01.09G240400.1.p, GmISU01.09G240400.3.p, GmISU01.09G240400.2.p	FUN_013696-T1
OG0010858	GmISU01.12G011500.1.p, GmISU01.09G182800.1.p, GmISU01.09G182800.2.p	FUN_015311-T1
OG0010859	GmISU01.05G007100.2.p, GmISU01.05G007100.1.p, GmISU01.17G106900.1.p	FUN_026256-T1
OG0010860	GmISU01.11G186600.1.p, GmISU01.18G046400.1.p	FUN_045433-T1
OG0010861	GmISU01.08G035000.2.p, GmISU01.08G035000.1.p, GmISU01.05G197000.1.p	FUN_015520-T1
OG0010863	GmISU01.03G024700.1.p, GmISU01.03G024700.2.p	FUN_036976-T1
OG0010864	GmISU01.11G086600.1.p, GmISU01.12G019200.1.p	FUN_005912-T2, FUN_005912-T1
OG0010865	GmISU01.06G052300.1.p, GmISU01.04G053600.1.p	FUN_008241-T1
OG0010866	GmISU01.05G183500.1.p, GmISU01.05G183500.3.p, GmISU01.01G182900.1.p	FUN_041084-T1, FUN_018291-T1
OG0010867	GmISU01.06G196800.1.p, GmISU01.06G196800.2.p	FUN_026881-T1, FUN_026881-T2
OG0010868	GmISU01.18G064100.1.p	FUN_011621-T1
OG0010869	GmISU01.11G138900.1.p	FUN_049592-T1, FUN_049592-T2
OG0010870	GmISU01.17G110600.1.p	FUN_026317-T1
OG0010871	GmISU01.07G110800.1.p	FUN_026711-T1, FUN_026714-T1, FUN_026713-T1, FUN_026708-T1, FUN_026712-T1
OG0010872	GmISU01.17G042000.1.p, GmISU01.13G085400.1.p	FUN_012753-T1, FUN_028429-T1
OG0010873	GmISU01.04G121000.1.p, GmISU01.17G108100.1.p, GmISU01.05G008200.1.p	FUN_012963-T1, FUN_026268-T1
OG0010874	GmISU01.05G152500.2.p, GmISU01.05G152500.1.p, GmISU01.08G128900.1.p	FUN_029639-T1
OG0010875	GmISU01.07G068000.1.p, GmISU01.03G012500.1.p	FUN_049199-T1, FUN_037145-T1
OG0010876	GmISU01.06G191100.3.p, GmISU01.06G191100.1.p	FUN_012957-T1, FUN_012957-T2
OG0010877	GmISU01.10G236500.1.p, GmISU01.20G079400.1.p	FUN_002131-T1
OG0010878	GmISU01.06G054900.1.p	FUN_048802-T1
OG0010879	GmISU01.05G198100.1.p, GmISU01.08G035900.1.p, GmISU01.08G035900.2.p	FUN_026383-T1
OG0010880	GmISU01.01G113600.1.p, GmISU01.09G173300.1.p	FUN_041832-T1
OG0010881	GmISU01.07G014100.1.p, GmISU01.08G187400.1.p	FUN_001858-T1, FUN_006393-T1
OG0010884	GmISU01.09G119300.1.p, GmISU01.16G172300.1.p	FUN_006577-T1
OG0010885	GmISU01.09G168000.1.p, GmISU01.01G013300.2.p, GmISU01.01G013300.1.p	FUN_017697-T1
OG0010888	GmISU01.14G096800.1.p, GmISU01.17G191800.1.p, GmISU01.04G119200.1.p, GmISU01.04G056000.1.p, GmISU01.06G055900.1.p	FUN_008313-T1, FUN_021186-T1
OG0010889	GmISU01.01G111400.1.p, GmISU01.08G032800.1.p, GmISU01.05G195200.1.p	FUN_026446-T1
OG0010890	GmISU01.17G138000.2.p, GmISU01.17G138000.1.p, GmISU01.17G138000.3.p	FUN_017371-T1
OG0010892	GmISU01.06G125200.2.p, GmISU01.06G125200.1.p, GmISU01.04G186500.1.p	FUN_043861-T1
OG0010893	GmISU01.16G062000.1.p	FUN_013743-T1, FUN_013743-T2
OG0010894	GmISU01.17G057400.3.p, GmISU01.17G057400.1.p, GmISU01.17G057400.2.p, GmISU01.13G070100.1.p	FUN_026812-T1
OG0010896	GmISU01.13G137700.1.p, GmISU01.17G104300.1.p	FUN_026170-T1
OG0010897	GmISU01.11G100000.1.p, GmISU01.11G100000.2.p, GmISU01.12G015100.1.p	FUN_008789-T1, FUN_008789-T2
OG0010898	GmISU01.13G323500.1.p, GmISU01.15G006800.1.p	FUN_005430-T1, FUN_021592-T1
OG0010899	GmISU01.07G078200.1.p, GmISU01.09G151700.1.p	FUN_026409-T1
OG0010900	GmISU01.01G116400.1.p, GmISU01.01G116400.2.p, GmISU01.09G176900.1.p	FUN_017973-T1, FUN_017973-T2
OG0010901	GmISU01.04G120900.1.p, GmISU01.06G192300.3.p	FUN_026211-T1
OG0010903	GmISU01.03G152500.1.p	FUN_005846-T1
OG0010904	GmISU01.07G031500.1.p, GmISU01.08G193300.1.p, GmISU01.13G318900.1.p, GmISU01.15G012100.1.p	FUN_015977-T1
OG0010905	GmISU01.04G121800.1.p, GmISU01.06G191600.1.p, GmISU01.05G008600.1.p, GmISU01.17G108600.1.p	FUN_026275-T1, FUN_026276-T1
OG0010906	GmISU01.06G274500.2.p, GmISU01.06G274500.1.p, GmISU01.04G098700.2.p	FUN_046510-T1
OG0010907	GmISU01.17G061400.2.p, GmISU01.17G061400.3.p, GmISU01.17G061400.1.p, GmISU01.13G066400.1.p, GmISU01.13G066400.2.p, GmISU01.13G066400.3.p, GmISU01.17G061400.4.p	FUN_034038-T1
OG0010908	GmISU01.15G018000.1.p, GmISU01.13G313300.1.p	FUN_006368-T1, FUN_001833-T1
OG0010909	GmISU01.06G054800.1.p, GmISU01.04G054950.1.p, GmISU01.14G098400.1.p, GmISU01.17G190200.1.p	FUN_019936-T1
OG0010910	GmISU01.09G063000.1.p	FUN_028203-T1
OG0010911	GmISU01.02G267800.1.p, GmISU01.14G003300.1.p	FUN_008417-T1
OG0010912	GmISU01.04G074300.1.p, GmISU01.06G075400.1.p	FUN_017763-T2, FUN_017763-T1
OG0010914	GmISU01.13G083700.1.p	FUN_012775-T1
OG0010915	GmISU01.13G300100.2.p, GmISU01.13G300100.1.p, GmISU01.15G031600.1.p	FUN_036511-T1
OG0010916	GmISU01.05G054200.1.p, GmISU01.05G054200.2.p	FUN_040100-T1
OG0010917	GmISU01.17G068400.5.p, GmISU01.17G068400.4.p, GmISU01.17G068400.6.p, GmISU01.17G068400.3.p, GmISU01.17G068400.2.p, GmISU01.02G170400.1.p	FUN_014685-T1
OG0010919	GmISU01.09G106500.1.p, GmISU01.16G152100.1.p	FUN_013848-T1
OG0010920	GmISU01.05G180800.1.p, GmISU01.01G181200.1.p, GmISU01.01G181200.2.p, GmISU01.11G018500.1.p	FUN_018178-T1
OG0010921	GmISU01.13G064600.1.p, GmISU01.17G063200.1.p	FUN_026901-T1, FUN_013041-T1, FUN_013042-T1
OG0010922	GmISU01.04G067200.1.p, GmISU01.06G068000.1.p, GmISU01.17G176500.1.p, GmISU01.17G176300.1.p, GmISU01.14G110400.1.p	FUN_021143-T1
OG0010923	GmISU01.09G188800.1.p, GmISU01.12G005000.1.p	FUN_006615-T1, FUN_015320-T1, FUN_015320-T2
OG0010924	GmISU01.15G153800.1.p, GmISU01.15G153800.4.p, GmISU01.15G153800.2.p, GmISU01.15G153800.3.p, GmISU01.09G057200.2.p, GmISU01.09G057200.3.p, GmISU01.09G057200.1.p	FUN_001905-T1
OG0010926	GmISU01.07G072300.1.p, GmISU01.03G016100.1.p	FUN_037088-T1
OG0010927	GmISU01.15G152600.1.p, GmISU01.09G056000.1.p	FUN_001933-T1
OG0010928	GmISU01.04G068500.1.p	FUN_001828-T1
OG0010929	GmISU01.17G010900.1.p, GmISU01.07G223500.1.p	FUN_012357-T1
OG0010930	GmISU01.20G124300.1.p	FUN_039909-T1
OG0010931	GmISU01.10G054700.1.p	FUN_012932-T2, FUN_012932-T3, FUN_012932-T1
OG0010932	GmISU01.05G020500.2.p	FUN_029271-T1
OG0010933	GmISU01.14G043200.1.p	FUN_042058-T1
OG0010934	GmISU01.08G161200.1.p, GmISU01.15G210200.1.p	FUN_046788-T1
OG0010935	GmISU01.12G155600.1.p	FUN_048863-T1
OG0010936	GmISU01.11G187800.1.p, GmISU01.18G044900.1.p	FUN_020980-T1
OG0010937	GmISU01.05G116700.2.p, GmISU01.05G116700.1.p, GmISU01.08G089500.1.p	FUN_034697-T1, FUN_034697-T2
OG0010938	GmISU01.11G212700.1.p, GmISU01.18G021100.2.p, GmISU01.18G021100.1.p	FUN_029349-T1, FUN_019032-T1
OG0010939	GmISU01.19G116600.1.p, GmISU01.03G111400.1.p	FUN_003705-T1
OG0010940	GmISU01.08G284100.1.p	FUN_033532-T1
OG0010941	GmISU01.06G149900.1.p, GmISU01.18G053300.1.p, GmISU01.11G173000.1.p	FUN_007635-T1
OG0010942	GmISU01.09G119200.4.p, GmISU01.16G172100.1.p, GmISU01.16G172100.3.p	FUN_032753-T1, FUN_008437-T1
OG0010943	GmISU01.14G008900.1.p, GmISU01.02G263100.1.p	FUN_027545-T1
OG0010944	GmISU01.12G196700.1.p, GmISU01.13G229100.1.p	FUN_046086-T1
OG0010945	GmISU01.16G011500.1.p, GmISU01.16G011500.2.p, GmISU01.07G041700.1.p	FUN_052612-T1
OG0010947	GmISU01.06G213300.3.p, GmISU01.06G213300.2.p, GmISU01.06G213300.1.p	FUN_045816-T1
OG0010948	GmISU01.15G077800.2.p, GmISU01.15G077800.1.p, GmISU01.13G196400.1.p, GmISU01.13G196400.2.p	FUN_043487-T1
OG0010949	GmISU01.05G128800.1.p, GmISU01.08G103400.1.p	FUN_015938-T1
OG0010950	GmISU01.12G100700.1.p, GmISU01.06G247500.2.p, GmISU01.04G140600.1.p	FUN_036747-T1
OG0010951	GmISU01.08G056600.2.p, GmISU01.08G056500.1.p	FUN_035438-T1
OG0010953	GmISU01.15G188400.1.p, GmISU01.08G211700.1.p	FUN_021926-T1, FUN_021926-T2
OG0010954	GmISU01.01G100300.1.p, GmISU01.03G032500.1.p	FUN_004006-T1
OG0010955	GmISU01.15G144400.1.p, GmISU01.09G048200.1.p, GmISU01.05G108100.1.p	FUN_042739-T1
OG0010956	GmISU01.13G298300.1.p, GmISU01.13G298300.2.p, GmISU01.15G033200.1.p	FUN_047997-T1
OG0010958	GmISU01.13G110600.1.p, GmISU01.10G062000.1.p, GmISU01.13G124100.1.p, GmISU01.10G047100.1.p	FUN_024828-T1
OG0010959	GmISU01.09G229400.1.p, GmISU01.18G161900.1.p	FUN_020248-T1
OG0010960	GmISU01.16G025500.1.p, GmISU01.07G054800.1.p	FUN_010634-T2
OG0010961	GmISU01.03G140500.1.p, GmISU01.19G143800.1.p	FUN_039385-T1
OG0010962	GmISU01.15G033500.1.p, GmISU01.13G297900.1.p, GmISU01.12G054800.1.p, GmISU01.11G124100.1.p	FUN_009724-T1, FUN_047965-T1
OG0010963	GmISU01.08G157800.1.p, GmISU01.15G212800.1.p	FUN_002856-T1
OG0010964	GmISU01.07G125500.1.p	FUN_000630-T2, FUN_000630-T1
OG0010965	GmISU01.09G028400.1.p, GmISU01.15G125600.1.p, GmISU01.08G072000.1.p, GmISU01.05G100100.1.p	FUN_016657-T1
OG0010966	GmISU01.06G131700.1.p	FUN_018985-T1
OG0010967	GmISU01.08G190100.1.p, GmISU01.07G017100.1.p	FUN_021084-T1, FUN_006342-T1
OG0010968	GmISU01.14G023300.1.p	FUN_045987-T1
OG0010969	GmISU01.02G196200.1.p	FUN_028496-T1
OG0010972	GmISU01.14G026000.2.p, GmISU01.02G246900.2.p, GmISU01.02G246900.1.p	FUN_027579-T1
OG0010973	GmISU01.08G283000.1.p, GmISU01.08G283000.2.p, GmISU01.08G282800.3.p, GmISU01.08G282800.2.p	FUN_044134-T1
OG0010974	GmISU01.14G161600.1.p, GmISU01.02G192800.1.p, GmISU01.06G248500.1.p, GmISU01.12G099200.1.p, GmISU01.07G165800.1.p	FUN_036645-T1
OG0010975	GmISU01.20G145000.1.p, GmISU01.10G171200.1.p, GmISU01.10G171200.2.p	FUN_008083-T1
OG0010976	GmISU01.02G215800.2.p, GmISU01.02G215800.1.p	FUN_006713-T1
OG0010978	GmISU01.13G049700.3.p, GmISU01.13G049700.1.p, GmISU01.13G049700.2.p, GmISU01.20G033500.1.p	FUN_032108-T1
OG0010980	GmISU01.17G209100.1.p, GmISU01.17G209100.3.p, GmISU01.17G209100.4.p, GmISU01.17G209100.2.p, GmISU01.14G079000.1.p	FUN_021932-T1
OG0010981	GmISU01.03G165300.1.p, GmISU01.03G165300.2.p	FUN_042123-T1, FUN_042122-T1
OG0010984	GmISU01.15G088200.1.p, GmISU01.13G184700.1.p, GmISU01.13G184700.2.p	FUN_044384-T1
OG0010986	GmISU01.03G043900.1.p	FUN_008030-T1
OG0010988	GmISU01.09G185100.1.p, GmISU01.12G009000.1.p	FUN_031335-T1
OG0010990	GmISU01.02G168900.1.p, GmISU01.02G168900.2.p, GmISU01.02G168500.1.p, GmISU01.10G066100.1.p	FUN_029975-T1
OG0010991	GmISU01.15G107800.1.p, GmISU01.09G011000.1.p	FUN_046307-T1
OG0010992	GmISU01.01G077900.2.p, GmISU01.01G077900.3.p, GmISU01.03G049800.1.p	FUN_039775-T1
OG0010993	GmISU01.16G082100.1.p, GmISU01.16G082100.2.p, GmISU01.08G243500.1.p, GmISU01.08G243500.2.p	FUN_042697-T1
OG0010994	GmISU01.03G006500.1.p, GmISU01.03G006400.1.p	FUN_041874-T1
OG0010995	GmISU01.03G070700.2.p	FUN_014695-T1, FUN_014693-T1
OG0010997	GmISU01.13G262500.1.p, GmISU01.12G168200.1.p	FUN_027366-T1
OG0010999	GmISU01.20G068300.1.p	FUN_051577-T1
OG0011000	GmISU01.02G236400.2.p, GmISU01.02G236400.1.p, GmISU01.14G037100.1.p	FUN_052579-T1
OG0011001	GmISU01.15G181600.2.p, GmISU01.15G181600.1.p, GmISU01.15G182200.2.p, GmISU01.15G182200.1.p	FUN_047629-T1
OG0011002	GmISU01.11G012200.1.p	FUN_045191-T1, FUN_045191-T2
OG0011003	GmISU01.15G224600.1.p, GmISU01.08G140600.1.p, GmISU01.08G140700.1.p	FUN_003489-T1
OG0011004	GmISU01.14G053200.1.p, GmISU01.02G225500.1.p, GmISU01.11G210300.1.p, GmISU01.18G023600.1.p	FUN_030404-T1
OG0011006	GmISU01.13G236800.1.p, GmISU01.13G236800.2.p, GmISU01.12G191000.1.p	FUN_046652-T1
OG0011007	GmISU01.14G003200.1.p	FUN_014006-T1, FUN_014006-T3, FUN_014006-T2, FUN_030424-T1
OG0011009	GmISU01.09G069200.1.p, GmISU01.15G167200.1.p, GmISU01.15G167200.2.p	FUN_048524-T1
OG0011010	GmISU01.08G156300.1.p, GmISU01.15G214300.1.p	FUN_039308-T1
OG0011012	GmISU01.02G225700.1.p, GmISU01.14G053600.2.p, GmISU01.14G053600.4.p, GmISU01.14G053600.1.p, GmISU01.14G053600.6.p, GmISU01.14G053600.3.p, GmISU01.14G053600.5.p	FUN_019088-T1
OG0011013	GmISU01.02G264900.3.p, GmISU01.02G264900.2.p, GmISU01.02G264900.1.p, GmISU01.14G006400.1.p	FUN_050037-T1
OG0011014	GmISU01.13G127000.1.p, GmISU01.10G064600.1.p, GmISU01.03G156400.1.p, GmISU01.19G158400.1.p	FUN_039070-T1
OG0011015	GmISU01.15G071900.2.p, GmISU01.13G203500.2.p	FUN_043286-T1, FUN_043286-T2
OG0011016	GmISU01.11G214100.1.p, GmISU01.18G019600.1.p	FUN_029286-T2, FUN_029286-T1
OG0011017	GmISU01.01G071100.1.p, GmISU01.04G119600.1.p	FUN_043575-T1
OG0011018	GmISU01.15G201500.1.p, GmISU01.13G226900.1.p	FUN_005278-T1
OG0011019	GmISU01.15G187100.2.p, GmISU01.08G216700.1.p, GmISU01.15G187100.1.p	FUN_014676-T2, FUN_014676-T1
OG0011020	GmISU01.11G019400.3.p, GmISU01.11G019400.2.p, GmISU01.11G019400.1.p	FUN_018819-T1
OG0011021	GmISU01.03G001300.1.p, GmISU01.03G001300.5.p, GmISU01.03G001300.4.p, GmISU01.03G001300.3.p, GmISU01.03G001300.2.p, GmISU01.16G188500.1.p	FUN_004106-T1
OG0011022	GmISU01.12G104800.1.p, GmISU01.06G242200.1.p, GmISU01.06G242200.2.p	FUN_012660-T1
OG0011023	GmISU01.20G106900.1.p, GmISU01.10G213700.2.p, GmISU01.10G213700.1.p	FUN_035330-T1
OG0011024	GmISU01.05G129500.1.p, GmISU01.08G104200.1.p	FUN_015937-T1, FUN_015937-T2
OG0011025	GmISU01.02G229200.1.p, GmISU01.14G045000.1.p	FUN_001655-T1, FUN_001655-T2
OG0011026	GmISU01.18G026100.1.p, GmISU01.11G207900.1.p	FUN_019133-T1
OG0011027	GmISU01.02G219800.1.p, GmISU01.14G053900.1.p, GmISU01.18G023800.1.p, GmISU01.11G210100.1.p	FUN_030384-T1
OG0011028	GmISU01.09G029500.1.p, GmISU01.15G125300.1.p, GmISU01.09G028100.2.p	FUN_035663-T1
OG0011029	GmISU01.13G197200.1.p, GmISU01.15G076800.1.p, GmISU01.02G125300.1.p, GmISU01.07G174400.1.p	FUN_036778-T1
OG0011030	GmISU01.19G180700.1.p	FUN_044786-T1, FUN_044818-T1, FUN_040643-T1
OG0011031	GmISU01.11G028000.2.p, GmISU01.11G028000.1.p	FUN_040519-T1
OG0011032	GmISU01.08G170800.2.p, GmISU01.15G045900.1.p	FUN_029018-T1
OG0011034	GmISU01.14G041200.1.p, GmISU01.02G231700.1.p, GmISU01.14G041100.1.p	FUN_035952-T1
OG0011035	GmISU01.01G199000.1.p	FUN_005581-T1
OG0011036	GmISU01.05G175200.1.p	FUN_007974-T1
OG0011037	GmISU01.06G226900.1.p	FUN_043754-T1
OG0011038	GmISU01.17G031400.2.p, GmISU01.07G202200.2.p	FUN_002023-T1
OG0011039	GmISU01.15G158800.1.p, GmISU01.09G062100.1.p	FUN_007620-T1
OG0011040	GmISU01.02G186500.1.p, GmISU01.06G127100.1.p, GmISU01.04G184400.1.p	FUN_045140-T1
OG0011041	GmISU01.16G069300.1.p, GmISU01.01G008100.1.p	FUN_046612-T1
OG0011042	GmISU01.09G240300.1.p	FUN_041203-T1
OG0011043	GmISU01.18G227200.1.p	FUN_025267-T1
