Orthogroup	G_max.proteins	L_sativa.proteins
OG0012763	GmISU01.20G050700.2.p, GmISU01.10G097100.1.p	Lsat_1_v5_gn_2_105841.1
OG0012764	GmISU01.01G084700.1.p, GmISU01.03G057800.1.p, GmISU01.03G057800.3.p	Lsat_1_v5_gn_5_154220.1
OG0012765	GmISU01.11G181200.1.p, GmISU01.14G158400.1.p	Lsat_1_v5_gn_8_71141.1
OG0012766	GmISU01.09G229500.1.p	Lsat_1_v5_gn_5_152320.1, Lsat_1_v5_gn_5_152320.3
OG0012768	GmISU01.03G139100.1.p, GmISU01.19G142100.1.p	Lsat_1_v5_gn_2_109820.1
OG0012769	GmISU01.08G076900.2.p, GmISU01.05G105000.2.p	Lsat_1_v5_gn_7_32861.3, Lsat_1_v5_gn_7_32861.1, Lsat_1_v5_gn_1_96101.1, Lsat_1_v5_gn_1_96101.2
OG0012770	GmISU01.13G260800.1.p	Lsat_1_v5_gn_8_132721.1
OG0012771	GmISU01.10G053600.3.p, GmISU01.10G053600.1.p, GmISU01.10G053600.2.p, GmISU01.13G117300.1.p	Lsat_1_v5_gn_6_28280.1, Lsat_1_v5_gn_6_28280.3
OG0012772	GmISU01.13G226300.1.p, GmISU01.15G202500.1.p	Lsat_1_v5_gn_7_100481.1, Lsat_1_v5_gn_7_100481.3
OG0012773	GmISU01.01G085700.1.p, GmISU01.03G059200.1.p	Lsat_1_v5_gn_8_99481.1
OG0012774	GmISU01.20G061300.1.p	Lsat_1_v5_gn_9_84161.1
OG0012775	GmISU01.08G303500.1.p	Lsat_1_v5_gn_8_21281.1
OG0012776	GmISU01.11G146800.1.p, GmISU01.12G081200.1.p	Lsat_1_v5_gn_2_59441.1
OG0012777	GmISU01.19G095900.1.p, GmISU01.03G091000.1.p	Lsat_1_v5_gn_5_157760.1
OG0012778	GmISU01.03G165000.1.p, GmISU01.19G167000.1.p	Lsat_1_v5_gn_2_121640.1
OG0012779	GmISU01.01G084200.2.p, GmISU01.01G084200.1.p	Lsat_1_v5_gn_2_72881.1, Lsat_1_v5_gn_2_72881.3
OG0012780	GmISU01.18G061200.1.p	Lsat_1_v5_gn_9_20121.1, Lsat_1_v5_gn_5_171660.1
OG0012781	GmISU01.08G157200.1.p	Lsat_1_v5_gn_9_103620.1, Lsat_1_v5_gn_9_103620.2
OG0012782	GmISU01.10G056700.1.p, GmISU01.13G119200.1.p	Lsat_1_v5_gn_2_20401.1
OG0012783	GmISU01.19G144200.2.p, GmISU01.19G144200.1.p, GmISU01.03G140900.1.p	Lsat_1_v5_gn_6_46521.2, Lsat_1_v5_gn_6_46521.1
OG0012784	GmISU01.08G076500.1.p, GmISU01.05G104600.1.p	Lsat_1_v5_gn_7_30561.1
OG0012785	GmISU01.04G006700.1.p, GmISU01.06G006200.1.p	Lsat_1_v5_gn_3_43800.1
OG0012786	GmISU01.11G212800.1.p, GmISU01.18G021000.1.p, GmISU01.02G222100.1.p, GmISU01.14G050700.1.p	Lsat_1_v5_gn_8_13301.2, Lsat_1_v5_gn_8_13301.1, Lsat_1_v5_gn_9_60620.2
OG0012787	GmISU01.11G144000.1.p, GmISU01.12G084400.1.p	Lsat_1_v5_gn_2_35940.1
OG0012789	GmISU01.15G222800.1.p	Lsat_1_v5_gn_1_87261.1
OG0012791	GmISU01.20G015400.1.p, GmISU01.07G187400.1.p	Lsat_1_v5_gn_7_28421.1
OG0012792	GmISU01.20G201700.1.p	Lsat_1_v5_gn_8_21161.1
OG0012793	GmISU01.16G125800.1.p	Lsat_1_v5_gn_1_59641.1
OG0012795	GmISU01.01G093700.1.p, GmISU01.03G042100.1.p	Lsat_1_v5_gn_9_35501.1
OG0012796	GmISU01.13G249600.1.p, GmISU01.12G179700.1.p	Lsat_1_v5_gn_5_5700.4
OG0012797	GmISU01.13G269400.1.p, GmISU01.12G161500.1.p	Lsat_1_v5_gn_5_163860.1, Lsat_1_v5_gn_4_184120.1
OG0012798	GmISU01.15G226700.3.p, GmISU01.15G226700.1.p	Lsat_1_v5_gn_7_22580.1, Lsat_1_v5_gn_7_22580.2
OG0012799	GmISU01.01G081000.1.p, GmISU01.03G053300.1.p	Lsat_1_v5_gn_9_29660.1
OG0012800	GmISU01.20G143400.1.p, GmISU01.10G173100.1.p	Lsat_1_v5_gn_8_20480.1, Lsat_1_v5_gn_8_20480.3
OG0012801	GmISU01.20G154400.1.p, GmISU01.10G161100.1.p	Lsat_1_v5_gn_3_53161.2, Lsat_1_v5_gn_3_53161.1, Lsat_1_v5_gn_3_53161.3
OG0012802	GmISU01.18G064700.1.p, GmISU01.08G300000.1.p	Lsat_1_v5_gn_5_561.1
OG0012803	GmISU01.07G160800.1.p, GmISU01.13G211400.1.p, GmISU01.08G052900.1.p, GmISU01.07G160900.1.p	Lsat_1_v5_gn_1_124861.1, Lsat_1_v5_gn_1_124981.1
OG0012804	GmISU01.03G044000.1.p, GmISU01.01G091100.1.p	Lsat_1_v5_gn_8_101640.1
OG0012805	GmISU01.15G122900.1.p, GmISU01.09G025000.1.p	Lsat_1_v5_gn_9_25860.1
OG0012806	GmISU01.03G149500.1.p	Lsat_1_v5_gn_2_24360.1
OG0012807	GmISU01.10G071100.1.p, GmISU01.02G165200.1.p	Lsat_1_v5_gn_2_54320.2, Lsat_1_v5_gn_2_54320.3, Lsat_1_v5_gn_2_54320.1
OG0012808	GmISU01.04G098000.1.p, GmISU01.06G275000.1.p	Lsat_1_v5_gn_5_381.1
OG0012809	GmISU01.05G202000.1.p, GmISU01.08G039766.1.p, GmISU01.08G039832.1.p	Lsat_1_v5_gn_4_12881.1
OG0012810	GmISU01.08G079100.1.p, GmISU01.05G107500.1.p	Lsat_1_v5_gn_4_137741.1
OG0012812	GmISU01.04G186800.1.p	Lsat_1_v5_gn_2_136541.1
OG0012813	GmISU01.14G161500.1.p, GmISU01.02G192700.1.p, GmISU01.02G192700.2.p, GmISU01.18G056200.1.p, GmISU01.11G176500.1.p, GmISU01.11G178700.1.p	Lsat_1_v5_gn_9_18841.1, Lsat_1_v5_gn_8_111181.1
OG0012814	GmISU01.20G032500.1.p	Lsat_1_v5_gn_2_31700.1
OG0012815	GmISU01.18G055300.1.p, GmISU01.11G175400.1.p	Lsat_1_v5_gn_5_173260.1, Lsat_1_v5_gn_5_173260.2
OG0012816	GmISU01.02G084500.1.p, GmISU01.18G229800.1.p, GmISU01.18G229800.2.p	Lsat_1_v5_gn_3_42540.1
OG0012817	GmISU01.02G264700.1.p, GmISU01.14G006700.1.p	Lsat_1_v5_gn_7_96161.1
OG0012818	GmISU01.02G160200.1.p, GmISU01.10G074000.1.p, GmISU01.03G164300.1.p, GmISU01.19G166500.1.p	Lsat_1_v5_gn_2_101981.1
OG0012819	GmISU01.06G212200.1.p, GmISU01.13G243300.1.p, GmISU01.12G185900.1.p	Lsat_1_v5_gn_7_105741.1, Lsat_1_v5_gn_7_105741.2, Lsat_1_v5_gn_5_7381.1
OG0012820	GmISU01.10G088800.1.p	Lsat_1_v5_gn_8_20401.1
OG0012821	GmISU01.14G027000.1.p, GmISU01.02G245200.1.p	Lsat_1_v5_gn_5_22460.1, Lsat_1_v5_gn_1_14440.1
OG0012822	GmISU01.07G118400.1.p, GmISU01.18G137600.1.p	Lsat_1_v5_gn_9_32101.1
OG0012823	GmISU01.20G015100.1.p	Lsat_1_v5_gn_3_55461.1
OG0012824	GmISU01.19G111400.1.p	Lsat_1_v5_gn_8_79241.2, Lsat_1_v5_gn_8_79241.1
OG0012825	GmISU01.03G048000.1.p, GmISU01.01G088400.1.p	Lsat_1_v5_gn_2_121221.1, Lsat_1_v5_gn_9_63261.1
OG0012827	GmISU01.10G045400.1.p	Lsat_1_v5_gn_2_109661.1
OG0012828	GmISU01.06G204400.1.p, GmISU01.12G132300.1.p	Lsat_1_v5_gn_5_128220.1
OG0012829	GmISU01.18G080100.1.p, GmISU01.02G251800.1.p, GmISU01.14G020600.1.p	Lsat_1_v5_gn_5_3180.1
OG0012830	GmISU01.19G152000.1.p, GmISU01.03G148700.1.p	Lsat_1_v5_gn_6_28201.1
OG0012832	GmISU01.19G086400.1.p, GmISU01.19G086600.1.p, GmISU01.16G033900.1.p, GmISU01.17G164800.1.p, GmISU01.17G164800.2.p, GmISU01.17G164800.3.p	Lsat_1_v5_gn_1_55180.1, Lsat_1_v5_gn_1_55180.3
OG0012833	GmISU01.02G189800.1.p, GmISU01.14G158200.1.p	Lsat_1_v5_gn_5_172281.1
OG0012834	GmISU01.05G154900.1.p, GmISU01.08G131400.1.p	Lsat_1_v5_gn_2_67381.1
OG0012835	GmISU01.07G024600.1.p, GmISU01.08G200800.1.p	Lsat_1_v5_gn_4_86121.1, Lsat_1_v5_gn_5_7841.1, Lsat_1_v5_gn_1_31620.1
OG0012836	GmISU01.13G305700.1.p	Lsat_1_v5_gn_8_158021.1
OG0012837	GmISU01.14G186400.1.p	Lsat_1_v5_gn_0_661.1, Lsat_1_v5_gn_0_661.3
OG0012838	GmISU01.10G109300.1.p, GmISU01.02G006850.1.p	Lsat_1_v5_gn_9_7000.1
OG0012839	GmISU01.13G223400.1.p, GmISU01.15G053400.3.p, GmISU01.15G053400.1.p	Lsat_1_v5_gn_9_41400.1
OG0012842	GmISU01.18G028700.2.p, GmISU01.18G028700.1.p	Lsat_1_v5_gn_3_14600.1
OG0012844	GmISU01.06G093700.1.p, GmISU01.04G091300.1.p	Lsat_1_v5_gn_1_3841.3
OG0012846	GmISU01.09G182400.1.p, GmISU01.12G011900.1.p	Lsat_1_v5_gn_2_128600.1, Lsat_1_v5_gn_2_128600.3
OG0012847	GmISU01.17G162900.1.p, GmISU01.05G075100.1.p	Lsat_1_v5_gn_2_115121.1
OG0012848	GmISU01.12G121700.1.p	Lsat_1_v5_gn_7_110600.1, Lsat_1_v5_gn_7_110600.2
OG0012849	GmISU01.16G019700.1.p	Lsat_1_v5_gn_8_17941.2
OG0012850	GmISU01.16G059900.1.p, GmISU01.19G061100.1.p, GmISU01.19G043900.1.p	Lsat_1_v5_gn_2_93441.1, Lsat_1_v5_gn_0_21761.1, Lsat_1_v5_gn_0_21761.3, Lsat_1_v5_gn_4_184641.1
OG0012851	GmISU01.06G138100.1.p, GmISU01.04G174700.1.p	Lsat_1_v5_gn_8_142161.1
OG0012852	GmISU01.10G029400.1.p, GmISU01.02G127800.1.p	Lsat_1_v5_gn_5_186781.1, Lsat_1_v5_gn_5_186781.4
OG0012853	GmISU01.17G139000.1.p	Lsat_1_v5_gn_8_89340.1
OG0012854	GmISU01.13G184000.1.p, GmISU01.15G089000.1.p, GmISU01.17G021400.1.p, GmISU01.07G212700.1.p	Lsat_1_v5_gn_6_16141.1
OG0012856	GmISU01.05G043800.1.p, GmISU01.17G120000.1.p	Lsat_1_v5_gn_5_13720.1
OG0012857	GmISU01.06G135000.1.p, GmISU01.04G177400.1.p	Lsat_1_v5_gn_4_140021.3, Lsat_1_v5_gn_4_140021.1
OG0012859	GmISU01.13G139500.1.p	Lsat_1_v5_gn_8_58680.1
OG0012860	GmISU01.10G133900.1.p, GmISU01.20G181800.1.p, GmISU01.03G207900.1.p	Lsat_1_v5_gn_8_24880.1
OG0012861	GmISU01.04G081800.1.p, GmISU01.06G083100.1.p	Lsat_1_v5_gn_9_81101.1
OG0012862	GmISU01.13G097900.1.p, GmISU01.10G035500.1.p	Lsat_1_v5_gn_9_10681.1, Lsat_1_v5_gn_9_10681.2
OG0012863	GmISU01.10G000900.2.p, GmISU01.02G000300.2.p, GmISU01.19G222600.1.p, GmISU01.02G000300.1.p, GmISU01.10G000900.1.p	Lsat_1_v5_gn_3_124261.1
OG0012864	GmISU01.11G015600.1.p, GmISU01.01G184000.1.p	Lsat_1_v5_gn_3_10720.1, Lsat_1_v5_gn_6_83961.1
OG0012866	GmISU01.01G199200.1.p	Lsat_1_v5_gn_2_78540.1
OG0012868	GmISU01.08G314600.1.p	Lsat_1_v5_gn_8_89800.1
OG0012869	GmISU01.01G202400.1.p	Lsat_1_v5_gn_8_25680.1, Lsat_1_v5_gn_8_25680.2
OG0012870	GmISU01.08G163400.1.p	Lsat_1_v5_gn_9_86820.1, Lsat_1_v5_gn_9_86820.2, Lsat_1_v5_gn_9_6120.1
OG0012871	GmISU01.14G179000.1.p, GmISU01.02G206700.1.p	Lsat_1_v5_gn_3_65081.1
OG0012872	GmISU01.05G037800.1.p, GmISU01.17G077800.1.p	Lsat_1_v5_gn_5_14380.3, Lsat_1_v5_gn_5_14380.1, Lsat_1_v5_gn_5_14380.2, Lsat_1_v5_gn_1_27801.2
OG0012874	GmISU01.08G307200.1.p	Lsat_1_v5_gn_5_178440.3, Lsat_1_v5_gn_5_178440.1
OG0012876	GmISU01.05G099200.2.p, GmISU01.08G071200.1.p	Lsat_1_v5_gn_2_108000.1, Lsat_1_v5_gn_2_108000.2
OG0012877	GmISU01.19G196800.1.p, GmISU01.03G195200.1.p	Lsat_1_v5_gn_9_86761.1
OG0012878	GmISU01.12G039500.1.p, GmISU01.11G108800.1.p	Lsat_1_v5_gn_9_109600.1
OG0012880	GmISU01.10G221300.1.p, GmISU01.20G097000.1.p	Lsat_1_v5_gn_9_112601.1
OG0012881	GmISU01.18G185900.1.p, GmISU01.09G208100.1.p	Lsat_1_v5_gn_2_95140.3, Lsat_1_v5_gn_2_95140.1
OG0012882	GmISU01.04G188100.1.p, GmISU01.06G123500.1.p	Lsat_1_v5_gn_8_4541.1
OG0012883	GmISU01.20G059200.1.p	Lsat_1_v5_gn_6_68700.1
OG0012884	GmISU01.04G193200.1.p, GmISU01.06G118100.1.p	Lsat_1_v5_gn_8_5280.1
OG0012885	GmISU01.02G045000.1.p, GmISU01.16G105600.1.p	Lsat_1_v5_gn_3_74241.1, Lsat_1_v5_gn_3_74241.2
OG0012886	GmISU01.02G112300.1.p, GmISU01.01G058600.1.p	Lsat_1_v5_gn_8_37640.1
OG0012887	GmISU01.20G169500.1.p, GmISU01.10G147000.1.p, GmISU01.20G169400.1.p, GmISU01.10G147100.1.p, GmISU01.10G005700.1.p, GmISU01.02G004900.1.p	Lsat_1_v5_gn_3_120620.1
OG0012888	GmISU01.13G048400.1.p, GmISU01.19G010600.1.p	Lsat_1_v5_gn_2_92620.1, Lsat_1_v5_gn_2_92620.2, Lsat_1_v5_gn_2_92600.1, Lsat_1_v5_gn_2_92600.3
OG0012890	GmISU01.08G048300.1.p, GmISU01.05G210800.1.p	Lsat_1_v5_gn_8_144020.1
OG0012892	GmISU01.01G048900.1.p, GmISU01.02G102100.1.p	Lsat_1_v5_gn_3_56260.3, Lsat_1_v5_gn_3_56260.1
OG0012893	GmISU01.01G025200.1.p, GmISU01.01G025200.2.p	Lsat_1_v5_gn_3_28821.3, Lsat_1_v5_gn_3_28821.1
OG0012894	GmISU01.15G124900.1.p, GmISU01.09G027700.1.p	Lsat_1_v5_gn_9_46060.1
OG0012897	GmISU01.12G013900.1.p, GmISU01.12G014100.1.p, GmISU01.12G014200.4.p, GmISU01.12G014200.3.p, GmISU01.12G014200.5.p, GmISU01.12G014000.1.p	Lsat_1_v5_gn_1_78621.2, Lsat_1_v5_gn_1_78621.1
OG0012899	GmISU01.05G035400.1.p	Lsat_1_v5_gn_5_15080.1, Lsat_1_v5_gn_5_15080.2
OG0012900	GmISU01.13G016500.2.p, GmISU01.13G016500.1.p, GmISU01.14G127100.1.p	Lsat_1_v5_gn_4_15701.1, Lsat_1_v5_gn_4_15701.2
OG0012902	GmISU01.05G024600.1.p, GmISU01.17G091400.1.p	Lsat_1_v5_gn_5_20140.1, Lsat_1_v5_gn_5_20140.3
OG0012903	GmISU01.01G038700.1.p, GmISU01.02G020200.1.p	Lsat_1_v5_gn_3_49860.2, Lsat_1_v5_gn_3_49860.1
OG0012904	GmISU01.11G094900.1.p	Lsat_1_v5_gn_7_74401.1
OG0012905	GmISU01.02G018400.1.p	Lsat_1_v5_gn_4_8840.3, Lsat_1_v5_gn_4_8840.1
OG0012906	GmISU01.08G114300.1.p	Lsat_1_v5_gn_7_26041.1
OG0012907	GmISU01.08G049700.1.p	Lsat_1_v5_gn_2_14700.3, Lsat_1_v5_gn_2_14700.1
OG0012908	GmISU01.09G173000.1.p, GmISU01.09G173000.2.p, GmISU01.01G113300.1.p	Lsat_1_v5_gn_3_92801.1, Lsat_1_v5_gn_3_92801.2
OG0012909	GmISU01.18G106900.1.p, GmISU01.08G261400.1.p, GmISU01.02G024700.1.p, GmISU01.01G034200.1.p	Lsat_1_v5_gn_4_6101.1
OG0012910	GmISU01.20G031300.1.p, GmISU01.08G239000.1.p	Lsat_1_v5_gn_3_59660.1
OG0012911	GmISU01.04G007000.1.p	Lsat_1_v5_gn_8_126921.1
OG0012912	GmISU01.05G204700.1.p, GmISU01.08G042000.1.p	Lsat_1_v5_gn_8_46201.2, Lsat_1_v5_gn_8_46201.1
OG0012913	GmISU01.05G090600.1.p, GmISU01.17G142400.1.p, GmISU01.11G038600.1.p	Lsat_1_v5_gn_6_78680.1
OG0012915	GmISU01.07G036400.1.p, GmISU01.16G006500.2.p	Lsat_1_v5_gn_9_117140.1
OG0012916	GmISU01.17G089001.1.p, GmISU01.05G026800.1.p	Lsat_1_v5_gn_4_107401.3
OG0012918	GmISU01.09G123400.1.p	Lsat_1_v5_gn_9_61061.3, Lsat_1_v5_gn_9_61061.1, Lsat_1_v5_gn_9_61061.2
OG0012920	GmISU01.08G093200.1.p	Lsat_1_v5_gn_0_24261.1
OG0012921	GmISU01.01G048800.1.p, GmISU01.02G102000.1.p	Lsat_1_v5_gn_4_10260.1
OG0012922	GmISU01.10G243300.1.p, GmISU01.20G073000.2.p	Lsat_1_v5_gn_4_64581.1
OG0012923	GmISU01.20G070800.2.p, GmISU01.20G070800.1.p, GmISU01.10G245200.1.p, GmISU01.09G239700.1.p	Lsat_1_v5_gn_9_43240.1
OG0012924	GmISU01.08G259100.1.p, GmISU01.18G108800.1.p	Lsat_1_v5_gn_3_47940.1
OG0012925	GmISU01.09G005700.1.p, GmISU01.15G102500.1.p	Lsat_1_v5_gn_5_101961.1
OG0012926	GmISU01.20G093200.1.p, GmISU01.10G224400.1.p	Lsat_1_v5_gn_4_15340.1
OG0012927	GmISU01.02G114900.1.p, GmISU01.01G073100.1.p	Lsat_1_v5_gn_4_20381.1, Lsat_1_v5_gn_4_182240.1
OG0012931	GmISU01.19G064400.1.p	Lsat_1_v5_gn_3_117580.1, Lsat_1_v5_gn_3_117580.3, Lsat_1_v5_gn_3_116540.4, Lsat_1_v5_gn_3_117600.4
OG0012932	GmISU01.11G172900.1.p, GmISU01.18G053100.1.p, GmISU01.18G053100.2.p	Lsat_1_v5_gn_8_111440.1
OG0012933	GmISU01.07G042600.1.p, GmISU01.16G012400.1.p, GmISU01.19G221000.1.p	Lsat_1_v5_gn_0_17501.1, Lsat_1_v5_gn_5_122220.1, Lsat_1_v5_gn_1_105881.1, Lsat_1_v5_gn_9_45420.1, Lsat_1_v5_gn_4_91660.1
OG0012935	GmISU01.03G139700.1.p, GmISU01.19G143000.5.p, GmISU01.19G143000.4.p, GmISU01.19G143000.1.p, GmISU01.19G143000.3.p, GmISU01.19G143000.2.p, GmISU01.19G143000.6.p	Lsat_1_v5_gn_1_53881.3, Lsat_1_v5_gn_1_53881.1
OG0012936	GmISU01.13G047000.1.p, GmISU01.19G012100.1.p, GmISU01.19G012100.3.p	Lsat_1_v5_gn_4_180681.1
OG0012939	GmISU01.14G105700.1.p, GmISU01.17G182900.1.p	Lsat_1_v5_gn_5_30240.3, Lsat_1_v5_gn_5_30240.1
OG0012941	GmISU01.08G120000.1.p, GmISU01.13G187700.1.p	Lsat_1_v5_gn_7_32041.1
OG0012942	GmISU01.13G091400.1.p, GmISU01.17G036600.1.p	Lsat_1_v5_gn_6_118241.1
OG0012944	GmISU01.09G074300.1.p, GmISU01.15G171400.1.p	Lsat_1_v5_gn_9_102921.1, Lsat_1_v5_gn_3_93600.1
OG0012947	GmISU01.20G137400.1.p, GmISU01.10G180100.1.p	Lsat_1_v5_gn_9_4661.1
OG0012954	GmISU01.02G123200.1.p, GmISU01.07G176300.2.p	Lsat_1_v5_gn_9_61500.1, Lsat_1_v5_gn_9_61500.2, Lsat_1_v5_gn_9_61500.3
OG0012959	GmISU01.16G169700.1.p, GmISU01.09G116800.1.p, GmISU01.10G201900.1.p	Lsat_1_v5_gn_2_99080.1
OG0012960	GmISU01.05G168400.1.p, GmISU01.08G005400.1.p, GmISU01.04G164700.1.p, GmISU01.06G148800.1.p	Lsat_1_v5_gn_6_63300.1
OG0012961	GmISU01.09G033100.1.p	Lsat_1_v5_gn_1_41401.1
OG0012964	GmISU01.08G206000.1.p, GmISU01.07G018100.1.p	Lsat_1_v5_gn_5_137340.2, Lsat_1_v5_gn_5_137340.1
OG0012965	GmISU01.20G005300.2.p, GmISU01.20G005300.1.p, GmISU01.18G071300.1.p, GmISU01.18G071300.2.p, GmISU01.20G005800.1.p	Lsat_1_v5_gn_0_32960.1, Lsat_1_v5_gn_0_32960.3
OG0012966	GmISU01.13G134800.3.p, GmISU01.13G134800.2.p	Lsat_1_v5_gn_7_43521.3, Lsat_1_v5_gn_7_43521.1
OG0012967	GmISU01.07G184500.1.p, GmISU01.20G011900.1.p	Lsat_1_v5_gn_8_43820.1, Lsat_1_v5_gn_3_54800.1, Lsat_1_v5_gn_3_54800.2
OG0012970	GmISU01.02G088400.2.p	Lsat_1_v5_gn_4_20121.1, Lsat_1_v5_gn_4_20121.3
OG0012971	GmISU01.13G004600.1.p, GmISU01.20G043700.1.p	Lsat_1_v5_gn_3_125601.3, Lsat_1_v5_gn_3_125601.1
OG0012974	GmISU01.06G214101.1.p, GmISU01.12G122500.1.p	Lsat_1_v5_gn_7_106360.3, Lsat_1_v5_gn_7_106360.1
OG0012976	GmISU01.19G180100.1.p, GmISU01.03G178800.1.p	Lsat_1_v5_gn_9_2661.1, Lsat_1_v5_gn_9_2661.2
OG0012977	GmISU01.11G072600.1.p, GmISU01.01G126600.1.p	Lsat_1_v5_gn_3_71080.1
OG0012985	GmISU01.13G022500.1.p, GmISU01.08G064200.1.p	Lsat_1_v5_gn_5_108861.2, Lsat_1_v5_gn_5_108861.1
OG0013003	GmISU01.20G093600.1.p, GmISU01.10G223900.1.p	Lsat_1_v5_gn_4_14961.1, Lsat_1_v5_gn_8_43280.1, Lsat_1_v5_gn_4_154841.1
OG0013004	GmISU01.02G087500.4.p	Lsat_1_v5_gn_6_88041.1
OG0013005	GmISU01.03G113100.2.p, GmISU01.03G113100.1.p, GmISU01.03G113100.3.p, GmISU01.19G118100.2.p, GmISU01.19G118100.7.p, GmISU01.19G118100.4.p, GmISU01.19G118100.8.p, GmISU01.19G118100.9.p, GmISU01.19G118100.5.p, GmISU01.19G118100.3.p, GmISU01.19G118100.10.p	Lsat_1_v5_gn_9_1741.2
OG0013007	GmISU01.03G060600.1.p, GmISU01.01G087400.1.p, GmISU01.13G206500.1.p, GmISU01.15G068900.1.p, GmISU01.07G127900.1.p, GmISU01.18G147600.1.p	Lsat_1_v5_gn_9_35941.1, Lsat_1_v5_gn_9_20140.1, Lsat_1_v5_gn_5_172261.1
OG0013009	GmISU01.03G074600.1.p, GmISU01.03G074600.3.p, GmISU01.03G074600.2.p, GmISU01.03G074600.4.p, GmISU01.07G108200.2.p, GmISU01.07G108200.3.p, GmISU01.07G108200.4.p	Lsat_1_v5_gn_7_33221.1
OG0013013	GmISU01.04G043400.1.p	Lsat_1_v5_gn_5_62800.1
OG0013026	GmISU01.15G013100.1.p	Lsat_1_v5_gn_1_34921.1, Lsat_1_v5_gn_1_34921.2, Lsat_1_v5_gn_1_34921.3, Lsat_1_v5_gn_1_52921.3, Lsat_1_v5_gn_1_52921.4, Lsat_1_v5_gn_1_52921.2, Lsat_1_v5_gn_1_52921.1
OG0013031	GmISU01.07G103550.1.p	Lsat_1_v5_gn_9_35481.3, Lsat_1_v5_gn_4_149801.2, Lsat_1_v5_gn_8_35100.3, Lsat_1_v5_gn_4_149801.3, Lsat_1_v5_gn_4_149801.1, Lsat_1_v5_gn_9_35481.1, Lsat_1_v5_gn_9_35481.2, Lsat_1_v5_gn_7_98620.1, Lsat_1_v5_gn_8_35100.1, Lsat_1_v5_gn_0_27180.1, Lsat_1_v5_gn_7_98620.3, Lsat_1_v5_gn_7_98620.2
OG0013039	GmISU01.05G075800.1.p, GmISU01.09G106100.2.p	Lsat_1_v5_gn_3_13340.1, Lsat_1_v5_gn_5_181880.1, Lsat_1_v5_gn_2_20521.1, Lsat_1_v5_gn_3_110440.1, Lsat_1_v5_gn_6_94301.1, Lsat_1_v5_gn_9_39281.1, Lsat_1_v5_gn_4_147860.1, Lsat_1_v5_gn_4_147680.1
OG0013040	GmISU01.05G004800.1.p	Lsat_1_v5_gn_4_183520.2, Lsat_1_v5_gn_4_183520.1, Lsat_1_v5_gn_4_183520.3
OG0013046	GmISU01.13G019000.1.p	Lsat_1_v5_gn_5_72200.1, Lsat_1_v5_gn_3_108240.2, Lsat_1_v5_gn_8_133460.1, Lsat_1_v5_gn_2_59921.2, Lsat_1_v5_gn_3_108240.1, Lsat_1_v5_gn_2_59921.1, Lsat_1_v5_gn_8_133460.2, Lsat_1_v5_gn_6_8660.1, Lsat_1_v5_gn_5_97641.3, Lsat_1_v5_gn_9_67721.1, Lsat_1_v5_gn_5_72200.3, Lsat_1_v5_gn_5_97641.1
OG0013104	GmISU01.20G069800.1.p, GmISU01.10G246100.1.p	Lsat_1_v5_gn_2_116581.3, Lsat_1_v5_gn_2_116581.1, Lsat_1_v5_gn_8_16220.1
OG0013105	GmISU01.09G105400.1.p, GmISU01.09G105300.1.p, GmISU01.16G151100.1.p	Lsat_1_v5_gn_6_32900.1
OG0013108	GmISU01.18G123800.1.p, GmISU01.08G310600.1.p	Lsat_1_v5_gn_9_14981.1
OG0013109	GmISU01.03G182900.1.p, GmISU01.19G184000.1.p, GmISU01.19G184000.2.p	Lsat_1_v5_gn_8_167241.2, Lsat_1_v5_gn_8_167241.1
OG0013110	GmISU01.12G196381.1.p, GmISU01.12G195940.1.p, GmISU01.12G196200.2.p	Lsat_1_v5_gn_4_50801.1
OG0013113	GmISU01.12G146900.1.p, GmISU01.12G146900.2.p, GmISU01.12G073800.1.p, GmISU01.11G153600.1.p	Lsat_1_v5_gn_6_43340.1, Lsat_1_v5_gn_6_43340.3
OG0013115	GmISU01.15G170200.1.p, GmISU01.09G075800.2.p, GmISU01.09G075800.1.p, GmISU01.09G075800.3.p, GmISU01.09G075800.4.p, GmISU01.09G075800.6.p, GmISU01.09G075800.5.p	Lsat_1_v5_gn_3_20980.1
OG0013117	GmISU01.08G307500.1.p, GmISU01.18G119000.1.p	Lsat_1_v5_gn_9_16040.2, Lsat_1_v5_gn_9_16040.1, Lsat_1_v5_gn_8_97920.1
OG0013118	GmISU01.08G032200.1.p	Lsat_1_v5_gn_8_96760.1
OG0013120	GmISU01.10G021100.1.p, GmISU01.02G136400.1.p	Lsat_1_v5_gn_5_189761.1
OG0013121	GmISU01.12G054400.1.p, GmISU01.11G123700.1.p	Lsat_1_v5_gn_5_169660.1
OG0013122	GmISU01.19G003350.1.p	Lsat_1_v5_gn_5_27740.1, Lsat_1_v5_gn_5_121240.1
OG0013123	GmISU01.02G072300.1.p, GmISU01.16G134300.1.p	Lsat_1_v5_gn_9_89920.1
OG0013124	GmISU01.09G206900.1.p, GmISU01.18G187000.1.p	Lsat_1_v5_gn_2_17740.1
OG0013125	GmISU01.03G149300.1.p, GmISU01.19G152600.1.p, GmISU01.13G120000.1.p, GmISU01.10G057400.1.p	Lsat_1_v5_gn_2_24301.1
OG0013126	GmISU01.15G221900.1.p, GmISU01.08G147200.1.p	Lsat_1_v5_gn_1_89920.1
