Orthogroup	G_max.proteins	A_hypochondriacus.proteins
OG0011262	GmISU01.08G103500.1.p	AH007658-RA
OG0011263	GmISU01.03G090800.1.p, GmISU01.19G095800.1.p, GmISU01.03G090600.1.p, GmISU01.03G090900.2.p, GmISU01.03G090900.1.p	AH006640-RA
OG0011264	GmISU01.17G124700.1.p, GmISU01.17G124700.7.p, GmISU01.17G124700.3.p, GmISU01.17G124700.2.p, GmISU01.17G124700.8.p	AH003488-RA
OG0011345	GmISU01.15G090400.1.p, GmISU01.13G182600.1.p	AH010782-RA
OG0011347	GmISU01.17G214700.1.p, GmISU01.17G214700.2.p, GmISU01.14G073200.1.p	AH021110-RA
OG0011348	GmISU01.06G128500.1.p, GmISU01.04G182900.1.p	AH015691-RA
OG0011349	GmISU01.11G005200.1.p, GmISU01.01G195600.1.p	AH014021-RA
OG0011350	GmISU01.07G227500.1.p, GmISU01.17G007300.1.p	AH021454-RA
OG0011351	GmISU01.03G167300.2.p	AH008521-RA
OG0011352	GmISU01.18G002100.1.p	AH006494-RA
OG0011353	GmISU01.20G053200.1.p, GmISU01.10G100100.1.p	AH019040-RA
OG0011354	GmISU01.18G159100.1.p, GmISU01.18G159100.2.p, GmISU01.09G232700.2.p, GmISU01.09G232700.1.p, GmISU01.19G083300.1.p	AH012499-RA
OG0011355	GmISU01.03G087500.1.p, GmISU01.19G093000.1.p	AH006548-RA
OG0011356	GmISU01.02G237900.1.p, GmISU01.14G035000.1.p	AH011066-RA
OG0011357	GmISU01.14G159400.1.p, GmISU01.02G190700.1.p	AH013811-RA
OG0011358	GmISU01.08G158000.1.p, GmISU01.15G212600.1.p	AH010551-RA
OG0011359	GmISU01.19G160400.1.p, GmISU01.03G158400.1.p	AH012582-RA, AH012581-RA
OG0011360	GmISU01.15G131400.1.p, GmISU01.09G035100.1.p, GmISU01.07G204200.1.p	AH019858-RA
OG0011361	GmISU01.03G051800.1.p, GmISU01.01G079800.1.p, GmISU01.07G120200.1.p, GmISU01.18G140200.1.p	AH002353-RA
OG0011362	GmISU01.09G071600.1.p	AH011791-RA
OG0011363	GmISU01.07G217100.1.p, GmISU01.17G016800.1.p	AH017680-RA
OG0011364	GmISU01.02G004200.1.p, GmISU01.10G003600.1.p	AH011847-RA
OG0011366	GmISU01.11G214000.1.p, GmISU01.18G019700.1.p	AH016042-RA
OG0011368	GmISU01.08G217300.1.p, GmISU01.08G217300.2.p, GmISU01.08G217300.3.p	AH016022-RA
OG0011369	GmISU01.19G167900.2.p, GmISU01.19G167900.1.p, GmISU01.03G165800.1.p	AH018908-RA
OG0011370	GmISU01.16G124600.1.p, GmISU01.02G063800.1.p	AH018928-RA
OG0011372	GmISU01.18G129900.1.p	AH013035-RA
OG0011374	GmISU01.17G019100.1.p, GmISU01.07G215000.1.p, GmISU01.13G181000.1.p	AH007039-RA
OG0011376	GmISU01.10G129600.2.p	AH010790-RA
OG0011377	GmISU01.10G059900.1.p, GmISU01.13G122300.1.p	AH014814-RA
OG0011378	GmISU01.18G057100.1.p, GmISU01.11G179400.1.p	AH013825-RA
OG0011380	GmISU01.20G069000.1.p, GmISU01.20G069000.2.p, GmISU01.10G247000.2.p, GmISU01.10G247000.1.p	AH023482-RA
OG0011381	GmISU01.08G306700.1.p, GmISU01.18G119100.1.p	AH017899-RA
OG0011382	GmISU01.07G020801.1.p, GmISU01.08G203400.1.p	AH000659-RA
OG0011383	GmISU01.11G181300.1.p, GmISU01.18G061000.1.p	AH022676-RA
OG0011384	GmISU01.19G093100.1.p, GmISU01.03G087700.1.p	AH019099-RA
OG0011385	GmISU01.03G096000.1.p, GmISU01.19G099500.1.p	AH006711-RA
OG0011388	GmISU01.10G175000.1.p	AH017811-RA
OG0011389	GmISU01.12G201400.2.p, GmISU01.12G201400.1.p, GmISU01.13G171700.1.p	AH005189-RA
OG0011390	GmISU01.01G196100.1.p, GmISU01.11G004800.1.p, GmISU01.10G209800.1.p, GmISU01.20G111000.1.p	AH009659-RA
OG0011391	GmISU01.10G102100.1.p, GmISU01.10G102100.2.p	AH006948-RA
OG0011393	GmISU01.15G147700.1.p, GmISU01.09G051200.1.p	AH014406-RA
OG0011394	GmISU01.11G230100.1.p	AH020550-RA
OG0011397	GmISU01.20G111400.1.p, GmISU01.10G209600.1.p	AH007306-RA, AH019939-RA
OG0011400	GmISU01.20G056900.1.p, GmISU01.10G107000.1.p	AH020194-RA
OG0011401	GmISU01.09G029800.1.p, GmISU01.15G126500.2.p	AH015602-RA
OG0011402	GmISU01.13G297800.1.p, GmISU01.15G033600.1.p	AH022583-RA, AH013726-RA
OG0011404	GmISU01.08G308100.1.p	AH022207-RA, AH013603-RA
OG0011405	GmISU01.01G104000.1.p, GmISU01.01G104000.2.p	AH020712-RA, AH015447-RA
OG0011406	GmISU01.02G146200.1.p, GmISU01.10G085400.1.p	AH016077-RA
OG0011407	GmISU01.02G011100.1.p, GmISU01.10G011900.1.p	AH002698-RA, AH017684-RA
OG0011408	GmISU01.13G093600.1.p, GmISU01.10G032300.1.p, GmISU01.13G093600.2.p	AH017752-RA
OG0011409	GmISU01.15G005400.1.p, GmISU01.13G325100.2.p	AH021887-RA, AH012728-RA
OG0011411	GmISU01.09G184200.1.p, GmISU01.09G184200.2.p	AH022735-RA
OG0011412	GmISU01.02G012000.1.p, GmISU01.10G012800.1.p, GmISU01.19G178800.1.p, GmISU01.03G177500.1.p	AH017698-RA
OG0011413	GmISU01.20G029600.1.p	AH011039-RA
OG0011414	GmISU01.08G139800.1.p, GmISU01.15G224100.1.p	AH008350-RA
OG0011415	GmISU01.15G133000.1.p, GmISU01.09G036900.1.p, GmISU01.17G027800.1.p	AH007140-RA
OG0011416	GmISU01.02G065600.1.p, GmISU01.16G126300.1.p	AH006917-RA
OG0011417	GmISU01.18G058400.1.p, GmISU01.11G180900.1.p	AH022689-RA
OG0011418	GmISU01.11G117700.1.p, GmISU01.12G048400.2.p, GmISU01.12G048400.1.p	AH019967-RA
OG0011419	GmISU01.19G098900.1.p, GmISU01.03G095200.1.p	AH006682-RA
OG0011420	GmISU01.11G159600.1.p, GmISU01.12G061600.1.p	AH001253-RA
OG0011421	GmISU01.10G043700.1.p, GmISU01.13G107300.1.p	AH022809-RA
OG0011422	GmISU01.02G238000.2.p, GmISU01.02G238000.3.p, GmISU01.14G034800.1.p	AH007509-RA
OG0011423	GmISU01.17G013800.1.p, GmISU01.07G220500.1.p, GmISU01.13G174500.1.p, GmISU01.15G097900.1.p	AH007069-RA, AH020114-RA
OG0011424	GmISU01.10G119300.1.p, GmISU01.20G196400.1.p	AH007616-RA
OG0011425	GmISU01.19G105900.1.p, GmISU01.19G105900.2.p, GmISU01.03G101800.1.p	AH006758-RA
OG0011427	GmISU01.08G305900.1.p	AH017887-RA
OG0011428	GmISU01.10G146000.1.p	AH006898-RA
OG0011429	GmISU01.16G126400.2.p, GmISU01.16G126400.1.p	AH006896-RA
OG0011430	GmISU01.12G019000.1.p, GmISU01.11G086400.1.p	AH000935-RA
OG0011433	GmISU01.03G124000.1.p, GmISU01.19G128000.1.p, GmISU01.11G150800.1.p	AH002637-RA
OG0011434	GmISU01.19G209600.1.p, GmISU01.19G209600.2.p, GmISU01.03G208800.1.p	AH008795-RA
OG0011435	GmISU01.02G234400.1.p, GmISU01.14G039000.1.p	AH001301-RA
OG0011436	GmISU01.19G208500.1.p, GmISU01.03G207500.1.p	AH010745-RA
OG0011437	GmISU01.18G000300.1.p	AH007649-RA
OG0011438	GmISU01.19G078700.1.p, GmISU01.16G041700.1.p	AH005248-RA
OG0011439	GmISU01.10G243100.1.p	AH001057-RA
OG0011440	GmISU01.07G175800.2.p, GmISU01.07G175800.1.p, GmISU01.02G123700.1.p, GmISU01.02G123700.2.p, GmISU01.02G123700.3.p	AH011700-RA
OG0011441	GmISU01.18G136900.1.p, GmISU01.07G117600.1.p	AH018958-RA
OG0011442	GmISU01.07G132800.1.p, GmISU01.18G152000.1.p	AH018814-RA
OG0011443	GmISU01.01G013800.1.p, GmISU01.07G133100.2.p, GmISU01.07G133100.3.p	AH014819-RA
OG0011445	GmISU01.08G303100.1.p, GmISU01.07G104500.1.p, GmISU01.03G078700.1.p	AH021962-RA
OG0011446	GmISU01.15G196500.1.p, GmISU01.13G164200.1.p, GmISU01.11G167700.1.p, GmISU01.04G112500.1.p	AH019152-RA
OG0011447	GmISU01.11G005500.1.p, GmISU01.01G194800.1.p	AH007094-RA
OG0011448	GmISU01.18G123900.1.p, GmISU01.08G310700.1.p	AH013116-RA, AH013669-RA
OG0011449	GmISU01.04G024700.1.p, GmISU01.14G181600.1.p, GmISU01.17G223200.1.p	AH008321-RA
OG0011450	GmISU01.13G052400.1.p, GmISU01.20G037300.1.p	AH009492-RA
OG0011452	GmISU01.14G136900.1.p	AH023600-RA, AH023601-RA
OG0011454	GmISU01.10G011400.1.p, GmISU01.10G011400.5.p, GmISU01.10G011400.6.p, GmISU01.01G189500.1.p	AH014830-RA
OG0011455	GmISU01.20G008500.4.p, GmISU01.20G008500.1.p, GmISU01.20G008500.2.p	AH001900-RA
OG0011457	GmISU01.11G066600.1.p, GmISU01.01G132600.1.p	AH005815-RA
OG0011458	GmISU01.09G191400.1.p	AH008796-RA
OG0011460	GmISU01.11G112400.1.p, GmISU01.16G053300.1.p, GmISU01.12G074400.1.p, GmISU01.12G042800.1.p	AH001860-RA
OG0011462	GmISU01.05G101500.1.p, GmISU01.08G073501.1.p	AH000945-RA
OG0011463	GmISU01.08G132600.1.p, GmISU01.05G156100.1.p	AH005830-RA
OG0011464	GmISU01.11G061600.1.p	AH003841-RA
OG0011465	GmISU01.04G041200.1.p, GmISU01.06G040400.1.p	AH022017-RA
OG0011466	GmISU01.04G165700.1.p	AH003300-RA
OG0011469	GmISU01.10G182800.1.p, GmISU01.20G134500.1.p	AH008565-RA
OG0011470	GmISU01.09G147300.1.p, GmISU01.07G081500.1.p	AH000911-RA
OG0011472	GmISU01.19G049700.1.p, GmISU01.16G064500.1.p	AH011950-RA
OG0011473	GmISU01.16G022300.1.p, GmISU01.16G022300.2.p	AH009200-RA
OG0011475	GmISU01.10G215200.1.p, GmISU01.20G103400.1.p	AH000685-RA
OG0011477	GmISU01.15G126000.1.p	AH017219-RA
OG0011478	GmISU01.09G074400.1.p, GmISU01.12G134500.1.p	AH015722-RA
OG0011479	GmISU01.04G207800.1.p, GmISU01.06G101500.1.p	AH023596-RA
OG0011480	GmISU01.06G084900.2.p, GmISU01.06G084900.1.p, GmISU01.04G083500.1.p	AH008838-RA
OG0011481	GmISU01.08G061300.1.p, GmISU01.07G153000.1.p	AH002390-RA, AH000713-RA
OG0011482	GmISU01.05G165100.1.p	AH003259-RA, AH010380-RA
OG0011483	GmISU01.08G044100.4.p, GmISU01.08G044100.3.p, GmISU01.05G206500.1.p	AH008567-RA
OG0011484	GmISU01.20G012000.1.p, GmISU01.07G184600.1.p, GmISU01.07G184600.2.p	AH023743-RA
OG0011485	GmISU01.01G010000.1.p	AH001043-RA
OG0011486	GmISU01.03G062500.4.p, GmISU01.03G062500.3.p, GmISU01.16G081200.1.p, GmISU01.16G081200.3.p	AH013080-RA
OG0011487	GmISU01.01G198900.1.p	AH000677-RA
OG0011488	GmISU01.06G092700.1.p	AH016905-RA, AH008718-RA
OG0011489	GmISU01.13G189200.1.p, GmISU01.15G084000.1.p	AH001327-RA
OG0011490	GmISU01.13G046400.1.p	AH010712-RA
OG0011491	GmISU01.04G025100.2.p, GmISU01.04G025100.1.p, GmISU01.06G022900.1.p	AH008935-RA
OG0011492	GmISU01.02G122600.1.p, GmISU01.07G176900.1.p	AH001883-RA
OG0011493	GmISU01.18G023900.2.p, GmISU01.18G023900.1.p, GmISU01.11G210000.1.p, GmISU01.11G210000.2.p	AH023114-RA
OG0011494	GmISU01.05G211500.1.p	AH005631-RA
OG0011496	GmISU01.05G084100.1.p, GmISU01.17G148600.1.p	AH005692-RA
OG0011497	GmISU01.17G208900.1.p, GmISU01.14G079200.1.p, GmISU01.04G038200.1.p, GmISU01.06G037800.1.p	AH016667-RA, AH008418-RA
OG0011498	GmISU01.02G037200.1.p, GmISU01.01G023000.1.p	AH003924-RA
OG0011499	GmISU01.08G154200.1.p, GmISU01.15G216000.1.p	AH016003-RA
OG0011500	GmISU01.08G063900.1.p	AH002411-RA
OG0011501	GmISU01.08G002900.1.p, GmISU01.13G326100.1.p, GmISU01.15G004800.1.p	AH010370-RA
OG0011502	GmISU01.02G052100.1.p, GmISU01.16G114400.1.p	AH003990-RA
OG0011503	GmISU01.04G089800.1.p, GmISU01.06G091700.1.p	AH023405-RA
OG0011504	GmISU01.05G073600.1.p, GmISU01.17G159800.1.p	AH006061-RA
OG0011505	GmISU01.16G044500.2.p, GmISU01.19G076300.1.p	AH004277-RA
OG0011506	GmISU01.14G124100.1.p	AH008864-RA
OG0011507	GmISU01.12G001400.1.p	AH009435-RA
OG0011508	GmISU01.12G204500.1.p	AH019496-RA
OG0011509	GmISU01.17G161700.1.p	AH003719-RA, AH006040-RA
OG0011511	GmISU01.09G009000.1.p, GmISU01.15G105700.1.p	AH014920-RA, AH021459-RA
OG0011512	GmISU01.09G165100.1.p, GmISU01.01G016800.1.p	AH005923-RA, AH003635-RA
OG0011513	GmISU01.18G064500.2.p, GmISU01.18G064500.1.p, GmISU01.08G299800.1.p	AH019239-RA
OG0011515	GmISU01.14G013400.1.p, GmISU01.02G258600.1.p	AH009770-RA
OG0011516	GmISU01.14G021500.1.p, GmISU01.02G251100.1.p	AH008204-RA
OG0011517	GmISU01.12G189700.1.p, GmISU01.06G207200.3.p	AH008057-RA
OG0011518	GmISU01.20G107300.1.p, GmISU01.10G213400.1.p	AH015038-RA
OG0011521	GmISU01.15G085300.2.p, GmISU01.15G085300.1.p, GmISU01.13G188000.1.p, GmISU01.13G188000.2.p	AH021280-RA
OG0011522	GmISU01.15G169000.1.p, GmISU01.09G072400.1.p, GmISU01.08G119100.1.p, GmISU01.05G143800.1.p	AH021279-RA
OG0011523	GmISU01.12G098500.1.p, GmISU01.06G249200.1.p	AH000338-RA
OG0011524	GmISU01.13G236500.1.p	AH008730-RA
OG0011525	GmISU01.14G043100.1.p, GmISU01.02G230800.1.p	AH018374-RA
OG0011526	GmISU01.13G007200.1.p	AH008412-RA
OG0011527	GmISU01.18G078000.1.p, GmISU01.08G286900.1.p	AH009882-RA
OG0011528	GmISU01.17G197700.1.p, GmISU01.14G090200.1.p	AH021247-RA
OG0011529	GmISU01.13G261100.1.p, GmISU01.12G169400.1.p	AH013755-RA
OG0011530	GmISU01.06G240600.1.p, GmISU01.12G106200.1.p, GmISU01.06G240700.1.p, GmISU01.06G240500.1.p	AH000266-RA
OG0011532	GmISU01.13G234200.1.p, GmISU01.12G192600.1.p	AH008022-RA
OG0011534	GmISU01.10G062900.2.p, GmISU01.10G062900.1.p, GmISU01.08G076600.2.p, GmISU01.08G076600.1.p, GmISU01.05G104700.1.p	AH021316-RA
OG0011535	GmISU01.09G109500.1.p, GmISU01.16G161000.1.p	AH000426-RA
OG0011537	GmISU01.15G111400.1.p, GmISU01.09G013700.1.p	AH016951-RA
OG0011538	GmISU01.10G191900.1.p, GmISU01.20G127100.1.p	AH019613-RA
OG0011539	GmISU01.14G175300.1.p	AH021185-RA
OG0011540	GmISU01.07G018500.1.p, GmISU01.08G205600.1.p	AH013482-RA
OG0011542	GmISU01.04G069800.1.p, GmISU01.06G070700.1.p	AH015299-RA
OG0011543	GmISU01.20G158800.1.p	AH003032-RA
OG0011545	GmISU01.06G195800.1.p	AH014084-RA, AH014082-RA
OG0011546	GmISU01.03G029300.1.p	AH000300-RA
OG0011547	GmISU01.07G220000.1.p, GmISU01.06G030400.1.p, GmISU01.07G184700.1.p, GmISU01.17G014300.2.p	AH011550-RA
OG0011548	GmISU01.04G053700.2.p, GmISU01.04G053700.1.p, GmISU01.06G052400.1.p	AH017419-RA
OG0011549	GmISU01.03G018900.1.p, GmISU01.03G018900.2.p	AH020728-RA
OG0011550	GmISU01.04G068200.1.p, GmISU01.06G069200.1.p	AH017082-RA
OG0011551	GmISU01.11G026900.1.p	AH003123-RA
OG0011552	GmISU01.09G199000.3.p, GmISU01.09G199000.4.p, GmISU01.09G199000.2.p, GmISU01.18G197000.1.p	AH016698-RA
OG0011553	GmISU01.08G321300.2.p, GmISU01.08G321300.1.p, GmISU01.01G000600.1.p	AH016993-RA
OG0011554	GmISU01.02G244400.1.p, GmISU01.16G096100.1.p	AH018900-RA
OG0011555	GmISU01.13G039800.1.p, GmISU01.19G022200.1.p	AH019122-RA
OG0011556	GmISU01.05G077400.1.p	AH011979-RA
OG0011558	GmISU01.14G099600.1.p, GmISU01.17G189400.1.p	AH020112-RA
OG0011559	GmISU01.07G015300.1.p	AH002135-RA
OG0011560	GmISU01.09G150200.1.p	AH020839-RA
OG0011561	GmISU01.04G078000.1.p, GmISU01.06G079400.1.p	AH016164-RA
OG0011562	GmISU01.13G080200.1.p, GmISU01.17G047000.1.p	AH021122-RA
OG0011563	GmISU01.15G162700.1.p, GmISU01.09G065500.1.p, GmISU01.17G042200.1.p, GmISU01.13G085200.1.p	AH021096-RA
OG0011564	GmISU01.13G188400.1.p, GmISU01.13G188400.2.p, GmISU01.15G084800.1.p	AH013618-RA
OG0011565	GmISU01.17G029400.1.p, GmISU01.17G029400.3.p, GmISU01.17G029400.2.p, GmISU01.07G203900.1.p	AH023846-RA, AH010294-RA, AH007296-RA
OG0011566	GmISU01.01G060900.1.p	AH002803-RA
OG0011567	GmISU01.11G029400.1.p, GmISU01.17G129800.2.p, GmISU01.17G129800.1.p, GmISU01.05G054100.1.p	AH018608-RA
OG0011569	GmISU01.08G194300.1.p, GmISU01.07G030600.1.p	AH015810-RA
OG0011570	GmISU01.07G171250.1.p, GmISU01.13G145900.1.p	AH021760-RA
OG0011571	GmISU01.20G119800.3.p, GmISU01.20G119800.2.p, GmISU01.20G119800.1.p, GmISU01.10G200400.1.p	AH019528-RA
OG0011572	GmISU01.15G156800.3.p, GmISU01.09G060300.2.p, GmISU01.09G060300.1.p	AH014544-RA
OG0011573	GmISU01.07G077800.1.p, GmISU01.09G152100.1.p	AH014530-RA
OG0011574	GmISU01.12G195700.2.p, GmISU01.12G195530.1.p, GmISU01.12G196345.1.p, GmISU01.15G199900.1.p	AH003542-RA, AH015580-RA
OG0011575	GmISU01.12G005400.1.p, GmISU01.09G188500.1.p	AH012422-RA
OG0011576	GmISU01.17G047600.1.p, GmISU01.13G079700.1.p	AH019259-RA
OG0011579	GmISU01.16G165000.1.p, GmISU01.09G110900.1.p, GmISU01.16G165000.2.p	AH019547-RA
OG0011580	GmISU01.07G040300.2.p, GmISU01.07G040300.1.p, GmISU01.16G010400.1.p	AH013407-RA
OG0011581	GmISU01.18G183800.1.p, GmISU01.09G210600.1.p	AH009633-RA
OG0011582	GmISU01.19G212500.1.p, GmISU01.03G211700.1.p	AH009603-RA
OG0011583	GmISU01.18G105600.1.p, GmISU01.08G262700.1.p, GmISU01.17G086600.1.p, GmISU01.05G029300.1.p, GmISU01.06G171200.1.p	AH004701-RA, AH004642-RA
OG0011584	GmISU01.06G199600.1.p, GmISU01.12G129100.1.p	AH008004-RA
OG0011586	GmISU01.17G059100.1.p, GmISU01.13G068500.1.p	AH009499-RA
OG0011587	GmISU01.17G192800.1.p, GmISU01.14G095600.1.p	AH018999-RA
OG0011588	GmISU01.11G019500.1.p	AH018010-RA, AH011280-RA
OG0011589	GmISU01.06G071800.2.p, GmISU01.06G071800.1.p, GmISU01.06G071800.3.p, GmISU01.04G070800.1.p	AH015995-RA
OG0011590	GmISU01.13G328300.1.p, GmISU01.15G002600.2.p, GmISU01.15G002600.4.p	AH020418-RA, AH020417-RA
OG0011591	GmISU01.05G109900.2.p, GmISU01.05G109900.1.p	AH021696-RA
OG0011592	GmISU01.03G006700.1.p, GmISU01.19G089200.1.p	AH018528-RA
OG0011593	GmISU01.11G139900.1.p, GmISU01.01G063800.1.p	AH009148-RA
OG0011594	GmISU01.07G035200.1.p, GmISU01.16G005700.1.p	AH013368-RA
OG0011596	GmISU01.01G108800.2.p, GmISU01.01G108800.3.p, GmISU01.01G108800.1.p, GmISU01.03G020200.1.p, GmISU01.03G020200.2.p	AH009149-RA
OG0011597	GmISU01.13G078900.1.p, GmISU01.17G048200.1.p	AH014201-RA
OG0011598	GmISU01.16G067000.1.p, GmISU01.16G067000.2.p, GmISU01.16G090300.1.p	AH003245-RA
OG0011599	GmISU01.16G145100.1.p, GmISU01.16G145100.2.p	AH012054-RA
OG0011600	GmISU01.06G073400.1.p, GmISU01.06G073400.2.p, GmISU01.04G072400.2.p	AH011431-RA
OG0011601	GmISU01.07G030500.1.p, GmISU01.08G194400.1.p, GmISU01.15G010900.1.p, GmISU01.13G319900.1.p	AH000531-RA, AH002046-RA
OG0011602	GmISU01.04G117800.1.p	AH022460-RA
OG0011603	GmISU01.19G009400.2.p, GmISU01.19G009400.1.p	AH017047-RA
OG0011604	GmISU01.03G188300.1.p, GmISU01.19G190300.1.p	AH007403-RA
OG0011605	GmISU01.20G124400.1.p, GmISU01.10G195700.1.p	AH019569-RA
OG0011607	GmISU01.09G100100.1.p, GmISU01.16G145000.1.p	AH012048-RA
OG0011608	GmISU01.20G043400.2.p, GmISU01.20G043400.1.p, GmISU01.13G005000.1.p	AH001210-RA, AH000126-RA
OG0011609	GmISU01.20G144200.1.p, GmISU01.10G172400.1.p	AH001747-RA, AH000549-RA
OG0011610	GmISU01.15G199300.1.p, GmISU01.13G167700.1.p	AH015700-RA
OG0011611	GmISU01.13G236700.1.p	AH010077-RA
OG0011612	GmISU01.06G205200.1.p	AH008050-RA
OG0011613	GmISU01.15G081100.1.p, GmISU01.13G192800.1.p	AH021030-RA
OG0011614	GmISU01.20G155200.1.p, GmISU01.10G160100.1.p	AH010667-RA
OG0011616	GmISU01.18G023200.1.p, GmISU01.11G210800.1.p	AH023125-RA, AH016344-RA
OG0011618	GmISU01.10G225200.1.p	AH000116-RA
OG0011619	GmISU01.14G028000.2.p, GmISU01.14G028000.1.p	AH000062-RA
OG0011620	GmISU01.07G138400.1.p	AH005233-RB, AH005233-RA
OG0011621	GmISU01.02G165500.1.p, GmISU01.10G070800.1.p, GmISU01.03G161700.1.p	AH012541-RA, AH012540-RA
OG0011622	GmISU01.11G136800.1.p	AH019359-RA
OG0011624	GmISU01.08G311100.1.p, GmISU01.08G311100.2.p, GmISU01.18G124400.1.p, GmISU01.18G124400.2.p	AH023530-RA
OG0011626	GmISU01.13G158800.2.p, GmISU01.13G158800.1.p	AH019322-RA
OG0011629	GmISU01.13G244700.1.p, GmISU01.12G184400.1.p	AH008133-RA
OG0011630	GmISU01.13G228700.1.p, GmISU01.12G197100.1.p	AH007980-RA
OG0011632	GmISU01.07G156100.1.p	AH012059-RA, AH012063-RA, AH012058-RA
OG0011633	GmISU01.02G197500.1.p, GmISU01.14G166900.1.p	AH022435-RA
OG0011634	GmISU01.02G239900.1.p, GmISU01.14G033200.1.p, GmISU01.14G033200.2.p, GmISU01.20G028800.1.p, GmISU01.20G028800.2.p, GmISU01.07G196000.1.p	AH007707-RA
OG0011635	GmISU01.03G006000.1.p, GmISU01.19G089600.1.p	AH019075-RA
OG0011636	GmISU01.14G028200.2.p, GmISU01.14G028200.1.p, GmISU01.02G244800.1.p	AH001148-RA
OG0011637	GmISU01.15G218600.1.p, GmISU01.08G151000.1.p	AH019287-RA
OG0011638	GmISU01.11G156800.1.p, GmISU01.12G070800.1.p	AH000191-RA
OG0011639	GmISU01.08G306100.1.p, GmISU01.08G306100.2.p, GmISU01.18G117900.1.p	AH013933-RA, AH016477-RA
OG0011640	GmISU01.18G148200.1.p	AH011043-RA
OG0011642	GmISU01.13G298400.1.p, GmISU01.15G033100.1.p	AH013753-RA
OG0011643	GmISU01.14G008700.1.p, GmISU01.02G263300.1.p	AH001198-RA
OG0011644	GmISU01.17G108300.2.p, GmISU01.17G108300.1.p, GmISU01.05G008400.1.p	AH021639-RA
OG0011645	GmISU01.12G183800.1.p, GmISU01.12G113600.1.p	AH008129-RA
OG0011647	GmISU01.19G215300.1.p	AH009555-RA
OG0011648	GmISU01.11G128100.1.p, GmISU01.12G058800.1.p	AH012627-RA, AH022501-RA, AH013653-RA
OG0011649	GmISU01.11G128250.1.p	AH013650-RA
OG0011651	GmISU01.15G034800.1.p, GmISU01.13G296900.1.p	AH013712-RA
OG0011652	GmISU01.08G127300.1.p, GmISU01.05G151000.1.p	AH010885-RA, AH007661-RA
OG0011653	GmISU01.12G067200.1.p, GmISU01.11G132800.1.p	AH022713-RA
OG0011654	GmISU01.12G193300.1.p, GmISU01.13G233400.1.p	AH010134-RA
OG0011655	GmISU01.20G151000.1.p, GmISU01.20G151000.2.p, GmISU01.10G164700.1.p, GmISU01.10G164700.2.p	AH021292-RA
OG0011656	GmISU01.10G044600.1.p, GmISU01.13G108300.1.p	AH021954-RA
OG0011657	GmISU01.11G187300.1.p, GmISU01.18G045400.1.p	AH003464-RA
OG0011658	GmISU01.02G231500.1.p, GmISU01.14G018500.1.p	AH022629-RA
OG0011659	GmISU01.17G013100.1.p, GmISU01.07G221300.1.p	AH015020-RA
OG0011661	GmISU01.01G078700.1.p, GmISU01.03G050800.1.p	AH018968-RA
OG0011662	GmISU01.15G027900.3.p, GmISU01.15G027900.1.p, GmISU01.12G046800.1.p	AH011648-RA
OG0011663	GmISU01.10G247300.1.p, GmISU01.10G247300.2.p, GmISU01.20G068700.1.p, GmISU01.20G197700.1.p	AH023484-RA
OG0011664	GmISU01.12G157500.1.p	AH022614-RA
OG0011665	GmISU01.02G146500.1.p, GmISU01.10G085100.1.p	AH006712-RA
OG0011666	GmISU01.05G142400.1.p	AH005329-RA, AH011534-RA
OG0011667	GmISU01.08G105100.1.p, GmISU01.05G130400.1.p	AH007650-RA
OG0011668	GmISU01.11G153400.1.p, GmISU01.12G074000.1.p	AH001230-RA
OG0011669	GmISU01.08G141600.2.p, GmISU01.08G141600.1.p	AH015634-RA
OG0011670	GmISU01.05G109100.2.p, GmISU01.05G109100.1.p, GmISU01.08G080600.1.p, GmISU01.15G143700.1.p	AH012589-RA
OG0011674	GmISU01.08G077400.1.p, GmISU01.05G105500.1.p	AH021310-RA
OG0011675	GmISU01.12G153600.1.p, GmISU01.13G275600.1.p	AH020443-RA, AH006675-RA
OG0011676	GmISU01.11G145000.1.p, GmISU01.12G083300.1.p	AH013909-RA
OG0011677	GmISU01.15G184900.1.p	AH007797-RA
OG0011679	GmISU01.03G141400.1.p, GmISU01.19G144900.1.p	AH021981-RA
OG0011680	GmISU01.09G234000.1.p, GmISU01.18G157800.1.p, GmISU01.03G036100.1.p	AH012516-RA
OG0011682	GmISU01.17G011400.1.p	AH021501-RA, AH014997-RA
OG0011683	GmISU01.03G145200.2.p, GmISU01.19G148600.1.p	AH009688-RA
OG0011684	GmISU01.15G173000.1.p, GmISU01.09G076800.1.p	AH014698-RA
OG0011685	GmISU01.07G099600.1.p	AH016969-RA
OG0011686	GmISU01.15G079400.1.p, GmISU01.13G194800.1.p	AH014803-RA
OG0011687	GmISU01.15G102100.1.p, GmISU01.07G225100.1.p, GmISU01.17G009500.1.p	AH021485-RA
OG0011688	GmISU01.01G050600.1.p	AH008075-RA
OG0011689	GmISU01.04G094800.1.p, GmISU01.06G096800.1.p	AH023585-RA
OG0011691	GmISU01.15G076700.1.p, GmISU01.13G197400.1.p	AH014837-RA
OG0011692	GmISU01.15G033800.1.p, GmISU01.13G297600.1.p	AH022579-RA
OG0011693	GmISU01.18G219500.1.p, GmISU01.08G232900.1.p	AH006449-RA
OG0011694	GmISU01.13G203900.1.p, GmISU01.15G071500.1.p	AH021670-RA, AH021671-RA
