Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0008818	FUN_041034-T1	Ds_00001279-RA
OG0008818	FUN_041033-T1	Ds_00001278-RA
OG0008819	FUN_017190-T1, FUN_017190-T2	Ds_00017230-RA
OG0008820	FUN_052845-T1	Ds_00016453-RA
OG0008821	FUN_048145-T1	Ds_00002832-RA
OG0008823	FUN_026842-T1	Ds_00014669-RA
OG0008824	FUN_030768-T1	Ds_00005916-RA
OG0008825	FUN_052387-T1, FUN_006581-T1	Ds_00012950-RA
OG0008826	FUN_008252-T1	Ds_00014992-RA
OG0008827	FUN_001736-T1	Ds_00007199-RA
OG0008828	FUN_035938-T1	Ds_00014250-RA
OG0008829	FUN_022557-T1	Ds_00012958-RA
OG0008830	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1	Ds_00012968-RA
OG0008831	FUN_031118-T1	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA
OG0008833	FUN_016014-T1, FUN_006224-T1	Ds_00002426-RA
OG0008835	FUN_026795-T1	Ds_00007951-RA
OG0008836	FUN_003700-T1	Ds_00002696-RA
OG0008837	FUN_048081-T1	Ds_00015935-RA
OG0008839	FUN_040044-T1, FUN_040044-T2	Ds_00007655-RA
OG0008840	FUN_004839-T1	Ds_00014234-RA
OG0008842	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2	Ds_00009629-RA
OG0008843	FUN_052861-T1	Ds_00016449-RA
OG0008844	FUN_050059-T1, FUN_023909-T1	Ds_00003437-RA
OG0008845	FUN_019092-T1	Ds_00013451-RA
OG0008846	FUN_036068-T1	Ds_00003922-RA
OG0008848	FUN_013735-T1	Ds_00001776-RA
OG0008849	FUN_012763-T1, FUN_028409-T1	Ds_00016992-RA
OG0008851	FUN_006493-T1, FUN_006493-T2	Ds_00016921-RA
OG0008856	FUN_046470-T1, FUN_036301-T1	Ds_00004935-RA
OG0008857	FUN_045678-T1, FUN_051885-T1	Ds_00000196-RA
OG0008858	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1	Ds_00000444-RA
OG0008859	FUN_007650-T1	Ds_00011802-RA
OG0008861	FUN_009623-T1, FUN_009623-T2	Ds_00010167-RA
OG0008863	FUN_017924-T1	Ds_00011272-RA, Ds_00004851-RA
OG0008864	FUN_001819-T1	Ds_00002408-RA
OG0008865	FUN_026781-T1	Ds_00016859-RA
OG0008866	FUN_003238-T2, FUN_003238-T1	Ds_00014596-RA, Ds_00014597-RA
OG0008867	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1	Ds_00007272-RA
OG0008868	FUN_050014-T1	Ds_00007629-RA
OG0008869	FUN_006299-T1	Ds_00000723-RA
OG0008871	FUN_002627-T1	Ds_00016579-RA
OG0008872	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2	Ds_00012345-RA
OG0008873	FUN_041979-T1	Ds_00013278-RA
OG0008874	FUN_048218-T1	Ds_00002862-RA
OG0008876	FUN_053256-T1	Ds_00005119-RA, Ds_00009596-RA
OG0008879	FUN_022600-T1	Ds_00012355-RA, Ds_00012965-RA
OG0008882	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1	Ds_00010805-RA
OG0008883	FUN_015463-T1	Ds_00012944-RA
OG0008884	FUN_006055-T1	Ds_00003408-RA
OG0008885	FUN_040598-T1	Ds_00002127-RA
OG0008887	FUN_001807-T2	Ds_00012848-RA
OG0008887	FUN_001807-T1	Ds_00010414-RA
OG0008888	FUN_014673-T1	Ds_00000445-RA
OG0008889	FUN_015895-T1, FUN_015895-T2	Ds_00000774-RA
OG0008890	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1	Ds_00017902-RA
OG0008891	FUN_021601-T1, FUN_021601-T2	Ds_00013618-RA
OG0008892	FUN_026838-T1	Ds_00009842-RA
OG0008893	FUN_010251-T1, FUN_010251-T2	Ds_00000249-RA
OG0008896	FUN_041748-T1, FUN_041748-T2	Ds_00005282-RA
OG0008897	FUN_044023-T1, FUN_045242-T1	Ds_00007681-RA, Ds_00007663-RA
OG0008898	FUN_046665-T1	Ds_00007558-RA
OG0008899	FUN_036789-T1	Ds_00011499-RA
OG0008900	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1	Ds_00011012-RA
OG0008901	FUN_000924-T1	Ds_00010449-RA
OG0008902	FUN_010655-T1	Ds_00017422-RA
OG0008903	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1	Ds_00016562-RA
OG0008904	FUN_034835-T1, FUN_034835-T2	Ds_00011093-RA
OG0008905	FUN_031340-T1	Ds_00003020-RA
OG0008906	FUN_008044-T1, FUN_041973-T1	Ds_00004890-RA
OG0008908	FUN_018973-T1	Ds_00015395-RA
OG0008910	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1	Ds_00012269-RA
OG0008911	FUN_008108-T2, FUN_008108-T1	Ds_00004858-RA
OG0008912	FUN_034693-T1	Ds_00005486-RA
OG0008914	FUN_037892-T1	Ds_00011580-RA
OG0008915	FUN_006637-T1	Ds_00008268-RA
OG0008916	FUN_032889-T1, FUN_032889-T2	Ds_00000816-RA
OG0008917	FUN_034662-T1	Ds_00006073-RA
OG0008918	FUN_014598-T1, FUN_014598-T2	Ds_00005986-RA
OG0008919	FUN_027321-T1	Ds_00014570-RA
OG0008920	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2	Ds_00003258-RA
OG0008922	FUN_033933-T1	Ds_00012672-RA
OG0008923	FUN_001690-T1	Ds_00016769-RA
OG0008924	FUN_038710-T1	Ds_00001509-RA, Ds_00010898-RA
OG0008925	FUN_034969-T1	Ds_00011158-RA
OG0008926	FUN_018045-T1	Ds_00009961-RA
OG0008927	FUN_049881-T1	Ds_00011729-RA
OG0008928	FUN_049358-T1	Ds_00001004-RA
OG0008929	FUN_052055-T1	Ds_00004096-RA
OG0008930	FUN_020033-T1	Ds_00005273-RA
OG0008931	FUN_015545-T1, FUN_015545-T2	Ds_00012316-RA
OG0008932	FUN_008183-T1	Ds_00008089-RA
OG0008933	FUN_027259-T1	Ds_00016227-RA
OG0008935	FUN_012174-T1	Ds_00005205-RA
OG0008937	FUN_025203-T1	Ds_00002286-RA
OG0008938	FUN_046279-T1	Ds_00006371-RA
OG0008939	FUN_007708-T1	Ds_00010032-RA
OG0008940	FUN_001687-T2, FUN_001687-T1	Ds_00012274-RA
OG0008941	FUN_003860-T1	Ds_00011082-RA
OG0008942	FUN_020366-T1	Ds_00015581-RA, Ds_00015796-RA
OG0008943	FUN_014622-T1	Ds_00005723-RA, Ds_00003691-RA
OG0008944	FUN_005481-T1	Ds_00010927-RA
OG0008945	FUN_028206-T1	Ds_00008213-RA
OG0008946	FUN_041801-T1, FUN_041798-T1	Ds_00012571-RA, Ds_00007111-RA, Ds_00007112-RA, Ds_00016048-RA
OG0008947	FUN_039138-T1, FUN_039138-T2	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA
OG0008948	FUN_048910-T1	Ds_00011560-RA
OG0008949	FUN_003691-T1	Ds_00002694-RA
OG0008950	FUN_020091-T2, FUN_020091-T1	Ds_00006012-RA
OG0008951	FUN_033790-T2, FUN_033790-T1	Ds_00008423-RA
OG0008954	FUN_034798-T1	Ds_00012739-RA
OG0008955	FUN_030128-T1	Ds_00015258-RA
OG0008956	FUN_036317-T1	Ds_00014561-RA
OG0008957	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2	Ds_00006907-RA
OG0008958	FUN_046635-T1	Ds_00017464-RA
OG0008959	FUN_044437-T1	Ds_00001229-RA
OG0008960	FUN_004689-T1	Ds_00009569-RA
OG0008961	FUN_003875-T1	Ds_00003308-RA
OG0008962	FUN_047621-T1, FUN_019038-T1	Ds_00000876-RA
OG0008963	FUN_027432-T1	Ds_00005199-RA
OG0008964	FUN_045447-T1	Ds_00006699-RA
OG0008965	FUN_046709-T1	Ds_00001822-RA
OG0008967	FUN_021927-T1, FUN_021927-T2	Ds_00002776-RA
OG0008968	FUN_028030-T1	Ds_00003363-RA
OG0008969	FUN_025155-T1	Ds_00013769-RA
OG0008970	FUN_020324-T1	Ds_00014309-RA
OG0008971	FUN_047187-T1	Ds_00012846-RA, Ds_00002950-RA
OG0008972	FUN_049270-T1	Ds_00010070-RA
OG0008973	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2	Ds_00007523-RA
OG0008974	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1	Ds_00005144-RA
OG0008975	FUN_015014-T1	Ds_00005083-RA
OG0008976	FUN_012339-T1	Ds_00015378-RA
OG0008977	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1	Ds_00006694-RA
OG0008978	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1	Ds_00008301-RA
OG0008979	FUN_043784-T1	Ds_00017682-RA
OG0008981	FUN_028261-T1, FUN_028260-T1	Ds_00017520-RA, Ds_00017521-RA
OG0008984	FUN_029209-T1	Ds_00007705-RA
OG0008985	FUN_014623-T1	Ds_00005981-RA
OG0008986	FUN_010314-T1, FUN_051254-T1	Ds_00012328-RA
OG0008987	FUN_030432-T1, FUN_019059-T1	Ds_00004746-RA
OG0008988	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1	Ds_00001182-RA
OG0008989	FUN_023834-T1	Ds_00001132-RA
OG0008991	FUN_021001-T1	Ds_00017115-RA
OG0008992	FUN_039563-T1	Ds_00001556-RA
OG0008994	FUN_044027-T1	Ds_00007657-RA
OG0008995	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1	Ds_00013932-RA
OG0008996	FUN_036643-T1, FUN_036643-T2	Ds_00000879-RA, Ds_00015111-RA
OG0008997	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2	Ds_00010263-RA
OG0008998	FUN_012593-T1, FUN_020744-T1	Ds_00005435-RA
OG0009000	FUN_021771-T1	Ds_00004035-RA
OG0009001	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1	Ds_00003203-RA, Ds_00017450-RA
OG0009002	FUN_047630-T1	Ds_00017859-RA
OG0009004	FUN_004785-T1	Ds_00011032-RA
OG0009005	FUN_009211-T1	Ds_00004027-RA
OG0009006	FUN_045940-T1	Ds_00002942-RA
OG0009007	FUN_046579-T1, FUN_011958-T1	Ds_00001778-RA
OG0009008	FUN_011661-T1, FUN_035503-T1, FUN_035504-T1, FUN_008578-T1	Ds_00015130-RA
OG0009009	FUN_037849-T2, FUN_037849-T1	Ds_00002914-RA
OG0009010	FUN_051624-T1	Ds_00004026-RA
OG0009011	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1	Ds_00013772-RA
OG0009012	FUN_025148-T1, FUN_050285-T1, FUN_050284-T1	Ds_00003833-RA
OG0009013	FUN_003456-T1, FUN_003456-T2	Ds_00005697-RA
OG0009014	FUN_025143-T1	Ds_00009703-RA
OG0009015	FUN_048339-T1	Ds_00002888-RA
OG0009017	FUN_053192-T1, FUN_053192-T2	Ds_00010748-RA
OG0009018	FUN_037937-T1, FUN_037937-T2	Ds_00016146-RA
OG0009019	FUN_014466-T1	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA
OG0009020	FUN_012791-T1, FUN_012791-T2	Ds_00005427-RA
OG0009022	FUN_038576-T1	Ds_00004825-RA
OG0009023	FUN_048359-T1	Ds_00002895-RA
OG0009024	FUN_025306-T2, FUN_025306-T1	Ds_00004800-RA
OG0009025	FUN_015117-T1	Ds_00006450-RA
OG0009026	FUN_041212-T1	Ds_00002793-RA
OG0009028	FUN_025324-T1, FUN_031930-T1	Ds_00010762-RA
OG0009029	FUN_023494-T2, FUN_023494-T1	Ds_00007652-RA
OG0009030	FUN_008796-T1, FUN_008797-T1	Ds_00005620-RA
OG0009031	FUN_025707-T1	Ds_00017566-RA
OG0009032	FUN_051639-T1, FUN_041144-T1	Ds_00013884-RA
OG0009033	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1	Ds_00010968-RA
OG0009035	FUN_014825-T1, FUN_014825-T2	Ds_00005047-RA
OG0009036	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1	Ds_00002899-RA
OG0009037	FUN_038496-T1	Ds_00000374-RA
OG0009038	FUN_044966-T2, FUN_044966-T1	Ds_00001030-RA
OG0009039	FUN_013723-T1, FUN_008987-T1	Ds_00012575-RA, Ds_00005677-RA
OG0009040	FUN_045587-T1	Ds_00008967-RA
OG0009041	FUN_051518-T1, FUN_051518-T2	Ds_00003900-RA
OG0009042	FUN_037926-T2, FUN_037926-T1	Ds_00014194-RA
OG0009043	FUN_002235-T1	Ds_00009774-RA
OG0009044	FUN_002467-T1, FUN_002467-T2	Ds_00006915-RA
OG0009045	FUN_020712-T1	Ds_00008041-RA
OG0009046	FUN_013817-T1	Ds_00012075-RA
OG0009047	FUN_052428-T1	Ds_00017572-RA, Ds_00003685-RA
OG0009048	FUN_043406-T1	Ds_00007687-RA
OG0009049	FUN_018423-T1	Ds_00013267-RA
OG0009050	FUN_039244-T1	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA
OG0009051	FUN_023841-T1	Ds_00009110-RA
OG0009052	FUN_013786-T1	Ds_00017169-RA
OG0009053	FUN_037497-T1, FUN_048206-T1	Ds_00012524-RA
OG0009054	FUN_043656-T1	Ds_00001001-RA
OG0009055	FUN_037542-T1	Ds_00014364-RA
OG0009056	FUN_019211-T1	Ds_00006773-RA
OG0009057	FUN_029983-T1	Ds_00011344-RA
OG0009059	FUN_001315-T1, FUN_026967-T1	Ds_00017545-RA
OG0009060	FUN_047171-T1, FUN_047171-T2	Ds_00013365-RA
OG0009061	FUN_024554-T1, FUN_024554-T2	Ds_00017870-RA
OG0009062	FUN_005762-T1	Ds_00002741-RA
OG0009063	FUN_001967-T1	Ds_00012139-RA
OG0009064	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1	Ds_00013579-RA
OG0009065	FUN_033248-T1	Ds_00004622-RA
OG0009066	FUN_010739-T1	Ds_00003805-RA
OG0009067	FUN_036797-T1	Ds_00015535-RA
OG0009068	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2	Ds_00017757-RA
OG0009069	FUN_037830-T1, FUN_048428-T1	Ds_00002910-RA
OG0009070	FUN_021235-T1, FUN_021235-T2	Ds_00004142-RA
OG0009071	FUN_047330-T1, FUN_010724-T1	Ds_00017482-RA, Ds_00003808-RA
OG0009072	FUN_007958-T1, FUN_043250-T1, FUN_027069-T1, FUN_040844-T1, FUN_040843-T1	Ds_00015942-RA
OG0009073	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1	Ds_00004674-RA
OG0009074	FUN_046937-T1	Ds_00013297-RA, Ds_00002136-RA
OG0009075	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2	Ds_00002098-RA
OG0009076	FUN_027121-T2, FUN_027121-T1, FUN_027121-T3	Ds_00009229-RA
OG0009077	FUN_030913-T1	Ds_00003029-RA
OG0009078	FUN_031659-T1	Ds_00011183-RA
OG0009079	FUN_052509-T1, FUN_036198-T1	Ds_00017966-RA, Ds_00017921-RA
OG0009080	FUN_012910-T1	Ds_00007607-RA
OG0009082	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2	Ds_00011858-RA
OG0009083	FUN_007539-T2, FUN_007539-T1	Ds_00015646-RA
OG0009084	FUN_002631-T1	Ds_00006264-RA
OG0009085	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1	Ds_00009427-RA
OG0009087	FUN_046730-T1	Ds_00003115-RA
OG0009089	FUN_018049-T1	Ds_00016423-RA
OG0009090	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1	Ds_00004146-RA
OG0009092	FUN_025622-T2, FUN_025622-T1	Ds_00007485-RA
OG0009093	FUN_033229-T1	Ds_00007100-RA, Ds_00007101-RA
OG0009094	FUN_049635-T1	Ds_00006369-RA
OG0009095	FUN_049959-T1	Ds_00013877-RA
OG0009096	FUN_051608-T1	Ds_00004021-RA
OG0009097	FUN_010305-T1	Ds_00014550-RA
OG0009097	FUN_010304-T1	Ds_00014549-RA
OG0009099	FUN_000165-T1	Ds_00006247-RA
OG0009100	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1	Ds_00008926-RA, Ds_00008191-RA
OG0009101	FUN_040361-T1, FUN_040361-T3	Ds_00014169-RA
OG0009102	FUN_029135-T1	Ds_00017944-RA
OG0009103	FUN_010727-T1	Ds_00011372-RA
OG0009105	FUN_029815-T1	Ds_00008458-RA
OG0009106	FUN_040733-T1	Ds_00017503-RA
OG0009107	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2	Ds_00010517-RA
OG0009108	FUN_003003-T1	Ds_00000416-RA
OG0009109	FUN_000247-T1	Ds_00002304-RA
OG0009110	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2	Ds_00016076-RA
OG0009111	FUN_015248-T1	Ds_00009301-RA
OG0009112	FUN_045434-T1	Ds_00017054-RA
OG0009113	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1	Ds_00001379-RA
OG0009114	FUN_047457-T1	Ds_00016266-RA
OG0009115	FUN_050984-T1, FUN_010540-T1	Ds_00000379-RA
OG0009116	FUN_005756-T1	Ds_00002740-RA
OG0009117	FUN_026626-T1	Ds_00013916-RA
OG0009118	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2	Ds_00003837-RA
OG0009119	FUN_046794-T1	Ds_00017458-RA
OG0009120	FUN_020184-T1, FUN_033224-T1	Ds_00009874-RA
OG0009121	FUN_041367-T1	Ds_00008153-RA
OG0009122	FUN_016917-T1, FUN_029688-T1	Ds_00011074-RA
OG0009123	FUN_017971-T1	Ds_00013102-RA
OG0009124	FUN_047447-T1	Ds_00004701-RA
OG0009126	FUN_041442-T2, FUN_041442-T1	Ds_00005618-RA
OG0009127	FUN_017412-T1, FUN_017412-T2	Ds_00008127-RA
OG0009128	FUN_016812-T1	Ds_00013492-RA
OG0009129	FUN_038246-T1, FUN_017474-T1, FUN_041495-T2, FUN_041495-T1	Ds_00013136-RA
OG0009130	FUN_034140-T1	Ds_00016069-RA
OG0009131	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1	Ds_00008399-RA
OG0009132	FUN_017664-T1, FUN_041652-T1	Ds_00016591-RA
OG0009134	FUN_007590-T1	Ds_00006985-RA
OG0009135	FUN_027041-T1, FUN_020600-T1	Ds_00001838-RA
OG0009136	FUN_025409-T1, FUN_039237-T1	Ds_00014151-RA
OG0009137	FUN_017941-T1	Ds_00013106-RA
OG0009138	FUN_031963-T1	Ds_00017394-RA
OG0009139	FUN_029928-T2, FUN_029928-T1	Ds_00009272-RA
OG0009140	FUN_036245-T1, FUN_041981-T1	Ds_00016813-RA
OG0009141	FUN_037038-T1	Ds_00008808-RA, Ds_00008811-RA
OG0009142	FUN_029863-T1	Ds_00009264-RA, Ds_00009262-RA
OG0009143	FUN_031662-T1	Ds_00001902-RA
OG0009144	FUN_042205-T1	Ds_00008448-RA
OG0009145	FUN_047129-T1	Ds_00010622-RA
OG0009146	FUN_041362-T1, FUN_041362-T2	Ds_00008108-RA
OG0009147	FUN_010804-T1	Ds_00003782-RA
OG0009148	FUN_047114-T1	Ds_00008562-RA
OG0009149	FUN_033413-T1	Ds_00005899-RA
OG0009150	FUN_009176-T1, FUN_032312-T1	Ds_00009008-RA
OG0009151	FUN_041515-T1	Ds_00008107-RA
OG0009152	FUN_017287-T1, FUN_017287-T2, FUN_041263-T1	Ds_00002802-RA
OG0009153	FUN_009290-T1	Ds_00015442-RA
OG0009154	FUN_001692-T1	Ds_00017508-RA
OG0009155	FUN_041759-T1, FUN_041759-T2	Ds_00004870-RA, Ds_00013096-RA
OG0009157	FUN_009792-T2, FUN_009792-T1	Ds_00015228-RA
OG0009158	FUN_001461-T1	Ds_00009384-RA
OG0009159	FUN_049499-T1	Ds_00017274-RA
OG0009160	FUN_015254-T1	Ds_00015635-RA
OG0009161	FUN_033326-T1	Ds_00006492-RA
OG0009162	FUN_029808-T2, FUN_029808-T3, FUN_029808-T1	Ds_00006733-RA
OG0009163	FUN_020141-T1	Ds_00008576-RA
OG0009164	FUN_025076-T1, FUN_025076-T2	Ds_00003288-RA
OG0009167	FUN_047504-T3, FUN_047504-T2	Ds_00011427-RA
OG0009169	FUN_045430-T4, FUN_045430-T1, FUN_045430-T5, FUN_045430-T3, FUN_045430-T2	Ds_00017142-RA
OG0009170	FUN_026537-T1	Ds_00007015-RA
OG0009171	FUN_029908-T1, FUN_016557-T1	Ds_00008476-RA
OG0009173	FUN_033435-T1	Ds_00008551-RA
OG0009174	FUN_027035-T1	Ds_00001401-RA
OG0009175	FUN_011860-T1	Ds_00014134-RA
OG0009176	FUN_033524-T1	Ds_00008565-RA
OG0009177	FUN_004056-T1, FUN_023409-T1	Ds_00009156-RA
OG0009178	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2	Ds_00004915-RA
OG0009179	FUN_011762-T2, FUN_011762-T1	Ds_00008948-RA
OG0009180	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4	Ds_00007152-RA
OG0009181	FUN_017939-T1	Ds_00007400-RA
OG0009182	FUN_041302-T1, FUN_017329-T1	Ds_00013273-RA
OG0009185	FUN_048455-T1	Ds_00005443-RA, Ds_00002919-RA
OG0009190	FUN_011398-T1	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA
OG0009191	FUN_010977-T1, FUN_047512-T1	Ds_00011428-RA
OG0009193	FUN_024301-T2, FUN_024301-T1	Ds_00000587-RA
OG0009195	FUN_017814-T1	Ds_00002763-RA
OG0009198	FUN_016930-T1	Ds_00012827-RA
OG0009200	FUN_013874-T2, FUN_013874-T1	Ds_00016405-RA
OG0009201	FUN_001239-T1	Ds_00003222-RA
OG0009202	FUN_020205-T1	Ds_00007110-RA
OG0009203	FUN_035936-T1, FUN_052254-T1	Ds_00003976-RA
OG0009204	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3	Ds_00008915-RA
OG0009205	FUN_019662-T1	Ds_00011696-RA
OG0009207	FUN_035960-T1, FUN_045419-T1, FUN_004504-T1, FUN_035958-T1	Ds_00014431-RA
OG0009213	FUN_037824-T1, FUN_037825-T1, FUN_037823-T1, FUN_037822-T1, FUN_037820-T1, FUN_027717-T1, FUN_027716-T1, FUN_045767-T1, FUN_045762-T1, FUN_013625-T1, FUN_004081-T1	Ds_00014004-RA, Ds_00006792-RA
OG0009220	FUN_007521-T1, FUN_010055-T1, FUN_021367-T1, FUN_022576-T1, FUN_053131-T1, FUN_007753-T1, FUN_012388-T1, FUN_049988-T1, FUN_002966-T1, FUN_029299-T1, FUN_016409-T1, FUN_029184-T1, FUN_049987-T1, FUN_000454-T1, FUN_016651-T1, FUN_019306-T1, FUN_035840-T1, FUN_050677-T1	Ds_00016929-RA
OG0009255	FUN_014330-T1	Ds_00007109-RA
OG0009256	FUN_036368-T1	Ds_00013939-RA
OG0009257	FUN_024764-T1	Ds_00015541-RA
OG0009258	FUN_015241-T1	Ds_00006415-RA
OG0009260	FUN_004603-T1	Ds_00009593-RA, Ds_00010992-RA
OG0009261	FUN_036331-T1	Ds_00007573-RA
OG0009262	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2	Ds_00005070-RA
OG0009264	FUN_025453-T1	Ds_00006026-RA
OG0009266	FUN_018939-T1	Ds_00007983-RA, Ds_00006861-RA
OG0009267	FUN_001812-T1	Ds_00018042-RA
OG0009269	FUN_020912-T1	Ds_00009573-RA
OG0009270	FUN_002501-T1, FUN_002501-T2	Ds_00006191-RA
OG0009271	FUN_025172-T2, FUN_025172-T1	Ds_00005551-RA
OG0009272	FUN_039224-T1	Ds_00010831-RA
OG0009272	FUN_039225-T1	Ds_00010830-RA
OG0009273	FUN_007634-T1, FUN_007634-T2	Ds_00010043-RA
OG0009275	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2	Ds_00016814-RA
OG0009276	FUN_007712-T1	Ds_00010025-RA
OG0009277	FUN_020426-T1	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA
OG0009278	FUN_032821-T1	Ds_00009588-RA
OG0009279	FUN_041859-T1	Ds_00004844-RA
OG0009280	FUN_034193-T1, FUN_000493-T1	Ds_00003649-RA
OG0009281	FUN_053283-T1	Ds_00012349-RA
OG0009284	FUN_027183-T1	Ds_00017899-RA
OG0009285	FUN_018109-T1	Ds_00004236-RA
OG0009286	FUN_015307-T1	Ds_00013870-RA
OG0009287	FUN_025205-T1	Ds_00000457-RA
OG0009288	FUN_036233-T2, FUN_036233-T1	Ds_00006658-RA
OG0009289	FUN_029375-T1	Ds_00013222-RA
OG0009290	FUN_043549-T1	Ds_00001010-RA
OG0009291	FUN_045149-T1	Ds_00005897-RA, Ds_00009220-RA
OG0009292	FUN_002609-T1	Ds_00006174-RA
OG0009293	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2	Ds_00013266-RA
OG0009296	FUN_048785-T1	Ds_00015681-RA
OG0009299	FUN_005745-T1	Ds_00013250-RA
OG0009300	FUN_018406-T1	Ds_00004092-RA, Ds_00017647-RA
OG0009301	FUN_051769-T1, FUN_047158-T1	Ds_00013363-RA
OG0009302	FUN_050072-T1, FUN_023970-T1	Ds_00000477-RA
OG0009303	FUN_005248-T1	Ds_00017782-RA
OG0009304	FUN_005701-T1	Ds_00002728-RA
OG0009306	FUN_039829-T1	Ds_00010360-RA, Ds_00015274-RA
OG0009308	FUN_049458-T1	Ds_00017284-RA
OG0009309	FUN_027155-T1, FUN_027155-T2	Ds_00003135-RA
OG0009310	FUN_015191-T1, FUN_033795-T1	Ds_00014841-RA
OG0009312	FUN_023919-T1, FUN_050064-T1	Ds_00000481-RA
OG0009313	FUN_039793-T1	Ds_00010776-RA
OG0009314	FUN_012492-T1	Ds_00010210-RA
OG0009314	FUN_035329-T1	Ds_00015920-RA
OG0009315	FUN_045804-T1	Ds_00000552-RA
OG0009316	FUN_004083-T1	Ds_00015986-RA
OG0009317	FUN_020783-T1, FUN_045837-T1	Ds_00005407-RA
OG0009319	FUN_039885-T1, FUN_008227-T1	Ds_00007352-RA
OG0009321	FUN_020765-T1	Ds_00005412-RA
OG0009322	FUN_003978-T1	Ds_00006848-RA
OG0009323	FUN_039842-T1	Ds_00014862-RA
OG0009324	FUN_032725-T1, FUN_032725-T2	Ds_00005784-RA
OG0009325	FUN_052401-T1, FUN_024836-T1	Ds_00017949-RA
OG0009326	FUN_011186-T1	Ds_00000928-RA
OG0009327	FUN_046723-T1	Ds_00013895-RA
OG0009328	FUN_013597-T1	Ds_00001023-RA
OG0009329	FUN_051249-T1	Ds_00007825-RA
OG0009331	FUN_010670-T1, FUN_047292-T1	Ds_00007775-RA
OG0009332	FUN_043312-T1	Ds_00006601-RA
OG0009333	FUN_033797-T1	Ds_00009123-RA
OG0009334	FUN_014329-T1, FUN_014328-T1	Ds_00007097-RA
OG0009335	FUN_013607-T1	Ds_00012360-RA
OG0009336	FUN_035995-T1	Ds_00003948-RA
OG0009337	FUN_029042-T1, FUN_029042-T2	Ds_00007013-RA
OG0009338	FUN_030035-T1, FUN_030035-T2	Ds_00013174-RA
OG0009339	FUN_026123-T1	Ds_00007241-RA
OG0009341	FUN_011639-T1	Ds_00002095-RA
OG0009343	FUN_003513-T1, FUN_003514-T1	Ds_00012608-RA
OG0009344	FUN_008133-T1, FUN_008133-T2	Ds_00007410-RA
OG0009345	FUN_032724-T1	Ds_00005782-RA
OG0009346	FUN_052344-T1	Ds_00014443-RA
OG0009347	FUN_014195-T1, FUN_020508-T1	Ds_00009326-RA
OG0009348	FUN_010839-T1	Ds_00008650-RA
OG0009349	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2	Ds_00014764-RA
