Orthogroup	P_amilis.proteins	A_vesiculosa.proteins
OG0009111	FUN_015248-T1	Av_00001573-RA
OG0009112	FUN_045434-T1	Av_00000530-RA, Av_00011243-RA
OG0009113	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1	Av_00003000-RA
OG0009114	FUN_047457-T1	Av_00012412-RA, Av_00009297-RA
OG0009115	FUN_050984-T1, FUN_010540-T1	Av_00006248-RA
OG0009116	FUN_005756-T1	Av_00017456-RA, Av_00023644-RA
OG0009117	FUN_026626-T1	Av_00016535-RA, Av_00006552-RA
OG0009118	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2	Av_00001681-RA
OG0009119	FUN_046794-T1	Av_00020235-RA
OG0009120	FUN_020184-T1, FUN_033224-T1	Av_00008742-RA
OG0009121	FUN_041367-T1	Av_00021197-RA
OG0009122	FUN_016917-T1, FUN_029688-T1	Av_00015581-RA, Av_00009097-RA
OG0009123	FUN_017971-T1	Av_00015866-RA, Av_00024006-RA
OG0009124	FUN_047447-T1	Av_00015252-RA
OG0009125	FUN_011118-T1, FUN_011118-T2	Av_00009322-RA, Av_00012435-RA
OG0009126	FUN_041442-T2, FUN_041442-T1	Av_00001676-RA, Av_00009472-RA
OG0009127	FUN_017412-T1, FUN_017412-T2	Av_00012556-RA
OG0009128	FUN_016812-T1	Av_00015594-RA, Av_00009109-RA
OG0009129	FUN_038246-T1, FUN_017474-T1, FUN_041495-T2, FUN_041495-T1	Av_00020795-RA, Av_00021415-RA
OG0009130	FUN_034140-T1	Av_00018284-RA, Av_00004706-RA
OG0009131	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1	Av_00007604-RA
OG0009132	FUN_017664-T1, FUN_041652-T1	Av_00020625-RA
OG0009133	FUN_026057-T2, FUN_026057-T3, FUN_026057-T1	Av_00007378-RA
OG0009134	FUN_007590-T1	Av_00016227-RA
OG0009135	FUN_027041-T1, FUN_020600-T1	Av_00011594-RA, Av_00020416-RA
OG0009136	FUN_025409-T1, FUN_039237-T1	Av_00003577-RA
OG0009137	FUN_017941-T1	Av_00019456-RA
OG0009138	FUN_031963-T1	Av_00012231-RA
OG0009139	FUN_029928-T2, FUN_029928-T1	Av_00004983-RA
OG0009140	FUN_036245-T1, FUN_041981-T1	Av_00008104-RA
OG0009141	FUN_037038-T1	Av_00011457-RA
OG0009142	FUN_029863-T1	Av_00012206-RA
OG0009143	FUN_031662-T1	Av_00011606-RA
OG0009144	FUN_042205-T1	Av_00007567-RA, Av_00007568-RA
OG0009145	FUN_047129-T1	Av_00009338-RA, Av_00012448-RA
OG0009146	FUN_041362-T1, FUN_041362-T2	Av_00019518-RA, Av_00020928-RA
OG0009147	FUN_010804-T1	Av_00010555-RA
OG0009148	FUN_047114-T1	Av_00000245-RA, Av_00007785-RA
OG0009149	FUN_033413-T1	Av_00018443-RA, Av_00002586-RA, Av_00003332-RA
OG0009150	FUN_009176-T1, FUN_032312-T1	Av_00000904-RA, Av_00015485-RA, Av_00023094-RA
OG0009151	FUN_041515-T1	Av_00021392-RA
OG0009152	FUN_017287-T1, FUN_017287-T2, FUN_041263-T1	Av_00010685-RA, Av_00018590-RA
OG0009153	FUN_009290-T1	Av_00021478-RA
OG0009154	FUN_001692-T1	Av_00022625-RA
OG0009155	FUN_041759-T1, FUN_041759-T2	Av_00022024-RA
OG0009157	FUN_009792-T2, FUN_009792-T1	Av_00005929-RA, Av_00005643-RA
OG0009158	FUN_001461-T1	Av_00016341-RA
OG0009159	FUN_049499-T1	Av_00008344-RA
OG0009160	FUN_015254-T1	Av_00001577-RA
OG0009161	FUN_033326-T1	Av_00003313-RA
OG0009162	FUN_029808-T2, FUN_029808-T3, FUN_029808-T1	Av_00019924-RA
OG0009163	FUN_020141-T1	Av_00006361-RA
OG0009164	FUN_025076-T1, FUN_025076-T2	Av_00003575-RA
OG0009167	FUN_047504-T3, FUN_047504-T2	Av_00001735-RA, Av_00017684-RA
OG0009168	FUN_023871-T1	Av_00017009-RA, Av_00003314-RA
OG0009170	FUN_026537-T1	Av_00006568-RA
OG0009171	FUN_029908-T1, FUN_016557-T1	Av_00019932-RA
OG0009172	FUN_032049-T1	Av_00000269-RA
OG0009173	FUN_033435-T1	Av_00007781-RA, Av_00000250-RA
OG0009174	FUN_027035-T1	Av_00020421-RA
OG0009175	FUN_011860-T1	Av_00001810-RA, Av_00013749-RA, Av_00022354-RA, Av_00025108-RA
OG0009176	FUN_033524-T1	Av_00007626-RA, Av_00006358-RA
OG0009178	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2	Av_00021115-RA
OG0009179	FUN_011762-T2, FUN_011762-T1	Av_00007808-RA
OG0009180	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4	Av_00003737-RA
OG0009181	FUN_017939-T1	Av_00024355-RA
OG0009182	FUN_041302-T1, FUN_017329-T1	Av_00019617-RA
OG0009185	FUN_048455-T1	Av_00017795-RA, Av_00019580-RA
OG0009186	FUN_008383-T1, FUN_020963-T1	Av_00018259-RA
OG0009190	FUN_011398-T1	Av_00011003-RA
OG0009191	FUN_010977-T1, FUN_047512-T1	Av_00017682-RA, Av_00001737-RA, Av_00011274-RA
OG0009193	FUN_024301-T2, FUN_024301-T1	Av_00010026-RA
OG0009195	FUN_017814-T1	Av_00017462-RA
OG0009198	FUN_016930-T1	Av_00021687-RA, Av_00000352-RA
OG0009200	FUN_013874-T2, FUN_013874-T1	Av_00009188-RA
OG0009201	FUN_001239-T1	Av_00001543-RA
OG0009202	FUN_020205-T1	Av_00006466-RA, Av_00020174-RA
OG0009204	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3	Av_00007182-RA
OG0009205	FUN_019662-T1	Av_00015173-RA, Av_00001029-RA, Av_00022476-RA, Av_00024438-RA
OG0009207	FUN_035960-T1, FUN_045419-T1, FUN_004504-T1, FUN_035958-T1	Av_00014850-RA
OG0009255	FUN_014330-T1	Av_00017027-RA
OG0009256	FUN_036368-T1	Av_00014903-RA, Av_00008126-RA
OG0009257	FUN_024764-T1	Av_00014858-RA
OG0009258	FUN_015241-T1	Av_00019222-RA
OG0009260	FUN_004603-T1	Av_00014490-RA, Av_00012685-RA
OG0009261	FUN_036331-T1	Av_00022041-RA
OG0009262	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2	Av_00017062-RA
OG0009264	FUN_025453-T1	Av_00008179-RA
OG0009265	FUN_049946-T1	Av_00017319-RA, Av_00022349-RA
OG0009266	FUN_018939-T1	Av_00007033-RA
OG0009267	FUN_001812-T1	Av_00011713-RA, Av_00019817-RA
OG0009269	FUN_020912-T1	Av_00014464-RA, Av_00012661-RA
OG0009270	FUN_002501-T1, FUN_002501-T2	Av_00016774-RA
OG0009271	FUN_025172-T2, FUN_025172-T1	Av_00020306-RA, Av_00003478-RA
OG0009272	FUN_039224-T1, FUN_039225-T1	Av_00003572-RA
OG0009273	FUN_007634-T1, FUN_007634-T2	Av_00021534-RA
OG0009275	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2	Av_00008103-RA, Av_00014888-RA
OG0009277	FUN_020426-T1	Av_00021204-RA, Av_00021822-RA
OG0009278	FUN_032821-T1	Av_00021727-RA
OG0009280	FUN_034193-T1, FUN_000493-T1	Av_00016070-RA
OG0009281	FUN_053283-T1	Av_00000775-RA
OG0009284	FUN_027183-T1	Av_00009654-RA, Av_00002246-RA
OG0009285	FUN_018109-T1	Av_00003384-RA
OG0009286	FUN_015307-T1	Av_00024737-RA
OG0009287	FUN_025205-T1	Av_00018910-RA
OG0009288	FUN_036233-T2, FUN_036233-T1	Av_00008099-RA
OG0009289	FUN_029375-T1	Av_00003340-RA
OG0009290	FUN_043549-T1	Av_00001474-RA
OG0009291	FUN_045149-T1	Av_00015807-RA
OG0009292	FUN_002609-T1	Av_00016254-RA, Av_00021599-RA
OG0009293	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2	Av_00021813-RA
OG0009296	FUN_048785-T1	Av_00020151-RA
OG0009299	FUN_005745-T1	Av_00018790-RA
OG0009300	FUN_018406-T1	Av_00009512-RA
OG0009301	FUN_051769-T1, FUN_047158-T1	Av_00007165-RA
OG0009302	FUN_050072-T1, FUN_023970-T1	Av_00021921-RA
OG0009303	FUN_005248-T1	Av_00018263-RA
OG0009304	FUN_005701-T1	Av_00019635-RA, Av_00024158-RA
OG0009306	FUN_039829-T1	Av_00002838-RA, Av_00022210-RA
OG0009307	FUN_007525-T1	Av_00004253-RA, Av_00004632-RA
OG0009308	FUN_049458-T1	Av_00014812-RA, Av_00015209-RA
OG0009309	FUN_027155-T1, FUN_027155-T2	Av_00021559-RA
OG0009310	FUN_015191-T1, FUN_033795-T1	Av_00017488-RA, Av_00017854-RA
OG0009312	FUN_023919-T1, FUN_050064-T1	Av_00018934-RA
OG0009313	FUN_039793-T1	Av_00014075-RA
OG0009314	FUN_012492-T1, FUN_035329-T1, FUN_035328-T1, FUN_035325-T1	Av_00007481-RA
OG0009315	FUN_045804-T1	Av_00006872-RA
OG0009316	FUN_004083-T1	Av_00017238-RA, Av_00005659-RA
OG0009317	FUN_020783-T1, FUN_045837-T1	Av_00022760-RA
OG0009321	FUN_020765-T1	Av_00012487-RA, Av_00016377-RA
OG0009323	FUN_039842-T1	Av_00002802-RA
OG0009324	FUN_032725-T1, FUN_032725-T2	Av_00023026-RA
OG0009325	FUN_052401-T1, FUN_024836-T1	Av_00022988-RA
OG0009326	FUN_011186-T1	Av_00013499-RA
OG0009327	FUN_046723-T1	Av_00000222-RA, Av_00007824-RA
OG0009328	FUN_013597-T1	Av_00000770-RA
OG0009329	FUN_051249-T1	Av_00009685-RA, Av_00002294-RA
OG0009330	FUN_051412-T1	Av_00001304-RA
OG0009331	FUN_010670-T1, FUN_047292-T1	Av_00021296-RA, Av_00009727-RA
OG0009332	FUN_043312-T1	Av_00017272-RA
OG0009333	FUN_033797-T1	Av_00005230-RA
OG0009334	FUN_014329-T1, FUN_014328-T1	Av_00013231-RA
OG0009336	FUN_035995-T1	Av_00022976-RA, Av_00006628-RA
OG0009337	FUN_029042-T1, FUN_029042-T2	Av_00016111-RA, Av_00016103-RA
OG0009338	FUN_030035-T1, FUN_030035-T2	Av_00023772-RA
OG0009339	FUN_026123-T1	Av_00005841-RA
OG0009340	FUN_032767-T1	Av_00000686-RA
OG0009342	FUN_024949-T1	Av_00009644-RA
OG0009343	FUN_003513-T1, FUN_003514-T1	Av_00024366-RA
OG0009344	FUN_008133-T1, FUN_008133-T2	Av_00021738-RA
OG0009345	FUN_032724-T1	Av_00020509-RA
OG0009346	FUN_052344-T1	Av_00021053-RA
OG0009348	FUN_010839-T1	Av_00018889-RA
OG0009349	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2	Av_00008133-RA
OG0009351	FUN_000655-T1, FUN_000655-T2	Av_00002029-RA
OG0009352	FUN_030042-T1, FUN_014428-T1	Av_00018777-RA
OG0009353	FUN_003115-T1	Av_00008157-RA
OG0009354	FUN_047276-T1, FUN_047276-T2	Av_00009726-RA, Av_00023845-RA
OG0009355	FUN_052490-T1	Av_00014875-RA, Av_00014430-RA, Av_00001244-RA
OG0009356	FUN_000660-T1	Av_00016352-RA, Av_00012501-RA
OG0009357	FUN_033235-T1	Av_00007793-RA
OG0009358	FUN_051448-T1	Av_00006681-RA, Av_00016183-RA
OG0009359	FUN_014214-T1	Av_00003507-RA, Av_00006734-RA, Av_00020579-RA
OG0009360	FUN_027054-T2, FUN_027054-T1	Av_00014132-RA, Av_00010587-RA
OG0009361	FUN_046315-T1	Av_00008406-RA, Av_00002539-RA
OG0009362	FUN_035258-T2, FUN_035258-T1, FUN_012428-T2, FUN_012428-T1	Av_00005953-RA
OG0009363	FUN_005369-T2, FUN_005369-T1	Av_00002593-RA
OG0009364	FUN_030067-T1	Av_00005733-RA
OG0009365	FUN_004773-T1	Av_00019485-RA
OG0009366	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1	Av_00021295-RA
OG0009367	FUN_024939-T1	Av_00022977-RA, Av_00006629-RA
OG0009368	FUN_031098-T2, FUN_031098-T1	Av_00011694-RA
OG0009369	FUN_044716-T1	Av_00023211-RA
OG0009370	FUN_010816-T1	Av_00017699-RA
OG0009371	FUN_044769-T1	Av_00000779-RA
OG0009373	FUN_020756-T1	Av_00022392-RA
OG0009374	FUN_042319-T1	Av_00010767-RA
OG0009375	FUN_014429-T1	Av_00021561-RA, Av_00000627-RA
OG0009376	FUN_008214-T1	Av_00022188-RA
OG0009378	FUN_038451-T1	Av_00018853-RA
OG0009379	FUN_037919-T1, FUN_037918-T1	Av_00014606-RA, Av_00008561-RA
OG0009382	FUN_013618-T1	Av_00009469-RA
OG0009383	FUN_042622-T1, FUN_042622-T2, FUN_042622-T3, FUN_025620-T1	Av_00019420-RA
OG0009384	FUN_009795-T1	Av_00022876-RA
OG0009385	FUN_045566-T1	Av_00018188-RA
OG0009386	FUN_048338-T1	Av_00000012-RA, Av_00022267-RA
OG0009387	FUN_032682-T1	Av_00014572-RA
OG0009388	FUN_031107-T1	Av_00011386-RA, Av_00015968-RA
OG0009389	FUN_052271-T1	Av_00001266-RA
OG0009390	FUN_042733-T1	Av_00020142-RA, Av_00023522-RA
OG0009391	FUN_045636-T1, FUN_051854-T1	Av_00015961-RA
OG0009392	FUN_030502-T1, FUN_052778-T1	Av_00023237-RA
OG0009393	FUN_038928-T1, FUN_038928-T2	Av_00016679-RA
OG0009394	FUN_002375-T1	Av_00001080-RA
OG0009395	FUN_038682-T1	Av_00019083-RA
OG0009396	FUN_031658-T1	Av_00019419-RA
OG0009397	FUN_051784-T2, FUN_051784-T1	Av_00012356-RA
OG0009399	FUN_045788-T1	Av_00011374-RA
OG0009400	FUN_030516-T1	Av_00025002-RA
OG0009401	FUN_025590-T1	Av_00001950-RA
OG0009402	FUN_044151-T1	Av_00004638-RA
OG0009403	FUN_012942-T1	Av_00001909-RA
OG0009404	FUN_001976-T2, FUN_001976-T1	Av_00018724-RA
OG0009405	FUN_045743-T1	Av_00011381-RA
OG0009406	FUN_051960-T1	Av_00004284-RA
OG0009407	FUN_025550-T2	Av_00001931-RA, Av_00021567-RA
OG0009408	FUN_003926-T1	Av_00000396-RA, Av_00015373-RA
OG0009409	FUN_012822-T1	Av_00012481-RA
OG0009410	FUN_006671-T1	Av_00015191-RA, Av_00018968-RA
OG0009411	FUN_025614-T1	Av_00003753-RA, Av_00007419-RA, Av_00009007-RA
OG0009412	FUN_022420-T1	Av_00016742-RA
OG0009413	FUN_026973-T1	Av_00019033-RA, Av_00007302-RA
OG0009415	FUN_003603-T1	Av_00020576-RA, Av_00022202-RA
OG0009415	FUN_034009-T1	Av_00000711-RA
OG0009416	FUN_026916-T1, FUN_027951-T1	Av_00013498-RA
OG0009417	FUN_050751-T1	Av_00011328-RA
OG0009418	FUN_002300-T1	Av_00001072-RA
OG0009419	FUN_030579-T1	Av_00000449-RA, Av_00016345-RA
OG0009420	FUN_004256-T1, FUN_004256-T2	Av_00001813-RA
OG0009421	FUN_026995-T1	Av_00011533-RA
OG0009422	FUN_044547-T1	Av_00000116-RA
OG0009423	FUN_010818-T1	Av_00019048-RA
OG0009424	FUN_025646-T1	Av_00006217-RA, Av_00012764-RA
OG0009425	FUN_039805-T1	Av_00008857-RA
OG0009426	FUN_046076-T1	Av_00023183-RA
OG0009427	FUN_052015-T1	Av_00004294-RA
OG0009428	FUN_001614-T1	Av_00019968-RA
OG0009429	FUN_029678-T1	Av_00021678-RA, Av_00000346-RA
OG0009430	FUN_029255-T1	Av_00002202-RA, Av_00015236-RA, Av_00002203-RA
OG0009432	FUN_028899-T2, FUN_028899-T1	Av_00021665-RA
OG0009433	FUN_029002-T1	Av_00013387-RA
OG0009434	FUN_036259-T1	Av_00006561-RA, Av_00016529-RA
OG0009435	FUN_030026-T1	Av_00014827-RA
OG0009436	FUN_016721-T1	Av_00006259-RA
OG0009438	FUN_006073-T1	Av_00007042-RA, Av_00011915-RA
OG0009439	FUN_051776-T1	Av_00023176-RA
OG0009440	FUN_046031-T1	Av_00021548-RA
OG0009441	FUN_038652-T1, FUN_038652-T2	Av_00020498-RA
OG0009442	FUN_019216-T1	Av_00002010-RA
OG0009446	FUN_038123-T1, FUN_048606-T1	Av_00015270-RA, Av_00010949-RA
OG0009447	FUN_025477-T1	Av_00011700-RA
OG0009448	FUN_027236-T1	Av_00004628-RA
OG0009449	FUN_031239-T1	Av_00016371-RA
OG0009450	FUN_009793-T1	Av_00000331-RA
OG0009451	FUN_036730-T1, FUN_036729-T1	Av_00022542-RA
OG0009452	FUN_002312-T1	Av_00012287-RA, Av_00004422-RA, Av_00001073-RA
OG0009454	FUN_007794-T1	Av_00015323-RA
OG0009455	FUN_052357-T1, FUN_001961-T1	Av_00011060-RA
OG0009456	FUN_007914-T1	Av_00013733-RA, Av_00001823-RA
OG0009457	FUN_020848-T1	Av_00005804-RA
OG0009458	FUN_048547-T1	Av_00015259-RA
OG0009459	FUN_006329-T1	Av_00020125-RA
OG0009460	FUN_018847-T1	Av_00006325-RA, Av_00007659-RA
OG0009461	FUN_001542-T2, FUN_001542-T1	Av_00016841-RA
OG0009462	FUN_049431-T1	Av_00011345-RA
OG0009463	FUN_043401-T1, FUN_043401-T3	Av_00010509-RA, Av_00015917-RA, Av_00012436-RA
OG0009465	FUN_010492-T1	Av_00020060-RA, Av_00015837-RA
OG0009466	FUN_009628-T1, FUN_030571-T1	Av_00000446-RA, Av_00015312-RA
OG0009467	FUN_051791-T1	Av_00012969-RA, Av_00008785-RA
OG0009468	FUN_035590-T1	Av_00005642-RA
OG0009469	FUN_034715-T1	Av_00002404-RA
OG0009470	FUN_018922-T1	Av_00023363-RA
OG0009471	FUN_018923-T1	Av_00019020-RA
OG0009473	FUN_010821-T1	Av_00006013-RA, Av_00005572-RA
OG0009475	FUN_049569-T1	Av_00024166-RA
OG0009476	FUN_023983-T1	Av_00023017-RA
OG0009477	FUN_043275-T1	Av_00005901-RA
OG0009478	FUN_012464-T1	Av_00008951-RA
OG0009479	FUN_010797-T1	Av_00000871-RA
OG0009481	FUN_034275-T1	Av_00015722-RA
OG0009482	FUN_052234-T1	Av_00017748-RA
OG0009485	FUN_052731-T1	Av_00021891-RA
OG0009486	FUN_011965-T2, FUN_011965-T1	Av_00022929-RA
OG0009487	FUN_001660-T1	Av_00005189-RA, Av_00002773-RA
OG0009488	FUN_049628-T1	Av_00019084-RA
OG0009490	FUN_011921-T1	Av_00017217-RA
OG0009491	FUN_034509-T1	Av_00003716-RA
OG0009492	FUN_035803-T1	Av_00005876-RA
OG0009493	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1	Av_00007826-RA
OG0009495	FUN_035652-T1, FUN_001236-T1	Av_00017259-RA, Av_00022435-RA, Av_00022828-RA
OG0009497	FUN_000981-T1	Av_00007968-RA
OG0009498	FUN_042667-T1	Av_00018274-RA, Av_00012820-RA
OG0009499	FUN_021098-T1, FUN_021094-T1	Av_00022569-RA
OG0009500	FUN_026766-T2, FUN_026766-T1	Av_00011045-RA, Av_00004479-RA
OG0009501	FUN_008299-T1	Av_00007089-RA, Av_00008273-RA
OG0009502	FUN_050119-T1	Av_00015813-RA, Av_00023440-RA
OG0009503	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1	Av_00000318-RA
OG0009505	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2	Av_00010054-RA
OG0009506	FUN_049419-T1	Av_00003199-RA
OG0009507	FUN_052320-T1	Av_00008894-RA
OG0009508	FUN_032874-T1	Av_00017117-RA, Av_00020722-RA, Av_00023429-RA
OG0009509	FUN_032891-T1, FUN_032891-T2	Av_00022382-RA
OG0009510	FUN_005031-T1	Av_00022824-RA
OG0009511	FUN_022770-T1	Av_00016698-RA
OG0009513	FUN_030413-T1	Av_00003853-RA
OG0009514	FUN_041260-T1	Av_00006046-RA
OG0009515	FUN_026043-T1	Av_00004003-RA, Av_00004916-RA
OG0009516	FUN_026502-T1	Av_00008881-RA, Av_00019296-RA
OG0009517	FUN_050781-T1	Av_00018278-RA
OG0009518	FUN_037250-T1, FUN_048031-T1	Av_00015213-RA, Av_00010876-RA
OG0009519	FUN_026033-T1	Av_00021710-RA
OG0009521	FUN_026467-T1	Av_00019517-RA
OG0009522	FUN_047907-T1	Av_00013339-RA
OG0009523	FUN_049645-T2, FUN_049645-T1	Av_00021528-RA
OG0009524	FUN_025555-T1	Av_00010644-RA
OG0009525	FUN_001875-T1	Av_00009906-RA
OG0009527	FUN_052183-T1	Av_00003102-RA, Av_00022928-RA
OG0009529	FUN_040667-T1	Av_00023352-RA, Av_00018564-RA
OG0009530	FUN_025187-T1	Av_00020792-RA, Av_00018822-RA
OG0009531	FUN_008293-T1	Av_00003607-RA
OG0009532	FUN_045063-T1, FUN_043849-T1	Av_00017625-RA
OG0009533	FUN_003131-T2, FUN_003131-T1	Av_00007987-RA
OG0009534	FUN_003027-T2	Av_00022380-RA
OG0009536	FUN_045692-T1, FUN_051906-T1	Av_00009826-RA, Av_00011026-RA
OG0009537	FUN_052457-T1, FUN_051158-T1	Av_00006821-RA
OG0009538	FUN_039195-T1	Av_00001122-RA, Av_00020104-RA
OG0009540	FUN_005428-T1, FUN_021589-T1	Av_00007961-RA, Av_00010060-RA
OG0009541	FUN_037144-T1	Av_00010887-RA, Av_00013912-RA
OG0009543	FUN_006367-T1	Av_00006802-RA, Av_00006801-RA, Av_00004132-RA, Av_00008002-RA
OG0009547	FUN_041976-T1	Av_00005920-RA
OG0009548	FUN_048140-T1, FUN_037401-T1	Av_00008607-RA
OG0009549	FUN_002886-T1	Av_00013599-RA
OG0009550	FUN_048099-T1	Av_00010267-RA, Av_00008660-RA, Av_00014691-RA
OG0009551	FUN_026201-T1	Av_00021635-RA, Av_00009045-RA
OG0009552	FUN_015868-T1	Av_00018122-RA
OG0009553	FUN_005978-T1	Av_00007120-RA, Av_00003609-RA
OG0009554	FUN_047836-T1	Av_00007772-RA
OG0009555	FUN_001979-T1	Av_00009528-RA, Av_00009527-RA
OG0009556	FUN_006056-T1	Av_00023857-RA, Av_00007125-RA, Av_00003616-RA
OG0009557	FUN_049601-T1, FUN_036913-T1	Av_00014956-RA
OG0009559	FUN_001906-T1, FUN_001906-T2	Av_00019283-RA
OG0009560	FUN_013160-T1	Av_00009055-RA
OG0009561	FUN_022761-T1	Av_00009174-RA, Av_00014771-RA
OG0009562	FUN_000878-T1	Av_00004373-RA, Av_00008206-RA
OG0009563	FUN_006018-T1	Av_00010029-RA
OG0009565	FUN_026768-T1, FUN_026768-T2	Av_00023000-RA
OG0009566	FUN_006583-T1, FUN_025883-T1	Av_00012902-RA, Av_00009162-RA
OG0009567	FUN_013058-T1	Av_00017106-RA
OG0009568	FUN_021402-T1	Av_00003617-RA
OG0009569	FUN_010291-T1	Av_00004226-RA
OG0009570	FUN_037608-T1, FUN_048321-T1	Av_00019881-RA, Av_00003279-RA, Av_00013971-RA
OG0009571	FUN_046772-T1	Av_00004398-RA
OG0009573	FUN_018576-T1	Av_00006600-RA
OG0009574	FUN_028647-T1, FUN_028645-T1	Av_00007142-RA, Av_00004508-RA
OG0009576	FUN_001861-T1	Av_00007232-RA
OG0009577	FUN_042633-T1	Av_00008395-RA
OG0009578	FUN_001959-T1	Av_00004465-RA
OG0009579	FUN_027855-T1, FUN_021352-T1	Av_00004411-RA
OG0009580	FUN_040480-T2, FUN_040480-T1	Av_00017960-RA, Av_00008329-RA
OG0009581	FUN_018770-T1	Av_00024493-RA
OG0009582	FUN_040272-T1	Av_00021484-RA
OG0009583	FUN_006237-T1	Av_00023585-RA
OG0009585	FUN_006560-T1	Av_00009159-RA
OG0009586	FUN_040540-T1, FUN_040543-T2, FUN_040543-T1, FUN_040537-T1	Av_00018576-RA, Av_00010702-RA
OG0009587	FUN_049781-T1	Av_00004324-RA
OG0009588	FUN_026261-T1	Av_00007397-RA, Av_00003785-RA
OG0009589	FUN_001775-T1, FUN_030525-T1	Av_00015318-RA
OG0009590	FUN_018050-T1	Av_00008902-RA, Av_00006284-RA, Av_00020919-RA
OG0009594	FUN_002043-T3, FUN_002043-T1, FUN_002043-T2	Av_00023824-RA
OG0009595	FUN_008135-T1	Av_00002824-RA
OG0009597	FUN_001727-T1	Av_00009068-RA, Av_00015568-RA
OG0009598	FUN_002130-T1	Av_00013672-RA, Av_00006491-RA
OG0009599	FUN_028404-T1, FUN_001293-T1	Av_00022419-RA
OG0009600	FUN_020643-T1	Av_00019025-RA
OG0009602	FUN_036274-T1	Av_00004729-RA
OG0009603	FUN_012875-T1, FUN_012873-T1, FUN_012874-T1	Av_00005819-RA
OG0009604	FUN_046471-T1, FUN_036300-T1	Av_00003044-RA
OG0009605	FUN_042322-T2, FUN_042322-T1	Av_00017368-RA
OG0009606	FUN_029028-T1	Av_00008469-RA
OG0009608	FUN_001616-T1	Av_00002775-RA, Av_00005186-RA
OG0009611	FUN_001577-T1	Av_00018772-RA, Av_00015296-RA, Av_00021784-RA
OG0009612	FUN_011191-T1	Av_00001798-RA
OG0009613	FUN_027479-T1	Av_00014777-RA
OG0009614	FUN_014310-T2, FUN_014310-T1	Av_00013488-RA, Av_00020035-RA
OG0009615	FUN_011720-T2, FUN_011720-T1	Av_00016945-RA
OG0009616	FUN_033997-T1	Av_00020582-RA, Av_00006733-RA
OG0009618	FUN_031712-T2, FUN_031712-T1	Av_00010129-RA
OG0009619	FUN_011949-T1	Av_00023305-RA
OG0009621	FUN_029312-T1, FUN_019003-T1	Av_00003844-RA
OG0009622	FUN_020362-T1, FUN_020362-T2	Av_00004167-RA
OG0009625	FUN_050245-T1	Av_00013564-RA
OG0009627	FUN_020788-T1	Av_00022383-RA, Av_00022949-RA
OG0009628	FUN_034588-T1	Av_00024770-RA, Av_00012218-RA
OG0009630	FUN_000929-T1, FUN_000929-T2	Av_00003394-RA, Av_00010853-RA
OG0009631	FUN_029269-T1	Av_00024500-RA
OG0009632	FUN_020080-T1, FUN_020080-T2, FUN_020080-T3	Av_00017314-RA
OG0009633	FUN_052688-T2, FUN_052688-T1	Av_00014405-RA
OG0009634	FUN_041602-T1	Av_00024087-RA
OG0009635	FUN_027893-T1	Av_00022642-RA
OG0009636	FUN_051888-T1	Av_00011388-RA, Av_00015965-RA
OG0009637	FUN_042768-T1	Av_00019180-RA
OG0009639	FUN_027611-T1, FUN_027611-T2	Av_00012851-RA, Av_00024411-RA
OG0009640	FUN_034749-T1	Av_00024562-RA
OG0009641	FUN_000719-T1	Av_00013638-RA, Av_00023404-RA
OG0009642	FUN_015701-T1	Av_00013121-RA, Av_00008536-RA
OG0009643	FUN_007682-T1, FUN_007682-T2	Av_00017666-RA
OG0009644	FUN_003113-T1, FUN_003112-T1	Av_00006510-RA
OG0009646	FUN_009908-T1	Av_00018399-RA
OG0009647	FUN_036277-T2, FUN_036277-T3, FUN_036277-T1	Av_00014894-RA
OG0009649	FUN_037428-T1	Av_00003939-RA
OG0009650	FUN_015828-T1, FUN_015828-T2	Av_00014963-RA, Av_00015840-RA
OG0009651	FUN_001500-T1	Av_00015701-RA, Av_00013485-RA, Av_00021174-RA
OG0009652	FUN_018979-T1, FUN_018979-T2	Av_00012042-RA
OG0009653	FUN_046712-T1	Av_00016924-RA
OG0009654	FUN_040463-T1	Av_00022626-RA
OG0009655	FUN_011453-T1	Av_00009258-RA
OG0009657	FUN_019084-T3, FUN_019084-T2, FUN_019084-T1	Av_00017256-RA
OG0009658	FUN_027506-T2, FUN_027506-T1, FUN_027506-T3	Av_00008184-RA
OG0009659	FUN_027530-T1	Av_00012748-RA
OG0009660	FUN_029659-T1	Av_00020551-RA
OG0009661	FUN_042686-T1	Av_00013215-RA, Av_00013213-RA
