Orthogroup	P_amilis.proteins	A_coerulea.proteins
OG0011413	FUN_052654-T2, FUN_052654-T1	Aqcoe2G041500.1.p
OG0011414	FUN_040932-T1	Aqcoe2G006300.1.p
OG0011415	FUN_014988-T1	Aqcoe2G280800.1.p
OG0011416	FUN_005681-T1	Aqcoe2G056900.1.p
OG0011417	FUN_049032-T1, FUN_049032-T2	Aqcoe2G096500.1.p
OG0011418	FUN_031633-T1	Aqcoe2G430600.1.p
OG0011419	FUN_004460-T1	Aqcoe2G042800.1.p, Aqcoe2G042800.2.p
OG0011420	FUN_027419-T1, FUN_027417-T1	Aqcoe2G215000.1.p
OG0011421	FUN_032726-T1, FUN_004508-T1	Aqcoe2G170400.1.p
OG0011422	FUN_036295-T2, FUN_036295-T1	Aqcoe2G055700.1.p
OG0011423	FUN_014390-T1, FUN_014398-T1	Aqcoe2G334900.1.p
OG0011424	FUN_051524-T1	Aqcoe2G285100.1.p
OG0011425	FUN_032811-T1	Aqcoe2G024100.1.p
OG0011426	FUN_052246-T1	Aqcoe2G356600.1.p
OG0011427	FUN_010671-T1	Aqcoe2G429400.1.p
OG0011428	FUN_003725-T1	Aqcoe2G360600.1.p
OG0011429	FUN_033053-T1, FUN_033053-T2	Aqcoe2G057000.1.p, Aqcoe2G057000.2.p
OG0011430	FUN_014821-T1	Aqcoe2G431500.2.p, Aqcoe2G431500.1.p
OG0011431	FUN_041996-T1	Aqcoe2G015300.1.p
OG0011433	FUN_051142-T1	Aqcoe2G365900.1.p
OG0011434	FUN_048665-T2, FUN_048665-T1	Aqcoe6G004600.1.p, Aqcoe2G244700.1.p
OG0011435	FUN_015546-T1	Aqcoe2G000500.1.p
OG0011436	FUN_000225-T1	Aqcoe2G374000.1.p
OG0011437	FUN_034645-T1	Aqcoe2G059900.1.p
OG0011438	FUN_020393-T1	Aqcoe2G139100.1.p
OG0011439	FUN_034121-T1	Aqcoe2G087900.1.p
OG0011440	FUN_014078-T1	Aqcoe2G405400.1.p
OG0011441	FUN_039782-T1	Aqcoe2G223600.1.p
OG0011442	FUN_041947-T1, FUN_041947-T2	Aqcoe2G011500.1.p, Aqcoe7G291600.1.p
OG0011444	FUN_036096-T1	Aqcoe2G423300.1.p
OG0011445	FUN_003452-T1	Aqcoe2G398500.1.p
OG0011446	FUN_030761-T1	Aqcoe2G042300.2.p, Aqcoe2G042300.1.p
OG0011447	FUN_014496-T1, FUN_014496-T2	Aqcoe2G347200.1.p
OG0011449	FUN_024215-T1	Aqcoe6G242700.1.p
OG0011450	FUN_037574-T1	Aqcoe6G150800.1.p, Aqcoe5G070500.1.p
OG0011452	FUN_037938-T1	Aqcoe6G017800.1.p
OG0011454	FUN_024464-T1	Aqcoe6G012300.1.p
OG0011455	FUN_046038-T1	Aqcoe6G151100.1.p
OG0011457	FUN_025592-T1	Aqcoe6G130500.1.p
OG0011458	FUN_033315-T1	Aqcoe6G004200.2.p, Aqcoe6G004200.1.p
OG0011461	FUN_011340-T1	Aqcoe6G179200.1.p
OG0011462	FUN_045563-T1	Aqcoe6G163500.1.p
OG0011464	FUN_009497-T1, FUN_030648-T1	Aqcoe6G118200.1.p
OG0011465	FUN_044110-T1	Aqcoe6G292000.1.p
OG0011466	FUN_035844-T1	Aqcoe6G014900.1.p
OG0011468	FUN_052495-T1, FUN_012717-T1	Aqcoe6G182000.2.p, Aqcoe3G235000.1.p, Aqcoe4G199000.2.p, Aqcoe4G199000.1.p, Aqcoe6G182000.1.p
OG0011469	FUN_027117-T2, FUN_027117-T1	Aqcoe6G049000.1.p
OG0011470	FUN_045606-T1	Aqcoe6G082300.1.p
OG0011472	FUN_014080-T1	Aqcoe6G285500.1.p
OG0011473	FUN_049234-T1	Aqcoe6G053400.1.p
OG0011474	FUN_006759-T1, FUN_006765-T1, FUN_006666-T1	Aqcoe6G266200.1.p
OG0011477	FUN_000986-T1	Aqcoe6G021100.1.p
OG0011478	FUN_052221-T1	Aqcoe6G317800.1.p
OG0011479	FUN_048502-T1	Aqcoe6G018400.1.p
OG0011480	FUN_048526-T1, FUN_048526-T2	Aqcoe5G160400.2.p, Aqcoe5G160400.4.p, Aqcoe5G160400.3.p, Aqcoe5G160400.1.p, Aqcoe6G153400.1.p, Aqcoe6G153400.2.p
OG0011481	FUN_052053-T1	Aqcoe6G090200.1.p
OG0011482	FUN_021654-T1	Aqcoe6G025200.1.p
OG0011483	FUN_027589-T1	Aqcoe6G189800.1.p
OG0011484	FUN_042647-T1	Aqcoe6G174600.1.p
OG0011485	FUN_008194-T1	Aqcoe6G008300.1.p
OG0011487	FUN_052134-T1	Aqcoe6G258900.1.p
OG0011488	FUN_038130-T1	Aqcoe6G078800.2.p, Aqcoe6G078800.1.p
OG0011489	FUN_045902-T1	Aqcoe6G011800.1.p
OG0011491	FUN_049831-T1	Aqcoe6G243400.1.p
OG0011492	FUN_002353-T1	Aqcoe6G099600.1.p
OG0011493	FUN_030379-T1	Aqcoe6G197200.1.p
OG0011494	FUN_031287-T2, FUN_031287-T1	Aqcoe6G109500.2.p, Aqcoe6G109500.1.p
OG0011496	FUN_030533-T1	Aqcoe6G287900.1.p
OG0011497	FUN_042734-T1	Aqcoe6G134100.1.p
OG0011498	FUN_031191-T1	Aqcoe6G156000.1.p
OG0011499	FUN_039324-T1	Aqcoe6G147300.1.p
OG0011500	FUN_017104-T1, FUN_017103-T1	Aqcoe6G072200.1.p
OG0011501	FUN_035910-T1	Aqcoe6G022500.3.p, Aqcoe6G022500.2.p, Aqcoe6G022500.1.p
OG0011502	FUN_030218-T1	Aqcoe6G115700.2.p, Aqcoe6G115700.1.p
OG0011503	FUN_043254-T1	Aqcoe6G298000.1.p, Aqcoe1G168400.1.p
OG0011504	FUN_029493-T1, FUN_029493-T2	Aqcoe6G095500.1.p
OG0011505	FUN_025169-T1	Aqcoe6G158600.1.p
OG0011506	FUN_044272-T1	Aqcoe6G024000.1.p
OG0011507	FUN_048358-T1, FUN_037697-T1	Aqcoe6G000100.1.p
OG0011508	FUN_044260-T1	Aqcoe6G004700.1.p
OG0011509	FUN_029511-T2, FUN_029511-T1	Aqcoe6G097400.1.p
OG0011510	FUN_030954-T1	Aqcoe0017s0005.1.p
OG0011511	FUN_012234-T1	Aqcoe4G287900.1.p
OG0011512	FUN_049883-T1, FUN_049884-T1, FUN_031158-T1	Aqcoe4G264100.1.p
OG0011513	FUN_030498-T1	Aqcoe4G132500.1.p
OG0011515	FUN_046336-T1	Aqcoe4G311300.1.p
OG0011516	FUN_044130-T1	Aqcoe4G203200.1.p
OG0011517	FUN_046621-T1	Aqcoe4G096200.1.p
OG0011518	FUN_035304-T1	Aqcoe4G239800.1.p
OG0011519	FUN_006498-T1	Aqcoe4G313100.1.p, Aqcoe7G136500.1.p
OG0011520	FUN_019193-T1	Aqcoe4G228500.1.p
OG0011521	FUN_001685-T1	Aqcoe4G011300.1.p, Aqcoe4G011300.2.p
OG0011522	FUN_001683-T1	Aqcoe4G009000.1.p
OG0011523	FUN_027277-T1	Aqcoe4G132400.2.p, Aqcoe4G132400.1.p
OG0011524	FUN_039923-T1	Aqcoe4G090800.1.p
OG0011525	FUN_046486-T1	Aqcoe4G223100.2.p, Aqcoe4G223100.1.p
OG0011526	FUN_027522-T1	Aqcoe4G199200.1.p, Aqcoe0095s0002.1.p
OG0011527	FUN_046178-T1	Aqcoe4G293900.1.p
OG0011528	FUN_031551-T1	Aqcoe1058s0001.1.p, Aqcoe4G005300.1.p
OG0011529	FUN_048002-T1, FUN_009732-T1	Aqcoe4G149400.1.p
OG0011530	FUN_015583-T1	Aqcoe4G051400.1.p
OG0011531	FUN_040147-T1	Aqcoe4G149200.1.p, Aqcoe7G209900.1.p, Aqcoe3G207900.1.p, Aqcoe5G337000.1.p
OG0011532	FUN_025326-T1	Aqcoe4G051000.1.p
OG0011533	FUN_000944-T1, FUN_000940-T1	Aqcoe4G155600.1.p, Aqcoe1G271000.1.p, Aqcoe0118s0003.1.p, Aqcoe1814s0001.1.p
OG0011534	FUN_034752-T1	Aqcoe4G013000.1.p
OG0011535	FUN_040363-T2, FUN_040363-T1	Aqcoe4G236400.1.p
OG0011536	FUN_046743-T1	Aqcoe4G027200.1.p
OG0011537	FUN_000149-T1, FUN_000149-T2	Aqcoe4G310500.1.p
OG0011538	FUN_013771-T1	Aqcoe7G020800.1.p, Aqcoe7G020800.2.p
OG0011539	FUN_049238-T1	Aqcoe7G123000.1.p
OG0011540	FUN_025183-T1	Aqcoe7G299800.1.p
OG0011541	FUN_008412-T1	Aqcoe7G393500.4.p, Aqcoe7G393500.1.p, Aqcoe7G393500.2.p, Aqcoe7G393500.3.p
OG0011542	FUN_051516-T1	Aqcoe7G304500.1.p
OG0011543	FUN_039776-T2, FUN_039776-T1	Aqcoe7G094500.2.p, Aqcoe7G094500.3.p, Aqcoe7G094500.1.p
OG0011544	FUN_032399-T1	Aqcoe7G057300.1.p
OG0011545	FUN_007880-T1	Aqcoe7G268700.1.p, Aqcoe7G072300.1.p
OG0011546	FUN_049605-T1	Aqcoe7G081300.2.p, Aqcoe7G081300.1.p
OG0011547	FUN_034372-T1	Aqcoe1G460200.1.p, Aqcoe7G401400.1.p
OG0011548	FUN_011307-T1	Aqcoe7G430800.1.p
OG0011549	FUN_036183-T1	Aqcoe7G269800.1.p
OG0011550	FUN_021419-T1	Aqcoe7G245800.1.p
OG0011551	FUN_040600-T1	Aqcoe7G069300.1.p
OG0011552	FUN_024296-T1	Aqcoe7G395500.1.p
OG0011553	FUN_005940-T1	Aqcoe7G246400.1.p
OG0011554	FUN_020139-T1	Aqcoe7G193700.1.p
OG0011555	FUN_029156-T1	Aqcoe7G195600.1.p
OG0011556	FUN_011673-T1	Aqcoe7G000800.1.p
OG0011557	FUN_040630-T1	Aqcoe7G064500.1.p
OG0011558	FUN_048370-T1	Aqcoe7G440700.1.p
OG0011559	FUN_001832-T1	Aqcoe7G158700.1.p
OG0011560	FUN_026381-T1	Aqcoe7G394800.1.p, Aqcoe5G207200.1.p, Aqcoe7G394800.2.p
OG0011561	FUN_005100-T1	Aqcoe7G409700.1.p
OG0011562	FUN_015490-T1	Aqcoe7G116800.1.p
OG0011563	FUN_053169-T1, FUN_012774-T1	Aqcoe7G107200.1.p
OG0011564	FUN_026606-T1	Aqcoe7G356400.1.p
OG0011565	FUN_014915-T1	Aqcoe7G279600.3.p, Aqcoe7G279600.2.p
OG0011566	FUN_049566-T1	Aqcoe7G089900.1.p
OG0011567	FUN_040102-T1	Aqcoe7G082400.1.p
OG0011568	FUN_048320-T1, FUN_048318-T1, FUN_037605-T1, FUN_037606-T1, FUN_037607-T1, FUN_048317-T1	Aqcoe3G162700.1.p, Aqcoe7G036600.1.p, Aqcoe5G444000.1.p
OG0011569	FUN_030927-T1	Aqcoe7G206100.1.p
OG0011570	FUN_018621-T1, FUN_041589-T1	Aqcoe1G420800.1.p, Aqcoe7G400700.1.p, Aqcoe5G369400.1.p, Aqcoe5G369500.1.p
OG0011571	FUN_022643-T1	Aqcoe7G046900.1.p
OG0011572	FUN_013703-T1	Aqcoe7G424200.1.p
OG0011573	FUN_015531-T1	Aqcoe7G177500.1.p
OG0011574	FUN_010710-T1	Aqcoe7G230900.1.p
OG0011575	FUN_049112-T1	Aqcoe7G032400.1.p
OG0011576	FUN_021023-T1	Aqcoe7G422000.1.p
OG0011577	FUN_026664-T1	Aqcoe7G150900.1.p
OG0011579	FUN_013947-T1	Aqcoe7G040900.1.p
OG0011580	FUN_024026-T1	Aqcoe7G438400.1.p, Aqcoe7G438500.1.p
OG0011581	FUN_037311-T1, FUN_037311-T2	Aqcoe7G023900.1.p
OG0011582	FUN_037347-T1	Aqcoe7G018000.1.p
OG0011583	FUN_022924-T1	Aqcoe7G331500.1.p
OG0011584	FUN_046695-T1	Aqcoe7G408400.1.p
OG0011585	FUN_037035-T1	Aqcoe7G060600.1.p
OG0011586	FUN_037558-T1	Aqcoe7G325000.1.p
OG0011587	FUN_027222-T1, FUN_019979-T1, FUN_019980-T1	Aqcoe7G220100.1.p
OG0011588	FUN_018156-T1	Aqcoe7G021500.1.p
OG0011589	FUN_001311-T1	Aqcoe7G105800.1.p
OG0011590	FUN_046878-T1, FUN_046879-T1	Aqcoe7G357300.1.p
OG0011591	FUN_047620-T1	Aqcoe7G439400.1.p
OG0011592	FUN_002091-T1	Aqcoe7G312400.1.p, Aqcoe7G312400.2.p
OG0011593	FUN_049629-T1, FUN_036935-T1	Aqcoe7G078400.1.p
OG0011594	FUN_023916-T1	Aqcoe7G116000.3.p, Aqcoe7G116000.1.p, Aqcoe7G116000.2.p
OG0011595	FUN_030016-T1	Aqcoe7G338400.1.p
OG0011596	FUN_037046-T1	Aqcoe7G065600.1.p
OG0011597	FUN_027869-T1, FUN_027869-T2	Aqcoe7G423100.1.p
OG0011598	FUN_017951-T1, FUN_017953-T1	Aqcoe7G437500.1.p
OG0011599	FUN_013744-T1	Aqcoe7G021900.1.p
OG0011600	FUN_041333-T1	Aqcoe7G297800.1.p
OG0011601	FUN_016081-T1, FUN_006202-T1	Aqcoe7G205800.1.p
OG0011603	FUN_026641-T1	Aqcoe7G311300.1.p
OG0011604	FUN_036059-T1	Aqcoe7G349600.1.p
OG0011605	FUN_013876-T1, FUN_013876-T2	Aqcoe7G031300.1.p
OG0011606	FUN_022899-T1	Aqcoe7G100300.1.p
OG0011607	FUN_013742-T1	Aqcoe7G022200.2.p, Aqcoe7G022200.1.p
OG0011608	FUN_027342-T1	Aqcoe1G374500.1.p, Aqcoe1G374500.2.p
OG0011610	FUN_030814-T2, FUN_030814-T1	Aqcoe1G039300.1.p
OG0011611	FUN_046649-T1	Aqcoe1G255600.1.p
OG0011612	FUN_011922-T1	Aqcoe1G254900.1.p
OG0011613	FUN_027166-T1, FUN_034990-T1	Aqcoe1G214900.1.p
OG0011614	FUN_022247-T1	Aqcoe1G074900.4.p, Aqcoe1G074900.1.p, Aqcoe1G074900.3.p, Aqcoe1G074900.2.p
OG0011615	FUN_010454-T1	Aqcoe1G044300.1.p, Aqcoe1G107900.1.p
OG0011616	FUN_030414-T1	Aqcoe1G153900.1.p
OG0011618	FUN_017099-T1	Aqcoe1G322800.1.p
OG0011619	FUN_027562-T1	Aqcoe1G196500.1.p
OG0011620	FUN_038178-T1	Aqcoe1G179200.1.p
OG0011621	FUN_038941-T1, FUN_020289-T1	Aqcoe1G080900.1.p
OG0011622	FUN_030847-T1	Aqcoe1G023900.1.p
OG0011623	FUN_014696-T1	Aqcoe1G163000.2.p, Aqcoe1G163000.1.p
OG0011624	FUN_043429-T1	Aqcoe1G229400.1.p
OG0011625	FUN_053228-T1, FUN_053149-T1, FUN_039787-T1	Aqcoe1G337300.1.p
OG0011626	FUN_030973-T1, FUN_018899-T1	Aqcoe1G008800.2.p, Aqcoe1G008800.1.p
OG0011627	FUN_026829-T1	Aqcoe1G204200.1.p
OG0011629	FUN_045830-T1	Aqcoe1G309200.1.p
OG0011630	FUN_047649-T1	Aqcoe1G211200.1.p
OG0011632	FUN_009013-T1, FUN_009013-T2	Aqcoe1G041600.1.p
OG0011633	FUN_023710-T1	Aqcoe1G397400.2.p, Aqcoe1G397400.1.p
OG0011634	FUN_036341-T1	Aqcoe1G042500.1.p, Aqcoe1G042500.2.p
OG0011635	FUN_008171-T2, FUN_008171-T1	Aqcoe1G011800.1.p, Aqcoe1G011800.3.p
OG0011636	FUN_048632-T1	Aqcoe1G338700.1.p
OG0011637	FUN_015011-T1	Aqcoe1G159900.1.p
OG0011638	FUN_027331-T1	Aqcoe1G137800.1.p
OG0011640	FUN_036333-T2	Aqcoe1G056700.1.p
OG0011642	FUN_009733-T1	Aqcoe1G095100.1.p
OG0011643	FUN_027338-T1	Aqcoe1G386700.1.p
OG0011644	FUN_036606-T1	Aqcoe1G302700.1.p
OG0011645	FUN_012004-T1, FUN_045833-T1	Aqcoe1G305400.1.p
OG0011646	FUN_031131-T1	Aqcoe1G352000.1.p, Aqcoe1G352000.2.p, Aqcoe1G352000.3.p
OG0011647	FUN_037453-T1, FUN_037453-T2, FUN_048170-T1	Aqcoe5G462700.1.p, Aqcoe1G280500.1.p
OG0011648	FUN_049272-T1	Aqcoe1G465700.1.p
OG0011649	FUN_049275-T1	Aqcoe1G466000.1.p
OG0011651	FUN_047943-T2, FUN_047943-T1	Aqcoe1G108400.1.p
OG0011652	FUN_016948-T1, FUN_029622-T1	Aqcoe1G400600.1.p
OG0011653	FUN_049343-T1	Aqcoe1G482000.1.p
OG0011654	FUN_046702-T1	Aqcoe1G227800.1.p
OG0011655	FUN_044523-T1	Aqcoe1G120300.1.p
OG0011656	FUN_014606-T1	Aqcoe1G485400.1.p
OG0011657	FUN_020772-T1	Aqcoe1G156600.1.p
OG0011658	FUN_048938-T1	Aqcoe1G071100.2.p, Aqcoe1G071100.1.p
OG0011659	FUN_035260-T1, FUN_025165-T1	Aqcoe1G275400.2.p, Aqcoe1G275400.1.p
OG0011661	FUN_027336-T1	Aqcoe1G103600.1.p
OG0011662	FUN_014700-T1	Aqcoe1G038200.2.p, Aqcoe1G038200.1.p
OG0011663	FUN_001001-T1	Aqcoe1G473000.1.p
OG0011665	FUN_032730-T1	Aqcoe1G039100.2.p, Aqcoe1G039100.1.p
OG0011666	FUN_014790-T1	Aqcoe1G197400.1.p
OG0011667	FUN_034644-T1	Aqcoe1G054400.1.p
OG0011668	FUN_017311-T1	Aqcoe1G126000.1.p
OG0011669	FUN_039302-T1	Aqcoe1G034100.1.p
OG0011670	FUN_042757-T1	Aqcoe1G016700.1.p, Aqcoe1G016800.1.p
OG0011671	FUN_042789-T1	Aqcoe1G132700.1.p
OG0011672	FUN_015100-T1	Aqcoe1G085400.1.p
OG0011673	FUN_032817-T1, FUN_032818-T1	Aqcoe1G025300.1.p, Aqcoe1G025300.2.p
OG0011674	FUN_034748-T1	Aqcoe1G194800.1.p
OG0011676	FUN_048795-T1	Aqcoe1G437100.1.p
OG0011677	FUN_040358-T1	Aqcoe1G064300.1.p
OG0011678	FUN_036715-T1	Aqcoe1G251700.1.p
OG0011679	FUN_039415-T1	Aqcoe1G497100.1.p
OG0011680	FUN_003973-T1	Aqcoe1G393800.1.p
OG0011681	FUN_028698-T1	Aqcoe1G086700.1.p
OG0011682	FUN_012381-T2, FUN_012381-T1	Aqcoe1G236500.1.p
OG0011683	FUN_032729-T1	Aqcoe1G131900.1.p
OG0011684	FUN_006187-T1, FUN_001696-T1	Aqcoe1G185900.1.p
OG0011685	FUN_027157-T1	Aqcoe1G307700.1.p
OG0011686	FUN_035804-T1	Aqcoe1G220300.1.p
OG0011687	FUN_012318-T1	Aqcoe1G297200.1.p
OG0011688	FUN_039875-T1, FUN_008185-T1	Aqcoe1G009500.1.p
OG0011689	FUN_001406-T2, FUN_001406-T1	Aqcoe1G205600.1.p
OG0011691	FUN_043404-T1	Aqcoe1G285000.1.p
OG0011692	FUN_047961-T1	Aqcoe1G104800.3.p, Aqcoe1G104800.5.p, Aqcoe1G104800.2.p, Aqcoe1G104800.4.p, Aqcoe1G104800.1.p
OG0011693	FUN_033350-T1	Aqcoe1G384100.1.p, Aqcoe1G384100.2.p, Aqcoe5G284400.1.p
OG0011694	FUN_036689-T1	Aqcoe1G257400.1.p, Aqcoe1G257400.2.p
OG0011696	FUN_036336-T1, FUN_052647-T1	Aqcoe1G043000.1.p
OG0011697	FUN_049089-T2, FUN_049089-T1	Aqcoe1G086300.1.p
OG0011699	FUN_011175-T1	Aqcoe1G133300.1.p, Aqcoe1G133300.2.p
OG0011700	FUN_029345-T1	Aqcoe1G392700.1.p
OG0011701	FUN_030760-T1	Aqcoe1G043300.1.p
OG0011702	FUN_010485-T1, FUN_042001-T1	Aqcoe1G101800.1.p
OG0011704	FUN_005124-T1	Aqcoe1G430400.3.p, Aqcoe1G430400.2.p, Aqcoe1G430400.1.p
OG0011705	FUN_000690-T1	Aqcoe1G063000.1.p, Aqcoe1G063000.2.p
OG0011706	FUN_001637-T1	Aqcoe1G176000.1.p
OG0011707	FUN_008614-T1	Aqcoe1G306700.1.p, Aqcoe1G306700.2.p
OG0011708	FUN_012080-T1	Aqcoe1G367300.1.p
OG0011709	FUN_048797-T2, FUN_048797-T1	Aqcoe1G437000.1.p
OG0011710	FUN_034721-T1	Aqcoe1G012100.1.p
OG0011711	FUN_027027-T1	Aqcoe5G359200.1.p
OG0011712	FUN_025380-T1	Aqcoe5G379800.1.p, Aqcoe5G379800.2.p
OG0011714	FUN_031789-T1	Aqcoe5G344400.1.p
OG0011715	FUN_031323-T1	Aqcoe5G377400.1.p, Aqcoe5G377300.1.p
OG0011716	FUN_025083-T1	Aqcoe5G393100.1.p
OG0011717	FUN_011496-T1	Aqcoe5G372900.1.p
OG0011718	FUN_024228-T1	Aqcoe5G185800.1.p
OG0011719	FUN_010455-T1, FUN_010455-T2	Aqcoe5G317300.1.p
OG0011720	FUN_009846-T1	Aqcoe5G196700.2.p, Aqcoe5G196700.1.p
OG0011721	FUN_024316-T1, FUN_024318-T1	Aqcoe5G134300.1.p, Aqcoe5G236300.1.p, Aqcoe5G236200.2.p, Aqcoe5G236200.1.p
OG0011722	FUN_020829-T1	Aqcoe5G233700.1.p, Aqcoe5G233700.2.p
OG0011723	FUN_011424-T1	Aqcoe5G353600.1.p
OG0011724	FUN_015363-T1	Aqcoe5G420700.2.p, Aqcoe5G420700.1.p
OG0011725	FUN_001451-T1	Aqcoe5G038000.1.p, Aqcoe5G038000.2.p
OG0011726	FUN_036043-T1, FUN_036043-T2	Aqcoe5G298200.1.p
OG0011727	FUN_046162-T1	Aqcoe5G404900.1.p
OG0011729	FUN_048463-T1	Aqcoe5G273900.1.p
OG0011730	FUN_018001-T1	Aqcoe5G397500.1.p
OG0011731	FUN_037101-T3, FUN_037101-T1	Aqcoe5G425600.1.p, Aqcoe5G110000.1.p
OG0011732	FUN_024190-T1	Aqcoe5G207600.1.p
OG0011733	FUN_009486-T1	Aqcoe5G192200.2.p, Aqcoe5G192200.3.p, Aqcoe5G192200.1.p
OG0011734	FUN_051156-T1, FUN_004479-T1	Aqcoe5G032400.1.p
OG0011735	FUN_046393-T1	Aqcoe5G142100.1.p
OG0011736	FUN_052395-T1	Aqcoe5G268700.1.p
OG0011737	FUN_025424-T1	Aqcoe5G202700.1.p, Aqcoe5G202800.1.p
OG0011738	FUN_048450-T1	Aqcoe5G272800.1.p
OG0011739	FUN_009867-T1	Aqcoe5G202200.1.p, Aqcoe5G202200.2.p, Aqcoe5G202200.3.p
OG0011740	FUN_036150-T1	Aqcoe5G014100.1.p
OG0011741	FUN_049077-T1	Aqcoe3G388700.1.p, Aqcoe3G388700.2.p, Aqcoe5G375000.1.p
OG0011742	FUN_020556-T1	Aqcoe5G339200.1.p
OG0011743	FUN_024147-T1, FUN_024146-T1	Aqcoe5G209300.1.p
OG0011744	FUN_010439-T1	Aqcoe5G105400.1.p
OG0011745	FUN_017227-T1, FUN_000856-T1	Aqcoe5G102500.1.p
OG0011746	FUN_026787-T1	Aqcoe5G474800.1.p
OG0011747	FUN_030657-T1	Aqcoe5G191700.1.p
OG0011748	FUN_042940-T1, FUN_024745-T1	Aqcoe5G417500.1.p
OG0011749	FUN_051465-T1	Aqcoe5G082500.1.p
OG0011750	FUN_016076-T1	Aqcoe5G461200.1.p
OG0011751	FUN_037788-T1	Aqcoe5G283600.1.p
OG0011752	FUN_037949-T2, FUN_037949-T1	Aqcoe5G273100.1.p
OG0011753	FUN_020229-T1	Aqcoe5G066500.1.p
OG0011755	FUN_021137-T1	Aqcoe5G120500.1.p
OG0011756	FUN_046074-T1, FUN_005786-T1	Aqcoe5G464600.1.p
OG0011757	FUN_037408-T2, FUN_037408-T3, FUN_037408-T4, FUN_037408-T1	Aqcoe5G236000.1.p, Aqcoe5G236000.2.p
OG0011758	FUN_031796-T2, FUN_031796-T1	Aqcoe5G343000.1.p, Aqcoe5G343000.2.p
OG0011759	FUN_011094-T1	Aqcoe5G280700.1.p
OG0011760	FUN_026949-T1	Aqcoe5G247300.1.p
OG0011761	FUN_038005-T1	Aqcoe5G161400.1.p
OG0011762	FUN_003879-T1, FUN_026466-T1	Aqcoe5G133800.1.p
OG0011763	FUN_050800-T1, FUN_050800-T2	Aqcoe5G133500.1.p
OG0011764	FUN_007811-T1	Aqcoe5G245000.1.p
OG0011765	FUN_051718-T1, FUN_047240-T1	Aqcoe5G138600.1.p
OG0011766	FUN_014194-T1	Aqcoe5G289700.1.p
OG0011767	FUN_032076-T1	Aqcoe5G420800.1.p
OG0011768	FUN_026966-T1	Aqcoe5G251300.1.p
OG0011770	FUN_008668-T1	Aqcoe5G169800.1.p
OG0011771	FUN_030743-T1	Aqcoe5G385500.1.p
OG0011772	FUN_025327-T1	Aqcoe5G361000.1.p
OG0011773	FUN_005785-T1	Aqcoe5G010300.1.p
OG0011774	FUN_049464-T1	Aqcoe5G179000.3.p, Aqcoe5G179000.1.p
OG0011775	FUN_003680-T1	Aqcoe5G006500.1.p, Aqcoe5G006500.2.p
OG0011776	FUN_027208-T1	Aqcoe5G099200.1.p
OG0011778	FUN_011800-T1	Aqcoe5G098600.1.p
OG0011779	FUN_011310-T1	Aqcoe5G319900.1.p
OG0011780	FUN_011447-T1	Aqcoe5G356500.1.p
OG0011781	FUN_049967-T1, FUN_024226-T1, FUN_042113-T1	Aqcoe5G090400.1.p
OG0011782	FUN_050807-T2, FUN_050807-T1	Aqcoe5G035700.1.p
OG0011783	FUN_020392-T2, FUN_020392-T1	Aqcoe5G322900.1.p
OG0011784	FUN_018193-T2, FUN_018193-T1	Aqcoe5G441200.1.p, Aqcoe5G441200.2.p
OG0011785	FUN_048323-T2, FUN_048323-T1, FUN_026031-T4	Aqcoe5G301200.1.p
OG0011786	FUN_013920-T1	Aqcoe5G428400.1.p
OG0011787	FUN_044319-T1	Aqcoe5G287600.1.p
OG0011788	FUN_024532-T1	Aqcoe5G141700.1.p
OG0011789	FUN_000936-T1	Aqcoe5G198000.1.p
OG0011790	FUN_043698-T1	Aqcoe5G013700.1.p
OG0011791	FUN_002024-T1	Aqcoe3G427200.2.p, Aqcoe3G427200.1.p, Aqcoe3G427200.4.p, Aqcoe3G427200.3.p
OG0011792	FUN_018205-T1	Aqcoe3G245200.1.p
OG0011793	FUN_046854-T1, FUN_010491-T1	Aqcoe3G037800.1.p
OG0011794	FUN_027929-T1	Aqcoe3G154200.1.p
OG0011795	FUN_017786-T1	Aqcoe3G209400.1.p
OG0011797	FUN_023724-T1	Aqcoe3G386800.1.p
OG0011798	FUN_032326-T2, FUN_032326-T1, FUN_032326-T3	Aqcoe3G304100.2.p, Aqcoe3G304100.1.p, Aqcoe3G304100.3.p
OG0011799	FUN_049496-T1	Aqcoe3G261600.1.p
OG0011800	FUN_010458-T1, FUN_010458-T2	Aqcoe3G025500.1.p, Aqcoe3G025500.2.p
OG0011801	FUN_036427-T1	Aqcoe3G364600.1.p
OG0011802	FUN_009342-T1	Aqcoe3G144600.1.p
OG0011803	FUN_041603-T1, FUN_041603-T2	Aqcoe3G220800.1.p
OG0011804	FUN_025186-T1, FUN_041714-T1	Aqcoe3G230300.1.p
OG0011806	FUN_029144-T1	Aqcoe3G353400.1.p
OG0011807	FUN_047860-T1, FUN_047860-T2	Aqcoe3G241200.2.p, Aqcoe3G241200.1.p
OG0011808	FUN_039248-T1, FUN_039241-T1	Aqcoe3G307700.1.p
OG0011809	FUN_029203-T1	Aqcoe3G341200.1.p
OG0011810	FUN_029934-T1	Aqcoe3G397900.1.p
OG0011812	FUN_032242-T1, FUN_009239-T1	Aqcoe3G060800.1.p
OG0011813	FUN_011001-T1, FUN_018778-T1	Aqcoe3G321400.1.p, Aqcoe3G098600.1.p
