Orthogroup	P_amilis.proteins	A_hypochondriacus.proteins
OG0009022	FUN_038576-T1	AH008927-RA
OG0009023	FUN_048359-T1	AH011871-RA
OG0009024	FUN_025306-T2, FUN_025306-T1	AH005180-RA
OG0009025	FUN_015117-T1	AH007210-RA
OG0009026	FUN_041212-T1	AH011358-RA
OG0009028	FUN_025324-T1, FUN_031930-T1	AH004528-RA, AH004527-RA, AH005160-RA
OG0009029	FUN_023494-T2, FUN_023494-T1	AH007618-RA
OG0009030	FUN_008797-T1	AH001764-RA
OG0009031	FUN_025707-T1	AH023693-RA
OG0009032	FUN_051639-T1, FUN_041144-T1	AH009856-RA
OG0009033	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1	AH006001-RA
OG0009035	FUN_014825-T1, FUN_014825-T2	AH019973-RA
OG0009036	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1	AH009428-RA
OG0009037	FUN_038496-T1	AH002553-RA
OG0009038	FUN_044966-T2, FUN_044966-T1	AH017279-RA
OG0009039	FUN_013723-T1, FUN_008987-T1	AH012038-RA, AH019637-RA
OG0009040	FUN_045587-T1	AH005282-RA
OG0009041	FUN_051518-T1, FUN_051518-T2	AH007621-RA
OG0009042	FUN_037926-T2, FUN_037926-T1	AH008999-RA
OG0009043	FUN_002235-T1	AH001801-RA
OG0009044	FUN_002467-T1, FUN_002467-T2	AH007528-RA
OG0009045	FUN_020712-T1	AH007402-RA
OG0009046	FUN_013817-T1	AH012108-RA, AH019602-RA
OG0009047	FUN_052428-T1	AH004332-RA, AH005000-RA
OG0009048	FUN_043406-T1	AH011887-RA, AH019738-RA
OG0009049	FUN_018423-T1	AH018154-RA
OG0009050	FUN_039244-T1	AH014889-RA
OG0009051	FUN_023841-T1	AH005421-RA
OG0009052	FUN_013786-T1	AH010798-RA
OG0009053	FUN_037497-T1, FUN_048206-T1	AH009527-RA
OG0009054	FUN_043656-T1	AH013010-RA
OG0009055	FUN_037542-T1	AH014621-RA, AH021194-RA
OG0009056	FUN_019211-T1	AH006103-RA
OG0009057	FUN_029983-T1	AH022923-RA
OG0009059	FUN_001315-T1, FUN_026967-T1	AH008524-RA
OG0009060	FUN_047171-T1, FUN_047171-T2	AH000952-RA, AH001622-RA
OG0009061	FUN_024554-T1, FUN_024554-T2	AH012832-RA
OG0009062	FUN_005762-T1	AH006962-RA
OG0009063	FUN_001967-T1	AH021176-RA
OG0009064	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1	AH002253-RA
OG0009065	FUN_033248-T1	AH007048-RA
OG0009066	FUN_010739-T1	AH002532-RA
OG0009067	FUN_036797-T1	AH003314-RA
OG0009068	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2	AH012941-RA
OG0009069	FUN_037830-T1, FUN_048428-T1	AH009385-RB, AH009385-RA
OG0009070	FUN_021235-T1, FUN_021235-T2	AH019624-RA
OG0009071	FUN_047330-T1, FUN_010724-T1	AH002535-RA
OG0009072	FUN_007958-T1, FUN_043250-T1, FUN_027069-T1, FUN_040844-T1, FUN_040843-T1	AH018631-RA, AH013638-RA
OG0009073	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1	AH022851-RA, AH011854-RA
OG0009074	FUN_046937-T1	AH002976-RA, AH017245-RA
OG0009075	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2	AH018658-RA
OG0009076	FUN_027121-T2, FUN_027121-T1, FUN_027121-T3	AH008566-RA
OG0009077	FUN_030913-T1	AH019274-RA
OG0009078	FUN_031659-T1	AH004046-RA
OG0009079	FUN_052509-T1, FUN_036198-T1	AH009584-RA
OG0009080	FUN_012910-T1	AH020206-RA
OG0009082	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2	AH006036-RA, AH003695-RA
OG0009083	FUN_007539-T2, FUN_007539-T1	AH007299-RA
OG0009084	FUN_002631-T1	AH007735-RA
OG0009085	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1	AH003909-RA
OG0009086	FUN_029242-T1, FUN_018972-T1	AH019283-RA
OG0009087	FUN_046730-T1	AH019829-RA
OG0009088	FUN_031814-T1, FUN_025268-T2, FUN_025268-T1	AH005207-RA
OG0009089	FUN_018049-T1	AH011353-RA
OG0009090	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1	AH011382-RA, AH011615-RA
OG0009091	FUN_024205-T2, FUN_024205-T1	AH008333-RA
OG0009092	FUN_025622-T2, FUN_025622-T1	AH023761-RA
OG0009093	FUN_033229-T1	AH020168-RA
OG0009094	FUN_049635-T1	AH009134-RA
OG0009095	FUN_049959-T1	AH013276-RA
OG0009096	FUN_051608-T1	AH010392-RA
OG0009097	FUN_010304-T1	AH017746-RA
OG0009098	FUN_049608-T1	AH012870-RA
OG0009099	FUN_000165-T1	AH007867-RA
OG0009100	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1	AH001659-RA
OG0009101	FUN_040361-T1, FUN_040361-T3	AH014668-RA
OG0009102	FUN_029135-T1	AH019134-RA
OG0009103	FUN_010727-T1	AH017915-RA
OG0009104	FUN_031717-T1	AH001098-RA
OG0009105	FUN_029815-T1	AH016512-RA, AH022848-RA
OG0009106	FUN_040733-T1	AH007986-RA, AH010159-RA
OG0009107	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2	AH005557-RA
OG0009108	FUN_003003-T1	AH014603-RA
OG0009109	FUN_000247-T1	AH014678-RA
OG0009110	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2	AH000018-RA
OG0009111	FUN_015248-T1	AH019415-RA
OG0009113	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1	AH018321-RA
OG0009114	FUN_047457-T1	AH017315-RA
OG0009115	FUN_050984-T1, FUN_010540-T1	AH017825-RA
OG0009116	FUN_005756-T1	AH020232-RA, AH004452-RA
OG0009117	FUN_026626-T1	AH001152-RA
OG0009118	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2	AH015751-RA, AH019381-RA
OG0009119	FUN_046794-T1	AH010254-RA
OG0009121	FUN_041367-T1	AH018227-RA
OG0009122	FUN_016917-T1, FUN_029688-T1	AH016613-RA
OG0009123	FUN_017971-T1	AH018768-RA
OG0009124	FUN_047447-T1	AH016221-RA
OG0009125	FUN_011118-T1, FUN_011118-T2	AH002844-RA
OG0009126	FUN_041442-T2, FUN_041442-T1	AH013966-RA
OG0009127	FUN_017412-T1, FUN_017412-T2	AH018213-RA
OG0009128	FUN_016812-T1	AH022789-RA, AH016581-RA
OG0009129	FUN_017474-T1, FUN_041495-T2, FUN_041495-T1	AH018366-RA
OG0009130	FUN_034140-T1	AH003128-RA, AH001039-RA
OG0009131	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1	AH004072-RA, AH005418-RA
OG0009132	FUN_017664-T1, FUN_041652-T1	AH018438-RA
OG0009133	FUN_026057-T2, FUN_026057-T3, FUN_026057-T1	AH020673-RA
OG0009134	FUN_007590-T1	AH009342-RA
OG0009135	FUN_027041-T1, FUN_020600-T1	AH006400-RA
OG0009136	FUN_025409-T1, FUN_039237-T1	AH013581-RA
OG0009137	FUN_017941-T1	AH018514-RA, AH003246-RA
OG0009138	FUN_031963-T1	AH004920-RA
OG0009139	FUN_029928-T2, FUN_029928-T1	AH022895-RA
OG0009140	FUN_036245-T1, FUN_041981-T1	AH011111-RA
OG0009141	FUN_037038-T1	AH009155-RA
OG0009142	FUN_029863-T1	AH022878-RA
OG0009143	FUN_031662-T1	AH019137-RA
OG0009144	FUN_042205-T1	AH004338-RA
OG0009145	FUN_047129-T1	AH017455-RA
OG0009146	FUN_041362-T1, FUN_041362-T2	AH011446-RA
OG0009147	FUN_010804-T1	AH021032-RA
OG0009148	FUN_047114-T1	AH016432-RA, AH022983-RA
OG0009149	FUN_033413-T1	AH005510-RA
OG0009150	FUN_009176-T1, FUN_032312-T1	AH004737-RA
OG0009151	FUN_041515-T1	AH018375-RA
OG0009152	FUN_017287-T1, FUN_017287-T2, FUN_041263-T1	AH018270-RA
OG0009153	FUN_009290-T1	AH004442-RA, AH011503-RA, AH011502-RA
OG0009154	FUN_001692-T1	AH015768-RA
OG0009155	FUN_041759-T1, FUN_041759-T2	AH011560-RA, AH018465-RA
OG0009156	FUN_029084-T1	AH019147-RA
OG0009157	FUN_009792-T2, FUN_009792-T1	AH015145-RA, AH021586-RA
OG0009158	FUN_001461-T1	AH003847-RA
OG0009159	FUN_049499-T1	AH009377-RA
OG0009160	FUN_015254-T1	AH012163-RA
OG0009161	FUN_033326-T1	AH020426-RA
OG0009162	FUN_029808-T2, FUN_029808-T3, FUN_029808-T1	AH022844-RA
OG0009163	FUN_020141-T1	AH005385-RA
OG0009164	FUN_025076-T1, FUN_025076-T2	AH013578-RA
OG0009165	FUN_053297-T1	AH002928-RA
OG0009166	FUN_029924-T1	AH022893-RA
OG0009166	FUN_033601-T1	AH004707-RA
OG0009167	FUN_047504-T3, FUN_047504-T2	AH017258-RA
OG0009168	FUN_023871-T1	AH005404-RA
OG0009169	FUN_045430-T4, FUN_045430-T1, FUN_045430-T5, FUN_045430-T3, FUN_045430-T2	AH017538-RA
OG0009170	FUN_026537-T1	AH012619-RA
OG0009171	FUN_029908-T1, FUN_016557-T1	AH016537-RA, AH022883-RA
OG0009172	FUN_032049-T1	AH004478-RA
OG0009173	FUN_033435-T1	AH005502-RA
OG0009174	FUN_027035-T1	AH006394-RA, AH006393-RA, AH003366-RA, AH006392-RA
OG0009175	FUN_011860-T1	AH015888-RA
OG0009176	FUN_033524-T1	AH005473-RA
OG0009177	FUN_004056-T1, FUN_023409-T1	AH004368-RA, AH005033-RA
OG0009178	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2	AH018385-RA
OG0009179	FUN_011762-T2, FUN_011762-T1	AH007906-RA
OG0009180	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4	AH017445-RA
OG0009181	FUN_017939-T1	AH018513-RA, AH003247-RA
OG0009182	FUN_041302-T1, FUN_017329-T1	AH018252-RA, AH011426-RA
OG0009184	FUN_016808-T1	AH022791-RA, AH022806-RA, AH022798-RA, AH022808-RA, AH022803-RA, AH022800-RA, AH022797-RA, AH022799-RA, AH022805-RA, AH022802-RA, AH022807-RA, AH022794-RA, AH022804-RA, AH022818-RA, AH022792-RA, AH022801-RA, AH022796-RA
OG0009185	FUN_048455-T1	AH023618-RA
OG0009186	FUN_008383-T1, FUN_020963-T1	AH023220-RA, AH016272-RA
OG0009187	FUN_032875-T1, FUN_013014-T1, FUN_013015-T1, FUN_051379-T1	AH021021-RA, AH021020-RA
OG0009188	FUN_053129-T1, FUN_001738-T1, FUN_012572-T1, FUN_035433-T1	AH016713-RA, AH021558-RA
OG0009190	FUN_011398-T1	AH017254-RA
OG0009191	FUN_010977-T1, FUN_047512-T1	AH017650-RA
OG0009193	FUN_024301-T2, FUN_024301-T1	AH008349-RA
OG0009194	FUN_004628-T1	AH020020-RA, AH004363-RA, AH004361-RA, AH004366-RA, AH004365-RA, AH004362-RA, AH004364-RA, AH004360-RA, AH004358-RA, AH002771-RA, AH004359-RA
OG0009195	FUN_017814-T1	AH020192-RA
OG0009196	FUN_043695-T1, FUN_014947-T1, FUN_014937-T1, FUN_014949-T1, FUN_014948-T1, FUN_014938-T1	AH013524-RA, AH013525-RA
OG0009197	FUN_009263-T1, FUN_009260-T1, FUN_009262-T1	AH004782-RA
OG0009198	FUN_016930-T1	AH005948-RA
OG0009199	FUN_045067-T1	AH011904-RA
OG0009200	FUN_013874-T2, FUN_013874-T1	AH012420-RA
OG0009201	FUN_001239-T1	AH007135-RA
OG0009202	FUN_020205-T1	AH007044-RA
OG0009203	FUN_035936-T1, FUN_052254-T1	AH007340-RA
OG0009204	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3	AH001694-RA
OG0009255	FUN_014330-T1	AH020130-RA
OG0009256	FUN_036368-T1	AH011011-RA
OG0009257	FUN_024764-T1	AH022082-RA
OG0009258	FUN_015241-T1	AH019407-RA
OG0009260	FUN_004603-T1	AH006757-RA
OG0009261	FUN_036331-T1	AH011046-RA
OG0009262	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2	AH007130-RA
OG0009263	FUN_042053-T1	AH018855-RA
OG0009264	FUN_025453-T1	AH005862-RA
OG0009265	FUN_049946-T1	AH010062-RA
OG0009266	FUN_018939-T1	AH019091-RA
OG0009267	FUN_001812-T1	AH013327-RA
OG0009269	FUN_020912-T1	AH000144-RA
OG0009270	FUN_002501-T1, FUN_002501-T2	AH010864-RA
OG0009271	FUN_025172-T2, FUN_025172-T1	AH022238-RA
OG0009272	FUN_039224-T1, FUN_039225-T1	AH023452-RA
OG0009273	FUN_007634-T1, FUN_007634-T2	AH022475-RA
OG0009275	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2	AH011112-RA
OG0009276	FUN_007712-T1	AH013219-RA
OG0009278	FUN_032821-T1	AH020399-RA
OG0009279	FUN_041859-T1	AH018525-RA
OG0009280	FUN_034193-T1, FUN_000493-T1	AH007554-RA
OG0009281	FUN_053283-T1	AH017663-RA, AH002723-RA
OG0009283	FUN_043199-T1, FUN_048978-T1	AH013886-RA
OG0009284	FUN_027183-T1	AH013076-RA
OG0009286	FUN_015307-T1	AH019433-RA
OG0009287	FUN_025205-T1	AH022245-RA
OG0009288	FUN_036233-T2, FUN_036233-T1	AH007466-RA, AH011124-RA
OG0009289	FUN_029375-T1	AH006134-RA
OG0009290	FUN_043549-T1	AH013045-RA
OG0009291	FUN_045149-T1	AH022948-RA
OG0009292	FUN_002609-T1	AH010786-RA
OG0009293	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2	AH018236-RA, AH011454-RA
OG0009294	FUN_050831-T2, FUN_050831-T3, FUN_050831-T1	AH002614-RA
OG0009296	FUN_048785-T1	AH013901-RA
OG0009299	FUN_005745-T1	AH020241-RA
OG0009300	FUN_018406-T1	AH018130-RA
OG0009301	FUN_051769-T1, FUN_047158-T1	AH001618-RA
OG0009302	FUN_050072-T1, FUN_023970-T1	AH013382-RA, AH022349-RA
OG0009303	FUN_005248-T1	AH017159-RA
OG0009304	FUN_005701-T1	AH020257-RA
OG0009306	FUN_039829-T1	AH019106-RA
OG0009307	FUN_007525-T1	AH007309-RA
OG0009308	FUN_049458-T1	AH009333-RA
OG0009309	FUN_027155-T1, FUN_027155-T2	AH020111-RA
OG0009310	FUN_015191-T1, FUN_033795-T1	AH001439-RA
OG0009312	FUN_023919-T1, FUN_050064-T1	AH013372-RA
OG0009313	FUN_039793-T1	AH012574-RA, AH020327-RA
OG0009315	FUN_045804-T1	AH001993-RA
OG0009316	FUN_004083-T1	AH021701-RA
OG0009317	FUN_020783-T1, FUN_045837-T1	AH003474-RA, AH006321-RA
OG0009319	FUN_039885-T1, FUN_008227-T1	AH008603-RA
OG0009320	FUN_022384-T2, FUN_022384-T1	AH010725-RA
OG0009321	FUN_020765-T1	AH006315-RA
OG0009322	FUN_003978-T1	AH012507-RA
OG0009323	FUN_039842-T1	AH019112-RA
OG0009324	FUN_032725-T1, FUN_032725-T2	AH020463-RA, AH006709-RA
OG0009325	FUN_052401-T1, FUN_024836-T1	AH022724-RA, AH011230-RA
OG0009326	FUN_011186-T1	AH003773-RA
OG0009327	FUN_046723-T1	AH010157-RA
OG0009328	FUN_013598-T1	AH002749-RA
OG0009329	FUN_051249-T1	AH017748-RA
OG0009330	FUN_051412-T1	AH010452-RA
OG0009331	FUN_010670-T1, FUN_047292-T1	AH017886-RA
OG0009332	FUN_043312-T1	AH023075-RA
OG0009333	FUN_033797-T1	AH004020-RA
OG0009334	FUN_014329-T1	AH019374-RA
OG0009335	FUN_013607-T1	AH017289-RA
OG0009336	FUN_035995-T1	AH010613-RA
OG0009337	FUN_029042-T1, FUN_029042-T2	AH015857-RA
OG0009338	FUN_030035-T1, FUN_030035-T2	AH022957-RA
OG0009339	FUN_026123-T1	AH020699-RA
OG0009340	FUN_032767-T1	AH020472-RA, AH006737-RA
OG0009341	FUN_011639-T1	AH017753-RA, AH007591-RA
OG0009342	FUN_024949-T1	AH010691-RA
OG0009343	FUN_003513-T1, FUN_003514-T1	AH006504-RA
OG0009344	FUN_008133-T1, FUN_008133-T2	AH018946-RA
OG0009345	FUN_032724-T1	AH006706-RA
OG0009346	FUN_052344-T1	AH015408-RA
OG0009347	FUN_014195-T1, FUN_020508-T1	AH018041-RA
OG0009348	FUN_010839-T1	AH007424-RA
OG0009349	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2	AH011001-RA
OG0009351	FUN_000655-T1, FUN_000655-T2	AH011779-RA
OG0009352	FUN_030042-T1, FUN_014428-T1	AH020101-RA
OG0009353	FUN_003115-T1	AH007667-RA
OG0009354	FUN_047276-T1, FUN_047276-T2	AH017880-RA
OG0009355	FUN_052490-T1	AH007442-RA
OG0009356	FUN_000660-T1	AH003888-RA
OG0009357	FUN_033235-T1	AH020181-RA
OG0009358	FUN_051448-T1	AH007562-RA
OG0009359	FUN_014214-T1	AH011777-RA
OG0009360	FUN_027054-T2, FUN_027054-T1	AH019063-RA, AH019062-RA
OG0009361	FUN_046315-T1	AH008283-RA
OG0009362	FUN_035258-T2, FUN_035258-T1	AH021509-RA
OG0009363	FUN_005369-T2, FUN_005369-T1	AH019341-RA
OG0009364	FUN_030067-T1	AH022972-RA
OG0009365	FUN_004773-T1	AH006840-RA
OG0009366	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1	AH002429-RA, AH002564-RA
OG0009367	FUN_024939-T1	AH013665-RA
OG0009368	FUN_031098-T2, FUN_031098-T1	AH006443-RA
OG0009369	FUN_044716-T1	AH017693-RA
OG0009370	FUN_010816-T1	AH002530-RA
OG0009371	FUN_044769-T1	AH000294-RA, AH002707-RA
OG0009373	FUN_020756-T1	AH006308-RA
OG0009374	FUN_042319-T1	AH000374-RA, AH000375-RA
OG0009375	FUN_014429-T1	AH007084-RA, AH020100-RA
OG0009376	FUN_008214-T1	AH014476-RA, AH020913-RA
OG0009377	FUN_042636-T1	AH002479-RA, AH016901-RA
OG0009378	FUN_038451-T1	AH009714-RA
OG0009379	FUN_037919-T1	AH009006-RA
OG0009382	FUN_013618-T1	AH019697-RA
OG0009383	FUN_042622-T1, FUN_042622-T2, FUN_042622-T3, FUN_025620-T1	AH023759-RA
OG0009384	FUN_009795-T1	AH005324-RA
OG0009385	FUN_045566-T1	AH001600-RA
OG0009386	FUN_048338-T1	AH009448-RA
OG0009387	FUN_032682-T1	AH011047-RA
OG0009388	FUN_031107-T1	AH006454-RA
OG0009389	FUN_052271-T1	AH010657-RA
OG0009390	FUN_042733-T1	AH011751-RA
OG0009391	FUN_045636-T1	AH000885-RA
OG0009392	FUN_030502-T1, FUN_052778-T1	AH006175-RA, AH003900-RA
OG0009393	FUN_038928-T1, FUN_038928-T2	AH008442-RA
OG0009394	FUN_002375-T1	AH001897-RA
OG0009395	FUN_038682-T1	AH008854-RA
OG0009396	FUN_031658-T1	AH016925-RA
OG0009397	FUN_051784-T2, FUN_051784-T1	AH001605-RA
OG0009398	FUN_024010-T1	AH008655-RA
OG0009399	FUN_045788-T1	AH002313-RA
OG0009400	FUN_030516-T1	AH006186-RA
OG0009401	FUN_025590-T1	AH003794-RA
OG0009402	FUN_044151-T1	AH008897-RA
OG0009403	FUN_012942-T1	AH003607-RA
OG0009404	FUN_001976-T2, FUN_001976-T1	AH021180-RA, AH014647-RA
OG0009405	FUN_045743-T1	AH002274-RA, AH000805-RA
OG0009406	FUN_051960-T1	AH000816-RA
OG0009407	FUN_025550-T2	AH003346-RA
OG0009408	FUN_003926-T1	AH005620-RA
OG0009409	FUN_012822-T1	AH004954-RA, AH004297-RA
OG0009410	FUN_006671-T1	AH015506-RA
OG0009411	FUN_025614-T1	AH017201-RA
OG0009412	FUN_022420-T1	AH010720-RA
OG0009413	FUN_026973-T1	AH008536-RA
OG0009414	FUN_042731-T1	AH023668-RA
OG0009415	FUN_003603-T1	AH020522-RA
OG0009416	FUN_026916-T1, FUN_027951-T1	AH015829-RA
OG0009417	FUN_050751-T1	AH000593-RA
OG0009418	FUN_002300-T1	AH000550-RA
OG0009419	FUN_030579-T1	AH003862-RA
OG0009420	FUN_004256-T1, FUN_004256-T2	AH005802-RA
OG0009421	FUN_026995-T1	AH008545-RA
OG0009422	FUN_044547-T1	AH008602-RA
OG0009424	FUN_025646-T1	AH016872-RA
OG0009426	FUN_046076-T1	AH001909-RA
OG0009427	FUN_052015-T1	AH002307-RA
OG0009428	FUN_001614-T1	AH008433-RA
OG0009429	FUN_029678-T1	AH005961-RA
OG0009430	FUN_029255-T1	AH000900-RA
OG0009431	FUN_001592-T1	AH008431-RA, AH016949-RA
OG0009432	FUN_028899-T2, FUN_028899-T1	AH005333-RA
OG0009433	FUN_029002-T1	AH005618-RA, AH002924-RA
OG0009434	FUN_036259-T1	AH007484-RA
OG0009435	FUN_030026-T1	AH004961-RA
OG0009438	FUN_006073-T1	AH001528-RA
OG0009439	FUN_051776-T1	AH000950-RA
OG0009440	FUN_046031-T1	AH001895-RA
OG0009441	FUN_038652-T1, FUN_038652-T2	AH008873-RA
OG0009442	FUN_019216-T1	AH003731-RA
OG0009446	FUN_038123-T1, FUN_048606-T1	AH008712-RA
OG0009447	FUN_025477-T1	AH005668-RA
OG0009448	FUN_027236-T1	AH008607-RA
OG0009449	FUN_031239-T1	AH005892-RA, AH003952-RA
OG0009450	FUN_009793-T1	AH004199-RA
OG0009451	FUN_036729-T1	AH015275-RA
OG0009452	FUN_002312-T1	AH001858-RA
OG0009453	FUN_029663-T2, FUN_029663-T1	AH005953-RA
OG0009454	FUN_007794-T1	AH003611-RA
OG0009455	FUN_052357-T1, FUN_001961-T1	AH021170-RA, AH014649-RA
OG0009457	FUN_020848-T1	AH006229-RA
OG0009458	FUN_048547-T1	AH008825-RA
OG0009459	FUN_006329-T1	AH010163-RA
OG0009460	FUN_018847-T1	AH004593-RA
OG0009461	FUN_001542-T2, FUN_001542-T1	AH020238-RA
OG0009462	FUN_049431-T1	AH009720-RA
OG0009463	FUN_043401-T1, FUN_043401-T3	AH007976-RA
OG0009465	FUN_010492-T1	AH017190-RA
OG0009466	FUN_009628-T1, FUN_030571-T1	AH003866-RA
OG0009467	FUN_051791-T1	AH001601-RA
OG0009468	FUN_035590-T1	AH021606-RA
OG0009469	FUN_034715-T1	AH022054-RA
OG0009470	FUN_018922-T1	AH019308-RA, AH015626-RA
OG0009471	FUN_018923-T1	AH015690-RA
OG0009473	FUN_010821-T1	AH021330-RA
OG0009475	FUN_049569-T1	AH018026-RA
OG0009477	FUN_043275-T1	AH015250-RA
OG0009478	FUN_012464-T1	AH021518-RA
OG0009479	FUN_010797-T1	AH021276-RA
OG0009480	FUN_049922-T1	AH010188-RA
OG0009481	FUN_034275-T1	AH005083-RA
OG0009482	FUN_052234-T1	AH001920-RA
OG0009483	FUN_046776-T1	AH010276-RA
OG0009484	FUN_035728-T1	AH014884-RA
OG0009485	FUN_052731-T1	AH007704-RA
OG0009486	FUN_011965-T2, FUN_011965-T1	AH009998-RA
OG0009487	FUN_001660-T1	AH021272-RA
OG0009488	FUN_049628-T1	AH021002-RA
OG0009489	FUN_008433-T1	AH006307-RA, AH003447-RA
OG0009490	FUN_011921-T1	AH010086-RA
OG0009491	FUN_034509-T1	AH014860-RA
OG0009492	FUN_035803-T1	AH014802-RA
OG0009493	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1	AH007999-RA
OG0009494	FUN_035007-T1	AH021373-RA
OG0009495	FUN_035652-T1, FUN_001236-T1	AH008012-RA
OG0009497	FUN_000981-T1	AH002873-RA
OG0009498	FUN_042667-T1	AH023763-RA
OG0009499	FUN_021098-T1, FUN_021094-T1	AH019227-RA
OG0009500	FUN_026766-T2, FUN_026766-T1	AH014422-RA, AH020945-RA
OG0009501	FUN_008299-T1	AH018997-RA
OG0009502	FUN_050119-T1	AH013401-RA, AH022333-RA
OG0009503	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1	AH003122-RA
OG0009504	FUN_000114-T1, FUN_000114-T2	AH002103-RA
OG0009505	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2	AH001933-RA
OG0009506	FUN_049419-T1	AH011392-RA
OG0009507	FUN_052320-T1	AH010627-RA
OG0009508	FUN_032874-T1	AH021022-RA
OG0009509	FUN_032891-T1, FUN_032891-T2	AH008430-RA
OG0009510	FUN_005031-T1	AH016175-RA
OG0009511	FUN_022770-T1	AH012391-RA
OG0009513	FUN_030413-T1	AH016343-RA
OG0009514	FUN_041260-T1	AH011409-RA
OG0009515	FUN_026043-T1	AH013961-RA
OG0009516	FUN_026502-T1	AH014490-RA
OG0009517	FUN_050781-T1	AH005376-RA
OG0009518	FUN_037250-T1	AH009676-RA
OG0009519	FUN_026033-T1	AH020642-RA
OG0009520	FUN_009821-T2, FUN_009821-T1	AH021158-RA
OG0009521	FUN_026467-T1	AH020882-RA
OG0009522	FUN_047907-T1	AH007568-RA
OG0009523	FUN_049645-T2, FUN_049645-T1	AH015595-RA
OG0009525	FUN_001875-T1	AH014221-RA
OG0009528	FUN_049114-T1, FUN_049115-T1	AH009692-RA
OG0009529	FUN_040667-T1	AH018720-RA
OG0009530	FUN_025187-T1	AH006956-RA, AH020236-RA
OG0009531	FUN_008293-T1	AH018989-RA
OG0009532	FUN_045063-T1, FUN_043849-T1	AH011903-RA
OG0009533	FUN_003131-T2, FUN_003131-T1	AH000462-RA
OG0009534	FUN_003027-T2	AH014605-RA
OG0009535	FUN_044553-T1	AH016167-RA
OG0009536	FUN_045692-T1, FUN_051906-T1	AH002241-RA
OG0009537	FUN_052457-T1, FUN_051158-T1	AH001988-RA, AH000601-RA
OG0009538	FUN_039195-T1	AH007892-RA
OG0009539	FUN_052443-T1, FUN_001768-T1	AH004463-RA
OG0009540	FUN_005428-T1, FUN_021589-T1	AH001960-RA
OG0009541	FUN_037144-T1	AH009240-RA
OG0009542	FUN_024022-T1, FUN_024022-T2	AH013404-RA
OG0009543	FUN_006367-T1	AH000492-RA, AH002133-RA
OG0009544	FUN_028027-T1, FUN_034883-T1	AH021051-RA
OG0009547	FUN_041976-T1	AH020585-RA
OG0009548	FUN_048140-T1, FUN_037401-T1	AH009582-RA
OG0009549	FUN_002886-T1	AH023428-RA
OG0009550	FUN_048099-T1	AH009617-RA
OG0009551	FUN_026201-T1	AH014090-RA
OG0009552	FUN_015868-T1	AH000351-RA
OG0009553	FUN_005978-T1	AH015893-RA
OG0009554	FUN_047836-T1	AH009307-RA
OG0009555	FUN_001979-T1	AH014613-RA
OG0009556	FUN_006056-T1	AH017076-RA, AH014913-RA
OG0009559	FUN_001906-T1, FUN_001906-T2	AH020506-RA
OG0009560	FUN_013160-T1	AH013995-RA
OG0009561	FUN_022761-T1	AH012385-RA
OG0009562	FUN_000878-T1	AH015958-RA, AH023531-RA
OG0009563	FUN_006018-T1	AH015993-RA
OG0009565	FUN_026768-T1, FUN_026768-T2	AH014424-RA
OG0009566	FUN_006583-T1, FUN_025883-T1	AH012301-RA
OG0009567	FUN_013058-T1	AH014399-RA, AH020977-RA
OG0009568	FUN_021402-T1	AH017073-RA
OG0009569	FUN_010291-T1	AH021253-RA
OG0009570	FUN_037608-T1, FUN_048321-T1	AH009462-RA
OG0009571	FUN_046772-T1	AH013478-RA
OG0009573	FUN_018576-T1	AH008506-RA
OG0009574	FUN_028647-T1, FUN_028645-T1	AH021072-RA
OG0009575	FUN_052381-T1	AH023361-RA
OG0009576	FUN_001861-T1	AH014209-RA
OG0009577	FUN_042633-T1	AH020862-RA
OG0009578	FUN_001959-T1	AH014655-RA
OG0009579	FUN_021352-T1	AH016046-RA
OG0009580	FUN_040480-T2, FUN_040480-T1	AH019432-RA
