Orthogroup	P_amilis.proteins	L_sativa.proteins
OG0009492	FUN_035803-T1	Lsat_1_v5_gn_8_73161.1, Lsat_1_v5_gn_7_24220.1
OG0009493	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1	Lsat_1_v5_gn_7_102480.1, Lsat_1_v5_gn_7_102480.3
OG0009494	FUN_035007-T1	Lsat_1_v5_gn_7_25601.1
OG0009495	FUN_035652-T1, FUN_001236-T1	Lsat_1_v5_gn_8_112501.1
OG0009497	FUN_000981-T1	Lsat_1_v5_gn_9_95201.3, Lsat_1_v5_gn_9_95201.1, Lsat_1_v5_gn_9_95240.2, Lsat_1_v5_gn_9_95240.1, Lsat_1_v5_gn_9_95240.3
OG0009498	FUN_042667-T1	Lsat_1_v5_gn_4_63440.1
OG0009499	FUN_021098-T1, FUN_021094-T1	Lsat_1_v5_gn_1_40980.1, Lsat_1_v5_gn_1_40980.3
OG0009500	FUN_026766-T2, FUN_026766-T1	Lsat_1_v5_gn_7_59220.3, Lsat_1_v5_gn_7_59220.1
OG0009501	FUN_008299-T1	Lsat_1_v5_gn_5_62001.2, Lsat_1_v5_gn_5_62001.1
OG0009503	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1	Lsat_1_v5_gn_8_63361.2, Lsat_1_v5_gn_8_63361.1
OG0009504	FUN_000114-T1, FUN_000114-T2	Lsat_1_v5_gn_1_35260.3, Lsat_1_v5_gn_1_35260.1
OG0009505	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2	Lsat_1_v5_gn_4_88141.1
OG0009506	FUN_049419-T1	Lsat_1_v5_gn_3_135520.1, Lsat_1_v5_gn_8_32340.1
OG0009507	FUN_052320-T1	Lsat_1_v5_gn_4_177101.1, Lsat_1_v5_gn_7_38121.1, Lsat_1_v5_gn_7_38121.2
OG0009508	FUN_032874-T1	Lsat_1_v5_gn_8_64581.2, Lsat_1_v5_gn_8_64581.1, Lsat_1_v5_gn_7_51000.1
OG0009509	FUN_032891-T1, FUN_032891-T2	Lsat_1_v5_gn_7_11121.4, Lsat_1_v5_gn_7_11121.5
OG0009510	FUN_005031-T1	Lsat_1_v5_gn_6_23120.1
OG0009511	FUN_022770-T1	Lsat_1_v5_gn_9_55940.3, Lsat_1_v5_gn_9_55940.2, Lsat_1_v5_gn_9_55940.1
OG0009513	FUN_030413-T1	Lsat_1_v5_gn_2_124280.1
OG0009514	FUN_041260-T1	Lsat_1_v5_gn_1_53480.1, Lsat_1_v5_gn_1_53480.3
OG0009515	FUN_026043-T1	Lsat_1_v5_gn_8_62900.1, Lsat_1_v5_gn_8_62900.3
OG0009516	FUN_026502-T1	Lsat_1_v5_gn_8_96701.1, Lsat_1_v5_gn_8_96701.2, Lsat_1_v5_gn_5_143841.1
OG0009517	FUN_050781-T1	Lsat_1_v5_gn_5_69441.3, Lsat_1_v5_gn_5_69441.1
OG0009518	FUN_048031-T1	Lsat_1_v5_gn_7_4800.1, Lsat_1_v5_gn_3_137320.1
OG0009519	FUN_004190-T1, FUN_026033-T1	Lsat_1_v5_gn_7_11921.1, Lsat_1_v5_gn_7_11921.2
OG0009520	FUN_009821-T2, FUN_009821-T1	Lsat_1_v5_gn_8_68301.1, Lsat_1_v5_gn_8_68301.2
OG0009521	FUN_026467-T1	Lsat_1_v5_gn_7_42020.1, Lsat_1_v5_gn_5_102860.1
OG0009522	FUN_047907-T1	Lsat_1_v5_gn_5_170600.1
OG0009523	FUN_049645-T2, FUN_049645-T1	Lsat_1_v5_gn_4_43120.2, Lsat_1_v5_gn_4_43120.1
OG0009524	FUN_025555-T1	Lsat_1_v5_gn_6_31220.2, Lsat_1_v5_gn_6_31220.1
OG0009525	FUN_001875-T1	Lsat_1_v5_gn_8_88401.1, Lsat_1_v5_gn_8_88401.2
OG0009527	FUN_052183-T1	Lsat_1_v5_gn_9_5521.2, Lsat_1_v5_gn_9_5521.1
OG0009528	FUN_049114-T1, FUN_049115-T1	Lsat_1_v5_gn_7_4621.3, Lsat_1_v5_gn_7_4621.1
OG0009529	FUN_040667-T1	Lsat_1_v5_gn_3_4580.1, Lsat_1_v5_gn_3_4580.2
OG0009530	FUN_025187-T1	Lsat_1_v5_gn_1_39460.1
OG0009531	FUN_008293-T1	Lsat_1_v5_gn_6_77860.1, Lsat_1_v5_gn_6_77860.2
OG0009532	FUN_045063-T1, FUN_043849-T1	Lsat_1_v5_gn_9_50040.1
OG0009533	FUN_003131-T2, FUN_003131-T1	Lsat_1_v5_gn_1_35121.2, Lsat_1_v5_gn_1_35121.3, Lsat_1_v5_gn_1_35121.1
OG0009534	FUN_003027-T2	Lsat_1_v5_gn_1_30761.1
OG0009535	FUN_044553-T1	Lsat_1_v5_gn_1_45940.3, Lsat_1_v5_gn_1_45940.1
OG0009536	FUN_045692-T1, FUN_051906-T1	Lsat_1_v5_gn_8_66841.1, Lsat_1_v5_gn_8_66841.3
OG0009537	FUN_052457-T1, FUN_051158-T1	Lsat_1_v5_gn_8_31921.2, Lsat_1_v5_gn_8_31921.1
OG0009538	FUN_039195-T1	Lsat_1_v5_gn_2_36140.1
OG0009539	FUN_052443-T1, FUN_001768-T1	Lsat_1_v5_gn_4_85301.1, Lsat_1_v5_gn_8_152800.1, Lsat_1_v5_gn_8_152800.3
OG0009540	FUN_005428-T1, FUN_021589-T1	Lsat_1_v5_gn_4_90081.1
OG0009541	FUN_037144-T1	Lsat_1_v5_gn_8_8281.1
OG0009542	FUN_024022-T1, FUN_024022-T2	Lsat_1_v5_gn_1_37700.3, Lsat_1_v5_gn_1_37700.1, Lsat_1_v5_gn_4_91600.1
OG0009543	FUN_006367-T1	Lsat_1_v5_gn_5_134520.2, Lsat_1_v5_gn_5_134520.1, Lsat_1_v5_gn_4_99860.1
OG0009544	FUN_028027-T1, FUN_034883-T1	Lsat_1_v5_gn_7_49561.1
OG0009547	FUN_041976-T1	Lsat_1_v5_gn_8_112440.1, Lsat_1_v5_gn_8_69520.1
OG0009548	FUN_048140-T1, FUN_037401-T1	Lsat_1_v5_gn_3_139620.1
OG0009549	FUN_002886-T1	Lsat_1_v5_gn_2_131140.1
OG0009550	FUN_048099-T1	Lsat_1_v5_gn_5_79441.1, Lsat_1_v5_gn_0_42241.1, Lsat_1_v5_gn_4_34140.1
OG0009551	FUN_026201-T1	Lsat_1_v5_gn_5_95980.4, Lsat_1_v5_gn_5_95980.2
OG0009552	FUN_015868-T1	Lsat_1_v5_gn_4_96061.1, Lsat_1_v5_gn_4_96061.3
OG0009553	FUN_005978-T1	Lsat_1_v5_gn_7_57441.2, Lsat_1_v5_gn_7_57441.3, Lsat_1_v5_gn_7_57441.1, Lsat_1_v5_gn_5_80920.1, Lsat_1_v5_gn_5_80920.2, Lsat_1_v5_gn_5_80920.3
OG0009554	FUN_047836-T1	Lsat_1_v5_gn_1_4261.1, Lsat_1_v5_gn_9_43601.1
OG0009555	FUN_001979-T1	Lsat_1_v5_gn_4_84960.1
OG0009556	FUN_006056-T1	Lsat_1_v5_gn_5_56460.1
OG0009557	FUN_049601-T1, FUN_036913-T1	Lsat_1_v5_gn_4_45420.1, Lsat_1_v5_gn_3_129301.1
OG0009559	FUN_001906-T1, FUN_001906-T2	Lsat_1_v5_gn_8_87641.2, Lsat_1_v5_gn_8_87641.1, Lsat_1_v5_gn_2_117981.1, Lsat_1_v5_gn_2_117981.2
OG0009560	FUN_013160-T1	Lsat_1_v5_gn_5_93880.1, Lsat_1_v5_gn_9_120001.1
OG0009561	FUN_022761-T1	Lsat_1_v5_gn_2_131981.1
OG0009562	FUN_000878-T1	Lsat_1_v5_gn_2_116240.1, Lsat_1_v5_gn_2_116240.2, Lsat_1_v5_gn_8_18080.1
OG0009563	FUN_006018-T1	Lsat_1_v5_gn_3_25521.1, Lsat_1_v5_gn_3_25521.3
OG0009565	FUN_026768-T1, FUN_026768-T2	Lsat_1_v5_gn_8_70320.1, Lsat_1_v5_gn_8_70320.2
OG0009566	FUN_006583-T1, FUN_025883-T1	Lsat_1_v5_gn_2_129840.1
OG0009567	FUN_013058-T1	Lsat_1_v5_gn_8_67640.1
OG0009568	FUN_021402-T1	Lsat_1_v5_gn_3_68681.1, Lsat_1_v5_gn_5_56401.1, Lsat_1_v5_gn_5_56401.3
OG0009569	FUN_010291-T1	Lsat_1_v5_gn_7_37861.3, Lsat_1_v5_gn_7_37861.1
OG0009570	FUN_037608-T1, FUN_048321-T1	Lsat_1_v5_gn_8_64621.1
OG0009571	FUN_046772-T1	Lsat_1_v5_gn_8_9561.1
OG0009572	FUN_041072-T1	Lsat_1_v5_gn_6_12120.1, Lsat_1_v5_gn_6_12120.3
OG0009573	FUN_018576-T1	Lsat_1_v5_gn_5_89920.1, Lsat_1_v5_gn_5_89920.3
OG0009574	FUN_028647-T1, FUN_028645-T1	Lsat_1_v5_gn_5_138221.1
OG0009575	FUN_052381-T1	Lsat_1_v5_gn_6_22680.3, Lsat_1_v5_gn_6_22680.1
OG0009576	FUN_001861-T1	Lsat_1_v5_gn_5_143161.2, Lsat_1_v5_gn_5_143161.1
OG0009577	FUN_042633-T1	Lsat_1_v5_gn_7_114121.1, Lsat_1_v5_gn_5_1301.1
OG0009578	FUN_001959-T1	Lsat_1_v5_gn_7_54021.1, Lsat_1_v5_gn_7_54021.3
OG0009579	FUN_021352-T1	Lsat_1_v5_gn_5_82521.1, Lsat_1_v5_gn_5_82521.2, Lsat_1_v5_gn_5_82521.4
OG0009580	FUN_040480-T2, FUN_040480-T1	Lsat_1_v5_gn_7_57180.2, Lsat_1_v5_gn_7_57180.1, Lsat_1_v5_gn_7_57180.3
OG0009581	FUN_018770-T1	Lsat_1_v5_gn_6_7001.1, Lsat_1_v5_gn_6_7001.3
OG0009582	FUN_040272-T1	Lsat_1_v5_gn_6_1901.1
OG0009583	FUN_006237-T1	Lsat_1_v5_gn_1_31700.1
OG0009584	FUN_026650-T1, FUN_026648-T1	Lsat_1_v5_gn_7_40280.2, Lsat_1_v5_gn_7_40280.1
OG0009585	FUN_006560-T1	Lsat_1_v5_gn_2_129741.1
OG0009586	FUN_040540-T1, FUN_040543-T2, FUN_040543-T1, FUN_040537-T1	Lsat_1_v5_gn_6_90700.1
OG0009587	FUN_049781-T1	Lsat_1_v5_gn_4_116341.1
OG0009588	FUN_026261-T1	Lsat_1_v5_gn_7_42401.3, Lsat_1_v5_gn_7_42401.1, Lsat_1_v5_gn_7_42401.2, Lsat_1_v5_gn_8_58900.1, Lsat_1_v5_gn_8_58900.3
OG0009589	FUN_001775-T1, FUN_030525-T1	Lsat_1_v5_gn_3_87720.1
OG0009590	FUN_018050-T1	Lsat_1_v5_gn_5_149460.1
OG0009591	FUN_030773-T1, FUN_030775-T1	Lsat_1_v5_gn_4_29901.1
OG0009592	FUN_039968-T1	Lsat_1_v5_gn_2_102100.1
OG0009594	FUN_002043-T3, FUN_002043-T1, FUN_002043-T2	Lsat_1_v5_gn_2_16021.2
OG0009595	FUN_008135-T1	Lsat_1_v5_gn_1_56341.1
OG0009596	FUN_008707-T1	Lsat_1_v5_gn_1_122780.3, Lsat_1_v5_gn_1_122780.2, Lsat_1_v5_gn_1_122780.1, Lsat_1_v5_gn_4_54061.2, Lsat_1_v5_gn_4_54061.1
OG0009597	FUN_001727-T1	Lsat_1_v5_gn_8_60021.1
OG0009598	FUN_002130-T1	Lsat_1_v5_gn_0_8140.1, Lsat_1_v5_gn_2_104201.1
OG0009599	FUN_028404-T1	Lsat_1_v5_gn_6_13640.1
OG0009600	FUN_020643-T1	Lsat_1_v5_gn_1_117760.3, Lsat_1_v5_gn_1_117760.1
OG0009601	FUN_015475-T1, FUN_049334-T1	Lsat_1_v5_gn_9_21300.1
OG0009602	FUN_036274-T1	Lsat_1_v5_gn_8_32301.3, Lsat_1_v5_gn_8_32301.1
OG0009603	FUN_012875-T1, FUN_012873-T1, FUN_012874-T1	Lsat_1_v5_gn_1_108760.1, Lsat_1_v5_gn_1_108760.3
OG0009604	FUN_046471-T1, FUN_036300-T1	Lsat_1_v5_gn_5_301.1, Lsat_1_v5_gn_9_89201.1
OG0009605	FUN_042322-T2, FUN_042322-T1	Lsat_1_v5_gn_2_96400.1, Lsat_1_v5_gn_2_96400.3
OG0009606	FUN_029028-T1	Lsat_1_v5_gn_1_64881.2, Lsat_1_v5_gn_1_64881.1
OG0009608	FUN_001616-T1	Lsat_1_v5_gn_7_29481.1, Lsat_1_v5_gn_7_29481.3, Lsat_1_v5_gn_7_29481.2
OG0009610	FUN_018937-T1, FUN_029226-T1	Lsat_1_v5_gn_2_126380.3, Lsat_1_v5_gn_2_126380.1
OG0009611	FUN_001577-T1	Lsat_1_v5_gn_5_127341.1, Lsat_1_v5_gn_7_103261.1
OG0009612	FUN_011191-T1	Lsat_1_v5_gn_1_13480.3, Lsat_1_v5_gn_1_13480.1
OG0009613	FUN_027479-T1	Lsat_1_v5_gn_2_96660.1, Lsat_1_v5_gn_2_96660.2, Lsat_1_v5_gn_2_99381.1
OG0009614	FUN_014310-T2, FUN_014310-T1	Lsat_1_v5_gn_6_28620.1, Lsat_1_v5_gn_6_28620.3
OG0009615	FUN_011720-T2, FUN_011720-T1	Lsat_1_v5_gn_7_116060.1
OG0009616	FUN_033997-T1	Lsat_1_v5_gn_8_109400.1
OG0009617	FUN_008078-T1	Lsat_1_v5_gn_5_149661.2, Lsat_1_v5_gn_5_149661.1
OG0009618	FUN_031712-T2, FUN_031712-T1	Lsat_1_v5_gn_3_34641.3, Lsat_1_v5_gn_3_34641.1
OG0009619	FUN_011949-T1	Lsat_1_v5_gn_9_97040.3, Lsat_1_v5_gn_9_97040.1
OG0009621	FUN_029312-T1, FUN_019003-T1	Lsat_1_v5_gn_2_126100.1
OG0009622	FUN_020362-T1, FUN_020362-T2	Lsat_1_v5_gn_5_7861.1
OG0009624	FUN_049333-T1	Lsat_1_v5_gn_5_167021.1, Lsat_1_v5_gn_5_167021.3, Lsat_1_v5_gn_5_100621.1
OG0009625	FUN_050245-T1	Lsat_1_v5_gn_9_58140.3, Lsat_1_v5_gn_9_58140.1
OG0009627	FUN_020788-T1	Lsat_1_v5_gn_8_23040.1
OG0009628	FUN_034588-T1	Lsat_1_v5_gn_9_80980.2, Lsat_1_v5_gn_9_80980.1
OG0009629	FUN_042591-T1	Lsat_1_v5_gn_0_36880.1, Lsat_1_v5_gn_0_36880.3
OG0009630	FUN_000929-T1, FUN_000929-T2	Lsat_1_v5_gn_8_117740.1
OG0009631	FUN_029269-T1	Lsat_1_v5_gn_8_13521.1
OG0009632	FUN_020080-T1, FUN_020080-T2, FUN_020080-T3	Lsat_1_v5_gn_1_62081.1
OG0009633	FUN_052688-T2, FUN_052688-T1	Lsat_1_v5_gn_2_29261.1, Lsat_1_v5_gn_2_29261.3
OG0009634	FUN_041602-T1	Lsat_1_v5_gn_6_80341.1
OG0009635	FUN_027893-T1	Lsat_1_v5_gn_8_115881.1
OG0009636	FUN_051888-T1	Lsat_1_v5_gn_8_126000.1
OG0009637	FUN_042768-T1	Lsat_1_v5_gn_9_100380.1, Lsat_1_v5_gn_9_100380.3
OG0009638	FUN_027272-T1	Lsat_1_v5_gn_8_131720.1
OG0009640	FUN_034749-T1	Lsat_1_v5_gn_7_30521.2, Lsat_1_v5_gn_7_30521.1
OG0009641	FUN_000719-T1	Lsat_1_v5_gn_1_76981.3, Lsat_1_v5_gn_1_76981.1
OG0009642	FUN_015701-T1	Lsat_1_v5_gn_3_41561.2, Lsat_1_v5_gn_9_97320.1, Lsat_1_v5_gn_9_97320.2
OG0009643	FUN_007682-T1, FUN_007682-T2	Lsat_1_v5_gn_8_111040.1
OG0009644	FUN_003113-T1	Lsat_1_v5_gn_1_68460.3, Lsat_1_v5_gn_1_68460.1
OG0009645	FUN_009547-T1	Lsat_1_v5_gn_4_160020.1
OG0009646	FUN_009908-T1	Lsat_1_v5_gn_1_54160.1, Lsat_1_v5_gn_6_30120.1
OG0009647	FUN_036277-T2, FUN_036277-T3, FUN_036277-T1	Lsat_1_v5_gn_5_64961.1, Lsat_1_v5_gn_5_64961.2, Lsat_1_v5_gn_5_64961.3
OG0009649	FUN_037428-T1	Lsat_1_v5_gn_4_49520.1
OG0009650	FUN_015828-T1, FUN_015828-T2	Lsat_1_v5_gn_2_95521.2, Lsat_1_v5_gn_2_95521.1
OG0009651	FUN_001500-T1	Lsat_1_v5_gn_6_28260.1
OG0009652	FUN_018979-T1, FUN_018979-T2	Lsat_1_v5_gn_9_122981.1, Lsat_1_v5_gn_9_122981.3, Lsat_1_v5_gn_8_13601.1
OG0009653	FUN_046712-T1	Lsat_1_v5_gn_2_97900.1
OG0009654	FUN_040463-T1	Lsat_1_v5_gn_5_65400.1
OG0009655	FUN_011453-T1	Lsat_1_v5_gn_4_80100.3, Lsat_1_v5_gn_4_80100.1
OG0009656	FUN_042634-T1	Lsat_1_v5_gn_1_67260.1, Lsat_1_v5_gn_1_67260.3, Lsat_1_v5_gn_1_67260.2
OG0009657	FUN_019084-T3, FUN_019084-T2, FUN_019084-T1	Lsat_1_v5_gn_2_123720.1, Lsat_1_v5_gn_2_123720.2
OG0009658	FUN_027506-T2, FUN_027506-T1, FUN_027506-T3	Lsat_1_v5_gn_9_69640.1, Lsat_1_v5_gn_9_69640.3
OG0009659	FUN_027530-T1	Lsat_1_v5_gn_5_124741.1
OG0009660	FUN_029659-T1	Lsat_1_v5_gn_5_154941.2, Lsat_1_v5_gn_5_154941.1
OG0009661	FUN_042686-T1	Lsat_1_v5_gn_5_75320.1, Lsat_1_v5_gn_5_75320.3
OG0009662	FUN_009933-T1, FUN_035204-T1	Lsat_1_v5_gn_7_92201.1, Lsat_1_v5_gn_9_106500.1
OG0009663	FUN_032311-T1	Lsat_1_v5_gn_6_46781.1
OG0009664	FUN_018871-T1, FUN_018872-T1, FUN_030763-T1	Lsat_1_v5_gn_7_31600.1, Lsat_1_v5_gn_7_31600.2
OG0009665	FUN_046561-T1	Lsat_1_v5_gn_5_127800.3, Lsat_1_v5_gn_5_127800.1
OG0009666	FUN_004108-T1	Lsat_1_v5_gn_8_123140.1, Lsat_1_v5_gn_8_123140.2
OG0009667	FUN_013515-T1	Lsat_1_v5_gn_7_108660.1, Lsat_1_v5_gn_7_108660.3
OG0009668	FUN_039431-T1	Lsat_1_v5_gn_9_100181.2, Lsat_1_v5_gn_9_100181.1, Lsat_1_v5_gn_9_100181.3
OG0009669	FUN_012267-T2, FUN_012267-T1	Lsat_1_v5_gn_7_14900.1, Lsat_1_v5_gn_7_14900.2, Lsat_1_v5_gn_7_14900.3
OG0009670	FUN_032869-T1	Lsat_1_v5_gn_9_27440.1
OG0009672	FUN_037327-T1	Lsat_1_v5_gn_9_89740.1, Lsat_1_v5_gn_4_137701.1
OG0009673	FUN_036312-T1	Lsat_1_v5_gn_3_102601.1, Lsat_1_v5_gn_2_59641.3, Lsat_1_v5_gn_2_59641.1
OG0009674	FUN_020757-T1, FUN_020757-T2	Lsat_1_v5_gn_4_90780.1, Lsat_1_v5_gn_8_63581.1
OG0009675	FUN_003124-T1	Lsat_1_v5_gn_2_101560.1
OG0009676	FUN_031529-T3, FUN_031529-T2, FUN_031529-T1	Lsat_1_v5_gn_8_117661.1
OG0009677	FUN_012729-T1	Lsat_1_v5_gn_4_66841.2, Lsat_1_v5_gn_4_66841.1
OG0009678	FUN_008434-T1	Lsat_1_v5_gn_3_119881.3, Lsat_1_v5_gn_3_119881.1
OG0009680	FUN_034983-T1	Lsat_1_v5_gn_2_48100.3, Lsat_1_v5_gn_2_48100.1
OG0009681	FUN_039467-T1	Lsat_1_v5_gn_6_46140.1, Lsat_1_v5_gn_1_65400.1
OG0009682	FUN_011937-T1	Lsat_1_v5_gn_5_191420.1
OG0009683	FUN_012689-T1	Lsat_1_v5_gn_8_136640.1
OG0009684	FUN_039687-T1	Lsat_1_v5_gn_2_1161.1
OG0009685	FUN_030295-T1, FUN_030295-T2	Lsat_1_v5_gn_8_12440.1
OG0009686	FUN_007560-T1	Lsat_1_v5_gn_6_28640.1, Lsat_1_v5_gn_6_28640.3
OG0009687	FUN_041052-T1	Lsat_1_v5_gn_9_107520.1
OG0009688	FUN_031209-T1	Lsat_1_v5_gn_5_44701.1, Lsat_1_v5_gn_5_44701.2
OG0009690	FUN_004121-T1	Lsat_1_v5_gn_2_50601.1, Lsat_1_v5_gn_2_50601.3
OG0009691	FUN_036210-T1, FUN_036210-T2, FUN_052523-T1	Lsat_1_v5_gn_0_14680.2, Lsat_1_v5_gn_0_14680.1
OG0009692	FUN_048155-T1	Lsat_1_v5_gn_7_1240.2, Lsat_1_v5_gn_7_1240.1
OG0009693	FUN_014463-T1	Lsat_1_v5_gn_7_66201.1
OG0009694	FUN_048661-T1	Lsat_1_v5_gn_4_135781.2, Lsat_1_v5_gn_4_135781.3, Lsat_1_v5_gn_4_135781.1
OG0009695	FUN_020444-T1	Lsat_1_v5_gn_5_72441.1, Lsat_1_v5_gn_5_72441.2
OG0009696	FUN_049434-T3, FUN_049434-T1, FUN_049434-T2	Lsat_1_v5_gn_5_26741.3, Lsat_1_v5_gn_5_26741.1
OG0009697	FUN_045775-T1	Lsat_1_v5_gn_7_46500.1, Lsat_1_v5_gn_4_72380.1, Lsat_1_v5_gn_4_72161.1, Lsat_1_v5_gn_4_72161.2, Lsat_1_v5_gn_7_46521.1, Lsat_1_v5_gn_4_72180.1, Lsat_1_v5_gn_4_72220.1
OG0009698	FUN_001313-T1	Lsat_1_v5_gn_9_41180.1
OG0009699	FUN_014906-T1, FUN_008563-T1	Lsat_1_v5_gn_1_72060.1
OG0009700	FUN_002517-T1	Lsat_1_v5_gn_9_40320.3, Lsat_1_v5_gn_9_40320.1
OG0009702	FUN_041118-T1	Lsat_1_v5_gn_4_14640.1, Lsat_1_v5_gn_4_14640.2, Lsat_1_v5_gn_4_14640.3
OG0009703	FUN_048058-T1	Lsat_1_v5_gn_4_34641.1
OG0009704	FUN_031073-T1	Lsat_1_v5_gn_2_78761.1, Lsat_1_v5_gn_2_78761.2, Lsat_1_v5_gn_3_74081.1
OG0009705	FUN_031970-T1	Lsat_1_v5_gn_8_151840.1
OG0009706	FUN_046088-T1, FUN_018702-T1, FUN_018702-T2, FUN_035979-T1	Lsat_1_v5_gn_9_109860.1, Lsat_1_v5_gn_9_109860.2, Lsat_1_v5_gn_9_109860.3
OG0009707	FUN_020565-T2, FUN_020565-T1	Lsat_1_v5_gn_1_22460.1
OG0009708	FUN_025589-T1, FUN_025589-T2, FUN_031028-T1	Lsat_1_v5_gn_4_151760.2, Lsat_1_v5_gn_4_151760.1, Lsat_1_v5_gn_4_151760.3
OG0009709	FUN_014865-T1	Lsat_1_v5_gn_6_116560.1, Lsat_1_v5_gn_6_116540.1, Lsat_1_v5_gn_1_41620.1
OG0009710	FUN_018369-T1	Lsat_1_v5_gn_6_83741.1, Lsat_1_v5_gn_6_8360.1, Lsat_1_v5_gn_6_8360.2
OG0009711	FUN_043818-T1, FUN_043818-T2, FUN_047365-T1	Lsat_1_v5_gn_6_118081.1
OG0009712	FUN_000695-T1	Lsat_1_v5_gn_8_109040.1
OG0009713	FUN_036922-T1	Lsat_1_v5_gn_3_129181.2, Lsat_1_v5_gn_3_129181.1
OG0009714	FUN_008231-T1	Lsat_1_v5_gn_1_5160.3, Lsat_1_v5_gn_1_5160.1
OG0009715	FUN_043595-T1, FUN_024894-T1	Lsat_1_v5_gn_9_11960.1, Lsat_1_v5_gn_9_11960.2
OG0009716	FUN_048409-T1, FUN_037803-T2, FUN_037803-T1	Lsat_1_v5_gn_1_9980.1, Lsat_1_v5_gn_4_135961.1
OG0009717	FUN_031080-T1	Lsat_1_v5_gn_8_30560.2, Lsat_1_v5_gn_8_30560.1
OG0009719	FUN_013651-T1	Lsat_1_v5_gn_9_49580.1
OG0009720	FUN_006047-T1	Lsat_1_v5_gn_5_88201.3, Lsat_1_v5_gn_5_88201.1
OG0009721	FUN_030168-T1, FUN_044743-T1, FUN_044744-T1, FUN_016188-T1	Lsat_1_v5_gn_9_2700.2, Lsat_1_v5_gn_9_2700.1
OG0009722	FUN_031278-T1, FUN_025414-T1	Lsat_1_v5_gn_4_175540.1
OG0009723	FUN_017918-T1, FUN_041836-T1	Lsat_1_v5_gn_9_40620.1, Lsat_1_v5_gn_9_40600.1, Lsat_1_v5_gn_9_40640.1
OG0009724	FUN_004359-T1	Lsat_1_v5_gn_4_137640.1, Lsat_1_v5_gn_4_137640.2
OG0009725	FUN_009752-T1	Lsat_1_v5_gn_0_34560.3, Lsat_1_v5_gn_0_34560.1
OG0009726	FUN_010552-T1	Lsat_1_v5_gn_8_56761.1, Lsat_1_v5_gn_8_56761.3
OG0009727	FUN_014552-T2, FUN_014552-T1	Lsat_1_v5_gn_4_29301.1, Lsat_1_v5_gn_4_29301.2
OG0009728	FUN_031928-T1	Lsat_1_v5_gn_3_29821.1, Lsat_1_v5_gn_8_149361.1
OG0009729	FUN_027237-T2, FUN_027237-T1	Lsat_1_v5_gn_1_20920.1, Lsat_1_v5_gn_1_20400.2, Lsat_1_v5_gn_1_20400.1
OG0009730	FUN_011365-T1	Lsat_1_v5_gn_2_94140.2, Lsat_1_v5_gn_2_94140.1
OG0009731	FUN_020144-T1	Lsat_1_v5_gn_2_115101.1, Lsat_1_v5_gn_2_115101.2, Lsat_1_v5_gn_9_67980.3, Lsat_1_v5_gn_9_67980.1
OG0009732	FUN_011406-T1	Lsat_1_v5_gn_7_107761.1, Lsat_1_v5_gn_7_107761.2
OG0009733	FUN_010661-T2, FUN_010661-T1	Lsat_1_v5_gn_9_16941.1
OG0009734	FUN_050344-T1, FUN_025090-T1, FUN_025086-T1, FUN_025085-T1	Lsat_1_v5_gn_5_13860.1, Lsat_1_v5_gn_5_13860.2, Lsat_1_v5_gn_5_13860.3
OG0009735	FUN_026335-T1, FUN_000132-T1	Lsat_1_v5_gn_5_99841.3, Lsat_1_v5_gn_5_99841.1
OG0009736	FUN_031068-T1, FUN_025568-T1	Lsat_1_v5_gn_3_73941.3, Lsat_1_v5_gn_3_73941.1
OG0009738	FUN_035902-T2, FUN_035902-T3, FUN_035902-T1	Lsat_1_v5_gn_6_14801.1, Lsat_1_v5_gn_6_14801.3
OG0009739	FUN_015085-T1	Lsat_1_v5_gn_6_63340.1
OG0009740	FUN_049572-T1, FUN_049572-T2	Lsat_1_v5_gn_7_11220.2, Lsat_1_v5_gn_7_11220.1, Lsat_1_v5_gn_7_11220.3
OG0009741	FUN_032496-T1	Lsat_1_v5_gn_9_103001.3, Lsat_1_v5_gn_9_103001.1
OG0009742	FUN_020702-T2, FUN_020702-T1	Lsat_1_v5_gn_7_77761.1, Lsat_1_v5_gn_7_77761.3
OG0009743	FUN_051646-T2, FUN_051646-T1	Lsat_1_v5_gn_4_67621.1
OG0009744	FUN_002217-T1	Lsat_1_v5_gn_7_91560.1
OG0009745	FUN_027220-T1	Lsat_1_v5_gn_4_133100.1, Lsat_1_v5_gn_4_133100.3
OG0009747	FUN_047207-T1	Lsat_1_v5_gn_5_114720.2, Lsat_1_v5_gn_5_114720.1, Lsat_1_v5_gn_5_114720.3
OG0009748	FUN_042725-T1	Lsat_1_v5_gn_2_11660.1, Lsat_1_v5_gn_2_11660.3
OG0009749	FUN_051880-T1, FUN_051880-T2, FUN_051880-T3	Lsat_1_v5_gn_3_45301.4
OG0009750	FUN_002207-T1	Lsat_1_v5_gn_7_91601.1
OG0009751	FUN_025376-T1, FUN_025376-T2	Lsat_1_v5_gn_8_150960.1, Lsat_1_v5_gn_8_150960.3
OG0009753	FUN_040120-T1	Lsat_1_v5_gn_6_91340.1, Lsat_1_v5_gn_3_481.1, Lsat_1_v5_gn_3_481.2
