Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0008370	FUN_001963-T2, FUN_001963-T1	Solyc01g104900.3.1, Solyc10g047060.2.1
OG0008371	FUN_011379-T1	Solyc03g097640.3.1
OG0008372	FUN_030101-T1	Solyc08g061450.2.1
OG0008374	FUN_029640-T1	Solyc05g051840.1.1
OG0008375	FUN_051495-T2, FUN_051495-T1	Solyc09g065950.3.1, Solyc01g099715.1.1
OG0008376	FUN_025071-T1, FUN_025071-T2, FUN_026138-T1	Solyc03g112060.3.1
OG0008377	FUN_002074-T1	Solyc02g093930.3.1
OG0008378	FUN_030517-T1	Solyc09g011730.3.1
OG0008379	FUN_011872-T1, FUN_011872-T2, FUN_011872-T3	Solyc07g062610.3.1
OG0008380	FUN_041112-T1	Solyc08g082150.2.1, Solyc08g082135.1.1
OG0008382	FUN_031758-T1, FUN_031755-T1	Solyc09g057790.3.1, Solyc11g040110.2.1
OG0008384	FUN_045432-T1, FUN_011162-T1	Solyc10g080180.2.1
OG0008386	FUN_003469-T1	Solyc07g008950.3.1
OG0008387	FUN_010662-T1	Solyc09g047840.3.1
OG0008388	FUN_046350-T1, FUN_042603-T1, FUN_042603-T2	Solyc04g056610.3.1
OG0008389	FUN_018316-T1	Solyc08g082240.1.1
OG0008390	FUN_014501-T1	Solyc09g082200.2.1, Solyc06g054120.2.1
OG0008391	FUN_032826-T1	Solyc03g121390.1.1, Solyc10g080140.2.1, Solyc10g080170.1.1, Solyc04g015730.2.1
OG0008392	FUN_026862-T1, FUN_026862-T2	Solyc11g006010.2.1
OG0008393	FUN_039967-T1	Solyc08g006830.3.1
OG0008394	FUN_040094-T1	Solyc06g060720.3.1
OG0008395	FUN_032832-T1	Solyc01g067930.3.1
OG0008396	FUN_025273-T1	Solyc05g015890.3.1
OG0008397	FUN_052148-T1	Solyc01g104580.3.1
OG0008398	FUN_032639-T1	Solyc09g083070.3.1
OG0008399	FUN_037343-T1	Solyc01g095450.3.1, Solyc05g050210.3.1
OG0008400	FUN_018163-T1	Solyc08g081640.3.1
OG0008401	FUN_010231-T1	Solyc01g103950.3.1
OG0008402	FUN_012588-T2, FUN_012588-T1	Solyc05g016430.1.1, Solyc07g009410.3.1
OG0008403	FUN_025676-T2, FUN_025676-T3, FUN_025676-T1	Solyc04g082300.2.1
OG0008404	FUN_039641-T1, FUN_039640-T1	Solyc01g090225.1.1
OG0008405	FUN_001436-T1	Solyc04g072560.3.1
OG0008406	FUN_030677-T3, FUN_030677-T2, FUN_030677-T1	Solyc02g085180.4.1
OG0008407	FUN_010325-T1	Solyc09g025260.3.1
OG0008408	FUN_050840-T2, FUN_011568-T1, FUN_050840-T1, FUN_050840-T3	Solyc09g065830.3.1
OG0008409	FUN_025385-T1	Solyc10g077120.2.1
OG0008410	FUN_011545-T1	Solyc01g068070.3.1
OG0008411	FUN_001221-T1	Solyc04g045480.3.1
OG0008412	FUN_045800-T1	Solyc01g111940.3.1
OG0008413	FUN_018636-T1	Solyc08g007580.3.1, Solyc08g079680.3.1
OG0008414	FUN_025666-T1	Solyc08g045850.3.1
OG0008415	FUN_033111-T1, FUN_005773-T1	Solyc09g091030.3.1
OG0008416	FUN_048429-T1, FUN_037832-T2, FUN_037832-T1	Solyc08g067830.3.1
OG0008417	FUN_033245-T1, FUN_033247-T1, FUN_020237-T1	Solyc01g080367.1.1, Solyc09g074080.2.1, Solyc06g008910.2.1
OG0008419	FUN_020561-T1	Solyc07g014650.3.1
OG0008420	FUN_029495-T1, FUN_013779-T1, FUN_019243-T1	Solyc02g065150.2.1, Solyc02g090410.3.1
OG0008421	FUN_031645-T1, FUN_031645-T2, FUN_045669-T1	Solyc02g082710.3.1, Solyc00g007080.3.1
OG0008422	FUN_034212-T1	Solyc01g099650.3.1
OG0008423	FUN_043506-T3, FUN_043506-T2, FUN_043506-T1	Solyc09g061270.3.1
OG0008424	FUN_039213-T1, FUN_039213-T2	Solyc01g005810.3.1
OG0008425	FUN_035331-T1, FUN_035331-T2	Solyc03g031560.3.1
OG0008426	FUN_001556-T1	Solyc04g079690.3.1
OG0008427	FUN_037507-T1	Solyc01g096190.3.1
OG0008428	FUN_025483-T1	Solyc11g010550.2.1
OG0008429	FUN_025109-T1	Solyc03g111785.1.1
OG0008430	FUN_052622-T1	Solyc04g010090.3.1
OG0008431	FUN_035599-T1	Solyc01g103150.3.1
OG0008432	FUN_045985-T1	Solyc01g095420.3.1
OG0008434	FUN_033860-T2, FUN_033860-T1	Solyc01g094480.3.1
OG0008435	FUN_026960-T1	Solyc12g056560.2.1, Solyc04g071490.3.1
OG0008436	FUN_030456-T1, FUN_052810-T1	Solyc11g011850.2.1, Solyc01g020130.3.1, Solyc01g020125.1.1, Solyc01g020150.3.1
OG0008437	FUN_051422-T1	Solyc01g098900.3.1
OG0008439	FUN_040501-T1	Solyc08g023470.3.1
OG0008440	FUN_052468-T1	Solyc07g014660.2.1, Solyc10g084440.2.1
OG0008441	FUN_015010-T1, FUN_015010-T3, FUN_015010-T4, FUN_015010-T2	Solyc01g065580.3.1
OG0008442	FUN_047257-T2, FUN_047257-T3, FUN_047257-T1	Solyc08g016090.3.1
OG0008443	FUN_020207-T2, FUN_020207-T3, FUN_020207-T1	Solyc01g080510.3.1
OG0008444	FUN_005413-T4, FUN_005413-T1, FUN_005413-T2, FUN_005413-T3	Solyc12g013950.2.1
OG0008445	FUN_037310-T1	Solyc09g007130.3.1
OG0008446	FUN_014847-T1, FUN_031668-T1	Solyc01g058280.3.1
OG0008447	FUN_043589-T1, FUN_043589-T2	Solyc09g063140.3.1
OG0008448	FUN_018415-T1, FUN_047046-T1	Solyc08g075160.3.1
OG0008449	FUN_025694-T2, FUN_040836-T1, FUN_025694-T1	Solyc08g007990.3.1
OG0008450	FUN_025396-T1	Solyc04g076740.3.1, Solyc05g054720.3.1
OG0008451	FUN_001202-T1	Solyc04g071140.3.1
OG0008452	FUN_000778-T1	Solyc10g078450.2.1
OG0008453	FUN_033332-T1	Solyc03g093680.3.1
OG0008454	FUN_046163-T1	Solyc03g019850.3.1
OG0008455	FUN_034873-T1	Solyc04g050550.2.1
OG0008456	FUN_025634-T1	Solyc04g082580.3.1
OG0008457	FUN_013823-T1	Solyc02g065685.1.1, Solyc02g065690.3.1
OG0008458	FUN_020088-T1	Solyc06g008310.3.1
OG0008459	FUN_047463-T1	Solyc05g006160.3.1
OG0008459	FUN_002934-T1	Solyc03g113910.3.1
OG0008460	FUN_050294-T1	Solyc03g111600.3.1, Solyc03g111593.1.1, Solyc03g111597.1.1
OG0008461	FUN_020662-T1	Solyc01g008170.3.1, Solyc04g008550.3.1
OG0008462	FUN_033674-T1	Solyc05g009940.3.1
OG0008463	FUN_046674-T1	Solyc02g067820.3.1
OG0008464	FUN_011279-T1, FUN_011279-T2	Solyc03g114450.3.1
OG0008465	FUN_022935-T1, FUN_032369-T1	Solyc05g006560.1.1
OG0008466	FUN_016457-T1	Solyc03g046260.2.1
OG0008467	FUN_033439-T2, FUN_033439-T1	Solyc04g007560.3.1, Solyc05g008430.3.1
OG0008468	FUN_002005-T1	Solyc03g118670.3.1
OG0008469	FUN_017989-T1	Solyc08g075380.3.1
OG0008470	FUN_032630-T1, FUN_023443-T2, FUN_023443-T3	Solyc05g013070.3.1, Solyc01g010950.3.1
OG0008471	FUN_027706-T1	Solyc04g009310.3.1
OG0008472	FUN_031925-T1, FUN_025315-T1, FUN_025315-T2	Solyc03g044880.3.1, Solyc04g045650.3.1
OG0008473	FUN_033875-T1, FUN_033875-T2	Solyc05g012390.3.1
OG0008474	FUN_023215-T2, FUN_023215-T1, FUN_032485-T1	Solyc05g007120.3.1
OG0008475	FUN_025751-T1, FUN_025751-T2	Solyc04g015380.1.1, Solyc04g015390.2.1, Solyc04g015400.3.1, Solyc04g015430.3.1
OG0008476	FUN_023195-T1	Solyc05g007100.3.1
OG0008477	FUN_008025-T1, FUN_008025-T2, FUN_030929-T1, FUN_030929-T2	Solyc02g087870.3.1
OG0008478	FUN_033311-T1	Solyc04g014490.1.1, Solyc11g011010.1.1
OG0008479	FUN_047861-T2, FUN_047861-T1	Solyc01g088390.3.1
OG0008480	FUN_033551-T1	Solyc05g009410.2.1, Solyc04g007240.1.1
OG0008481	FUN_049488-T1	Solyc01g089850.3.1, Solyc03g093790.3.1
OG0008482	FUN_015250-T1	Solyc03g093460.3.1
OG0008484	FUN_048094-T1	Solyc01g095290.3.1
OG0008485	FUN_011796-T2, FUN_011796-T1	Solyc02g086870.3.1
OG0008486	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1	Solyc03g115960.3.1
OG0008487	FUN_017513-T1	Solyc08g005010.3.1
OG0008488	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1	Solyc12g062250.2.1
OG0008489	FUN_045349-T1, FUN_011133-T1	Solyc03g115730.3.1
OG0008490	FUN_041761-T1, FUN_017797-T1	Solyc08g076230.1.1
OG0008491	FUN_000657-T1	Solyc05g018500.3.1, Solyc07g042297.1.1
OG0008492	FUN_029065-T1	Solyc03g070480.1.1, Solyc02g089060.3.1
OG0008493	FUN_023330-T1	Solyc05g007440.3.1
OG0008494	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1	Solyc11g007740.2.1
OG0008495	FUN_017310-T1	Solyc08g077890.3.1
OG0008496	FUN_020603-T5, FUN_020603-T4, FUN_020603-T6, FUN_020603-T1, FUN_020603-T2, FUN_020603-T3	Solyc02g094320.3.1
OG0008497	FUN_011033-T1	Solyc03g113020.3.1
OG0008498	FUN_004383-T1, FUN_004383-T2	Solyc11g005110.2.1
OG0008499	FUN_023793-T3, FUN_023793-T2, FUN_023793-T1, FUN_033695-T1	Solyc05g010100.3.1
OG0008500	FUN_033384-T1	Solyc04g007670.1.1, Solyc05g008110.3.1
OG0008501	FUN_005911-T1	Solyc01g110520.3.1
OG0008502	FUN_016883-T1	Solyc05g050720.3.1
OG0008503	FUN_018808-T1	Solyc03g117940.3.1
OG0008504	FUN_030861-T1	Solyc01g057060.1.1, Solyc01g057070.2.1
OG0008505	FUN_017798-T1	Solyc08g076220.3.1
OG0008507	FUN_047818-T1	Solyc01g081460.3.1
OG0008508	FUN_020657-T1, FUN_020657-T2	Solyc01g008130.3.1
OG0008509	FUN_038308-T1	Solyc10g061870.1.1, Solyc01g081177.1.1, Solyc01g081190.3.1, Solyc09g075050.2.1
OG0008510	FUN_020665-T1	Solyc02g014770.3.1
OG0008511	FUN_010936-T2, FUN_010936-T1	Solyc03g113860.2.1
OG0008512	FUN_047396-T1	Solyc03g112930.3.1, Solyc06g071480.3.1
OG0008513	FUN_010970-T1, FUN_010970-T2	Solyc03g113630.3.1
OG0008514	FUN_008057-T1	Solyc04g072210.3.1
OG0008515	FUN_033963-T1	Solyc12g096290.2.1
OG0008516	FUN_029096-T1	Solyc02g088730.2.1
OG0008517	FUN_039908-T2, FUN_039908-T1	Solyc07g005660.3.1
OG0008518	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2	Solyc03g114510.3.1
OG0008519	FUN_033466-T1	Solyc03g013030.3.1
OG0008520	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1	Solyc05g010060.3.1
OG0008521	FUN_011192-T1	Solyc06g076510.3.1
OG0008522	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3	Solyc02g068530.3.1
OG0008523	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1	Solyc05g006120.3.1
OG0008524	FUN_023078-T1, FUN_023080-T1	Solyc05g006920.3.1
OG0008525	FUN_045752-T1	Solyc10g055640.2.1, Solyc07g052200.1.1
OG0008526	FUN_041770-T1	Solyc08g076210.3.1
OG0008527	FUN_004793-T2, FUN_004793-T1	Solyc11g065380.2.1
OG0008528	FUN_047434-T2, FUN_047434-T1	Solyc03g114140.3.1
OG0008529	FUN_047547-T1	Solyc06g071000.3.1
OG0008530	FUN_020617-T1	Solyc02g094300.3.1
OG0008531	FUN_017290-T2, FUN_017290-T1	Solyc08g078010.3.1
OG0008532	FUN_029851-T1, FUN_016588-T1, FUN_025756-T1	Solyc02g086140.1.1
OG0008533	FUN_011087-T1	Solyc07g021330.2.1, Solyc12g062670.2.1
OG0008534	FUN_002223-T1	Solyc01g109850.3.1
OG0008535	FUN_029848-T1, FUN_029848-T2	Solyc02g086150.3.1
OG0008536	FUN_032392-T1	Solyc05g006410.3.1
OG0008537	FUN_033529-T2, FUN_033529-T1	Solyc04g007370.3.1, Solyc08g022075.1.1, Solyc05g009160.3.1
OG0008538	FUN_003080-T1	Solyc03g123840.3.1
OG0008541	FUN_015494-T1	Solyc12g007000.2.1
OG0008544	FUN_022772-T1	Solyc03g025790.3.1
OG0008545	FUN_004522-T1	Solyc03g033520.2.1
OG0008546	FUN_002974-T1	Solyc05g013760.3.1
OG0008550	FUN_041382-T1	Solyc02g050330.1.1
OG0008550	FUN_041383-T1	Solyc10g074438.1.1, Solyc04g017780.2.1, Solyc12g039210.1.1, Solyc07g064377.1.1, Solyc04g018020.2.1, Solyc04g017910.1.1, Solyc04g018000.2.1, Solyc04g017890.2.1, Solyc04g017850.1.1, Solyc04g017840.1.1, Solyc07g064380.3.1, Solyc04g017880.1.1, Solyc04g017800.1.1, Solyc04g018030.1.1, Solyc07g064373.1.1, Solyc04g017920.1.1
OG0008552	FUN_022348-T1	Solyc12g038605.1.1
OG0008552	FUN_053246-T1	Solyc10g052862.1.1, Solyc06g034232.1.1
OG0008552	FUN_052981-T1, FUN_053329-T1, FUN_043580-T1, FUN_034443-T1	Solyc06g018001.1.1, Solyc03g053025.1.1, Solyc08g063127.1.1
OG0008585	FUN_047078-T1	Solyc12g009743.1.1, Solyc12g019870.1.1, Solyc12g013733.1.1, Solyc12g013740.2.1, Solyc12g009530.1.1, Solyc04g054445.1.1, Solyc04g054450.1.1, Solyc02g031810.1.1, Solyc12g009690.1.1, Solyc12g009730.2.1, Solyc12g009745.1.1, Solyc12g009510.1.1, Solyc12g013680.2.1, Solyc12g009550.1.1, Solyc12g009520.2.1, Solyc12g009780.1.1, Solyc12g009770.1.1, Solyc12g009720.2.1, Solyc12g009740.2.1
OG0008594	FUN_038350-T1	Solyc01g098450.3.1
OG0008596	FUN_029955-T1	Solyc03g045090.3.1
OG0008598	FUN_035363-T1	Solyc02g068370.3.1
OG0008600	FUN_020493-T1	Solyc09g008650.3.1
OG0008601	FUN_050380-T1	Solyc09g056350.3.1
OG0008602	FUN_001521-T1	Solyc09g074090.3.1
OG0008603	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1	Solyc01g098840.3.1
OG0008604	FUN_031631-T1	Solyc06g073390.3.1
OG0008605	FUN_049059-T1	Solyc11g013440.2.1, Solyc05g052690.3.1
OG0008606	FUN_052555-T1	Solyc11g008720.2.1
OG0008607	FUN_030349-T1	Solyc01g008360.3.1
OG0008608	FUN_002088-T1	Solyc05g055390.3.1, Solyc11g007530.2.1
OG0008610	FUN_006711-T1	Solyc11g056450.2.1, Solyc00g171810.3.1, Solyc10g054000.1.1, Solyc03g043610.2.1
OG0008611	FUN_039574-T1	Solyc05g055000.3.1
OG0008612	FUN_022369-T1	Solyc12g021170.2.1
OG0008613	FUN_051313-T1	Solyc01g079610.3.1
OG0008614	FUN_029235-T2, FUN_029235-T1	Solyc06g048610.3.1
OG0008615	FUN_024562-T1	Solyc09g092100.3.1
OG0008616	FUN_051584-T2, FUN_051584-T1	Solyc04g050900.2.1, Solyc04g050920.3.1
OG0008617	FUN_032350-T1, FUN_026169-T1	Solyc11g072680.1.1
OG0008618	FUN_028946-T1	Solyc01g087260.3.1, Solyc01g087250.3.1
OG0008619	FUN_005495-T1	Solyc01g066430.3.1
OG0008620	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1	Solyc11g065340.2.1
OG0008621	FUN_042076-T2, FUN_042076-T1	Solyc01g006940.3.1
OG0008622	FUN_032716-T2, FUN_032716-T1	Solyc10g079720.2.1
OG0008623	FUN_020235-T2, FUN_020235-T1	Solyc06g054430.1.1, Solyc06g054440.2.1
OG0008624	FUN_047858-T1	Solyc01g106740.3.1
OG0008625	FUN_034301-T1, FUN_051506-T1	Solyc01g099860.3.1
OG0008626	FUN_049970-T1	Solyc01g009440.2.1
OG0008627	FUN_050826-T1	Solyc09g065900.3.1
OG0008628	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1	Solyc09g065890.3.1
OG0008629	FUN_048219-T1	Solyc08g067370.1.1
OG0008630	FUN_049350-T1, FUN_049350-T2	Solyc06g082320.3.1
OG0008631	FUN_001656-T1, FUN_001656-T2	Solyc09g083000.3.1, Solyc03g005310.3.1, Solyc03g005315.1.1
OG0008632	FUN_035660-T1, FUN_035660-T2	Solyc01g097810.3.1
OG0008633	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3	Solyc06g084260.3.1
OG0008634	FUN_014934-T1, FUN_014934-T2	Solyc02g085920.3.1
OG0008635	FUN_020613-T1	Solyc06g074380.3.1
OG0008636	FUN_003498-T1, FUN_034092-T1, FUN_034092-T2	Solyc05g053810.3.1, Solyc12g098490.2.1
OG0008637	FUN_003699-T1	Solyc03g053023.1.1
OG0008639	FUN_002622-T1	Solyc09g072970.3.1, Solyc06g084350.3.1
OG0008640	FUN_031936-T1	Solyc06g007150.3.1
OG0008641	FUN_020215-T2, FUN_020215-T1	Solyc09g082770.3.1, Solyc03g005270.3.1
OG0008642	FUN_014841-T1	Solyc04g074690.3.1
OG0008643	FUN_046365-T1	Solyc05g009850.3.1
OG0008644	FUN_032969-T1, FUN_004802-T1	Solyc10g080470.1.1
OG0008645	FUN_036421-T1, FUN_052740-T1	Solyc10g080250.1.1
OG0008646	FUN_025050-T1	Solyc09g057670.3.1
OG0008648	FUN_040385-T1	Solyc11g006710.2.1
OG0008649	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1	Solyc06g076230.1.1
OG0008650	FUN_003496-T1, FUN_034096-T1	Solyc05g053790.1.1, Solyc09g092330.2.1
OG0008652	FUN_025022-T1	Solyc09g059470.3.1, Solyc06g083370.3.1
OG0008653	FUN_026026-T1	Solyc06g075360.3.1, Solyc11g072480.2.1
OG0008654	FUN_050462-T1	Solyc06g083380.3.1
OG0008655	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1	Solyc09g090360.3.1
OG0008656	FUN_045227-T1	Solyc03g098250.3.1
OG0008657	FUN_036521-T1	Solyc11g062120.2.1
OG0008658	FUN_035148-T1	Solyc01g068640.3.1
OG0008659	FUN_051514-T1	Solyc01g099970.3.1
OG0008660	FUN_036897-T2, FUN_036897-T1	Solyc06g071900.3.1
OG0008661	FUN_014584-T1	Solyc11g072890.1.1
OG0008662	FUN_022489-T1	Solyc03g031950.2.1
OG0008663	FUN_004536-T1, FUN_004536-T2	Solyc10g079840.2.1
OG0008666	FUN_021919-T1	Solyc01g096780.3.1
OG0008667	FUN_047467-T2, FUN_047467-T1	Solyc09g008240.3.1
OG0008668	FUN_042281-T1	Solyc11g066730.2.1
OG0008669	FUN_005441-T1	Solyc06g082370.3.1
OG0008670	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3	Solyc09g014760.3.1
OG0008671	FUN_034505-T1, FUN_051564-T1	Solyc01g100310.2.1
OG0008672	FUN_010951-T1	Solyc11g006940.2.1
OG0008673	FUN_014122-T1	Solyc12g019470.2.1
OG0008674	FUN_017414-T1	Solyc08g077260.3.1
OG0008675	FUN_000481-T2, FUN_000481-T1	Solyc10g086170.1.1
OG0008677	FUN_020959-T1	Solyc01g087490.3.1
OG0008678	FUN_034031-T1	Solyc09g098290.3.1
OG0008680	FUN_000613-T1	Solyc09g098530.3.1
OG0008681	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2	Solyc09g057950.3.1
OG0008682	FUN_012837-T1	Solyc01g081610.3.1
OG0008683	FUN_001891-T2, FUN_001891-T1	Solyc01g006130.3.1
OG0008684	FUN_033010-T1, FUN_033010-T2	Solyc10g080560.2.1
OG0008686	FUN_014192-T1	Solyc02g081580.3.1
OG0008687	FUN_024945-T1, FUN_043556-T2, FUN_043556-T1	Solyc06g083540.3.1, Solyc06g083560.3.1, Solyc09g061730.2.1
OG0008688	FUN_048756-T1	Solyc11g068540.2.1
OG0008689	FUN_047728-T1, FUN_025040-T1	Solyc06g083220.3.1
OG0008690	FUN_025652-T1, FUN_042664-T1	Solyc04g082380.3.1
OG0008691	FUN_036238-T1	Solyc11g008670.2.1
OG0008692	FUN_052703-T1	Solyc06g065475.1.1
OG0008693	FUN_015174-T1	Solyc11g005880.2.1
OG0008694	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2	Solyc02g094500.3.1
OG0008695	FUN_033195-T1	Solyc01g080750.3.1
OG0008696	FUN_029634-T1	Solyc04g054880.3.1
OG0008697	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1	Solyc06g065360.3.1
OG0008698	FUN_025617-T2, FUN_025617-T1	Solyc08g042080.3.1
OG0008699	FUN_021182-T1	Solyc07g006990.2.1
OG0008700	FUN_025730-T1, FUN_025730-T2	Solyc02g085935.1.1, Solyc04g081940.3.1
OG0008701	FUN_029978-T1	Solyc02g083180.3.1
OG0008702	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1	Solyc11g018580.2.1
OG0008703	FUN_025501-T1	Solyc11g010700.2.1
OG0008704	FUN_030646-T1	Solyc02g085340.1.1
OG0008705	FUN_048968-T1, FUN_048969-T1	Solyc12g044750.2.1
OG0008706	FUN_009800-T1	Solyc04g078850.3.1
OG0008707	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1	Solyc07g006960.3.1
OG0008708	FUN_015290-T1	Solyc11g069150.2.1
OG0008709	FUN_038667-T1	Solyc10g079640.2.1
OG0008710	FUN_012792-T4, FUN_012792-T2, FUN_012792-T3, FUN_012792-T1	Solyc02g082850.3.1
OG0008711	FUN_014963-T1	Solyc04g078780.3.1
OG0008712	FUN_037915-T1, FUN_048471-T1	Solyc11g013810.2.1
OG0008713	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2	Solyc05g009080.3.1
OG0008714	FUN_001123-T1, FUN_030245-T1	Solyc02g085600.1.1
OG0008715	FUN_005624-T1	Solyc01g106470.3.1
OG0008716	FUN_012466-T1	Solyc02g080140.3.1
OG0008717	FUN_025716-T1, FUN_042715-T1	Solyc04g082010.1.1
OG0008718	FUN_031041-T1	Solyc02g084610.1.1
OG0008719	FUN_009656-T1	Solyc02g092380.3.1
OG0008720	FUN_048500-T1	Solyc03g093220.3.1
OG0008722	FUN_051697-T1	Solyc01g107550.3.1
OG0008723	FUN_019236-T1, FUN_029510-T1	Solyc02g090310.1.1
OG0008724	FUN_052069-T2, FUN_052069-T1	Solyc01g106370.3.1
OG0008725	FUN_036725-T1	Solyc03g032050.3.1
OG0008726	FUN_038098-T2, FUN_038098-T1	Solyc06g009220.3.1
OG0008727	FUN_051675-T2, FUN_051675-T1	Solyc11g012730.2.1
OG0008729	FUN_021506-T1	Solyc05g018650.3.1
OG0008730	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1	Solyc02g083460.3.1
OG0008731	FUN_045488-T1, FUN_011185-T1	Solyc03g115230.3.1, Solyc06g082560.2.1
OG0008732	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1	Solyc01g096900.3.1
OG0008733	FUN_049785-T1, FUN_051966-T1	Solyc04g081050.2.1
OG0008734	FUN_011511-T1	Solyc07g022790.3.1
OG0008735	FUN_030568-T1	Solyc03g044010.3.1, Solyc02g092440.3.1
OG0008736	FUN_004329-T1	Solyc04g051510.1.1
OG0008737	FUN_001962-T1, FUN_001962-T2	Solyc10g047050.2.1
OG0008738	FUN_026927-T1, FUN_026927-T2	Solyc06g060460.3.1
OG0008739	FUN_025542-T1	Solyc02g083610.3.1
OG0008740	FUN_037929-T1	Solyc12g096120.2.1, Solyc08g075780.3.1
OG0008741	FUN_008228-T1, FUN_004199-T1	Solyc03g032000.3.1, Solyc02g082250.3.1
OG0008742	FUN_017805-T1	Solyc02g092660.3.1
OG0008743	FUN_024547-T1	Solyc04g078630.3.1
OG0008744	FUN_031394-T1	Solyc11g040400.1.1, Solyc11g044450.2.1, Solyc06g060240.1.1
OG0008745	FUN_048185-T1, FUN_048185-T2	Solyc01g008310.3.1
OG0008746	FUN_025262-T1, FUN_031778-T1	Solyc12g056830.1.1
OG0008747	FUN_039872-T1	Solyc10g085660.2.1
OG0008748	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3	Solyc03g044720.2.1
OG0008749	FUN_002306-T1	Solyc01g109260.3.1
OG0008750	FUN_001190-T1	Solyc04g071120.3.1
OG0008751	FUN_020424-T1	Solyc10g005930.2.1
OG0008752	FUN_025702-T2, FUN_025702-T1	Solyc04g082090.3.1
OG0008753	FUN_017700-T2, FUN_017700-T1	Solyc04g009320.3.1
OG0008754	FUN_026925-T1	Solyc04g064820.3.1
OG0008755	FUN_053271-T1	Solyc09g015810.2.1, Solyc04g049020.2.1
OG0008756	FUN_020418-T1, FUN_028806-T1	Solyc11g045690.2.1, Solyc11g045680.2.1
OG0008757	FUN_004821-T1	Solyc05g012930.3.1
OG0008758	FUN_038799-T1, FUN_038798-T1	Solyc04g058160.2.1
OG0008759	FUN_037121-T1	Solyc09g010500.3.1
OG0008760	FUN_000147-T1	Solyc03g120740.1.1
OG0008761	FUN_053300-T2, FUN_053300-T1	Solyc01g107600.3.1
OG0008762	FUN_052263-T1	Solyc04g049070.3.1
OG0008763	FUN_034068-T1	Solyc09g097850.1.1, Solyc12g098615.1.1
OG0008764	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1	Solyc11g030380.2.1, Solyc11g030390.2.1
OG0008765	FUN_000337-T1	Solyc04g057990.3.1
OG0008766	FUN_002336-T1	Solyc01g109070.2.1
OG0008767	FUN_045700-T1, FUN_051942-T1	Solyc10g055240.2.1, Solyc01g111260.2.1, Solyc01g111250.3.1
OG0008768	FUN_038453-T1	Solyc02g084820.3.1
OG0008769	FUN_046502-T2, FUN_046502-T1	Solyc07g066060.3.1
OG0008770	FUN_038654-T1, FUN_044177-T1	Solyc11g013450.2.1
OG0008771	FUN_024927-T1	Solyc04g079850.2.1, Solyc04g079845.1.1
OG0008772	FUN_037831-T1	Solyc11g017130.2.1, Solyc06g065450.3.1
OG0008773	FUN_048510-T2, FUN_048510-T1	Solyc11g012970.2.1
OG0008774	FUN_049657-T1	Solyc05g055380.2.1
OG0008775	FUN_033772-T1	Solyc08g078280.1.1
OG0008776	FUN_000848-T2, FUN_000848-T1	Solyc12g096690.2.1
OG0008777	FUN_020919-T1, FUN_020919-T2	Solyc11g005870.2.1
OG0008778	FUN_015633-T1	Solyc07g055720.3.1
OG0008779	FUN_046616-T1	Solyc07g063080.3.1
OG0008780	FUN_017642-T1	Solyc08g076610.3.1
OG0008781	FUN_046558-T1, FUN_016609-T1	Solyc07g063270.3.1
OG0008782	FUN_003104-T1	Solyc07g049570.3.1
OG0008783	FUN_008460-T1	Solyc02g079880.3.1
OG0008784	FUN_052433-T1	Solyc12g005180.2.1
OG0008785	FUN_004340-T1	Solyc04g017680.3.1
OG0008787	FUN_011861-T2, FUN_011861-T1	Solyc07g062450.3.1
OG0008788	FUN_011338-T1	Solyc03g093970.3.1, Solyc04g048930.1.1, Solyc02g062810.3.1
OG0008789	FUN_034731-T1	Solyc02g070540.3.1
OG0008791	FUN_014391-T1	Solyc08g078630.3.1
OG0008792	FUN_021019-T1	Solyc07g045070.3.1
OG0008793	FUN_011999-T2, FUN_011999-T1	Solyc09g009340.2.1
OG0008794	FUN_036697-T1	Solyc02g077720.3.1
